"subject","course_code","course_name","description","credits"
"MHS - Mental Health Services","MHS 5746","Quantitative Research Methods in the Social Sciences","The purpose of this course is to develop an understanding of a variety of quantitative research methods and their strengths and weaknesses in advancing scientific knowledge. It focuses on the application of these concepts in real research contexts and prepares students to design their own research studies. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 5905","Directed Studies","Independent studies on a selected topic. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","1-4"
"MHS - Mental Health Services","MHS 6006","Trends and Principles of the Counseling Profession","A study of trends in the counseling profession, its philosophical framework, its scope and functions, its organizations and administration. Introduction to basic skills needed in the counseling relationship. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6009","History and Systems in Psychology","Exploration of the history and systems of psychology as it relates to the practice of health service psychology in school and community settings. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6024","School-Based Mental Health Services","This course introduces students to school-based mental health research, training, practice, and policy. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6027","Organizational Cultural Competence: Enhancing Child and Adolescent Behavioral Health","This course aims to support student learning regarding behavioral health service delivery to diverse children, youth, their families, and communities. This course presents important ideas and concepts related to cultural competence and will examine an implementation-based conceptual model addressing key organizational structures and processes that are important to achieving cultural competence. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6065","Issues and Trends in Developmental Disabilities","This interdisciplinary Disability Studies course provides students with a background in the history of disabilities and an overview of the impact of and latest trends in disabilities across the life span. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6066","Systems, Services, and Supports for Children and Adolescents with Developmental Disabilities","This course provides students with the tools and understanding needed to evaluate service systems for children and adolescents with developmental disabilities. Lessons address services, systems of care, and policies affecting services. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6067","Evidence-Based Practices in Behavioral Health for Children and Adolescents with Developmental Disabilities","This course introduces students to a variety of evidence-based behavioral health practices for children and adolescents with developmental disabilities. Lessons address identification and evaluation of evidence-based practices, research, and ethics. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6068","Community-Based Behavioral Health Interventions for Culturally Diverse Youth","This course focuses on behavioral health issues and interventions for culturally diverse youth. Topics include youth and family strengths and needs, research and intervention approaches, and relevant policies at global, national, and local levels. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6069","Child and Adolescent Behavioral Health","Provides an introduction to a variety of topics relevant to child and adolescent behavioral health, including its history, settings for service provision, and various factors that shape best practice approaches to meet the needs of youth and families. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6070","Study of Mental Disorders for Counselors","The purposes of this course are to familiarize the students with the study of mental disorders, learn the most current system of classification of mental disorders, and discuss evidence-based biological and sociocultural treatments for mental disorders. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6072","Epidemiology and Prevention in Children’s Mental Health","Provides introduction to epidemiological research methods in children’s mental health; prepares professionals to critically evaluate research literature and to design studies to better affect children’s mental health. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6073","Child and Adolescent Psychopathology and Resilience","Students will gain basic knowledge about psychological disorders necessary to assess/treat/serve children, adolescents, and their families. Factors that promote resilience and build competencies will be explored. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6095","Family-Centered Interdisciplinary Practice: SOC","Provides an overview of a SOC approach to children’s mental health; prepares professionals to work in respectful partnership with families/youth and to participate in interdisciplinary teams serving children and their families. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6096","Program Development and Implementation in Children’s Mental Health","Course introduces students to the science of implementation and key frameworks, theories, strategies; includes critical elements, influences, stages applied to carry out successful implementation of initiatives. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6097","The Business of Behavioral Health","Recognizing that money matters in mental health and substance use, this course seeks to explore behavioral health as an enterprising entity. By understanding funding, students can leverage the financial insights they gain to create a unique professional distinction in which they are valued as both behavioral health experts and business people committed to cultivating sustainability. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6098","Leadership within Systems of Care","Introduces students to various theories of leadership and empirical evidence linking leadership competencies to organizational and community success in children’s mental health, emphasizing real-world challenges and solutions. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6105","Medical Family Therapy and Integrated Healthcare","This course will evaluate the medical family therapist role in navigating the unique issues that arise in families dealing with major health challenges. It will facilitate students developing clinical skills for treating families in a medical setting. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6115","Contemporary and Community Issues in Marriage and Family Therapy","This course facilitates students developing competencies in evolving contemporary issues and settings such as technology, immigration, crisis counseling, military families, private practice, hospitals, schools, residential, and non-profit agency settings. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6200","Assessment and Appraisal Procedures","The study of statistical concepts, assessment instruments and procedures relevant to school and community counseling with an emphasis on standardized test data and the use of an individual case study approach. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6201","Applied Behavior Analysis in Complex Community Environments","Prepares students to recognize factors that may affect the application of behavior analysis principles within and across community settings and to design intervention plans that fit given characteristics of the social and physical context of these home, school and other community settings. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6222","Assessment in Marriage and Family Therapy","Examines assessment procedures and instruments utilized in Marriage and Family Therapy settings. Critical issues in diagnosing, testing, and evaluation of an individual’s mental health and the family systems in which they are a part of. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6311","Online Services in Counseling and Helping Professions","To provide students in helping professions with basic and advanced knowledge and skills associated with the provision of online services in counseling and related helping professions. Also to provide training on how to evaluate and design such services. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6340","Career Development","Study of the information service in guidance as it relates to life style and career development. Theories dealing with career planning. Application of educational, vocational, and personal-social information resources to lifelong human development. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6400","Counseling Theories and Practices","This course is the study of the nature of the counseling process with emphasis on major theoretical approaches and related personality theories, development of basic counseling skills and supervised practice. Prerequisite(s):, Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6409","Evidence-Based Practice in Behavioral and Community Sciences","Explores and applies strategies used to judge and identify evidence-based practices in assessment, intervention, and therapeutic practices in behavioral health and related areas. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Mental Health Law and Policy","3"
"MHS - Mental Health Services","MHS 6410","Intensive Individualize Positive Behavior Support","This course provides class participants with knowledge and skills necessary to develop, implement, and evaluate the impact of positive behavior support at an individual level including functional behavior assessment and behavior intervention plans across various settings to assist individuals (including for those with and at-risk for disabilities) exhibiting challenging behaviors. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6418","School Counselor Accountability and Curriculum","This course prepares school counselors to assume their role and responsibilities in meeting the demands of school reform. Students compile instructional guidance units, using evidence-based content and strategies, to facilitate K-12 student development. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6420","Multicultural Counseling with Diverse Populations","Counseling strategies applied to diverse populations including the use of school and community resources. Each student will select a specific population group for supervised research. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6423","Individual and Family Treatment with Children and Adolescents","This course will focus on how to work with children and adolescents in individual and family therapy. Unique clinical issues associated with this population as well as best practices will be addressed. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6430","Dynamics of Marriage and Family Therapy","An overview of the contemporary models of MFT as well as the basic skills for the practice of marriage and family therapy. The biopsychosocial perspective will be explored as well as evidence-based practices in the field of MFT. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6437","Family Perspectives on Behavioral Health Disparities","Examines behavioral health disparities from a family systems perspective, with consideration of how they are influenced by historical context, generations, immigration, social and physical environmental factors, discrimination, and group heterogeneity. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6438","Family Therapy Theories and Techniques","This course covers the theory and application of intervention techniques to family systems. Students will develop skills in interviewing, assessing, treatment planning, therapeutic interventions, and observing interactions in the treatment of families. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6447","Marital Therapy Theories and Techniques","This course focuses on marital and other adult romantic relationships, and how marriage and couples counseling can assist individuals dealing with romantic relationship problems and difficulties. Evidence-based treatments will be addressed. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6450","Counseling Substance Use in School and Community","Prepares school-based professionals aids to work with substance use issues, through building knowledge of the etiology of substance abuse and counseling interventions and prevention methods amenable to schools and community settings. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6456","Co-Occurring Mental and Substance Use Disorders in Child and Adolescent Behavioral Health","This course will investigate factors that affect development of co-occurring disorders in children, as well as those associated with services delivery, at the individual, family, agency, community, and systems levels. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6462","Trauma Informed Individual, Family, and Couple Treatment","The course will address the various forms of traumatic stressors and the limitation of linear thinking in assessing and treating trauma. The utility of systemic thinking will be discussed and systems-informed practices and protocols will be explored. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6470","Human Sexuality Issues for Counselors","Emphases include exploration of various dimensions of human sexuality; dynamics of major individual and societal sexuality issues; theoretical approaches to counseling related to sexuality issues. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6485","Human Development for School Counselors","Provides an advanced survey of life span human development. Demographic, physiological, sociological factors contributing to optimal functioning are discussed, with applications to counseling in school settings. Provides an integrated view of how theoretical frameworks, developmental research, and knowledge about typical age-related experiences can inform school-based counseling interventions. Prerequisite(s):NA Corequisite(s):NA Co-Prerequisite(s):NA USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6491","Foundations in Adolescent Behavioral Health","Examines the background, history, and theoretical frameworks of implementation science through the lens of adolescent behavioral health. Covers adolescent developmental risk and resilience, overview of adolescent mental and substance use disorders, health inequities, and the preparedness of organizations to deliver evidence-based prevention and treatment interventions in youth-serving systems. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6508","Wraparound Interventions and the System of Care","Explores the wraparound philosophy and focuses on developing supportive community structures for the delivery of wraparound services. Research, evaluation, and methodology in wraparound interventions are addressed. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6509","Group Counseling Theories and Practices","An experiential study of group structure, group dynamics, methodology, and leadership models applicable to counseling clients in school and community settings. Includes skill building through supervised practice. Prerequisite(s):, with a minimum grade of B Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6559","Introduction to Systems Theory","The course will provide an overview of the historical development of the relational/systemic perspective and contemporary conceptual foundations of MFTs including General System’s theory as well as first and second-order cybernetics. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6601","Consultation for the Counseling Profession","A study of consultation theory and practice as used by counselors working in schools and mental health facilities, particularly with educators, other professionals, and parents, individually and in groups. Prerequisite(s):, Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6605","Addressing Behavior Challenges in Young Children","This course focuses on the application of promotion, prevention, and intervention framework to promote the social development of young children, including those with and at-risk for disabilities, and address behavioral issues through the Pyramid Model within early childhood and intervention programs/systems. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6607","Behavior Consultation and Collaborative Systems Change","This course provides participants with the knowledge and skills necessary to develop, implement, and evaluate the impact of behavior consultation across a multi-tiered system of support, including for those with and at-risk for disabilities. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6608","Schoolwide Positive Behavior Support","This course provides class participants with the knowledge and skills necessary to develop, implement, and evaluate the systemic impact of positive behavior support on the behavioral needs of all students from Pre-K to 12, including those with and at-risk for disabilities. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6615","Functional Assessment","The course focuses on identifying and using appropriate observational methods based on individual cases, assessing individuals using functional behavior assessment procedures, displaying and interpreting behavioral data, and designing interventions. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6616","Supervision and Training in Applied Behavior Analysis","This course that will cover a variety of topics related to supervision including behavior analytic and non-behavior analytic supervision practices, functional assessment of variables impacting employee performance, employee training procedures, and procedures for increasing and/or maintaining employee performance. This course is required for all students enrolled in the masters in ABA. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6626","Promoting Leadership Practice in Child and Adolescent Behavioral Health","This course will develop student understanding of organizational leadership concepts, theory, and practice. It will focus on opportunities, challenges, and tools for leaders in public and private child and adolescent behavioral health organizations. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6627","Contemporary Issues in Child and Adolescent Behavioral Health","In this course, students will examine issues confronting behavioral health leaders, emphasizing the development of organizational approaches to improving care and service delivery for children, youth, and young adults. It is designed to provide students with applied knowledge of organizational strategies for serving the diverse needs of children and adolescents with behavioral health concerns. Prerequisite(s):None. Corequisite(s):None. Co-Prerequisite(s):None. USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6645","Mental Health Informatics","This course examines how information technologies and knowledge management affect access to mental health and impact policy. Current applications include the management of mental health databases and the development of behavioral telehealth programs. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6700","Legal and Ethical Issues in the Counseling Profession","Study of legal, ethical and related issues affecting the role and responsibilities of counselors in schools and mental health facilities. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3"
"MHS - Mental Health Services","MHS 6701","Applied Behavior Analysis Basic Principles","This course provides the student with an introduction to the concepts and principles of Behavior Analysis. It covers basic behavioral principles and then discusses behavioral procedures with an emphasis on the principles underlying each procedure. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6705","Legal and Ethical Issues in Marriage and Family Therapy","An overview of all aspects of professional functioning in the field of Marriage and Family Therapy including history, roles, organizational structures, AAMFT code of ethics, and MFT licensure standards. Contemporary and developing issues in the field. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6706","Child and Adolescent Behavioral Health Policy","This course focuses on critical policy issues affecting child and adolescent behavioral health services in the U.S. Historical, legislative and policy making issues will be discussed, and U.S. policies will be examined within an inclusive global context. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6708","Experimental Analysis of Behavior I","This seminar provides students with a survey of core concepts in the experimental analysis of behavior often with special emphasis on methodological and conceptual issues and their translation to the study of socially important problems. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6711","Translational Research Methods in Adolescent Behavioral Health","Focuses on research methods and measurement models relevant to translational research, implementation science and the transfer of knowledge from research to practice. Adolescents with co-occurring disorders are a special population of focus. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6712","Advanced Research Education in Adolescent Behavioral Health","Advanced research education through the lens of adolescent behavioral health. Covers policy, practice, and funding in dissemination and implementation of evidence-based practices, community-based participatory research, health inequities, systems and organizational readiness for best practices, legal and ethical issues, federal and state initiatives, and implementation in youth-serving systems. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6719","Introduction to Research in Applied Behavior Analysis","This course provides the student an introduction to research in applied behavior analysis. The course will cover APA format and strategies for writing a research proposal paper. Students will write an ABA research proposal. ABA faculty members will present their research so students become familiar with a number of research topics in ABA. Students will choose a thesis topic and a thesis advisor. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","2"
"MHS - Mental Health Services","MHS 6732","Research and Evaluation in Child and Adolescent Behavioral Health","This course covers foundational concepts in research methods and program evaluation that are necessary to understand and critically evaluate the research of others and to plan and conduct research and evaluation in child and adolescent behavioral health. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6742","Community Based Research and Evaluation in Behavioral Sciences","The study of community-based participatory research and evaluation (CBPRE) in behavioral sciences; critical issues in research design, ethics, and use of CBPRE to promote social change and public policy within a behavioral health context. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Mental Health Law and Policy","3"
"MHS - Mental Health Services","MHS 6743","Qualitative Research Foundations","This course provides students with an understanding of the foundations of qualitative research and how to conduct qualitative research. The course also assists them, where appropriate, in applying qualitative methods to their doctoral dissertation. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6744","Single Case Experimental Design","The purpose of this course is to introduce the fundamentals of behavior-analytic research methods. The course will review single-case time series methodologies to assess various dimensions of behavior and evaluate the effects of interventions on behavior. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6780","Ethics in Applied Behavior Analysis","The purpose of this course is to provide students with preparation for ethical and professional issues in applied behavior analysis. It is designed to help the students prepare for Board Certified Behavior Analyst exam. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6800","Practicum in Counseling Adolescents and Adults","Supervised counseling for integration and application of knowledge and skills gained in didactic study. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","4"
"MHS - Mental Health Services","MHS 6821","Service Learning in Adolescent Behavioral Health I","In this course, students will complete the initial phase of their community-based project, which is the service learning component of the Institute for Translational Research. Students will gain insight into the organizational context of community agencies and begin to learn the process and issues associated with the implementation of evidence-based practices in community settings. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","2"
"MHS - Mental Health Services","MHS 6822","Service Learning in Adolescent Behavioral Health II","Facilitate completion of the second phase of the Capstone Project, the service learning component of the Institute. Students will implement research projects conceptualized in the first service learning course. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","2"
"MHS - Mental Health Services","MHS 6823","Service Learning in Adolescent Behavioral Health III","This is the third Service Learning Course associated with the Institute for Translational Research Education. During this semester, ITRE scholars will complete the final phase of their community project. Students will complete any remaining data collection, analyze results, and report findings from their projects in written and oral form. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","2"
"MHS - Mental Health Services","MHS 6887","Internship in Career and College Counseling","Field experience (1 semester full-time or 2 semesters of part time participation) in career and/or college counseling and related activities of a public or private career center or college center/site/agency. It is restricted to counseling students. Prerequisite(s):, , , , , , , Corequisite(s):Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","3-6"
"MHS - Mental Health Services","MHS 6900","Special Topics in Planning, Evaluation and Accountability","Topic varies and is designed to address a wide variety of issues related to behavioral health. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Mental Health Law and Policy","1-3"
"MHS - Mental Health Services","MHS 6901","Independent Studies in Mental Health Studies","Students conduct independent study in an area related to behavioral health under the guidance of a faculty member. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Mental Health Law and Policy","1-4"
"MHS - Mental Health Services","MHS 6905","Individual Study","Independent study, research, and experience relating to professional counseling under the supervision of a member of the Counselor Education faculty. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Leadership, Policy, and Lifelong Learning","1-4"
"MHS - Mental Health Services","MHS 6906","Independent Study in Behavior Analysis Applications in Community Settings","Independent study in behavior analysis provides students opportunities to focus on special areas of study under a contractual agreement with a faculty member. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","1-6"
"MHS - Mental Health Services","MHS 6915","Directed Research in Behavioral and Social Sciences","Students work directly with a faculty mentor in a one-on-one research experience in the area of behavioral and social sciences research and design, conduct, and disseminate an independently designed and conducted research project. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Mental Health Law and Policy","1-6"
"MHS - Mental Health Services","MHS 6937","Behavior Theory","This is a masters-level seminar that provides an in-depth examination of the science, philosophy, and scope of radical behaviorism as presented by BF Skinner through his seminal texts About Behaviorism, Science and Human Behavior, and Verbal Behavior. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6940","Practicum in Behavior Analysis in Community Settings","Supervised field work in the application of behavior analysis to children, adults and/or their families in complex community environments, including home, school, employment and neighborhood settings. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","1-3"
"MHS - Mental Health Services","MHS 6941","Applied Field Experience Seminar","The Applied Field Experience Seminar provides students with an opportunity to integrate, synthesize, and apply knowledge gained through MS coursework through a field experience relevant to each student’s area of specialization and interest. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3-6"
"MHS - Mental Health Services","MHS 6942","Practicum: EBP and Service Delivery for Children and Adolescents with Developmental Disabilities","This practicum allows students to apply, integrate, and synthesize knowledge about evidence-based practices being used in behavioral health settings that provide services to children and adolescents with developmental disabilities. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6945","Leadership Practicum in Agencies Serving Children and Adolescents with Developmental Disabilities","This practicum is designed to provide students with experience in policy, leadership, and administration in an agency that serves children and adolescents with a developmental disability. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6947","Marriage and Family Therapy Practicum","Fieldwork experience in a marriage and family therapy setting repeated over four semesters. At the conclusion of the four semesters, a minimum of 500 clinical hours of face to face contact must be accrued. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","3"
"MHS - Mental Health Services","MHS 6971","Thesis in Applied Behavior Analysis","The Thesis credits will provide students the opportunity to conduct independent applied behavior analysis single subject experimental design studies, or special research projects related to applications in community settings. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Behavioral and Community Sciences | Department of Child and Family Studies","2-6"
