course_code,course_name,credits,description
RT 4052,Clinical Practice V,5.0,"DESCRIPTION Twenty-four hours of clinical per week. Clinical experience is divided into neonatal and pediatric care, and adult critical care. This course is also RT 7052. This course may include a Signature Experience component."
RT 4060,Advanced Critical Care Monitoring,2.0,"DESCRIPTION A study of advanced cardiopulmonary monitoring used with the critical care patient. Topics include hemodynamic monitoring, ventilatory waveform analysis, and capnography."
RT 4070,Advanced Cardiac Life Support,2.0,DESCRIPTION The Advanced Cardiac Life Support (ACLS) course is designed to develop the participant's proficiency in providing care in a cardiorespiratory arrest. This course is offered over a ten-week period to allow for understanding of pathophysiology and the assimilation of the knowledge to carry out skills required in emergent circumstances. This course is also RT 7070.
RT 4075,Patient Care Management,3.0,DESCRIPTION An analysis of patient care management strategies for the respiratory therapist. Patient assessment and critical care management topics will be emphasized.
RT 4080,Pediatric Respiratory Care,2.0,DESCRIPTION This course introduces concepts of pediatric disease and ventilatory management. Childhood diseases and challenges of the Pediatric airway are discussed. This course is also RT 7080.
RT 4081,Neonatal Respiratory Care,2.0,The processes of growth and development relating to respiratory care from the fetus to the infant will be discussed. Techniques of diagnosis and treatment are discussed to enable the student to develop the processes needed to combine physiologic function with care modalities. This is also RT 7081. 1.276
RT 4082,Advanced Neonatal Respiratory Care,3.0,"DESCRIPTION Advanced concepts in the evaluation, monitoring, and therapeutic modalities seen with common neonatal disorders, including respiratory distress syndrome, intracranial hemorrhage, pulmonary hypertension of the newborn, and others. A case study approach will be utilized."
RT 4085,"Professional Practice: From Current Trends to Long-Term, Extended Care",3.0,"DESCRIPTION An analysis of the current professional environment and the role of the respiratory therapist in that atmosphere are discussed. An overview of concepts, procedures, and long- term care and how the respiratory therapist's role is impacted interacting between the acute care facility and self-administered care in the patient's home is emphasized. Topics and emphasis may vary. This is a writing intensive course. This is also RT 7085. Serves as one of the two Critical Thinking through Writing (CTW) courses required of all Respiratory Therapy majors."
RT 4096,End of Life Issues,1.0,"PREREQUISITES First year and 2nd year Respiratory Therapy courses DESCRIPTION This course is designed to provide a broad overview of death and dying in United States. The growing need for quality palliative care, current gaps in care, and the scope of palliative care will be discussed in an attempt to introduce the student to current end-of-life issues."
RT 4950,Directed Readings,1.0,DESCRIPTION Readings course in respiratory therapy or other related area.
RT 4990,Special Topics,3.0,Consent of instructor  Individual study of a selected topic under the direction of a faculty member. 1.277
RMI 3500,Principles of Risk Management and Insurance,3.0,"PREREQUISITES None REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course introduces the principles of risk analysis and risk management, and principles of insurance for handling risk. Risk is uncertainty concerning the possibility of loss. Risk management aims to reduce frequency and severity of losses. The insurance focus is on personal lines, for property and liability exposures including automobile and homeowner's insurance. Personal financial risk exposures include health, disability and longevity, and related insurance, with an introduction to retirement funding mechanisms. The course also presents how insurers operate as a regulated industry, involving various business functions. The topics will be of interest and value to all majors."
RMI 3750,Risk Modeling,3.0,"PREREQUISITES MATH 1113 COREQUISITES MGS 3100 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course introduces students to the principles of probability theory and risk simulation analysis. Specific topics covered include probability theory; descriptive statistics and graphical representations of data; probability distribution functions including binomial, Poisson, Normal and other functions; sampling distributions and the Central Limit Theorem; estimation and goodness-of-fit tests; and static and dynamic Monte Carlo simulation models. Spreadsheet simulation exercises are used extensively to illustrate the concepts. The applications are drawn from a variety of areas where risk analysis has become important including finance, insurance, corporate risk management and personal financial planning."
RMI 4000,Personal Financial Planning,3.0,"FI 3300  Must meet RCB upper division course requirements and 45 semester hours  This course covers the process of comprehensive personal financial planning and explores the integrative use of financial services and products to achieve personal and financial objectives. The changing nature of the financial services environment is explored. Students are required to develop a comprehensive, personal financial plan. 1.278"
RMI 4005,Introduction to Risk Analytics and Applications,3.0,"PREREQUISITES RMI 3750 COREQUISITES ECON 4950 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This class will cover three main themes wrapped around various applications in risk analytics. These themes are programming in software used in risk analytics (such as R, SAS, MATLAB, Stata), transparency and replication using principles of literate statistical programming, and risk communication. Students will have access to the various programming languages available on GSU's Virtual Computing Lab servers and will be able to create a portfolio of problem solutions to demonstrate programming ability in statistical modeling software. In addition, there will be presentations and reports demonstrating students' ability to communicate to technical and non- technical audiences."
RMI 4010,Life Insurance,3.0,"PREREQUISITES RMI 3500 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course covers the nature and importance of life and health risks and the functions and uses of individual life and health insurance in treating these risks. From both the individual and the business viewpoints, techniques for evaluating life insurance, health insurance, and annuities are covered, including a review of the legal aspects of these contracts. This course is suggested as an elective for all majors."
RMI 4015,Contrcts Risk Analysis,3.0,"PREREQUISITES BUSA 2106 or RMI 3750 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION Business is largely about transactions â to sell goods or services to customers (including the government), to obtain goods and service from vendors and suppliers, to merge or divest the company, to enter into joint ventures, to form international agreements, etc. Transactions generate revenue for the firm. Transactions that turn out differently than expected can cost income. This course examines many types of contracts and scenarios where contracts are essential to the business deal and explores how these contracts should be written to comply with legal requirements. Students will evaluate contracts for legal aspects, completeness as to business objective, contingencies and risk assessment, using law, enterprise risk management frameworks and quantitative methods and analysis."
RMI 4020,Property and Liability Insurance,3.0,"RMI 3500  Must meet RCB upper division course requirements and 45 semester hours  This course examines the major types of property and liability insurance. The structure, scope, and limitations of commercial property and liability contracts are analyzed. Coverage principles and concepts are emphasized. This course is suggested as an elective for all majors. 1.279"
RMI 4025,"Law, Policy and Risk Regulation",3.0,"PREREQUISITES BUSA 2106 or RMI 3750 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course focuses on why large portions of the American economy are subject to government regulation (rather than private regulation) in order to address risks posed to individuals, firms, and society and to acheieve particular public policy goals. Private regulations relp on agreements or litigation among private parties to change the behavior of individuals and firms. Congress and state legislatures create government agencies to address issues that they have concluded cannot or should not be addressed through private, regulations. These government agencies create, implement, and enforce government regulations. The course focuses on the risk management process by requiring students to identify risks in the legal context and assess those risks using analytic tools of law and economics."
RMI 4035,Financial Risk and Regulation,"rate markets,equity markets, credit risk ,","PREREQUISITES RMI 3750 or AS 4140 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course discusses the various types of risks faced by financial institutions such market risk , operational risk, assel liability committee and organization of asset liability management. The main focus of the course is the measurement and management of these risks in a regulatory environment. This course introduces bank and insurance risk management. The course covers interest operational risk, market risk, asset liability management, liquidity risk as well as capital management by banks and insurance firms."
RMI 4045,Advanced Financial Risk Management,"(credit risk, market risk, asset and","PREREQUISITES RMI 4035 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course discusses the comprehensive strategy of risk management measures, objectives and hedging techniques that apply to all types of institutions. Advanced risk management techniques used to integrate different risk disciplines liability management and performance measurement)."
RMI 4150,Theorg of Risk,3.0,MATH 1113 or RMI 3750  Must meet RCB upper division course requirements and 45 semester hours  This course will cover the microeconomic theory of decision making for risk-averse individuals and for corporations. The course also provides an introduction to models of adverse selection and moral hazard so students will understand the basics of risk sharing contracts in the presence of various information environments. 1.280
RMI 4300,Risk Management,3.0,"PREREQUISITES RMI 3500 and BCOM 3950 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course examines the risk management process, the identification and evaluation of loss exposures, the analysis of the various risk control and financing techniques available to manage the exposures, decision making under conditions of uncertainty, and control mechanisms to monitor the results of the risk management program. Case studies, computer simulation, and work to reinforce the risk management concepts covered in the course are required. This course is suggested as an elective for all majors, especially accounting, finance, and management."
RMI 4350,Enterprise Risk Management,3.0,PREREQUISITES MATH 1111 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course introduces strategies that firms employ to enhance corporate value through their risk management function. The tools and concepts are relevant for both financial and non-financial institutions. The course focuses on risk management decisions from a corporate finance perspective rather than on the speculative use of financial derivative contracts or on the valuation of derivatives and insurance contracts.
RMI 4389,Directed Readings in Risk Management and Insurance,1.0,PREREQUISITES One RMI course and consent of instructor REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION
RMI 4391,Risk Management and Insurance Field Study,1.0,PREREQUISITES Department approval REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course is designed to provide the senior-level under- graduate student with an opportunity to apply the business skills learned at the Robison College of Business (RCB) in an approved site off or on campus. The course immerses students in the planning and execution of complex activities involved in both large and small businesses.
RMI 4400,InsurTech: New Technology in Insurance Markets,3.0,"Must meet RCB upper division course requirements and 45 semester hours  This course will explore how technology is changing the pricing, processes, and products in insurance markets. We will use lectures, case discussions, guest speakers, and student presentations to learn about areas in which technology is transforming insurance markets. Topics include: Internet of Things in insurance markets, micro-duration insurance and gig economy insurance, automated underwriting, claims processing, and verification, blockchain for claims processing and verification, big data/machine learning in actuarial science and related ethical issues. 1.281"
RMI 4530,Employee Benefit Plans,3.0,"PREREQUISITES MGS 3400 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION (Same as MGS 4385). This course examines the characteristics and design of employee benefit plans, including group insurance, pensions, and profit sharing. These plans are evaluated in terms of their cost and effectiveness. Consideration is given to employee communications, taxation, collective bargaining, social insurance systems, and international benefit programs."
RMI 4680,egression Modeling,3.0,"PREREQUISITES MATH 4752 REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course covers basic and multiple linear regression, variable selection and interpretation of regression results, modeling trends, autocorrelations and autoregressive models, time series models and forecasting, non-linear regression, generalized linear models, generalized additive models, and report writing, with actuarial and risk management applications in R and/or SAS."
RMI 4700,Insurance Operations,3.0,"PREREQUISITES RMI 3500, and RMI 4010, and RMI 4020 and BCOM 3950, or consent of instructor REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course is designed to study the key operational activities of insurance organizations. It specifically covers marketing and distributions systems, underwriting, principles of ratemaking, reinsurance, and financial analysis. These functional areas are studied in the context of regulatory and public policy issues. Students analyze the operational and financial aspects of an insurance company."
RMI 4800,Commercial Insurance Underwriting Prerequisite: RMI 3500 and RMI 4020,3.0,"DESCRIPTION This course will integrate commercial insurance submission and underwriting using simulations and case studies to follow the process from broker evaluation for risk and insurance identification, through insurer underwriting, rating, quotes and policy issuance."
RMI 4980,Problems in Risk Management and Insurance,3.0,"A minimum of four RMI courses including RMI 3500, and RMI 4010, and RMI 4020, or consent of instructor  Must meet RCB upper division course requirements and 45 semester hours  The principal focus of this capstone course for the RMI major is the study of current problems and issues in risk management and insurance. 1.282"
RMI 4990,The Risk Analysis Clinic,3.0,"Senior status and by perission  Must meet RCB upper division course requirements and 45 semester hours  The Risk Analysis Clinic course will provide the student with a real case study of a problem with Risk Analysis using real company data. Students will approach the problem as a consulting project, meet with the client, assess needs, undertake the analysis, and report results in both a written report and an oral presentation. As a result, students will work on a real project from a local firm from start to finish. Overall, students will gain experience interacting with a âcustomerâ and will practice providing critical review of other studentâs projects. This course may include a Signature Experience component. 1.283"
RUSS 1001,Elementary Russian I,3.0,"DESCRIPTION Development of basic skills in listening, speaking, reading, and writing. Acquisition of grammatical structures. Students are introduced to various aspects of Russian culture. Not open to native speakers of Russian."
RUSS 1002,Elementary Russian II,3.0,"PREREQUISITES RUSS 1001 with grade of C or higher, or placement into 1002 DESCRIPTION Development of basic skills in listening, speaking, reading, and writing. Acquisition of grammatical structures. Students are introduced to various aspects of Russian culture. Not open to native speakers of Russian."
RUSS 2001,Intermediate Russian I,3.0,"PREREQUISITES RUSS 1002 with grade of C or higher, or placement into 2001 DESCRIPTION Continuing development of listening, speaking, reading, and writing skills. Vocabulary expansion; further work with grammatical structures. Russian culture presented. Not open to native speakers of Russian."
RUSS 2002,Intermediate Russian II,3.0,"RUSS 2001 with grade of C or higher, or placement into 2002  Continuing development of listening, speaking, reading, and writing skills through the use of audio and video materials as well as literary and non- literary texts. Russian culture presented. Not open to native speakers of Russian. 1.284"
EDSC 3250,Topics in Middle Grades Science,3.0,"DESCRIPTION Develops basic content knowledge of nature of science, scientific inquiry, and scientific practices. Develops understanding of middle level school science topics. Emphasizes scientific reasoning skills, problem solving, using technology, and communicating scientific knowledge. May be repeated as topics vary. (lecture/lab course). (Repeatable)."
EDSC 4470,Concepts and Methods in Middle Childhood Science,3.0,"PREREQUISITES Students must complete all Area G.1 and Area G.2 courses COREQUISITES EDCI 4650, EDCI 4600, EDRD 4600 and EDMT 4460, EDRD 4450, EDSC 4470, or EDSS 4480 REQUIREMENTS A minimum grade of ""B"" is required for this course DESCRIPTION Provides the pedagogical content knowledge necessary for effective middle school science instruction. Procedures for planning, implementing, and reflecting on science instruction are learned in a school setting."
EDSC 4655,Principles of Science Instruction,3.0,"COREQUISITES EDCI 4600 DESCRIPTION Examines the nature of secondary students and schools. Explores instructional materials, teaching strategies, technology, and effective teaching. Includes experiences in reflective teaching and micro-teaching."
EDSC 6550,is cross listed with EDSC 4655.,,
EDSC 4755,Theory and Pedagogy of Science Instruction,3.0,"COREQUISITES EDCI 4750  Examines current issues, strategies, materials, and technology related to the teaching and learning of science at the middle and secondary school levels. Science curriculum, teaching, and research in science education are investigated. EDSC 4755 is cross-listed with EDSC 7550. 1.285"
SLIP 3010,Introduction to Interpreting- CTW,3.0,"DESCRIPTION This course is designed to provide an introduction to the profession of interpreting. This course details the ethical and professional responsibilities of the interpreter, the mental process of interpreting,the history of the field, laws related to interpreting,credentials, education, and terminology common to the profession. Critical Thinking Through Writing Course (CTW)."
SLIP 3100,ASL Narrative and Discourse,6.0,"PREREQUISITES ENGL 1101 and ENGL 1102 with a grade of ""C"" or higher COREQUISITES SLIP 3100L REQUIREMENTS SLIP 3100L MUST be taken with this course even if the student has DESCRIPTION Admittance into SLIP upper division program through language assessment and interview. This course is an advanced study of American Sign Language conversation and narrative. It is designed to provide a strong foundation for future interpreting courses. The primary focus is on complex grammatical features, vocabulary expansion and language fluency. This course is taught predominately in ASL."
SLIP 3100L,Interpreting Lab I,1.0,PREREQUISITES Admittance into SLIP upper division program through language assessment and interview COREQUISITES SLIP 3100 DESCRIPTION This is a skills laboratory to accompany SLIP 3100. Assignments are designed to reinforce classroom concepts.
SLIP 3115,Deaf History and Culture,3.0,"DESCRIPTION This course offers an overview of issues related to persons who are Deaf and hard of hearing. Topics include types of hearing loss, history and education, legislation, employment, related services and organizations, the relationship of language and community, audiological vs. cultural deafness, the dynamics of deafness in the family. This course also studies the variety of cultures, experiences and perspectives among people who are deaf and hard of hearing. An instructor who is Deaf often teaches this course. Knowledge of sign language may be necessary."
SLIP 3200,Service Learning I,3.0,"DESCRIPTION This course is designed for studentsâ active participation in community-based organizations both Deaf and Interpreter centered as well as other organizations that Deaf and Hard of Hearing citizens might access. Students will have the opportunity to expand their knowledge of community resources and needs, while developing critical thinking and problem solving skills. This course may include a Signature Experience component."
SLIP 3210,Service Learning II,3.0,"SLIP 3200 with a grade of ""C"" or higher  This course is the second in a sequence of three designed for studentsâ active participation in community-based organizations both Deaf and Interpreter centered, as well as other organizations that Deaf and Hard of Hearing citizens might access. Students will have the opportunity to apply language skill, expand their knowledge of community resources and needs, and develop critical thinking and problem solving skills. This course may include a Signature Experience component. 1.286"
SLIP 3220,Service Learning III,3.0,"PREREQUISITES SLIP 3210 with a grade of ""C"" or higher DESCRIPTION This course is the third in a sequence of three designed for studentsâ active participation in community-based organizations both Deaf and Interpreter centered as well as other organizations that Deaf and Hard of Hearing citizens might access. Students will have the opportunity to apply language skill, expand their knowledge of community resources and needs, and develop critical thinking and problem solving skills. This course may include a Signature Experience component."
SLIP 4000,Educational Interpreting,3.0,"PREREQUISITES SLIP 4025 and SLIP 4025L with a grade of C or higher DESCRIPTION This course is designed to provide students with a comprehensive look at interpreting in educational settings. Topics will include the role of the educational interpreter, educational interpreter credentials, language and service delivery modes, student development, classroom discourse and the application of the Code of Professional Conduct."
SLIP 4010,English to ASL I,3.0,"PREREQUISITES SLIP 3100 with a grade of ""C"" or higher COREQUISITES SLIP 4020L DESCRIPTION In this course students translate and consecutively interpret discourse from English to American Sign Language. Instruction includes analysis of the text, understanding dynamic message equivalence, restructuring, and judging appropriateness when translating or interpreting consecutively."
SLIP 4020,ASL to English I,3.0,"PREREQUISITES SLIP 3100, SLIP 3100L, and SLIP 3115 with a grade of ""C"" or higher COREQUISITES SLIP 4010 and SLIP 4020L DESCRIPTION In this course students translate and consecutively interpret discourse from American Sign Language to English. Instruction includes analysis of the text, understanding dynamic message equivalence, restructuring, and judging appropriateness when translating or interpreting consecutively."
SLIP 4020L,Interpreting Lab II,1.0,"PREREQUISITES SLIP 3100, SLIP 3100L, and SLIP 3115 with a grade of C or higher COREQUISITES SLIP 4010 and SLIP 4020 DESCRIPTION This is a skills laboratory to accompany"
SLIP 4010,and SLIP 4020. Assignments are designed to reinforce classroom concepts.,,
SLIP 4025,Survey of Specialized Interpreting Settings,3.0,"SLIP 4010, SLIP 4020, and SLIP 4020L, with a grade of ""C"" or higher COREQUISITES SLIP 4025L  SLIP 4025L MUST be taken with this course even if the student has taken and passed the lab previously  This course is designed to provide instruction in specialized topics related to interpreting in a variety of settings. Reinforcement of sign language skill, principles of interpreting and consecutive interpreting skill will be emphasized. These may include interpreting in the following settings: employment, religious, medical, telephone/video relay, legal, and/or mental health. 1.287"
SLIP 4025L,Interpreting Lab III,1.0,"PREREQUISITES SLIP 4010, SLIP 4020, SLIP 4020L with a grade of ""C"" or higher COREQUISITES SLIP 4025 DESCRIPTION This is a skills laboratory to accompany SLIP 4025. Assignments are designed to reinforce classroom concepts. Field observation of working interpreters is also included."
SLIP 4050,ASL to English II,3.0,"PREREQUISITES SLIP 4025 and SLIP 4025L with a grade of ""C"" or higher COREQUISITES SLIP 4060 DESCRIPTION In this course students interpret discourse consecutively and simultaneously from American Sign Language to English. Instruction includes analysis of the source text, understanding dynamic message equivalence, restructuring, and self- analysis while translating or interpreting."
SLIP 4060,English to ASL II,3.0,"PREREQUISITES SLIP 4025 and SLIP 4025L with a grade if ""C"" or higher COREQUISITES SLIP 4050 DESCRIPTION In this course students interpret discourse consecutively and simultaneously from English to American Sign Language. Instruction includes analysis of the source text, understanding dynamic message equivalence, restructuring, and self- analysis while translating or interpreting."
SLIP 4060L,Interpreting Lab IV,1.0,"PREREQUISITES SLIP 4025 and SLIP 4025L with a grade of ""C"" or higher COREQUISITES SLIP 4050 and SLIP 4060 DESCRIPTION This course is a research and skills laboratory designed to support both expressive and receptive skill in conjunction with SLIP 4050 and SLIP 4060. Assignments are designed to reinforce ASL principles and interpreting strategies."
SLIP 4080,Practicum,6.0,"SLIP 4050 and SLIP 4060 with a grade of ""C"" or higher  This course is a combination of actual interpreting experience under the supervision of an interpreter in the field, voluntary interpreting, interpreter observation, and a classroom seminar. The seminar includes discussion, role play and situational assessments based on student experiences in the field. Emphasis is placed on the Registry of Interpreters for the Deaf Code of Professional Conduct and its application in real-life scenarios. Students must complete all assigned interpreting hours and pass a comprehensive test of ASL/English interpreting skill. This course may include a Signature Experience component. 1.288"
EDSS 3400,Topics in Middle Grades Social Science/History,3.0,"DESCRIPTION Develops basic content knowledge of history and the social sciences. Develops understanding of school topics in world regions and emphasizes reasoning skills, problem solving, using technology, and inquiry in the social sciences."
EDSS 4480,Concepts and Methods in Middle Childhood Social Studies,3.0,"Students must complete all Area G.1 and Area G.2 courses COREQUISITES EDCI 4650, EDCI 4600, EDRD 4600 and EDMT 4460, EDRD 4450, EDSC 4470, or EDSS 4480  A minimum grade of ""B"" is required for this course  Provides the pedagogical content knowledge necessary for effective middle school social studies instruction. Procedures for planning, implementing and reflecting on social studies instruction are learned in a school setting. 1.289"
SW 2000,Introduction to Social Work,3.0,DESCRIPTION A survey of the profession of social work from an historical and contemporary perspective which examines how social workers seek to improve the well being of people and communities as they are affected by a wide range of social issues. The profession's commitment to social justice in rapidly changing multicultural world will also be explored.
SW 3000,Communication/Cultural Diversity,3.0,"REQUIREMENTS Restricted to BSW students or with permission of the instructor DESCRIPTION The purpose of this course is to establish good communication skills in both verbal and written form, to explore passive, aggressive, and assertive communication styles, and to understand the applicability of computers in facilitating and managing communications. The student also will develop an awareness and understanding of how human diversity influences ways in which individuals, families, groups, communities, and the larger society interface with service delivery systems. Issues related to ethics and confidentiality will be examined. Global Perspectives Course."
SW 3005,Career Planning & Management,3.0,"DESCRIPTION Principles, methods, and practice in achieving career goals with emphasis on the exploration of career opportunities, identification of strengths, resume development, cover letter composition, interviewing, salary and benefits negotiations, networking, professional image, and the use of technology in achieving career goals."
SW 3200,Social Welfare Institutions,3.0,"REQUIREMENTS Restricted to BSW students or with permission of the instructor DESCRIPTION This course introduces social work students to the antecedents of the American welfare state and the development of the social work profession. Historical phenomena provide a background against which one examines not only what happened in the past, but also why certain events occurred, how they happened, and the consequences of their occurrence on the American social welfare system. Content about differences and similarities on the experiences, needs and beliefs of various population groups, and the resources provided by larger society to address varying population needs is examined. Both descriptive and analytical approaches are used to help explain the development and complexity of the American welfare state."
SW 3300,Human Behavior and the Social Environment I,3.0,"This course is a study of human behavior during the developmental phases of infancy, early childhood, and adolescence. Biological, psychological, and social aspects of development are integrated to provide a comprehensive understanding of individuals within the context of social environments. Multiple theoretical perspectives are explored to guide practitioners in decision-making with regard to client assessment, intervention, and evaluation. This course serves as one of three Critical Thinking through Writing (CTW) courses required of all Social Work majors. 1.290"
SW 3400,Human Behavior and the Social Environment II,3.0,"PREREQUISITES HBSEI DESCRIPTION This course is a study of human behavior during the developmental phases of young, middle, and late adulthood. Biological, psychological, and social aspects of development are integrated to provide a comprehensive understanding of individuals within the context of social environments. Multiple theoretical perspectives are explored to guide practitioners in decision-making with regard to client assessment, intervention, and evaluation. This course is the second in the HBSE series required of all Social Work majors."
SW 3500,Methods of Social Work Research,3.0,"PREREQUISITES MATH 1070 DESCRIPTION A survey of research methods applicable to social services. Emphasis will be placed on beginning skill in evaluation and research and implication for knowledge guided practice. The course also provides an overview of research and statistical techniques that are applied by Social Workers. A major emphasis will be placed on those areas of research design, methodology, and analysis that will enable students to become critical consumers of the professional and empirical literature."
SW 3600,Social Welfare Policy,3.0,"PREREQUISITES ECON 2105, SW 3320 DESCRIPTION This course introduces the development and implementation of contemporary social welfare policies and service programs in the United States. Through this course, students critically analyze and document the policy making process. The course highlights the influence of social values on policy development and the differential allocation of material and social resources. The current provisions and service delivery systems emanating from contemporary social welfare policies are examined, with special attention given to Americaâs most vulnerable population groups."
SW 3700,Communication Skills for Social Workers,3.0,"DESCRIPTION This course constitutes one of the practice methods courses in the core social work curriculum. Its inherent purpose is to facilitate effective communication between the social work generalist and client systems. The course emphasizes appropriate interviewing skills, recording, and the use of technology in communications."
SW 3800,Case Management and Community Resources in Social Work,3.0,"This course teaches students about case management practice, and provides an overview of community resources to address a variety of human needs and the collaborations of partnerships between human providers. 1.291"
SW 4100,Social Work Methods I,3.0,"DESCRIPTION Social Work Methods I introduces the basic knowledge, values, and skills that comprise generalist social work. Emphasis is placed upon practice with individuals, families, small groups, organizations, and communities."
SW 4200,Social Work Methods II,3.0,"DESCRIPTION Continuation of SW 4100. In Social Work Methods II, students will become proficient at identifying multiple levels of intervention and targets for change to address a wide variety of social problems. An overview of specific theories of change, along with evaluation approaches and implied styles of intervention, are covered."
SW 4310,Group Facilitation,3.0,"DESCRIPTION This course is an introduction to social work with groups. The course will focus on skills in social work practice, uses and types of groups, and group composition. Students will become familiar with the scope and limitations of group uses. The use of groups for direct service purpose-- enhancement of social functioning, achievement of unreached levels of social functioning, or correction of dysfunctional interpersonal or social relationships- will be analyzed."
SW 4320,Social Work Administration,3.0,DESCRIPTION An introduction to theory and practice in the administration of social services. Emphasis is on the social worker's role and function as an administrator and on the evaluation of the problems of operation and maintenance in a social service agency.
SW 4330,Contemporary Health Challenges,3.0,"DESCRIPTION This course is designed to introduce students to chronic short and long term health concerns in our society. The course will address such illnesses as AIDS, hepatitis, tuberculosis, Alzheimers, sexually transmitted diseases (STD), and other health issues. The focus of the course will be upon treatment, identification and transmittal, with an examination of the impact of governmental regulations on drugs, the perception of patients, family members, and health care professionals."
SW 4340,Restorative Justice and Law,3.0,"DESCRIPTION This course explores restorative justice as a strategy for dialogue, peacemaking, and transformation. Restorative justice will be presented as an alternative to incarceration, and a strategy to support victims, offenders, and communities following crime including state violence. The course will focus on restorative practices with individuals, families, communities, and organizations. Disparities within the justice system, legal issues, trauma, and conflict transformation will be addressed. The course will also practice skills in peacemaking circles and restorative conferencing."
SW 4350,"Economic Justice, Inequality, and Poverty",3.0,"This course will address causes and solutions to poverty and inequality through the lenses of political, social, and economic factors. Special attention is given to the working poor, the growth of extreme poverty, discrimination, and the policies, social movements, and interventions that have historically impacted poverty and inequality. 1.292"
SW 4360,Forensic Social Work,3.0,"DESCRIPTION The course will introduce students to social work issues that are encountered by social workers, attorneys, and other specialists in a forensic setting. The course will include a critical analysis and study of particular social issues and the impact of those issues on the purposes and the effectiveness of organizations and individuals who work within the legal system. The course will address social work skills and ethical issues in a forensic setting."
SW 4440,"Global Social Work Practice, Policy, and Research",3.0,"DESCRIPTION This course will offer students an introduction to social work issues from an international perspective. Using literature from around the world that focuses on global social issues, the course will address concepts of power, class, gender, race, sexuality, religion, violence, poverty, immigration, and social exclusion. Students will be required to evaluate critically what the international perspective might teach us about social work theory, practice, policy and research in the US. Global Perspectives Course."
SW 4450,Child Maltreatment Practice Policy and Research,3.0,"DESCRIPTION Child abuse and neglect are examined from both historical and contemporary perspectives using an ecological framework. Methodological and theoretical issues surrounding the study of maltreatment are highlighted. Symptomatology and sequelae of abusive behavior are examined with specific reference to the implications for family and community systems. Medical, legal, social, and cultural aspects of child maltreatment are explored. The role of community partnerships in the identification, intervention, treatment and prevention of child maltreatment is emphasized."
SW 4460,"Aging Practice, Policy and Research",3.0,"DESCRIPTION This course is designed to provide the basic knowledge and beginning skills appropriate for social work practice with older persons. Emphasizes biological, sociological, and psychological aspects of the aging process with special attention to the cultural, social, political, and economic factors affecting delivery of social services to the aging."
SW 4470,Behavioral Health: Substance Abuse and Dependence,3.0,"This course will provide students with an overview of the various classes of psychotropic drugs. Students will learn the physiological mechanisms of action of each of the major classes of drugs. They will learn how each drug affects mood and behavior, how each drug affects major organ systems in the body, and how genetic and social factors may predispose an individual to drug use. 1.293"
SW 4480,"Disabilities Practice, Policy, and Research",3.0,"DESCRIPTION This course will provide students with the opportunity to develop their knowledge of the impact of both physical and developmental disabilities on individuals and families. Focus is on responses to those disabilities diagnosed at birth or acquired through illness or injury. Emphasis is placed on utilizing appropriate social work interventions, while recognizing such variables as age, socioeconomic status, family constellation, cultural issues, and pre- morbid conditions. Understanding disabilities from a human rights perspective and the impact of oppression on people with disabilities will be explored. A historical perspective on how disability has been perceived and addressed by societal institutions will be presented."
SW 4490,"Child Welfare Practice, Policy, and Research",3.0,"DESCRIPTION This course is an introduction to the range of child welfare services including foster care, adoptions, permanency planning, and family preservation. Students will have the opportunity to explore current challenges inherent in the delivery of child welfare services to children, youth, and families. This course is intended to serve as a forum for the exchange of ideas and will focus on a range of critical issues in the field of child welfare including family violence, child maltreatment, HIV, drug exposure, and homelessness."
SW 4500,Field Education I,6.0,"PREREQUISITES Successful completion of all previous social work courses, except SW 3730 or permission from the Director of Field Education DESCRIPTION An educationally directed practicum in a social service agency. A generalist approach is applied to guide beginning social work practice with diverse individuals, families, small groups, organizations, and communities. Demonstration of knowledge of professional values, agency structures, and policies. Emphasis on the integration of content from all areas of the curriculum. A fee to cover liability insurance is required. This course may include a Signature Experience component."
