"code","level","title","credits","description"
"SPAN 465","No","Span Medical Interpretation",3.0,"Teaching of English and Spanish medical vocabulary by body systems and associated medical specialties, ethics and standards of practice professional medical interpreters, and different modes of translation and interpretation."
"SPAN 323A","","Spanish Medical Professions",3.0,"Introduction to medical terminology as used in oral and written professional contexts, with special emphasis on developing professional writing skills."
"SPAN 577","","Span Tchg Procedures",3.0,"Mastery of skills specific to foreign language instruction. Lectures, demonstrations, practical experience."
"SPAN 625","","Spanish Morphosyntax",3.0,"Linguistic study of morphological and syntactic structure of Spanish."
"SPAN 326","","Span Phonetics & Pronunciation",3.0,"Spanish sound system; underlying concepts of Spanish speech production and applications to pronunciation."
"SPAN 377","","Spanish Teaching Methods 1",3.0,"Historical and theoretical trends in language teaching; standards- and proficiency-based lesson planning; strategies for teaching in the target language; teaching of interpersonal and presentational speaking skills; contextualized approaches for teaching grammar, and vocabulary; strategies for developing intercultural competence; and development of skills in general educational technologies common across disciplines. First of a two-semester sequence for Spanish Teaching majors and minors; fulfills methods course requirement for Dual Language Immersion Teaching minors."
"SPAN 378","","Spanish Teaching Methods 2",3.0,"Innovative approaches to unit planning; teaching of interpretive reading and listening skills; teaching of presentational writing skills; assessing language and culture learning; enhancing instruction with technology; adapting instruction for diverse learners; and becoming a professionally-engaged language educator. Second course in a two-semester sequence for Spanish Teaching majors and minors."
"SPAN 361","No","Spanish to English Translation",3.0,"Exploration of theory and practical applications of Spanish to English translation and interpretation, with practice in translating various textual genres."
"SPAN 455R","","Spanish-American Poetry",3.0,"Selected Spanish-American poets, movements, and national traditions."
"GEOG 307","No","Spatial Analysis of Envr Data",3.0,"Introduction to a suite of quantitative spatial and spatio-temporal analysis tools, including landscape metric and fractal analysis, trend surface analysis, cluster analysis, analysis of scales of variation, geostatistics, point-to-point regression, and wavelet analysis."
"POLI 398","No","Speaker Series on Careers",1.0,"Networking and career guidance through a series of lectures by career professionals."
"CHIN 411","","Speaking & Listening Mastery",2.0,"Developing effective higher-level speaking and listening skills for social, cultural, academic, and professional contexts."
"ARTHC 492R","","Special Studies on Site",6.0,"Considering works of art and monuments of significance in major collections throughout the world and in original locations, emphasizing cultural context and site specificity."
"CPSE 611","","Special Education Law",1.5,"Overview of laws, regulations, and policies related to special and general education and professional practice in school psychology."
"GEOG 493R","","Special Problems",3.0,"Exploration of specific systematic or regional geographic themes."
"ART 694R","","Special Problems",3.0,""
"LFSCI 490R","No","Special Problems",6.0,""
"ME EN 695R","","Special Problems for Masters",3.0,""
"CSANM 494R","No","Special Problems in Animation",3.0,"Individual study in area of special interest."
"ART 394R","","Special Problems in Art",3.0,""
"BIO 694R","","Special Problems",6.0,"Independent student research under faculty supervision."
"CFM 494R","","Special Problems",3.0,"Study of current facilities management technologies."
"INDES 494R","","Special Problems in Design",3.0,"Individual study in area of special interest."
"ACC 560","","Special Probs in Federal Tax",3.0,"Special property transactions, accounting periods and methods, tax payments and credit, tax concepts, and reporting tax liability."
"DESIL 494R","","Spec Problems in Illustration",3.0,"Individual study in illustration."
"IT&C 492R","","Special Problems",3.0,"Individual study and project work related to a current topic in information technology and/or cybersecurity."
"MFGEN 490R","","Spec Problems in MFGEN",3.0,"Students work under the mentoring of a faculty member to complete mutually agreed upon learning objectives and assignments in special topics and problems in manufacturing."
"DESPH 494R","","Spec Problems in Photography",3.0,"Individual study in photography of special interest."
"CPSE 697R","","Special Projects",6.0,""
"TMA 215R","","Special Projects 1",3.0,"Special projects in theatre and media arts."
"TMA 215R","","Special Projects 1: Media",3.0,"Special projects in media arts."
"TMA 215R","","Special Projects 1: Theatre",3.0,"Special projects in theatre arts."
"TMA 315R","","Special Projects 2",3.0,"Intermediate projects in theatre or media arts."
"TMA 315R","","Spec Proj 2: Assist Stage Mgrs",3.0,"Intermediate projects for assistant stage managers."
"TMA 315R","","Special Projects 2: Media",3.0,"Intermediate projects in media arts."
"TMA 315R","","Special Projects 2: Theatre",3.0,"Intermediate projects in theatre."
"TMA 315R","","Spec Proj 2: Young Company",3.0,"Intermediate projects for Young Company Teaching Artists."
"TMA 515R","","Special Projects 3",6.0,"Advanced special projects in theatre or media arts."
"TMA 515R","","Special Projects 3: Media",6.0,"Advanced special projects in media arts."
"TMA 515R","","Special Projects 3: Theatre",6.0,"Advanced special projects in theatre."
"SFL 393R","No","Special Projects in Clothing",3.0,"Special projects in advanced clothing construction."
"TMA 536R","Yes","SpecialProjectsStageDirecting",3.0,"Advanced experience in stage directing."
"HIST 798R","","Special Readings",2.0,""
"HIST 598R","","Special Readings",3.0,""
"ARAB 680R","","Spec Stds Arabic",3.0,"Individual study supervised by graduate faculty member in varying topics of specific interest in Arabic literature and language."
"CHIN 680R","","Special Studies in Chinese",3.0,"Individual study supervised by graduate faculty member in varying topics of specific interest in Chinese literature and language."
"COMMS 691R","","Spec Studies Comms",3.0,"Individual study with a graduate faculty member."
"GERM 490R","","Special Studies in German",3.0,"Variable credit for individual or group study as approved for special circumstances."
"GERM 680R","","Special Studies in German",3.0,"Individual study supervised by graduate faculty members in varying topics of specific interest in German."
"HIST 500R","","Special Studies in History",3.0,""
"JAPAN 680R","","Special Studies in Japanese",3.0,"Individual study supervised by graduate faculty member in varying topics of specific interest in Japanese literature and language."
"KOREA 680R","","Special Studies in Korean",3.0,"Individual study supervised by graduate faculty member in varying topics of specific interest in Korean literature and language."
"REL A 392R","","Special Studies in Religion",3.0,"Topical studies in religion based on student interest and teacher expertise."
"REL C 393R","","Special Studies in Religion",3.0,"Topical studies in religion based on student interest and teacher expertise."
"RUSS 680R","","Special Studies in Russian",3.0,"Individual study supervised by graduate faculty members in varying topics of specific interest in Russian."
"RUSS 490R","","Special Studies in Russian",3.0,"Variable credit for individual or group study as approved for special circumstances."
"FLANG 490R","","2nd Language Applications",3.0,"Faculty-supervised instruction for advanced students.  Individual or group study.  Course work established by contract and director's approval."
"TMA 668R","","Directed Readings",3.0,"Supervised research in selected historical, theoretical, or critical problems."
"ANTHR 490R","","Special Topics",3.0,"Subjects related to anthropological theory or the operation of social systems."
"DESIL 394R","No","Special Topics",3.0,"Advanced studio course offering an in-depth study of a specialized topic in illustration. Focuses on a selected collaborative project or a conceptual, practical or technical issue relevant to current concerns in the discipline."
"EIME 692R","Yes","Special Topics",3.0,"This is an elective course that focuses on an advanced or emerging topic in educational research, measurement, or evaluation. "
"DESGD 394R","No","Special Topics",3.0,"Advanced studio course offering an in-depth study of a specialized design topic. Explores either a conceptual, practical, or technical requirement within the current discipline, or focuses on a particular project."
"UNIV 395R","","Special Topics",3.0,"Upper-level course on various approved topics with appeal or application to a broad undergraduate audience.  May include one-time offerings, study abroad related courses, or other university-wide topics."
"DESAN 394R","No","Special Topics",3.0,"Advanced studio course offering project-based, interdisciplinary study of a specialized design topic."
"NURS 590R","Yes","Special Topics",4.0,"Individualized study."
"DES 394R","No","Special Topics",3.0,"Advanced studio course offering project-based, interdisciplinary study of a specialized design topic."
"HONRS 395R","","Special Topics",3.0,"For upper-level students on approved special topics supervised under the Honors Program.  Topics vary."
"DESPH 394R","No","Special Topics",3.0,"Project-based studio course for photographers."
"HLTH 403R","","Special Topics",5.0,""
"MFHD 695R","","Special Topics",3.0,"Variable topics, including research on sexuality, meta-analysis, social withdraw and self-process, aggression and victimization, longitudinal data analysis, qualitative methods, etc."
"MFT 695R","","Special Topics",3.0,"Variable topics, including (1) Spirituality in Clinical Perspective and Practice, (2) Premarital and Remarital Intervention, (3) Play Therapy, (4) Research Methods for MFT, and (5) Group Process. "
"UNIV 295R","","Special Topics",3.0,"Survey or introductory course on various approved topics with appeal or application to a broad undergraduate audience.  May include one-time offerings, study abroad related courses, or other university-wide topics."
"DESPX 394R","No","Special Topics",6.0,"Advanced studio course offering an in-depth study of a specialized design topic. Explores either a conceptual, practical, or technical requirement within the current discipline, or focuses on a particular project."
"GEOG 690R","","Special Topics",4.0,""
"HIST 590R","","Special Topics",3.0,"Western American, religious, family, Asian, Latin American, and Near Eastern history."
"CH EN 593R","","Special Topics - Intermediate",3.0,"Special topics for advanced undergraduate students and for graduate students."
"DANCE 359R","","Special Topics & Issues",2.0,"Seminar in topics and issues relevant to dance."
"ARTHC 490R","","Spec Top Read Arth",6.0,"Topics of specific student interest, centered on strengths of visiting faculty, BYU Study Abroad Program, or other significant art history projects."
"SOC W 670R","","Sp Topics: Adv Clin Pr",3.0,"Various topics offered as need or interest arises."
"CSANM 453R","","Topics in Advanced Graphics",3.0,"Researching new technologies in animation and visualization.  Topics might include real-time technologies, three-dimensional data acquisition, performance capture, or new entertainment platforms."
"COMMS 371R","No","Special Topics in Advertising",3.0,"Subject matter may vary. Specific topics emphasizing general issues related to advertising.\n\nCourse offering an in-depth study of a specialized advertising topic. Explores either a conceptual, practical, or emerging trend within the current discipline, or focuses on a particular project such as Creative Award Show or Strategic Competition."
"MATH 675R","Yes","Spec Tpcs-Algebra",3.0,""
"MATH 643R","Yes","Special Topics in Analysis",3.0,"Advanced topics in analysis drawn from pure and applied mathematics."
"NE LG 521R","","Special Topics: ANEL Lit",3.0,"Historical and comparative studies of ancient Near Eastern literature."
"REL A 510R","","Sp Tpcs Anc Script",3.0,"Subjects and questions typically addressed by Church Educational System instructors"
"ANTHR 690R","Yes","Special Topics Anthr",3.0,""
"ANTHR 490R","No","Special Topics in Anthropology",3.0,"Various subjects related to anthropology"
"STAT 395R","No","Special Topics in Applied Stat",3.0,"Offerings on current applied topics of interest in applied statistics, data science, and actuarial science. "
"ANTHR 690R","Yes","Special Topics in Archaeology",3.0,""
"ARTHC 690R","Yes","Special Topics in Art",3.0,"Studies in Art History. Topics vary."
"PORT 459R","","Special Topics in Brazil Lit",3.0,"Specific topics in Portuguese (Brazilian) literature. Course content will vary each semester to offer optimum exposure to all areas of Brazilian literature."
"COMMS 327R","","Special Topics in Broadcasting",3.0,"Includes radio arts, specialty reporting, documentary production, and sports broadcasting."
"CHEM 596R","Yes","Special Topics in Chemistry",3.0,""
"MFHD 794R","","Sp Topcs Child Dev",2.0,""
"REL C 540R","","Spec Topics in Church Hist&Doc",3.0,""
"REL C 510R","","Spec Topics in C Hist & Doct",3.0,"Subjects and questions typically addressed by Church Educational System instructors."
"COMMS 370R","","Special Topics in Comms",3.0,"Subject matter may vary. Specific topics emphasizing general issues related to all mass communication."
"EC EN 522R","","Spec Topics in Computer Sys",3.0,""
"CFM 694R","","Speical Topics in CM",3.0,"Students in the course will learn topics outside the standard curriculum that allows the student to broaden their education as it relates to Construction Management."
"CFM 594R","","Special Topics in CM",3.0,"Based on needs, interest, and significance, topics important to leaders and managers in the construction industry."
"CFM 695R","","Special Topics in C M",3.0,"Based on needs, interest, and significance, topics important to leaders and managers in the construction industry."
"SPAN 602R","","Spec Topics Contemp Lit Theory",3.0,"Topics, figures, themes, and movements in contemporary theory as they relate to Hispanic literatures, cultures, and film."
"PHSCS 513R","","Spec Topics in Contemp Phsc",3.0,"Topics generally related to recent developments in physics."
"SOC 390R","","Special Topics",3.0,"Course content varies from year to year."
"PORT 457R","","Spec Topics Cultures Brazil",3.0,"An in-depth examination of some aspect of Brazilian culture and civilization. Subject matter will vary. This course is recommended for those individuals who may already have a broad exposure to the culture and civilization of Brazil and/or those who desire a more focused cultural experience."
"PORT 447R","","Spec Topics in Culture of Port",3.0,"An in-depth examination of some aspect of Iberian culture and civilization. Subject matter will vary. This course is recommended for those individuals who may already have a broad exposure to the culture and civilization of Portugal and/or those who desire a more focused experience."
"SPAN 447R","","Spec Topics Culture of Spain",3.0,"An in-depth examination of some aspect of Iberian culture and civilization. Subject matter will vary. This course is recommended for those individuals who may already have a broad exposure to the culture and civilization of Spain and/or those who desire a more focused cultural experience."
"SPAN 457R","","Spec Topics Culture Span Amer",3.0,"An in-depth examination of some aspect of Spanish American culture and civilization. Subject matter will vary. This course is recommended for those individuals who may already have a broad exposure to the culture and civilization of the Spanish-speaking countries of the Americas and/or those who desire a more focused cultural experience."
"T ED 589R","","Special Topics in Education",3.0,""
"EDLF 390R","","Spec Topics in Edu",3.0,"Various topics dealing with educational issues."
"EL ED 589R","","Special Topics in Education",3.0,"Topics vary."
"EDLF 515R","","Topics in Sec Ldrs",3.0,""
"SC ED 589R","","Special Topics in Education",3.0,"Topics vary."
"EC EN 493R","","Spec Tpcs in Elec & Comp Engr",4.0,"Topics vary. Recent developments in electrical and computer engineering."
"EC EN 662R","","Special Topics EM",3.0,""
"EC EN 542R","","Spec Topics in Electronics",3.0,""
"ENG T 595R","","Special Topics in Engr & Tech",3.0,"Special topics in engineering and technology that relate to current research areas or issues related to industry."
"ENGL 645R","","Special Topics in Engl Educ",3.0,"Theory and research, including advanced writing and reading pedagogy, that inform relevant and current issues in English education, guiding students toward thesis topics and shaping the thesis prospectus."
"HLTH 442","","Special Topics in Epidemiology",3.0,"Topics include environmental epidemiology, statistical methods in epidemiology, social epidemiology, genetic epidemiology, categorical data analysis, applied longitudinal analysis, survival analysis, and life table methods."
"SFL 395R","","Special Topics in Family Life",3.0,"Specific topics in home and family living, human development, marriage and family studies, or marriage and family therapy."
"GEOL 565R","Yes","Special Topics in Geology",4.0,"The following topics may be offered on demand:  geology for teachers, ore deposits, solid-water interface chemistry, X-ray crystallography."
"HIST 390R","","Special Topics",3.0," \tPresented by visiting or regular faculty. Varied topics include oral history, demographics, psychohistory, Christianity in history, family history research, etc. "
"IT&C 515R","","Special Topics in IT&C",3.0,"New topics in information technology for graduate and undergraduate students.  Standard lecture and lab format."
"IP&T 515R","","Spec Topics in IPT",3.0,"Becoming more familiar with key issues in the field of instructional psychology and technology."
"JAPAN 446R","","Special Topics in Japanese",3.0,"Specific topics in Japanese language or literature. Course content will vary each semester. This course is recommended for students who desire a more focused experience."
"LAW 686R","","Special Topics in Law",2.0,""
"LAW 687R","","Special Topics in Law",4.0,""
"MBA 693R","","Special Topics in Management",3.0,"Subject to be arranged with instructor. Approval must be obtained from the MBA Office."
"MFGEN 590R","","Spec Tops in MFGEN",3.0,"Students will develop an understanding of a timely topic in manufacturing engineering."
"MFT 595R","","Special Topics",2.0,"Individual study for qualified students."
"MFHD 595R","","Special Topics",3.0,"Individual study for qualified students."
"ME EN 595R","","Special Topics in Mech Engr",18.0,""
"TMA 498R","","Spec Topics in Media Arts",3.0,"Consideration of compelling issues in media arts practice, theory, history, and criticism."
"NEURO 390R","","Special Topics",3.0,"Exploration of current topics in neuroscience."
"NDFS 390R","","Spec Topics in NDFS",3.0,"Various topics related to nutrition, dietetics, and/or food science."
"PHSCS 313R","","Special Topics in Physics",3.0,"Special topics in physics for undergraduate physics majors."
"PWS 390R","","Special Topics",3.0,"Current topics in plant and wildlife sciences."
"PORT 429R","","Spec Topics Port Linguistics",3.0,"Course content varies yearly; focuses on specific area of linguistics such as dialectology or sociolinguistics."
"PORT 529R","","Special Topics in Port Ling",3.0,"Topics from semantics to dialectology to sociolinguistics."
"PORT 449R","","Special Topics in Port Lit",3.0,"Specific topics in Portuguese (Peninsular) literature. Course content will vary each semester to offer optimum exposure to all areas of Portuguese literature."
"PSYCH 390R","No","Special Topics in Psychology",3.0,"Exploration of specific topics that are not currently among the main thematic fields of psychology."
"PSYCH 212R","","Special Topics in Psychology",3.0,"Small-group seminar focusing on a classical text or on readings related to a contemporary issue in theory and research."
"HLTH 603R","","Spec Topics in Public Health",7.0,"Seminar exploring current global health issues."
"ANTHR 390R","","Spec Topics in Regional Anthro",3.0,"Subjects related to a particular area or people."
"ENGL 614R","","Spec Tpcs in Rhetoric & Comp",3.0,"Various approaches to rhetoric and composition."
"EC EN 682R","","Spec Tpcs Sig/Sys",3.0,""
"ANTHR 490R","No","Special Topics Sociocltrl Anth",3.0,"Various subjects related to method and theory in sociocultural anthropology."
"SOC 490R","","Special Topics in Sociology",3.0,"Course content varies from year to year."
"SOC 590R","","Special Topics",3.0,"Course content varies from year to year."
"SPAN 459R","","Spec Topics in Span-Am Lit",3.0,"Specific topics in Latin American literature. Course content will vary each semester to offer optimum exposure to all areas of Latin American literature."
"SPAN 529R","","Spec Topics Span Linguistics",3.0,"Topics include semantics, dialectology, and sociolinguistics."
"SPAN 429R","","Spec Top Span Ling",3.0,"Course content varies yearly; focuses on specific area of linguistics such as dialectology or sociolinguistics."
"SPAN 449R","","Special Topics in Span Lit",3.0,"Specific topics in Spanish (peninsular) literature. Course content will vary each semester to offer optimum exposure to all areas of Spanish literature."
"STAT 595R","Yes","Special Topics in Statistics",3.0,""
"STAT 495R","No","Special Topics in Statistics",3.0,"Offerings available from individual faculty on current topics of interest in statistics."
"STDEV 214R","","Special Topics",3.0,"Survey or introductory courses on various student development topics related to academic skills, career exploration and development, or mental health."
"ENGL 615R","","Tpcs Technical & Prof Comm",3.0,"Various approaches to technical and professional communication."
"REL A 392R","No","Spcl Tpcs in Book of Mormon",2.0,"In-depth study of the Book of Mormon's origins and major teachings."
"REL A 392R","","Sp Tpcs in New Testament",2.0,"An in-depth study of an aspect of the New Testament's origins and major teachings."
"REL A 392R","No","Spcl Tpcs in Old Testament",2.0,"An in-depth study of the Old Testament's origins and major teachings."
"TMA 480R","No","Spec Topics Theatre Research",3.0,"Special topics in focused historical, theoretical, or critical areas of performance research."
"ANTHR 490R","No","Special Topics in Theory & Sys",3.0,"Specialized topics in anthropological theory or the operation of social systems."
"CH EN 693R","","Spcial Topics Grad",6.0,""
"CH EN 493R","","Special Topics - Ungraduate",3.0,"Classroom study based on student and faculty interest."
"SOC W 669","Yes","Specialized Clinical Practice",2.0,"Polish direct practice skills for a seamless transition into community clinical practice agency settings. Focus on additional theories, models, and specialized populations, as well as on developing a professional identity as a clinical social worker."
"SOC W 666","Yes","Specialized Direct SWPractice",3.0,"Knowledge and skills necessary to apply appropriate strategies for treating disorders, including depression, anxiety, substance use, and trauma.  Exploration of the relationship between assessment and treatment, and the need for accountability in direct social work practice."
"TMA 468R","","Specialty Costumes",6.0,"Advanced skills in millinery, dyes, footwear, and allied project areas."
"BIO 654","","Speciation and Phylogeography",3.0,"Students will understand theoretical foundations of speciation and phylogeography including key theories and research practices; implement empirical approaches to analyze, interpret, and communicate relevant biological issues; and conceive, execute, and present a related independent research study. "
"CHEM 629R","Yes","Spectroscop Mthds of Analysis",2.0,""
"COMD 215","No","Speech Anatomy & Physiology",3.0,"Basic anatomy and physiology of speech mechanisms."
"LING 361","No","Speech Processing",3.0,"Analyzing and manipulating speech data.  Developing software applications that include speech recognition and/or speech generation."
"COMD 445","No","Speech Science",3.0,"Laboratory investigation of scientific bases of normal and disordered speech perception and production; for audiologists and speech language pathologists."
"CPSE 656","","Spir Valu Psychoth",3.0,"Spiritual values and perspectives, issues, and approaches in counseling and psychotherapy."
"MFT 695R","","Spirituality in C P",3.0,""
"SOC W 676","","Spirituality in Social Work",2.0,"Interface of religious and social work values, attitudes, and principles."
"ARAB 331","","Spoken Arabic - Egyptian",4.0,"Intensive study of the spoken language."
"ARAB 222R","","Spoken Arabic Tutorial",2.0,"Conversation with a native speaker; movies, plays, and other written sources of colloquial Arabic. "
"EXDM 307","","Sport & Entrtnmnt Venue Mngmnt",3.0,"Understanding and application of experience management principles including opportunities to deliver community based events."
"PSYCH 338","","Sport Psychology",3.0,"Application of psychological principles to sporting activities."
"HIST 368","","Sport, Society, & Am Culture",3.0,"Development of sports in American society, emphasizing ethnic and racial groups, social classes, gender, gambling, politics, and social mobility. "
"COMMS 386","No","Sports Communication",3.0,"A comprehensive examination of the current practices, techniques, and professional theories associated with sports communications. Specific attention and instruction will be given to two general areas of expertise and potential career development: 1) Creating communication assets including video, visual, written, and social media production and analytics, and 2) Establishing and maintaining working relationships with a variety of sports entities, including teams, leagues, and other related organizations. "
"LAW 618","","Sports Law",3.0,"Examining the different duties of an attorney in the role of ""sports agent,"" including: player/agent recruiting and representation, player/club contract negotiation, marketing and licensing contracts, and career and injury management, supplemented by a review of current topics relevant to attorneys representing professional athletes, university athletic departments, professional teams and leagues, and sports-related industries."
"COMMS 306","No"," Sports Media Research",3.0,"Introduces a variety of information-gathering research strategies and techniques, including digital and social media analytics, used to help students to identify and target audiences with sports-related content."
"IS 540","","Spreadsheet Programming",3.0,"Automating spreadsheets in Excel, interacting with password-protected web sites, writing code to conduct simulations, solving common database interface problems in Access, etc."
"MBA 614","","Spreadsheet Automation/Modelng",3.0,"Programming in Excel VBA; automating common tasks; retrieving data from web servers; building optimization models and user forms."
"IS 110","","Spreadsheets & Bus Analysis",1.0,"Basic spreadsheet skills focusing on features in MS Excel such as basic functions, logic and reference functions, statistical functions, what-if analysis, and charting to solve complex business problems. No technical background is necessary."
"MBA 615","","Spreadsheets for Bus Analysis",3.0,"Use of spreadsheets to support business analysis and decision making. Includes sensitivity analysis, pivot tables, introductions to databases and macros, charting, and similar topics."
"MIL S 325R","","Staff Organization & Operatns",2.0,"Seminar in Army Staff Operations. Various opportunities for leadership and organiztional experience. Lab included."
"TMA 325","","Stage Combat",2.0,"Skills of safe hand-to-hand combat, including use of rapier, dagger, and broadsword, for stage and screen."
"TMA 336","No","Stage Directing 1: Princ&Prac",3.0,"Theories and processes of taking a scene from script to production.  Lab required."
"TMA 436","No","Stage Directing 2: AdvDirect",3.0,"Directing projects for class critique and public presentation."
"TMA 256","","Stage Management 1",2.0,"Principles and objectives of stage management. Prepares students for work as assistant and production stage managers."
"TMA 356R","No","Stage Management 2.",6.0,"Students will learn skills of stage management in pre-production, rehearsals, tech rehearsals, performance/calling a show, and post-production responsibilities within educational, community, and professional settings."
"ART 155","No","Stained Glass",3.0,"Methods and processes using leaded glass, copper, foil, and faceted glass."
"ARAB 221R","","Standard Arabic Tutorial",2.0,"Readings, listening and writing activities, and discussion in Arabic designed to maintain vocabulary and fluency while waiting for study abroad."
"TES 360","","Standards for Tech Literacy",3.0,"The teaching of technological literacy and engineering problem solving in education specifically focusing on the fields of medical, agricultural, and energy and power technologies."
"ENT 113","","Startup Bootcamp",1.0,"Learn and apply the basic skills to create a startup company. Work in teams to identify entrepreneurial opportunities and develop innovative solutions. Interact with real customers to validate business assumptions. Prepare a financial plan and analyze the viability of the business."
"STAT 500","Yes","Business Career Essentials",1.5,"Introduction for science, math, and statistics majors to careers in industry. Project planning, oral and written business presentations, business accounting, and technology readiness."
"LAW 663","","State&Local Govt 1",3.0,"Interrelationship among national, state, and local governments and the powers of each, as well as examination of separation-of-powers principles and impact of political process at state and local level."
"ACC 590","","State & Local Tax",3.0,"Introduction to principles of multi-state taxation."
"POLI 311","No","State Government and Politics",3.0,"Forms of state governments and politics, and relations between state and national governments."
"ME EN 101","","Static Systems in Me En",3.0,"Analysis and design of static systems; real world problem solving; forces, moments, and vectors, equilibrium; external and internal forces; centroids and inertia; mechanical engineering fundamentals."
"MPA 630","","Statistical Analysis",3.0,"Introduction to research methods and applied basic statistical procedures including sampling, descriptive statistics, inferential statistics, and linear and multiple regression."
"RECM 610","","Statistical Analysis",3.0,"Calculating inferential statistics commonly used in applied settings; making decisions regarding hypotheses; employing advanced statistical methodologies including multivariate techniques, path analysis, factor analysis, structural equations and hierarchical linear models, when appropriate. Writing and interpreting research findings."
"POLI 300","No","Statistical Analysis",4.0,"Quantitative techniques in political research, including probability theory, descriptive statistics, inferential statistics, regression analysis, causal inference, maximum likelihood, and panel data; presenting and summarizing quantitative research to a non-technical audience."
"BIO 264","No","Stat Analysis for Biologists",4.0,"Students will learn concepts and applications of statistics and their specific application to research questions spanning diverse subfields of biology. Students will perform these analyses using the R statistical software."
"SOC W 602","Yes","Stat & Data Anlys in SocW Res",3.0,"Analyzing data using evidence-based approaches and interpreting major quantitative and qualitative and qualitative methods in social work."
"PHSCS 360","No","Statistical & Thermal Physics",3.0,"Principles of statistical mechanics and thermodynamics, with applications."
"STAT 624","Yes","Statistical Computation",3.0,"Fundamental numerical methods used by statisticians; programming concepts; efficient use of software available for statisticians; simulation studies."
"STAT 595R","Yes","Statistical Computations",3.0,""
"STAT 381","No","Statistical Computing",3.0,"Create and interact with relational databases comprised of large real world data; integrate previous course work into a single research project from formulation to final report; solve statistical problems using a combination of SAS, R, and SQL skills."
"STAT 590R","Yes","Statistical Consulting",3.0,"Introduction to statistical consulting, oral presentations, presentation packages, written reports. Extensive applied experience in the Center for Collaborative Research and Statistical Consulting."
"STAT 536","Yes","Stat Learning & Data Mining",3.0,"Multiple linear regression, nonlinear regression, local regression, penalized regression, generalized additive models, logistic regression, discriminant analysis, tree-structured regression, support vector machines, neural networks."
"PHSCS 731","Yes","Statistical Mechanics",3.0,"Advanced thermodynamics, classical statistical mechanics, quantum statistics, and transport theory."
"CHEM 567","Yes","Statistical Mechanics",3.0,"Introduction to classical and quantum statistical mechanics, including Boltzmann, Fermi-Dirac, and Bose-Einstein statistics. Applications of statistical thermodynamics to gases, liquids, and solids. "
"STAT 511","Yes","Stat Methods for Research 1",3.0,"Basic statistical methodologies and experimental design. Topics include simple analysis of variance, multiple regression, analysis of covariance, model selection."
"STAT 512","Yes","Stat Methods for Research 2",3.0,"Advanced statistical methodologies and experimental design. Topics include multi-way analysis of variance, mixed models analysis of variance, logistic regression, log-linear models, time series models, principal components, canonical correlation, common experimental designs."
"STAT 230","No","Statistical Modeling 1",3.0,"Scientific method, statistical thinking, sources of variation, completely randomized design, ANOVA, power and sample size considerations, multiple testing, randomized complete blocks, factorial designs, interactions. Introduction to statistical software. "
"STAT 330","No","Statistical Modeling 2",3.0,"Regression, transformations, residuals, indicator variables, variable selection, logistic regression, time series, observational studies, statistical software."
"STAT 220","No","Stat Modeling for Data Science",3.0,"Statistical thinking, basic probability and random variables, estimation, uncertainty in estimation, inference and interpretation for the linear model, prediction, model comparison, introduction to Bayesian statistics, binary data, evaluating classification models, data ethics and privacy"
"ECON 378","No","Statistics for Economists",3.0,"Introduction to data description, visualization, and analysis, including underlying mathematics of probability theory and statistics.  Topics include: probability, random variables, density and distribution functions, estimation, and hypothesis testing."
"STAT 201","No","Stat for Engineers & Scientist",3.0,"The scientific method; probability, random variables, common discrete and continuous random variables, central limit theorem; confidence intervals and hypothesis testing; completely randomized experiments; factorial experiments."
"GEOG 222","","Statistics for Geographers 1",3.0,"Methodology of spatial analysis.  Theory and techniques in geographic data description and population inference."
"GEOG 322","","Statistics for Geographers 2",3.0,"Advanced techniques in geospatial analysis."
"CH EN 687","","Stats for Physics-Based Systms",3.0,"Using linear and nonlinear models to design experiments, regress coefficients, and infer confidence intervals for both the regressed coefficients and the predictions for systems with errors in one or several variables."
"LATIN 620R","","Statius",3.0,""
"MUSIC 330R","","Steel Band",1.0,""
"MUSIC 630R","","Steel Band",1.0,"Performing Pan music in the Calypso and Soco styles from Trinidad."
"PHSCS 228","No","Stars & Galaxies",3.0,"Stellar atmospheres, stellar interiors, stellar evolution, interstellar matter, galactic structure, external galaxies, and cosmology."
"PHSCS 427","No","Stellar Astrophysics",3.0,"The study of the structure, evolution, and light output of stars and how they fit within the galactic structure."
"PHSCS 611","Yes","Stellar Astrophysics 1",3.0,"Theory of stellar atmospheres and the internal structure of stars."
"PHSCS 612","Yes","Stellar Astrophysics 2",3.0,"Theory of stellar atmospheres and the internal structure of stars."
"CHEM 759R","","Emerging Areas in Org&BioM Ch",3.0,""
"EC EN 670","","Stochastic Processes",3.0,"Review of elementary probability, introduction to random processes: definitions, properties, covariance, spectral density, time average, stationarity, ergodicity, linear system relations, mean square estimation, Markov processes."
"PHIL 320R","No","Stoicism",3.0,""
"TMA 257","","Storytelling",2.0,"Theories, techniques, and practice in the art of constructing and telling stories for use in performance, recreational, and educational settings."
"COMMS 489","","Strategic Ad Campaigns",3.0,"Researching, planning, budgeting, creating, and writing national advertising campaigns; writing and producing a complete advertising plan, accompanied by a formal client presentation."
"EDLF 700","","Strategic & Org Leadership",3.0,"Theory and practice of leadership, organizational behavior, organization theory and strategy in education contexts, emphasizing theory application. "
