"subject","level","course_code","course_name","description","credits"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 2322","Engineering Thermodynamics I","Prerequisites: PHYS 1408 , MATH 1452 . Properties of pure substances, ideal gas behavior, first and second law analysis, and applications to energy conversion and power cycles.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3164","Finite Element Analysis (FEA)","Prerequisite: ME 3403 (may be taken concurrently). Introduces students to the use of finite element analysis software to perform load and stress analysis on mechanical components.","1 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3165","Computational Fluid Dynamics","Prerequisite: ME 3370 . Introduces students to computer-based analysis and design of fluid/thermal systems.","1 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3215","Numerical Methods","Prerequisites: ME 2215, MATH 3350 . Majors only. Introduction to numerical methods used in the solution of engineering problems.","2 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3228","Materials and Mechanics Laboratory","Prerequisites: ME 2301 and ME 3311 , PHYS 2401 . Evaluating and reporting the characteristics of materials and mechanical systems.","2 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3264","Computational Techniques","Prerequisites: ME 3403 or ME 3303 , and ME 3370 . ANSYS software-based Finite Element Analysis (FEA) and Fluent software-based Computational Fluid Dynamics (CFD) techniques will be introduced; in addition to Medical applications of Data Science and Machine Learning (ML), Genetic algorithm-based Optimization techniques will be covered.","2 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3303","Solid Mechanics","Prerequisite: ME 2301 . Analysis of engineering components for determination of stresses, strains, deformations using classical mechanics approach.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3311","Materials Science","Prerequisites: CHEM 1307 , CHEM 1107 . Fundamental and applied knowledge of the structure and properties of materials.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3322","Engineering Thermodynamics II","Prerequisite: ME 2322 . Principles of thermodynamics for general systems, cycle analysis, availability and irreversibility, thermodynamics of state, thermodynamics of nonreacting and reacting mixtures. Includes design activity.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3333","Dynamic Systems and Vibrations","Prerequisites: MATH 3350 , ECE 3301 or ECE 3302 , PHYS 2401 , ME 2302 , and ME 3215 or ME 2315 . Modeling and analysis of dynamic systems, equilibrium, stability and linear systems theory, introduction to mechanical vibrations.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3365","Introduction to Design","Prerequisites: ME 3403 or ME 3303 and PHYS 2401 . Analysis, design, and evaluation of mechanical elements.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3370","Fluid Mechanics","Prerequisites: ME 2301 and ME 2322 or CE 2301 . Basic principles of fluid statics, fluid dynamics, ideal and viscous flows, and turbo-machinery. Includes design activity.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3371","Heat Transfer","Prerequisites: PHYS 2401 , ME 3370 , and ME 3215 or . Introduction to heat transfer by the mechanisms of conduction, convection, and radiation. Includes design activity.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 3403","Mechanics of Solids","Prerequisites: ME 2301 or CE 2301 . Analysis of structures to determine stresses, strains, and deformations.","4 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4000","Special Topics in Mechanical Engineering","Prerequisite: Departmental approval. Individual studies of special topics in mechanical engineering. May be repeated for credit.","V1-6 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4100","Fundamentals of Engineering Examination Review","Review for NCEES Fundamentals of Engineering Examination.","1 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4234","Control of Dynamic Systems Laboratory","Corequisite: ME 4334 . Hands-on experience in the modeling and control of dynamic systems.","2 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4251","Thermal-Fluid Systems Laboratory","Prerequisites: ME 3370 , ME 3322 , ME 3371 . Measurements, testing, performance evaluation, and documentation of thermal-fluid systems.","2 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4330","Advanced Topics in Mechanical Engineering","Prerequisite: Departmental approval. Advanced topics in mechanical engineering. Approved departmental elective. May be repeated for credit.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4331","Individual Study in Mechanical Engineering","Prerequisite: Departmental approval. Individual study in advanced mechanical engineering areas. Approved departmental elective. May be repeated for credit.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4334","Control of Dynamic Systems","Prerequisite: ME 3333 . Introduction to analysis and design of control systems, including applications to electromechanical systems.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4335","Robot and Machine Dynamics","Prerequisite: ME 4334 (may be taken concurrently). An overview of planar mechanism (cams and linkages) and set analysis and synthesis. Introduction to spatial mechanisms and robotics kinematic and dynamic analysis and control. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4342","Failure Analysis/Forensic Engineering","Prerequisite: ME 3311 . Applies engineering and scientific principles to root-cause failure analysis and to the understanding of how engineering materials and components fail. Discusses failure modes and mechanism, design and manufacturing integrity, materials selection, legal problems, and product liability issues. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4345","Probabilistic Mechanical Design","Prerequisite: ME 3365 . Application of probabilistic approaches in mechanical design. Techniques for the quantification of uncertainty and risk inherent in mechanical systems. Mechanical reliability methods. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4354","Sustainable Transportation Design","Prerequisite: ME 3371 . Application of engineering processes to design creative, innovative, and economically viable fuels, powertrains, vehicles, and transportation systems that promise to significantly reduce the use of fossil fuels and the production of greenhouse gasses. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4356","Aerodynamics","Prerequisite: ME 3370 . An introduction to aerodynamics, including wing and airfoil theory, aircraft performance, and aircraft stability and control. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4358","Combustion","Prerequisite: ME 3322 and ME 3371 . Introduction to combustion kinetics; the theory of premixed flames and diffusion flames; turbulent combustion; dynamics of detonations and deflagrations. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4360","Sustainable Energy","Prerequisites: ME 2322 , MATH 3350 . Exploration of the global energy demand and its environmental impact for continued human development. Alternative and petroleum-based fuels will be examined for near-term and long-term solutions. Includes researching, developing presentations, and participating at a high level of activity. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4361","Aerodynamics of Wind Turbines","Analyze the influence of lift and drag coefficients of turbine blades on the performance of wind turbines using Blade Element Momentum (BEM) method.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4370","Engineering Design I","Prerequisites: ME 3311 , ME 3365 , ME 3371 (may be taken concurrently). Design problems characteristic of mechanical engineering, including consideration of cost, design optimization, codes and standards, and ethics.   (CL)","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4371","Engineering Design II","Prerequisite: ME 4370 . Design projects characteristic of mechanical engineering, including consideration of cost, design optimization, codes and standards, and ethics.   (CL)","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4375","HVAC System Design","Prerequisites: ME 3322 and ME 3371 . The determination of loads and the design of heating, ventilating, and air conditioning systems. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4376","Manufacturing Processes","Introduction to the fundamental industrial manufacturing processes. A hands-on approach will be utilized to develop an applications-oriented understanding of basic manufacturing and production methods.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4377","Innovation, Discovery, and Commercialization","Develops and applies specialized, real-world, interdisciplinary opportunity creation and discovery skills to technology commercialization using integrated processes for projects with technical and business content.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4385","Introduction to Microsystems I","For majors only or with departmental consent. Fundamentals of microelectro-mechanical (MEMS) and microfluidic systems. Project-based course introduces microsystem design, analysis, simulation, and manufacturing through several case studies using representative devices. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4386","Introduction to Microsystems II","Prerequisite: ME 4385 . For majors only or with departmental consent. Application of microfabrication to create microsensor systems. Integration of optics, optoelectronics, and microfluids. Includes other MEMS projects. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Undergraduate Courses","ME 4390","Foundations of Nuclear Energy","Prerequisites: PHYS 2401 , MATH 2450 . Survey of nuclear engineering concepts and applications, including nuclear reactions; radioactivity; and radiation interaction with matter and reactor physics with applications in medicine, industry, and research. Approved departmental elective.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5120","Graduate Seminar","Discusses mechanical engineering research topics. Teaches written and oral communication techniques for professional engineers. Registration is required first semester for all ME graduate students.","1 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5301","Analysis of Engineering Systems","Prerequisite: MATH 3350 or consent of instructor. Analytical techniques for solving ordinary and partial differential equations frequently occurring in advanced mechanical engineering.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5302","Numerical Analysis of Engineering Systems","Prerequisite: ME 3215 , MATH 3350 , or consent of instructor. Numerical analysis of ordinary and partial differential equations and other advanced topics applied to mechanical engineering problems.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5311","Advanced Dynamics","Prerequisite: ME 3333 or consent of instructor. Newtonian dynamics of particles and rigid bodies, rotating coordinate systems, coordinate and inertia property transformations, Lagrangian and Hamiltonian mechanics, Gibbs-Appell equations, and gyroscopic mechanics.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5312","Control Theory I","Prerequisite: MATH 2360 , MATH 3354 , MATH 4351 , or consent of instructor. Linear dynamical systems, stability, frequency response and Laplace transform, feedback, state space description, and geometric theory of linear systems.    [ MATH 5312 ]","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5313","Control Theory II","Prerequisite: MATH 5312 , MATH 5316 , MATH 5318 , or consent of instructor. Quadratic regulator for linear systems, Kalman filtering, nonlinear systems, stability, local controllability, and geometric theory of nonlinear systems.    [ MATH 5313 ]","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5314","Nonlinear Dynamics","Prerequisite: ME 5311 or ME 5316 . Nonlinear oscillations and perturbation methods for periodic response; bifurcations and chaotic dynamics in engineering and other systems.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5316","Advanced Vibrations","Prerequisite: ME 3333 or consent of instructor. Vibration of single and multiple-degree of freedom systems, continuous systems, FE formulation, computer sided modal analysis, random vibrations.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5317","Robot and Machine Dynamics","An overview of planar mechanisms (cams and linkages) and set analysis and synthesis. Introduction to spatial mechanisms and robotics kinematic and dynamic analysis and control. An extended and in-depth project is required.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5321","Thermodynamics","Prerequisite: ME 3322 or consent of instructor. Classical macroscopic theory with an emphasis on availability concepts in nonreacting, reacting, single phase, and multicomponent systems.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5322","Conduction Heat Transfer","Prerequisite: ME 3371 or consent of instructor. Fundamental principles of heat transmission by conduction. Multidimensional steady and transient analysis using various analytical and computational methods.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5325","Convection Heat Transfer","Prerequisite: ME 3371 or consent of instructor. Fundamental principles of heat transmission by convection; theoretical, numerical, and empirical methods of analysis for internal and external flows.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5326","Combustion","Prerequisites: ME 3322 and ME 3371 . Introduction to chemical thermodynamic combustion kinetics; the theory of premixed flames; turbulent combustion; formation of air pollutants in combustion systems; liquid and solid phase reactions; and examples of combustion devices which include internal combustion engines, gas turbines, furnaces and waste incinerators; alternative fuel sources.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5327","Advanced Heat Transfer","Introductory graduate course presenting advanced topics in conduction, convection, and radiation.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5330","Boundary Layer Theory","Prerequisite: ME 3370 or consent of instructor. Fundamental laws of motion for Newtonian viscous fluids in steady laminar and turbulent boundary layers. Utilization of analytical and approximate methods to obtain solutions for viscous flows.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5334","Gas Dynamics","Prerequisite: ME 3370 or consent of instructor. Development of basic equations for compressible flow, normal and oblique shocks, flow-through nozzles and ducts, external flows.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5335","Mathematical Models of Turbulence","Prerequisite: ME 5330 . Nature of turbulence, the Reynolds equations, and the transport equations for Reynolds stresses. Different kinds of closure models and their application to boundary layer flows.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5336","Computational Fluid Dynamics","Prerequisite: ME 5302 or equivalent. Simultaneous solution of momentum, heat, and mass transfer problems by applying various computational techniques.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5337","Mechanics and Processing of Nanomaterials","The testing and evaluation of mechanical properties for nanostructured materials are considered in relationship to their synthesis and processing.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5338","Introduction to Advanced Fluid Mechanics","Basic laws, fundamental theories, and engineering applications in fluid mechanics, including Stokesian dynamics, lubrication theory potential flow, vortex dynamics, boundary layers and turbulence.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5339","Transmission Electron Microscopy","Prerequisite: ME 3311 . Introductory course in theory and practical use of the transmission electron microscope (TEM) as a research tool. Provides background information for designing research protocols and using instrumentation for recording and analyzing images.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5340","Elasticity","Prerequisite: Consent of instructor. Stress, deformation, and strain; basic equations; analytical solutions; energy principles and principles of virtual displacements; finite element; and solutions of problems with elements of design.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5341","Legal Aspects of Forensic Science and Engineering","Legal doctrines of liability, associated standards of proof in products liability, premises liability and patent infringement cases. Examples of real-world forensic engineering case studies.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5342","Fracture and Failure Analysis","Engineering aspects of failure. Failure mechanisms and related environmental factors. Principles of fracture mechanics and fractography. Techniques for failure analysis and prevention.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5343","Contact Mechanics of Engineering Materials","Prerequisite: Departmental approval. Knowledge of material science, engineering mechanics, and MATLAB programming. Introduction and advanced knowledge of surface interactive forces and interface contact mechanics of engineering materials.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5344","Introduction to High Pressure Science and Technology","Prerequisite: ME 3311 . Behavior of materials under high pressure. Material synthesis, equation of state, phase diagram, phase transformations. Design and application of high pressure apparatus.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5345","Computational Mechanics I","Prerequisite: One or more of the following courses ME 5311 , ME 5340 , ME 5343 . Finite element method for elastic problems, Galerkin weighted residual and variational approaches to numerical solutions of mechanical problems, error estimates and adaptive FE refinement, iterative algorithms for nonlinear problems, static elastoplastic and elastoviscoplastic problems, general purpose finite element codes.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5346","Computational Mechanics II","Prerequisite: One or more of the following courses ME 5311 , ME 5340 , ME 5343 . Finite element method for dynamic elastic problems, time integration schemes for dynamic problems, iterative algorithms for nonlinear dynamic problems, heat transfer analysis, coupled thermomechanical problems, accuracy analysis, general purpose finite element codes.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5347","Phase Transformation I","Prerequisites: ME 3311 and ME 5340 . Shape memory effect, psuedoelasticity, psuedoplasticity. Crystallography, continuum thermodynamics, and kinetics of phase transformations. Constitutive equations for phase transformations in elastic materials.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5348","Safety Considerations in Forensic Engineering","Safety considerations and methodologies associated with sound engineering design and product development. Examples of real-world forensic engineering case studies to demonstrate consequences of non-compliance.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5351","Advanced Engineering Design","Prerequisite Consent of instructor. Design analysis and synthesis of multicomponent systems. Application of fatigue, fracture mechanics, random vibration, acoustic and anisotropic materials to component design.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5352","Probabilistic Design","Application of probabilistic approaches in engineering design. Techniques for the quantification of uncertainty and risk inherent in mechanical systems.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5353","Fundamentals of Transdisciplinary Design and Process","The fundamental aspects of design and process which cut across the boundaries of all disciplines and provide a means for solving complex problems.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5354","Systems Engineering Principles","An overview of the systems engineering design process focusing on defining both the business and the technical needs and required functionality early in the development cycle, documenting requirements with design synthesis and system validation is presented.","3 Semester Credit Hours"
"ME - Mechanical Engineering ","Graduate Courses","ME 5355","Complexity Theory for Design and Process","Prerequisites: ME 5353 . Fundamentals of complexity theory to apply to engineering designs, processes, and systems to improve control and reliability.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3301","Vegetation Inventory and Analysis","Prerequisites: NRM 3202 and NRM 3203 . Techniques and methods for sampling and analyzing rangeland vegetation.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3302","Range Plant Ecology","The basic principles of autecology and synecology and their relationship to management of rangeland ecosystems.   (CL)  F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3303","Range Management Principles and Practices","Prerequisite: Sophomore standing. A general course in the principles and practices of range management designed for nonrange majors who plan to enter the ranching industry. Field trips required.  Not open to range or wildlife majors.   F, SS.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3304","Principles of Range Management","Prerequisite: C or better in NRM 3202 . Application of ecological principles in the management of rangelands for sustained livestock products consistent with conservation of the range resource. Field trips required.   (CL)  S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3306","Principles of Wildlife Management","Prerequisites: NRM 1300 or NRM 1401 or NRM 2305 . Expands upon introductory concepts of wildlife management by focusing on the techniques, approaches, and principles of wildlife management and wildlife population dynamics.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3307","Principles of Conservation Science","A survey of the theory and practices of conservation biology. Emphasis is placed on methods used to maintain plant and animal biodiversity.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3308","Quantitative Methods in Natural Resources","Prerequisite: MATH 1330 . Survey of quantitative and statistical methods used in natural resource management, conservation biology, and in assessing biodiversity.   (CL)  F, odd years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3309","Restoration Ecology","Case studies, literature, and hands-on experience illustrate the theory and practice of ecological restoration, including plants and animals.     S, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3311","Field Ecology","Provides a foundation in population and community ecology in a field setting and familiarizes students with all stages of the scientific process.    [ BIOL 3301 ]","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3314","Wildlife and Livestock Nutrition","Study of the nutritional relationship between the range resource and grazing/browsing herbivores.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3323","Prescribed Burning","Prerequisite: C or better in NRM 3202 . Planning, implementing and evaluating prescribed fires.   (CL)  S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3325","Integrated Natural Resources Management Skills","Prerequisite: C or better in NRM 1300 or NRM 1401 or NRM 2305 . Develops skills in the generation and dissemination of scientific information to scientists, policy makers, and society.   (CL)  F, S, SS.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3333","Pond Fish Management","Management of ponds for recreational fishing. Includes principles of pond construction, fish stocking, water quality and habitat management, and assessment of common problems. Field trips required.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3401","Plant Physiology","Prerequisite: C or better in BIOL 1401 and BIOL 1402 ; one semester of organic chemistry. Covers aspects of physiological processes, morphological development, and nutritional qualities in vascular plants.    [ BOT 3401 ]","4 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3403","Range, Forest, and Wetland Vegetation and Plant Identification in North America","A survey of the ecology and distribution of native and naturalized forage plants of the US; distribution, ecology, plant communities, and economic values are stressed.","4 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 3407","Wildlife Management Techniques","Prerequisite: Sophomore standing; C or better in NRM 1300 or NRM 1401 or NRM 2305 . Techniques for sampling and analyzing rangeland wildlife habitats and populations.     F.","4 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4000","Internship","Prerequisite: Instructor consent.","V1-12 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4001","Undergraduate Research","Prerequisite: Instructor consent. Selected research problems according to the needs of the student. May be repeated.","V1-12 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4100","Seminar","An organized discussion of current problems and research in range, wildlife, and fisheries management. May be repeated.","1 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4301","Problems","Prerequisite: Instructor consent. Individual investigation of an assigned problem in range, wildlife, and fisheries management. Emphasis placed on the theory, methods, and practice of range, wildlife, or fisheries field work.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4302","Range Improvements","Application of principles and practices necessary to enhance the productive potential of the range resource for all potential uses. Methods for brush management, revegetation, conservation, etc. are considered. Improvement for increased domestic livestock production and for enhancing wildlife habitat is emphasized.     S, odd years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4303","Rangeland and Wildlife Analysis and Management Planning","Prerequisites: NRM 3202 , NRM 3407 . Analysis of rangeland and wildlife resource inventories for planning appropriate future use. Management plans, landowner interactions, and application in decision making are emphasized. Field trips required.     S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4304","Fire Ecology and Management","Ecological effects, adaptations, management implications of fire (and its exclusion) on flora and fauna of North America ecosystems.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4305","Big Game Ecology","Survey of distributions and life histories of North American big game species. Productivity, food habits, economic significance, and management will be examined. Field trips required.     S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4306","Upland Game Ecology","Prerequisites: C or better in NRM 1401 or instructor consent. Ecological approach to the management of upland game populations. Stresses population mechanisms and habitat management of selected species. Field trips required.   (CL)  S, odd years, SS.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4307","Forest and Rangeland Insect Diversity","Insect identification, collection, and preservation techniques; students will learn habitats, ecology and taxonomy of common Texas rangeland and forest insects.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4309","Range-Wildlife Habitat Management","Prerequisite: C or better in NRM 3402; or NRM 3202 and NRM 3203 ; or NRM 3403 . A study of wildlife habitats based on major vegetation types and the management problems involved. Emphasis on how other resource demands can be integrated with wildlife. Field trips required.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4310","Principles of Waterfowl Management","Prerequisite: C or better in NRM 1300 or NRM 2305 . Ecology and management of continental waterfowl resources. Life histories, population management, and habitat manipulation are stressed. Field trips required.     F, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4311","Wildlife Law","Prerequisite: C or better in NRM 1300 or NRM 1401 or NRM 2305 . Imparts understanding of the laws regulating the recreational and commercial uses of wildlife. Includes their history and purposes. Available only during Intersession.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4314","Watershed Planning","The watershed as a unit of resource-oriented planning and development. Principles and objectives of watershed management. Physical description of watershed. Relationship between land-use conditions and the water delivery character of watersheds. Watershed analysis, including techniques, collection of field data, and sources of information.     F, S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4315","Spatial Analysis in Natural Resource Management","Introduces students to scientific applications in natural resources monitoring and management with the use of advanced geographic information systems and remote sensing techniques.     S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4320","Natural Resource Policy","Prerequisite: C or better in NRM 1300 or NRM 2305 . Emphasis on the human dimension of natural resource management. Historical, agency, and private organization roles in policy and conflict resolution.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4322","Nongame Ecology and Management","Prerequisite: C or better in NRM 1401 . Ecological approach to nongame wildlife population management. Public policies, socioeconomic factors, population dynamics, and species-at-risk issues are examined.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4324","Tropical Ecology and Conservation","An introductory survey of tropical ecology and conservation covering both theory and practice. Previous ecology course, instructor consent, and field trips are required.     SS.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4330","Aquaculture","Prerequisite: BIOL 1404 and CHEM 1308 or instructor consent. A global overview of aquaculture including fish, aquatic invertebrates, plants, and design and operation of production facilities.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4335","Freshwater Bioassessment","Prerequisite: C or better in NRM 2305 . No freshmen. An overview of the methods used to evaluate the condition of waterbodies, including surveys and other direct measurements of aquatic species attributes and habitats.   (CL)  S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4340","Urban Ecology and Human Dimensions","Prerequisite: C or better in NRM 1300 or NRM 2305 and NRM 1401 , or instructor consent. An introduction to urban ecology, human dimensions of natural resources, and urban wildlife management. Case studies, policies, socioeconomic factors, and ecosystem function are examined.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4401","Fisheries Conservation and Management","Prerequisites: ZOOL 4410 , C or better in NRM 2305 and either AAEC 2401 , MATH 2300 , or C or better in NRM 3308 or instructor consent. Theory and practice regarding conservation and management of aquatic resources, including ecology, population biology, sampling, restoration, and resource conflict.   (CL)  F, even years.","4 Semester Credit Hours"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4403","Aerial Photo Interpretation in Natural Resource Management","Fundamentals of aerial photograph reading, interpretation, and evaluation. Introduction to remote sensing techniques and geographic information systems.     F, S.","4 Semester Credit Hours"
