"department","description","course_code","course_name","credits"
"Speech, Language, and Hearing Sciences","Understanding the structures and functions of the human nervous system and the neurological processes involved in communication and communication disorders. Grading Scheme:Letter Grade","SPA 4104","Neural Basis of Communication","3 Credits"
"Speech, Language, and Hearing Sciences","Introduces foundational knowledge about neuroplasticity and how it impacts treatment design and implementation across all health sciences. Also introduces different types of rehabilitation approaches offered by the various health sciences. Grading Scheme:Letter Grade","SPA 4106","Neuroplasticity and Rehabilitation","3 Credits"
"Speech, Language, and Hearing Sciences","Studies speech-based disorders of communication: phonology, motor speech, resonation, voice, and stuttering. Grading Scheme:Letter Grade","SPA 4250","Introduction to Speech Disorders","3 Credits"
"Speech, Language, and Hearing Sciences","Introduces the psychophysics of sound and the practice of audiology, as well as the anatomy and physiology of the auditory system. Also presents the common pathologies of the auditory system, the impact of hearing loss, the types and characteristics of hearing loss, the conventional procedures used to assess hearing, the interpretation of audiological test findings, and the criteria for initiating audiological referrals. Grading Scheme:Letter Grade","SPA 4302","Intro to Audiology and Hearing","3 Credits"
"Speech, Language, and Hearing Sciences","Overview of aural rehabilitation and methods in auditory training and speech reading with hearing-impaired individuals. Grading Scheme:Letter Grade","SPA 4321","Audiologic Rehabilitation","3 Credits"
"Speech, Language, and Hearing Sciences","Studies language-based disorders of communication: specific language impairment in children, traumatic brain injury, aphasia, and dementia. Grading Scheme:Letter Grade","SPA 4400","Introduction to Language Disorders","3 Credits"
"Speech, Language, and Hearing Sciences","A project, reading, or research course. Grading Scheme:Letter Grade","SPA 4904","Individual Study","1-3 Credits"
"Speech, Language, and Hearing Sciences","The design,  implementation and reporting of an original research project. Grading Scheme:Letter Grade","SPA 4931","Honors in Communication Sciences and Disorders","1-3 Credits"
"Speech, Language, and Hearing Sciences","Critical analyses of rhetorical elements and processes in oratorical and non-oratorical forms. Grading Scheme:Letter Grade","SPC 4680","Rhetorical Criticism","3 Credits"
"Sport Management","Provides the opportunity to study in a wide range of cultural settings. Grading Scheme:Letter Grade","HLP 4933","Variable International Topics","1-6 Credits"
"Sport Management","Overview of athlete health and wellbeing in sport by covering aspects of athlete mental health, including a fundamental understanding of health and wellbeing, creating a vision for mental health in a sport organization, designing mental health programs, policies, and services for athletes, creating a team environment that promotes mental health, and evaluation of athlete-focused mental health services. Grading Scheme:Letter Grade","PET 2063","Athlete Health and Wellbeing","3 Credits"
"Sport Management","Students focus on the fundamentals of self-awareness along with the personal and professional skills necessary to begin in the coaching profession. It is designed to give students foundational knowledge to increase self-confidence and competence within the coaching profession. Grading Scheme:Letter Grade","PET 3181","Fundamentals of Coaching: Managing Yourself","3 Credits"
"Sport Management","Students learn to create systems and processes to train, motivate, and communicate with people in professional sport settings to achieve standards of excellence based on the philosophical underpinnings of the program. Grading Scheme:Letter Grade","PET 3182","Fundamentals of Coaching: Managing Your Program","3 Credits"
"Sport Management","Students examine the concepts and fundamentals of creating positive, high performing athletic team culture necessary to be successful in the coaching profession. Areas covered include the study of mental models, communication, psychological safety, team systems, and boundaries. Grading Scheme:Letter Grade","PET 3183","Fundamentals of Coaching: Managing Your Culture","3 Credits"
"Sport Management","Provides an in-depth understanding and appreciation of the transition to life after sport. Also introduces the fundamentals of the sport career transition and athletic identity as well as to the common difficulties athletes experience in adjusting to life after sport. Grading Scheme:Letter Grade","PET 4262","Sport Career Transitions","3 Credits"
"Sport Management","Introduces management, marketing, financial and legal principles regarding sport facilities, events and organizations within interscholastic, intercollegiate, professional and international sport industries. The conduct of amateur and professional sport programs. Grading Scheme:Letter Grade","SPM 2000","Introduction to Sport Management","3 Credits"
"Sport Management","Introduce students to sport career tracts, as well as provide students resources to explore option areas where they personally connect with leaders and pursue industry related field experiences. Students will become familiar with building a professional brand, showcasing relevant skills and experiences, and potential career paths to be considered in the field of Sport Management. Grading Scheme:Letter Grade","SPM 2060","Sport Career Preparation1 Credit","1 Credit"
"Sport Management","Students learn the key underpinnings of transitioning athletes to collegiate settings and beyond. The course enhances skills and knowledge in athletics, financial literacy, personal development, and professional development. It encourages students to apply resources to aid in the holistic development of student athletes. Grading Scheme:Letter Grade","SPM 2182","Athletic Career Management","3 Credits"
"Sport Management","Societal implications of sport in history and heritage, youth programs, collegiate and professional situations and the involvement of minority groups, women, business and industry. Grading Scheme:Letter Grade","SPM 3012","Social Issues in Sport","3 Credits"
"Sport Management","Introduces sport management from a global perspective. Learn about the role of sport and sport management around the world and develop intercultural competencies to understand the roles that sport and sport participation plays in different cultures. Grading Scheme:Letter Grade","SPM 3013","International Sport Management","3 Credits"
"Sport Management","Examines the role and impact that ethnicity, race, gender, age, physical and mental ability, class, and sexual orientation have had on sport. Provides an opportunity to develop an understanding and appreciation for diversity in sport. Grading Scheme:Letter Grade","SPM 3025","Diversity and Inclusion in Sport Organizations","3 Credits"
"Sport Management","This course introduces students to the fundamentals of project management and its application to sport events. Project management is a strategic and systematic approach to managing sports as projects. Students will apply the five phases of the project-management lifecycle to a multitude of sport events. Grading Scheme:Letter Grade","SPM 3109","Sport Event Management","3 Credits"
"Sport Management","Review and study of ethical issues that affect sport. Grading Scheme:Letter Grade","SPM 3204","Ethical Issues in Sport","3 Credits"
"Sport Management","Key marketing concepts and strategies in sports referent to sport consumer behavior and implications for marketing. Analyzes marketing cases to solve marketing-related problems and to help students prepare and evaluate a comprehensive marketing plan. Grading Scheme:Letter Grade","SPM 3306","Sport Marketing","3 Credits"
"Sport Management","Instruction, Analysis, and Training in the Principles and Practice of Sport Information Management in Sports Organizations. Emphasizes Skills Essential for Sports Management Professionals, Including Handling Media Interactions Across Platforms, Problems, Crises, and Integration of Positive Communications Strategies With Strategic Goals of Sports Organizations. Grading Scheme:Letter Grade","SPM 3403","Sport Information Management","3 Credits"
"Sport Management","Introduces sport analytics with a strong emphasis on performance analytics. Through theoretical principles and hands-on practical experience utilizing the R programming language, students will acquire the skills and knowledge required to analyze sport performance data and leverage these insights to comprehend athletic performance. Learn how to make data-informed decisions that directly impact sport management strategies and overall performance in the sports world. Grading Scheme:Letter Grade","SPM 3703","Sport Performance Analytics","3 Credits"
"Sport Management","Planning and management of sport facilities. Grading Scheme:Letter Grade","SPM 4104","Sport Operations and Facility Management","3 Credits"
"Sport Management","Discusses managerial principles and techniques applicable to a multitude of sport organizations, and addresses the four functions of management: strategy, organizational structure, resource management, and leadership theories. Grading Scheme:Letter Grade","SPM 4154","Managing Organizations in Sport","3 Credits"
"Sport Management","Explore revenue generation in sport by learning foundational sales concepts, including the sales process. Also explore the role of corporate partnership in sport, and the application of the sales process as it relates to developing solutions to achieving partner organization objectives. Finally, explore fundraising, specifically in the context of collegiate athletics and community sport, with a focus on cultivation strategies. Grading Scheme:Letter Grade","SPM 4510","Revenue Generation in Sport","3 Credits"
"Sport Management","Financial expense categories and sources of revenue for sport organizations. Determines and calculates facility revenues and non-facility revenues. Develops potential solutions for improving revenue sources to increase revenue and decrease costs while maintaining a viable product. Grading Scheme:Letter Grade","SPM 4515","Sport Business and Finance","3 Credits"
"Sport Management","Students will learn about the components of successful environmental sustainability programs through the evaluation of sport leagues, individual teams, collegiate programs, and venues/arenas, exposing students to key tactics and skills necessary for success in the field. Best practices on core topics provide students with a view of how organizations implement environmental sustainability and social responsibility programs. Grading Scheme:Letter Grade","SPM 4612","Environmental Sustainability and Sport","3 Credits"
"Sport Management","Students delve into the world of sport consumer analytics within the context of the sport management field. With a strong focus on practical applications for sport consumer behavior research, this course equips students with the essential skills needed to excel in the dynamic landscape of sport business analytics. By blending statistical reasoning with real-world sport marketing and consumer behavior datasets, students will learn to extract meaningful insights that drive strategic decisions. Grading Scheme:Letter Grade","SPM 4703","Sport Marketing Analytics","3 Credits"
"Sport Management","Covers the historical development of social media and human society culminating in the social media boom. Discuss the theories behind social media and human society, usages of social media in the sport industry, and learn different ways of analyzing social media including data collection, descriptive statistics, quantitative analysis, and machine learning (artificial intelligence) sentiment analysis. Grading Scheme:Letter Grade","SPM 4711","Sport, Social Media, & Data Analysis","3 Credits"
"Sport Management","Legal structures, major laws, regulations, and case precedents that establish legal responsibilities, rights, privileges, and controls related to sport management. Grading Scheme:Letter Grade","SPM 4723","Legal Issues in Sport","3 Credits"
"Sport Management","Analyze risk management considerations including safety, security, business continuity, legal, and regulatory issues impacting the live entertainment industry. Focuses on new and existing assembly occupancies (both indoor and outdoor) accommodating 250 patrons or more with an emphasis on occupancy in excess of 6000 (large-scale). Grading Scheme:Letter Grade","SPM 4724","Risk Management in Live Entertainment and Sports","3 Credits"
"Sport Management","Concentrates on the legal aspects of the live entertainment and sports industry to provide a basic understanding of intellectual property, torts, and negligent acts. The goal is to avoid or reduce the probability of legal liabilities in the live entertainment and sports industry. Grading Scheme:Letter Grade","SPM 4725","Advanced Legal Aspects in Live Entertainment and Sports","3 Credits"
"Sport Management","Offered upon request to meet special interests that not adequately provided in other courses. Grading Scheme:Letter Grade","SPM 4905","Variable Topics in Sport Management","1-3 Credits"
"Sport Management","Provides an opportunity for involvement in supervised research experiences. “Research” is operationally defined here as mentored but self-directed work that enables individual students or a small group of students to explore an issue of interest and to communicate the results to others. Grading Scheme:S/U","SPM 4912","Undergraduate Supervised Research","0-5 Credits"
"Sport Management","Provides students with the opportunity to gain additional practical experience within sport management agency. Students will be able to apply their skills and knowledge as an agency volunteer in their chosen option area. Students will examine personal strengths, leadership and management skills and then assess internship avenues and career options. Grading Scheme:Letter Grade","SPM 4940","Advanced Career Preparation","2 Credits"
"Sport Management","Internship with a public or private enterprise in sport management. Grading Scheme:S/U","SPM 4941C","Internship in Sport Management","1-15 Credits"
"Sport Management","Practical experience in sport management. Grading Scheme:S/U","SPM 4948","Practicum in Sport Management","1-3 Credits"
"Sport Management","Introduces management, marketing, financial and legal principles regarding sport facilities, events and organizations within interscholastic, intercollegiate, professional and international sport industries. The conduct of amateur and professional sport programs. Grading Scheme:Letter Grade","SPM 2000","Introduction to Sport Management","3 Credits"
"Sport Management","Introduce students to sport career tracts, as well as provide students resources to explore option areas where they personally connect with leaders and pursue industry related field experiences. Students will become familiar with building a professional brand, showcasing relevant skills and experiences, and potential career paths to be considered in the field of Sport Management. Grading Scheme:Letter Grade","SPM 2060","Sport Career Preparation1 Credit","1 Credit"
"Sport Management","Students learn the key underpinnings of transitioning athletes to collegiate settings and beyond. The course enhances skills and knowledge in athletics, financial literacy, personal development, and professional development. It encourages students to apply resources to aid in the holistic development of student athletes. Grading Scheme:Letter Grade","SPM 2182","Athletic Career Management","3 Credits"
"Sport Management","Societal implications of sport in history and heritage, youth programs, collegiate and professional situations and the involvement of minority groups, women, business and industry. Grading Scheme:Letter Grade","SPM 3012","Social Issues in Sport","3 Credits"
"Sport Management","Introduces sport management from a global perspective. Learn about the role of sport and sport management around the world and develop intercultural competencies to understand the roles that sport and sport participation plays in different cultures. Grading Scheme:Letter Grade","SPM 3013","International Sport Management","3 Credits"
"Sport Management","Examines the role and impact that ethnicity, race, gender, age, physical and mental ability, class, and sexual orientation have had on sport. Provides an opportunity to develop an understanding and appreciation for diversity in sport. Grading Scheme:Letter Grade","SPM 3025","Diversity and Inclusion in Sport Organizations","3 Credits"
"Sport Management","This course introduces students to the fundamentals of project management and its application to sport events. Project management is a strategic and systematic approach to managing sports as projects. Students will apply the five phases of the project-management lifecycle to a multitude of sport events. Grading Scheme:Letter Grade","SPM 3109","Sport Event Management","3 Credits"
"Sport Management","Review and study of ethical issues that affect sport. Grading Scheme:Letter Grade","SPM 3204","Ethical Issues in Sport","3 Credits"
"Sport Management","Key marketing concepts and strategies in sports referent to sport consumer behavior and implications for marketing. Analyzes marketing cases to solve marketing-related problems and to help students prepare and evaluate a comprehensive marketing plan. Grading Scheme:Letter Grade","SPM 3306","Sport Marketing","3 Credits"
"Sport Management","Instruction, Analysis, and Training in the Principles and Practice of Sport Information Management in Sports Organizations. Emphasizes Skills Essential for Sports Management Professionals, Including Handling Media Interactions Across Platforms, Problems, Crises, and Integration of Positive Communications Strategies With Strategic Goals of Sports Organizations. Grading Scheme:Letter Grade","SPM 3403","Sport Information Management","3 Credits"
"Sport Management","Introduces sport analytics with a strong emphasis on performance analytics. Through theoretical principles and hands-on practical experience utilizing the R programming language, students will acquire the skills and knowledge required to analyze sport performance data and leverage these insights to comprehend athletic performance. Learn how to make data-informed decisions that directly impact sport management strategies and overall performance in the sports world. Grading Scheme:Letter Grade","SPM 3703","Sport Performance Analytics","3 Credits"
"Sport Management","Planning and management of sport facilities. Grading Scheme:Letter Grade","SPM 4104","Sport Operations and Facility Management","3 Credits"
"Sport Management","Discusses managerial principles and techniques applicable to a multitude of sport organizations, and addresses the four functions of management: strategy, organizational structure, resource management, and leadership theories. Grading Scheme:Letter Grade","SPM 4154","Managing Organizations in Sport","3 Credits"
"Sport Management","Explore revenue generation in sport by learning foundational sales concepts, including the sales process. Also explore the role of corporate partnership in sport, and the application of the sales process as it relates to developing solutions to achieving partner organization objectives. Finally, explore fundraising, specifically in the context of collegiate athletics and community sport, with a focus on cultivation strategies. Grading Scheme:Letter Grade","SPM 4510","Revenue Generation in Sport","3 Credits"
"Sport Management","Financial expense categories and sources of revenue for sport organizations. Determines and calculates facility revenues and non-facility revenues. Develops potential solutions for improving revenue sources to increase revenue and decrease costs while maintaining a viable product. Grading Scheme:Letter Grade","SPM 4515","Sport Business and Finance","3 Credits"
"Sport Management","Students will learn about the components of successful environmental sustainability programs through the evaluation of sport leagues, individual teams, collegiate programs, and venues/arenas, exposing students to key tactics and skills necessary for success in the field. Best practices on core topics provide students with a view of how organizations implement environmental sustainability and social responsibility programs. Grading Scheme:Letter Grade","SPM 4612","Environmental Sustainability and Sport","3 Credits"
"Sport Management","Students delve into the world of sport consumer analytics within the context of the sport management field. With a strong focus on practical applications for sport consumer behavior research, this course equips students with the essential skills needed to excel in the dynamic landscape of sport business analytics. By blending statistical reasoning with real-world sport marketing and consumer behavior datasets, students will learn to extract meaningful insights that drive strategic decisions. Grading Scheme:Letter Grade","SPM 4703","Sport Marketing Analytics","3 Credits"
"Sport Management","Covers the historical development of social media and human society culminating in the social media boom. Discuss the theories behind social media and human society, usages of social media in the sport industry, and learn different ways of analyzing social media including data collection, descriptive statistics, quantitative analysis, and machine learning (artificial intelligence) sentiment analysis. Grading Scheme:Letter Grade","SPM 4711","Sport, Social Media, & Data Analysis","3 Credits"
"Sport Management","Legal structures, major laws, regulations, and case precedents that establish legal responsibilities, rights, privileges, and controls related to sport management. Grading Scheme:Letter Grade","SPM 4723","Legal Issues in Sport","3 Credits"
"Sport Management","Analyze risk management considerations including safety, security, business continuity, legal, and regulatory issues impacting the live entertainment industry. Focuses on new and existing assembly occupancies (both indoor and outdoor) accommodating 250 patrons or more with an emphasis on occupancy in excess of 6000 (large-scale). Grading Scheme:Letter Grade","SPM 4724","Risk Management in Live Entertainment and Sports","3 Credits"
"Sport Management","Concentrates on the legal aspects of the live entertainment and sports industry to provide a basic understanding of intellectual property, torts, and negligent acts. The goal is to avoid or reduce the probability of legal liabilities in the live entertainment and sports industry. Grading Scheme:Letter Grade","SPM 4725","Advanced Legal Aspects in Live Entertainment and Sports","3 Credits"
"Sport Management","Offered upon request to meet special interests that not adequately provided in other courses. Grading Scheme:Letter Grade","SPM 4905","Variable Topics in Sport Management","1-3 Credits"
"Sport Management","Provides an opportunity for involvement in supervised research experiences. “Research” is operationally defined here as mentored but self-directed work that enables individual students or a small group of students to explore an issue of interest and to communicate the results to others. Grading Scheme:S/U","SPM 4912","Undergraduate Supervised Research","0-5 Credits"
"Sport Management","Provides students with the opportunity to gain additional practical experience within sport management agency. Students will be able to apply their skills and knowledge as an agency volunteer in their chosen option area. Students will examine personal strengths, leadership and management skills and then assess internship avenues and career options. Grading Scheme:Letter Grade","SPM 4940","Advanced Career Preparation","2 Credits"
"Sport Management","Internship with a public or private enterprise in sport management. Grading Scheme:S/U","SPM 4941C","Internship in Sport Management","1-15 Credits"
"Sport Management","Practical experience in sport management. Grading Scheme:S/U","SPM 4948","Practicum in Sport Management","1-3 Credits"
"Statistics","In this course, students will utilize descriptive and inferential statistical methods in contextual situations, using technology as appropriate. The course is designed to increase problem-solving abilities and data interpretation through practical applications of statistical concepts. This course is appropriate for students in a wide range of disciplines and programs. Grading Scheme:Letter Grade","STA 2023","Introduction to Statistics 1","3 Credits"
"Statistics","Explores the data-driven decision process within the field of athletics and game play using data analytics and visualization techniques. Compares the processes used in sports with those used in business and everyday life and illustrates examples of how data can be used to understand human behavior. Grading Scheme:Letter Grade","STA 2090","The Data Analytics Revolution In Sports","3 Credits"
"Statistics","This course is intended to introduce general ideas involving probability and statistics through thought provoking examples from subject areas in the physical and biological sciences. Students will be expected to think through solutions to problems from the various cases to understand the various statistical methods introduced. This can lead to questions such as how can we measure and describe climate change based on available empirical data? The course will focus on “big picture” uses of statistical methods and will use statistical computing software as opposed to “hand calculation. This course affords students the ability to critically examine and evaluate the principles of the scientific method, model construction, and use the scientific method to explain natural experiences and phenomena. Grading Scheme:Letter Grade","STA 2170","Stats In The Physical World","3 Credits"
"Statistics","An introduction to the analysis of variance. Nonparametric statistical methods and applications. Analysis of count data: chi-square and contingency tables. Simple and multiple linear regression methods with applications. Grading Scheme:Letter Grade","STA 3024","Introduction to Statistics 2","3 Credits"
"Statistics","Basic concepts in probability, statistics, engineering applications. Use of computational methods, logic, and reasoning. Formulation of mathematical models, application of statistical techniques, and solution of real-world problems. Topics include probability, random variables, estimation, hypothesis testing, correlation, regression, and analysis of variance. Grading Scheme:Letter Grade","STA 3032","Engineering Statistics","3 Credits"
"Statistics","Introduction to statistical computing and programming with data. Topics include basic programming in R; data types and data structures in R; importing and cleaning data; specifying statistical models in R; statistical graphics; statistical simulation using pseudo-random numbers; reproducible research and the documentation of statistical analyses. Grading Scheme:Letter Grade","STA 3100","Programming With Data in R","3 Credits"
"Statistics","Overview of modern statistical modeling. Topics include linear regression, binary regression and classification, cross-validation, nonlinear regression and smoothing, tree-based methods, the bootstrap, and causal inference. Approaches will be illustrated in R. Grading Scheme:Letter Grade","STA 3180","Statistical Modelling","3 Credits"
"Statistics","Measurement of simple and compound interest, accumulated and present value. Annuities, yield rates, amortization schedules, sinking funds, bonds, securities and related funds. Grading Scheme:Letter Grade","STA 4183","Theory of Interest","3 Credits"
"Statistics","Simple linear regression and multiple linear regression models. Inference about model parameters and predictions, diagnostic, and remedial measures about the model, independent variable selection, multicollinearity, autocorrelation, and nonlinear regression. Grading Scheme:Letter Grade","STA 4210","Regression Analysis","3 Credits"
"Statistics","The basic principles of experimental design: analysis of variance for experiments with a single factor; randomized blocks and Latin square designs: multiple comparison of treatment means; factorial and nested designs; analysis of covariance; response surface methodology. Grading Scheme:Letter Grade","STA 4211","Design of Experiments","3 Credits"
"Statistics","An introduction to the design of sample surveys and the analysis of survey data, the course emphasizes practical applications of survey methodology. Topics include sources of errors in surveys, questionnaire construction, simple random, stratified, systematic and cluster sampling, ratio and regression estimation. Grading Scheme:Letter Grade","STA 4222","Sample Survey Design","3 Credits"
"Statistics","Overview of the field of statistical learning. Topics include linear regression, classification, resampling methods, shrinkage approaches, tree-based methods, support vector machines, and clustering. Approaches will be illustrated in R. Grading Scheme:Letter Grade","STA 4241","Statistical Learning in R","3 Credits"
"Statistics","Overview of computational statistics and how to implement the methods in R. Topics include Monte Carlo methods in inference, bootstrap, permutation tests, and Markov chain Monte Carlo (MCMC) methods. Grading Scheme:Letter Grade","STA 4273","Statistical Computing in R","3 Credits"
"Statistics","Introduces the theory of probability, counting rules, conditional probability, independence, additive and multiplicative laws, Bayes Rule. Discrete and continuous random variables, their distributions, moments and moment generating functions. Multivariate probability distributions, independence, covariance. Distributions of functions of random variables, sampling distributions, central limit theorem. Grading Scheme:Letter Grade","STA 4321","Introduction to Probability","3 Credits"
"Statistics","Sampling distributions, central limit theorem, estimation, properties of point estimators, confidence intervals, hypothesis testing, common large sample tests, normal theory small sample tests, uniformly most powerful and likelihood ratio tests, linear models and least squares, correlation. Introduction to analysis of variance. Grading Scheme:Letter Grade","STA 4322","Introduction to Statistics Theory","3 Credits"
"Statistics","Introduction to nonparametric statistics, including one- and two-sample testing and estimation methods, one- and two-way layout models and correlation and regression models. Grading Scheme:Letter Grade","STA 4502","Nonparametric Statistical Methods","3 Credits"
"Statistics","Description and inference using proportions and odds ratios, multi-way contingency tables, logistic regression and other generalized linear models, log-linear models applications. Grading Scheme:Letter Grade","STA 4504","Categorical Data Analysis","3 Credits"
"Statistics","Review of matrix theory, univariate normal, t, chi-squared and F distributions and multivariate normal distribution. Inference about multivariate means including Hotelling's T2, multivariate analysis of variance, multivariate regression and multivariate repeated measures. Inference about covariance structure including principal components, factor analysis and canonical correlation. Multivariate classification techniques including discriminant and cluster analyses. Additional topics at the discretion of the instructor, time permitting. Grading Scheme:Letter Grade","STA 4702","Multivariate Statistical Methods","3 Credits"
"Statistics","Survival analysis data methods including Kaplan-Meier and Nelson estimators of the survival, accelerated failure time and proportional hazards models and frailty and recurrent event models. Grading Scheme:Letter Grade","STA 4712","Introduction to Survival Analysis","3 Credits"
"Statistics","Theoretical development of elementary stochastic processes, including Poisson processes and their generalizations, Markov chains, birth and death processes, branching processes, renewal processes, queuing processes and genetic and ecological processes. Grading Scheme:Letter Grade","STA 4821","Stochastic Processes","3 Credits"
"Statistics","Stationarity, autocorrelation, ARMA models; frequency domain methods and the spectral density; forecasting methods; and computationally-oriented application to case studies. Grading Scheme:Letter Grade","STA 4853","Introduction to Time Series and Forecasting","3 Credits"
"Statistics","Special topics designed to meet the needs and interests of individual students. Grading Scheme:Letter Grade","STA 4905","Individual Work","1-5 Credits"
"Statistics","Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:S/U","STA 4911","Undergraduate Research in Statistics","0-3 Credits"
"Statistics","Variable topics designed to meet the students' needs and interests. Grading Scheme:Letter Grade","STA 4930","Special Topics","3 Credits"
"Statistics","Supervised activity associated with planning and/or analyzing data from a research project. Supervision by a faculty member or delegated authority and a post-internship written report are required. Grading Scheme:S/U","STA 4940","Internship","1-3 Credits"
"Statistics","A comprehensive team-based learning experience where students synthesize what they have learned in previous core courses and apply that knowledge to new, complex situations working in partnership with professional data scientists and statisticians to analyze a real-world problem. Skills such as collaboration, data ethics and communication are heavily emphasized. Grading Scheme:Letter Grade","STA 4950","Capstone in Statistics and Data Science","3 Credits"
"Statistics","Provides a mechanism by which coursework taken as part of an approved study abroad program can be recorded on the UF transcript and counted toward graduation. Grading Scheme:Letter Grade","STA 4956","Overseas Studies","1-15 Credits"
"Sustainability and the Built Environment","The breadth of methods of inquiry (the process of asking and then answering questions) commonly used by planners, designers and builders as well as those who study the built and managed environments. Grading Scheme:Letter Grade","DCP 3200","Methods of Inquiry for Sustainability and the Built Environment","3 Credits"
"Sustainability and the Built Environment","Uses case studies to examine how sustainability can be achieved in the built environment, from choosing materials and finishes to patterns of regional land use. Grading Scheme:Letter Grade","DCP 3210","Sustainable Solutions for the Built Environment","3 Credits"
"Sustainability and the Built Environment","Explores the importance of considering the human users of the built environment when searching for sustainable solutions. Examines social, behavioral and multicultural perspectives related to social sustainability. Grading Scheme:Letter Grade","DCP 3220","Social and Cultural Sustainability and the Built Environment","3 Credits"
"Sustainability and the Built Environment","Undertake an individual project under the direction of a faculty member, with a focus on comprehensive solutions to a problem in sustainability. Grading Scheme:Letter Grade","DCP 4290","Capstone Project in Sustainability and the Built Environment","6 Credits"
"Sustainability and the Built Environment","Undertake firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, creativity, discovery or application. Grading Scheme:S/U","DCP 4911","Undergraduate Research in Design, Construction, and Planning.","0-3 Credits"
"Sustainability and the Built Environment","Students from diverse backgrounds engage in service and learning through the development of sustainable solutions to challenges in the built environment. Grading Scheme:Letter Grade","DCP 4941","Practicum in Sustainability and the Built Environment","6 Credits"
"Sustainability and the Built Environment","Field experience with a government, non-government or private office that focuses on issues of sustainability. Grading Scheme:S/U","DCP 4942","Field Experience in Sustainability and the Built Environment","1-6 Credits"
"Theatre + Dance","Practice and principles of fundamentals and stylistic characteristics common to ballet, jazz and modern dance, including styles from the Western canon. Grading Scheme:Letter Grade","DAA 1000","Fundamentals of Dance Technique","3 Credits"
"Theatre + Dance","Experience in beginning level technique, readings, observations and movement exploration. Grading Scheme:Letter Grade","DAA 2104","Contemporary Dance Practices 1","2 Credits"
"Theatre + Dance","Experience in contemporary approaches to dance technique, readings, observations and movement exploration. Grading Scheme:Letter Grade","DAA 2105","Contemporary Dance Practices 2","2 Credits"
"Theatre + Dance","Basic ballet technique with discussion of terminology and history. Grading Scheme:Letter Grade","DAA 2204","Contemporary Ballet Practices 1","2 Credits"
"Theatre + Dance","Contemporary perspectives in basic ballet technique with discussion of terminology and history. Grading Scheme:Letter Grade","DAA 2205","Contemporary Ballet Practices 2","2 Credits"
"Theatre + Dance","Introduces traditional West African dance and music. Focuses on the learning of material emphasizing practice and performance with application to classroom and outreach-oriented projects. Grading Scheme:Letter Grade","DAA 2331","West African Dance and Music","2 Credits"
"Theatre + Dance","Develops understanding of various styles of dance within the African and African Diasporic realms as a movement practice and an art form; performance based. Grading Scheme:Letter Grade","DAA 2341","Contemporary African & African Diasporic Dance Practices 1","2 Credits"
"Theatre + Dance","A performance-based course aimed at developing the understanding of various styles of dance within the African  African Diasporic realms as a movement practice and an art form. Grading Scheme:Letter Grade","DAA 2342","Contemporary African & African Diasporic Dance Practices 2","2 Credits"
"Theatre + Dance","Introduces the performance of traditional and popular dance styles representing a selection of world dance perspectives. Emphasizing practice and performance, the course examines dance forms in relation to their specific cultural contexts and in addition to styles of the Western canon. Readings, video viewing and class projects enhance laboratory exploration. Grading Scheme:Letter Grade","DAA 2381","World Dance and Intercultural Performance","3 Credits"
"Theatre + Dance","Basic jazz technique with emphasis on style, movement skills and vocabulary. Grading Scheme:Letter Grade","DAA 2504","Basic Jazz","2 Credits"
"Theatre + Dance","Beginning-level tap course which covers fundamental rhythms, sounds, techniques, vocabulary, and provides a foundational knowledge of tap history. Although geared toward students pursuing a career in musical theatre, all interested in tap are welcome. Grading Scheme:Letter Grade","DAA 2520L","Tap 1","2 Credits"
"Theatre + Dance","By focusing on the mid-20th century through approximately the year 2000, learn original Broadway and other musical theatre choreography that continue to shape the landscape of dance today, as well as develop the rigorous work ethic necessary for a career in the professional entertainment industry. Grading Scheme:Letter Grade","DAA 2580L","Broadway Dance Styles 1","2 Credits"
"Theatre + Dance","Learn original Broadway and other musical theatre choreography by focusing on material from approximately the year 2000 through the present, and help develop the rigorous work ethic necessary for a career in the professional entertainment industry. Grading Scheme:Letter Grade","DAA 2581L","Broadway Styles 2","2 Credits"
"Theatre + Dance","Introduces improvisation and composition with emphasis on process and movement elements. Solo choreography. Grading Scheme:Letter Grade","DAA 2610","Dance Composition 1","2 Credits"
"Theatre + Dance","Practice and study of basic compositional crafting, emphasizing solo and small group works. Grading Scheme:Letter Grade","DAA 2611","Dance Composition 2","2 Credits"
"Theatre + Dance","Introduces dance improvisation as an art form, a personal practice, and a process for creating choreography through movement exploration, readings, and observations. Grading Scheme:Letter Grade","DAA 2621","Dance Improvisation","2 Credits"
"Theatre + Dance","Develops technical range and performance skills through the study and production of dance repertory. Grading Scheme:Letter Grade","DAA 2681","Second Year Dance Ensemble1 Credit","1 Credit"
"Theatre + Dance","Rotating topics feature physical disciplines that support bodily awareness and athletic conditioning. Grading Scheme:Letter Grade","DAA 2710","Somatics 1","2 Credits"
"Theatre + Dance","Rotating topics feature physical disciplines that supports bodily awareness and athletic conditioning. Grading Scheme:Letter Grade","DAA 2711","Somatics 2","2 Credits"
