"course_code","course_name","course_level","course_hours","course_description"
"PHAR 806","Pharmaceutical Biotechnology","Graduate","1 Hour","Basic principles of biotechnology with an emphasis on pharmaceutical applications is addressed. Knowledge from cell and molecular biology will be applied to solve biomedical problems and to make useful products for diagnostic and therapeutic purposes. Key processes used in the making, analysis, and application of biopharmaceuticals, such as proteins and nucleic acids as well as their stability, delivery, and handling."
"PHAR 807","Pharmacy Calculations","Graduate","1 Hour","Gain experience in pharmaceutical calculations that reflect activities in a variety of practice settings."
"PHAR 808","Pharmacogenomics","Graduate","2 Hours","Introduces the fundamental principles of pharmacogenomics and individualized medicine. It provides a basis for understanding how an individual's genetic background affects their response to a specific drug or class of drugs. Pharmacogenomic principles include pharmacogenetic characteristics of drug metabolizing enzymes, drug transporter activity, and receptor sensitivity. Other basic concepts of genetic counseling, personalized medicine, ethics and costs will be discussed."
"PHAR 809","Principles of Drug Action","Graduate","2 Hours","Provides a basis for understanding the biochemical and molecular mechanisms by which drugs and the body interact. This course will use drug classes to introduce foundational concepts of drug action and the application of pharmacological tools to better understand how drugs work in the body."
"PHAR 810","Community Pharmacy Practice","Graduate","2 Hours","PR: First professional year standing or consent. Focuses on the various roles of a pharmacist including the prescription dispensing and medication management processes in the community pharmacy setting. Legal aspects of community pharmacy practice are also discussed."
"PHAR 811","Foundational Pharmacy Skills","Graduate","1 Hour","PR: First professional year standing or consent. Provide students with foundational skills necessary for the provision of patient care including physical assessment, point of care testing, and oral and written communication. Many skills learned during this course will be further strengthened throughout pharmacy school."
"PHAR 812","Drug Chemistry","Graduate","2 Hours","PR: First professional year standing or consent. Introduces principles of chemical stability and chemical properties as they relate to drugs and to the basic metabolic processes observed for drug molecules."
"PHAR 813","Biopharmaceutics and Pharmacogenomics","Graduate","4 Hours","PR: First professional year standing or consent. Develops an understanding of fundamental principles of biopharmaceutics and pharmacogenomics."
"PHAR 814","Biochemical Pharmacology","Graduate","4 Hours","PR: First professional year standing or consent. Provides a basis for understanding the biochemical and molecular mechanisms by which drugs and the body interact. This course will use drug classes to introduce foundational concepts of drug action and the application of pharmacological tools to better understand how drugs work in the body."
"PHAR 815","Self-Care","Graduate","3 Hours","PR: First professional year standing or consent. Provides an introduction to nonprescription medications and the application to patient care. Learners will assess the patient, make appropriate recommendations, and educate the patient on self-care treatment options for commonly encountered disease states and patient complaints."
"PHAR 816","Pharmacokinetics","Graduate","2 Hours","Introduces fundamental principles of the pharmacokinetic and biological processes that the drug undergoes once it enters the body. The students will be exposed to various pharmacokinetics techniques and problem-solving methods, which should prepare them to design and refine drug therapeutic regimens."
"PHAR 817","Principles of Immunology and Microbiology","Graduate","2 Hours","PR: First professional year standing or consent. Introduces scientific principles of immunology as well as introduces students to the pharmacist's role as vaccination advocate, and provides the knowledge and skills required to safely administer vaccines. Lastly, it provides an introduction to microbiology and mechanisms of action of antibiotics."
"PHAR 818","Intro Community Rotation","Graduate","1-4 Hours","PR:PHAR 800and PR or CONC:PHAR 810. Introductory pharmacy practice experience in a community pharmacy setting."
"PHAR 820","Population Health and Policy","Graduate","3 Hours","PR: Second professional year standing or consent. Introduces the role of the pharmacist in population-based care and promoting preventative health services. Includes epidemiology and public policy in the healthcare system, and integrates content with interprofessional service outreach projects."
"PHAR 821","Pain","Graduate","1 Hour","PR: Second professional year standing or consent. A course in the systems-based therapy series with a focus on pain management and treatment of associated disorders, including addiction therapy. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with pain-associated disorders."
"PHAR 823","Pulmonology","Graduate","2 Hours","PR: Second professional year standing or consent. First course in the systems-based therapy series with a focus on pulmonology. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with pulmonary diseases."
"PHAR 824","Cardiology","Graduate","5 Hours","PR: Second professional year standing or consent. Second course in the systems-based therapy series with a focus on cardiology. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with cardiovascular diseases."
"PHAR 825","Nephrology","Graduate","2 Hours","PR: Second professional year standing or consent. Third course in the systems-based therapy series with a focus on nephrology. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with kidney diseases."
"PHAR 826","Evidence-Based Practice","Graduate","3 Hours","PR: Second professional year standing or consent. The components of evidence-based practice are reviewed. Emphasis is placed on the appropriate use of information resources in practice and the critical analysis and evaluation of primary literature and other types of information."
"PHAR 830","Health Systems Pharmacy Practice","Graduate","2 Hours","PR: Second professional year standing or consent. Introduces and reinforces the distributive, clinical, and administrative roles of pharmacists with a focus on health-systems pharmacy practice and management."
"PHAR 833","Endocrinology","Graduate","3 Hours","Fourth course in the systems-based therapy series with a focus on endocrinology. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with endocrine diseases."
"PHAR 835","Autoimmune Diseases","Graduate","2 Hours","A course in the systems-based therapy series with a focus on management of autoimmune diseases. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with these diseases."
"PHAR 836","Research in Pharmacy","Graduate","1 Hour","PR: Second professional year standing or consent. An overview of the process of conducting pharmacy-related research focusing on concepts, principles and methodology involved with the research process. Students gain experience in design, conduct and dissemination of pharmacy-based research. Student learning is facilitated by didactic lectures, active learning and independent small group sessions."
"PHAR 837","Quality and Outcomes in Pharmacy Practice","Graduate","2 Hours","PR: Second professional year standing or consent. Emphasizes the implementation of quality improvement in pharmacy practice, monitoring outcomes of drug therapy to ensure optimal patient care, and implementation of systems to prevent and minimize patient risk. Application of pharmacoeconomic principles to daily pharmacy practice are discussed."
"PHAR 838","Intro Institutional Rotation","Graduate","1-2 Hours","PR or CONC:PHAR 830. Gain experience in an institutional pharmacy setting."
"PHAR 840","Pharmacy Practice Management","Graduate","3 Hours","PR: Third professional year standing or consent. Focuses on pharmacy management related to financial and operational management of pharmacies, marketing of pharmacy services, and human resources management."
"PHAR 843","Gastroenterology and Nutrition","Graduate","2 Hours","PR: Third professional year standing or consent. A course in the systems-based therapy series with a focus on gastroenterology and nutrition. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with gastrointestinal diseases and nutrition support."
"PHAR 844","Infectious Diseases","Graduate","3 Hours","Eighth course in the systems-based therapy series with a focus on infectious diseases. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with infectious diseases."
"PHAR 845","Neurology and Psychiatry","Graduate","4 Hours","Ninth course in the systems-based therapy sequence with a focus on neurology and psychiatry. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with neurologic and psychiatric diseases."
"PHAR 848","Acute Care Practice Experience","Graduate","2 Hours","Gain knowledge as well as hands-on experience in the acute care setting. Students will learn the key components of acute care practice, perform activities that would be expected to be completed in acute care experiential rotations (such as medication reconciliation and formulary monographs), and simulate rounding experiences in an interprofessional environment. Interprofessional education is a component of this course."
"PHAR 849","Ambulatory Care Practice Experience","Graduate","2 Hours","Gain knowledge as well as hands-on experience in the ambulatory care setting. Activities will include ambulatory patient assessment, medication regimen evaluation, patient presentations, direct patient education, and targeted group education. Interprofessional education is a component of this course."
"PHAR 853","Hematology/Oncology","Graduate","3 Hours","PR: Third professional year standing or consent. A course in the systems-based therapy series with a focus on hematology-oncology. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems in patients with hematological diseases and cancer."
"PHAR 854","Special Populations","Graduate","3 Hours","The final course in the systems-based therapy series that addresses special populations such as geriatrics, pediatrics and women's health (pregnancy, lactation, menopause) as well as disease processes that involve multiple body systems. Integrates scientific principles with clinical practice to enable students to prevent, identify, and resolve drug therapy problems."
"PHAR 857","Pharmacy Ethics","Graduate","1 Hour","The ethical basis of pharmacy practice. Students learn and apply the Code of Ethics for Pharmacists and core bioethical principles to ethics related situations that can arise during pharmacy practice."
"PHAR 858","Comprehensive Assessment of Practice","Graduate","3 Hours","Assess students’ readiness for successful completion of the upcoming advanced pharmacy practice experiences curriculum. Provides focused reinforcement of essential material relative to ensuring a student is practice ready, as well as reviewing difficult material from throughout the curriculum. Students complete a final objective structured clinical examination, which requires the demonstration of specific skills, including communication."
"PHAR 859","Pharmacy Law","Graduate","2 Hours","PR: Third professional year standing or consent. The legal basis of pharmacy practice. Students learn about federal and state statutes, rules, and regulations that affect pharmacy practice."
"PHAR 860","Current Topics in Pharmacy","Graduate","1 Hour","PR: Fourth professional year standing or consent. Discussion of current topics in pharmacy practice. Core components of giving a seminar and journal club will be practiced."
"PHIL 501","Metaphysics","Graduate","3 Hours","Traditional problems associated with universals and particulars, reality and experiences, causality, space and time, matter and mind, the nature of the self, etc."
"PHIL 531","Health Care Ethics","Graduate","3 Hours","Topics: Clinician- patient relationship, life-sustaining treatment, physician- assisted death, physician/nurse conflicts, confidentiality, research, reproductive technology, abortion, maternal/fetal conflicts, genetics, rationing, and access."
"PHIL 590","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of philosophy. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain college teaching experience. (Grading may be S/U.)."
"PHIL 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent.   Investigation of advanced topics not covered in regularly scheduled courses."
"PHIL 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PHIL 594","Seminar","Graduate","1-6 Hours","Special seminars arranged for advanced graduate students."
"PHIL 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PHIL 692","Directed Study","Graduate","1-6 Hours","PR: Consent. Directed study, reading, and/or research."
"PHIL 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PHIL 694","Seminar","Graduate","1-6 Hours","Special seminars arranged for advanced graduate students."
"PHIL 695","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"PHIL 696","Graduate Seminar","Graduate","1-3 Hours","PR:Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"PHIL 697","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"PHIL 698","Thesis or Dissertation","Graduate","1-6 Hours","PR: Consent. This is an optional course for programs that wish to provide formal supervision during the writing of student reports (698), or dissertations (798). Grading is normal."
"PHIL 699","Graduate Colloquium","Graduate","1-6 Hours","PR: Consent. For graduate students not seeking course work credit but who wish to meet residency requirements, use of the University's facilities, and participate in its academic and cultural programs. Note: Graduate students who are not actively involved in coursework or research are entitled, through enrollment in their department's 699/799 Graduate Colloquium to consult with graduate faculty, participate in both formal and informal academic activities sponsored by their program, and retain all of the rights and privileges of duly enrolled students. Grading is S/U; colloquium credit may not be counted against credit requirements for masters programs. Registration for one credit of 699/799 graduate colloquium satisfies the University requirement of registration in the semester in which graduation occurs."
"PHSC 590","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of physical science. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain teaching experience. (Grading will be S/U.)."
"PHSC 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PHSC 592","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"PHSC 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PHSC 594","Seminar","Graduate","1-6 Hours","Special seminars arranged for advanced graduate students."
"PHSC 595","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through course offerings."
"PHSC 696","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"PHSC 697","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"PHSC 698","Thesis or Dissertation","Graduate","1-6 Hours","PR: Consent. This is an optional course for programs that wish to provide formal supervision during the writing of student reports (698), or dissertations (798). Grading is normal."
"PHSC 699","Graduate Colloquium","Graduate","1-6 Hours","PR: Consent. For graduate students not seeking coursework credit but who wish to meet residency requirements, use of the University's facilities, and participate in its academic and cultural programs. Note: Graduate students who are not actively involved in coursework or research are entitled, through enrollment in their department's 699/799 Graduate Colloquium to consult with graduate faculty, participate in both formal and informal academic activities sponsored by their program, and retain all of the rights and privileges of duly enrolled students. Grading is S/U; colloquium credit may not be counted against credit requirements for masters programs. Registration for one credit of 699/799 graduate colloquium satisfies the University requirement of registration in the semester in which graduation occurs."
"PHYS 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PHYS 611","Introduction to Mathematical Physics","Graduate","3 Hours","PR: Calculus, differential equations,PHYS 111andPHYS 112or equivalent. Complex variables: series, contour integration and conformal mapping; ordinary differential equations; Fourier series, Laplace transforms; Fourier transforms; special functions; Bessel functions and Legendre, Hermite differential equations; Poisson's equation, wave equation, and Laguerre polynomials; introduction to partial differential equations."
"PHYS 631","Advanced Classical Mechanics 1","Graduate","3 Hours","PR:PHYS 331andPHYS 332and differential equations.  Lagrange and Hamilton form of equations of motion, rigid bodies, small and nonlinear oscillations. Transformation theory, relativistic dynamics, and systems with an infinite number of degrees of freedom."
"PHYS 633","Electromagnetism 1","Graduate","3 Hours","PR:PHYS 333andPHYS 334and differential equations.  Boundary value problems in electrostatics and magnetostatics. Greens functions. Multipole expansions. Dispersion and absorption of electromagnetic waves propagating in matter."
"PHYS 634","Electromagnetism 2","Graduate","3 Hours","PR:PHYS 333andPHYS 334and differential equations.  Propagation of guided waves. Radiation from antennas, small sources, and relativistic particles.  Fraunhoffer and Fresnel diffraction. Special relativity and the covariant formulation of electromagnetism."
"PHYS 651","Quantum Mechanics 1","Graduate","3 Hours","PR:PHYS 451.  The Schroedinger equations. One-dimensional problems. Operators and Hilbert space. Three-dimensional problems. Orbital and spin angular momentum. One-electron atoms."
"PHYS 652","Quantum Mechanics 2","Graduate","3 Hours","PR:PHYS 651. Time-independent perturbation theory. Angular momentum coupling and Clebsch-Gordan coefficients. Time-dependent perturbation theory. Emission and absorption of radiation by atoms. Scattering theory."
"PHYS 671","Introduction to Solid State Physics","Graduate","3 Hours","PR or CONC:PHYS 651. Emergence of solid crystalline structure; emergent quasiparticles and band structures; interaction of solids with electromagnetic fields; phases, such as metals, semiconductors, magnets and superconductors; applications."
"PHYS 685","Solar and Space Physics","Graduate","3 Hours","Heliophysics (solar and space physics) is the study of the sun and its magnetic environment (the heliosphere). Discussion of solar interior, solar corona, solar wind. Also includes bow shock, terrestrial magnetosphere and solar wind-magnetospheric coupling, radiation belts, aurora, ionosphere, observational and numerical techniques for space physics."
"PHYS 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PHYS 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PHYS 697","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"PHYS 710","Nonlinear Dynamics","Graduate","3 Hours","PR:PHYS 631. Flows, fixed-point analysis, and bifurcations in 1D, 2D, and 3D using analytical, numerical, and geometrical approaches. Limit cycles, chaos, fractals, strange attractors, iterated maps, and Hamiltonian systems."
"PHYS 725","Advanced Atomic and Molecular Physics 1","Graduate","3 Hours","PR:PHYS 651.  Review of one-electron atoms leading to approximation schemes for many-electron atoms. Thomas-Fermi theory, Hartree-Fock theory, and central field approximation. LS, JJ, and intermediate coupling of angular momentum. Relativistic effects."
"PHYS 761","Statistical Mechanics","Graduate","3 Hours","PR:PHYS 461andPHYS 651.  Ensemble theory, applications to noninteracting systems, as well as perturbative and approximate treatment of interactions. Typical applications include equilibrium constants, polymers, white dwarfs, metals, superfluids, magnetic transitions."
"PHYS 771","Advanced Solid State Physics","Graduate","3 Hours","PR:PHYS 671. Universal paradigms revealed in solids state physics; hierarchy of effective theories to determine mechanical, electronic, magnetic and optical properties; non-interacting classical and quantum approaches; interacting quantum many-body approaches."
"PHYS 772","Semiconductor Physics","Graduate","3 Hours","PR:PHYS 771. Semiconductor band structure.  Intrinsic and extrinsic semiconductors.  Hall effect and magneto-transport effects. Fundamentals of nanostructures and quantum structures. Semiconductor device physics."
"PHYS 773","Collective Phenomena in Solids","Graduate","3 Hours","PR:PHYS 771.  Paramagnetism. Magnetic phenomena in thin films and multilayers.  Phase transitions: mean field theories and fluctuations.  Superconductivity and BCS theory."
"PHYS 774","Optical Properties of Solids","Graduate","3 Hours","PR:PHYS 771. Absorption and dispersion in light propagation.  Quantum wells and quantum dots.  Solid state laser materials. Nonlinear optics and parametric amplification."
"PHYS 781","Principles of Plasma Physics","Graduate","3 Hours","Plasmas occur naturally in electrical discharges and in space and are produced artificially in laboratory devices.  This course is a survey of plasma phenomena using fluid and kinetic models."
"PHYS 782","Computer Simulation of Plasma","Graduate","3 Hours","PR: (PHYS 481orPHYS 781) andPHYS 633; programming proficiency in C, FORTRAN, or BASIC.  Projects teach mathematical and physical foundations of computer simulation algorithms and develop and refine physical understanding and intuition of phenomena encountered in plasma research."
"PHYS 783","Advanced Kinetic Theory of Plasmas","Graduate","3 Hours","PR:PHYS 481andPHYS 631andPHYS 634.  The Vlasov equation, quasilinear theory, nonlinear phenomena. Plasma waves and instabilities. Landau damping and finite-Larmor-radius effects."
"PHYS 784","Advanced Magnetohydrodynamic Theory of Plasmas","Graduate","3 Hours","PR:PHYS 481andPHYS 631andPHYS 634.  The fluid approximation. Magnetohydrodynamic description of plasma equilibrium and stability. Confinement schemes and plasma waves. Emphasis on analytic theory."
"PHYS 790","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of physics. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain teaching experience. (Grading will be P/F.)."
"PHYS 791","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PHYS 792","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"PHYS 793","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field. field."
"PHYS 795","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"PHYS 796","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"PHYS 797","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"PHYS 799","Graduate Colloquium","Graduate","1-6 Hours","PR: Consent. For graduate students not seeking coursework credit but who wish to meet residency requirements, use of the University's facilities, and participate in its academic and cultural programs. Note: Graduate students who are not actively involved in coursework or research are entitled, through enrollment in their department's 699/799 Graduate Colloquium to consult with graduate faculty, participate in both formal and informal academic activities sponsored by their program, and retain all of the rights and privileges of duly enrolled students. Grading is P/F; colloquium credit may not be counted against credit requirements for masters programs. Registration for one credit of 699/799 graduate colloquium satisfies the University requirement of registration in the semester in which graduation occurs."
"PHYS 930","Professional Development","Graduate","1-6 Hours","Professional development courses provide skill renewal or enhancement in a professional field or content area (e.g., education, community health, geology.) These tuition-waived continuing education courses are graded on a pass/fail  grading scale and do not apply as graduate credit toward a degree program."
"PLSC 547","Applied Wetlands Ecology and Management","Graduate","3 Hours","The management and ecology of wetland vegetation, soils, hydrology, and wildlife. (Cross listed asWMAN 547andCE 547.)."
"PLSC 550","Grants and Grantsmanship","Graduate","2 Hours","A course covering all steps of grant preparation, application, submission and review process."
"PLSC 553","Organic Crop Production","Graduate","3 Hours","PR:PLSC 206and AGRN 202 and AGRN 203 or consent. Principles, practices, history, philosophy and economics of organic farming and gardening. Crop/livestock systems, national and international research on organic production. (Students may not receive credit for bothPLSC 453andPLSC 553)."
"PLSC 560","Plant Biochemistry","Graduate","3 Hours","PR: (CHEM 231or (CHEM 233andCHEM 234)) andBIOL 219or consent. Study of the biochemical processes and biosynthetic pathways leading to the formation of desirable plant products such as those used in food, feed, fiber, fuel and medicinal applications. (Credit cannot be received for bothPLSC 460andPLSC 560)."
"PLSC 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PLSC 592","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"PLSC 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PLSC 595","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"PLSC 692","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"PLSC 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PLSC 697","Research","Graduate","1-9 Hours","PR: Consent.  Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading will be S/U.)."
"PLSC 790","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of plant science. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain teaching experience. (Grading will be S/U.)."
"PLSC 791","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PLSC 792","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"PLSC 793","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PLSC 795","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"PLSC 796","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"PLSC 797","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"PNGE 501","Petroleum Engineering Problems","Graduate","1-3 Hours","PR: Senior standing.  Investigation of a special problem in petroleum engineering."
"PNGE 532","Introduction to Reservoir Simulation","Graduate","3 Hours","PR or CONC:PNGE 434or Consent.  Partial differential equations for fluid flow in porous media and the use of finite difference equations in solving reservoir flow problems for various boundary conditions. Study of individual well pressures and fundamentals of history matching."
"PNGE 533","Secondary Recovery of Oil by Water Flooding","Graduate","3 Hours","PR:PNGE 333. Theory of immiscible fluid displacement mechanism, evaluation and economics of water flood projects, and oil field flooding techniques."
"PNGE 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent.   Investigation of advanced topics not covered in regularly scheduled courses."
"PNGE 593","Special Topics","Graduate","1-6 Hours","PR: Consent. Study of advanced topics that are not covered in regularly scheduled courses."
"PNGE 601","Fluid Flow in Porous Media","Graduate","3 Hours","PR:MATH 261andPNGE 434or consent. Theoretical and practical aspects of the physical principles of hydrodynamics in porous media."
"PNGE 632","Reservoir Simulation and Modeling","Graduate","3 Hours","PR:PNGE 532or consent. Application of finite-difference equations to multi-phase fluid flow in porous media in two or three dimensions with gravity and capillary pressure effects. Simulation of waterflood performance and enhanced recovery techniques."
"PNGE 633","Advanced Secondary Recovery","Graduate","3 Hours","PR:PNGE 533. Secondary recovery of oil by gas flooding, miscible fluid injection, in-situ combustion, and heat injection."
"PNGE 634","Pressure Transient Analysis","Graduate","3 Hours","PR:PNGE 434or consent. Methods of analysis of pressure transient data obtained from well testing for the purpose of determining in-situ reservoir conditions including porosity, lateral extent, average reservoir pressure, and formation permeability."
"PNGE 661","Petroleum Data Analytics Modeling","Graduate","3 Hours","This course concentrates on solving petroleum engineering related problems using Artificial Intelligence and Machine Learning. It provides the ability to import, manage, perform quality control, and generate visualization of the petroleum engineering related data. The students gain the ability to use multiple existing Python libraries for engineering application of Artificial Intelligence and Machine Learning to solve Petroleum engineering related problems."
"PNGE 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PNGE 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PNGE 695","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"PNGE 697","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"PNGE 701","Environmental Issues in Petroleum Engineering","Graduate","3 Hours","PR: Graduate standing. Environmental impacts of petroleum exploration and production, methods to minimize or eliminate potential environmental impacts, treatment and disposal of the drilling and production wastes, and remediation methods for petroleum contaminated sites."
"PNGE 710","Advanced Drilling Engineering","Graduate","3 Hours","PR:PNGE 310. Drilling optimization, methods for estimating formation pore and fracture pressures, air drilling, application of directional drilling and deviation control, horizontal drilling, and coiled tubing applications."
"PNGE 711","Advanced Productions Engineering","Graduate","3 Hours","PR:PNGE 420. Advanced well completion methods, problem well analysis, well remediation and workover planning, multi-phase flow in pipes, system approach for oil and gas wells, application of NODAL analysis, and surface and subsurface production equipment."
"PNGE 734","Advanced Reservoir Engineering","Graduate","3 Hours","PR:PNGE 434. Modeling and simulation of heterogeneous reservoirs, predicting the performance of the heterogeneous reservoirs during primary, secondary, and enhanced recovery production."
"PNGE 735","Advanced Formation Evaluation","Graduate","3 Hours","PR:PNGE 450. Advanced methods for interpreting well logs, shaly sand analysis, and production logging methods."
"PNGE 770","Advanced Natural Gas Engineering","Graduate","3 Hours","PR:PNGE 470andPNGE 470L. Application of reservoir modeling, history matching, and type curves techniques to analyze and predict the performance of conventional and unconventional gas reservoirs."
"PNGE 790","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of petroleum and natural gas engineering. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain teaching experience. (Grading may be S/U.)."
"PNGE 791","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"PNGE 792","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"PNGE 793","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"PNGE 795","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"PNGE 796","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"PNGE 797","Research","Graduate","1-9 Hours","PR: Consent.  Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"POLS 500","Introduction to Political Research","Graduate","3 Hours","Introduction to the research methods and techniques used in political and policy analysis. Topics include logic of inquiry, research design, measurement, and survey and unobtrusive research."
"POLS 501","Quantitative Political Analysis","Graduate","3 Hours","Application of a range of statistical techniques in political and public policy research. Includes use of selected computer software commonly used in political science and policy analysis."
"POLS 502","Advanced Quantitative Methods","Graduate","3 Hours","PR:POLS 501. Methods surveyed include multiple linear regression, time-series analysis, causal modeling, and linear programming."
"POLS 522","Racial & Ethnic Politics","Graduate","3 Hours","This course examines contemporary research on the influence of race and ethnicity on U.S. politics. The focus is on African American politics, and, to a lesser extent, Latino or Hispanic politics; the politics of other racial and ethnic groups are also discussed."
"POLS 530","Policy Analysis","Graduate","3 Hours","Overview of the field of political science and the sub-field of public policy studies. Focuses on the issues and problems involved in studying policymaking, and an assessment of policy analysis as a mode of thinking and inquiry.   (3 hr. seminar.)."
"POLS 536","Politics of Agenda Setting","Graduate","3 Hours","Examines the social, economic, institutional and political influences on the development of public problems and their placement on the policy agenda.   (3 hr. seminar.)."
