course_code,title,credits,description
SPANISH 420,[M] Cultural Topics,3,"Course Prerequisite: Junior standing. Variable content on Peninsular and/or Latin American cultural topics, including US Latino Societies. Taught in English."
SPANISH 430,Masterpieces in Spanish Literature,3,Course Prerequisite: Junior standing. Taught in English. Variable topic seminar on Spanish literature.
SPANISH 450,[CAPS] [M] Seminar in Spanish Studies - Themes,3,May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: One [HUM]; one [ARTS]; two SPANISH 300-level courses excluding SPANISH 305; junior standing. Seminar on important themes in Spanish studies. Taught in Spanish.
SPANISH 451,[CAPS] [M] Seminar in Spanish Studies - Authors,3,May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: One [HUM]; one [ARTS]; two SPANISH 300-level courses excluding SPANISH 305; junior standing. Seminar on important authors in Spanish studies. Taught in Spanish.
SPANISH 452,[CAPS] [M] Seminar in Spanish Studies - Literary Genres,3,May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: One [HUM]; one [ARTS]; two SPANISH 300-level courses excluding SPANISH 305; junior standing. In-depth study of literary genres within Spanish studies. Taught in Spanish.
SPANISH 453,[M] Seminar in Spanish Studies: Linguistics,3,"Course Prerequisite: Two SPANISH 300-level courses excluding SPANISH 305. The nature of Spanish language, history, dialects, phonetics, morphology, syntax, semantics, pragmatics, bilingualism and phonology."
SPANISH 480,Special Topics: Study Abroad,V 1-6,"May be repeated for credit ; cumulative maximum 6 credits . S, F grading."
SPANISH 499,Special Problems,V 1-4,"May be repeated for credit . Course Prerequisite: By department permission. Independent study conducted under the jurisdiction of an approving faculty member; may include independent research studies in technical or specialized problems; selection and analysis of specified readings; development of a creative project; or field experiences. S, F grading."
SPANISH 550,Medieval Literature,3,Selected works. Taught in Spanish.
SPANISH 551,Seminar in Golden Age Literature,3,Reading and discussion of representative works of the Spanish Golden Age. Taught in Spanish.
SPANISH 552,Topics in Nineteenth-Century Spanish Literature,3,May be repeated for credit ; cumulative maximum 6 credits . Selected works and topics. Taught in Spanish.
SPANISH 553,Topics in Twentieth-Century Spanish Literature,3,May be repeated for credit ; cumulative maximum 6 credits . Selected works and topics. Taught in Spanish.
SPANISH 554,Seminar in Spanish Literature and/or Culture,V 1-3,May be repeated for credit .
SPANISH 555,Seminar in Colonial Spanish American Literature,3,May be repeated for credit ; cumulative maximum 6 credits . Seminar on conquest and colonial literature in Hispanic America.
SPANISH 556,Seminar in Nineteenth-Century Spanish American Literature,3,May be repeated for credit ; cumulative maximum 6 credits . Study of nineteenth-century Spanish American Literature.
SPANISH 557,Seminar in Twentieth-Century Spanish American Literature,3,May be repeated for credit ; cumulative maximum 6 credits . Study of twentieth-century Spanish American literature and culture.
SPANISH 558,Seminar in Spanish American Literature and/or Culture,V 1-3,May be repeated for credit .
SPANISH 559,Special Topics in Hispanic Studies and/or Linguistics,V 1-3,May be repeated for credit ; cumulative maximum 6 credits . Special interdisciplinary topics in Hispanic studies and/or linguistics.
SPANISH 560,Beginning Instructional Practicum,2,May be repeated for credit ; cumulative maximum 4 credits . An introduction to foreign language instruction for beginning teaching assistants.
SPANISH 561,Advanced Instructional Practicum,1,"May be repeated for credit ; cumulative maximum 4 credits . Supervised practical experience in foreign language teaching. S, F grading."
SPANISH 597,Graduate Internship,V 1 (0-3) to 6 (0-18),"May be repeated for credit ; cumulative maximum 12 credits . Course Prerequisite: SPANISH 560; FOR LANG 540; minimum GPA of 3.50. Supervised internship experience relating to career objectives; portfolio assignment required. S, F grading."
SPANISH 600,Special Projects or Independent Study,V 1-18,"May be repeated for credit . Independent study, special projects, and/or internships. Students must have graduate degree-seeking status and should check with their major advisor before enrolling in 600 credit, which cannot be used toward the core graded credits required for a graduate degree. S, F grading."
SPANISH 700,"Master's Research, Thesis, and/or Examination",V 1-18,"May be repeated for credit . Independent research and advanced study for students working on their master's research, thesis and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 700 credit. S, U grading."
SPANISH 702,"Master's Special Problems, Directed Study, and/or Examination",V 1-18,"May be repeated for credit . Independent research in special problems, directed study, and/or examination credit for students in a non-thesis master's degree program. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 702 credit. S, U grading."
SPEC_ED 301,Education of Exceptional Children,3,"Survey of characteristics of students with disabilities, and overview of programming, legal aspects, and methods of instruction."
SPEC_ED 401,Teaching Students with Disabilities,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment, or SPEC ED 420 or concurrent enrollment. Intervention and instructional strategies for managing academic, social, and behavior problems in classroom settings. Required preparation must include completion of an introductory special education course, or SPEC ED 520. Credit not granted for both SPEC ED 401 and SPEC ED 501. Offered at 400 and 500 level."
SPEC_ED 402,Assessment and Curriculum for Students with Disabilities,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment. Methods of individual and group, formal and informal assessment for students with disabilities. Required preparation for graduate students must include completion of an introductory special education course, or SPEC ED 520; SPEC ED 504; concurrent enrollment SPEC ED 590 (2 credits). Credit not granted for both SPEC ED 402 and SPEC ED 502. Offered at 400 and 500 level."
SPEC_ED 403,Secondary Education for Students with Disabilities,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment, or SPEC ED 420 or concurrent enrollment. Overview of instruction and intervention strategies for secondary students with disabilities; assessment, and curriculum/program development. Required preparation for graduate students must include completion of an introductory special education course, or SPEC ED 520; SPEC ED 504; or permission of instructor. Credit not granted for both SPEC ED 403 and SPEC ED 503. Offered at 400 and 500 level."
SPEC_ED 404,Professional Skills in Special Education,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment, or SPEC ED 420 or concurrent enrollment. Legal aspects of special education, individualized education plans, roles and responsibilities of teachers, collaboration techniques, service delivery/design, and supervision of paraprofessionals. Required preparation must include completion of an introductory special education course, SPEC ED 520. Credit not granted for both SPEC ED 404 and SPEC ED 504. Offered at 400 and 500 level."
SPEC_ED 409,Early Childhood Special Education,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment, or SPEC ED 420 or concurrent enrollment. Assessment, curriculum, and instructional techniques for teaching young children with handicaps and their families in a variety of settings. Required preparation must include completion of an introductory special education course, or SPEC ED 520. Credit not granted for both SPEC ED 409 and SPEC ED 509. Offered at 400 and 500 level."
SPEC_ED 420,Teaching in Inclusive Classrooms,V 2-3,Course Prerequisite: For candidates admitted to teacher education (elementary education). Designed for preservice/inservice general education (K-12) teachers to learn how to teach students with disabilities. Credit not granted for both SPEC ED 420 and SPEC ED 520. Offered at 400 and 500 level.
SPEC_ED 421,Inclusion Strategies for Special Education Teachers,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment. Roles and responsibilities of special education professionals in inclusion programs, including legal aspects and collaboration. Required preparation for graduate students must include completion of an introductory special education course, or SPEC ED 520; SPEC ED 504. Credit not granted for both SPEC ED 421 and SPEC ED 521. Offered at 400 and 500 level."
SPEC_ED 471,Effective Assessment and Instruction in Reading for Diverse Learners,3,"Course Prerequisite: SPEC ED 301 or concurrent enrollment, or SPEC ED 420 or concurrent enrollment. Methods and approaches to reading assessment and designing, implementing evidence-based reading interventions. Credit not granted for both SPEC ED 471 and 571. Offered at 400 and 500 level."
SPEC_ED 490,Practicum in Special Education,V 1 (0-3) to 6 (0-18),"May be repeated for credit ; cumulative maximum 9 credits . Course Prerequisite: SPEC ED 301 or SPEC ED 420; SPEC ED 404; for candidates admitted to teacher education (EDUC or SECED). Supervised field experience in special education. S, F grading."
SPEC_ED 495,Universal Design for Educators,3,"Factors associated with developing, implementing, and assessing curricular materials based on Universal Design."
SPEC_ED 499,Special Problems,V 1-4,"May be repeated for credit . Course Prerequisite: By department permission. Independent study conducted under the jurisdiction of an approving faculty member; may include independent research studies in technical or specialized problems; selection and analysis of specified readings; development of a creative project; or field experiences. S, F grading."
SPEC_ED 501,Teaching Students with Disabilities,3,"Intervention and instructional strategies for managing academic, social, and behavior problems in classroom settings. Required preparation must include completion of an introductory special education course, or SPEC ED 520. Credit not granted for both SPEC ED 401 and SPEC ED 501. Offered at 400 and 500 level."
SPEC_ED 502,Assessment and Curriculum for Students with Disabilities,3,"Methods of individual and group, formal and informal assessment for students with disabilities. Required preparation for graduate students must include completion of an introductory special education course, or SPEC ED 520; SPEC ED 504; concurrent enrollment SPEC ED 590 (2 credits). Credit not granted for both SPEC ED 402 and SPEC ED 502. Offered at 400 and 500 level."
SPEC_ED 503,Secondary Education for Students with Disabilities,3,"Overview of instruction and intervention strategies for secondary students with disabilities; assessment, and curriculum/program development. Required preparation for graduate students must include completion of an introductory special education course, or SPEC ED 520; SPEC ED 504; or permission of instructor. Credit not granted for both SPEC ED 403 and SPEC ED 503. Offered at 400 and 500 level."
SPEC_ED 504,Professional Skills in Special Education,3,"Legal aspects of special education, individualized education plans, roles and responsibilities of teachers, collaboration techniques, service delivery/design, and supervision of paraprofessionals. Required preparation must include completion of an introductory special education course, SPEC ED 520. Credit not granted for both SPEC ED 404 and SPEC ED 504. Offered at 400 and 500 level."
SPEC_ED 509,Early Childhood Special Education,3,"Assessment, curriculum, and instructional techniques for teaching young children with handicaps and their families in a variety of settings. Required preparation must include completion of an introductory special education course, or SPEC ED 520. Credit not granted for both SPEC ED 409 and SPEC ED 509. Offered at 400 and 500 level."
SPEC_ED 520,Teaching in Inclusive Classrooms,V 2-3,Designed for preservice/inservice general education (K-12) teachers to learn how to teach students with disabilities. Credit not granted for both SPEC ED 420 and SPEC ED 520. Offered at 400 and 500 level.
SPEC_ED 521,Inclusion Strategies for Special Education Teachers,3,"Roles and responsibilities of special education professionals in inclusion programs, including legal aspects and collaboration. Required preparation for graduate students must include completion of an introductory special education course, or SPEC ED 520; SPEC ED 504. Credit not granted for both SPEC ED 421 and SPEC ED 521. Offered at 400 and 500 level."
SPEC_ED 522,Topics in Special Education,V 1-4,"May be repeated for credit ; cumulative maximum 8 credits . Recent research developments, issues and/or applications in selected areas of special education."
SPEC_ED 571,Effective Assessment and Instruction in Reading for Diverse Learners,3,"Methods and approaches to reading assessment and designing, implementing evidence-based reading interventions. Credit not granted for both SPEC ED 471 and 571. Offered at 400 and 500 level."
SPEC_ED 589,Special Education Personnel Preparation and Professional Development,3,"Current research, issues, trends in special education personnel preparation and professional development."
SPEC_ED 590,Practicum in Special Education,V 1-4,"May be repeated for credit ; cumulative maximum 8 credits . Supervised experiences in application of theories and practices in special education. Required preparation must include completion of an introductory special education course, or SPEC ED 520; admitted to the major in education or completed certificate. S, F grading."
SPEC_ED 591,Research in High-Incidence Disabilities,3,"Current research, issues, and trends in high-incidence disabilities. Recommended preparation: Admission to a doctoral program."
SPEC_ED 592,Single Subject Research Design and Methods,3,In-depth study of single subject research designs; critical analysis of strengths and weaknesses of each design. Recommended preparation: Admission to a doctoral program.
SPEC_ED 593,"Diversity, Equity, and Inclusion in Special Education",3,"Diversity, equity, and inclusion issues in special education examined and critically reflected upon for future use and practice. Recommended preparation: Admission to a doctoral program."
SPEC_ED 595,Universal Design,3,"Factors associated with developing, implementing and assessing curricular materials for individuals with disabilities. Recommended preparation: Admission to a doctoral program."
SPEC_ED 596,Seminar in Quality Indicators for Research in Special Education,1,May be repeated for credit ; cumulative maximum 10 credits . Course Prerequisite: Admitted to the Teaching and Learning PhD programs. Examines quality indicators of research designs and approaches in special education.
SPEC_ED 600,Special Projects or Independent Study,V 1-8,"May be repeated for credit . Independent study, special projects, and/or internships. Students must have graduate degree-seeking status and should check with their major advisor before enrolling in 600 credit, which cannot be used toward the core graded credits required for a graduate degree. S, F grading."
SPEC_ED 700,"Master's Research, Thesis, and/or Examination",V 1-18,"May be repeated for credit . Course Prerequisite: Admission to Special Education graduate program. Independent research and advanced study for students working on their master's research, thesis and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 700 credit. S, U grading."
SPEC_ED 702,"Master's Special Problems, Directed Study, and/or Examination",V 1-18,"May be repeated for credit . Course Prerequisite: Admission to Special Education graduate program. Independent research in special problems, directed study, and/or examination credit for students in a non-thesis master's degree program. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 702 credit. S, U grading."
SPEC_ED 800,"Doctoral Research, Dissertation, and/or Examination",V 1-18,"May be repeated for credit . Course Prerequisite: Admitted to the Special Education PhD program. Independent research and advanced study for students working on their doctoral research, dissertation and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 800 credit. S, U grading."
SPMGT 101,[EQJS] Sport and Popular Culture: Trends and Issues,3,Explores how sport shapes or reinforces cultural and social values and ideologies.
SPMGT 276,Introduction to Sport Management,3,Course Prerequisite: ENGLISH 101 with a C or better; COM 102 with a C or better or H D 205 with a C or better; MATH [QUAN] with a C or better; 2.5 cumulative GPA. Principles and concepts in sport management; overview of sport industries and career opportunities.
SPMGT 290,Sport Programs,3 (2-3),"Course Prerequisite: ENGLISH 101 with a C or better; COM 102 with a C or better or H D 205 with a C or better; MATH [QUAN] with a C or better; 2.5 cumulative GPA. Philosophies and program content of public/private sport programs; laboratory experiences in school, college, and community sport programs."
SPMGT 365,Ethics and Moral Reasoning in Sport,3,Course Prerequisite: Admitted to the major or minor in Sport Management. Understanding and application of ethical theory and principles of moral reasoning to the analysis of issues and dilemmas in sport.
SPMGT 367,[M] Sport in American Society,3,Course Prerequisite: Admitted to the major or minor in Sport Management. Examination of the role of sport in contemporary American society as well as the relationship between sport and other social institutions.
SPMGT 374,Sport Finance,3,"Course Prerequisite: Admitted to the major or minor in Sport Management. Introduction to financial analysis, budgeting and revenue acquisition for both for profit and not for profit sport organizations."
SPMGT 377,Legal Aspects of Sport,3,"Course Prerequisite: Admitted to the major or minor in Sport Management. Legal aspects of the supervision, management and business of sport."
SPMGT 379,Sport Communication,3,Course Prerequisite: Admitted to the major or minor in Sport Management; junior standing. Review of the different manifestations of communication within sport management; identify stakeholders of sport organizations and develop strategies to communicate efficiently with them.
SPMGT 384,Global Sport Management,3,Introduction to international sport governance and overview of key characteristics of sport management on a global scale.
SPMGT 394,Practicum in Sport Management,V 1-4,"May be repeated for credit ; cumulative maximum 8 credits . Supervised practicum. S, F grading."
SPMGT 464,Sport Marketing,3,Course Prerequisite: Admitted to the major or minor in Sport Management; junior standing. An examination of sport as a consumer product and as a medium by which to sell consumer products.
SPMGT 468,[M] Managing Sport Organizations,3,Course Prerequisite: Admitted to the major or minor in Sport Management; junior standing. Analysis of management processes and structures of sport organizations.
SPMGT 489,[CAPS] Theory and Application in Sports Event Management,3,Course Prerequisite: SPMGT 374; SPMGT 377; SPMGT 464; SPMGT 468 or concurrent enrollment; admitted to the major in Sport Management; senior standing. Investigation and application of the components of the sport management profession; examination of fundamental principles used in event and facility management.
SPMGT 490,Internship Seminar,1,"Course Prerequisite: SPMGT 365; SPMGT 367; SPMGT 377; admitted to the major in Sport Management; senior standing. Overview of policies and requirements; guidance through site selection and application process; communication skills for the business/sport environment. S, F grading."
SPMGT 491,Internship,V 10-12,"Course Prerequisite: SPMGT 490; all graded sport management coursework must be complete, including SPMGT 464, 468, and 489; admitted to the major in Sport Management; cumulative minimum GPA 2.75. Supervised practicum in agency or business. S, F grading."
SPMGT 496,Special Topics,V 1-3,May be repeated for credit ; cumulative maximum 6 credits . Special topics in sports studies.
SPMGT 497,Special Topics,V 1-3,May be repeated for credit ; cumulative maximum 6 credits . Special topics in sport studies.
SPMGT 499,Special Problems,V 1-4,"May be repeated for credit . Course Prerequisite: By department permission. Independent study conducted under the jurisdiction of an approving faculty member; may include independent research studies in technical or specialized problems; selection and analysis of specified readings; development of a creative project; or field experiences. S, F grading."
SPMGT 521,Special Topics in Sport Management,V 1-3,"May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: Admission to the Sport Management Graduate program. Recent research, developments, issues, and /or applications in selected areas of Sport Management."
SPMGT 540,Leadership and Decision-Making in Sport,3,"Examines sport leaders in both public and private sport entities; examines effective decision-making skills, ethical decision-making, and explores leadership and strategies for improving oneself as a leader, manager, and supervisor."
SPMGT 563,Sport Governance and Policy,3,"Sources, types, and patterns of authority that influence the governance of sport policy; governmental and organizational policy-making processes."
SPMGT 564,Marketing of Sport Events and Programs,3,"Principles of sport marketing including public relations, corporate sponsorship, and service quality for sport organizations."
SPMGT 565,Ethical Perspectives of Sport and Physical Activity,3,"Ontological, ethical, aesthetic views of physical activity. Required preparation must include SPMGT 365 or equivalent."
SPMGT 567,Social and Cultural Issues of Physical Activity and Sport,3,"Sport and physical activity as cultural forms, including the examination of subcultures, stratification, socialization and power relations."
SPMGT 568,Administrative Concepts in Sport Organizations,3,Effective management for sport programs. Analysis of dynamic management process necessary for improvement of productivity in sport organizations.
SPMGT 569,Sport in Higher Education,3,"Course Prerequisite: Admission to the Sport Management Graduate program. The course examines sport in higher education institutions from the historical, cultural, and administrative perspectives."
SPMGT 577,Law and Risk Management in the Sport Industry,3,Use of risk management perspective to explore the law as it applies to the management concerns of sport organizations. Required preparation must include SPMGT 377 or equivalent.
SPMGT 578,Sports in Society,3,The social significance of sports; sociology of sport research. Required preparation must include SPMGT 367 or equivalent.
SPMGT 579,Mass Communication in Sport Management,3,"Mass media functions and effects, public relations, and advertising for sport organizations. Required preparation: MKTG 360, SPMGT 464, or equivalent marketing course."
SPMGT 600,Special Projects or Independent Study,V 1-18,"May be repeated for credit . Independent study, special projects, and/or internships. Students must have graduate degree-seeking status and should check with their major advisor before enrolling in 600 credit, which cannot be used toward the core graded credits required for a graduate degree. S, F grading."
SPMGT 700,"Master's Research, Thesis, and/or Examination",V 1-18,"May be repeated for credit . Independent research and advanced study for students working on their master's research, thesis and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 700 credit. S, U grading."
SPMGT 702,"Master's Special Problems, Directed Study, and/or Examination",V 1-18,"May be repeated for credit . Independent research in special problems, directed study, and/or examination credit for students in a non-thesis master's degree program. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 702 credit. S, U grading."
STAT 212,[QUAN] Introduction to Statistical Methods,4 (3-2),"Course Prerequisite: MATH 103, 105, or 251, each with a C or better, or credit for MATH 106, 108, 140, 171, 201, 202, 252, or a minimum ALEKS math placement score of 45%, or transfer credit for Intermediate Algebra equivalent to MATH 101. Introduction to descriptive and inferential statistics: t-tests, chi-square tests, one-way ANOVA, simple linear regression and correlation."
STAT 360,Probability and Statistics,3,"Course Prerequisite: MATH 140, 171, or 202, each with a C or better, or MATH 172 or 182. Probability models, sample spaces, random variables, distributions, moments, comparative experiments, tests, correlation and regression in engineering applications. Credit not granted for both STAT 360 and 370. (Crosslisted course offered as STAT 360, DATA 360.) Cooperative: Open to UI degree-seeking students."
STAT 370,Introductory Statistics for Engineers,3,"Course Prerequisite: MATH 140, 171, or 202 with a C or better, or MATH 172 or 182. Probability axioms, probability models, random variables, expectation, confidence intervals, hypothesis testing, analysis of variance, control charts. Credit not granted for both STAT 360 and 370."
STAT 380,[M] Decision Making and Statistics,3,"Course Prerequisite: STAT 360 or 370. Concepts and methods of decision science using simple mathematical, statistical and computer based tools to solve complex problems for sound decision making."
STAT 410,Topics in Probability and Statistics,3,May be repeated for credit ; cumulative maximum 6 credits . Current topics in probability and statistics of mutual interest to faculty and students. Recommended preparation: One 3-hour 300-level STAT course. Credit not granted for both STAT 410 and STAT 510. Offered at 400 and 500 level.
STAT 412,Statistical Methods in Research I,3,"Course Prerequisite: STAT 212, MATH 140, 171, 202, or graduate standing. Intermediate statistical methods, design and analysis of research studies: completely randomized and randomized block designs, multiple regression, categorical data analysis. Cooperative: Open to UI degree-seeking students."
STAT 419,Introduction to Multivariate Statistics,3,"Course Prerequisite: MATH 220 or 225; one 300-400-level STAT. Introductory course covering multidimensional data, multivariate normal distribution, principal components, factor analysis, clustering, and discriminant analysis."
STAT 422,Sampling Methods,3,"Course Prerequisite: STAT 212, 360, or 370. Simple and stratified random sampling; systematic sampling; cluster sampling; double sampling, area sampling. Cooperative: Open to UI degree-seeking students."
STAT 423,Statistical Methods for Engineers and Scientists,3,"Hypothesis testing; linear, multilinear, and nonlinear regression; analysis of variance for designed experiments; quality control; statistical computing. Recommended preparation: One 3-credit 300-level STAT course. Credit not granted for both STAT 423 and STAT 523. Credit not normally granted for both STAT 423 and 430. Offered at 400 and 500 level."
STAT 435,[M] Statistical Modeling for Data Analytics,3 (2-2),"Course Prerequisite: STAT 360 or STAT 370, either with a C or better. Multiple linear regression with model selection, dealing with multicollinearity, assessing model assumptions, the LASSO, ridge regression, elastic nets, Loess smoothing, logistic regression, Poisson regression, and the application of the bootstrap to regression modeling. (Crosslisted course offered as STAT 435, DATA 435.)"
STAT 437,High Dimensional Data Learning and Visualization,3,"Course Prerequisite: STAT 435. Data visualization, metric-based clustering, probabilistic and metric-based classification, algebraic and probabilistic dimension reduction, scalable inferential methods, analysis of non-Euclidean data. (Crosslisted course offered as STAT 437, DATA 437.)"
STAT 443,Applied Probability,3,"Course Prerequisite: MATH 172 or MATH 182; MATH 220, MATH 225, or MATH 230. Axioms of probability theory; random variables; expectation; generating function; law of large numbers; central limit theorem; Markov chains."
STAT 446,Statistical Applications in Insurance,3,Course Prerequisite: STAT 443. Introduction to the application of mathematics and statistics to the insurance field with a focus on actuarial science.
STAT 447,Introduction to Time Series Analysis,3,"Course Prerequisite: STAT 412 or concurrent enrollment, or STAT 423 or concurrent enrollment. Introduction to the analysis and application of time series including AR, MA, ARMA, and ARIMA models."
STAT 456,Introduction to Statistical Theory,3,"Course Prerequisite: STAT 430 or 443. Sampling distributions; hypothesis testing and estimation; maximum likelihood; likelihood ratio tests; theory of least squares; nonparametrics. Recommended preparation: One 3-credit 400-level STAT or probability course. (Crosslisted course offered as STAT 456, MATH 456.) Credit not granted for more than one of STAT/MATH 456 or STAT 556. Offered at 400 and 500 level."
STAT 508,Environmental Spatial Statistics,3,"Theoretical introduction and practical training in spatial data analysis for graduate students in the environmental sciences. Required preparation must include undergraduate statistics through applied multiple regression. (Crosslisted course offered as SOIL SCI 508, STAT 508.) Cooperative: Open to UI degree-seeking students."
STAT 510,Topics in Probability and Statistics,3,May be repeated for credit ; cumulative maximum 6 credits . Current topics in probability and statistics of mutual interest to faculty and students. Recommended preparation: One 3-hour 300-level STAT course. Credit not granted for both STAT 410 and STAT 510. Offered at 400 and 500 level.
STAT 511,Statistical Methods for Graduate Researchers,4 (3-2),"Fundamentals of experimental design and statistical methods for graduate students in the sciences. Covers t-test for one and two means, ANOVA through completely randomized designs with one and two factors, chi-square tests and regression analysis using R. Recommended preparation: One prior course in statistics. Cannot be used for credit in the Department of Mathematics and Statistics graduate programs. (Crosslisted course offered as STAT 511, AFS 511.)"
STAT 512,Analysis of Variance of Designed Experiments,3 (2-2),Principles of experimental design and analysis and interpretation of data. Required preparation: One 3-credit 400-level STAT course.
STAT 516,Time Series,3,"ARIMA models; identification, estimation, diagnostics, and forecasting; seasonal adjustments, outlier detection, intervention analysis and transfer function modeling. Recommended preparation: STAT 443. (Crosslisted course offered as MGTOP 516, STAT 516.) Cooperative: Open to UI degree-seeking students."
STAT 519,Applied Multivariate Analysis,3,"Multivariate normal distribution, principal components, factor analysis, discriminant function, cluster analysis, Hotteling's T2 and MANOVA. Recommended preparation: STAT 443. (Crosslisted course offered as MGTOP 519, STAT 519.)"
STAT 520,Statistical Analysis of Qualitative Data,3,"Binomial, Poisson, multinomial distribution; contingency tables, Fisher's tests, log-linear models; ordinal data; applications in biology, business, psychology, and sociology. Required preparation: Linear Algebra or Calculus I; one 3-credit 400-level STAT course. Cooperative: Open to UI degree-seeking students."
STAT 522,Biostatistics and Statistical Epidemiology,3,"Rigorous approach to biostatistical and epidemiological methods including relative risk, odds ratio, cross-over designs, survival analysis and generalized linear models. Required preparation: Linear Algebra or Calculus I; one 3-credit 400-level STAT course. Cooperative: Open to UI degree-seeking students."
STAT 523,Statistical Methods for Engineers and Scientists,3,"Hypothesis testing; linear, multilinear, and nonlinear regression; analysis of variance for designed experiments; quality control; statistical computing. Recommended preparation: One 3-credit 300-level STAT course. Credit not granted for both STAT 423 and STAT 523. Credit not normally granted for both STAT 423 and 430. Offered at 400 and 500 level."
STAT 530,Predictive Models: Foundations in Data Science,3 (2-2),Topics in regression and classification using probabilistic and data-based methods to build statistical foundations for data science; lab component allows methods to be implemented using data-based software of student choice. Required preparation: One 3-credit 400-level STAT course.
STAT 535,Regression Analysis,3,"Conceptual development of regression; estimation, prediction, tests of hypotheses, variable selection, diagnostics, model validation, correlation, and nonlinear regression. Recommended preparation: One 3-credit 400-level STAT course. Cooperative: Open to UI degree-seeking students."
STAT 536,Statistical Computing,3 (2-3),"Generation of random variables, Monte Carlo simulation, bootstrap and jackknife methods, EM algorithm, Markov chain Monte Carlo methods. Recommended preparation: STAT 530, 548, 556, or equivalent. (Crosslisted course offered as STAT 536, MATH 536.) Cooperative: Open to UI degree-seeking students."
STAT 544,Applied Stochastic Processes,3,"Foundations of continuous time stochastic processes: Kolmogorov forward/backward equations, master equation; general introduction to stochastic calculus and stochastic differential equations; applications. Recommended preparation: Undergraduate ordinary differential equations. Cooperative: Open to UI degree-seeking students."
STAT 548,Statistical Theory I,3,"Probability spaces, combinatorics, multidimensional random variables, characteristic function, special distributions, limit theorems, stochastic processes, order statistics. Recommended preparation: Calculus III and one 3-credit 400-level probability course. (Crosslisted course offered as STAT 548, MATH 568.) Cooperative: Open to UI degree-seeking students."
STAT 549,Statistical Theory II,3,"Course Prerequisite: STAT 548 or MATH 568. Statistical inferences; estimation and testing hypotheses; regression analysis; sequential analysis and nonparametric methods. (Crosslisted course offered as STAT 549, MATH 569.) Cooperative: Open to UI degree-seeking students."
STAT 556,Introduction to Statistical Theory,3,"Sampling distributions; hypothesis testing and estimation; maximum likelihood; likelihood ratio tests; theory of least squares; nonparametrics. Recommended preparation: One 3-credit 400-level STAT or probability course. (Crosslisted course offered as STAT 456, MATH 456.) Credit not granted for more than one of STAT/MATH 456 or STAT 556. Offered at 400 and 500 level."
STAT 572,Quality Control,3,Simple quality assurance tools; process monitoring; Shewhart control charts; process characterization and capability; sampling inspection; factorial experiments. Recommended preparation: One 3-credit 400-level statistics or probability course.
STAT 573,Reliability,3,Probabilistic modeling and inference; product-limit estimator; probability plotting; maximum likelihood estimation with censored data; regression models for accelerated life testing. Recommended preparation: One 3-credit 400-level statistics or probability course.
STAT 574,Linear and Nonlinear Mixed Models,3,"Course Prerequisite: STAT 530; STAT 556. The theoretical development and application of linear and nonlinear mixed models covering the theory of linear, generalized linear, and nonlinear mixed models. Cooperative: Open to UI degree-seeking students."
STAT 575,The Theory of Multivariate Analysis,3,"Course Prerequisite: STAT 556. The theoretical development and application of multivariate statistical methods; topics include multivariate distributions, MANOVA, principal components, factor analysis and classification. Required preparation: one course in linear algebra."
STAT 576,Bayesian Analysis,3,"Course Prerequisite: STAT 556. Statistical principle for combing new evidence with prior beliefs, inference and simulation procedures for accommodating complex data and producing interpretable output. Recommended preparation: STAT 536."
STAT 577,Statistical Learning Theory,3,Course Prerequisite: STAT 536. Focus on learning and interpreting from data; both prediction and classification will be discussed for supervised and unsupervised learning.
STAT 590,Statistical Consulting Practicum,V 1-2,"May be repeated for credit ; cumulative maximum 6 credits . Theory and practice of statistical consulting, participation in consulting session. Recommended preparation: STAT 530. S, F grading."
STAT 591,Seminar in Statistics,1,"May be repeated for credit ; cumulative maximum 10 credits . Course prerequisite: Graduate student in the Department of Mathematics and Statistics. Current research in statistics. S, F grading."
STAT 600,Special Projects or Independent Study,V 1-18,"May be repeated for credit . Independent study, special projects, and/or internships. Students must have graduate degree-seeking status and should check with their major advisor before enrolling in 600 credit, which cannot be used toward the core graded credits required for a graduate degree. S, F grading."
