"department","code","title","description","credits"
"VIST - Visual Studies (VIST)","VIST 339","Research Techniques in Visualization","Credits 3. 
3 Lecture Hours.Research techniques used in visualization and creative fields; qualitative and quantitative methods, formulating research questions; determining appropriate methods, research planning and designing, data collection, testing and assessment; data analysis and interpretation.Prerequisites:Grade of C or better inVIST 206.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 354","Principles of Multimedia Design","Credits 3. 
2 Lecture Hours. 
3 Lab Hours.Application and design of web and mobile platforms to create interactive products; planning, design, and development of intuitive user interfaces; focus on user-centered design, interaction principles, and standards-based technologies.Prerequisite:Grade of C or better inVIST 272orARTS 303.","Credits 3. 
2 Lecture Hours. 
3 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 357","Interaction Design","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Concepts, theories and methods in interaction design and interaction; dimensions of interaction design; data gathering methods and evaluation; task analysis; aesthetics and the sensory experience; prototyping, and workflow.Prerequisite:Upper division in Visualization.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 370","Interactive Virtual Environments","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Languages and techniques useful for the creation of real time virtual environments; definition of formal scene description structures; modeling and transformation techniques; simulation techniques; behaviors and message passing; user interaction and animation; multiuser environments; creating virtual interfaces; scripting techniques.Prerequisite:Grade of C or better inVIST 272or approval of instructor.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 371","Artificial Intelligence in Interaction Design","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Addresses challenges and methodologies of designing interactions for artificial intelligence (AI) systems including user-centered design approaches; exploration of how AI transforms the way people interact with technology; work through the design of responsive, intuitive, and ethical AI interfaces; includes a combination of theory, practical design exercises, and project-based learning.Prerequisites:PVFA 201;PVFA 301or concurrent enrollment; junior or senior classification or approval of instructor.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 372","Creating Digital Environments","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Terminology, principles and practices in the creation of 3D models; mathematical principles of geometrical modeling theory and application of modeling techniques; boolean operations; parametric modeling; modeling; particle systems; L-Systems; nurbs and/or grammar based techniques; lighting setup and control.Prerequisite:Grade of C or better in VIST 271.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 374","Multimedia Design and Development","Credits 3. 
2 Lecture Hours. 
4 Lab Hours.Concepts and techniques for integrating multimedia with user control and interactivity; production of computer presentations and interactive mobile devices; computer animation, graphics, production and use of digital images; scripting techniques; projects for stand-alone computers and mobile devices.Prerequisite:Junior or senior classification or approval of instructor and undergraduate program coordinator.","Credits 3. 
2 Lecture Hours. 
4 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 375","Foundations of Visualization","Credits 3. 
3 Lecture Hours.Visualization concepts, techniques and applications; major topic areas include cultural context, application areas, visual perception, the digital image, visual language, coordinate systems, geometric representation, modeling animation, image synthesis, image composing, ethics and the future of visualization.Prerequisites:Grade of C or better in VIST 271.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 386","Game Design I","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Game design, emphasis on mechanics, game play and interface design; history of game design, review of selected games; analysis of rules of play and iterative development of table-top games.Prerequisites:Junior or senior classification; or minor in Game Design and Development.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 401","World-Building in Games","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Emphasis on creating and articulating a compelling setting for a table-top or computer game, and using world-building as a fundamental tool for creating games, structural analysis of ludic narratives and settings, understanding concepts like the chronotope and psychogeography and applying them to game design, and on making equitable and inclusive representations of other cultures.Prerequisites:Grade of C or better inVIST 386.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 405","Visual Studies Studio III","Credits 3. 
1 Lecture Hour. 
5 Lab Hours.Theory and practice in the art and science of the visual image; scientific and mathematical principles as process; information theory and sensorial design; interactivity and user integration; integration of real and virtual environments including lighting design and material definition.Prerequisites:Grade of C or better inVIST 305, andVIST 301orVIST 494.","Credits 3. 
1 Lecture Hour. 
5 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 406","Visual Studies Studio IV","Credits 3. 
1 Lecture Hour. 
5 Lab Hours.Theory and practice in the development of the digital image; non-traditional modeling methods; camera control and animation techniques; special effects; creative lighting methods; non-photorealistic rendering; integration of traditional and digital media in the creation of visual works.Prerequisites:Grade of C or better inVIST 305, andCARC 301orVIST 494.","Credits 3. 
1 Lecture Hour. 
5 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 408/GLST 408","Techne, Technology, and the Visual Arts","Credits 3. 
3 Lecture Hours.Examination of the tension between techne, art, and technology through an exploration of influential theoretical texts; analysis of major challenging works of visual art, ancient and contemporary, analog and digital, human and non-human; investigation of visual art and technology in a global context.Prerequisites:Junior or senior classification or approval of instructor.Cross Listing:GLST 408/VIST 408.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 409","Capstone Studio","Credits 3. 
1 Lecture Hour. 
5 Lab Hours.Completion of the proposed capstone project; integration of core methodologies, concept development, drawing and design, art history, aesthetics, research, methodology and processes, scripting and programming and digital communication; required peer reviewed publication or other appropriate venue. May be taken two times for credit.Prerequisites:Grade of C or better inVIST 305andVIST 339.","Credits 3. 
1 Lecture Hour. 
5 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 415","Look Development II","Credits 3. 
1 Lecture Hour. 
4 Lab Hours.Advanced look development for photorealistic 3D assets and worlds; professional practices focused on efficiency and quality; managing project scale and complexity; procedural geometry-like hair, vegetation, and debris; procedural texture patterning; art and design principles for look development; integrating assets into larger creative projects using concept art and direction.Prerequisite:Grade C or better inVIST 215.","Credits 3. 
1 Lecture Hour. 
4 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 419","Motion Capture Animation","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Overview of motion capture technology, history, and techniques; application of motion-captured data to animate digital characters and props, including capture, cleaning and retargeting data for use.Prerequisites:Grade of C or better inVIST 305or approval of instructor.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 420","Business for Creatives","Credits 3. 
3 Lecture Hours.Exploration of the essentials of entrepreneurship for creatives, from freelancing to small business ownership; hands-on development of business and financial plans, creating pitch decks, and gaining the knowledge needed to launch successful creative ventures while cultivating an entrepreneurial mindset.Prerequisite:Junior or senior classification, or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 425","Art Direction for Virtual Production","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Development of complementary skill sets specialized for the design of real-time environments design, real-time characters, and real-time props used in projects integrating physical and virtual sets for visual storytelling, and/or live performances and broadcast events; may include lighting studies cinematography, photogrammetry, performance capture and other uses of virtual production tools to help achieve the goals of a virtual art department.Prerequisites:Grade C or better inVIST 172orVIST 225; junior or senior classification.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 428","Advanced Game Design","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Emphasis on the application of game mechanics for different genres of games; development of mechanics for mobile, VR, PC, and console games; prototyping while also deeply engaging in the subject from an analytical perspective.Prerequisites:Grade C or better inVIST 386, or approval of instructor.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 429","On Set Virtual Production","Credits 3. 
1 Lecture Hour. 
4 Lab Hours.Development of advanced visual storytelling and visual communication projects utilizing virtual production technologies on a soundstage; emphasis on production efficiency on team-based collaborative projects with successive refinement of aesthetic intent; may include story development, expressive performance choreography, design and integrated use of virtual and practical sets and props, stage lighting, and sound; projects may be oriented toward live performance, live broadcast, or commercial production utilizing a combination of in-camera visual effects and post-processing and editing.Prerequisites:Grade C or better inVIST 225,VIST 325,VIST 425, or approval of the instructor.","Credits 3. 
1 Lecture Hour. 
4 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 432","Applied Perception","Credits 3. 
3 Lecture Hours.Topics in perceptual science useful for Visualization; cognitive, neural and evolutionary processes that undergird perceptual systems; perceptual factors that influence design decision.Prerequisite:Upper division in Visualization.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 439","Capstone Proposal Development","Credit 1. 

2 Lab Hours.Individual proposal development for capstone studio; demonstration of ideation and concept development, drawing and design, art history, aesthetics, research, methodology and processes, scripting or programming and digital communication.Prerequisites:Grade of C or better inVIST 339.","Credit 1. 

2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 441","Scientific and Technological Developments in Visual Arts","Credits 3. 
3 Lecture Hours.Advanced level course focusing on the relationship between art, science and technology; visual arts before the digital revolution; the development of computer graphic arts.Prerequisite:Upper division in Visualization.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 442","Digital Characters - Art, Technology, Uses and Meaning","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Examination of the art and technology employed in the creation of digital characters; exploration of the reasons for, and impact of, their use in popular media and science; digital character creation techniques; estimating performance requirements; visual examples and written work used to illustrate topics and application areas.Prerequisites:Grade of C or better inVIST 206andARTS 349.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 443","Algorithmic Design","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Best practices for the procedural generation of geometry, visual effects, and dynamics; process of creating geometry procedurally, how to create simple dynamic effects such as cloth and destruction simulations, and the fundamentals of creating visual effects such as explosions, smoke, and other fluids.Prerequisites:Grade C or better inVIST 272; junior or senior classification.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 465","Video and Time Based Media","Credits 3. 
2 Lecture Hours. 
4 Lab Hours.Exploration of perception, vision and self-expression through video, film, and other time-based media; emphasis on language, theories, disciplines, and procedures used to plan and produce time-based works; exposure to the history of film and video and the social and conceptual influences on the medium.Prerequisites:Junior or senior classification.","Credits 3. 
2 Lecture Hours. 
4 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 470","Digital Rendering","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Creation of photorealistic images; rendering techniques and control; perceptual and physical principles related to creating realistic images; lighting and environmental effects; properties of materials; rendering models and techniques for adding visual detail; shading languages.Prerequisites:Grade of C or better inVIST 272; junior or senior classification.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 472","Digital Compositing","Credits 3. 
3 Lecture Hours.History, mathematical foundations, techniques and applications used in combining two dimensional images for film, video and multimedia; includes theoretical foundations of the digital image, color spaces and corrections, matte techniques, keying, rotoscoping, camera and object tracking, stereo compositing and process workflow.Prerequisite:Grade of C or better inVIST 272.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 474","Designing for the Web","Credits 3. 
2 Lecture Hours. 
4 Lab Hours.Principles of web page and site creation; elements of visual design; typography for the web; web technologies; controlling the page real estate through cascading style sheets (CSS); imaging for the web; creation and use of color and graphics; web standards; building complete web sites.Prerequisite:Upper division in Visualization or minor in Graphic Design.","Credits 3. 
2 Lecture Hours. 
4 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 475","Character Animation","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Emphasis on the theoretical and practical approaches to 3D character animation; exploration of the 3D animation production pipeline; topics include the Twelve Principles of Animation, analysis of character animation in various media, and introduction to techniques and processes of implementing character animation into a game engine.Prerequisites:Grade C or better inVIST 206; junior or senior classification.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 476/CSCE 447","Data Visualization","Credits 3. 
3 Lecture Hours.Visual representation and design of data and information; 3D visualization, infographics, data narratives, principles of visual data encoding and interaction techniques.Prerequisite:Grade of C or better inVIST 272, orCSCE 221, orCSCE 441.Cross Listing:CSCE 447/VIST 476.","Credits 3. 
3 Lecture Hours."
"VIST - Visual Studies (VIST)","VIST 477/CSCE 446","Virtual Reality","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Theory and practice of virtual reality; interactive 3D virtual environments; input/output devices, 3D interaction techniques, augmented reality, role of realism in VR, navigation techniques, design guidelines and evaluation methods.Prerequisite:Grade of C or better inVIST 272,CSCE 221, orCSCE 441.Cross Listing:CSCE 446/VIST 477.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 480","Game Level Design","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Game level design, the art of creating the game level context; game 2D & 3D spaces, spatial challenges; flow of game spaces and pacing; players engagement and communication through environment art; storytelling and rewards in game spaces.Prerequisites:Grade of C or better inVIST 386or approval of instructor; junior or senior classification.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 484","Summer Internship","Credits 3 to 6. 


3 to 6 Other Hours.Practical experience in a visualization related company; equivalent of 240 hours over at least 5 weeks; departmental pre-approval through the departmental internship coordinator required; post evaluation conducted following the internship. May be taken two times for credit.Prerequisites:Upper division in Visualization and approval of visualization intern coordinator.","Credits 3 to 6. 


3 to 6 Other Hours."
"VIST - Visual Studies (VIST)","VIST 485","Directed Studies","Credits 1 to 6. 


1 to 6 Other Hours.Special problems in visual studies. May be repeated for up to 9 credit hours.Prerequisite:Approval of instructor and undergraduate program coordinator.","Credits 1 to 6. 


1 to 6 Other Hours."
"VIST - Visual Studies (VIST)","VIST 487/CSCE 443","Game Development","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Aesthetic and technical aspects of computer game development, including game mechanics, story development, content creation and game programming; includes game design, interface design, 3D modeling and animation, graphics algorithms, shader programming and artificial intelligence; group project includes the design and development of a game from start to finish.Prerequisites:Grade of C or better inVIST 386orCSCE 441, or approval of instructor.Cross Listing:CSCE 443/VIST 487.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 489","Special Topics in…","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified field of visual studies. May be repeated for up to 9 credit hours.Prerequisite:Approval of instructor and undergraduate program coordinator.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
"VIST - Visual Studies (VIST)","VIST 491","Research","Credits 0 to 4. 


0 to 4 Other Hours.Research conducted under the direction of faculty members in visualization; emphasis on visual studies. May be repeated 2 times for credit.Prerequisites:Upper division in Visualization; approval of instructor and undergraduate program coordinator.","Credits 0 to 4. 


0 to 4 Other Hours."
"VIST - Visual Studies (VIST)","VIST 494","Internship","Credits 3 to 6. 


3 to 6 Other Hours.Practical experience in a visualization related company; equivalent of 480-600 hours over at least 12-15 weeks; departmental pre-approval through the departmental internship coordinator required; post evaluation conducted following the internship. May be taken two times for credit.Prerequisites:Upper division in Visualization and approval of Visualization intern coordinator.","Credits 3 to 6. 


3 to 6 Other Hours."
"VLCS - Vet Large Animal Clin Sc (VLCS)","VLCS 422","Equine Disease and Epidemiology","Credits 3. 
3 Lecture Hours.Principles and methods of epidemiology applied to equine health and prevention and control of selected equine infectious diseases.Prerequisite:Enrollment in equine certificate and junior or senior classification, or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VLCS - Vet Large Animal Clin Sc (VLCS)","VLCS 485","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed individual study of selected problems in biomedical sciences approved by instructor. May be repeated for credit.Prerequisites:Senior classification in biomedical science and approval of department head.","Credits 0 to 4. 


0 to 4 Other Hours."
"VLCS - Vet Large Animal Clin Sc (VLCS)","VLCS 491","Research","Credits 1 to 4. 


1 to 4 Other Hours.Research conducted under the direction of faculty member in large animal clinical services. May be taken three times for credit.Prerequisites:Junior or senior classification in biomedical sciences; approval of instructor.","Credits 1 to 4. 


1 to 4 Other Hours."
"VSCS - Vet Small Animal Clin Sc (VSCS)","VSCS 485","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed individual study of a selected problem in biomedical sciences approved by instructor. May be repeated for credit.Prerequisites:Junior or senior classification and approval of department head and instructor.","Credits 0 to 4. 


0 to 4 Other Hours."
"VSCS - Vet Small Animal Clin Sc (VSCS)","VSCS 491","Research","Credits 1 to 4. 


1 to 4 Other Hours.Research conducted under guidance of the Small Animal Clinical Sciences faculty. May be taken three times for credit.Prerequisites:Junior or senior classification in Biomedical Sciences; approval of instructor.","Credits 1 to 4. 


1 to 4 Other Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 212","Genetics in the News","Credits 3. 
3 Lecture Hours.Use of contemporary news articles from the popular press to delve into the science of genetics and genomics and their methodologies to gain a deeper understanding of how data is analyzed and interpreted leading to news headlines.Prerequisites:Sophomore classification or approval of instructor; high school or college course in biology recommended.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 221","Great Diseases of the World","Credits 3. 
3 Lecture Hours.Great infectious and parasitic diseases; introduction to the major diseases affecting humans and other mammals including plague, tuberculosis, AIDS and malaria.Prerequisite:Freshman or sophomore classification.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 285","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed individual study of selected problems in microbiology, parasitology, immunology, genetics or pathology as approved by instructor.Prerequisites:Approval of department head; freshman or sophomore classification.","Credits 0 to 4. 


0 to 4 Other Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 289","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours.Selected topics in an identified area of veterinary pathobiology. May be repeated for credit.Prerequisite:Freshman classification.","Credits 1 to 4. 
1 to 4 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 301/RWFM 309","Wildlife Diseases","Credits 3. 
3 Lecture Hours.Basic mechanisms of diseases as they occur in wildlife populations; interplay of habitat requirements, individual physiological requirements and disease producing mechanisms of varied wildlife species.Prerequisite:Junior classification or approval of department head.Cross Listing:RWFM 309/VTPB 301.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 303","Medical Communication in the International Community","Credits 3. 
3 Lecture Hours.To develop an awareness that there is a culture associated with the practice of veterinary and human medicine in other countries.Prerequisite:Junior or senior classification.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 334","Poultry Diseases","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.Poultry sanitation and diseases. Prevention and control of environmental, nutritional, parasitic and contagious diseases.Prerequisites:BIOL 107orBIOL 111; junior or senior classification.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 405","Biomedical Microbiology","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.Fundamentals of bacteriology, mycology, virology, infectious diseases, immunology and identification of pathogenic microorganisms.Prerequisites:Grade of C or better inBIOL 112andCHEM 228; grade of C or better inMATH 142,MATH 147,MATH 151, orMATH 171; grade of C or better inPHYS 202; junior or senior classification.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 407","Advanced Veterinary Microbiology Laboratory","Credits 1 to 3. 

1 to 4 Lab Hours.Modular course (one credit per module) that covers immunological and molecular techniques used with bacteria, parasites and viruses in animals for diagnostic and identification purposes.Prerequisites:VTPB 405,VTPB 409andVTPB 438or concurrent enrollment; junior or senior classification.","Credits 1 to 3. 

1 to 4 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 408","Clinical Microbiology","Credits 3. 
3 Lecture Hours.Conceptual basis for understanding pathogenic microorganisms and the mechanisms by which they cause disease in the human body; operates in an integrated manner with the spectrum of microorganisms including viruses, bacteria, fungi and parasites, describing the factors common to all infectious diseases; molecular biology, pathology and immunology explain the mechanisms for spread, immune response and recovery.Prerequisites:VTPB 405orBIOL 456andVTPB 409orBIOL 454.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 409","Introduction to Immunology","Credits 3. 
3 Lecture Hours.Diverse concepts relative to immunologic mechanisms inherent to domestic and laboratory animals.Prerequisite:Advanced classification.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 410","Cell Mechanisms of Disease","Credits 3. 
3 Lecture Hours.Mechanisms, morphologic manifestations and clinical signs of disease processes at the cellular level.Prerequisites:CHEM 227andCHEM 228, or equivalent; junior or senior classification; biomedical sciences major, biomedical engineering major or related field.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 411","One Health and Tropical Ecology","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Traditional lectures, guest lectures, field excursions, field laboratories, discussions, readings, student oral presentations and case studies; form and function of healthy ecosystems, various forms of ecosystem perturbation and how perturbations influence ecosystem, animal, and human health.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 415","Immunogenetics and Comparative Immunology","Credits 3. 
3 Lecture Hours.Genetic mechanisms used to diversify immune receptors; immunoglobulins, T cell receptors, major histocompatibility complex, natural killer cell receptors, toll-like receptors and many others; selected comparative and veterinary examples of different immune recognition systems; evolution of the immune system.Prerequisites:Junior or senior classification,GENE 320/BIMS 320andVTPB 409or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 421","Infectious Diseases of Humans and Animals","Credits 3. 
3 Lecture Hours.Pathogenesis of selected bacterial pathogens of humans and animals; bacterial virulence factors, host immune responses; current concepts of extracellular, facultative intracellular and obligate intracellular bacterial diseases.Prerequisites:Junior or senior classification.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 425","Biomedical Microbiology","Credits 3. 
3 Lecture Hours.Fundamentals of microbiology: bacteriology, mycology, virology, infectious diseases, immunology and identification of pathogenic microorganisms; specific emphasis on infectious diseases of humans and animals.Prerequisites:Grade of C or better inBIOL 112,CHEM 258, andPHYS 202; grade of C or better inMATH 142,MATH 147,MATH 151, orMATH 171; junior classification in Biomedical Sciences; may have concurrent enrollment withVTPB 426.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 426","Biomedical Microbiology Laboratory","Credit 1. 

2 Lab Hours.Fundamentals of microbiology: mycology, virology, infectious diseases, immunology and identification of pathogenic microorganisms. Emphasis on infectious diseases of humans and animals.Prerequisites:Junior classification in BIMS; may be taken concurrently withVTPB 425.","Credit 1. 

2 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 438","Biomedical Virology","Credits 3. 
3 Lecture Hours.Fundamental study of nature and characteristics of human and animal viruses; classification, morphology, chemical structure, ability to cause disease and nature of resulting disease.Prerequisite:3 hours of microbiology or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 460","Mammalian Cell Pathobiology","Credits 3. 
3 Lecture Hours.Cell signaling and organelle perspective of pathogenesis, mechanisms leading to a disease state; fundamental understanding of structural and functional properties of mammalian cells; molecular and cellular mechanisms underlying health-disease transitions.Prerequisites:BIOL 111andBIOL 112, junior or senior classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 485","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed individual study of selected problems in microbiology, parasitology, immunology, genetics or pathology as approved by instructor.Prerequisites:Approval of department head; junior or senior classification.","Credits 0 to 4. 


0 to 4 Other Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 487","Biomedical Parasitology","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.Helminth and protozoan parasites of medical and veterinary importance; life cycles, morphology, taxonomic classification, economic and public health aspects and current topics in parasitic diseases.Prerequisites:BIOL 107orBIOL 111; junior classification or approval of instructor.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 489","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified area of microbiology, pathology, genetics, immunology, parasitology, or physiological chemistry. May be repeated for credit.Prerequisites:Junior or senior classification and approval of department head.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
"VTPB - Veterinary Pathobiology (VTPB)","VTPB 491","Research","Credits 3. 


3 Other Hours.Research conducted under the direction of faculty member in biomedical sciences.Prerequisites:Junior or senior classification, or approval of instructor.","Credits 3. 


3 Other Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 123","Foundations of Physiology","Credits 3. 
3 Lecture Hours.Introduction to fundamental concepts in physiology and the practice of physiology research through exploration of mathematical models used in physiology research; emphasis on prediction of complex adaptive behavior in health and disease from elementary math, physics, chemistry and biology.Prerequisite:Freshman or sophomore classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 207","Methodologies of Physiology Education Research","Credits 3. 
3 Lecture Hours.Creation and practice of physiology education research through quantitative, qualitative and mixed-methodology approaches; preliminary development of team-based research projects; emphasis on production and formal presentation of basic research using human subjects in a variety of physiology education topics.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 208","Analysis and Evaluation of Physiology Education","Credits 3. 
3 Lecture Hours.Analysis and evaluation of research in physiology education; design of proper analytical techniques in quantitative, qualitative and mixed-methods analyses; emphasis on production of publishable applied research in physiology.Prerequisite:VTPP 207or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 223","Design of Experiments for Physiology Research","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Team or group formulation and refinement of novel hypotheses and design of controlled in vitro experiments; emphasis on production of publishable research in physiology.Prerequisite:VTPP 123or approval of instructor.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 224","In Vitro Experimentation in Physiology Research","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Team or group collection, analysis and interpretation of data from in vitro experiments; emphasis on production of publishable research in physiology.Prerequisite:VTPP 223or approval of instructor.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 234","Design of Models for Physiology Research","Credits 3. 
3 Lecture Hours.Team or group design of novel models of physiological systems to predict homeostatic behavior arising from the interaction of subsystems; mastering bioinformatics toolboxes to process NextGen-omics data; emphasis on production and formal presentation of basic research in physiology.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 235","Analysis and Validation of Models for Physiology Research","Credits 3. 
3 Lecture Hours.Team or group analysis and validation of models of physiological systems to explain disease states and design potential clinical interventions; analysis of NextGen-omics data; emphasis on production of publishable applied research in physiology.Prerequisite:VTPP 234or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 281","Seminar","Credits 4. 


4 Other Hours.Exposure to scientists from a variety of biomedical disciplines through attendance at seminars followed by review and discussion of current scientific work in physiology and related subjects, and subsequent student seminar presentations.Prerequisites:Freshman or sophomore classification; approval of instructor.","Credits 4. 


4 Other Hours."
