"subject","course_code","course_name","description","credits"
"Mathematics and Statistics","MATH 285","Advanced Topics in Mathematics","3 Selected topics in Mathematics. Topics vary each semester. A maximum of 12 units may be repeated.     Course may be repeated for credit for up to 12 units.  Prerequisite(s):Suitable upper division background in mathematics set by instructor.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 285A","Advanced Topics in Applied Mathematics","3 Selected topics in Applied Mathematics. Topics vary each semester.     Course may be repeated for credit for up to 12 units.  Prerequisite(s):Upper-division coursework in applied mathematics or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 285M","Advanced Topics in Pure Mathematics","3 Selected topics in Pure Mathematics. Topics vary each semester.     Course may be repeated for credit for up to 12 units.  Prerequisite(s):Upper-division coursework in mathematics or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 287","Professional Development in College Teaching","1 Required for all teaching assistants in the master’s program. Practical and technical aspects of college teaching; current pedagogical techniques and educational issues.     Course may be repeated for credit for up to 2 units.  Corequisite(s):TA position in the Mathematics and Statistics Department  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 288I","Statistics Internships","3 Professional work experience under the supervision of a statistician.     Course may be repeated 3 times for a total of 9 units but may only count once towards the degree.  Prerequisite(s):Graduate standing and MS Statistics Project Coordinator consent.  Grading:Mandatory Credit/No Credit/RP     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 288J","Applied Mathematics Internship","3 Professional work experience under the supervision of an applied mathematician.     Course may be repeated but only 3 units may count towards the degree.  Prerequisite(s):Graduate standing in the MS Math program and instructor consent.  Grading:Credit/No Credit/RP.     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 295E","Mathematics Comprehensive Exam Preparation","3 Preparation for Mathematics Master’s Comprehensive Examination. Review of topics and representative problems covered by the various parts of the Exam. CR grade assigned when student has passed both parts of the Comprehensive Exam. Successful completion satisfies graduate Culminating Experience requirement.      Prerequisite(s):Approval of Mathematics Graduate Advisor is required. Students must file for Advancement to Candidacy before enrolling. Not open to students electing Thesis/Writing Project option.  Grading:Mandatory Credit/No Credit/RP     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 297A","Preparation for Writing Project, Research Project or Thesis","3 Supervised individual research and project work to prepare for a master’s writing project, research project or thesis.     Course may be repeated for credit for up to 6 units.  Prerequisite(s):Fully classified standing in the MS/MA Math or MS Statistics program, department chair consent.  Corequisite(s):GWAR  Grading:Credit/No Credit/RP.     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics and Statistics","MATH 298","Special Study","1-4 Advanced individual research and writing projects.     Course may be repeated but only a total of 4 units may count towards the degree.  Prerequisite(s):Advancement to candidacy for the MA or MS degree, MATH 297A and instructor consent. Not available to Open University Students.  Grading:Credit/No Credit/RP.     Class Schedule|Syllabus Information|University Bookstore","1-4"
"Mathematics and Statistics","MATH 299","Master’s Thesis","1-4   Course may be repeated but only a total of 4 units may count towards the degree.  Prerequisite(s):Advancement to candidacy for the MA or MS degree, MATH 297A and instructor consent. Not available to Open University Students.  Grading:Credit/No Credit/RP.     Class Schedule|Syllabus Information|University Bookstore","1-4"
"Mathematics and Statistics","MATH 1001S","Supported Instruction for MATH 1","1 Reviews relevant background material prior to the corresponding content for MATH 1 .   Misc/Lab: Activity 2 hours.   Course may be repeated for credit for up to 3 units.  Corequisite(s):MATH 1 . Required corequisite for enrollment category M-III and M-IV students in MATH 1 .  Grading:Credit/No Credit/No Degree Credit.   Note(s):No Degree Credit.     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1010AS","Support Course for Math 10A","1 Support course that reviews relevant background material prior to the corresponding content for MATH 10A .   Activity 2 hours   Course may be repeated for credit for up to 3 units.  Prerequisite(s):Required for MATH 10A students in Math Enrollment Categories III/IV.  Grading:Credit/No Credit/No Degree Credit     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1010DS","Support Course for MATH 10D","1 Support course that reviews relevant background material prior to the corresponding content for MATH 10D .   Activity 2 hours.   Course may be repeated for credit for up to 3 units.  Prerequisite(s):Required for MATH 10D students in Math Enrollment Categories III/IV.  Grading:Credit/No Credit/No Degree Credit     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1010PS","Support Course for Math 10P","1 Corequisite support course to review relevant background material prior to the corresponding content for MATH 10P .   Activity 2 hours   Course may be repeated for credit for up to 3 units.  Corequisite(s):Required for MATH 10P students in Math Enrollment Categories III/IV.  Grading:Credit/No Credit/No Degree Credit     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1012S","Supported Instruction for Math 12","1 Reviews relevant background material prior to the corresponding content for MATH 12. Required corequisite for enrollment category M-III and M-IV students in MATH 12.   Activity 2 hours.    Corequisite(s):MATH 12.  Grading:Credit/No Credit   Note(s):No Degree Credit.     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1015W","Statway Supplemental Activity","1 Supplemental activity course for Statway students who complete UNVS 15F (Statway A) with a grade below C-. Includes review of UNVS 15F and supporting activities for UNVS 15 .   Misc/Lab: Activity 2 hours.   Course may be repeated for credit for up to 3 units.  Corequisite(s):UNVS 15  Grading:Credit/No Credit/No Degree Credit   Note(s):No Degree Credit.   Cross-listed with UNVS 1015W . Mathematics and Statistics is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1018AS","Support Course for MATH 18A","1 Support course that reviews relevant background material prior to the corresponding content for MATH 18A .  Required for Category M-III and Category M-IV students in MATH 18A .   Misc/Lab: Activity 2 hours.   Course may be repeated for credit for up to 3 units.  Corequisite(s):MATH 18A .  Grading:Credit/No Credit/No Degree Credit   Note(s):Credit/No credit, No Degree Credit.     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MATH 1019S","Supported Instruction for MATH 19","1unit(s)Reviews relevant background material prior to the corresponding content forMATH 19.Misc/Lab: Activity 2 hours.Course may be repeated for credit for up to 3 units.Corequisite(s):Required corequisite for Math Enrollment Category III/IV students inMATH 19.Grading:Credit/No Credit/No Degree CreditClass Schedule|Syllabus Information|University Bookstore",""
"Mathematics and Statistics","MATH 1290R","Culminating Experience Supervision","1 Continued work on thesis or project.     Course may be repeated for credit for up to 16 units.  Prerequisite(s):Outstanding RP grade in a preceding semester in a project or thesis class  Grading:Credit/No Credit/No Degree Credit   Note(s):No Degree Credit.     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics and Statistics","MTED 280","Research in Math Education","3 Theories of learning mathematics; recent trends in mathematics curriculum and pedagogy; types of research in mathematics education; methods of conducting research in mathematics education; developing research questions; conducting library research; and synthesis of research in various areas of mathematics education.      Prerequisite(s):Graduate-level core class for the MA Math, MS Math, or MS Statistics, or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics Education","MTED 184S","Math Education Phase II Seminar","1 This seminar will support the student teaching field experience. Students will be asked to extend their pedagogical content knowledge in light of their phase II experiences and will be supported in the preparation of their Performance Assessment for California Teachers.      Prerequisite(s):EDSC 184X and good standing in the Secondary Education Credential program  Corequisite(s):MTED 184Y and/or MTED 184Z  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","1"
"Mathematics Education","MTED 184X","Student Teaching Phase I","4 Student teaching in Mathematics Education (Phase I) is designed to provide students with the experiences they need to be successful in Phase II. During the Phase I semester, student teachers work with their mentor teacher in a mathematics classroom one period each day, with additional times set aside each week to confer, debrief, and plan.      Prerequisite(s):MTED 394  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","4"
"Mathematics Education","MTED 184Y","Student Teaching II - Classroom Teaching","4 Minimum 80-120 class periods of classroom teaching, laboratory or field teaching in appropriate single subjects, grades K-12 and related teaching activities. Attendance at a weekly seminar is required.      Prerequisite(s):MTED 394 and joint approval of Mathematics and Education departments.  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","4"
"Mathematics Education","MTED 184Z","Student Teaching III - Classroom Teaching","4 Same as MTED 184Y , including the seminar, but in a different course. May be in a different school.      Prerequisite(s):MTED 394 and joint approval of the Mathematics and Teacher Education Departments.  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","4"
"Mathematics Education","MTED 394","Secondary Mathematics Methods","3 The place and function of mathematics in secondary education, improvement and evaluation of instruction. Teaching the subject matter of secondary mathematics.      Prerequisite(s):Passing score on all 3 CSET math exams or be within 3 courses of completing the subject matter preparation program, or instructor consent.  Grading:Letter Graded.     Class Schedule|Syllabus Information|University Bookstore","3"
"Mathematics Education","MTED 394F","Middle School Mathematics Methods","3 The place and function of mathematics in middle grades education, improvement and evaluation of instruction. Teaching the subject matter of middle grades mathematics.      Prerequisite(s):EDEL 108D , Passing scores on CSET I and II or Instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 20","Design and Graphics","2 Introduction to design and graphical solutions to three-dimensional design problems involving points, lines, surfaces and solids. Development of visualization and technical sketching skills in conjunction with orthographic and pictorial projections. Focus on computer-aided design and graphical analytical methods.   Lecture 1 hour/lab 3 hours.    Pre/Corequisite(s):ENGR 10 for Engineering majors; no requisite for Technology majors.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","2"
"Mechanical Engineering","ME 30","Computer Applications","3 Using a computer to solve engineering problems through programming and the use of engineering application procedures. Use of procedural and informational problem solving methods and practices applied to software design, application, programming and testing.   Misc/Lab: Lecture 2 hours/lab 3 hours.    Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 41","Machine Shop Operations and Safety","1 Introduction to basic machine shop safety and skills. Fabrication of mechanical components and assemblies from engineering drawings, performing tolerance inspection and developing fabrication process plans.   3 hours lab.   Course is repeatable for up to 3 units.  Prerequisite(s):ME 20 or TECH 20 or CE 20 or equivalent.  Grading:Letter Graded   Cross-listed with TECH 41 . Technology is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","1"
"Mechanical Engineering","ME 42","Manufacturing and Machine Shop Projects and Practices","1 Individual manufacturing processes and machine shop practices. Fabrication of mechanical components and assemblies in fulfillment of senior, course, special, and approved student club assignments and projects.   Misc/Lab: 3 hours lab   Course may be repeated for credit for up to 4 units.  Prerequisite(s):TECH 41 / ME 41 (with grade “C-” or better).  Grading:Credit/No Credit   Cross-listed with TECH 42 . Technology is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","1"
"Mechanical Engineering","ME 92","International Program Studies","1-12 Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.      Grading:Mixed Grading     Class Schedule|Syllabus Information|University Bookstore","1-12"
"Mechanical Engineering","ME 100","Mechanical Engineering Career Development","1 Further intellectual, personal, and professional growth in Mechanical Engineering. Directed discussions and activities focused on building professional presence and communication strategies for a professional career starting with the internship and ending with employment post-graduation.      Prerequisite(s):ENGL 1B or second semester Composition Course, Mechanical Engineering Majors Only.  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","1"
"Mechanical Engineering","ME 101","Dynamics","3 Vector mechanics. Two and three dimensional motion of particles and rigid bodies. Force, energy and momentum principles.      Prerequisite(s):CE 95 or CE 99 , and MATH 32 (each with a grade of “C-” or better). Sophomore or upper division standing. Allowed Declared Majors: Any Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 101H","Honors Dynamics","3 Kinematics and dynamics of particles and rigid bodies. Mass distribution, forces, moments, and torques. Principles of work, power, potential and kinetic energy, impulse, and momentum. Laws of motion. Computational solutions to equations governing dynamic systems. Demonstrations and physical examples.      Prerequisite(s):MATH 32 and either CE 95 or CE 99 (each with a grade of “B” or better).  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 105","Introduction to Mechatronic Systems","3 Mechatronics for non-ME students. Topics include analog and digital electronics, sensors, actuators, microcontrollers, microcontroller interfacing to electromechanical systems, computer modeling/simulation, and signal processing/control. Includes hands-on laboratory experiments with components used in the design of mechatronic products.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):EE 98 , CMPE 30 (or equivalent).  Grading:Letter Graded.     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 106","Fundamentals of Mechatronics Engineering","4 Foundational concepts in mechatronics including analog and digital electronics, sensors, actuators, microprocessors and microprocessor interfacing to electromechanical systems. Hands-on laboratory experiments with components and measurement equipment used in the design of mechatronic products.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):EE 98 and ME 30 (or CS 49C or EE 30 or CMPE 30 or their equivalents) (each with a grade of “C-” or better ). For Engineering Technology majors: TECH 60 and MATH 71 (each with a grade of ‘C-’ or better).  Grading:Letter Graded   Cross-listed with EE 106 . Mechanical Engineering is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","4"
"Mechanical Engineering","ME 109","Heat Transfer in Electronics","3 Introduction to thermodynamics and heat transfer, including conduction, convection and radiation. An emphasis on applications for electronics; including heat transfer in computer components, heat sinks, liquid and air cooling and heat pipes.      Prerequisite(s):EE 98 , PHYS 51 and one of the following courses: MATH 39 or MATH 33LA . Allowed Declared Majors: Computer Engineering, Electrical Engineering, Engineering, Industrial and Systems Engineering.  Grading:Letter Graded   Cross-listed with CHE 109 . Chemical Engineering is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 110","Manufacturing Processes","3 Fundamentals of manufacturing processes such as machining, forming, casting, molding and welding. Surface treatments, powder-based processes, and microfabrication methods. Materials behavior and selection for manufacturing. Geometric dimensions and tolerancing.      Prerequisite(s):ME 20 with a grade of “C-” or better.  Pre/Corequisite(s):MATE 25 .  Grading:Letter Graded   Cross-listed with ISE 110 . Mechanical Engineering is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 111","Fluid Mechanics","3 Fluid properties, statics, dynamics of fluids; continuity, linear and angular momentum and energy principles. Viscous and non-viscous flow. Pumps, turbines, flow in pipes and around submerged obstacles. Dimensional analysis and dynamic similitude.      Prerequisite(s):CE 95 or CE 99 , and MATH 32 (each with a grade of “C-” or better). Sophomore or upper division standing. Allowed Declared Majors: Engineering, Civil Engineering, Industrial and Systems Engineering, Materials Engineering, Mechanical Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 113","Thermodynamics","4 Properties of simple compressible substances, ideal gas and other equations of state. First and Second Laws of Thermodynamics, energy, and irreversibility. Power cycles and refrigeration cycles. Gas mixtures, gas-vapor mixtures, and air conditions processes.      Prerequisite(s):PHYS 52 , and MATH 32 (with a grade of ‘C-’ or better in each).  Pre/Corequisite(s):ME 111  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","4"
"Mechanical Engineering","ME 114","Heat Transfer","3 Conduction, convection and radiation heat transfer with applications. Analytical, experimental, and computational methods of analyzing heat transfer behavior.      Prerequisite(s):MATH 33A or MATH 33LA , and ME 113 (each with a grade of ‘C-’ or better).  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 115","Thermal Engineering Laboratory","1 Thermodynamics and heat transfer experiments. Temperature, pressure, and flow rate measurements. Technical reports and presentations.   Lab: 3 hours.    Pre/Corequisite(s):ME 114 .  Grading:Letter Graded.     Class Schedule|Syllabus Information|University Bookstore","1"
"Mechanical Engineering","ME 120","Experimental Methods","2 Theory and practice of experimental methods and sensors for mechanical measurements; statistical and uncertainty analysis; computer-hosted data acquisition, processing and analysis; formal report writing and presentations.   Lecture 1 hour/lab 3 hours.    Prerequisite(s):CE 112 and ENGR 100W (with a grade of ‘C-’ or better in each).  Pre/Corequisite(s):ME 130 . AE majors may use AE 162 and AE 168 to satisfy corequisite requirements.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","2"
"Mechanical Engineering","ME 130","Applied Engineering Analysis","3 Analytic models for physical systems in mechanical engineering. Practical interpretations of analytical solutions. Introduction to linear algebra and statistics.      Prerequisite(s):MATH 33A and ME 101 (each with a grade of “C-” or better). Allowed Declared Majors: Mechanical Engineering.  Pre/Corequisite(s):ME 113 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 131","Artificial Intelligence in Mechanical Engineering","3 Machine Learning. Deep Learning. ​​Generative AI Models. Impact of AI on mechanical engineering. Applications of AI in mechanical engineering.      Prerequisite(s):ME 30; ME 130.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 135","Introduction to Composite Materials","3 Introduction to theory, application, and design with composite materials, including high performance resin-matrix fibrous composites and metal-matrix materials. Topics include materials, test techniques, environmental effects, design considerations, and application requirements.      Prerequisite(s):MATE 25 with a grade of “C-” or better.  Grading:Letter Graded   Cross-listed with MATE 135 . Materials Engineering is responsible for scheduling.  SustainabilityRelated-SDG 12: Responsible Consumption and Production Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 136","Design for Manufacturability","3 Principles and practice of design and manufacturability, design parameters; manufacturing techniques; reliability; design for quality, assembly and environmental considerations; case study projects and laboratory activities.      Prerequisite(s):ME 110 and either ME 154 or AE 114 , all with C- or better.  Grading:Letter Graded   SustainabilityRelated-SDG 12: Responsible Consumption and Production Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 147","Dynamic Systems Vibration and Control","3 Mathematical representation of dynamic systems. Damped and undamped free and forced vibrations for single and multiple degree of freedom systems. Vibration control and isolation. Dynamic analysis of control systems. Transient response, frequency response and the stability criteria. State-variables approach. Feedback and feedforward compensation. Emphasis on engineering problems involving analysis and design.      Prerequisite(s):ME 130 (with a grade of ‘C-’ or better). Upper Division Standing. Allowed Declared Majors: Aerospace Engineering, Mechanical Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 149","Engineering Acoustics","3 Generation, transmission and absorption of sound. Noise measurement. Applications to architectural design, control and reduction of noise.      Prerequisite(s):ME 130 . Upper division standing.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 154","Mechanical Engineering Design","4 Introduction to the design and analysis of mechanisms and machine elements. Linkage synthesis. Kinematic and dynamic analysis of mechanisms. Application of statics, dynamics, strength of materials, static failure theories and fatigue theory to the design of machine components. Threaded fasteners. Group design project.      Prerequisite(s):ME 20 , ME 101 , CE 112 , MATE 25 , all with a C- or better. Junior or senior only. Allowed Declared Majors: Any Engineering.  Pre/Corequisite(s):TECH 41 / ME 41 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","4"
"Mechanical Engineering","ME 157","Mechanical System Design","3 Introduction to the mechanical design process. Design and selection of specific machine components including springs, bearings, brakes, clutches and gears. Introduction to fatigue design using fracture mechanics. Application of plastics, composite materials and finite element methods in design. Group design project. Computer applications in the design process and in design optimization.      Prerequisite(s):ME 130 , ME 154 with a grade of ‘C-’ or better.  Pre/Corequisite(s):ME 110 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 160","Introduction to Finite Element Method","3 Matrix algebra, interpolation functions. Deformation and stress analysis, using truss, beam, plate and axisymmetric elements.      Prerequisite(s):ME 20 , CE 112 , and either ME 130 or MATH 39 , (each with a grade of “C-” or better).  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 165","Computer-Aided Design in Mechanical Engineering","3 Theory and application of CAD. 2-dimensional and 3-dimensional modeling, commercial CAD software. Application to finite element analysis.      Prerequisite(s):ME 20 , CE 112 , and either ME 130 or MATH 39 , (each with a grade of “C-” or better). Allowed Declared Majors: Aerospace Engineering, Mechanical Engineering  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 167","Introduction to Engineering Biomechanics","3 Introduction to the mechanical behavior of biological systems including cells, biological fluids, blood vessels, blood circulation, and the muscular-skeletal system. Skeletal kinematics and dynamics. Application of engineering fundamentals to the human body and functional relationships between biological structures.      Prerequisite(s):ME 101 or BME 165 with a C- or better.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 168","Microfluid Fabrication and Design","1 Hands-on design, fabrication, and testing of microfluidic devices. Processes including photolithography, soft lithography, and plasma bonding. Design problems for microfluidic devices. Introduction to microfluidics simulation.      Prerequisite(s):MATE 25 or MATE 153 or MATE 129 / EE 129 .  Grading:Letter Graded   Cross-listed with EE 168 / MATE 168 . Mechanical Engineering is responsible for scheduling.    Class Schedule|Syllabus Information|University Bookstore","1"
"Mechanical Engineering","ME 170","Solar Energy Engineering","3 Fundamentals of solar energy engineering, basic principles, design and operation of solar systems. Solar energy generation, storage and system efficiency.      Prerequisite(s):EE 98 and either ME 109 , ME 114 or CHE 190 (with a grade of “C-“ or better in each).  Grading:Letter Graded   SustainabilityFocused-SDG 7: Affordable and Clean Energy Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 171","Energy Management in Manufacturing","3 Working principles of major energy consuming equipment in manufacturing facilities; fundamentals of energy analysis; energy saving measures in industrial facilities; utility analysis for natural gas and electricity; lighting, air conditioning, pumps, fans, motors, process heating and cooling, compressed air, steam.      Prerequisite(s):MATH 32 , PHYS 51 , and declared engineering major, or instructor’s consent.  Grading:Letter graded.     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 172","Alternative and Renewable Energy Resources","3 An introduction to alternative energy sources such as solar, wind, nuclear, geothermal, hydroelectric, biomass and fuel cell. Stationary power generation and storage.      Prerequisite(s):ME 114 or CHE 109 / ME 109 or CHE 190 .  Grading:Letter Graded   SustainabilityFocused-SDG 7: Affordable and Clean Energy Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 175","Design and Simulation of Energy Systems","3 Analysis, design and simulation of energy systems including renewable, distributed, and hybrid systems. Various energy simulations tools are introduced and utilized.      Prerequisite(s):ME 113 and ME 130, or instructor consent.  Grading:Letter Graded   High Impact Practice: Collaborative Assignments and Projects.     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 180","Individual Studies","1-3 Individual work on special topics. By arrangement.      Prerequisite(s):Upper division standing and instructor consent. Allowed Declared Majors: Aerospace Engineering, Mechanical Engineering. Not available to Open University Students.  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","1-3"
"Mechanical Engineering","ME 181","Fundamentals of Biosensors","3 Operating principles, design and applications of the most commonly used biosensors: Electrochemical (Potentiometric, Amperometric, Voltammetric), Optical-based (Fluorescence, Electrophoresis, and Fiber Optic), Piezoelectric-based (Mechano, QCM Enzyme/Cell, Acoustic), and AFM (Atomic Force Microscopy) biosensors/transducers. Immunosensors and biosensors for virus detection. Biosensor signal processing and electronics. Biosensor design, materials, and applications. Case studies to explore state-of-the-art biosensor products. Invited speakers to share their first-hand experience in biosensor design and manufacturing. Term projects to design practical and functional biosensors.      Prerequisite(s):EE 98 with a C- or better  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 182","Thermal Systems Design","3 Integration of thermodynamics, fluid mechanics, heat transfer and economics in the design of energy conversion and transfer systems, e.g., power generation, electronics and human thermal control.      Prerequisite(s):ME 114 , and either ME 111 or AE 160 (with a grade of ‘C-’ or better in each).  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 183","HVAC Systems Design","3 Calculation of heating and cooling loads. Psychrometrics and human comfort. Heating, ventilation and air conditioning systems and equipment. Design of secondary systems for heating and cooling of buildings.   Misc/Lab: Lecture 2 hours/lab 3 hours.    Pre/Corequisite(s):ME 114 . Junior or senior only. Allowed Declared Major: Mechanical Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 185","Hybrid and Electric Vehicle Fundamentals","3 This course covers the key technical fundamentals of hybrid and electric vehicles including propulsion system design, controls, batteries and storage management, electric machines and power electronics. Review of critical technologies and components used in modern hybrid and electric vehicles. Hands-on experience through demonstrations, laboratory activities, and a term project. Guest speakers will present technical seminars on selected topics.      Prerequisite(s):EE 98 and ME 130 , both with a C- or better  Grading:Letter Graded   SustainabilityFocused-SDG 13: Climate Action Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 186","Automotive Engineering","3 Overview of automotive engineering including aerodynamics, structures, suspension, steering, brakes and drive-train. Application of engineering principles in automotive design and analysis. Use of vehicle dynamic simulation for performance analysis.      Prerequisite(s):ME 114 , ME 130 , ME 154 with a grade of C- or better in each.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 187","Automatic Control Systems Design","3 Analysis of dynamic systems in time and frequency domain. Design of automatic control systems. Analog and digital control systems design. Computer aided control system design and performance evaluation.      Prerequisite(s):ME 147 with a grade of C- or better. Junior or senior only. Allowed Declared Majors: Aerospace Engineering, Mechanical Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 190","Mechatronics System Design","3 Process modeling from test data. Computer-aided dynamic system control analysis and design. Application and integration of micro-controller for digital process and servo control. Development of smart and intelligent products with micro-controller.   Lecture 2 hours/lab 3 hours.    Prerequisite(s):ME 106 , ME 130 (with a grade of ‘C-’ or better).  Pre/Corequisite(s):ME 147 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 192","Robotics and Manufacturing Systems","3 Scientific and engineering principles of robotics in the area of mechanical manipulation, dynamics, sensing, actuation, control, computer vision and manufacturing automation application. Motor, motion control, digital control devices application and integration.   Misc/Lab: Lecture 2 hours/lab 3 hours.    Prerequisite(s):ME 106 and ME 130 (with a grade of ‘C-’ or better in each).  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 192I","International Program Studies","1-6 Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.      Grading:Mixed Grading     Class Schedule|Syllabus Information|University Bookstore","1-6"
"Mechanical Engineering","ME 195A","Senior Design Project I","3 First half of a one-year team project carried out under faculty supervision. Project proceeds from problem definition to analysis, design and validation, experimentation including possible construction and testing.   Misc/Lab: Lab 3 hours.  SatisfiesUD Area: 4. Self, Society, and Equality in the U.S. (Formerly Area S) - when taken as part of the ME major sequence.   Prerequisite(s):ME 114 , ME 154 and ENGR 100W (with a grade of ‘C-’ or better in each).  Pre/Corequisite(s):ME 120 , good standing in the program with an approved major form.  Grading:Letter Graded   Note(s):ME 195A and ME 195B sequence must be completed in the same academic year. Meets SJSU Studies Area S and V when course is taken in combination with: ME 195B , ENGR 195A and ENGR 195B .     Class Schedule|Syllabus Information|University Bookstore","3"
