"course_code","course_name","course_credits"
"PNH 611","PNH 611 - Research Methods","3 credits"
"PNH 612","PNH 612 - Human Resources in Organizations","3 credits"
"PNH 614","PNH 614 - Organization Theory","3 credits"
"PNH 615","PNH 615 - Public Financial Administration","3 credits"
"PNH 616","PNH 616 - Public Policy Analysis","3 credits"
"PNH 620","PNH 620 - Metropolitan Politics and Administration","3 credits"
"PNH 621","PNH 621 - Administrative and Regulatory Law","3 credits"
"PNH 630","PNH 630 - Health Administration and Service","3 credits"
"PNH 631","PNH 631 - U.S. Health Policy and Politics","3 credits"
"PNH 632","PNH 632 - Health Services Financial Management","3 credits"
"PNH 633","PNH 633 - Health Economics","3 credits"
"PNH 634","PNH 634 - Health Care Law and Ethics","3 credits"
"PNH 635","PNH 635 - Hospital Organization and Management","3 credits"
"PNH 636","PNH 636 - Health Care Quality Improvement","3 credits"
"PNH 637","PNH 637 - Health Care Practice Management","3 credits"
"PNH 638","PNH 638 - Continuing Care Organization and Management","3 credits"
"PNH 639","PNH 639 - Community Benefits Assessment and Management","3 credits"
"PNH 640","PNH 640 - Marketing for Public, Nonprofit and Health Organizations","3 credits"
"PNH 641","PNH 641 - Economic and Community Development","3 credits"
"PNH 642","PNH 642 - Conflict Management","3 credits"
"PNH 643","PNH 643 - Strategic Management and Planning","3 credits"
"PNH 644","PNH 644 - GIS in the Public Service","3 credits"
"PNH 645","PNH 645 - Opportunities in Aging Societies","3 credits"
"PNH 646","PNH 646 - Managerial Epidemiology for Health Administrators","3 credits"
"PNH 650","PNH 650 - Health Administration, Services, and Policy","3 credits"
"PNH 660","PNH 660 - Philanthropy and the Nonprofit Sector: History and Ethics","3 credits"
"PNH 661","PNH 661 - Nonprofit Management: Practices","3 credits"
"PNH 662","PNH 662 - Nonprofit Financial Management","3 credits"
"PNH 663","PNH 663 - Nonprofit Organizations, Advocacy and Public Policy","3 credits"
"PNH 664","PNH 664 - Program Evaluation","3 credits"
"PNH 665","PNH 665 - Nonprofit and Foundation Boards, Trustees and Governance","3 credits"
"PNH 666","PNH 666 - Foundations and Strategic Grantmaking","3 credits"
"PNH 667","PNH 667 - Fund Development","3 credits"
"PNH 668","PNH 668 - Grant Writing","3 credits"
"PNH 669","PNH 669 - Leadership Capstone","3 credits"
"PNH 670","PNH 670 - International NGO Management","3 credits"
"PNH 671","PNH 671 - Building Sustainable Communities","3 credits"
"PNH 674","PNH 674 - Health Advocacy and Built Environment in Public Administration","3 credits"
"PNH 680","PNH 680 - Special Topics in Public and Nonprofit Administration","1 to 3 credits"
"PNH 685","PNH 685 - Public Management Seminar","3 credits"
"PNH 690","PNH 690 - Public Administration Internship I","3 credits"
"PNH 691","PNH 691 - Public Administration Internship II","3 credits"
"PNH 693","PNH 693 - Research Project","3 credits"
"PNH 697","PNH 697 - Professional Learning","1 to 3 credits"
"PNH 699","PNH 699 - Directed Readings","3 credits"
"POL 101","POL 101 - Elementary Polish I","4 credits"
"POL 102","POL 102 - Elementary Polish II","4 credits"
"POL 180","POL 180 - Special Topics in Polish","1 to 4 credits"
"POL 201","POL 201 - Intermediate Polish I","4 credits"
"POL 202","POL 202 - Intermediate Polish II","4 credits"
"POL 380","POL 380 - Special Topics in Polish","1 to 6 credits"
"PSM 650","PSM 650 - Ethics and Professionalism in Applied Science","3 credits"
"PSM 662","PSM 662 - Seminar in Professional Science Practice","2 credits"
"PSM 691","PSM 691 - Internship","1 to 9 credits"
"PSM 697","PSM 697 - Professional Learning","1 to 3 credits"
"PSY 101","PSY 101 - Introductory Psychology","3 credits"
"PSY 300","PSY 300 - Research Methods in Psychology","3 credits"
"PSY 301","PSY 301 - Child Development","3 credits"
"PSY 303","PSY 303 - Psychopathology","3 credits"
"PSY 304","PSY 304 - The Psychology and Education of the Exceptional Child","3 credits"
"PSY 305","PSY 305 - Infant and Early Childhood Development","3 credits"
"PSY 310","PSY 310 - Behavior Modification","3 credits"
"PSY 311","PSY 311 - Controversial Issues in Psychology","3 credits"
"PSY 315","PSY 315 - Psychology of Sex Differences","3 credits"
"PSY 316","PSY 316 - The Psychology of Human Intimacy and Sexuality","3 credits"
"PSY 324","PSY 324 - Developmental Psychopathology","3 credits"
"PSY 325","PSY 325 - Educational Psychology","3 credits"
"PSY 326","PSY 326 - Intellectual/Developmental Disabilities","3 credits"
"PSY 330","PSY 330 - Foundations of Behavioral Neuroscience","3 credits"
"PSY 331","PSY 331 - Adolescent Development","3 credits"
"PSY 349","PSY 349 - Psychology Applied to Media","3 credits"
"PSY 350","PSY 350 - Psychology Research and Data Applications","3 credits"
"PSY 355","PSY 355 - Psychology and Culture","3 credits"
"PSY 357","PSY 357 - Psychology of Language","3 credits"
"PSY 360","PSY 360 - Social Psychology: Psychology's View","3 credits"
"PSY 361","PSY 361 - Perception","3 credits"
"PSY 362","PSY 362 - Environmental Psychology","3 credits"
"PSY 364","PSY 364 - Life Span Developmental Psychology","3 credits"
"PSY 365","PSY 365 - Cognition","3 credits"
"PSY 366","PSY 366 - Perspectives on Aging","3 credits"
"PSY 367","PSY 367 - Health Psychology","3 credits"
"PSY 370","PSY 370 - Cognitive Neuroscience","3 credits"
"PSY 375","PSY 375 - Comparative Psychology","3 credits"
"PSY 380","PSY 380 - Special Topics in Psychology","1 to 4 credits"
"PSY 381","PSY 381 - Group Dynamics","3 credits"
"PSY 386","PSY 386 - Study Abroad","1 to 9 credits"
"PSY 399","PSY 399 - Independent Readings","1 to 3 credits"
"PSY 400","PSY 400 - Advanced Research in Psychology","3 credits"
"PSY 405","PSY 405 - History and Systems","3 credits"
"PSY 410","PSY 410 - Tests and Measurements","3 credits"
"PSY 420","PSY 420 - Theories of Personality","3 credits"
"PSY 431","PSY 431 - Introduction to Neuropsychology","3 credits"
"PSY 432","PSY 432 - Psychopharmacology","3 credits"
"PSY 435","PSY 435 - Advanced Neuroscience and Behavior","3 credits"
"PSY 440","PSY 440 - Introduction to Autism Spectrum Disorder","3 credits"
"PSY 442","PSY 442 - Behavior Support for Students with Autism Spectrum Disorder","3 credits"
"PSY 445","PSY 445 - Industrial/Organizational Psychology","3 credits"
"PSY 452","PSY 452 - Counseling: Theories and Applications","3 credits"
"PSY 490","PSY 490 - Practicum","1 to 6 credits"
"PSY 492","PSY 492 - Advanced General: The Capstone","3 credits"
"PSY 493","PSY 493 - Psych Friends Peer Mentorship Practicum I","1 to 3 credits"
"PSY 494","PSY 494 - Psych Friends Peer Mentorship Practicum II","1 to 3 credits"
"PSY 499","PSY 499 - Independent Study and Research","1 to 4 credits"
"PSY 500","PSY 500 - Introduction to School Psychology","3 credits"
"PSY 510","PSY 510 - Tests and Measurements","3 credits"
"PSY 522","PSY 522 - Applied Behavior Analysis I: Foundational Concepts and Principles","3 credits"
"PSY 523","PSY 523 - Applied Behavior Analysis II: Application to Behavior Change","3 credits"
"PSY 524","PSY 524 - Developmental Psychopathology","3 credits"
"PSY 525","PSY 525 - Behavior Analysis Applied to Autism Spectrum Disorders and Developmental Disorders","3 credits"
"PSY 527","PSY 527 - Ethics and Diversity in Professional Practice","3 credits"
"PSY 532","PSY 532 - Psychopharmacology","3 credits"
"PSY 540","PSY 540 - Introduction to Autism Spectrum Disorder","3 credits"
"PSY 542","PSY 542 - Behavior Support for Students with Autism Spectrum Disorder","3 credits"
"PSY 550","PSY 550 - Research in Applied Settings","3 credits"
"PSY 580","PSY 580 - Special Topics in Psychology","1 to 9 credits"
"PSY 590","PSY 590 - Applied Behavior Analysis Practicum","1 to 3 credits"
"PSY 622","PSY 622 - Educational Assessment","3 credits"
"PSY 623","PSY 623 - Intellectual Assessment","3 credits"
"PSY 624","PSY 624 - Behavioral Assessment and Intervention","3 credits"
"PSY 642","PSY 642 - Assessment Practicum","1 credits"
"PSY 654","PSY 654 - School-based Intervention and Consultation I","3 credits"
"PSY 655","PSY 655 - School-based Consultation and Intervention II","3 credits"
"PSY 658","PSY 658 - Advanced Concepts in Applied Behavior Analysis","3 credits"
"PSY 668","PSY 668 - Health Profession Disability Psychology","3 credits"
"PSY 675","PSY 675 - School Psychology Practicum","3 credits"
"PSY 680","PSY 680 - Special Topics in Psychology","1 to 9 credits"
"PSY 685","PSY 685 - School Psychology Internship","1 to 5 credits"
"PSY 693","PSY 693 - Master's Project","3 credits"
"PSY 697","PSY 697 - Professional Learning","1 to 3 credits"
"PSY 699","PSY 699 - Independent Study","1 to 3 credits"
"PT 435","PT 435 - Measurement in Biomechanics","3 credits"
"PT 510","PT 510 - Lifespan Motor Development","2 credits"
"PT 511","PT 511 - Foundations in Physical Therapy Examination","3 credits"
"PT 512","PT 512 - Introduction to Evidence-based Practice in Physical Therapy","1 credits"
"PT 513","PT 513 - Clinical Science I","2 credits"
"PT 515","PT 515 - Professional Topics I","1 credits"
"PT 517","PT 517 - Kinesiology and Biomechanics I","3 credits"
"PT 521","PT 521 - Musculoskeletal Examination","4 credits"
"PT 522","PT 522 - Musculoskeletal Interventions","4 credits"
"PT 523","PT 523 - Clinical Science II","3 credits"
"PT 526","PT 526 - Clinical Seminar I","2 credits"
"PT 528","PT 528 - Kinesiology and Biomechanics II","3 credits"
"PT 535","PT 535 - Measurement in Biomechanics","3 credits"
"PT 580","PT 580 - Special Topics in Physical Therapy","1 to 3 credits"
"PT 610","PT 610 - Research in Physical Therapy","2 credits"
"PT 631","PT 631 - Cardiopulmonary Physical Therapy I","2 credits"
"PT 632","PT 632 - Integumentary Practice Management","2 credits"
"PT 634","PT 634 - Clinical Seminar II","1 credits"
"PT 636","PT 636 - Clinical Education I","4 credits"
"PT 641","PT 641 - Neuromuscular Examination","4 credits"
"PT 642","PT 642 - Interventions in Neuromuscular Physical Therapy","4 credits"
"PT 643","PT 643 - Clinical Science III","3 credits"
"PT 644","PT 644 - Clinical Seminar III","2 credits"
"PT 647","PT 647 - Cardiopulmonary Physical Therapy II","2 credits"
"PT 651","PT 651 - Spinal Exam and Intervention","4 credits"
"PT 654","PT 654 - Applied Geriatric Practice","2 credits"
"PT 655","PT 655 - Professional Topics II","1 credits"
"PT 656","PT 656 - Clinical Education II","5 credits"
"PT 657","PT 657 - Teaching for Physical Therapists","2 credits"
"PT 661","PT 661 - Exam and Intervention for Rehabilitation","4 credits"
"PT 662","PT 662 - Pediatric Practice Management","3 credits"
"PT 665","PT 665 - Professional Topics III","2 credits"
"PT 675","PT 675 - Clinical Education III","6 credits"
"PT 677","PT 677 - Clinical Education IV","6 credits"
"PT 680","PT 680 - Special Topics in Physical Therapy","1 to 3 credits"
"PT 681","PT 681 - Advanced Clinical Decision-making","2 credits"
"PT 682","PT 682 - Health, Wellness and Special Topics in Physical Therapy","3 credits"
"PT 684","PT 684 - Advanced Topics: Sports Physical Therapy","3 credits"
"PT 685","PT 685 - Professional Topics IV","2 credits"
"PT 686","PT 686 - Advanced Topics: Pediatric Physical Therapy","3 credits"
"PT 687","PT 687 - Advanced Topics: Spinal Manual Therapy","3 credits"
"PT 688","PT 688 - Advanced Topics: Neurologic Physical Therapy","3 credits"
"PT 689","PT 689 - Advanced Topics: Cardiopulmonary Physical Therapy","2 credits"
"PT 697","PT 697 - Professional Learning","1 to 3 credits"
"PT 698","PT 698 - Clinical Education V","6 credits"
"PT 699","PT 699 - Independent Study in Physical Therapy","1 to 3 credits"
"PT 790","PT 790 - Physical Therapy Research I","1 credits"
"PT 793","PT 793 - Physical Therapy Research II","2 credits"
"PT 797","PT 797 - Professional Learning","1 to 3 credits"
"REL 100","REL 100 - Religions of the World","3 credits"
"REL 200","REL 200 - Understanding Religions in Human Experience","3 credits"
"REL 300","REL 300 - Religions in the World Today: Theories, Methods, and Issues","3 credits"
"REL 305","REL 305 - Christianity: Scriptures and Tradition","3 credits"
"REL 306","REL 306 - Hinduism and South Asian Religions","3 credits"
"REL 310","REL 310 - Jewish Scriptures and Traditions","3 credits"
"REL 335","REL 335 - Sacred Words, Global Understanding","3 credits"
"REL 340","REL 340 - Religion and Popular Culture in the United States","3 credits"
"REL 343","REL 343 - Religion and Healing","3 credits"
"REL 380","REL 380 - Special Topics in Religious Studies","1 to 9 credits"
"REL 399","REL 399 - Independent Readings in Religious Studies","1 to 4 credits"
"REL 482","REL 482 - Integrative Statement","1 credits"
"REL 495","REL 495 - Religious Studies Senior Seminar","3 credits"
"REL 499","REL 499 - Independent Research in Religious Studies","1 to 4 credits"
"RIE 330","RIE 330 - Echocardiography I","4 credits"
"RIE 331","RIE 331 - Echocardiography I Laboratory","2 credits"
"RIE 332","RIE 332 - Echocardiography II","3 credits"
"RIE 333","RIE 333 - Echocardiography II Laboratory","1 credits"
"RIE 340","RIE 340 - Cardiac and Vascular Hemodynamics","2 credits"
"RIE 341","RIE 341 - ECG in Radiologic and Imaging Sciences","2 credits"
"RIE 361","RIE 361 - Echocardiography Clinical Education I","2 credits"
"RIE 362","RIE 362 - Echocardiography Clinical Education II","3 credits"
"RIE 363","RIE 363 - Pediatric Echo Clinical Education I","2 credits"
"RIE 366","RIE 366 - Vascular Sonography Clinical Education I","2 credits"
"RIE 380","RIE 380 - Special Topics in Echo and Vascular Sonography","1 to 5 credits"
"RIE 432","RIE 432 - Vascular Sonography I","2 credits"
"RIE 433","RIE 433 - Vascular Sonography I Laboratory","1 credits"
"RIE 434","RIE 434 - Pediatric Echocardiography I","3 credits"
"RIE 435","RIE 435 - Pediatric Echocardiography I Laboratory","1 credits"
"RIE 436","RIE 436 - Vascular Sonography II","2 credits"
"RIE 437","RIE 437 - Vascular Sonography II Laboratory","2 credits"
"RIE 438","RIE 438 - Pediatric Echocardiography II","3 credits"
"RIE 439","RIE 439 - Vascular Sonography III","2 credits"
"RIE 440","RIE 440 - Vascular Sonography III Laboratory","1 credits"
"RIE 457","RIE 457 - Cardiovascular Image Evaluation","2 credits"
"RIE 463","RIE 463 - Pediatric Echocardiography Clinical Education II","3 credits"
"RIE 464","RIE 464 - Pediatric Echocardiography Clinical Education III","3 credits"
"RIE 466","RIE 466 - Vascular Sonography Clinical Education II","3 credits"
"RIE 467","RIE 467 - Vascular Sonography Clinical Education III","3 credits"
"RIE 480","RIE 480 - Special Topics in Echocardio and Vascular Sonography","1 to 9 credits"
"RIE 495","RIE 495 - Advanced Clinical Problems in Echocardiography and Vascular Sonography","3 credits"
"RIT 302","RIT 302 - Radiation Protection Physics","2 credits"
"RIT 310","RIT 310 - Radiation Therapy Patient Care","3 credits"
"RIT 322","RIT 322 - Radiation Biology","2 credits"
"RIT 330","RIT 330 - Radiation Therapy Principles and Practices I","4 credits"
"RIT 331","RIT 331 - Radiation Therapy Principles and Practices I Laboratory","1 credits"
"RIT 332","RIT 332 - Radiation Therapy Principles and Practices II","3 credits"
"RIT 333","RIT 333 - Radiation Therapy Principles and Practices II Laboratory","1 credits"
"RIT 361","RIT 361 - Radiation Therapy Clinical Education I","2 credits"
"RIT 362","RIT 362 - Radiation Therapy Clinical Education II","4 credits"
"RIT 380","RIT 380 - Special Topics in Radiation Therapy","1 to 5 credits"
"RIT 401","RIT 401 - Radiologic Information Technology","3 credits"
"RIT 420","RIT 420 - Radiation Therapy Physics I","2 credits"
"RIT 422","RIT 422 - Radiation Therapy Physics II","2 credits"
"RIT 424","RIT 424 - Image Guided Principles of Radiation Therapy","4 credits"
"RIT 430","RIT 430 - Radiation Therapy Principles and Practices III","3 credits"
"RIT 431","RIT 431 - Radiation Therapy Principles and Practices III Lab","1 credits"
"RIT 432","RIT 432 - Radiation Therapy Principles and Practices IV","3 credits"
"RIT 433","RIT 433 - Radiation Therapy Principles and Practices Lab IV","1 credits"
"RIT 441","RIT 441 - Gross Human Sectional Anatomy","4 credits"
"RIT 458","RIT 458 - Neoplasms","3 credits"
"RIT 460","RIT 460 - Radiation Therapy Clinical Education III","3 credits"
"RIT 461","RIT 461 - Radiation Therapy Clinical Education IV","3 credits"
"RIT 470","RIT 470 - Radiation Therapy Treatment Planning","2 credits"
"RIT 471","RIT 471 - Radiation Therapy Treatment Planning Lab","1 credits"
"RIT 472","RIT 472 - Introduction to Medical Dosimetry","2 credits"
"RIT 473","RIT 473 - Introduction to Medical Dosimetry Lab","1 credits"
"RIT 495","RIT 495 - Advanced Clinical Problems in Radiation Therapy","3 credits"
"RIU 301","RIU 301 - DMS Image Evaluation I","1 credits"
"RIU 302","RIU 302 - DMS Image Evaluation II","1 credits"
"RIU 320","RIU 320 - Applied Ultrasound Physics Instruction I","2 credits"
"RIU 321","RIU 321 - Applied Ultrasound Physics Instruction I Lab","1 credits"
"RIU 322","RIU 322 - Principles of Radiologic Imaging Sciences","3 credits"
"RIU 324","RIU 324 - Applied Doppler Ultrasound Physics","2 credits"
"RIU 330","RIU 330 - Abdominal Sonography I","4 credits"
"RIU 331","RIU 331 - Abdominal Sonography I Lab","2 credits"
"RIU 332","RIU 332 - Obstetrics-Gynecology Sonography I","3 credits"
"RIU 333","RIU 333 - Obstetrics-Gynecology Sonography Lab","1 credits"
"RIU 360","RIU 360 - Introduction to Clinical Ultrasound","2 credits"
"RIU 361","RIU 361 - Clinical Ultrasound Education I","2 credits"
"RIU 362","RIU 362 - Clinical Ultrasound Education II","4 credits"
"RIU 380","RIU 380 - Special Topics in Diagnostic Medical Sonography","1 to 5 credits"
"RIU 420","RIU 420 - Applied Ultrasound Physics Instruction II","2 credits"
"RIU 430","RIU 430 - Abdominal Sonography II","2 credits"
"RIU 431","RIU 431 - Abdominal Sonography II Lab","1 credits"
"RIU 434","RIU 434 - Breast Sonography Procedures","2 credits"
"RIU 435","RIU 435 - Obstetrics-Gynecology Sonography II","2 credits"
"RIU 436","RIU 436 - Vascular Technology Procedures I For General Ultrasound","2 credits"
"RIU 437","RIU 437 - Vascular Technology Procedures I For General Ultrasound Lab","1 credits"
"RIU 438","RIU 438 - Vascular Technology Procedures II for General Ultrasound","2 credits"
"RIU 439","RIU 439 - Vascular Technology Procedures II for General Ultrasound Lab","1 credits"
"RIU 454","RIU 454 - Advanced Obstetric-Gynecologic Sonography","3 credits"
"RIU 460","RIU 460 - Clinical Ultrasound Education III","3 credits"
"RIU 461","RIU 461 - Clinical Ultrasound Education IV","3 credits"
"RIU 495","RIU 495 - Advanced Clinical Problems in Ultrasound","3 credits"
"RMD 620","RMD 620 - Dosimetry Treatment Planning I","3 credits"
"RMD 621","RMD 621 - Dosimetry Treatment Planning I Lab","1 credits"
"RMD 622","RMD 622 - Dosimetry Treatment Planning II","3 credits"
"RMD 623","RMD 623 - Dosimetry Treatment Planning II Lab","1 credits"
"RMD 630","RMD 630 - Medical Dosimetry I","3 credits"
"RMD 632","RMD 632 - Medical Dosimetry II","3 credits"
"RMD 661","RMD 661 - Medical Dosimetry Clinical Education I","1 to 4 credits"
"RMD 662","RMD 662 - Medical Dosimetry Clinical Education II","1 to 4 credits"
"RMD 663","RMD 663 - Medical Dosimetry Clinical Education III","1 to 4 credits"
"RMD 670","RMD 670 - Professional Issues in Medical Dosimetry","3 credits"
"RMD 693","RMD 693 - Medical Dosimetry Research Project","1 to 3 credits"
"RMD 695","RMD 695 - Medical Dosimetry Thesis","1 to 3 credits"
"RMD 696","RMD 696 - Continuation of Master's Project or Thesis Research","1 credits"
"RSC 315","RSC 315 - Quality Assessment and Health Outcomes","3 credits"
"RSC 316","RSC 316 - Health Care Informatics for the Respiratory Therapist","3 credits"
"RSC 318","RSC 318 - Diverse Populations in Respiratory Care","3 credits"
"RSC 328","RSC 328 - Patient Assessment and Care Plans I","3 credits"
"RSC 401","RSC 401 - Evidence-based Practice in Respiratory Care","3 credits"
"RSC 428","RSC 428 - Patient Assessment and Care Plans II","3 credits"
"RSC 438","RSC 438 - Respiratory Disease Management","3 credits"
"RSC 458","RSC 458 - Cardiopulmonary Diagnostics and Monitoring","3 credits"
"RSC 485","RSC 485 - Professionalism in Respiratory Care","3 credits"
"RSC 495","RSC 495 - Respiratory Care Capstone","3 credits"
"RST 180","RST 180 - Special Topics in Russian Studies","1 to 4 credits"
"RST 280","RST 280 - Special Topics in Russian Studies","1 to 4 credits"
"RST 380","RST 380 - Special Topics in Russian Studies","1 to 9 credits"
"RST 399","RST 399 - Independent Reading","1 to 3 credits"
"RST 480","RST 480 - Special Topics in Russian Studies","1 to 4 credits"
"RST 499","RST 499 - Independent Study and Research","1 to 4 credits"
"RTX 300","RTX 300 - Foundations of Recreational Therapy","3 credits"
"RTX 302","RTX 302 - Leisure, Health, and Wellness","3 credits"
"RTX 304","RTX 304 - Diagnostic Groups in Recreational Therapy","3 credits"
"RTX 306","RTX 306 - Comprehensive Recreational Therapy Programming","3 credits"
"RTX 308","RTX 308 - Leadership for Recreational Therapy","3 credits"
"RTX 313","RTX 313 - Recreational Therapy for Physical Disability","3 credits"
"RTX 315","RTX 315 - Recreational Therapy for Mental Health","3 credits"
"RTX 316","RTX 316 - Recreational Therapy for Older Adults","3 credits"
"RTX 317","RTX 317 - Recreational Therapy for Pediatrics","3 credits"
"RTX 320","RTX 320 - Recreational Therapy Interventions","1 credits"
"RTX 321","RTX 321 - Therapeutic Use of Sport in Recreational Therapy","1 credits"
"RTX 322","RTX 322 - Therapeutic Use of Art in Recreational Therapy","1 credits"
"RTX 323","RTX 323 - Adventure-Based Interventions in Recreational Therapy","1 credits"
"RTX 324","RTX 324 - Aquatic-Based Interventions in Recreational Therapy","1 credits"
"RTX 380","RTX 380 - Special Topics in Therapeutic Recreation","1 to 4 credits"
"RTX 389","RTX 389 - Recreational Therapy Placement Preparation","1 credits"
"RTX 390","RTX 390 - Fieldwork in Recreational Therapy","3 credits"
"RTX 399","RTX 399 - Independent Readings and Special Activities","1 to 3 credits"
"RTX 404","RTX 404 - Trends and Issues in Recreational Therapy","3 credits"
"RTX 405","RTX 405 - Management in Recreational Therapy","3 credits"
"RTX 407","RTX 407 - Assessment and Documentation in Recreational Therapy","3 credits"
"RTX 410","RTX 410 - Research and Evaluation in Recreational Therapy","3 credits"
"RTX 490","RTX 490 - Internship in Recreational Therapy","6 or 12 credits"
"RTX 499","RTX 499 - Independent Study and Research","1 to 3 credits"
"RTX 504","RTX 504 - Trends and Issues in Recreational Therapy","3 credits"
"RTX 505","RTX 505 - Management in Recreational Therapy","3 credits"
"RTX 510","RTX 510 - Research and Evaluation in Recreational Therapy","3 credits"
"RTX 606","RTX 606 - Program Development and Consulting in Recreational Therapy","3 credits"
"RTX 607","RTX 607 - Advanced Practice in Recreational Therapy Assessment and Evaluation","3 credits"
"RTX 613","RTX 613 - Advanced Recreational Therapy Practice in Physical Rehabilitation","3 credits"
"RTX 615","RTX 615 - Advanced Recreational Therapy Practice in Behavioral Health","3 credits"
"RTX 616","RTX 616 - Advanced Recreational Therapy Practice with Older Adults","3 credits"
"RTX 673","RTX 673 - Integrated Evidence-based Research in Recreational Therapy 1","3 credits"
"RTX 675","RTX 675 - Integrated Evidence-based Research in Recreational Therapy 2","3 credits"
"RTX 693","RTX 693 - Integrated Evidence-based Research in Recreational Therapy 3","3 credits"
"RTX 697","RTX 697 - Professional Learning","1 to 3 credits"
"RUS 101","RUS 101 - Beginning Russian I: Language and Culture","4 credits"
"RUS 102","RUS 102 - Beginning Russian II: Language and Culture","4 credits"
"RUS 180","RUS 180 - Special Topics in Russian","1 to 4 credits"
"RUS 201","RUS 201 - Intermediate Russian I: Language and Culture","4 credits"
"RUS 202","RUS 202 - Intermediate Russian II: Language and Culture","4 credits"
"RUS 280","RUS 280 - Special Topics in Russian","3 to 4 credits"
"RUS 380","RUS 380 - Special Topics in Russian","1 to 6 credits"
"RUS 399","RUS 399 - Independent Reading","1 to 4 credits"
"RUS 480","RUS 480 - Special Topics in Russian","1 to 4 credits"
"RUS 499","RUS 499 - Independent Study and Research","1 to 4 credits"
"SAT 495","SAT 495 - Teaching Sciences and Arts in Elementary Classrooms","3 credits"
"SCI 225","SCI 225 - Integrated Life Science for PK-3 Teachers","4 credits"
"SCI 226","SCI 226 - Integrated Physical Science for PK-3 Teachers","3 credits"
"SCI 227","SCI 227 - Integrated Life and Earth Science for 3-6 Teachers","3 credits"
"SCI 316","SCI 316 - Engineering Design for Teachers","3 credits"
"SCI 319","SCI 319 - Science in Elementary Education","2 credits"
"SCI 326","SCI 326 - Experimental Methods in Physical Science for Teachers","3 credits"
"SCI 336","SCI 336 - Ecology for Teachers","4 credits"
"SCI 380","SCI 380 - Special Topics in Science","1 to 4 credits"
"SCI 440","SCI 440 - Physics and Chemistry in Secondary Education","3 credits"
"SCI 450","SCI 450 - Earth and Life Science in Secondary Education","3 credits"
"SCI 495","SCI 495 - Teaching Science in the 21st Century","3 credits"
"SCI 580","SCI 580 - Special Topics in Science","1 to 3 credits"
"SCI 697","SCI 697 - Professional Learning","1 to 3 credits"
"SI 600","SI 600 - Cultures of Social Innovation","3 credits"
"SI 610","SI 610 - Research Methods for Social Inquiry","3 credits"
"SI 620","SI 620 - Case Studies in Social Innovation","3 credits"
"SI 630","SI 630 - Engaging Diversity through Social Innovation","3 credits"
"SI 650","SI 650 - Place and Environmental Justice","3 credits"
"SI 661","SI 661 - Social Innovation Internship","1 to 6 credits"
"SI 690","SI 690 - Social Innovation Research Design","3 credits"
"SI 693","SI 693 - Master's Project in Social Innovation","1 to 3 credits"
"SI 697","SI 697 - Professional Learning","1 to 3 credits"
"SLP 405","SLP 405 - Clinical Methods","3 credits"
"SLP 407","SLP 407 - Pediatric Language and Articulation Disorders","2 credits"
"SLP 420","SLP 420 - Adult Language and Cognitive Communication Disorders","2 credits"
"SLP 421","SLP 421 - Motor Speech and Fluency Disorders","2 credits"
"SLP 422","SLP 422 - Dysphagia and Voice Disorders","2 credits"
"SLP 480","SLP 480 - Special Topics in Speech Language Pathology","1 to 9 credits"
"SLP 510","SLP 510 - Applied Research in Speech-Language Pathology","1 credits"
"SLP 560","SLP 560 - School Age and Adolescent Language Disorders","3 credits"
"SLP 561","SLP 561 - Advanced Study of Phonological Disorders","3 credits"
"SLP 562","SLP 562 - Aphasia and Related Disorders","3 credits"
"SLP 570","SLP 570 - Infant, Toddler, Preschool Language Disorders","3 credits"
"SLP 571","SLP 571 - Voice Disorders and Laryngectomy","3 credits"
"SLP 572","SLP 572 - Dysphagia","3 credits"
"SLP 573","SLP 573 - Fluency Disorders","3 credits"
"SLP 580","SLP 580 - Special Topics in Speech Language Pathology","1 to 9 credits"
"SLP 581","SLP 581 - Cognitive Communication Disorders","3 credits"
"SLP 582","SLP 582 - Motor Speech and Craniofacial Disorders","3 credits"
"SLP 583","SLP 583 - Autism Spectrum Disorder in Speech-Language Pathology","2 credits"
"SLP 584","SLP 584 - Augmentative and Alternative Communication","1 credits"
"SLP 670","SLP 670 - Professional Seminar in Speech-Language Pathology","1 credits"
"SLP 681","SLP 681 - Clinical Practicum in Speech-Language Pathology I","3 credits"
"SLP 682","SLP 682 - Clinical Practicum in Speech-Language Pathology II","4 credits"
"SLP 683","SLP 683 - Clinical Practicum in Speech-Language Pathology III","4 credits"
"SLP 684","SLP 684 - Clinical Internship in Speech-Language Pathology","12 credits"
"SLP 695","SLP 695 - Master's Thesis in Speech-Language Pathology","1 to 6 credits"
"SLP 696","SLP 696 - Continuation of Master's Project or Thesis Research","1 credits"
"SLP 697","SLP 697 - Professional Learning","1 to 3 credits"
"SLP 699","SLP 699 - Independent Study in Speech-Language Pathology","1 to 3 credits"
"SOC 101","SOC 101 - Introduction to Sociology","3 credits"
"SOC 105","SOC 105 - Social Problems","3 credits"
"SOC 180","SOC 180 - Special Topics in Sociology","1 to 4 credits"
"SOC 204","SOC 204 - Introduction to Social Theory","3 credits"
"SOC 222","SOC 222 - Social Inquiry and West Michigan Water","3 credits"
"SOC 251","SOC 251 - Criminology","3 credits"
"SOC 252","SOC 252 - Sociology of Drug Use and Abuse","3 credits"
"SOC 285","SOC 285 - Families in Society","3 credits"
"SOC 286","SOC 286 - Health and Society","3 credits"
