"code","level","title","credits","subject","description"
"PSY302","Undergraduate","Conspiracy Theory: Causes, Consequences, and Responses","3","Psychology","In today’s media-driven age, misinformation and disinformation feed conspiracy theories. This requires that we engage critically with data provided to arrive at personal/societal responses on how to live together that are less divisive and more productive. We will use a research tool called the PRESTEL (Political, Religious, Economic, Social, Technological, Environmental, and Legal) analysis to understand how these variables fuel conspiracy beliefs individually and collectively. We also explore how these variables are affected by conspiracy beliefs in turn.
Students will be enabled to protect themselves from falling victim to misinformation and disinformation. On a societal level, they will also contribute to effective and constructive policy development.
"
"PSY303","Undergraduate","Perspectives of Addiction","3","Psychology","In this course, students will learn about the differences between types of addictions and how they affect the body and brain. Students will evaluate the strengths and limitations of addiction models. Students will analyze the neurological and psychological processes of addiction and discuss the impact those processes have on an individual’s behavior. Students will learn about the historical development of the area of addiction identification, prevention, and treatment."
"PSY304","Undergraduate","Psychopathology and the Community","3","Psychology","In this course, students will examine person-environment interactions and the ways in which mental health and society impact individual and community functioning. Students will focus on the many levels of systems in society that aim to promote change, and examine socially significant problems and their solutions."
"PSY305","Undergraduate","Cognitive Psychology","3","Psychology","Cognitive psychology focuses on mental processes; we explore research and theory relating to memory, thinking, problem-solving, and language.  Applied topics will include learning skills to help improve memory, accommodating memory/language disorders, such as Alzheimer's disease and dyslexia, and understanding how brain scanning techniques can be used to understand memory."
"PSY306","Undergraduate","Fundamentals of Forensic Psychology","3","Psychology","In this course, students will explore the interplay between crime, psychology, and the justice system through the study of landmark cases that have shaped the field of forensic psychology. While analyzing various applications of forensic psychology, students will explore the principles and practices of forensic psychology professionals that impact their role in the criminal justice system."
"PSY307","Undergraduate","Sensation and Perception","3","Psychology","This course will be an exploration of how we come to know the world through our visual experiences and how those experiences are shaped by prior knowledge, context, and ideas.  As such we will cover neurobiological aspects of sensation pertaining to the eye and the brain, and we will cover aspects of higher-order perceptual phenomena, such as object-perception, color, motion, illusions, and representation and art. Students should gain an appreciation for and conversance in the empirical and philosophical complexity of visual experience."
"PSY310","Undergraduate","Criminal Psychology","3","Psychology","This course will provide the student with insights about crime from a psychological perspective. Specifically, the course will focus on how a criminal offender is influenced by multiple systems within the psychosocial environment.  This course examines and evaluates the role of psychological factors in understanding the motives behind antisocial acts.  Throughout the course, students will acquire knowledge and practice in the application of psychological methods to understanding criminal behavior."
"PSY314","Undergraduate","Disorders of Childhood and Adolescence","3","Psychology","This course focuses specifically on an introduction to the classification of disorders of childhood and adolescence and the treatment approaches that currently are available. Knowledge students obtain in PSY 314 is essential for understanding the etiology and manifestation of these disorders, as well as the impact on the individual, family and society. Current field research and case studies will be used.  "
"PSY315","Undergraduate","Counseling Process and Techniques","3","Psychology","This course is designed to give students a broad overview of the process and techniques of counseling in the mental health professions. Students will examine theoretical perspectives, ethical considerations, and begin using theory to form their own identity as a mental health professional. Application includes practice of the skills and techniques learned in authentic situations."
"PSY317","Undergraduate","Reading and Research in Psychology","1","Psychology","This course allows students to pursue a supervised psychology research project with a full-time psychology faculty member.  This course consists of a seminar and/or individual meetings, and the topic is to be arranged by the student and instructor.  May be repeated for credit; three repetitions count as one psychology elective."
"PSY319","Undergraduate","Social Development: Child and Adolescent","3","Psychology","The purpose of this course is to expose students to theory and research concerning infants', children's, and adolescents' social and personality development.  This course will focus on how individuals become members of their social world, including how we conceptualize the social world, interact with parents and caretakers, develop social relationships with peers, and interpret, analyze, and respond to cultural messages and ideologies.  We will discuss these issues through analysis of the theoretical and research literature."
"PSY321","Undergraduate","Developmental Psychology: Childhood","3","Psychology","Students will explore the major milestones during the preschool and school-aged years and the role that nature and nurture play in it, including widening sociocultural influences of family, friends and peers, school, community, and culture. Students also examine normative development, risk, and how to enrich their development to promote resiliency. Applications include learning to speak with and observe this age group, fostering grit and prosocial behavior, and addressing bullying."
"PSY322","Undergraduate","Developmental Psychology: Adolescence and Emerging Adulthood","3","Psychology","In this course, students will examine the physical, cognitive, and social development of adolescents and emerging adults and the varying contexts in which these changes occur. Special emphasis is given to identity development, the impacts of transitional events during adolescence and emerging adulthood, and the interplay between areas of growth during this period."
"PSY323","Undergraduate","Psychology of Gender","3","Psychology","This course explores gender differences from a social psychological perspective. Students will consider individual, interpersonal, and cultural influences on gender similarities and differences in behavior. The course includes a review of theory, research, and applications in the psychology of gender. "
"PSY324","Undergraduate","Cross-Cultural Psychology","3","Psychology","This course examines psychological issues in various cultural contexts and explores how ethnic and cultural backgrounds influence patterns of human thought and behavior. The course includes a focus on the psychological dynamics involved in the formation and reduction of prejudices, discrimination, and stereotyping. "
"PSY325","Undergraduate","PsychLab: Advanced Research Methods","3","Psychology","This project-based course will give students hands-on experience with advanced research methods. Using the tools available in the PsychLab, students will hone specific research questions that interest them, and design and conduct independent research in that area. Students will learn how to apply relevant tools to their research, such as in-person and virtual methods for collecting experimental data, advanced research designs, and use of statistical software. Students will leave the course with a portfolio demonstrating their ability to manage a research project to completion.
"
"PSY326","Undergraduate","Social Cognition and Perception","3","Psychology","This course investigates how people make sense of the social world. Students will examine how social factors influence how people perceive and interact with information collected from the environment and how these mental processes affect judgments and decision-making."
"PSY327","Undergraduate","Social Influence","3","Psychology","This course explores the research and theories related to how people influence and are influenced by their social environment at the individual, interpersonal, and societal levels. Students will explore concepts including attitudes, conformity, obedience, attraction, social categories, and norms. "
"PSY328","Undergraduate","Theories of Personality","3","Psychology","Students will gain in-depth knowledge about personalities and examine theoretical explanations to understand personality development, personality states, and assessments. Students also explore the relevance of personality theory and assessment in a variety of contexts."
"PSY330","Undergraduate","Developmental Psychology: Prenatal and Infancy","3","Psychology","In this course, students will focus on child development from conception through age two, a period characterized by rapid growth. Students will explore what development is, the role that both nature and nurture--including culture--play, and its major milestones. Special emphasis is given to understanding what puts infants and toddlers at risk, its long-term consequences, and what can be done to enrich their development."
"PSY331","Undergraduate","Human Sexuality","3","Psychology","This course deals with sex as it relates to the individual, family, group and society.  While this is a psychology course, some techniques and knowledge from the biological and social sciences and the humanities are used.  Academic achievement and the development of personal insights are the expected results of this course.  "
"PSY332","Undergraduate","Criminal Minds","3","Psychology","In this course, students will examine criminality through the dissection of the criminal mind and analyzing the influence of development, personality, and environment on the roots of criminal behavior and deviancy. Students will apply principles of criminal profiling and geographic mapping to investigation and crime analysis, integrating techniques to analyze patterns associated with perpetration and victimization alike."
"PSY334","Undergraduate","Social Aspects of Addiction","3","Psychology","Students will analyze and evaluate the impacts of psychological and social factors on addiction development, maintenance, and recovery. Through exploring environmental impacts, mental health, and social supports, they will further develop skills needed to work in the field of addiction. Emphasis will be placed on the different types of addiction and how social structures act as risk or protective factors for the individual."
"PSY335","Undergraduate","Assessment and Testing","3","Psychology","In this course, students will be introduced to a variety of psychological tests as measures of personality, intellectual functioning, cognitive functioning and attitudes. Students will gain knowledge about the types of tests and techniques available, the construction of tests, and ethical issues that may arise."
"PSY355","Undergraduate","Theories of Social Psychology","3","Psychology","Students will explore the fundamental principles underlying social psychology and the connection between social interaction and social influence. Students will analyze the differences in social pattern, study the dynamics of intergroup relationships, conflict, and cooperation, and learn the limits in generalizing psychological research to cultural, gender, ethnic, or age groups."
"PSY365","Undergraduate","Leadership and Motivation in the Workplace","3","Psychology","In this course, students explore leadership theories and principles from a psychology perspective. Through the use of psychological instruments and analysis of leaders, students analyze their own leadership style and engage with topics including the psychology of leadership, followership theory, and motivation. Students also explore issues of employee engagement and its relationship with organizational working environments."
"PSY370","Undergraduate","Evaluation of Special Populations","3","Psychology","In this course, students will explore evidence-based practices utilized in evaluation and treatment within forensic psychology for special populations. Students will examine the unique biological, psychological, and environmental factors associated with these populations and their unique risk factors. Students will synthesize information from assessments and evaluations, demonstrating knowledge of the tailored evaluation and treatment required of these special populations."
"PSY375","Undergraduate","Cognition","3","Psychology","In this course, students explore the processes and structures of the human mind through a survey of historical and contemporary scientific studies. Students use critical thinking skills to evaluate the strengths and limitations of theoretical models, as well as the models’ contributions to fields like education, technology, innovation, and mental health care."
"PSY405","Undergraduate","Contemporary Issues in Social Psychology","3","Psychology","This course focuses on recent advances in both basic and applied research in social psychology. Students will apply their knowledge and skills to current issues in social psychology."
"PSY406","Undergraduate","Contemporary Issues in Addictions","3","Psychology","In this course, students will describe contemporary issues in addiction and their impact on the addiction field. Students will analyze social initiatives that address contemporary addiction issues through a humanistic perspective. Students will communicate societal initiatives and community resources to diverse audiences that address a contemporary addiction issue."
"PSY407","Undergraduate","Contemporary Issues in Applied Psychology","3","Psychology","This course focuses on recent advances in applied psychology and ethical debates in the field. Students will apply their knowledge and skills toward current issues within their selected area of interest in psychology."
"PSY408","Undergraduate","Public Policy and Addiction Advocacy ","3","Psychology","In this course, students will analyze how addiction policy and advocacy promote change within communities. Students will describe ways to improve policy and advocacy efforts that address disparities in underserved populations. They will analyze the role of the individual, community, and government in addressing addiction as a public health issue."
"PSY440","Undergraduate","Industrial Organizational Psychology Consulting and Analysis","3","Psychology","In this course, students explore the process of consultation that an I/O psychology professional might use to provide support for an organization. Students investigate several steps in this process, including assessment, diagnosis, forecasting effects, intervention, and strategy. Ultimately, they provide recommended interventions that an organization could pursue to improve its working environment."
"PSY442","Undergraduate","Community Psychology","3","Psychology","Community Psychology as a discipline and as professional practice is continually changing - it is the understanding that context matters. This course will encourage students to contribute to this body of applied knowledge. Social issues, community support systems, and policies and interventions that foster collective and individual wellness are the focus of this interactive and interdisciplinary subject. "
"PSY443","Undergraduate","Psychology Internship","0 - 15","Psychology","Students participate in a supervised, career‐related work experience in an area of psychology, encompassing a minimum of 150 hours during the term/semester. Students also complete coursework that gives them the opportunity to apply psychological concepts learned throughout undergraduate study and reflect on their internship experience."
"PSY444","Undergraduate","Senior Seminar in Psychology (Capstone)","3","Psychology","This capstone course integrates previous classroom and practical experience with a focus on current issues in psychology.  This course likely will include cross-cultural aspects of psychology, ethics, recent career trends in psychology and other topics dictated by current events in psychology.  Coverage may change over time, but the basic focus on integrating the past and anticipating the future for psychology seniors will be the major concern.  Writing Intensive Course."
"PSY450","Undergraduate","Seminar in Child and Adolescent Development","3","Psychology","In this course, students will focus on applying research to current issues, assessment methods, and communicating with children, adolescents, and their various caregivers. Research findings and theoretical perspectives of developmental psychology will be integrated in order to understand issues and themes central to development while students propose solutions to improve the quality of life for children and adolescents."
"PSY451","Undergraduate","Mental Health and Society","3","Psychology","This course will allow students to advance their knowledge within an applied area of mental health. Students will gain experience in critically evaluating appropriate research literature to frame and constructively critique a topic area in mental health. They will explore the interface of psychological science and society. Students will propose solutions that improve the overall quality of life."
"PSY455","Undergraduate","Seminar in Forensic Psychology","3","Psychology","This course provides students with the opportunity to comprehensively assess the range of knowledge and skills within the forensic psychology arena, including diversity, ethical standards, and evidence-based practices. Students will analyze the relationship between—and application of—criminological, psychological, and sociological tenets in authentic scenarios that provide opportunities to explore the challenges and demands forensic psychology professionals face in the field."
"PSY480","Undergraduate","Independent Study","0 - 3","Psychology","This course allows the student to investigate any psychology subject not incorporated into the curriculum.  "
"PSY491","Undergraduate","Psychology and Social Change","3","Psychology","In this culminating experience for the undergraduate psychology program, students will apply their psychological knowledge base and skill set toward the discovery of their own unique roles as agents of social change. Students will examine the dynamic shifts in human attitudes, beliefs, values, and relationships which transform social and cultural institutions over time. As students internalize elements of advocacy, inclusion, and diversity, they will assess the ways in which they can inspire change — in both themselves and in the world around them."
"PSY500","Graduate","Foundations of Psychology","3","Psychology","This course prepares students for graduate study in psychology, with a focus on honing and applying writing, analytical thinking, and critical reading skills. It provides an overview of the field of psychology as a science and a profession. Students evaluate the key concepts and theoretical perspectives that have shaped the field, as well as contemporary issues."
"PSY510","Graduate","Research Methods in Psychology I","3","Psychology","In this course, students will learn methods commonly used in psychological research. As part of these methods, students learn how to gather and analyze data across a variety of settings. These newly acquired skills and techniques will be reinforced by application to a contemporary issue in psychology."
"PSY520","Graduate","Research Methods in Psychology II","3","Psychology","In this course, students will develop a deeper understanding of the research process and data analysis by applying skills learned in Research Methods in Psychology I and building on them with new skills and techniques including advanced research design and use/interpretation of higher-level statistical tests (ANOVA, regression, etc.). These newly acquired skills and techniques will be reinforced by application to a contemporary issue in psychology."
"PSY530","Graduate","Social Psychology","3","Psychology","The focus of this course is on contemporary social psychology issues and research related to people's interactions with the environment, technology, and society, as well as classic studies and theories in the field-including those related to conformity, obedience, identity, and attitudes that remain relevant. Students will evaluate the perspectives, relevancy, and usefulness of social psychology to real world issues and problems."
"PSY540","Graduate","Cognitive Processes","3","Psychology","Students will investigate topics in cognitive psychology, including memory, language, attention, learning, and decision-making. Students will evaluate the perspectives, relevancy, and usefulness of cognitive psychology to real world issues and problems."
"PSY545","Graduate","Forensic Psychology","3","Psychology","This course provides candidates with foundational knowledge of the forensic psychology field, including its historical roots and current trends with a focus on the evolution of practical and research based approaches in clinical settings. Candidates will also explore specific forensic psychology specialty areas and how the roles and responsibilities unfold related to legal, ethical, and diversity issues."
"PSY550","Graduate","Measurement and Assessment","3","Psychology","Learn and apply psychometric techniques commonly used in psychology. Explore measurement techniques and strategies used in the development and administration of psychological tests and assessments. Analyze and assess test and assessment results. Examine the ethical issues related to test and assessment administration and interpretation. "
"PSY560","Graduate","Theories of Personality","3","Psychology","This course will emphasize contemporary theories, research, and approaches in personality psychology, connecting these to classic theorists such as Freud as well as other historical traditions and perspectives. The past and present impact of these theories within the ever-changing field of psychology will be explored, as well as the impact they have on culturally diverse clients and special populations."
"PSY570","Graduate","Ethical Practice in Psychology","3","Psychology","This course provides a comprehensive overview of the principles of ethical practice within the field of psychology. Topics include experimentation, confidentiality, respect, resolving ethical dilemmas, professional standards of conduct, and the psychology of ethical behavior."
"PSY612","Graduate","Motivation in the Workplace","3","Psychology","This course will cover the psychological theories of motivation and their relevance to the workplace and wider field of industrial-organizational psychology. Students will explore factors that motivate individuals in organizational settings, strategies to identify motivation problems, and ways to address those issues using psychological techniques. Emphasis will be placed on the practical application of motivational theories to affect change for diverse populations."
"PSY614","Graduate","Psychology of Leadership","3","Psychology","This course combines theory and practice to address contemporary issues and connects them to psychological theories in the field of organizational leadership. It will utilize research, case studies, and real-world situations to illustrate how psychological practices can be used in assessing and improving leadership in organizations. Students will construct a foundation for their personal leadership style with the understanding that it can and should evolve over time."
"PSY616","Graduate","Organizational Consulting","3","Psychology","This course will explore the relevant skills needed for a successful organizational consultation by an industrial organizational psychologist. Students will examine the process for diagnosing an organization using psychological methods (measurement), developing a strategy to address any issues (assessment), and practically carrying out that plan (application). Emphasis will be given to the need for ethical standards and the importance of professional responsibility in consulting. "
"PSY618","Graduate","Seminar in Industrial & Organizational Psychology","3","Psychology","This course is a culmination of the student's work in industrial organizational psychology. It will bring together the skills learned in the previous courses and requires that students demonstrate their proficiency in the areas of motivation, organizational leadership, and consulting. Therefore, students will synthesize information to develop a more sophisticated and integrated approach to industrial-organizational issues and problems."
"PSY622","Graduate","Assessment for Forensic Psychology","3","Psychology","This course introduces candidates to topics in forensic assessment, including historical context, relevant theories, techniques, tools, and procedures. Candidates will analyze criminal justice, family and child custodial law, and pathology-based case study based data sets using contemporary assessment approaches to gain practical insights. Candidates will be required to consider ethical, multicultural, and age-based variables while interpreting case-based results. "
"PSY624","Graduate","Intersection of Law and Psychology","3","Psychology","This course focuses on the crossroads at which the legal system and psychology meet. The forensic psychologist's roles and challenges within the legal system will be covered as well as ethical dilemmas. Candidates will explore how psychologists can impact court proceedings with respect to providing expert testimony and determining mental states of the witnesses or the accused. Candidates will also review U.S. Supreme Court cases that influence current policies that impact the mental and physical well-being of incarcerated persons."
"PSY626","Graduate","Psychology in the Courtroom","3","Psychology","This course is a seminar in which candidates will synthesize their learning from the three previous concentration courses to gain a full understanding of the forensic psychologist's roles as trial consultant, jury selection, and assessing eyewitness account integrity in the courtroom. Students will demonstrate mastery of concentration content through a comprehensive project."
"PSY632","Graduate","Developmental Psychology","3","Psychology","Research and theoretical perspectives are used to help students understand contemporary topics central to childhood and adolescent development, including cognition, biology, social factors, and emotions. Students will evaluate the perspectives, relevancy, and usefulness of developmental psychology to real world issues and problems."
"PSY634","Graduate","Cognitive Neuropsychology","3","Psychology","This course covers the neuropsychological approach in examining the connection between the brain and cognitive processes, as well as dysfunctions, from birth to adolescence. It will explore the techniques used to study the brain and behavior as well as contemporary research and issues in the field."
"PSY636","Graduate","Intervention Strategies","3","Psychology","This course introduces students to the major intervention strategies in child and adolescent development. Contemporary strategies will be covered, and traditional approaches and strategies of the field will be examined as needed. Students will also practice applications of the strategies to real-world scenarios."
"PSY638","Graduate","Child and Developmental Psychology Seminar","3","Psychology","This course is a culmination of the student's work in child and adolescent psychology. It will bring together the skills and knowledge learned in the previous courses and requires that students demonstrate their proficiency in the areas of developmental psychology, cognitive neuropsychology, and intervention strategies."
"PSY790","Graduate","Capstone in Psychology","3","Psychology","This capstone course is the culminating experience for the M.S. in Psychology program. The aim of the capstone is to assess students' ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements."
"QSO250","Undergraduate","Business Analytics","3","Quantitative Studies/Ops Mgmt","In this course, students will learn the fundamental concepts and tools needed to understand the role of business analytics in organizations. Students will explore how business analytics is used in a variety of business contexts to support businesses in reaching goals and solving problems. In addition, students will have the opportunity to gain practical experience preparing data using tools and techniques authentic to the field."
"QSO260","Undergraduate","Descriptive Analytics","3","Quantitative Studies/Ops Mgmt","In this course, students will learn about and apply the various descriptive analytics tools and methods to explore and interpret data related to a business need. Students will interpret the data and extract valuable insights that can be used in making informed business decisions. This course will also provide students with the opportunity to use visualizations to support their communications with stakeholders."
"QSO300","Undergraduate","Operations Management","3","Quantitative Studies/Ops Mgmt","This course is an introduction to the operations function, which is responsible for the creation of goods and services of the organization.  Students will learn the concepts and techniques used in managing operations in manufacturing and service organizations."
"QSO310","Undergraduate","Management of Service Operations","3","Quantitative Studies/Ops Mgmt","This course is an introduction to the concepts, principles, problems, and practices of successful service operations management.  Emphasis is focused on preparing students to identify and apply appropriate management processes to ensure efficient, effective, and quality oriented service operations, while achieving operational excellence.  Topics covered include:  the role of services in the economy, strategic positioning and internet strategies, environmental strategies, new service development process, managing service expectations, front-office and back-office interface, service quality, yield management, waiting time management, and site selection."
"QSO320","Undergraduate","Management Science through Spreadsheets","3","Quantitative Studies/Ops Mgmt","In this course, students will learn how to use prescriptive analytics to address business problems in a variety of contexts. The course provides students with the opportunity to conduct decision science-based analyses to determine business solutions to address the identified problems. Students will also communicate the results of the analyses and solutions to stakeholders to inform business decisions."
"QSO321","Undergraduate","People, Planet, and Profit","3","Quantitative Studies/Ops Mgmt","Students will evaluate business operations for their efficiency, effectiveness, and quality. Through learning to balance operations decisions, students will be able to support the long-term sustainability and maintain ethical standards of the organization. Students will also learn to make recommendations on operations that increase value to the organization and customer. "
"QSO322","Undergraduate","Logistics Management","3","Quantitative Studies/Ops Mgmt","This course provides an overview of the field of logistics including its nature, scope, and process, including logistics management functions and the interrelationships among strategic support and operational logistics. Students examine the logistics functions of business involved in the movement and storage of supplies, work-in-progress, and finished goods. Additionally, it explores the trade-offs between cost and service and the purchase and supply of raw materials."
"QSO325","Undergraduate","Continuous Improvement Tools and Techniques","3","Quantitative Studies/Ops Mgmt","This course examines continuous improvement tools and techniques used in problem solving supporting sustainable operations. Topics include lean techniques, quality management, TQM, JIT, and product experimental design.  "
"QSO328","Undergraduate","Sustainable Operations","3","Quantitative Studies/Ops Mgmt","This course focuses on manufacturing and service operations control and the importance of making operations decisions that support the long-term sustainability of organizations while meeting the needs of the customers.  Students explore topics such as brand management, closed loop supply chains, competition, environmental management, safety and compliance, and social responsibility. "
"QSO330","Undergraduate","Supply Chain Management","3","Quantitative Studies/Ops Mgmt","This course focuses on effective supply chain strategies for companies that operate globally with emphasis on how to plan and integrate supply chain components into a coordinated system. Students are exposed to concepts and models important in supply chain planning with emphasis on key tradeoffs and phenomena.  The course introduces and utilizes key tactics such as risk pooling and inventory placement, integrated planning and collaboration, and information sharing."
"QSO340","Undergraduate","Project Management","3","Quantitative Studies/Ops Mgmt","As modern organizations have become more complex, they have also become more project-driven.  This course uses a basic project management framework in which the project life-cycle is broken into organizing, planning, monitoring and controlling the project.  You will learn the methodologies and tools necessary at each stage for managing the projects effectively in terms of time, cost, quality, risk and resources."
"QSO345","Undergraduate","Project Management for CAPM® Certification","3","Quantitative Studies/Ops Mgmt","In this course, students learn the knowledge and skills related to the common practices used by associate-level project managers, as well as various project team members. Throughout the course, they will conduct project management planning activities and functions, apply relevant project methodologies and approaches, and effectively monitor and communicate project status to internal and external stakeholders. The course is
designed to help students prepare for the Certified Associate in Project Management (CAPM®) certification exam. However, completion of the course neither guarantees satisfaction of the eligibility requirements for taking the CAPM® certification exam, nor ensures success on the on the CAPM® certification exam."
"QSO349","Undergraduate","Project Contracting and Procurement","3","Quantitative Studies/Ops Mgmt","This course addresses the process of acquiring products, resources, services, or results from outside the project team. How to plan procurement management, conduct procurements, control procurements, and close procurements is covered."
"QSO355","Undergraduate","Resource Estimating and Scheduling","3","Quantitative Studies/Ops Mgmt","Project managers are responsible for keeping projects on time, on budget, and within scope. This course reviews the critical processes of activity definition, resource estimating, and scheduling."
"QSO360","Undergraduate","Six Sigma Quality Management","3","Quantitative Studies/Ops Mgmt","This course teaches the fundamental tools and techniques used to improve service and manufacturing processes through the Define-Measure-Analyze-Improve-Control (DMAIC) methodology of Six Sigma quality management. Statistical process control, design and analysis of statistical experiments, process mapping, cause-and-effect diagram, 5S methodology, and process waste identification via lean techniques, are the major topics of this course."
"QSO370","Undergraduate","Predictive Analytics","3","Quantitative Studies/Ops Mgmt","In this course, students will learn about the techniques of predictive analytics and apply those techniques to develop predictive models. Students will interpret the results of the models to project business outcomes. In addition, students will use their analyses and interpretations of the predictive models to recommend solutions to stakeholders."
"QSO415","Undergraduate","Trends in Operations Management","3","Quantitative Studies/Ops Mgmt","This course focuses on contemporary topics in operations management. Examples of topics that will be explored included assessing and managing disruptive change, agile project management, automation, innovation, and technology trends."
"QSO420","Undergraduate","Integrated Cost and Schedule Control","3","Quantitative Studies/Ops Mgmt","This course reviews cost and schedule control techniques that are integrated with project scope as well as overseeing a cost and schedule plan aligned to that scope. The importance of measuring a project's performance using Earned Value Management (EVM) is reviewed."
"QSO425","Undergraduate","Reverse Logistics","3","Quantitative Studies/Ops Mgmt","This course provides students with an overview of today's best practices in reverse logistics. An application perspective is examined in manufacturing, retail and in the military.  Students examine the nature, scope, practices, procedures, and processes of adding a reverse logistics operations center to a forward logistics supply chain."
"QSO435","Undergraduate","Adaptive Project Management","3","Quantitative Studies/Ops Mgmt","Adaptive project management recognizes the nature of changing business processes and goals and the need for iterative techniques to ensure business results are achieved.  Agile frameworks including Scrum are reviewed.     "
"QSO440","Undergraduate","Topics in Project Management","3","Quantitative Studies/Ops Mgmt","This course covers advanced topics in project management such as project risk, project integration, project quality, and project procurement. Advanced project selection, planning, and control methods of project management are taught with hands-on-applications of MS Project. Students will learn the knowledge and skills of an experienced project manager by creating a detailed project plan for a real-world project."
"QSO450","Undergraduate","Transportation Management","3","Quantitative Studies/Ops Mgmt","This course provides an overview of the transportation industry to include providers, users, and government agencies. It examines contemporary public policy issues, along with managerial strategies in transportation. Additional focus will be given to micro and macroeconomic issues in the transportation industry. Topics include the economic aspects of rail, water, air, ground, and other transport modes, inventory, and supply.     "
"QSO455","Undergraduate","Integrated Supply Chain Management","3","Quantitative Studies/Ops Mgmt","This course examines key issues associated with the design and management of supply chains. Students examine modern supply chain management practices. Emphasis is placed on the exploration of how to integrate suppliers, factories, warehouses and stores so that products are distributed to customers in the right quantity and at the right time. A key topic area is the service logistics and distribution component of the supply chain.   "
"QSO489","Undergraduate","Capstone in Operations Management","3","Quantitative Studies/Ops Mgmt","This capstone course is the culminating experience for the B.S. in Operations Management program. The aim of the capstone is to assess students’ ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements."
"QSO495","Undergraduate","Internship in Business Analytics","0 - 15","Quantitative Studies/Ops Mgmt","This course will enable students to gain valuable work experience in the field of business analytics. It will give them an opportunity for practical application of business analytics concepts and techniques learned in the classes and complement the course work. "
"QSO500","Graduate","Business Research","3","Quantitative Studies/Ops Mgmt","This course presents an overview of the various primary and secondary research methodologies used in the business world and the application of statistical techniques to those strategies. The focus of this course is the design and execution of a practical, primary research. It is recommended that this course be one of the first three taken in degree programs in which it is required."
"QSO510","Graduate","Quantitative Analysis for Decision Making","3","Quantitative Studies/Ops Mgmt","This is a survey of the mathematical, probabilistic and statistical tools available for assisting in the operation and management of industrial organizations."
"QSO511","Graduate","Business Analytics","3","Quantitative Studies/Ops Mgmt","This course will provide you with the fundamental concepts and tools needed to understand the emerging role of business analytics in organizations. You will learn how to apply basic business analytics tools in a spreadsheet environment, and how to communicate with analytics professionals to effectively use and interpret analytic models and results for making better business decisions."
"QSO520","Graduate","Management Science through Spreadsheets","3","Quantitative Studies/Ops Mgmt","Gain a working knowledge of the most commonly used Management Science/Operations Research techniques for their use in business. Learn how to combine the power of the management science and spreadsheets to recommend solutions for a wide variety of business problems."
"QSO530","Graduate","Applied Statistics for Managers","3","Quantitative Studies/Ops Mgmt","This course will provide the students with statistical tools and techniques that will enable them to make an immediate impact in their careers. This course will be realistically oriented and numerous business examples and cases will be analyzed."
"QSO550","Graduate","Applied Business Research","4","Quantitative Studies/Ops Mgmt","This course presents an overview of the various types of research design for business.  In addition, the application of basic statistics to business research is utilized.  The major project of the course is the design and execution of a practical business research project."
"QSO560","Graduate","Descriptive Business Analytics","3","Quantitative Studies/Ops Mgmt","Descriptive Analytics is used to analyze historical data to gain insights that can be used in making better business decisions in the future. In this course, you will learn about and apply the principles and techniques of business data analysis using Excel and popular data analysis software.  "
"QSO570","Graduate","Predictive Business Analytics","3","Quantitative Studies/Ops Mgmt","Predictive Analytics is used to make predictions about future business activities. The predictions are used to make business plans and take actions to bring about the desired business outcomes. In this course, you will learn about and apply the principles, tools and techniques of predictive analytics using Excel and popular data analytics software."
"QSO600","Graduate","Operations Management","3","Quantitative Studies/Ops Mgmt","This is a study of the concepts of production and operations and of a variety of methods and techniques used in their management.  Background preparation:  6 credit hours in economics."
"QSO610","Graduate","Management of Service Operations","3","Quantitative Studies/Ops Mgmt","This course is intended to help students prepare for management opportunities in service firms that represent the fastest-growing sector of the economy.  The material focuses on the role and nature of service operations, and the relationship of operations to other business functions.  The students will develop skills and learn techniques for effective management of service operations."
"QSO620","Graduate","Six Sigma Quality Management","3","Quantitative Studies/Ops Mgmt","This course is designed to provide an understanding of the design and implementation of quality control and improvement systems.  It is an introduction to current quality management approaches, statistical quality control and quality improvement techniques.  ISO-9000 also will be discussed.  Case studies and the use of computer technology will be integral to the course."
