"code","title","credits","department","campus"
"STAT-S 470","EXPLORATORY DATA ANALYSIS",3,"College of Arts and Sciences","South Bend"
"STAT-S 470","EXPLORATORY DATA ANALYSIS",3,"","Southeast"
"STAT-S 475","STATISTICAL LEARNING AND HIGH DIMENSIONAL DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 481","TOPICS IN APPLIED STATISTICS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 512","STATISTICAL LEARNING AND DATA ANALYTICS",3,"College of Arts and Sciences","South Bend"
"STAT-S 519","A GENTLE INTRODUCTION TO STATISTICS IN R",3,"College of Arts and Sciences","Bloomington"
"STAT-S 520","INTRODUCTION TO STATISTICS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 520","INTRODUCTION TO STATISTICS",3,"School of Natural Science and Mathematics","East"
"STAT-S 520","INTRODUCTION TO STATISTICS",3,"School of Science","Indianapolis"
"STAT-S 520","INTRODUCTION TO STATISTICS",3,"","Kokomo"
"STAT-S 520","INTRODUCTION TO STATISTICS",3,"","Northwest"
"STAT-S 520","INTRODUCTION TO STATISTICS",3,"","Southeast"
"STAT-S 530","BIOMETRY",3,"College of Arts and Sciences","Bloomington"
"STAT-S 531","APPLIED LINEAR MODELS I",3,"School of Natural Science and Mathematics","East"
"STAT-S 532","APPLIED LINEAR MODELS II",3,"School of Natural Science and Mathematics","East"
"STAT-S 580","INTODUCTION TO REGRESSION MODELS AND NONPARAMETRICS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 610","INTRODUCTION TO STATISTICAL COMPUTING",3,"College of Arts and Sciences","Bloomington"
"STAT-S 611","APPLIED STATISTICAL COMPUTING",3,"College of Arts and Sciences","Bloomington"
"STAT-S 620","INTRODUCTION TO STATISTICAL THEORY",3,"College of Arts and Sciences","Bloomington"
"STAT-S 621","FUNDAMENTALS OF STATISTICAL METHODS AND THEORY I",3,"College of Arts and Sciences","Bloomington"
"STAT-S 622","FUNDAMENTALS OF STATISTICAL METHODS AND THEORY II",3,"College of Arts and Sciences","Bloomington"
"STAT-S 625","NONPARAMETRIC THEORY AND DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 626","BAYESIAN THEORY AND DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 631","APPLIED LINEAR MODELS I",3,"College of Arts and Sciences","Bloomington"
"STAT-S 632","APPLIED LINEAR MODELS II",3,"College of Arts and Sciences","Bloomington"
"STAT-S 637","CATEGORICAL DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 640","MULTIVARIATE DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 650","TIME SERIES ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 670","EXPLORATORY DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 675","STATISTICAL LEARNING: HIGH-DIMENSIONAL DATA ANALYSIS",3,"College of Arts and Sciences","Bloomington"
"STAT-S 676","STATISTICAL LEARNING:  MODEL SELECTION",3,"College of Arts and Sciences","Bloomington"
"STAT-S 681","TOPICS IN APPLIED STATISTICS","1 - 1","College of Arts and Sciences","Bloomington"
"STAT-S 690","STATISTICAL CONSULTING",4,"College of Arts and Sciences","Bloomington"
"STAT-S 692","INTERNSHIP IN STATISTICAL CONSULTING",3,"College of Arts and Sciences","Bloomington"
"STAT-S 693","PROFESSIONAL INTERNSHIP/PRACTICUM","1 - 1","College of Arts and Sciences","Bloomington"
"STAT-S 695","READINGS IN STATISTICS","1 - 1","College of Arts and Sciences","Bloomington"
"STAT-S 710","STATISTICAL COMPUTING",3,"College of Arts and Sciences","Bloomington"
"STAT-S 721","ADVANCED STATISTICAL THEORY I",3,"College of Arts and Sciences","Bloomington"
"STAT-S 722","ADVANCED STATISTICAL THEORY II",3,"College of Arts and Sciences","Bloomington"
"STAT-S 771","ADVANCED DATA ANALYSIS I",3,"College of Arts and Sciences","Bloomington"
"STAT-S 772","ADVANCED DATA ANALYSIS II",3,"College of Arts and Sciences","Bloomington"
"STAT-S 785","SEMINAR ON STATISTICAL THEORY",3,"College of Arts and Sciences","Bloomington"
"STAT-S 799","RESEARCH IN STATISTICS","1 - 1","College of Arts and Sciences","Bloomington"
"STAT-X 473","INTERNSHIP IN STATISTICAL CONSULTING","1 - 1","College of Arts and Sciences","Bloomington"
"STAT-X 490","READINGS IN STATISTICS","1 - 1","College of Arts and Sciences","Bloomington"
"STAT-X 498","STATISTICAL CONSULTING",4,"College of Arts and Sciences","Bloomington"
"SUPV-S 300","FRONTLINE LEADERSHIP",3,"School of Arts and Letters","Southeast"
"SUPV-S 310","RESOURCE AND PLANNING MANAGEMENT",3,"","Kokomo"
"SUPV-S 310","RESOURCE AND PLANNING MANAGEMENT",3,"School of Arts and Letters","Southeast"
"SUPV-S 320","LABOR RELATIONS",3,"School of Arts and Letters","Southeast"
"SUST-C 301","FUNDAMENTALS OF SUSTAINABILITY STUDIES",3,"School of Natural Science and Mathematics","East"
"SUST-C 301","FUNDAMENTALS OF SUSTAINABILITY STUDIES",3,"","Indianapolis"
"SUST-C 301","FUNDAMENTALS OF SUSTAINABILITY STUDIES",3,"School of Sciences","Kokomo"
"SUST-C 301","FUNDAMENTALS OF SUSTAINABILITY STUDIES",3,"College of Arts and Sciences","Northwest"
"SUST-C 301","FUNDAMENTALS OF SUSTAINABILITY STUDIES",3,"College of Arts and Sciences","South Bend"
"SUST-C 301","FUNDAMENTALS OF SUSTAINABILITY STUDIES",3,"School of Natural Sciences","Southeast"
"SUST-C 340","SOCIAL AND BEHAVIORAL APPROACHES TO SUSTAINABILITY",3,"School of Natural Science and Mathematics","East"
"SUST-C 340","SOCIAL AND BEHAVIORAL APPROACHES TO SUSTAINABILITY",3,"School of Sciences","Kokomo"
"SUST-C 340","SOCIAL AND BEHAVIORAL APPROACHES TO SUSTAINABILITY",3,"College of Arts and Sciences","Northwest"
"SUST-C 340","SOCIAL AND BEHAVIORAL APPROACHES TO SUSTAINABILITY",3,"College of Liberal Arts and Sciences","South Bend"
"SUST-C 340","SOCIAL AND BEHAVIORAL APPROACHES TO SUSTAINABILITY",3,"School of Natural Sciences","Southeast"
"SUST-C 350","SUSTAINABILITY IN THE ARTS & HUMANITIES",3,"School of Natural Science and Mathematics","East"
"SUST-C 350","SUSTAINABILITY IN THE ARTS & HUMANITIES",3,"School of Sciences","Kokomo"
"SUST-C 350","SUSTAINABILITY IN THE ARTS & HUMANITIES",3,"College of Arts and Sciences","Northwest"
"SUST-C 350","SUSTAINABILITY IN THE ARTS & HUMANITIES",3,"College of Liberal Arts and Sciences","South Bend"
"SUST-C 350","SUSTAINABILITY IN THE ARTS & HUMANITIES",3,"School of Natural Sciences","Southeast"
"SUST-C 490","SUSTAINABILITY PRACTICUM",3,"School of Natural Science and Mathematics","East"
"SUST-C 490","SUSTAINABILITY PRACTICUM",3,"School of Sciences","Kokomo"
"SUST-C 490","SUSTAINABILITY PRACTICUM",3,"","Northwest"
"SUST-C 490","SUSTAINABILITY PRACTICUM",3,"College of Arts and Sciences","South Bend"
"SUST-C 490","SUSTAINABILITY PRACTICUM",3,"School of Natural Sciences","Southeast"
"SUST-S 211","SUSTAINABILITY AND REGENERATION: THE ESSENTIALS",3,"School of Natural Sciences","Southeast"
"SUST-S 305","TOPICS IN ENVIRONMENTAL CHEMISTRY",3,"School of Sciences","Kokomo"
"SUST-S 310","SYSTEMS THINKING FOR SUSTAINABILITY",3,"College of Arts and Sciences","South Bend"
"SUST-S 410","READINGS IN SUSTAINABILITY AND REGENERATION",3,"School of Natural Sciences","Southeast"
"SUST-S 415","RESEARCH IN SUSTAINABILITY AND REGENERATION","1 - 1","School of Natural Sciences","Southeast"
"SUST-S 490","SUSTAINABILITY PRACTICUM",3,"College of Arts and Sciences","South Bend"
"SUST-S 491","INTERNSHIP IN SUSTAINABILITY",3,"School of Sciences","Kokomo"
"SUST-S 491","INTERNSHIP IN SUSTAINABILITY",3,"College of Arts and Sciences","South Bend"
"SUST-S 491","INTERNSHIP IN SUSTAINABILITY",3,"School of Natural Sciences","Southeast"
"SUST-S 495","DIRECTED READINGS IN SUSTAINABILITY","1 - 1","College of Arts and Sciences","South Bend"
"SUST-S 496","RESEARCH IN SUSTAINABILITY","1 - 1","College of Arts and Sciences","South Bend"
"SUST-S 690","STRATEGIC SUSTAINABILITY LEADERSHIP PRACTICUM",3,"College of Arts and Sciences","South Bend"
"SUST-S 691","SUSTAINABILITY INTERNSHIP",3,"College of Arts and Sciences","South Bend"
"SUST-S 694","PROFESSIONAL DEVELOPMENT FOR STRATEGIC SUSTAINABILITY LEADERSHIP",1,"College of Arts and Sciences","South Bend"
"SUST-S 695","INDEPENDENT STUDY IN STRATEGIC SUSTAINABILITY LEADERSHIP","1 - 1","College of Arts and Sciences","South Bend"
"SWK-BE 499","BE-SWK","0 - 0","School of Social Work","Indianapolis"
"SWK-D 502","RESEARCH I",3,"School of Social Work","Indianapolis"
"SWK-D 505","SOCIAL POLICY ANALYSIS AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 506","INTRODUCTION THE SOCIAL WORK PROFESSION",1,"School of Social Work","Indianapolis"
"SWK-D 507","DIVERSITY, HUMAN RIGHTS, AND SOCIAL JUSTICE",3,"School of Social Work","Indianapolis"
"SWK-D 508","GENERALIST THEORY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 509","SOCIAL WORK PRACTICE II: ORGANIZATIONS, COMMUNITIES, AND SOCIETIES",3,"School of Social Work","Indianapolis"
"SWK-D 517","ASSESSMENT IN MENTAL HEALTH AND ADDICTIONS",3,"School of Social Work","Indianapolis"
"SWK-D 518","CLINICAL THEORY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 519","COMMUNITY AND GLOBAL THEORY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 555","SOCIAL WORK PRACTICUM I",3,"School of Social Work","Indianapolis"
"SWK-D 600","SEMINAR IN SOCIAL WORK","1 - 1","School of Social Work","Indianapolis"
"SWK-D 602","WORKING WITH COURT-ORDERED CLIENTS",3,"School of Social Work","Indianapolis"
"SWK-D 614","SCHOOL SOCIAL WORK PRACTICE WITH CHILDREN, ADOLESCENTS, AND FAMILIES",3,"School of Social Work","Indianapolis"
"SWK-D 618","SOCIAL POLICY AND SERVICE",3,"School of Social Work","Indianapolis"
"SWK-D 623","PRACTICE EVALUATION","1 - 1","School of Social Work","Indianapolis"
"SWK-D 636","SOCIAL WORK PRACTICE WITH INVOLUNTARY POPULATIONS",3,"School of Social Work","Indianapolis"
"SWK-D 651","SOCIAL WORK PRACTICUM II",4,"School of Social Work","Indianapolis"
"SWK-D 652","SOCIAL WORK PRACTICUM III","1 - 1","School of Social Work","Indianapolis"
"SWK-D 661","EXECUTIVE LEADERSHIP PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 675","DIGITAL EQUITY, DIGITAL CITIZENSHIP, DATA JUSTICE AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 676","MILITARY SWK:PRACTICE PRINCIPLES FOR WORKING W/ MILITARY PERSONNEL, VETERANS, AND THEIR FAMILIES",3,"School of Social Work","Indianapolis"
"SWK-D 677","FOUNDATIONS OF E-SOCIAL WORK PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-D 678","TELEBEHAVIORAL SOCIAL WORK PRACTICE WITH INDIVIDUALS",3,"School of Social Work","Indianapolis"
"SWK-D 679","E-SOCIAL WORK PRACTICE WITH GROUPS",3,"School of Social Work","Indianapolis"
"SWK-D 683","COMMUNITY-BASED PRACTICE IN MENTAL HEALTH AND ADDICTIONS",3,"School of Social Work","Indianapolis"
"SWK-D 685","MENTAL HEALTH AND ADDICTIONS PRACTICE WITH INDIVIDUALS AND FAMILIES",3,"School of Social Work","Indianapolis"
"SWK-D 686","SOCIAL WORK PRACTICE: ADDICTIONS",3,"School of Social Work","Indianapolis"
"SWK-D 687","MENTAL HEALTH AND ADDICTIONS PRACTICE WITH GROUPS",3,"School of Social Work","Indianapolis"
"SWK-D 690","INDEPENDENT STUDY","1 - 1","School of Social Work","Indianapolis"
"SWK-G 901","ADVANCED RESEARCH",6,"School of Social Work","Indianapolis"
"SWK-OS 100","UNDISTRIBUTED OVERSEAS STUDY","0 - 0","School of Social Work","Bloomington"
"SWK-S 102","UNDERSTANDING DIVERSITY IN A PLURALISTIC SOCIETY","1 - 1","School of Social Work","Bloomington"
"SWK-S 102","UNDERSTANDING DIVERSITY IN A PLURALISTIC SOCIETY","1 - 1","IU Fort Wayne","Fort Wayne"
"SWK-S 102","UNDERSTANDING DIVERSITY IN A PLURALISTIC SOCIETY","1 - 1","School of Social Work","Indianapolis"
"SWK-S 102","UNDERSTANDING DIVERSITY IN A PLURALISTIC SOCIETY","1 - 1","School of Social Work","Northwest"
"SWK-S 102","UNDERSTANDING DIVERSITY IN A PLURALISTIC SOCIETY","1 - 1","School of Social Work","South Bend"
"SWK-S 141","INTRODUCTION TO SOCIAL WORK",3,"School of Social Work","Bloomington"
"SWK-S 141","INTRODUCTION TO SOCIAL WORK",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 141","INTRODUCTION TO SOCIAL WORK",3,"School of Social Work","Indianapolis"
"SWK-S 141","INTRODUCTION TO SOCIAL WORK",3,"School of Social Work","Northwest"
"SWK-S 141","INTRODUCTION TO SOCIAL WORK",3,"School of Social Work","South Bend"
"SWK-S 180","SEL TOPICS IN HUMAN WELFARE 1",3,"School of Social Work","Indianapolis"
"SWK-S 200","SPECIAL TOPICS IN HUMAN SERVICES",3,"School of Social Work","Bloomington"
"SWK-S 201","INTRODUCTION TO CASE MANAGEMENT",3,"School of Social Work","Indianapolis"
"SWK-S 201","INTRODUCTION TO CASE MANAGEMENT",3,"School of Social Work","Northwest"
"SWK-S 202","INTRODUCTION TO ALCOHOL AND DRUG ABUSE COUNSELING",3,"School of Social Work","Indianapolis"
"SWK-S 204","WRITING IN PROFESSIONAL SOCIAL WORK",3,"School of Social Work","Bloomington"
"SWK-S 204","WRITING IN PROFESSIONAL SOCIAL WORK",3,"School of Social Work","Northwest"
"SWK-S 204","WRITING IN PROFESSIONAL SOCIAL WORK",3,"School of Social Work","South Bend"
"SWK-S 221","HUMAN GROWTH AND DEVELOPMENT IN THE SOCIAL ENVIRONMENT",3,"School of Social Work","Bloomington"
"SWK-S 221","HUMAN GROWTH AND DEVELOPMENT IN THE SOCIAL ENVIRONMENT",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 221","HUMAN GROWTH AND DEVELOPMENT IN THE SOCIAL ENVIRONMENT",3,"School of Social Work","Indianapolis"
"SWK-S 221","HUMAN GROWTH AND DEVELOPMENT IN THE SOCIAL ENVIRONMENT",3,"School of Social Work","Northwest"
"SWK-S 221","HUMAN GROWTH AND DEVELOPMENT IN THE SOCIAL ENVIRONMENT",3,"School of Social Work","South Bend"
"SWK-S 251","HISTORY AND ANALYSIS OF SOCIAL WELFARE POLICY",3,"School of Social Work","Bloomington"
"SWK-S 251","HISTORY AND ANALYSIS OF SOCIAL WELFARE POLICY",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 251","HISTORY AND ANALYSIS OF SOCIAL WELFARE POLICY",3,"School of Social Work","Indianapolis"
"SWK-S 251","HISTORY AND ANALYSIS OF SOCIAL WELFARE POLICY",3,"School of Social Work","Northwest"
"SWK-S 251","HISTORY AND ANALYSIS OF SOCIAL WELFARE POLICY",3,"School of Social Work","South Bend"
"SWK-S 300","SELECTED TOPICS IN SOCIAL WORK","1 - 1","School of Social Work","Bloomington"
"SWK-S 300","SELECTED TOPICS IN SOCIAL WORK","1 - 1","School of Social Work","Indianapolis"
"SWK-S 302","LAW, INEQUALITY AND POVERTY",3,"School of Social Work","East"
"SWK-S 302","LAW, INEQUALITY AND POVERTY",3,"School of Social Work","Indianapolis"
"SWK-S 305","INTRODUCTION TO CHILD PROTECTION",3,"School of Social Work","Bloomington"
"SWK-S 305","INTRODUCTION TO CHILD PROTECTION",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 305","INTRODUCTION TO CHILD PROTECTION",3,"School of Social Work","Indianapolis"
"SWK-S 305","INTRODUCTION TO CHILD PROTECTION",3,"School of Social Work","Northwest"
"SWK-S 305","INTRODUCTION TO CHILD PROTECTION",3,"School of Social Work","South Bend"
"SWK-S 306","CRISIS INTERVENTION",3,"School of Social Work","Indianapolis"
"SWK-S 306","CRISIS INTERVENTION",3,"School of Social Work","Northwest"
"SWK-S 307","GRIEF & LOSS ACROSS THE LIFE SPAN",3,"School of Social Work","Indianapolis"
"SWK-S 311","ASPECTS OF ALCOHOL AND DRUG USE:  THE INDIVIDUAL",3,"School of Social Work","Indianapolis"
"SWK-S 312","SUBSTANCE ABUSE AND SOCIAL SERVICES",3,"School of Social Work","Bloomington"
"SWK-S 313","POVERTY IN THE UNITED STATES",3,"School of Social Work","South Bend"
"SWK-S 314","BASIC COUNSELING SKILLS",3,"School of Social Work","Indianapolis"
"SWK-S 322","SMALL GROUP THEORY AND PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 322","SMALL GROUP THEORY AND PRACTICE",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 322","SMALL GROUP THEORY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 322","SMALL GROUP THEORY AND PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 322","SMALL GROUP THEORY AND PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 324","SOCIAL SYSTEMS OF ALCOHOL AND DRUG ABUSE",3,"School of Social Work","Indianapolis"
"SWK-S 331","GENERALIST SOCIAL WORK PRACTICE I:  THEORY AND SKILL",3,"School of Social Work","Bloomington"
"SWK-S 331","GENERALIST SOCIAL WORK PRACTICE I:  THEORY AND SKILL",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 331","GENERALIST SOCIAL WORK PRACTICE I:  THEORY AND SKILL",3,"School of Social Work","Indianapolis"
"SWK-S 331","GENERALIST SOCIAL WORK PRACTICE I:  THEORY AND SKILL",3,"School of Social Work","Northwest"
"SWK-S 331","GENERALIST SOCIAL WORK PRACTICE I:  THEORY AND SKILL",3,"School of Social Work","South Bend"
"SWK-S 332","GENERALIST SOCIAL WORK PRACTICE II: THEORIES AND SKILLS",3,"School of Social Work","Bloomington"
"SWK-S 332","GENERALIST SOCIAL WORK PRACTICE II: THEORIES AND SKILLS",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 332","GENERALIST SOCIAL WORK PRACTICE II: THEORIES AND SKILLS",3,"School of Social Work","Indianapolis"
"SWK-S 332","GENERALIST SOCIAL WORK PRACTICE II: THEORIES AND SKILLS",3,"School of Social Work","Northwest"
"SWK-S 332","GENERALIST SOCIAL WORK PRACTICE II: THEORIES AND SKILLS",3,"School of Social Work","South Bend"
"SWK-S 352","SOCIAL WELFARE POLICY AND PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 352","SOCIAL WELFARE POLICY AND PRACTICE",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 352","SOCIAL WELFARE POLICY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 352","SOCIAL WELFARE POLICY AND PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 352","SOCIAL WELFARE POLICY AND PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 371","SOCIAL WORK RESEARCH",3,"School of Social Work","Bloomington"
"SWK-S 371","SOCIAL WORK RESEARCH",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 371","SOCIAL WORK RESEARCH",3,"School of Social Work","Indianapolis"
"SWK-S 371","SOCIAL WORK RESEARCH",3,"School of Social Work","Northwest"
"SWK-S 371","SOCIAL WORK RESEARCH",3,"School of Social Work","South Bend"
"SWK-S 372","STATISTICAL REASONING IN SOCIAL WORK",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 372","STATISTICAL REASONING IN SOCIAL WORK",3,"School of Social Work","Indianapolis"
"SWK-S 400","SPECIAL TPCS IN FIELDS OF PRAC","1 - 1","School of Social Work","Indianapolis"
"SWK-S 400","SPECIAL TPCS IN FIELDS OF PRAC","1 - 1","School of Social Work","Northwest"
"SWK-S 400","SPECIAL TPCS IN FIELDS OF PRAC","1 - 1","School of Social Work","South Bend"
"SWK-S 403","ALCOHOL AND DRUG ABUSE TREATMENT SEMINAR",3,"School of Social Work","Indianapolis"
"SWK-S 423","ORGANIZATIONAL THEORY AND PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 423","ORGANIZATIONAL THEORY AND PRACTICE",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 423","ORGANIZATIONAL THEORY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 423","ORGANIZATIONAL THEORY AND PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 423","ORGANIZATIONAL THEORY AND PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 433","COMMUNITY BEHAVIOR AND PRACTICE WITHIN A GENERALIST PERSPECTIVE",3,"School of Social Work","Bloomington"
"SWK-S 433","COMMUNITY BEHAVIOR AND PRACTICE WITHIN A GENERALIST PERSPECTIVE",3,"School of Social Work","East"
"SWK-S 433","COMMUNITY BEHAVIOR AND PRACTICE WITHIN A GENERALIST PERSPECTIVE",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 433","COMMUNITY BEHAVIOR AND PRACTICE WITHIN A GENERALIST PERSPECTIVE",3,"School of Social Work","Indianapolis"
"SWK-S 433","COMMUNITY BEHAVIOR AND PRACTICE WITHIN A GENERALIST PERSPECTIVE",3,"School of Social Work","Northwest"
"SWK-S 433","COMMUNITY BEHAVIOR AND PRACTICE WITHIN A GENERALIST PERSPECTIVE",3,"School of Social Work","South Bend"
"SWK-S 442","INTEGRATED PRACTICE-POLICY SEMINAR IN SELECTED FIELDS OF PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 442","INTEGRATED PRACTICE-POLICY SEMINAR IN SELECTED FIELDS OF PRACTICE",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 442","INTEGRATED PRACTICE-POLICY SEMINAR IN SELECTED FIELDS OF PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 442","INTEGRATED PRACTICE-POLICY SEMINAR IN SELECTED FIELDS OF PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 442","INTEGRATED PRACTICE-POLICY SEMINAR IN SELECTED FIELDS OF PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 460","SCHOLARLY WRITING SEMINAR",4,"School of Social Work","Northwest"
"SWK-S 472","PRACTICE EVALUATION",3,"School of Social Work","Bloomington"
"SWK-S 472","PRACTICE EVALUATION",3,"School of Social Work","East"
"SWK-S 472","PRACTICE EVALUATION",3,"IU Fort Wayne","Fort Wayne"
"SWK-S 472","PRACTICE EVALUATION",3,"School of Social Work","Indianapolis"
"SWK-S 472","PRACTICE EVALUATION",3,"School of Social Work","Northwest"
"SWK-S 472","PRACTICE EVALUATION",3,"School of Social Work","South Bend"
"SWK-S 481","SOCIAL WORK PRACTICUM I","2 - 2","School of Social Work","Bloomington"
"SWK-S 481","SOCIAL WORK PRACTICUM I","2 - 2","IU Fort Wayne","Fort Wayne"
"SWK-S 481","SOCIAL WORK PRACTICUM I","2 - 2","School of Social Work","Indianapolis"
"SWK-S 481","SOCIAL WORK PRACTICUM I","2 - 2","School of Social Work","Northwest"
"SWK-S 481","SOCIAL WORK PRACTICUM I","2 - 2","School of Social Work","South Bend"
"SWK-S 482","SOCIAL WORK PRACTICUM II","2 - 2","School of Social Work","Bloomington"
"SWK-S 482","SOCIAL WORK PRACTICUM II","2 - 2","School of Social Work","East"
"SWK-S 482","SOCIAL WORK PRACTICUM II","2 - 2","IU Fort Wayne","Fort Wayne"
"SWK-S 482","SOCIAL WORK PRACTICUM II","2 - 2","School of Social Work","Indianapolis"
"SWK-S 482","SOCIAL WORK PRACTICUM II","2 - 2","School of Social Work","Northwest"
"SWK-S 482","SOCIAL WORK PRACTICUM II","2 - 2","School of Social Work","South Bend"
"SWK-S 490","INDEPENDENT STUDY","1 - 1","School of Social Work","Bloomington"
"SWK-S 490","INDEPENDENT STUDY","1 - 1","School of Social Work","Indianapolis"
"SWK-S 490","INDEPENDENT STUDY","1 - 1","School of Social Work","Northwest"
"SWK-S 501","PROFESSIONAL SOCIAL WORK AT THE MASTER'S LEVEL:  AN IMMERSION",3,"School of Social Work","Northwest"
"SWK-S 502","RESEARCH I",3,"School of Social Work","Bloomington"
"SWK-S 502","RESEARCH I",3,"School of Social Work","Indianapolis"
"SWK-S 502","RESEARCH I",3,"School of Social Work","Northwest"
"SWK-S 502","RESEARCH I",3,"School of Social Work","South Bend"
"SWK-S 503","HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT I",3,"School of Social Work","Northwest"
"SWK-S 504","PROFESSIONAL PRACTICE SKILLS I",3,"School of Social Work","Northwest"
"SWK-S 505","SOCIAL POLICY ANALYSIS AND PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 505","SOCIAL POLICY ANALYSIS AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 505","SOCIAL POLICY ANALYSIS AND PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 505","SOCIAL POLICY ANALYSIS AND PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 506","FOUNDATIONS OF ETHICAL SOCIAL WORK PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 506","FOUNDATIONS OF ETHICAL SOCIAL WORK PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 506","FOUNDATIONS OF ETHICAL SOCIAL WORK PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 506","FOUNDATIONS OF ETHICAL SOCIAL WORK PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 507","DIVERSITY, HUMAN RIGHTS, AND SOCIAL JUSTICE",3,"School of Social Work","Bloomington"
"SWK-S 507","DIVERSITY, HUMAN RIGHTS, AND SOCIAL JUSTICE",3,"School of Social Work","Indianapolis"
"SWK-S 507","DIVERSITY, HUMAN RIGHTS, AND SOCIAL JUSTICE",3,"School of Social Work","Northwest"
"SWK-S 507","DIVERSITY, HUMAN RIGHTS, AND SOCIAL JUSTICE",3,"School of Social Work","South Bend"
"SWK-S 508","GENERALIST THEORY AND PRACTICE",3,"School of Social Work","Bloomington"
"SWK-S 508","GENERALIST THEORY AND PRACTICE",3,"School of Social Work","Indianapolis"
"SWK-S 508","GENERALIST THEORY AND PRACTICE",3,"School of Social Work","Northwest"
"SWK-S 508","GENERALIST THEORY AND PRACTICE",3,"School of Social Work","South Bend"
"SWK-S 509","SOCIAL WORK PRACTICE II:  ORGANIZATIONS, COMMUNITIES, SOCIETY",3,"School of Social Work","Bloomington"
"SWK-S 509","SOCIAL WORK PRACTICE II:  ORGANIZATIONS, COMMUNITIES, SOCIETY",3,"School of Social Work","Indianapolis"
"SWK-S 509","SOCIAL WORK PRACTICE II:  ORGANIZATIONS, COMMUNITIES, SOCIETY",3,"School of Social Work","Northwest"
"SWK-S 509","SOCIAL WORK PRACTICE II:  ORGANIZATIONS, COMMUNITIES, SOCIETY",3,"School of Social Work","South Bend"
"SWK-S 513","HUMAN BEHAVIOR IN THE SOCIAL ENVIRONMENT II",3,"School of Social Work","Northwest"
"SWK-S 514","PRACTICE WITH INDIVIDUALS AND FAMILIES",3,"School of Social Work","Northwest"
"SWK-S 517","ASSESSMENT IN MENTAL HEALTH AND ADDICTIONS",3,"School of Social Work","Bloomington"
"SWK-S 517","ASSESSMENT IN MENTAL HEALTH AND ADDICTIONS",3,"School of Social Work","Indianapolis"
"SWK-S 517","ASSESSMENT IN MENTAL HEALTH AND ADDICTIONS",3,"School of Social Work","Northwest"
