course_name,department,college,subject,description
Adolescent Health,SBS 208,HSPH,Social & Behavioral Sciences,"This course aims to provide an overview of major topics related to adolescent health for future public health practitioners, including health care providers, mental health workers, educators, and others. It is meant to be a broad introduction to adolescent health through covering topics that are relevant to the health of adolescents. Sessions usually cover adolescent development, research with adolescents, sexual and reproductive health, media influences, mental health, policy and advocacy, LGBT"
"Developmental Disabilities I: Evaluation, Assessment and Systems",SBS 212,HSPH,Social & Behavioral Sciences,"The course focuses on issues confronting professionals who work with people with developmental disabilities, their families, and the system. Materials are organized with a developmental format in mind. Emphasis for first half of semester will be on understanding the professionals' role in diagnosing, evaluating, and assessing children who have developmental disabilities or who are at high risk of acquiring them. Specific discussions of families and services will highlight the second half of"
Society and Mental Health,SBS 215,HSPH,Social & Behavioral Sciences,"Poor mental health and mental disorders are often perceived as driven primarily by biological or genetic factors. However, how mental health is even defined and measured is shaped by societal factors, and exposure to societal risks and resources are critical contributors to variations in mental health and mental illness within the population. This course will provide an overview of multiple, major social factors that affect the risk of mental health and mental illness, and the ways in which mode"
Social and Structural Inequities and Children’s Health,SBS 220,HSPH,Social & Behavioral Sciences,"This course reviews major social and structural risks to children’s health as well as opportunities for prevention. This class will provide an overview of current theories of child development and mechanisms linking social and environmental conditions in childhood to physical and mental health disparities. Topics include economic inequality, neighborhood context, housing, school environments, racism, childhood trauma, and state-level policies (e.g., social safety nets, immigration). Major epidem"
Engaging with the US Press: A Practical Look at Effective Public Health Communications,SBS 225,HSPH,Social & Behavioral Sciences,"How does the US press actually function? How does the press interact with and influence the operation of public health agencies and systems? This course is intended to provide you with a deeper understanding of the relationship between public health and the American press, a subject of particular importance in the wake of the COVID-19 pandemic. You will hear directly from experts – on both sides of the relationship – about their experiences. Sessions will examine all facets of the relationship,"
Social and Behavioral Research Methods,SBS 245,HSPH,Social & Behavioral Sciences,"Provides a broad overview of social and behavioral research methodology, including experimental, quasi-experimental, and non-experimental research designs, measurement, sampling, data collection, and causal inference. Through methodological readings, discussion, and group and individual projects, students learn to conduct social and behavioral research. Projects include psychometric development of new measures and analysis of longitudinal data with special emphasis on appropriate methods for rig"
Principles of Social and Behavioral Research,SBS 281,HSPH,Social & Behavioral Sciences,"This course will equip you with the skills to conduct and critically evaluate social and behavioral research in public health. It will cover topics relevant to social and behavioral dimensions of public health, such as ethics, measurement, study design, survey research methods, questionnaire development, sampling, and data collection. It emphasizes quantitative research and social science methods applied to public health research.Course Activities: Group project, presentations, brief written art"
Practical Communications Strategies and Tactics for Influencing a Healthier World,SBS 285,HSPH,Social & Behavioral Sciences,"This is a communications course. Health policy experts and system reformers – including government officials, health care leaders, civil servants, lobbyists, think tank scholars, and NGO leaders and advocates – must have skills to move ideas to scale and drive needed changes for healthier communities. They (and you) have the power to be accelerants on the fire of change, to move ideas from the conceptual to action. This course will empower you to do the same: You’ll learn the principles of strat"
Qualitative Research Methods in Public Health,SBS 288,HSPH,Social & Behavioral Sciences,"What students can expect from this course: Qualitative research can be used alone or in combination with quantitative research to investigate public health questions. This introductory course will provide students with an overview of the range of important conceptual and practical issues associated with qualitative research, including providing general familiarity with the design of qualitative studies and conduct of commonly-used qualitative methods. The course begins by examining the variety o"
Leadership in Health Policy,SBS 296,HSPH,Social & Behavioral Sciences,"Students will engage with faculty members at Harvard as well as key health policy leaders from both the public and private sectors to develop leadership skills required for effective performance in the areas of public health practice and public policy. A major focus will be strategies for career development in minority health policy. Speakers will include physicians, dentists, community organizers, historians, lawyers, executives, and others working in health policy.Course Activities: Students a"
Science-Driven Innovation in the Early Childhood Ecosystem,SBS 299,HSPH,Social & Behavioral Sciences,"This class meets at the Graduate School of Education.The primary aim of this course is to leverage advances in the biological, behavioral, and social sciences to catalyze more effective policies and programs to strengthen the foundations of early development and lifelong health in the prenatal and early childhood periods. Drawing on a diversity of perspectives, students will learn how interactions among early experiences, variation in sensitivity to context, and developmental timing shape brain"
Independent Study,SBS 300,HSPH,Social & Behavioral Sciences,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.Important Information: In order to enroll in an Independent Study course you must submit a proposal form, which will be reviewed by the department and faculty member.  To d"
Independent Study,SBS 300,HSPH,Social & Behavioral Sciences,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.Important Information: In order to enroll in an Independent Study course you must submit a proposal form, which will be reviewed by the department and faculty member.  To d"
Independent Study,SBS 300,HSPH,Social & Behavioral Sciences,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.Important Information: In order to enroll in an Independent Study course you must submit a proposal form, which will be reviewed by the department and faculty member.  To d"
Teaching Assistant,SBS 311,HSPH,Social & Behavioral Sciences,
Research,SBS 350 1,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 2,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 3,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 4,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 5,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 6,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 7,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 8,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 9,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 10,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 11,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 12,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 13,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 14,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 15,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 16,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 17,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 18,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 19,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 20,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 21,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 22,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 23,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 24,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 25,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 26,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 27,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 28,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 29,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 30,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 31,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 32,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 33,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 34,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 35,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 36,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 37,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 38,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 39,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 40,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 41,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 42,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 43,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 44,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 45,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 46,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 47,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 48,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 49,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 50,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 51,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 52,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 53,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 54,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 55,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 56,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 57,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 58,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
"Maternal and Child Health/Children, Youth and Families Seminar",SBS 360,HSPH,Social & Behavioral Sciences,"This course is taken twice for a total of 1.26 Pass/Fail credits (0.63 in the Fall and 0.63 in the Spring)Weekly seminar on topics in Maternal and Child Health/Children, Youth and Families.Required for: doctoral students either majoring or minoring in Maternal Child Health/Children Youth and Families (MCH/CYF) until they defend their thesis; masters students concentrating in MCH/CYF for the duration of their program. The MCF/CYF concentration in open to masters and doctoral students in"
Substance Use and Public Health,SBS 504,HSPH,Social & Behavioral Sciences,"Substance use is a significant public health issue with widespread individual and societal impacts. This course examines the issues that comprise a coherent, impactful public health-focused substance use policy, by considering the factors that contribute to substance use and its consequences. It covers evidence-based strategies for prevention and harm reduction, considering biological, psychological, and social influences, particularly among high-risk populations. Students will analyze the effec"
"An Intro to History, Politics, & Public Health: Theories of Disease Distr. & Health Inequities",SBS 506,HSPH,Social & Behavioral Sciences,"This course offers an introduction to the social and scientific contexts, content, and implications of theories of disease distribution, past and present. It considers how these theories shape questions people ask about--and explanations and interventions they offer for--patterns of health, disease, and well-being in their societies. Designed for both master level and doctoral level students, SBS 506 also serves a pre-requisite for SBS 507, the in-depth continuation of the course required for SB"
"Adv Sem on History, Politics, and Public Health: Theories of Disease Distr and Health Inequities",SBS 507,HSPH,Social & Behavioral Sciences,"This course builds on the prerequisite course SBS 506 and its critical focus on theories of disease distribution, past and present. Intended for doctoral students (and required of SBS doctoral students), SBS 507 deepens historical and present-day understanding of contemporary mainstream theories of disease distribution and their social epidemiologic alternatives. Pairing 20th and 21st CE historical and contemporary books (not articles!), the course both builds substantive knowledge regarding the"
Health Literacy: Practical Tools to Make Information More Equitable,SBS 515,HSPH,Social & Behavioral Sciences,"Health literacy is a powerful tool for health equity. This course focuses primarily on information assessment and health literacy best practice; everyone in public health has a responsibility to ensure that information is accessible, understandable, and usable. You will learn best practices for assessing health (e.g., asthma) and health-related (e.g., housing) information (e.g., print, video, website). You will learn about information assessment tools and how to analyze texts and tasks. After co"
Qualitative Data Analysis for Public Health,SBS 521,HSPH,Social & Behavioral Sciences,"This seminar focuses on the analysis of qualitative data for public health research and practice. The course covers a range of approaches to the analysis of textual data, such as from interview transcripts. The course focuses on reflexive thematic analysis, but also touches upon grounded theory, framework analysis and hybrid approaches to qualitative data analysis. Students will learn practical skills, including how to develop a codebook, code data, write memos, generate themes, and build concep"
Applied Practice Experience for Health and Social Behavior,SBS 945A,HSPH,Social & Behavioral Sciences,"All students completing a Master of Public Health degree must complete an Applied Practice Experience (“Practicum”). This required course is designed to meet both this degree requirement. In the course, students will identify and complete a practicum that will be of value to their professional development and career goals, as well as periodical email updates and reflections to the instructor. Students will also share their practicum experience with their MPH colleagues via a “peer-to-peer” joint"
Applied Practice and Integrative Learning Experience for Health and Social Behavior (MPH65),SBS 965.P1,HSPH,Social & Behavioral Sciences,"All students completing a Master of Public Health degree must complete an Applied Practice Experience (“Practicum”) and an Integrative Learning Experience (ILE). This required course is designed to meet both these degree requirements. In the course, students will identify and complete a practicum that will be of value to their professional development and career goals. Students will also share their practicum experience with their MPH colleagues via a “peer-to-peer” joint learning experience. A"
Applied Practice and Integrative Learning Experience for Health and Social Behavior (MPH65),SBS 965.P2,HSPH,Social & Behavioral Sciences,"All students completing a Master of Public Health degree must complete an Applied Practice Experience (“Practicum”) and an Integrative Learning Experience (ILE). This required course is designed to meet both these degree requirements. In the course, students will identify and complete a practicum that will be of value to their professional development and career goals. Students will also share their practicum experience with their MPH colleagues via a “peer-to-peer” joint learning experience. A"
SBS Doctoral Seminar,SBS 980,HSPH,Social & Behavioral Sciences,"The SBS Doctoral Seminar is designed to provide first-year students with an opportunity to connect with peers, explore skills covered in their doctoral-level coursework in more depth, lead and participate in a journal club, become familiar with research topics covered by SBS faculty, and develop and practice critical professional skills (e.g., research development, science communication). A 90-minute seminar will be held every other week. Content will include student presentations and interactiv"
Danish,SCAND 90R.A,FAS,Germanic Languages & Lit,"Individualized study of Danish at the elementary, intermediate and advanced levels. Contact hours with language coach. Emphasis on literacy."
Finnish,SCAND 90R.B,FAS,Germanic Languages & Lit,"Individualized study of Finnish at the elementary, intermediate, and advanced levels. Contact hours with a language coach. Emphasis on literacy."
Norwegian,SCAND 90R.C,FAS,Germanic Languages & Lit,"Individualized study of Norwegian at the elementary, intermediate and advanced levels. Contact hours with language coach. Emphasis on literacy."
Old Norse,SCAND 90R.E,FAS,Germanic Languages & Lit,"Individualized study of Old Norse and conducted as a tutorial. Emphasis on literacy.Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged. To propose a tutorial course, students must first review the relevant information provided on the Germanic Department website (https://german.fas.harvard.edu/courses)."
Scandinavian Language Tutorial,SCAND 90R,FAS,Germanic Languages & Lit,"Individualized study of a Scandinavian language at the elementary, intermediate and advanced levels. Contact hours with language coach. Emphasis on literacy. Any language not listed as a course is taught under this number."
Supervised Reading and Research,SCAND 91R,FAS,Germanic Languages & Lit,Advanced reading in topics not covered in regular courses.
Tutorial - Sophomore Year,SCAND 97,FAS,Germanic Languages & Lit,Group or individual tutorial designed to supplement course work and acquaint students with appropriate analytical methods.
Tutorial - Junior Year,SCAND 98,FAS,Germanic Languages & Lit,Group or individual tutorial designed to supplement course work and to develop analytical techniques.
Graduate Teaching,SAS 301,FAS,South Asian Studies,Graduate student teaching.
Reading and Research,SAS 302,FAS,South Asian Studies,
Direction of Doctoral Dissertations,SAS 310,FAS,South Asian Studies,
Society and Health,SBS 201,HSPH,Social & Behavioral Sciences,"The course surveys the social determinants of health: socioeconomic status, structural racism, income inequality, neighborhood contexts, psychosocial work environment, social networks and social capital. The sessions introduce theories linking each social determinant to population health outcomes, measurement issues, and threats to causal inference. Sessions include discussion of different methods used in social epidemiology to understand causal processes, including econometric methods, multi-le"
Society and Health,SBS 201LAB 1,HSPH,Social & Behavioral Sciences,"The course surveys the social determinants of health: socioeconomic status, structural racism, income inequality, neighborhood contexts, psychosocial work environment, social networks and social capital. The sessions introduce theories linking each social determinant to population health outcomes, measurement issues, and threats to causal inference. Sessions include discussion of different methods used in social epidemiology to understand causal processes, including econometric methods, multi-le"
Society and Health,SBS 201LAB 2,HSPH,Social & Behavioral Sciences,"The course surveys the social determinants of health: socioeconomic status, structural racism, income inequality, neighborhood contexts, psychosocial work environment, social networks and social capital. The sessions introduce theories linking each social determinant to population health outcomes, measurement issues, and threats to causal inference. Sessions include discussion of different methods used in social epidemiology to understand causal processes, including econometric methods, multi-le"
Society and Health,SBS 201LAB 3,HSPH,Social & Behavioral Sciences,"The course surveys the social determinants of health: socioeconomic status, structural racism, income inequality, neighborhood contexts, psychosocial work environment, social networks and social capital. The sessions introduce theories linking each social determinant to population health outcomes, measurement issues, and threats to causal inference. Sessions include discussion of different methods used in social epidemiology to understand causal processes, including econometric methods, multi-le"
Society and Health,SBS 201LAB 4,HSPH,Social & Behavioral Sciences,"The course surveys the social determinants of health: socioeconomic status, structural racism, income inequality, neighborhood contexts, psychosocial work environment, social networks and social capital. The sessions introduce theories linking each social determinant to population health outcomes, measurement issues, and threats to causal inference. Sessions include discussion of different methods used in social epidemiology to understand causal processes, including econometric methods, multi-le"
"Race, Ethnicity and Health: Perspectives from the Social and Behavioral Sciences",SBS 207,HSPH,Social & Behavioral Sciences,"Health outcomes in the U.S. vary dramatically as a function of race and ethnicity. The purpose of this course is to address the possible pathways by which such disparities in health status arise at different stages in the life cycle. The course will highlight research that explores this issue from social, behavioral and psychological perspectives, as well as ideas about the meaning of race and ethnicity in American society. Students will be asked to develop their own research ideas that might he"
Adolescent Health,SBS 208,HSPH,Social & Behavioral Sciences,"This course aims to provide an overview of major topics related to adolescent health for future public health practitioners, including health care providers, mental health workers, educators, and others. It is meant to be a broad introduction to adolescent health through covering topics that are relevant to the health of adolescents. Sessions usually cover adolescent development, research with adolescents, sexual and reproductive health, media influences, mental health, policy and advocacy, LGBT"
"Developmental Disabilities I: Evaluation, Assessment and Systems",SBS 212,HSPH,Social & Behavioral Sciences,"The course focuses on issues confronting professionals who work with people with developmental disabilities, their families, and the system. Materials are organized with a developmental format in mind. Emphasis for first half of semester will be on understanding the professionals' role in diagnosing, evaluating, and assessing children who have developmental disabilities or who are at high risk of acquiring them. Specific discussions of families and services will highlight the second half of"
Society and Mental Health,SBS 215,HSPH,Social & Behavioral Sciences,"Poor mental health and mental disorders are often perceived as driven primarily by biological or genetic factors. However, how mental health is even defined and measured is shaped by societal factors, and exposure to societal risks and resources are critical contributors to variations in mental health and mental illness within the population. This course will provide an overview of multiple, major social factors that affect the risk of mental health and mental illness, and the ways in which mode"
Social and Structural Inequities and Children’s Health,SBS 220,HSPH,Social & Behavioral Sciences,"This course reviews major social and structural risks to children’s health as well as opportunities for prevention. This class will provide an overview of current theories of child development and mechanisms linking social and environmental conditions in childhood to physical and mental health disparities. Topics include economic inequality, neighborhood context, housing, school environments, racism, childhood trauma, and state-level policies (e.g., social safety nets, immigration). Major epidem"
Engaging with the US Press: A Practical Look at Effective Public Health Communications,SBS 225,HSPH,Social & Behavioral Sciences,"How does the US press actually function? How does the press interact with and influence the operation of public health agencies and systems? This course is intended to provide you with a deeper understanding of the relationship between public health and the American press, a subject of particular importance in the wake of the COVID-19 pandemic. You will hear directly from experts – on both sides of the relationship – about their experiences. Sessions will examine all facets of the relationship,"
Social and Behavioral Research Methods,SBS 245,HSPH,Social & Behavioral Sciences,"Provides a broad overview of social and behavioral research methodology, including experimental, quasi-experimental, and non-experimental research designs, measurement, sampling, data collection, and causal inference. Through methodological readings, discussion, and group and individual projects, students learn to conduct social and behavioral research. Projects include psychometric development of new measures and analysis of longitudinal data with special emphasis on appropriate methods for rig"
Principles of Social and Behavioral Research,SBS 281,HSPH,Social & Behavioral Sciences,"This course will equip you with the skills to conduct and critically evaluate social and behavioral research in public health. It will cover topics relevant to social and behavioral dimensions of public health, such as ethics, measurement, study design, survey research methods, questionnaire development, sampling, and data collection. It emphasizes quantitative research and social science methods applied to public health research.Course Activities: Group project, presentations, brief written art"
Practical Communications Strategies and Tactics for Influencing a Healthier World,SBS 285,HSPH,Social & Behavioral Sciences,"This is a communications course. Health policy experts and system reformers – including government officials, health care leaders, civil servants, lobbyists, think tank scholars, and NGO leaders and advocates – must have skills to move ideas to scale and drive needed changes for healthier communities. They (and you) have the power to be accelerants on the fire of change, to move ideas from the conceptual to action. This course will empower you to do the same: You’ll learn the principles of strat"
Qualitative Research Methods in Public Health,SBS 288,HSPH,Social & Behavioral Sciences,"What students can expect from this course: Qualitative research can be used alone or in combination with quantitative research to investigate public health questions. This introductory course will provide students with an overview of the range of important conceptual and practical issues associated with qualitative research, including providing general familiarity with the design of qualitative studies and conduct of commonly-used qualitative methods. The course begins by examining the variety o"
Leadership in Health Policy,SBS 296,HSPH,Social & Behavioral Sciences,"Students will engage with faculty members at Harvard as well as key health policy leaders from both the public and private sectors to develop leadership skills required for effective performance in the areas of public health practice and public policy. A major focus will be strategies for career development in minority health policy. Speakers will include physicians, dentists, community organizers, historians, lawyers, executives, and others working in health policy.Course Activities: Students a"
Science-Driven Innovation in the Early Childhood Ecosystem,SBS 299,HSPH,Social & Behavioral Sciences,"This class meets at the Graduate School of Education.The primary aim of this course is to leverage advances in the biological, behavioral, and social sciences to catalyze more effective policies and programs to strengthen the foundations of early development and lifelong health in the prenatal and early childhood periods. Drawing on a diversity of perspectives, students will learn how interactions among early experiences, variation in sensitivity to context, and developmental timing shape brain"
Independent Study,SBS 300,HSPH,Social & Behavioral Sciences,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.Important Information: In order to enroll in an Independent Study course you must submit a proposal form, which will be reviewed by the department and faculty member.  To d"
Independent Study,SBS 300,HSPH,Social & Behavioral Sciences,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.Important Information: In order to enroll in an Independent Study course you must submit a proposal form, which will be reviewed by the department and faculty member.  To d"
Independent Study,SBS 300,HSPH,Social & Behavioral Sciences,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.Important Information: In order to enroll in an Independent Study course you must submit a proposal form, which will be reviewed by the department and faculty member.  To d"
Teaching Assistant,SBS 311,HSPH,Social & Behavioral Sciences,
Research,SBS 350 1,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,SBS 350 2,HSPH,Social & Behavioral Sciences,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
