"department","description","course_code","course_name","credits"
"SLAA - Second Language Acquisition and Application","Covers leading theoretical approaches and experimental methods in second language processing. Draws on research and theories in Second Language Acquisition (SLA), formal linguistics, cognitive grammar, psycholinguistics, and neurolinguistics. Restriction:Permission of instructor required for MA students.","SLAA742","Second Language Processing","3 Credits"
"SLAA - Second Language Acquisition and Application","Consideration of the empirical evidence for age effects in second language learning and its potential confounds. Critical evaluation of the differing interpretations of these effects and their implications for educational practice, SLA theory, development psychology, and research methodology. Prerequisite:SLAA610.","SLAA744","Age Effects in Second Language Learning","3 Credits"
"SLAA - Second Language Acquisition and Application","Current topics in research on Second Language Learning. Prerequisite:SLAA610; or permission of instructor.","SLAA749","Special Topics in Second Language Learning","3 Credits"
"SLAA - Second Language Acquisition and Application","Survey of studies on effectiveness of SLA instruction within various domains of language, with focus on research design. Prerequisite:SLAA610.","SLAA750","Instructed Second Language Acquisition","3 Credits"
"SLAA - Second Language Acquisition and Application","Overview of Task-Based Language Teaching (TBLT) including needs and means analysis, syllabus design, materials writing, methodology and pedagogy, testing, and evaluation. Theoretical issues addressed include relationship of TBLT to research findings on the psychology of learning and SLA and libertarian approaches to education. ","SLAA754","Task-Based Language Teaching","3 Credits"
"SLAA - Second Language Acquisition and Application","Topics in the theory and practice of second language instruction. Repeatable to:12 credits.","SLAA759","Special Topics in Second Language Instruction","3 Credits"
"SLAA - Second Language Acquisition and Application","An overview of current assessment models in foreign and second language learning. Prerequisite:SLAA610.","SLAA760","Fundamentals of Second Language Assessment","3 Credits"
"SLAA - Second Language Acquisition and Application","Critical exploration of concepts in bilingualism and multilingualism with emphasis on the social environments of second language acquisition, through the lens of cognitive and social frameworks. Implications of bilingualism for memory, affect, language processing and code-switching/mixing, as well as the social implications of knowing and using more than one language. Prerequisite:SLAA610; or permission of instructor.","SLAA772","Bilingualism and Multilingualism","3 Credits"
"SLAA - Second Language Acquisition and Application","Critical exploration of the theoretical issues and existing experimental research on heritage language learning and use as well as consideration of classroom and curricular implications of heritage language learning. Restriction:Permission of instructor required for Master students.","SLAA773","The Heritage Language Speaker","3 Credits"
"SLAA - Second Language Acquisition and Application","Directed independent research in Second Language Acquisition or Application. In this capstone project, students engage in independent research under faculty direction. Repeatable to:3 credits if content differs.","SLAA779","Directed Research in Second Language Acquisition and Application","1-3 Credits"
"SLAA - Second Language Acquisition and Application"," Repeatable to:6 credits if content differs.","SLAA798","Master's Independent Study","1-3 Credits"
"SLAA - Second Language Acquisition and Application"," ","SLAA799","Master's Thesis Research","1-6 Credits"
"SLAA - Second Language Acquisition and Application","Individual instruction course. Prerequisite:Permission of ARHU-College of Arts & Humanities.","SLAA888","Doctoral Independent Study","1-3 Credits"
"SLAA - Second Language Acquisition and Application"," ","SLAA898","Pre-Candidacy Research","1-8 Credits"
"SLAA - Second Language Acquisition and Application"," ","SLAA899","Doctoral Dissertation Research","1-8 Credits"
"SLLC - School of Languages, Literatures and Cultures","The mechanical capabilities of the human vocal apparatus for producing speech sounds, and their terminology and transcription in the International Phonetic Alphabet. Emphasis is on the practical needs of the teacher and student of foreign language, rather than the theoretical linguist or the hearing-and-speech pathologist. The phonetics of major languages are also introduced, with attention to the pedagogy of their phonetics. Restriction:Junior standing or higher.","SLLC400","Articulatory Phonetics for Second Language Acquisition and Application","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","An examination of the relationship between film and reality, focusing on documentary film. Prerequisite:ENGL245, FILM245, orCINE245; or permission of ARHU-School of Languages, Literatures, and Cultures department.","SLLC410","Documentary and Narrative","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","Introductory survey of European and U.S. American experimental cinema. Cross-listed with:CINE411.","SLLC411","Experimental Film","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","Histories of cinema and politics in the 20th century. Prerequisite:ENGL245, FILM245, orCINE245; or permission of ARHU-School of Languages, Literatures, and Cultures department.","SLLC461","Political Cinema","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","An examination of the ways and techniques with which cinema produces a sense of time in the viewer. Prerequisite:ENGL245, FILM245, orCINE245; or permission of ARHU-College of Arts & Humanities.","SLLC463","Screening Time: History and Memory in Cinema","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","Exploration of topics in film studies beyond national traditions, for example through the lens of theory, genre, auteurship, aesthetic movements in cinema, and/or comparative perspectives. Courses at the 400-level have higher expectations of independent work, including reading and written assignments. Repeatable to:12 credits if content differs.","SLLC468","Special Topics in Film Studies II","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","The goal of this course is to provide students with an understanding of cultural aspects pertaining to global business, and thereby increasing their awareness of the cultural factors that motivate decisions and behavior in the business world. Students will gain an understanding of how the business cultures in the rest of the world diverge from the American, and develop the cultural understanding, attitudes, and communication skills needed to function appropriately within an increasingly global and multicultural working environment. Restriction:Sophomore standing or higher.","SLLC471","The Cultural Environment of Global Business","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","The goal of this course is to provide students with an understanding of cultural aspects pertaining to European business, and thereby increasing their awareness of the cultural factors that motivate decisions and behavior in the European business world. Students will gain an understanding of how the European business cultures diverge from the American, and develop the cultural understanding, attitudes, and communication skills needed to function appropriately within an increasingly global and multicultural working environment. Restriction:Sophomore standing or higher.","SLLC473","European Business Cultures","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","Interdisciplinary, transnational or cross-language course; specific topic to be announced. Repeatable to:12 credits if content differs.","SLLC499","Special Topics in World Cultures","3 Credits"
"SLLC - School of Languages, Literatures and Cultures","Methods and materials for teaching foreign languages in higher education. Restriction:Permission of ARHU-School of Languages, Literatures, and Cultures department.","SLLC601","Teaching Foreign Languages in Higher Education","1 Credit"
"SLLC - School of Languages, Literatures and Cultures","Cross-departmental or cross-programmatic study within the School of Languages, Literatures, and Cultures. Topic to be announced when course is offered. ","SLLC698","Special Topics in Interdisciplinary Studies","1-3 Credits"
"SLLC - School of Languages, Literatures and Cultures"," Restriction:Permission of instructor.","SLLC789","Master's Independent Study","1-3 Credits"
"SLLC - School of Languages, Literatures and Cultures","Pedagogical mentoring by faculty members for doctoral students who have completed their first semester of TA training. Prerequisite:SLLC601; and permission of ARHU-School of Languages, Literatures, and Cultures department.","SLLC878","Pedagogical Mentoring for Doctoral Students","1 Credit"
"SLLC - School of Languages, Literatures and Cultures"," Repeatable to:6 credits if content differs.","SLLC889","Doctoral Independent Study","1-3 Credits"
"SOCY - Sociology","This is a course about multiple regression for undergraduate students and presumes that students taking this course will be both producers and consumers of multiple regression results. Students will work with the instructor to produce a research poster presentation based on secondary social science data. In addition to multivariable statistics, students will learn some statistical programming as well as how to organize a research presentation. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY401","Intermediate Statistics for Sociologists","3 Credits"
"SOCY - Sociology","Resource depletion and the deterioration of the environment. Relationship to lifestyles, individual consumer choices, cultural values, and institutional failures. Projection of the future course of American society on the basis of the analysis of scarcity, theories of social change, current trends, social movements, government actions, and the futurist literature. Prerequisite:6 credits in SOCY courses.","SOCY405","Scarcity and Modern Society","3 Credits"
"SOCY - Sociology","Examines social change from the perspective of comparative and historical sociology to get at the question, 'where are we now?' Students develop a critical appreciation of how scholars construct persuasive explanations for large-scale change focusing on four central questions: the origins of markets and industrial capitalism; the emergence of democracy as opposed to dictatorship; the causes and consequences of social revolution; and the logic of armed conflict. Explanations offered for the changes in question as well as the methods employed are explored. Counterfactual hypotheticals for each central question--that is, what might have been, rather than what historically emerged--are considered. Prerequisite:6 credits in SOCY courses.","SOCY407","Explaining Social Change: Historical and Comparative Methods","3 Credits"
"SOCY - Sociology","Types of demographic analysis; demographic data; population characteristics; migration; mortality; fertility; population theories; world population growth; population policy. Prerequisite:6 credits in SOCY courses; or permission of BSOS-Sociology department.","SOCY410","Social Demography","3 Credits"
"SOCY - Sociology","Basic techniques for analyzing population structure and demographic processes, including fertility, mortality and migration. Prerequisite:(SOCY201; or students who have taken courses with comparable content may contact the department); andSOCY410. Or permission of BSOS-Sociology department.","SOCY411","Demographic Techniques","3 Credits"
"SOCY - Sociology","Family and population dynamics. Fertility issues, such as teenage pregnancy, the timing of parenthood, and family size, as they relate to family behavior, such as marital patterns, child care use, and work and the family. Policy issues that relate to demographic changes in the family. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY412","Family Demography","3 Credits"
"SOCY - Sociology","The aging of the population is one of the major demographic changes affecting social institutions during the next century. Research demography, sociology, economics, epidemiology, psychology and public health are integrated to develop a broader understanding of the causes and consequences of population aging. A central focus is the diversity of experiences by age, gender, socioeconomic status and health. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY413","Sociology of Aging","3 Credits"
"SOCY - Sociology","Overview of the field and theoretical themes within the area of environmental sociology and technology. Current issues are explored including: environmental attitudes; environmental movements; environmental justice; globalization; global climate change; and garbage and food. Prerequisite:6 credits in SOCY courses.","SOCY415","Environmental Sociology","3 Credits"
"SOCY - Sociology","This is a special topics research course for Family and Demography. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY418","Research in Family & Demography","3 Credits"
"SOCY - Sociology","Using the sociological imagination to independently explore research questions as designed by students. Readings will explore dilemmas qualitative researchers confront such as, how to conduct research ethically and how their background influences their findings and analysis. Students will learn how to collect data, analyze it, and present it to others. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY420","Qualitative Research Methods in Sociology","3 Credits"
"SOCY - Sociology","Encourages sociological thinking about US racial and ethnic minority populations, with a focus on African Americans, Latinos, Asian Americans, and Native Americans. The central concern is to understand and explain racial/ethnic inequality. A wide array of topics are discussed, including prejudice and discrimination, slavery, residential segregation, cultural inequality, skin tone stratification, economic and educational disparities, and assimilation/generational processes. Prerequisite:6 credits in SOCY courses; or permission of the Sociology department.","SOCY424","Sociology of Race Relations","3 Credits"
"SOCY - Sociology","This is the special topics research course for Stratification and Inequality. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY428","Research in Inequality","3 Credits"
"SOCY - Sociology","Structural and processual characteristics of organizations that make them effective for different purposes and in different environments. Effects of different institutional environments, small group processes, organizational networks, and leadership. Types of organizations studied include formal bureaucracies, professional organizations, and voluntary associations. Prerequisite:SOCY201andSOCY202; or permission of BSOS-Sociology department.","SOCY431","Principles of Organizations","3 Credits"
"SOCY - Sociology","This course broadens students' understanding of social movements in the United States. Many topics are discussed, including the emergence of social movements, why people join social movements, collective identity, gender, culture, emotions, tactics, repression, and the decline of social movements. Various movements are reviewed, including the civil rights movement, the Chicano movement, the women's movement, the LGBTQ movement, the white power movement, the American Indian movement, and the animal rights movement. Prerequisite:6 credits in SOCY courses; or permission of BSOS-Sociology department.","SOCY432","Social Movements","3 Credits"
"SOCY - Sociology","It is not too far-fetched to speak of the pancreas under capitalism or the proletarian lung. Humans are social beings in physical bodies. In this course, we draw on research studies, podcasts, news articles, and best-selling non-fiction to inform conversation and writing on how various dimensions of human biology influence, and are influenced by, our social and cultural environment. We focus on conceptualizing human behavior as an interplay between both nature and nurture, and consider how this approach changes our understanding of modern social problems. This course is appropriate for students with a range of backgrounds in the social and natural sciences; introductory-level supplemental readings on all necessary biological concepts will be provided. Prerequisite:Must have completed 6 credits in SOCY courses or permission of BSOS Sociology Department.","SOCY435","Society, Biology, and Health","3 Credits"
"SOCY - Sociology","The sociological study of social class, status, and power. Topics include theories of stratification, correlates of social position, functions and dysfunctions of social inequality, status inconsistency, and social mobility. Prerequisite:6 credits in SOCY courses; or permission of BSOS-Sociology department.","SOCY441","Social Stratification and Inequality","3 Credits"
"SOCY - Sociology","Students will learn about the Black Middle Class. They will examine and explore the historical context that led to the rise of a Black Middle Class. Innovative avenues into the Black Middle Class will also be examined, including various household and family formations. Finally, the course will cover the consequences of being in the The Black Middle Class, with an emphasis on residential segregation and racial identity. Prerequisite:6 credits in SOCY courses.","SOCY442","The Black Middle Class","3 Credits"
"SOCY - Sociology","Sociological theories of sex and gender are used to explore empirical research on women's and men's sexual behavior and attitudes; variation in gendered sexuality by key social characteristics and how gendered sexuality is constructed and controlled; changes in sexuality over time and across relationship types, focusing on changes in sexual desire and behaviors and on the changing meaning of sex and marriage in U.S. society and other countries. Contemporary debates about sexuality will also be examined. Prerequisite:SOCY201,SOCY202,SOCY203, andSOCY230.","SOCY445","Sex and Love in Modern Society","3 Credits"
"SOCY - Sociology","Students in this course will learn how the study of women's empowerment in low and middle income countries (LMICs) has developed, its current state of measurement, and new avenues to pursue in the future. Examining the extensive research on gender-based inequalities in educational attainment, employment rates, and health status, students will investigate how power imbalances across individuals, households, and institutional factors result in persistent inequality. Bringing an intersectional perspective to the forefront of the course, we will study how to design effective intervention policies that seek to improve the daily lives of women, girls and their families. Prerequisite:SOCY201andSOCY202; or permission of BSOS-Sociology department.","SOCY450","Investigating Women's Empowerment in Low and Middle Income Countries","3 Credits"
"SOCY - Sociology","Analyzes the relationship between society and culture. How do social forces affect cultural objects and products? How do values and meanings shape individual behavior? How can culture be both a source of domination and resistance? These and other topics will be analyzed to show the role of culture in our lives. Prerequisite:6 credits in SOCY courses; or permission of the department.","SOCY451","Sociology of Culture","3 Credits"
"SOCY - Sociology","The class focuses upon the larger question: ""What is the balance between people being mentally 'ill' and us having a 'sick' society?"" To explore this question, students will utilize sociological approaches toward mental illness and health. This will manifest as a focus on how social organization is related to mental health and illness. Students will consider how sociologists understand the nature, distribution, and treatment of mental illness and health in society, and will develop a personal understanding of what it means to be mentally healthy. Prerequisite:6 credits in SOCY courses; or permission of the department.","SOCY452","Sociology of Mental Health","3 Credits"
"SOCY - Sociology","Examines how race and ethnicity have historically shaped residential patterns in the U.S. and their continuing importance today. Students will investigate the causes of residential segregation, including residential preferences, discrimination, and socioeconomic differences between racial and ethnic groups. Significant attention will be paid to how immigration and ensuing ethnic and racial diversity are reshaping the residential landscape. The readings highlight the U.S. context, though residential patterns in different countries are also briefly discussed. Prerequisite:6 credits in SOCY courses; or permission of the department.","SOCY453","Racial Residential Segregation","3 Credits"
"SOCY - Sociology","Artificial intelligence is everywhere and never sleeps. It is transforming our social institutions in intended and unintended ways. While scientists debate the feasibility of engineering conscious machines with general intelligence, no one debates that the global race is on to create more potent computers. Through targeted research, discussion, and presentation of findings students will answer a specific question on how, where, and in what ways society is being changed by smart machines. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY456","Smart Machines and Human Prospects","3 Credits"
"SOCY - Sociology","Social, political, and cultural sources of legal norms and concepts; and how the law shapes society and society shapes the law using sociological theoretical frameworks. The role of social change, social reproduction and inequality (including race, class, gender, and sexuality) to achieve certain objectives such as compliance, deterrence and social control. ","SOCY457","Sociology of Law","3 Credits"
"SOCY - Sociology","Special topics course taken as part of an approved study abroad program. Repeatable to:15 credits if content differs.","SOCY458","Special Topics in Study Abroad IV","1-6 Credits"
"SOCY - Sociology","Sociology in Action is a research course that will use the science of sociology to inform real life issues and contribute to the development of social programs. In this course, students will gain hands-on experience in applying sociology by working with clients in Prince George's County on specific social problems and issues. Please assess your ability to commit to this course and fulfill all requirements. Given that students will be working with Prince George's County organizations, there will be some variation and unpredictability in the nature of the projects. Prerequisite:SOCY202; or students who have taken courses with similar content may contact the department.","SOCY461","Sociology in Action: Research and Community Engagement in Prince George's County","3 Credits"
"SOCY - Sociology","Situates digital technology in our social environment and then examines how this relationship reflects, reinforces, or reorders social hierarchies. Students will learn the conceptual and methodological foundations for studying and evaluating how technologies such as health and social media apps, the personal computer, artificial intelligence, and weapons of war have evolved, diffused and impacted social life. Students will explore and then conduct independent research on the relationship between technology and social inequalities through the lens of health and medicine, the environment and climate change, jobs and the workplace, as well as government and criminal justice. Prerequisite:Must have completed 6 credits in SOCY courses; or permission of BSOS-Sociology department.","SOCY462","Digital Technology and Society","3 Credits"
"SOCY - Sociology","An examination of the history both feminist social movements and feminist sociology in a specific way. It uses the sociological subfield of men and masculinities as a keyhole through which we will study 'the stalled revolution' for women's equality. Along the way, we will familiarize ourselves with academic and popular reports about changing and contested definitions, ideas, and behaviors of masculinity. Prerequisite:6 credits in SOCY courses; or permission of BSOS Sociology department.","SOCY463","Sociology of Masculinity: How Much Has Masculinity Really Changed?","3 Credits"
"SOCY - Sociology","Since the American and French Revolutions at the end of the eighteenth century, warfare has been marked by the way national states draw ordinary people into armed conflicts--as members of the military, producers and controllers of resources and supporters or resisters, and also as targets and victims. This course examines how the centering of ordinary people in war has transformed over time, continuing right up to the current conflict in Ukraine. Alongside explaining why states make war the way they do, the course explores the impacts of making war and living through conflict on the societies embroiled in it. Prerequisite:Must have completed 6 credits in SOCY courses; or permission of BSOS-Sociology department.","SOCY465","The Sociology of War:  State and Society since the American Revolution","3 Credits"
"SOCY - Sociology","Sociological analysis of educational institutions and their relation to society: goals and functions, the mechanisms of social control, and the impacts of stratification and social change. Study of the school as a formal organization, and the roles and subcultures of teachers and students. Prerequisite:6 credits in SOCY courses; or permission of BSOS-Sociology department.","SOCY467","Sociology of Education","3 Credits"
"SOCY - Sociology","Analysis of patterns in sexual activity, contraceptive use, and unintended pregnancy, and how they reinforce or alleviate socioeconomic, gender, and racial inequalities. Emphasis on the role of healthcare providers and contraceptive access, attitudes about motherhood and contraception, policy interventions, and institutional designs. Social and economic consequences of increasing women's ability to control their fertility. Prerequisite:6 credits in SOCY courses; or permission of Sociology Department.","SOCY470","Pregnancy and Parenthood in an Unequal Society","3 Credits"
"SOCY - Sociology","Emotions are often thought of as purely subjective experiences. How much more personal than one get than their emotions and feelings? In addition to their physiological and psychological aspects, however, emotions have a social side that often go unnoticed. This course will introduce you to the social aspects of emotions. In doing so, we will cover wide-ranging topics including the social causes of emotions, social norms about emotions, disparities in emotionalexperiences, and the ways in which emotions can maintain and reshape society. Prerequisite:6 credits in SOCY courses; or permission of BSOS-Sociology Department.","SOCY475","Sociology of Emotions","3 Credits"
"SOCY - Sociology","Introduces religion, gender, and politics in the Middle East and North Africa. After an overview of the political and social history the focus will be on methods for carrying out research on fundamental issues facing Middle Eastern societies, including national identity, religion, gender relations and the status of women in the family, politics, education, and labor market. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY480","Researching the Middle East","3 Credits"
"SOCY - Sociology","The sociology of terrorism and political violence in the Middle East and North African will be explored in this course. Prerequisite:Must have completed 6 credits in SOCY courses or permission of the Sociology department.","SOCY481","Ideology and Social Conditions in the Making of Terrorism in the Middle East and North Africa","3 Credits"
"SOCY - Sociology","Hands-on experience in designing, conducting, and analyzing experimental research. Introduces students to causal inference in social scientific research, focusing on experimental designs. Students will get hands-on research experience running experimental studies in the group processes lab. Students will also work with the professor and graduate students in the department to develop a research idea that can be executed in the spring semester. Prerequisite:SOCY201andSOCY202; or permission of the Sociology department.","SOCY490","Experimental Research Practicum","3 Credits"
"SOCY - Sociology","Students will finalize the design of their studies from the fall semester and carry out the research in this course. Introduces students to analyzing experimental data and presenting results from these data. Students will continue to get hands-on research experience running experimental studies in the group processes lab and working with the professor and graduate students in the department to further develop their projects. Prerequisite:SOCY201,SOCY202andSOCY490; or permission of BSOS-Sociology department.","SOCY491","Experimental Research Design","3 Credits"
"SOCY - Sociology","Topics of special interest to advanced undergraduates in sociology. Such courses will be offered in response to student request and faculty interest. Prerequisite:SOCY201andSOCY202; or permission of BSOS-Sociology department.","SOCY498","Selected Topics in Sociology","1-3 Credits"
"SOCY - Sociology","Introductory statistical concepts are covered including descriptive statistics, probability, sampling distributions, expected values, hypothesis testing, tests of significance, measures of association, and if time permits, introduction to regression analysis. Statistical programming software may be used. Prerequisite:SOCY201; or students who have taken courses with comparable content may contact the department.","SOCY601","Statistics For Sociological Research I","3 Credits"
"SOCY - Sociology","This course introduces regression analysis using matrix algebra. Topics include bivariate regression, multivariate regression, tests of significance, regression diagnostics, indicator variables, interaction terms, extra sum of squares, and the general linear model. Other topics may be addressed such as logistic regression and path analysis. Statistical programming software may be used. Prerequisite:SOCY601; or students who have taken courses with comparable content may contact the department.","SOCY602","Statistics For Sociological Research II","3 Credits"
"SOCY - Sociology","The conduct of research in collection and analysis of social science data under the guidance of experienced investigators. Emphasis on a particular research area of procedure, e.g. secondary analysis of survey data; experimental design; evaluation of research; data collection techniques. Restriction:Permission of instructor.","SOCY609","Practicum in Social Research","3 Credits"
"SOCY - Sociology","An introductory course on the fundamental issues that arise in the design, execution, analysis, and writing stages of the research process. The course is designed to help first-year graduate students begin their transition from a consumer to a producer of social research. Restriction:Restricted to Sociology graduate students.","SOCY610","Logic of Social Inquiry","3 Credits"
"SOCY - Sociology","Survey of standard demographic methods for the description and analysis of population size, structure and composition, including techniques for the analysis of fertility, mortality and migration. ","SOCY611","Introduction to Demographic Methods","3 Credits"
"SOCY - Sociology","Designed to build knowledge about theories of modernity, with emphasis on modern families. Thus, it combines some core theories of modernity (Giddens, Bourdieu, Foucault), with key theoretical debates about families and intimate relationships (economics and economic sociology, gender, race, class), and social change (development and new family forms). Credit Only Granted for:SOCY699F orSOCY612.","SOCY612","Families and Modern Social Theory","3 Credits"
"SOCY - Sociology","The objective of this course is to introduce students to the field of social movements, with an emphasis on understanding theoretical tools within the field. To accomplish this, students will review theories on social movements including Karl Marx, breakdown approaches, resource mobilization and political process theory, dramaturgy, and new social movement theory. Students will also devote considerable attention to core concepts in the field, including social networks, political opportunity structure, repression, framing, collective identity, and movement outcomes. Credit Only Granted for:SOCY699R orSOCY613.","SOCY613","Social Movement Theory","3 Credits"
"SOCY - Sociology","The proseminar is the guide to Sociology as a profession, and how sociology is practiced here at the University of Maryland. The goal of the course is to help students gain insider knowledge about how to develop sociological knowledge and capabilities, and what it means to practice sociology as a graduate student and beyond. The course will discuss both practical aspects of professional life in general and specific topics of interest. Restriction:Must be in Sociology (Doctoral) program.","SOCY616","Sociology Pro-Seminar","1 Credit"
"SOCY - Sociology","Designed to present the potential of the computer as a tool in sociological research. Projects involving programming and running of data manipulation techniques, statistical techniques, and simple simulations. Prerequisite:SOCY401; or students who have taken courses with comparable content may contact the department. And must have elementary knowledge of a programming language; or CMSC120; or students who have taken courses with comparable content may contact the department.","SOCY618","Computer Methods for Sociologists","3 Credits"
"SOCY - Sociology","Review of the history of sociological thought with major attention to the key figures (from Marx to C. Wright Mills). Prerequisite:SOCY203or SOCY403; or students who have taken courses with comparable content may contact the department; or permission of instructor.","SOCY620","Development of European and American Sociological Theory","3 Credits"
"SOCY - Sociology","Review of sociological theory since approximately 1970, with emphasis given to schools of thought (from symbolic interaction to post- modernism) and priciple participants in them (from Goffman to Baudrilliard). Prerequisite:SOCY620,SOCY203, or SOCY403; or permission of instructor.","SOCY621","Contemporary Sociological Theory","3 Credits"
"SOCY - Sociology","Analysis of the relation of types of knowledge to social structure. Role of social class and social organization in the development of science, political ideology, belief systems and social values. Social roles associated with production of knowledge. ","SOCY622","The Sociology of Knowledge","3 Credits"
"SOCY - Sociology","Modern families will be explored by combining core theories of modernity with key theoretical debates about families and intimate relationships (economics and economic sociology, gender, race), and social change (development and new family forms). Restriction:Must be in one of the following programs (Sociology (Doctoral); Sociology (Master's)) ; or permission of instructor.","SOCY623","Families and Modern Social Theory","3 Credits"
"SOCY - Sociology","An introduction to the research on activism, focusing particularly on the global and transnational aspects of activism and social movements. The course begins with an overview of the theoretical literature on activism and social movements. Then, we will focus on case studies of particular movements that have a global component and have been the focus of recent sociological inquiry: the globalization movement, Arab Spring, and the climate/climate justice movement. Restriction:Must be enrolled in a Sociology (SOCY) graduate program; or permission of instructor.","SOCY625","Activism and Global Movements","3 Credits"
"SOCY - Sociology","Examines the demographic foundations of population aging, focusing on macro and historical patterns as well as on trends in mortality health and disability. Also examines the relationship between aging and social institutions such as the family, the economy and public policy. ","SOCY626","Demography of Aging","3 Credits"
"SOCY - Sociology","Examines theories of immigration and immigrant adaptation, empirical patterns of migration and immigration, the economic and social effects of immigration, as well as immigration policy issues. ","SOCY627","Migration","3 Credits"
"SOCY - Sociology","Selected problems in the field of population; quantitative and qualitative aspects; American and world problems. ","SOCY630","Population and Society","3 Credits"
"SOCY - Sociology","As the second course in the qualitative methods sequence, students are expected to have a general knowledge of qualitative methods. Students should have already learned how to collect and analyze qualitative data using interview and ethnographic methods. Student will spend this semester collecting and analyzing qualitative data and must begin the course with a formulated research question, a plan for data collection and sampling. Each student will spend the first two weeks preparing a proposal for submission the the University of Maryland's Institutional Review Board to gain Human Subjects approval to collect data. Then, students will spend a month collecting data, a month analyzing data using QSR NVivo, which will be taught as part of the coursework, and writing up the findings. The end product of the course will be an empirical paper based on the data collected and analyzed throughout the semester. Prerequisite:SOCY632; or students who have taken courses with comparable content may contact the department.","SOCY633","Qualitative Research Methods II, Field Research","3 Credits"
"SOCY - Sociology","Processes involved in the formation of attitudes; effects of communication; measurement techniques. ","SOCY634","Attitudes and Public Opinion","3 Credits"
"SOCY - Sociology","Demographic and socioeconomic aspects of fertility behavior; causes and consequences of fertilty decline; relationship between women's status and fertility; determinants of adolescent and nonmarital fertility; differential fertility by race/ethnicity and migration status. Restriction:Permission of instructor.","SOCY635","Social Aspects of Fertility","3 Credits"
"SOCY - Sociology","Demographic trends as related to the composition of the U.S. labor force and trends in income; employment status of immigrants, women, and minorities; relationship between skills and jobs; types of data available for study of the labor force. Restriction:Permission of instructor.","SOCY637","Demography Of The Labor Force","3 Credits"
"SOCY - Sociology","Provides students with a practical understanding of leadership and a framework for understanding three key conditions from which effective leadership emerges: timing, organizational characteristics, and individual characteristics. We will consider different dimensions and/or styles of leadership, as well as the methods effective leaders use to build solidarity within groups and organizations. Restriction:Must be in one of the following programs: Criminology and Criminal Justice (Master's); Criminology and Criminal Justice (Doctoral); Sociology (Master's); Sociology (Doctoral); or permission from either the Sociology Department or Criminology & Criminal Justice Department.","SOCY641","Leadership in Diverse Organizations","3 Credits"
"SOCY - Sociology","Social factors that influence mental health. Group dynamics of mental health preservation. ","SOCY642","The Sociology of Mental Health","3 Credits"
"SOCY - Sociology","Organizations affect virtually every aspect of modern social life. The impact and reach of public safety organizations--those special entities purportedly designed to maintain order and safety--are particularly influential. Although sociologists, psychologists, economists, and management scholars all examine the workings of status and power within organizations, our perspective will be primarily sociological as we explore how power and status operate within the context of organizations. Restriction:Must be in one of the following programs: Criminology and Criminal Justice (Master's); Criminology and Criminal Justice (Doctoral); Sociology (Master's); Sociology (Doctoral); or permission from BSOS-Sociology department.","SOCY643","Power and Status in Organizations","3 Credits"
"SOCY - Sociology","The interrelationships among gender, work, and family in contemporary societies. Major research issues addressed from an interdisciplinary and comparative (international) perspective. ","SOCY644","Gender, Work, and Family","3 Credits"
"SOCY - Sociology","Theory and empirical research dealing with the social determination and social consequences of the self-concept. Sociological, psychological, and psychoanalytic approaches to the self. ","SOCY645","Sociology of the Self Concept","3 Credits"
"SOCY - Sociology","Explores how to mitigate and solve image management problems that arise in organizations. Students will learn how to evaluate their organization, make recommendations for future development, and implement the practical aspects of the solution. Problems arise daily in organizations. Leaders need effective strategies to mitigate and solve these problems. While some problems are structural, daily problems often focus on social interactions among people. The course will focus on evaluating the source of problems, enhancing cultural competency among employees, restructuring and rebranding the organization, managing public image, and forming and implementing innovative policy solutions for long-term goals. Restriction:Must be in one of the following programs: Master of Professional Studies in Public Safety Leadership and Administration (MPLA); Criminology and Criminal Justice (Master's); Criminology and Criminal Justice (Doctoral); Sociology (Master's); Sociology (Doctoral); or permission from either the Sociology Department or Criminology & Criminal Justice Department.","SOCY646","Public Image Management and Policy Solutions","3 Credits"
"SOCY - Sociology","Demograpic perspective on family and household relationships; relationships among economic institutions, family structure, and the content of family life; research from contemporary U.S., historical and cross-cultural sources. Restriction:Permission of instructor.","SOCY653","Family Demography","3 Credits"
