"course_code","course_title","department","description","credits","level"
"PSYCH 230","Social Psychology: Psychological Perspectives","Psychology (PSYCH)","Areas of social psychology such as aggression, attitudes, interpersonal attraction, and group processes examined from a psychological perspective. Prerequisites:Psych 101(P). General Education Requirements:SS Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 240","Introduction to Clinical Psychology","Psychology (PSYCH)","Survey of the history, concepts, methods, and important findings and theories of clinical psychology; emphasis on evidence-based assessment and treatment of psychological disorders. Prerequisites:PSYCH 101(P). Last Taught:Spring 2025. ","3"," Undergraduate"
"PSYCH 254","Introduction to Neuroscience","Psychology (PSYCH)","An introduction to neuroscience and the neurobiological bases of behavior. Prerequisites:PSYCH 101(P). General Education Requirements:NS Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 260","Child Psychology","Psychology (PSYCH)","The development of the child. Prerequisites:Psych 101(P). General Education Requirements:SS Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 290","Undergraduate Research: Lower Division","Psychology (PSYCH)","Independent research under the supervision of a faculty member. Prerequisites:fr & soph st only; Psych 101(P) and sponsorship by a faculty member. Last Taught:Fall 2024, Summer 2024, Fall 2023, Fall 2022. ","Course Rules:May be retaken for",""
"PSYCH 292","Psychology Field Placement-Lower Division","Psychology (PSYCH)","Prerequisites:Psych 101(P); cons instr & placement supervisor. Last Taught:Spring 2019, Fall 2018, Summer 2018, Spring 2018. ","Course Rules:May be retaken for",""
"PSYCH 296","UROP Apprenticeship","Psychology (PSYCH)","Undergraduate research participation in a project developed with a supervising member of the faculty or staff. Prerequisites:acceptance to UROP; prior or conc reg in UROP seminar. Course Rules:One credit for 45 hrs research. May be retaken to 9 cr max in any combination of UROP apprenticeship courses. Not open to jrs & srs. Last Taught:Spring 2018, Fall 2017, Spring 2017, Spring 2015. ","1-3"," Undergraduate"
"PSYCH 297","Study Abroad:","Psychology (PSYCH)","Designed to enroll students in UWM sponsored programs before course work level, content and credits are determined and/or in specially prepared program course work. Prerequisites:acceptance for Study Abroad Program. Course Rules:May be retaken with change in topic. Last Taught:Fall 2024, Spring 2024, Fall 2023, Spring 2023. ","1-12"," Undergraduate"
"PSYCH 299","Ad Hoc:","Psychology (PSYCH)","Course created expressly for offering in a specified enrollment period. Requires only dept & assoc dean approval. In exceptional circumstances, can be offered in one add'l sem. Prerequisites:none; add'l prereqs may be assigned to specific topic. Course Rules:May be retaken w/chg in topic. ","1-6"," Undergraduate"
"PSYCH 319","LGBTIQ Psychology","Psychology (PSYCH)","Psychological theory and research on sexual orientation. Prerequisites:junior standing andPSYCH 101(P). Course Rules:Foundations course. General Education Requirements:SS Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 320","Psychology of Gender","Psychology (PSYCH)","Psychological theory and research on how gender influences our thinking, feelings, and behavior. Prerequisites:junior standing andPSYCH 101(P). Course Rules:Foundations course. General Education Requirements:SS Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 325","Research Methods in Psychology","Psychology (PSYCH)","Design and execution of psychological research. Collection, analysis, and reporting of data. Prerequisites:a grade of C or better inPSYCH 101(P) andPSYCH 210(P); and a grade of C or better inENGLISH 102(P) or score of level 4 on EPT. Course Rules:Lec & Lab. General Education Requirements:OWCB Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","4"," Undergraduate"
"PSYCH 401","Data Science for Psychology","Psychology (PSYCH)","Overview of principles and methods in data science and analytics, including organization, visualization, and communication. Emphasis on applied use of programming and statistics to obtain insights from data collected in psychological experiments. Prerequisites:sophomore standing andPSYCH 101(P); or consent of instructor. Course Rules:Systems and Foundations course. Last Taught:Spring 2025. ","4"," Undergraduate"
"PSYCH 407","Personality Theory","Psychology (PSYCH)","Theories of personality. 2 hrs lec, 1 hr dis Prerequisites:Psych 205(P). Course Rules:Systems course. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 412","Abnormal Psychology","Psychology (PSYCH)","Psychology of abnormal behavior; the nature and social-biological origins of psychotic, neurotic, and other behavioral abnormalities. Prerequisites:Psych 101(P). Course Rules:Foundations and Systems course. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 433","Neuropsychology","Psychology (PSYCH)","Introduction to the theory, research literature and assessment of the cognitive and emotional aspects of brain function. Systems course. Prerequisites:PSYCH 254(P) or consent of instructor. Last Taught:Fall 2024, Spring 2024. ","3"," Undergraduate"
"PSYCH 454","Psychopharmacology and Addiction","Psychology (PSYCH)","Examination of mode of action, acute and chronic effects, and the neurobiological and psychological characteristics of psychoactive drugs with an emphasis on addiction. Prerequisites:PSYCH 254(P) or consent of instructor. Course Rules:Foundations course. Last Taught:Fall 2024, Spring 2024. ","3"," Undergraduate"
"PSYCH 497","Study Abroad:","Psychology (PSYCH)","Designed to enroll students in UWM sponsored programs before course work level, content and credits are determined and/or in specially prepared program course work. Prerequisites:junior standing and acceptance for Study Abroad Program. Course Rules:May be retaken with change in topic. Last Taught:Fall 2024, Spring 2024. ","1-12"," Undergraduate/Graduate"
"PSYCH 497G","Study Abroad:","Psychology (PSYCH)","Designed to enroll students in UWM sponsored programs before course work level, content and credits are determined and/or in specially prepared program course work. Prerequisites:junior standing and acceptance for Study Abroad Program. Course Rules:May be retaken with change in topic. Last Taught:Fall 2024, Spring 2024. ","1-12"," Undergraduate/Graduate"
"PSYCH 499","Ad Hoc:","Psychology (PSYCH)","Course created expressly for offering in a specified enrollment period. Requires only dept & assoc dean approval. In exceptional circumstances, can be offered in one add'l sem. Prerequisites:jr st; add'l prereqs may be assigned to specific topic. Course Rules:May be retaken w/chg in topic. Last Taught:Spring 1989. ","1-6"," Undergraduate"
"PSYCH 502","Applied Behavior Analysis","Psychology (PSYCH)","Learning and motivation of human behavior in applied settings. Lab work in community agencies using operant methods, behavior modification, programmed instruction, AV systems. Prerequisites:junior standing andPSYCH 325(P);PSYCH 214(R). Course Rules:Lec, Lab. Last Taught:Spring 2025, Fall 2024. ","4"," Undergraduate/Graduate"
"PSYCH 502G","Applied Behavior Analysis","Psychology (PSYCH)","Learning and motivation of human behavior in applied settings. Lab work in community agencies using operant methods, behavior modification, programmed instruction, AV systems. Prerequisites:junior standing andPSYCH 325(P);PSYCH 214(R). Course Rules:Lec, Lab. Last Taught:Spring 2025, Fall 2024. ","4"," Undergraduate/Graduate"
"PSYCH 503","Perception","Psychology (PSYCH)","The nature of perception and its relation to environmental and internal processes. Prerequisites:jr st; 9 cr in psych. Course Rules:Systems course. Last Taught:Fall 2024, Fall 2023. ","3"," Undergraduate/Graduate"
"PSYCH 503G","Perception","Psychology (PSYCH)","The nature of perception and its relation to environmental and internal processes. Prerequisites:jr st; 9 cr in psych. Course Rules:Systems course. Last Taught:Fall 2024, Fall 2023. ","3"," Undergraduate/Graduate"
"PSYCH 505","Cognitive Processes","Psychology (PSYCH)","Human information processing, emphasizing vision and language. Topics: pattern recognition; sensory-specific memory systems, short- and long-term; modern approaches to mental imagery and operations. Prerequisites:junior standing andPSYCH 325(P);PSYCH 220(R); or graduate standing. Course Rules:Lec, lab. Last Taught:Spring 2025, Fall 2023. ","4"," Undergraduate/Graduate"
"PSYCH 505G","Cognitive Processes","Psychology (PSYCH)","Human information processing, emphasizing vision and language. Topics: pattern recognition; sensory-specific memory systems, short- and long-term; modern approaches to mental imagery and operations. Prerequisites:junior standing andPSYCH 325(P);PSYCH 220(R); or graduate standing. Course Rules:Lec, lab. Last Taught:Spring 2025, Fall 2023. ","4"," Undergraduate/Graduate"
"PSYCH 510","Advanced Psychological Statistics","Psychology (PSYCH)","Topics include probability and sampling theory, correlational methods, and nonparametric techniques. Foundations course. Prerequisites:jr st & Psych 210(P); or grad st. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 510G","Advanced Psychological Statistics","Psychology (PSYCH)","Topics include probability and sampling theory, correlational methods, and nonparametric techniques. Foundations course. Prerequisites:jr st & Psych 210(P); or grad st. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 540","Clinical Psychology: Science and Practice","Psychology (PSYCH)","Key concepts, findings, and their applications in the field of research and practice of clinical science. Prerequisites:junior standing andPSYCH 412(P). Course Rules:Foundations course. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 550","History of Psychology","Psychology (PSYCH)","The important philosophical and scientific antecedents of contemporary psychology. Prerequisites:jr st; 9 cr in psych. Course Rules:Systems course. Last Taught:Fall 2022, Spring 2021. ","3"," Undergraduate/Graduate"
"PSYCH 550G","History of Psychology","Psychology (PSYCH)","The important philosophical and scientific antecedents of contemporary psychology. Prerequisites:jr st; 9 cr in psych. Course Rules:Systems course. Last Taught:Fall 2022, Spring 2021. ","3"," Undergraduate/Graduate"
"PSYCH 555","Health Psychology","Psychology (PSYCH)","Examination of how psychological and psychosocial factors contribute to physical health and illness. Factors examined include emotion, thoughts, behavior, personality, stress, and social relationships. Prerequisites:junior standing andPSYCH 101(P). Course Rules:Systems course. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 578","Psychology of Race, Ethnicity, and Health","Psychology (PSYCH)","Psychological theory and research on how health is related to race and ethnicity. Prerequisites:junior standing;PSYCH 101(R); or graduate standing. Course Rules:Foundations course. No cr for students with cr inPSYCH 611with similar topic. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 578G","Psychology of Race, Ethnicity, and Health","Psychology (PSYCH)","Psychological theory and research on how health is related to race and ethnicity. Prerequisites:junior standing;PSYCH 101(R); or graduate standing. Course Rules:Foundations course. No cr for students with cr inPSYCH 611with similar topic. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 610","Experimental Design","Psychology (PSYCH)","Design and analysis of single and multi-factor experiments; tests for trends; multiple comparisons. Prerequisites:junior standing andPSYCH 325(P); or graduate standing. Course Rules:Foundations course. Last Taught:Spring 2022. ","3"," Undergraduate/Graduate"
"PSYCH 610G","Experimental Design","Psychology (PSYCH)","Design and analysis of single and multi-factor experiments; tests for trends; multiple comparisons. Prerequisites:junior standing andPSYCH 325(P); or graduate standing. Course Rules:Foundations course. Last Taught:Spring 2022. ","3"," Undergraduate/Graduate"
"PSYCH 611","Current Topics:","Psychology (PSYCH)","Specific topics and any additional prerequisites will be announced in the Schedule of Classes each time the course is offered. Prerequisites:junior standing. Course Rules:Foundations course. May be retaken with change in topic to 12 cr max. Last Taught:Spring 2025, Fall 2024. ","1-4"," Undergraduate/Graduate"
"PSYCH 611G","Current Topics:","Psychology (PSYCH)","Specific topics and any additional prerequisites will be announced in the Schedule of Classes each time the course is offered. Prerequisites:junior standing. Course Rules:Foundations course. May be retaken with change in topic to 12 cr max. Last Taught:Spring 2025, Fall 2024. ","1-4"," Undergraduate/Graduate"
"PSYCH 623","Perceptual Processes","Psychology (PSYCH)","Experimental investigation of perception. Prerequisites:junior standing andPSYCH 325(P);PSYCH 503(R). Last Taught:Spring 2025, Spring 2024, Spring 2023, Fall 2022. ","4"," Undergraduate"
"PSYCH 627","Cognitive Neuroscience","Psychology (PSYCH)","How the brain enables the mind; broad introduction to cognitive neuroscience, with emphasis on a converging methods approach. Prerequisites:junior standing andPSYCH 254(P);PSYCH 220(R); or consent of instructor. Course Rules:Systems course. Counts as repeat ofPSYCH 611with the same topic. Last Taught:Fall 2024, Spring 2024, Fall 2023, Summer 2023. ","3"," Undergraduate"
"PSYCH 630","Cellular and Molecular Neuroscience","Psychology (PSYCH)","Structural, electrophysiological, cellular, and molecular aspects of neural processes and how neuropsychiatric and neurodegenerative brain disorders impact them. Prerequisites:junior standing or higher andPSYCH 254(P) or consent of instructor. Course Rules:Foundations course. Counts as a repeat ofPSYCH 611with same topic. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 630G","Cellular and Molecular Neuroscience","Psychology (PSYCH)","Structural, electrophysiological, cellular, and molecular aspects of neural processes and how neuropsychiatric and neurodegenerative brain disorders impact them. Prerequisites:junior standing or higher andPSYCH 254(P) or consent of instructor. Course Rules:Foundations course. Counts as a repeat ofPSYCH 611with same topic. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 645","Hormones and Behavior","Psychology (PSYCH)","Effects of hormones on behavior and brain function in various species. Prerequisites:junior standing andPSYCH 254(P) orBIO SCI 455(P); or consent of instructor. Course Rules:Counts as a repeat ofPSYCH 611with the same topic. Last Taught:Spring 2023, Spring 2021, Spring 2019, Spring 2016. ","3"," Undergraduate"
"PSYCH 654","Advanced Behavioral Neuroscience","Psychology (PSYCH)","Advanced topics in behavioral neuroscience focused on nervous system development, network-based organization, and neural plasticity. Lec, lab. Prerequisites:junior standing or greater,PSYCH 254(P), andPSYCH 325(P). Course Rules:Required special course fee assessed; announced in Schedule of Classes each term. Last Taught:Spring 2025, Fall 2024. ","4"," Undergraduate/Graduate"
"PSYCH 654G","Advanced Behavioral Neuroscience","Psychology (PSYCH)","Advanced topics in behavioral neuroscience focused on nervous system development, network-based organization, and neural plasticity. Lec, lab. Prerequisites:junior standing or greater,PSYCH 254(P), andPSYCH 325(P). Course Rules:Required special course fee assessed; announced in Schedule of Classes each term. Last Taught:Spring 2025, Fall 2024. ","4"," Undergraduate/Graduate"
"PSYCH 656","Psychophysiology","Psychology (PSYCH)","Experimental investigation of physiological factors in human behavior. Lec, lab. Prerequisites:jr st; Psych 254(R) & 325(P). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","4"," Undergraduate"
"PSYCH 657","Neurobiology of Learning and Memory","Psychology (PSYCH)","Functional and structural alterations in nervous system underlying organism's ability to learn/remember. Principles drawn from molecular and cellular neurobiology, neurophysiology, neuroanatomy, and behavioral neuroscience. Prerequisites:jr st. Course Rules:Systems course. Counts as repeat of Psych 611 w/same topic. Last Taught:Spring 2020. ","3"," Undergraduate/Graduate"
"PSYCH 657G","Neurobiology of Learning and Memory","Psychology (PSYCH)","Functional and structural alterations in nervous system underlying organism's ability to learn/remember. Principles drawn from molecular and cellular neurobiology, neurophysiology, neuroanatomy, and behavioral neuroscience. Prerequisites:jr st. Course Rules:Systems course. Counts as repeat of Psych 611 w/same topic. Last Taught:Spring 2020. ","3"," Undergraduate/Graduate"
"PSYCH 660","Experimental Child Psychology","Psychology (PSYCH)","Experimental investigation of child behavior and development. Lec, lab. Prerequisites:jr st; Psych 260(R) & 325(P). Last Taught:Fall 2024, Spring 2024. ","4"," Undergraduate/Graduate"
"PSYCH 660G","Experimental Child Psychology","Psychology (PSYCH)","Experimental investigation of child behavior and development. Lec, lab. Prerequisites:jr st; Psych 260(R) & 325(P). Last Taught:Fall 2024, Spring 2024. ","4"," Undergraduate/Graduate"
"PSYCH 677","Experimental Social Psychology","Psychology (PSYCH)","Experimental investigation of social behavior. Prerequisites:junior standing,PSYCH 230(P), andPSYCH 325(P). Course Rules:Lec, lab. Last Taught:Spring 2025, Fall 2024. ","4"," Undergraduate/Graduate"
"PSYCH 677G","Experimental Social Psychology","Psychology (PSYCH)","Experimental investigation of social behavior. Prerequisites:junior standing,PSYCH 230(P), andPSYCH 325(P). Course Rules:Lec, lab. Last Taught:Spring 2025, Fall 2024. ","4"," Undergraduate/Graduate"
"PSYCH 680","Psychology of Aging","Psychology (PSYCH)","Extension of principles of general psychology to the process of aging. Prerequisites:junior standing or graduate standing. Course Rules:Systems course. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 680G","Psychology of Aging","Psychology (PSYCH)","Extension of principles of general psychology to the process of aging. Prerequisites:junior standing or graduate standing. Course Rules:Systems course. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"PSYCH 682","The Aging Brain","Psychology (PSYCH)","Effects of aging process on brain function; resulting effects on psychological function. Prerequisites:junior standing andPSYCH 254(P) orBIO SCI 455(P); or consent of instructor. Course Rules:Counts as a repeat ofPSYCH 611with the same topic. Last Taught:Spring 2022, Spring 2020, Fall 2017. ","3"," Undergraduate"
"PSYCH 690","Undergraduate Research: Upper Division","Psychology (PSYCH)","Independent research under the supervision of a faculty member. Prerequisites:jr st; sponsorship by a faculty member. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","Course Rules:May be retaken for",""
"PSYCH 692","Field Placement in Psychology","Psychology (PSYCH)","Prerequisites:jr st; cons instr & placement supervisor. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","Course Rules:May be retaken for",""
"PSYCH 697","Field or Research Placement in Psychology for Seniors","Psychology (PSYCH)","Prerequisites:sr st; cons instr &, if appropriate, placement supervisor. Course Rules:Fulfills Capstone req. Last Taught:Summer 2024, Fall 2023, Summer 2023, Spring 2023. ","3"," Undergraduate"
"PSYCH 698","Senior Thesis","Psychology (PSYCH)","Completion of thesis under the supervision of faculty. Prerequisites:sr st; 3.5 gpa in all Psych course work or cons instr. Course Rules:May be retaken to 6 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"PSYCH 699","Independent Study","Psychology (PSYCH)","Advanced independent work under the supervision of a Psych faculty member. Students must submit study proposal to the prof with whom they wish to study. For additional information, consult supervising prof. Prerequisites:jr st; 2.0 GPA; consent of instructor, department chair and Assistant Dean for Student Academic Services. Course Rules:May be retaken with change in topic. Last Taught:Spring 2025, Spring 2024, Fall 2023, Spring 2021. ","1-3"," Undergraduate"
"PSYCH 701","Data Science for Psychology","Psychology (PSYCH)","Overview of principles and methods in data science and analytics, including organization, visualization, and communication. Emphasis on applied use of programming and statistics to obtain insights from data collected in psychological experiments. Prerequisites:graduate standing. Course Rules:Systems and Foundations course. Last Taught:Spring 2025. ","4"," Graduate"
"PSYCH 702","Applied Behavior Analysis","Psychology (PSYCH)","Use of learning principles and procedures to solve behavior problems.  3 hrs lec, 1 hr dis. Prerequisites:grad st. Last Taught:Spring 2025, Fall 2024, Spring 2022, Fall 2021. ","3"," Graduate"
"PSYCH 710","Survey of Clinical Research Methods","Psychology (PSYCH)","Various research methods in clinical psychology. Prerequisites:grad st. Last Taught:Spring 2024, Spring 2023, Spring 2022, Spring 2021. ","3"," Graduate"
"PSYCH 711","Current Topics in Psychology:","Psychology (PSYCH)","Specific topics and any additional prerequisites will be announced in the schedule of classes each time the course is offered. Prerequisites:graduate standing. Course Rules:Retakable with change in topic to 9 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","1-4"," Graduate"
"PSYCH 712","Professional Ethics and Issues in Clinical Psychology","Psychology (PSYCH)","Introduction to clinical practice and ethics. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PSYCH 727","Cognitive Neuroscience","Psychology (PSYCH)","How the brain enables the mind; broad introduction to cognitive neuroscience, with emphasis on a converging methods approach. Prerequisites:grad st. Course Rules:Counts as repeat of 711 w/same topic. Last Taught:Fall 2024, Spring 2024, Fall 2023, Summer 2023. ","3"," Graduate"
"PSYCH 741","Foundations of Psychotherapy","Psychology (PSYCH)","Introduction to psychotherapies: origins, orientations, procedures, and empirical support. Prerequisites:grad st. Last Taught:Fall 2023, Fall 2022, Fall 2021, Fall 2020. ","3"," Graduate"
"PSYCH 742","Empirically-Supported Interventions","Psychology (PSYCH)","Research-supported therapy protocols for a variety of behavioral disorders; didactic instruction and role-play practice/feedback. Prerequisites:grad st; some background in psychopathology & systems of psychotherapy recom. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"PSYCH 745","Hormones and Behavior","Psychology (PSYCH)","Effects of hormones on behavior and brain function in various species.  Counts as repeat of Psych 711 with same topic. Prerequisites:grad st Last Taught:Spring 2023, Spring 2021, Spring 2019, Spring 2016. ","3"," Graduate"
"PSYCH 750","The History of Psychology","Psychology (PSYCH)","Examination of the grounding of modern psychological theory and practice in the history of western culture. 3 hrs lec, 1 hr dis. Prerequisites:grad st. Course Rules:Not open to students with cr in Psych 550(ER). Last Taught:Spring 2025, Fall 2022, Fall 2020, Spring 2020. ","3"," Graduate"
"PSYCH 754","Proseminar in Neuroscience","Psychology (PSYCH)","Overview of current topics in neuroscience including neuropsychopharmacology, neuropsychology, psychophysiology, and behavioral medicine. Prerequisites:acceptance to the PhD program in Psychology: Neuroscience program and consent of instructor. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PSYCH 756","Psychophysiology","Psychology (PSYCH)","Experimental investigation of physiological factors in behavior. 2 hrs lec; 1 hr dis. Prerequisites:grad st. Course Rules:Not open to students with cr in Psych 656(ER). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"PSYCH 760","Experimental Child Psychology","Psychology (PSYCH)","Investigation of experimental research relating to infant and child behavior. Lec, Lab, Dis. Prerequisites:grad st. Course Rules:No cr for students w/cr in Psych 660(ER). Last Taught:Fall 2024, Fall 2023, Fall 2022, Spring 2022. ","3"," Graduate"
"PSYCH 782","The Aging Brain","Psychology (PSYCH)","Effects of aging process on brain function; resulting effects on psychological function. Counts as repeat of Psych 711 with same topic. Prerequisites:grad st. Last Taught:Spring 2022, Spring 2020, Fall 2017. ","3"," Graduate"
"PSYCH 790","Masters Research","Psychology (PSYCH)","Prerequisites:grad st & cons advisory committee. Course Rules:Retakable. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","1-6"," Graduate"
"PSYCH 799","Advanced Independent Study","Psychology (PSYCH)","Prerequisites:grad st & sponsorship by a faculty member. Course Rules:Retakable w/chg in topic. Last Taught:Spring 2019, Spring 2018, Spring 2017, Fall 2015. ","1-6"," Graduate"
"PSYCH 802","First-Year Clinical Psychology Practicum","Psychology (PSYCH)","Administration of psychological tests to clinic clients; interviewing, contact with referred sources, feedback of test results to clients, written reports and co-therapy with experienced therapist. Prerequisites:grad st; clinical training prog; cons instr. Course Rules:Retakable to 6 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"PSYCH 811","Community Placement in Clinical Psychology","Psychology (PSYCH)","Specific agency and additional prerequisites announced in the schedule of classes each time the course is offered. Prerequisites:grad st; cons instr & placement supervisor. Course Rules:Retakable w/chg of placement to 9 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"PSYCH 812","Field Placement in Psychology","Psychology (PSYCH)","Prerequisites:grad st; cons instr & placement supervisor. Last Taught:Fall 2024, Spring 2024, Fall 2023, Spring 2023. ","Course Rules:Retakable for",""
"PSYCH 814","Clinical Psychology Multicultural Seminar","Psychology (PSYCH)","Development of foundation in cultural consciousness, models of cultural competency, and cultural humility; practice in dialogue on identity, power, implicit bias, health disparities and structural inequities. Prerequisites:graduate standing. Course Rules:Repeatable to 4 cr max. Last Taught:Fall 2024, Spring 2024, Fall 2023, Spring 2023. ","1"," Graduate"
"PSYCH 815","Cases in Clinical Neuropsychology","Psychology (PSYCH)","Didactic training in clinical neuropsychological evaluation, diagnosis, treatment, and consulting. Format includes lectures, journal reviews, and case conferences. Prerequisites:Clinical psych doctoral student or cons instr. Course Rules:Retakable to 5 cr max. Counts as repeat of Psych 711 w/similar topic. Last Taught:Spring 2024, Spring 2023, Fall 2022, Spring 2022. ","1"," Graduate"
"PSYCH 821","Practicum in Assessment I","Psychology (PSYCH)","Practical experience utilizing techniques used in Assessment I (Psych 831). Prerequisites:grad st; Psych 712(P), 801(P), 912(P); clinical training prog. Conc reg Psych 831(C) by clinical Psych students. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"PSYCH 822","Practicum in Assessment II","Psychology (PSYCH)","Practical experience utilizing techniques used in Assessment II (PSYCH 832). Prerequisites:graduate standing, concurrent enrollment or previous completion ofPSYCH 821(P), and clinical training program. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","1-3"," Graduate"
"PSYCH 831","Assessment I","Psychology (PSYCH)","Objective techniques used in the appraisal of personality and intellectual processes. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PSYCH 832","Assessment II","Psychology (PSYCH)","Case conceptualization and group supervision for child and adult assessment. Prerequisites:graduate standing;PSYCH 831(P). Course Rules:Repeatable to 6 cr max. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","1"," Graduate"
"PSYCH 833","Neuropsychology","Psychology (PSYCH)","Anatomy, pathology, and neuropsychology of the higher brain functions in humans.Prereq: grad st. Last Taught:Spring 2024, Spring 2022, Spring 2019, Spring 2015. ","3"," Graduate"
"PSYCH 834","Seminar in Advanced Assessment:","Psychology (PSYCH)","Specific topics and any additional prerequisites will be announced in the Timetable each time the course is offered. Prerequisites:grad st: Psych 831(P). Course Rules:Retakable w/chg in topic to 9 cr max. ","3"," Graduate"
"PSYCH 842","Practicum in Therapy","Psychology (PSYCH)","Supervised practicum experience with therapeutic techniques used in clinical psychology. Prerequisites:grad st; Psych 712(P). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","4"," Graduate"
"PSYCH 844","Practicum in Clinical Supervision","Psychology (PSYCH)","Practicum to enhance theoretical and practical skills for supervising clinical work. Prerequisites:grad st; completion of all required clinical Psych courses & practica. Course Rules:Retakable to 12 cr max. Last Taught:Spring 2016, Fall 2015, Spring 2015, Fall 2014. ","3"," Graduate"
"PSYCH 845","Practicum in Empirically-Supported Interventions","Psychology (PSYCH)","Application of techniques learned in Psych 742 (Empirically-Supported Interventions). Prerequisites:grad st; Psych 742(C). Course Rules:Retakable once to 3 cr max. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","1-3"," Graduate"
"PSYCH 854","Behavioral Neuroscience","Psychology (PSYCH)","Introduction to current research and theory regarding the neural basis of behavior. Prerequisites:grad st. Course Rules:Not open to students who have cr in Psych 654(ER). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"PSYCH 888","Candidate for Degree","Psychology (PSYCH)","Available for graduate students who must meet minimum credit load requirement. Prerequisites:graduate standing. Course Rules:Fee for 1 cr assessed; unit does not count towards credit load for Fin Aid. Repeatable. Satisfactory/Unsatisfactory only. Last Taught:Spring 2005, Summer 2004, Summer 2003, Fall 1999. ","0"," Graduate"
"PSYCH 890","Graduate Research","Psychology (PSYCH)","Prerequisites:grad st & sponsorship by a grad faculty member. Course Rules:Retakable. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","1-6"," Graduate"
"PSYCH 912","Developmental Psychopathology","Psychology (PSYCH)","Seminar on concepts and research in the scientific study of psychopathology across the lifespan Prerequisites:grad st. Last Taught:Fall 2024, Spring 2024, Fall 2022, Fall 2021. ","3"," Graduate"
"PSYCH 930","Seminar in Social Psychology","Psychology (PSYCH)","Prerequisites:grad st. Last Taught:Spring 2024, Spring 2023, Spring 2022, Spring 2021. ","3"," Graduate"
"PSYCH 933","Seminar in Neuroscience","Psychology (PSYCH)","Student oral and poster presentations in cellular, molecular, behavioral, and cognitive neuroscience. Students will also write evaluations and summaries of external presentations. Prerequisites:grad st in Bio Sci, Psych, or Ed Psych or cons instr Course Rules:Retakable to 8 cr max. Psych 933 & Bio Sci 933 are jointly offered; students may enroll under only one of the curricular areas in any single semester. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","2"," Graduate"
