"course_code","course_title","department","description","credits"
"MERO 5313Linear","Control Systems for Mechatronics","Mechatronics and Robotics (MERO)","Prerequisites:MERO 5113. Description:The course is an application specific course. Applications of feedback control in mechatronics, mathematical models of mechatronics systems and components, time-domain analysis, and stability, and state-variable models of feedback systems. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5323Intelligent","Control of Mechatronic Systems","Mechatronics and Robotics (MERO)","Prerequisites:MERO 5123. Description:The course introduces students with applications machine intelligence for control of mechatronic systems. Topics covered are neural network control, fuzzy logic control, and other evolutionary control approaches in mechatronics. The course will also introduce machine vision and image processing for mechatronic applications. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5333Learning-Based","Control for Mechatronics and Robotics","Mechatronics and Robotics (MERO)","Prerequisites:Graduate standing or instructor permission. Description:The goal of this course is to give the students an introduction to a variety of intelligent control techniques and their applications in mechatronics and robotics systems. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5413Robotic","Underwater Vehicles","Mechatronics and Robotics (MERO)","Prerequisites:MERO 5213or consent of instructor. Description:Analyze the current design of a robotic underwater vehicle and contribute a substantial design improvement. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5423Engineering","Acoustics","Mechatronics and Robotics (MERO)","Prerequisites:Graduate standing or consent of instructor. Description:A first course in engineering acoustics dealing with the nature of sound. A mathematical basis for the analysis of sound is progressively developed beginning with first principles. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5433Industrial","Noise Control","Mechatronics and Robotics (MERO)","Prerequisites:MERO 5423orMAE 5083. Description:Design and analysis of industrial noise creation and the methods of attenuation. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5613Smart","Manufacturing for Mechatronics","Mechatronics and Robotics (MERO)","Description:The course introduces the basic concepts, applications, and current advancements of SMART manufacturing in process industries. This course also shows overview of new technologies, such as Industry 4.0, Industrial Internet, manufacturing based on cyber-physical system (CPS), cloud computing, Internet of Things (IoT), big data analytics, artificial intelligence (AI), and digital twins, etc. Digital twin (DT) is introduced as a pragmatic way for the cyber-physical fusion. It helps to develop a smarter manufacturing system with higher efficiency and reliability. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5633Multiphysics","Computational Modeling and Simulation","Mechatronics and Robotics (MERO)","Prerequisites:Graduate standing or consent of instructor. Description:The course will introduce the basic concepts of computation through modeling and simulation that are increasingly being used by designers, architects, planners, and engineers to shorten design cycles, innovate new products, and evaluate designs and simulate the impacts of alternative approaches. Students will use COMSOL® Multiphysics, a commercially available finite-element modeling software, to explore a range of programming and modeling concepts while acquiring those skills. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5713Advanced","CAD for Electro-Mechanical Systems","Mechatronics and Robotics (MERO)","Description:Advanced computer-aided design methodologies and processes for mechatronic system. Design methodologies on electronic, mechanical components, and whole system will be taught using state-of-the-art technologies and modules in CAD system. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5723Mechanism","Design with CAD","Mechatronics and Robotics (MERO)","Prerequisites:Consent of instructor. Description:Mechanism design of robotic and mechatronic components and systems. Kinematic and kinetic studies using analysis module in a CAD program. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MERO 5733Advanced","Vibration for Electro-Mechanical Systems","Mechatronics and Robotics (MERO)","Prerequisites:Consent of instructor. Description:Analysis, modeling and control of electro-mechanical systems vibrations with an emphasis on practical applications. Mechanical system design methods for noise and vibration mitigation. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Engineering Technology ","3"
"MICR 1211First","Year Microbiology Laboratory Experience","Microbiology (MICR)","Prerequisites:MCMB major and concurrent enrollment in A&S 1111. Description:This laboratory course is designed for First Year majors to experience microbiology in parallel with A&S 1111. Students will apply pure culture technique to obtain and characterize environmental isolates. Students also will learn light microscopy skills, anaerobic culture technique, and molecular biology skills. Contact hours:Lab: 2 Contact: 2 Levels:Undergraduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","1"
"MICR 1513Inquiry-Based","Biology","Microbiology (MICR)","Description:Directed inquiry and hands-on study of biological principles. Restricted to elementary education majors or related fields as model course to learn and teach science. Contact hours:Lecture: 1 Lab: 4 Contact: 5 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","3"
"MICR 2123Introduction","to Microbiology","Microbiology (MICR)","Prerequisites:Grade of ""C"" or better inBIOL 1114or (BIOL 1113andBIOL 1111) and eitherCHEM 1215orCHEM 1314with a grade of ""C"" or better or concurrent enrollment in one. Description:General principles of the biology of microorganisms, including bacteria, viruses, algae, fungi, protozoa and archaea.  Course previously offered as MICR 2125. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 2132Introduction","to Microbiology Laboratory","Microbiology (MICR)","Prerequisites:MICR 2123or concurrent enrollment. Description:Laboratory safety, aseptic technique, microscopy, staining and culture techniques, collection of microbial samples, isolation and identification of microorganisms, microbial growth and basic principles of metabolism, environmental microbiology, other discipline specific laboratory skills. Contact hours:Lab: 4 Contact: 4 Levels:Undergraduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 2890Honors","Experience in Microbiology","Microbiology (MICR)","Prerequisites:Honors Program participation and concurrent enrollment in a designated MICR course. Description:A supplemental Honors experience in Microbiology to partner concurrently with designatedMICR 2123and/orMICR 2132course(s). This course adds a different intellectual dimension to the designated course(s).

Offered for fixed credit, 1 credit hour, maximum of 6 credit hours. Contact hours:Lecture: 1 Contact: 1 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Honors Credit ","1"
"MICR 3033Cell","and Molecular Biology","Microbiology (MICR)","Prerequisites:(MICR 2123andMICR 2132with ""C"" or better) or (PBIO 1404orBIOL 1604andCHEM 1225orCHEM 1515or equivalent with a grade of ""C"" or better). Description:The cell concept and cell morphology, cell macromolecules, organelles, enzymes, energetics, movement of water and materials across membranes, influence of external environment, cellular synthesis, growth and maintenance, control and integration of function, replication, differentiation, origin, and evolution of cells. Course previously offered as CLML 3014, BIOL 3014, and BISC 3014. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 3053Synthetic","Biology","Microbiology (MICR)","Prerequisites:BIOL 1113andCHEM 1515. Description:Engineering of living systems at the molecular, cellular, and organismal levels: Origin of cellular life; reading and writing DNA; enzyme evolution; metabolic engineering.  Applications to current and future biotechnologies in agriculture and medicine: Food and drug synthesis; biofuels; vaccines.  This cross-listed course is designed to satisfy upper-division elective requirements for students majoring in biochemistry or microbiology. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 3103Microbes:","Friends or Foes (N)","Microbiology (MICR)","Description:Explores the impact of microorganisms on human life, the environment, and world history. This course is designed for non-science majors. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Natural Science Reasoning ","3"
"MICR 3143Medical","Mycology","Microbiology (MICR)","Prerequisites:MICR 2123andMICR 2132with a grade of ""C"" or better. Description:Examination of fungi as animal pathogens; laboratory techniques used in the identification of human and animal pathogens, and differentiation from common contaminants. Contact hours:Lecture: 1 Lab: 4 Contact: 5 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","3"
"MICR 3154Food","Microbiology","Microbiology (MICR)","Prerequisites:Minimum grade of ""C"" in (MICR 2123andMICR 2132) and (CHEM 3013orCHEM 3053). Description:Relationship of microorganisms to food manufacture and preservation, to food spoilage and microbial food poisoning and to various aspects of primary food production. Same course asFDSC 3154. Course previously offered as ANSI 3154. Contact hours:Lecture: 2 Lab: 4 Contact: 6 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","4"
"MICR 3213My","Genome: The DNA Revolution and what it means for you (N)","Microbiology (MICR)","Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Natural Science Reasoning ","3"
"MICR 3223Advanced","Microbiology","Microbiology (MICR)","Prerequisites:Concurrent enrollment or completion ofCHEM 3013orCHEM 3053and minimum grade of ""C"" inMICR 2123andMICR 2132. Description:Subcellular structure and function of microorganisms. Synthesis, translocation, and metabolism of cellular macromolecular constituents. Substrate transport and metabolism. Course previously offered as MICR 3224 and MICR 4224. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 3333Science","Writing for a Broad Audience","Microbiology (MICR)","Prerequisites:BIOL 1114or (BIOL 1113andBIOL 1111). Description:Students will write three documents and will review texts on related topics written by other students in the course. The scientific topics for these texts will be selected by the students. Each of the three texts will be designed for a different audience: undergraduate students in the same major; high school students, and the general public. These texts will illustrate the scientific inquiry process, scientific methods, results and interpretation of scientific evidence, and relevance to society. Students will receive instructions on how to write, revise, and review these texts. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 3553Foundations","of Cancer","Microbiology (MICR)","Prerequisites:Minimum grade of ""C"" inCHEM 1225orCHEM 1414orCHEM 1515. Description:Course covers six themes: causes of cancer, cancer genetics, cancer progression/diagnosis, cancer treatments, immuno-oncology, and cancer prevention. Course will illustrate both setbacks and victories in applying the scientific method to biological processes and the evidence for and assumptions made in these approaches will be discussed. Designed for future: medical doctors, cancer researchers, medical engineers; also, for cancer patients/relatives/caregivers, as well as for those interested in knowledge of cancer. Same course asPHYS 3553. Previously offered as MICR 3233. May not be used for degree credit withMICR 5553,PHYS 5553. Contact hours:Lecture: 2 Contact: 3 Other: 1 Levels:Undergraduate Schedule types:Discussion, Combined lecture & discussion, Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 3890Advanced","Honors Experience in Microbiology","Microbiology (MICR)","Prerequisites:Honors Program participation and concurrent enrollment in a designated MICR course. Description:A supplemental Honors experience in microbiology to partner concurrently with designated upper-division MICR course(s). This course adds a different intellectual dimension to the designated course(s).

Offered for fixed credit, 1 credit hour, maximum of 6 credit hours. Contact hours:Lecture: 1 Contact: 1 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Honors Credit ","1"
"MICR 4000Honors","in Microbiology","Microbiology (MICR)","Prerequisites:Consent of departmental honors committee. Description:Supervised study and research in microbiology.



Offered for variable credit, 1-4 credit hours, maximum of 4 credit hours. Contact hours:Contact: 1-4 Other: 1-4 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Honors Credit ","1-4"
"MICR 4001Professional","Transitions in Microbiology and Cell and Molecular Biology","Microbiology (MICR)","Prerequisites:MICR 2123orMICR 2132. Description:Understanding major areas and employment activities in microbiology, cell biology and molecular biology fields. Evaluating and understanding scientific and professional literature, and making the transition from undergraduate education to postgraduate education or employment. Contact hours:Lecture: 1 Contact: 1 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","1"
"MICR 4003Brewing","Microbiology (N)","Microbiology (MICR)","Description:Brewing Microbiology is about the science behind beer brewing. Students will learn about the microbiology of yeast (including growth, metabolism, aseptic technique and contamination), biology of grain, biochemistry of malted barley, chemistry of water, preservative nature of hops,
and the human physiology of taste and smell. There are no prerequisites for this course, although high school or freshman level biology and chemistry is helpful. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Natural Science Reasoning ","3"
"MICR 4012Molecular","Microbiology Laboratory I","Microbiology (MICR)","Prerequisites:MICR 3033orMICR 3223. Description:Emphasis on good laboratory practices in microbiology and molecular biology; isolation and enumeration of microorganisms; physiological, biochemical, and molecular characterization of aerobic and anaerobic microorganisms. May not be used for degree credit withMICR 5012. Course previously offered as CLML 4012. Contact hours:Lab: 4 Contact: 4 Levels:Undergraduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 4013Microbial","Diversity, Ecology, and Evolution","Microbiology (MICR)","Prerequisites:MICR 2123andBIOL 3023. Description:This course covers the fundamentals of ecology and evolution as they pertain to microbes, while also emphasizing the extensive diversity of the microbial world. Students in this course will receive instruction in the underlying principles of phylogenetics and microbial phylogeny, of microbe-microbe, microbe-host, and microbe-environment interactions, and of key principles of evolutionary theory as they apply to microbes. May not be used for degree credit withMICR 5013. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4023Microbiomes","in Human Health and the Environment","Microbiology (MICR)","Prerequisites:MICR 2123,MICR 2132, andMICR 3033. Description:This course covers the changing landscape in the molecular diversity of microbial communities, their interactions with biotic and abiotic entities, and how changes in microbiomes impact the health of living organisms and the environment. The main topics of this course include: microbes and microbial interactions; genomes and metagenomes; microbiome structure and function (alpha and beta diversity, phylogenetic trees); human microbiomes (gut, skin, oral) and their role in health; the microbiomes of soil, water and sediments; and the role of microbiomes in ecosystem function. Environmental microbiome effects on the human microbiome. May not be used for degree credit with MICRO 5023. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4052Pathogenic","Microbiology Lab","Microbiology (MICR)","Prerequisites:MICR 2123andMICR 2132with a grade of ""C"" or better. Description:Overview of laboratory approaches and techniques for the study, characterization, and identification of bacteria involved in pathogenesis. Contact hours:Lab: 4 Contact: 4 Levels:Undergraduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 4053Pathogenic","Microbiology","Microbiology (MICR)","Prerequisites:MICR 2123andMICR 2132with a grade of ""C"" or better. Description:Survey of pathogenic bacteria and the diseases they cause as they relate to humans and animals. Morphology, physiology, and pathogenic mechanisms of a specific bacterial pathogens. May not be used for degree credit withMICR 5053. Course previously offered as MICR 4134 and MICR 3134. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4112Molecular","Microbiology Capstone","Microbiology (MICR)","Prerequisites:MICR 4012with a grade of ""C"" or better. Description:Continuation ofMICR 4012. Molecular characterization of prokaryotic and eukaryotic microorganisms utilizing nucleic acids, proteins, cell fractionation, cytology, and antigen-antibody reactions. Same course asMICR 5112. Contact hours:Lab: 4 Contact: 4 Levels:Undergraduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 4117Clinical","Microbiology","Microbiology (MICR)","Prerequisites:Concurrent internship in affiliated hospital and all degree requirements for BS in microbiology except 30 hours clinical laboratory science. Description:The theory and laboratory study of pathogenic bacteria, viruses, rickettsiae, fungi, and parasites. Includes isolation, identification, antimicrobial susceptibility testing, and medical significance. Course previously offered as CLLS 4117 and MTCL 4117. Contact hours:Contact: 14 Other: 14 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","7"
"MICR 4125Clinical","Chemistry I","Microbiology (MICR)","Prerequisites:Concurrent internship in affiliated hospital and all degree requirements for BS in microbiology except for 30 hours clinical laboratory science. Description:The theory and laboratory methodology of analytical biochemistry, clinical microscopy, routine and special procedures, and medical significance. Course previously offered as CLLS 4125 and MTCL 4125. Contact hours:Contact: 10 Other: 10 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","5"
"MICR 4153Emerging","Infectious Agents (N)","Microbiology (MICR)","Description:Overview of emerging infectious diseases with in-depth analysis of epidemics, pandemics, the epidemiology associated with outbreaks and disease specific control measures. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Natural Science Reasoning ","3"
"MICR 4163Foundations","of Cellular Life","Microbiology (MICR)","Prerequisites:MICR 3033or permission from instructor. Description:This class will provide an in-depth introduction into fundamental principles that apply to any microorganism and will provide an intellectual framework to understand all cells. The fundamentals discussed will be illustrated through a combination of classical and recent scientific breakthroughs. It will provide a solid, deep foundation for a successful academic career in microbiology. May not be used for degree credit withMICR 5163. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4233Advanced","Cell and Molecular Biology","Microbiology (MICR)","Prerequisites:MICR 3033with a grade of ""C"" or better. Description:Advanced topics in cell and molecular biology including regulatory mechanisms of gene expression, protein function, cell structure and organization, cell division, and development. May not be used for degree credit withMICR 5233. Course previously offered as CLML 4113. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4236Clinical","Hematology","Microbiology (MICR)","Prerequisites:Concurrent internship in affiliated hospital and all degree requirements for BS in microbiology except for 30 hours of clinical laboratory science. Description:Systematized study of diseases, cell maturation and function, principles of hemostasis; methodology used in routine and special hematology studies; and correlation of hematological findings with physiological conditions. Course previously offered as CLLS 4236 and MTCL 4236. Contact hours:Contact: 12 Other: 12 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","6"
"MICR 4246Clinical","Immunology","Microbiology (MICR)","Prerequisites:Concurrent internship in affiliated hospital and all degree requirements for BS in microbiology except for 30 hours clinical laboratory science. Description:Immunologic responses and procedures used in serological determinations; immunohematology, fundamentals of antigen-antibody reactions, blood groups and types, compatibility testing, blood components, and the lab methods used as they relate to the medical significance of immunology and infectious diseases. Course previously offered as CLLS 4246 and MTCL 4246. Contact hours:Contact: 12 Other: 12 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","6"
"MICR 4253Concepts","in Medical Genetics","Microbiology (MICR)","Prerequisites:BIOL 3023. Description:Application of genetic principles in the study of human diseases, including the inheritance, molecular mechanisms, detection, characterization, and discovery of human genes. No credit for students with credit inMICR 5253. Course previously offered as CLML 4253. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4263Microbial","Genetics: from Genes to Genomes","Microbiology (MICR)","Prerequisites:MICR 3033with a grade of ""C"" or better. Description:Integration of genetics and genomics principles, the basic processes of gene transmission, molecular biology of gene expression and evolutionary genetics by gaining social and historical context in which genetics are developed. Participants are expected to comprehend the dramatic change in our understanding of genetics and the role such information has in our view of disability and disease. May not be used for degree credit withMICR 5263. Course previously offered as CLML 4263 and CLML 4264. Contact hours:Lecture: 1 Lab: 4 Contact: 5 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","3"
"MICR 4323Cellular","Energy Metabolism","Microbiology (MICR)","Prerequisites:MICR 3033orBIOC 3653. Description:An exploration of the principals and mechanisms of energy utilization and transformation in animals, plants, and microbial systems. The course covers a range of topics from basic molecular mechanisms to recent advances in understanding energy flow in whole organisms. It includes new insights into the nanomachines involved in cell movement as well current genome-enabled approaches to understanding cellular energy metabolism. May not be used for degree credit withMICR 5323. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4325Clinical","Chemistry II","Microbiology (MICR)","Prerequisites:Concurrent internship in affiliated hospital and all degree requirements for BS in microbiology except for 30 hours clinical laboratory science. Description:The theory and laboratory methodology of analytical biochemistry, instrumentation, lab mathematics, routine and special procedures and medical significance. Course previously offered as CLLS 4325 and MTCL 4325. Contact hours:Contact: 10 Other: 10 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","5"
"MICR 4351Topics","in Clinical Laboratory Science","Microbiology (MICR)","Prerequisites:Concurrent internship in affiliated hospital and all degree requirements for BS in microbiology except for 30 hours clinical laboratory science. Description:Principles and practices of the medical laboratory including basic management, quality assurance, education methodology, computer applications, laboratory safety, and special projects in selected areas. Course previously offered as CLLS 4351 and MTCL 4351. Contact hours:Contact: 1 Other: 1 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","1"
"MICR 4423Antibiotics","and Antibiotic Resistance","Microbiology (MICR)","Prerequisites:MICR 2123. Description:This course begins with a basic history of antibiotics, including their discovery and industrial development. It covers the major classes of antibiotics, their structures and mechanisms of action, and the mechanisms by which bacteria become resistant to antibiotics. Also covered are industrial and commercial considerations, antibiotic stewardship, current challenges, and future prospects for antibiotic discovery and use. Same course asMICR 5423. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4524Biological","Laboratory Instrumentation","Microbiology (MICR)","Prerequisites:CHEM 1515or equivalent andPBIO 1404orMICR 2123orBIOL 1604or equivalents or consent of instructor. Description:Lecture and laboratory course in biological instrumentation use, theory, experimental design, maintenance, and troubleshooting. Topics include liquid handling systems, pH/ISE meters, electrophoresis, microcontrollers, spectrophotometers, centrifuges, chromatography, thermocyclers, and DNA sequencers. May not be used for degree credit withBIOL 5524,MICR 5524,PBIO 5524. Same course asBIOL 4524andPBIO 4524. Contact hours:Lecture: 2 Lab: 4 Contact: 6 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","4"
"MICR 4531Chemical","Biology","Microbiology (MICR)","Prerequisites:CHEM 3053, MICR 3112, MICR 3153. Description:Chemistry explains many properties of biological macromolecules and also provides research tools to study these molecules. This course will examine how both of these aspects help explain the molecular processes at the basis of life, and will cover (1) basic knowledge of chemistry needed to understand life, (2) chemical reactions as they occur in the cell, (3) chemical methods that are valuable to research in the life sciences. Contact hours:Lecture: 1 Contact: 1 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","1"
"MICR 4543Microbial","Genomics and Bioinformatics","Microbiology (MICR)","Prerequisites:MICR 2123;MICR 3033orMICR 3223or equivalents. Description:Basic approaches and strategies for microbial genome analysis, and hands-on training on the subject. May not be used for degree credit withMICR 5543. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 4990Special","Problems","Microbiology (MICR)","Prerequisites:Consent of instructor. Description:Investigations in the field of microbiology.



Offered for variable credit, 1-3 credit hours, maximum of 18 credit hours. Contact hours:Contact: 1-3 Other: 1-3 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","1-3"
"MICR 4993Senior","Honors Project","Microbiology (MICR)","Prerequisites:Departmental invitation, senior standing, Honors Program participation. Description:A research project under the direction of a faculty member resulting in a written report to be judged by a second faculty member as well. Required for graduation with departmental honors in microbiology. Contact hours:Contact: 3 Other: 3 Levels:Undergraduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen General Education and other Course Attributes:Honors Credit ","3"
"MICR 5002Professionalism","for the Microbiologist","Microbiology (MICR)","Prerequisites:Microbiology graduate student or permission of instructor. Description:Introduces the microbiology graduate student to the standards of the microbiology professional and to basic skills in communication and data retrieval needed by all microbiologists. It is required of all and limited to MS and PhD students in Microbiology & Molecular Genetics. Course previously offered as MICR 5001. Contact hours:Lecture: 2 Contact: 2 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","2"
"MICR 5012Molecular","Microbiology Laboratory I","Microbiology (MICR)","Prerequisites:MICR 3223,MICR 4233. Description:Emphasis on good laboratory practices in microbiology and molecular biology; isolation and enumeration of microorganisms; physiological, biochemical, and molecular characterization of aerobic and anaerobic microorganisms. Must be taken in conjunction withMICR 5112the following semester. No credit for students with credit inMICR 4012. Contact hours:Lab: 4 Contact: 4 Levels:Graduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 5013Microbial","Diversity, Ecology, and Evolution","Microbiology (MICR)","Prerequisites:MICR 2123andBIOL 3023. Description:This course covers the fundamentals of ecology and evolution as they pertain to microbes, while also emphasizing the extensive diversity of the microbial world. Students in this course will receive instruction in the underlying principles of phylogenetics and microbial phylogeny, of microbe-microbe, microbe-host, and microbe-environment interactions, and of key principles of evolutionary theory as they apply to microbes. No credit for students with credit inMICR 4013. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5023Microbiomes","in Human Health and the Environment","Microbiology (MICR)","Description:This course covers the changing landscape in the molecular diversity of microbial communities, their interactions with biotic and abiotic entities, and how changes in microbiomes impact the health of living organisms and the environment. The main topics of this course include: microbes and microbial interactions; genomes and metagenomes; microbiome structure and function (alpha and beta diversity, phylogenetic trees); human microbiomes (gut, skin, oral) and their role in health; the microbiomes of soil, water, and sediments; and the role of microbiomes in ecosystem function. Environmental mircobiome effects on the human microbiome. May not be used for degree credit withMICR 4023. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5052Techniques","In Molecular Biolog","Microbiology (MICR)","Prerequisites:Graduate student and permission of instructor. Description:Provides the basic skills for scientific thinking and analysis in molecular microbiological research. Contact hours:Lecture: 1 Lab: 2 Contact: 3 Levels:Graduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","2"
"MICR 5053Pathogenic","Microbiology","Microbiology (MICR)","Prerequisites:MICR 2123andMICR 2132. Co-requisite(s):MICR 3223. Description:Survey of pathogenic bacteria and the diseases they cause as they relate to humans and animals. Morphology, physiology, and pathogenic mechanisms of specific bacterial pathogens. May not be used for degree credit withMICR 4053. Course previously offered as MICR 5134. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5112Molecular","Microbiology Capstone","Microbiology (MICR)","Prerequisites:MICR 5012. Description:Continuation ofMICR 5012. Molecular characterization of prokaryotic and eukaryotic microorganisms utilizing nucleic acids, proteins, cell fractionation, cytology, and antigen-antibody reactions. No credit for students with credit inMICR 4112. Contact hours:Lab: 4 Contact: 4 Levels:Graduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 5113Advanced","Immunology","Microbiology (MICR)","Description:Advanced studies with emphasis on the regulation of vertebrate immune responses. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5142Techniques","in Molecular Biology","Microbiology (MICR)","Prerequisites:Consent of instructor. Description:Comprehensive laboratory course in research techniques involving classical genetics and molecular biology. Course previously offered as MICR 4142. Contact hours:Lab: 4 Contact: 4 Levels:Graduate Schedule types:Lab Department/School:Microbiology & Mol Gen ","2"
"MICR 5153Emerging","Infectious Agents","Microbiology (MICR)","Prerequisites:MICR 4123or MICR 4134 or consent of instructor. Description:An in-depth discussion of the importance of emerging infectious agents, the molecular basis for their emergence, and the broad spectrum of host-microbe interactions favoring the evolution of new infectious agents. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
