Course Code,Course Name,Description
CAS NE 401,Honors Research in Neuroscience 1,"Undergraduate Prerequisites: approval of NE Director of Undergraduate Academic and Research Affairs , and College Honors Committee. - For students with senior standing. First semester of Honors-level mentored research (leading to graduation with Honors in Neuroscience) involving extensive use of the research literature, significant creative contributions by the student, and substantial independence. Application through the Undergraduate Program in Neuroscience. Minimum 16 hours/week involving lab work, meetings, data analysis, and writing. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Creativity/Innovation, Research and Information Literacy.
BU Hub Learn More"
CAS NE 402,Honors Research in Neuroscience 2,"Undergraduate Prerequisites: approval of NE Director of Undergraduate Academic and Research Affairs , and College Honors Committee. First Year Writing Seminar (e.g., WR 1 00 or WR 120) - For students with senior standing. Second semester of Honors-level mentored research (leading to graduation with Honors in Neuroscience) involving the writing of a senior thesis, preparation and delivery of a thesis defense presentation, and substantial independence. Application through the Undergraduate Program in Neuroscience. Minimum 16 hours/week involving lab work, meetings, data analysis, and writing. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Oral and/or Signed Communication, Writing- Intensive Course.
BU Hub Learn More"
CAS NE 445,Cellular and Molecular Neurophysiology,"Undergraduate Prerequisites: (CASBI203 OR CASBI315 OR CASBI325 OR CASNE203) or consent of instructor. - Cellular and molecular basis of neural excitability and synaptic transmission. The molecular understanding of ion channels is extrapolated to higher brain functions such as learning, memory, and sleep. Three hours lecture, three hours lab, one hour pre-lab. Also offered as CAS BI 445."
CAS NE 449,Neuroscience Design Lab,"Undergraduate Prerequisites: (CASBI315 OR CASBI325 OR CASNE203) ; or consent of instructor. - Design and build devices for neuroscience experiments. Interface sensors with computers using Arduino microprocessors. Guided exercises followed by independent design projects to quantify human sensory and motor performance, or emulate animal sensory-motor circuits. All levels of programming experience accepted. Also offered as CAS BI 449."
CAS NE 455,Developmental Neurobiology,"Undergraduate Prerequisites: (CASBI203 OR CASBI325 OR CASNE203) or consent of instructor. - Fundamental principles of developmental neurobiology, stressing molecular mechanisms that underlie early neural development, differentiation, process outgrowth, and behavior. Three hours lecture, one hour discussion. Also offered as CAS BI 455."
CAS NE 456,Neurobiology of Sex and Aggression,"Examines neurobiological and genetic factors that influence sex and violence. Students review primary literature from the past century that highlights major scientific discoveries that have reconceptualized our understanding of the origins of sexual-determination, -attraction and - aggression. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Historical Consciousness, Scientific Inquiry II.
BU Hub Learn More"
CAS NE 481,Molecular Biology of the Neuron,"Undergraduate Prerequisites: (CASBI203 OR CASNE102) - Topics include electrical properties of neurons, a survey of neurotransmitters, molecular structure and function of receptors, synaptic transmission, intracellular signaling, and the molecular biology of sensory transduction. Three hours lecture, one hour discussion. Also offered as CAS NE 481. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy.
BU Hub Learn More"
CAS NE 490,Neuropsychiatry,"Undergraduate Prerequisites: CAS NE 102, NE 202, NE 203, NE 212 and NE major; and junior or senior standing. This contemporary seminar in neuropsychiatry, with an emphasis on neural representations of brain diseases of the mind, offers students a comprehensive understanding of the intersection between neuroscience and mental health. This cutting-edge tutorial delves into the latest research and theories on how neural processes contribute to brain diseases that impact the mind, with a particular focus on examining typical versus atypical nervous systems in humans and model organisms."
CAS NE 491,Senior Research in Neuroscience 1,"Undergraduate Prerequisites: consent of instructor. - For students with senior standing. First semester of research in neuroscience, involving the use of research literature and active participation at group meetings. Application through the Undergraduate Program in Neuroscience. Students conduct research under supervision of a faculty mentor. Attendance at group meetings, presentation at one or more group meetings, and final report required. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Research and Information Literacy.
BU Hub Learn More"
CAS NE 492,Senior Research in Neuroscience 2,"Undergraduate Prerequisites: consent of instructor. - For students with senior standing. Second semester of research in neuroscience, involving the use of research literature and significant creative contributions by the student. Application through the Undergraduate Program in Neuroscience. Students conduct research under supervision of a faculty mentor. Attendance at group meetings and final report required. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Creativity/Innovation, Research and Information Literacy.
BU Hub Learn More"
CAS NE 493,Senior Research in Neuroscience 3+,"For students with senior standing. Third or more semester of research in neuroscience, involving active participation at group meetings and significant creative contributions by the student. Application through the Undergraduate Program in Neuroscience. Students conduct research under supervision of a faculty mentor. Attendance at group meetings, presentation at one or more group meetings, and final report required. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Creativity/Innovation.
BU Hub Learn More"
CAS NE 503,Neuroimmunology,"Undergraduate Prerequisites: CAS BI 203/NE 102 or BI 213 and BI 325/NE 203. - Neuroimmunology is a burgeoning field in neuroscience. This course examines current topics including the role of glia in brain development, health, and disease, glia-neuron crosstalk, impact of stress and environment on the neuroimmune system, and cell trafficking into the brain."
CAS NE 520,Sensory Neurobiology,"Undergraduate Prerequisites: (CASBI325 OR CASNE203) or consent of instructor. - Animals receive a constant stream of sensory input that they use to adjust their behavior. In this course we explore how sensory systems translate the physical features of the outside world into meaningful patterns of neural activity. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II.
BU Hub Learn More"
CAS NE 521,Animal Models in Behavioral Neuroscience,"Undergraduate Prerequisites: junior standing and either CAS PS 231 or CAS NE 101. Strongly recommen ded: CAS NE 102 and either CAS PS 337 or PS 338. - Examines the modern behavioral approaches and wide range of species across the animal kingdom used to model human behavior and neural function. Lectures present background material, and students lead discussion of primary research articles. Also offered as CAS PS 521."
CAS NE 525,Biology of Neurodegenerative Diseases,"Undergraduate Prerequisites: (CASNE102 & CASBI203) and NE major; and junior or senior standing. - An in-depth look at molecular mechanisms of neurodegenerative diseases and their impact and relevance in clinical diagnosis and treatment. Topics include the molecular pathways of Alzheimer's, Parkinson's, Huntington's, and Creuztfeldt-Jacob Disease, and Amyotrophic Lateral Sclerosis. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning, Research and Information Literacy.
BU Hub Learn More"
CAS NE 530,Neural Models of Memory Function,"Undergraduate Prerequisites: a course in neuroscience or physiological psychology or consent of the instructor. - Computational models of neurobiological mechanisms for memory function and spatial navigation, with a particular emphasis on cellular and circuit models of the hippocampus and related cortical structures. Also offered as CAS PS 530."
CAS NE 531,Imaging and Manipulating Memories,"Undergraduate Prerequisites: CAS PS231 or NE 101 or PS/NE 337 or PS339/NE202 or BI325/NE203; or con sent of instructor. - The nature of memory engrams, the physical manifestations of experiences in the brain, will be explored at the systems neuroscience level by surveying primary literature."
CAS NE 532,"Neurobiology of Motivation, Decision Making, and Learning","Undergraduate Prerequisites: CAS NE101 or PS231; and PS211 or PS212; or MA115 & MA116 and one upper level NE course or BI 108 and BI 325; or consent of instructor. - Exploration of the molecular and neural circuit mechanisms responsible for driving movement, selecting actions, and evaluating outcomes to drive adaptive learning. Examination of how disorders of motivation and decision making arise from the disruption of different neural circuits."
CAS NE 535,Translational Research in Alzheimer's Disease,"Undergraduate Prerequisites: (CASNE102 & CASNE203) and NE major; and junior or senior standing. - An introduction to translational research focused on the search for new therapeutic targets in Alzheimer's disease. Emphasis on the development of cellular and animal models for preclinical research, and on past and current clinical trials in Alzheimer's patients. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning, Research and Information Literacy.
BU Hub Learn More"
CAS NE 542,Neuroethology,"Undergraduate Prerequisites: (CASNE102 & CASNE203) and NE major; and junior or senior standing. - An in-depth study of the neural mechanisms underlying natural behaviors in animals, integrating perspectives from behavioral ecology and neurobiology. Behaviors that are central to fitness will be studied in detail, including the sensory and motor bases of prey detection, predator avoidance, communication, courtship, navigation, and migration. A wide variety of non- model organisms such as honeybees, owls, bats, and crickets are discussed. Lectures are integrated with student-led discussions of relevant research papers. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy.
BU Hub Learn More"
CAS NE 544,Developmental Neuropsychology,"Undergraduate Prerequisites: (CASPS241) or consent of instructor. - Study of the neural mechanisms underlying behavioral development. Topics include the plasticity of the developing brain in response to deprivation or damage and mechanisms underlying specific syndromes (e.g., aphasia, dyslexia, learning disabilities, hyperactivity, autism, and Tourette's syndrome). Also offered as CAS PS 544."
CAS NE 556,Drug Discovery in Neuroscience,"Undergraduate Prerequisites: CAS NE 102/116, NE 333, CH 203, NE major, and junior or senior standing g. - The process of drug discovery is complex especially when a drug is intended to treat a neurological disease. This discussion-heavy course examines the specific challenges of modern neuroscience drug discovery, including: target selection, pharmacodynamics, animal models, and clinical trials. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Scientific Inquiry II, Creativity/Innovation.
BU Hub Learn More"
CAS NE 561,Proteostasis in the Biology of Neurodegenerative Diseases,"Undergraduate Prerequisites: CAS NE 102, NE 203, NE major, and junior or senior standing. CAS BI 2 03/213 is recommended. - A hands-on class focusing on the mechanisms that control protein homoestasis, and on the approaches that we can use to study how it may change in conditions associated with neurodegenerative diseases. The class mimics, as much as possible, a real research environment, as students carry out experiments throughout the semester, learn how to develop and test new hypotheses, and also share knowledge through weekly readings and presentation of research articles inherent to the topics of the class. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Creativity/Innovation, Research and Information Literacy.
BU Hub Learn More"
CAS NE 589,Neural Impacts on Tumorigenesis,"Undergraduate Prerequisites: CAS NE 102, NE 203, and NE major; and junior or senior standing. - Explores neuronal invasion and mechanisms of neurogenesis into solid tumors, cross-talk in tumor microenvironments, and nervous system influence on cancer modulators that enhance tumorigenesis. Enhancement of cancer from environmental stress at this interface is also examined. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy.
BU Hub Learn More"
CAS NE 593,Topics in Computational Neuroscience,"Examines contemporary topics in computational neuroscience research, drawing from recent literature. Students critically evaluate papers, assess the soundness of methods, distinguish correct from incorrect interpretations of data, and discuss the soundness of conclusions."
CAS NE 594,Topics in Neurobiology,"Undergraduate Pre-requisites: CAS NE 203 or BI 203 - Examines contemporary topics in neurobiological research, drawing from recent literature. Students critically evaluate papers, assess the soundness of methods, distinguish correct from incorrect interpretations of data, and discuss the soundness of conclusions. Pre-reqs may vary with topic. Topic for Fall 2023: Neuroinflammation"
CAS NE 598,Neural Circuits,"Undergraduate Prerequisites: (CASBI325 OR CASNE203) and CASPY106. - Reviews modern techniques and toolsets that are capable of dissecting neural circuits, which are critical for understanding how coordinated patterns of neural activity lead to complex behavior. Recent literature on information processing, guided behavior and cognition is discussed. Also offered as CAS BI 598."
CAS PH 100,Introduction to Philosophy,"Introduces the nature of philosophical activity through careful study of major philosophical topics. Topics may include the nature of reality, knowledge, God's existence, and the significance of human life.Carries humanities divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Critical Thinking and Philosophical Inquiry and Life's Meaning. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
CAS PH 110,Great Philosophers,"An introduction to philosophy through a reading of great figures in western thought. The list may include Plato, Aristotle, Descartes, Roussesau, Nietzsche, Russell. Carries humanities divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Philosophical Inquiry and Life's Meanings, Critical Thinking.
BU Hub Learn More"
CAS PH 150,Introduction to Ethics,"Many of us want to lead meaningful lives. But what is it for a life to be meaningful? What makes some lives better or more meaningful than others? Can life as a whole have some significance or meaning? Carries humanities divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
CAS PH 155,Politics and Philosophy,"What is justice? What are the foundations of property rights, liberty, and equality? Are anarchism and utopianism defensible? This course is an introduction to major themes and questions in political philosophy. It includes a study of classical and modern texts, as well as contemporary political issues. Carries humanities divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
CAS PH 159,Philosophy and Film,"This class provides an introduction philosophical and aesthetic issues connected with film. Carries humanities divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Philosophical Inquiry and Life's Meanings, Critical Thinking.
BU Hub Learn More"
CAS PH 160,Reasoning and Argumentation,"A systematic study of the principles of both deductive and informal reasoning, calculated to enhance students' actual reasoning skills, with an emphasis on reasoning and argumentation in ordinary discourse. We will emphasize argumentation and criticism in ordinary life and also present formal models of reasoning designed to elicit underlying patterns and structures of reasoning and argumentation that are widely applicable. Simultaneous training in skills of argument analysis, argument pattern recognition, argument construction, and argument interpretation and creation. Effective Fall 2018, this course fulfills a single unit in the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Critical Thinking.
BU Hub Learn More"
CAS PH 242,Philosophy of Human Nature,"Examines the way in which Darwin, Marx, Nietzsche, and Freud undermine traditional conceptions of human nature. These thinkers teach us to question our ordinary assumptions about religion, human distinctiveness, the conscious mind, the role and status of morality, and the uplifting effects of civilization. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Historical Consciousness, Critical Thinking.
BU Hub Learn More"
CAS PH 245,The Quest for God and the Good,"Pre-req: WR 120 or equivalent, CS 111. An interactive seminar, investigating the meaning and purpose of human life, the significance of God or an Absolute, the role of contemplation and action in the spiritual quest, relationships between philosophy and religious thought, East and West. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Global Citizenship and Intercultural Literacy. Effective Fall 2023 this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Global Citizenship and Intercultural Literacy, Philosophical Inquiry and Life's Meanings.
BU Hub Learn More"
CAS PH 247,Introduction to Chinese Philosophy,"Is human nature fundamentally good or fundamentally bad? How can we best achieve an enduring social order? What is the shape of a life well lived? This class examines such questions in the context of the classical period in Chinese philosophy, focusing on (1) Kongzi (Confucius), (2) Mozi, (3) Mengzi (Mencius), (4) Zhuangzi, and (5) Xunzi. A primary goal of the course is to expose students to the richness, vitality, and plurality of the philosophical scene in ancient China. Topics discussed include moral virtue, music, education, and the ethics of war. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Global Citizenship and Intercultural Literacy, Critical Thinking.
BU Hub Learn More"
CAS PH 248,Existentialism,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - This course examines how existentialist thinkers grappled with some of the most problematic aspects of the human condition. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
CAS PH 251,Medical Ethics,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - This course will survey ethical issues that arise in connection with medicine and emerging biotechnologies. It will examine topics such as the right to healthcare, research on human subjects, euthanasia, abortion, cloning, genetic selection, disabilities, and the biomedical enhancement of human capacities. Students can expect to gain not only training in the concepts and methods of moral philosophy and the logic of argumentation, but also the resources needed for assessing ethically difficult questions that healthcare professionals routinely face. Carries humanities divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
CAS PH 253,Social Philosophy,"Undergraduate Prerequisites: at least sophomore standing or any 100-level philosophy course. - Through a reading of some selected texts we will examine modern and contemporary theories of society, concerning its nature and the direction of its evolution. The philosophical and sociological discussions are framed in terms of the complicated relationship between individuals and society, and between civil society and the sovereign power. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Social Inquiry I, Critical Thinking.
BU Hub Learn More"
CAS PH 254,Political Philosophy,"Undergraduate Prerequisites: at least sophomore standing or any 100-level philosophy course. - A study of western political philosophy that may include texts by authors such as Aristotle, Hobbes, Marx, Kant, Schmitt, Rawls. Carries humanities divisional credit in CAS."
CAS PH 256,Philosophy of Gender and Sexuality,"This course analyzes gender and sexuality from an intersectional perspective. We focus on metaphysics, epistemology, and semantics to understand gender and sexuality as they exist within interlocking systems of oppression including racism, sexism, transphobia, homophobia, and fatphobia. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, The Individual in Community, Critical Thinking.
BU Hub Learn More"
CAS PH 258,Philosophy and Literature,"Examines literature and philosophy through the sorts of demands they place upon reason, experience, and language. Authors may include William James, Henry James, Wallace Stevens, T.S. Elliot, and many others. Carries humanities divisional credit in CAS."
CAS PH 259,Philosophy of the Arts,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - What makes something beautiful? How do different arts (music, dance, painting, sculpture, architecture, film, drama) relate to our aesthetic experience of the world? Explores several philosophical theories of art through specific examples of artwork. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Aesthetic Exploration, Critical Thinking.
BU Hub Learn More"
CAS PH 261,Puzzles and Paradoxes,"Some of our most basic beliefs, when scrutinized, lead to absurd conclusions. For example, using only beliefs that seem uncontroversial, we can conclude that motion is impossible, that everyone is bald, and it is impossible to give a surprise exam. Carefully scrutinizing the reasoning that leads to these absurdities often yields substantial philosophical insight. In this course, we will examine a number of such puzzles and paradoxes in detail. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Quantitative Reasoning I, Critical Thinking.
BU Hub Learn More"
CAS PH 266,"Mind, Brain, and Self","Undergraduate Prerequisites: First Year Writing Seminar (e.g., WR 100 or WR 120). - This course is devoted to exploring the relationships among consciousness, the mind, and the brain, the nature of the self or person, and other related topics. This course will also examine whether and to what extent these issues can be addressed by contemporary natural science. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Writing-Intensive Course, Critical Thinking.
BU Hub Learn More"
CAS PH 270,Philosophy of Science,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - Uses scientific examples from the study of physics, biology, and mind. Focuses on the aims of science, the nature of scientific understanding, the structure and interpretation of scientific theories, and the development of science. Carries humanities divisional credit in CAS."
CAS PH 272,"Science, Technology, and Values","Examination of some of the important ways in which science, technology, society, and human values are interconnected. Includes case studies of the social and ethical challenges posed by computer, military, and biological technology. Carries humanities divisional credit in CAS."
CAS PH 300,History of Ancient Philosophy,"Undergraduate Prerequisites: one philosophy course or sophomore standing. First Year Writing Semina r (e.g., WR 100 or WR 120) - A survey of ancient Greek philosophy, with an emphasis on Plato and Aristotle. Topics will include: the fundamental nature of reality, how we know anything about it, wisdom, virtue, and human happiness. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Ethical Reasoning, Global Citizenship and Intercultural Literacy.
BU Hub Learn More"
CAS PH 310,History of Modern Philosophy,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - An examination of seventeenth- and eighteenth‐century philosophy from Descartes to Kant, with emphasis on the nature and extent of knowledge, the relation of mind to body, the nature of personal identity, the problem of free will, and the problem of evil. Readings from Rene Descartes, Princess Elizabeth, Thomas Hobbes, John Locke, Benedict Spinoza, David Hume, and Immanuel Kant. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Philosophical Inquiry and Life's Meanings, Research and Information Literacy.
BU Hub Learn More"
CAS PH 340,Metaphysics and Epistemology,"Undergraduate Prerequisites: (CASPH160) or consent of instructor. - This course is about metaphysics (the study of what there is, and how it all relates) and epistemology (the study of knowledge, and how we can know things about the world) and their intersection. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Critical Thinking.
BU Hub Learn More"
CAS PH 350,History of Ethics,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - Are there fundamental principles for determining the right way to act ethically? How do different eras answer this question? What is the significance of these differences? This course addresses these questions by examining classical ethical texts from different historical traditions. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
CAS PH 360,Symbolic Logic,"Undergraduate Prerequisites: one philosophy course or sophomore standing. - A survey of the concepts and principles of symbolic logic: valid and invalid arguments, logical relations of statements and their basis in structural features of statements, analysis of the logical structure of complex statements of ordinary discourse, and the use of a symbolic language to display logical structure and to facilitate methods for assessing the logical structure of arguments. We cover the analysis of reasoning with truth-functions (""and"", ""or"", ""not"", ""if ... then"") and with quantifiers (""all"", ""some""), attending to formal languages and axiomatic systems for logical deduction. Throughout, we aim to clearly and systematically display both the theory underlying the norms of valid reasoning and their applications to particular problems of argumentation. The course is an introduction to first-order quantificational logic, a key tool underlying work in foundations of mathematics, philosophy of language and mind, philosophy of science and parts of syntax and semantics. It is largely mathematical and formal in character, but lectures situate these structures within the context of questions raised in contemporary philosophy of language and mind. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Quantitative Reasoning I, Critical Thinking.
BU Hub Learn More"
CAS PH 401,Senior Independent Work,"Undergraduate Prerequisites: senior standing, consent of instructor and department, and approval of Honors Committee. - Individual tutorial instruction and directed research at distinction level."
CAS PH 402,Senior Independent Work,"Undergraduate Prerequisites: senior standing, consent of instructor and department, and approval of Honors Committee. - Individual tutorial instruction and directed research at distinction level."
CAS PH 403,Plato I,Undergraduate Prerequisites: two courses in philosophy or consent of instructor. - (Knowledge of Greek is helpful but not required. Familiarity with Greek philosophy is helpful.) A close reading of the Symposium.
CAS PH 405,Aristotle I,Undergraduate Prerequisites: (CASPH300) - A careful study of the philosophy of Aristotle conducted primarily through a close reading of several of his major works.
CAS PH 408,History of Medieval Philosophy,"Undergraduate Prerequisites: (CASPH300) sophomore standing and CAS PH 300 and two other philosophy courses, or consent of instructor. - Topic for Fall 2020: Jewish and Islamic Philosophy and Mysticism. Thematic introduction to mysticism and philosophy, with a focus on dynamics of religious experience. Readings from medieval Jewish and Islamic philosophy; Sufi mysticism and philosophy; Kabbalah, Biblical interpretation, Sufi poetry, Hebrew poetry from the Golden Age of Muslim Spain."
CAS PH 409,Maimonides,"Undergraduate Prerequisites: (CASPH300) - A study of major aspects of the thought of Maimonides. Primary focus on the Guide of the Perplexed, with attention to its modern reception in works by Baruch Spinoza, Hermann Cohen, Leo Strauss, and others. Also offered as CAS RN 420. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Oral and/or Signed Communication.
BU Hub Learn More"
CAS PH 412,Philosophy of the Enlightenment,"Undergraduate Prerequisites: (CASPH310) - A critical examination of that family of philosophical and political movements that called itself ""the Enlightenment."" Students analyze key texts by Descartes, Hobbes, Locke, Smith, Rousseau, Voltaire, Diderot, Jefferson, Madison, Kant, and Hegel. Also offered as CAS PO 592 and CAS HI 514."
CAS PH 413,Kant,"Undergraduate Prerequisites: two previous PH courses, or consent of instructor. - A study of Kant's critical philosophy, focusing on one or more of his works."
CAS PH 415,Nineteenth-Century Philosophy,"Undergraduate Prerequisites: (CASPH310) and one other philosophy course. - Course subtitle: ""Constructing and Deconstructing Autonomy"". We will ask: To what extent is a practical agent free or autonomous? We examine answers to these questions by figures such as Kant, Hegel, Marx, Nietzsche and Freud. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Philosophical Inquiry and Life's Meanings, Critical Thinking.
BU Hub Learn More"
CAS PH 416,Hegel,"Undergraduate Prerequisites: (CASPH310) and two courses in philosophy above the 100 level or consent of the in structor. - A study of Hegel's systematic philosophy, focusing on one or more of his works."
CAS PH 418,Marx and Marxism,"Undergraduate Prerequisites: two previous PH courses, or consent of instructor. - Philosophical foundation of Marxism and its development. Critical study of Marx's writings stressing questions of philosophy, political economy, science, and history. Emphasis on Marx's theory of relation of praxis to consciousness. Later (including contemporary) Marxists and critics. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Social Inquiry I, Critical Thinking.
BU Hub Learn More"
CAS PH 419,Nietzsche,"Undergraduate Prerequisites: two philosophy courses, or consent of instructor. - An intensive study of Nietzsche's philosophical thought. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Philosophical Inquiry and Life's Meanings.
BU Hub Learn More"
CAS PH 422,Analytic Philosophy,"Undergraduate Prerequisites: successful completion of CAS PH 360, or equivalent knowledge of quanti fication theory. - An examination of some aspects of the development of twentieth-century analytic philosophy, with an emphasis on works by Frege, Russell, the Logical Empiricists (also known as Logical Positivists), and Quine."
CAS PH 424,Wittgenstein,"Undergraduate Prerequisites: (CASPH310) and two other philosophy courses, or consent of instructor. - An intensive (line by line) study of Wittgenstein's Philosophical Investigations."
CAS PH 426,Phenomenology,"Undergraduate Prerequisites: two previous PH courses, or consent of instructor.. First Year Writing Seminar (e.g., WR 100 or WR 120) - Rigorous examination of foundations of philosophical phenomenology in Husserl and others. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Writing-Intensive Course, Philosophical Inquiry and Life's Meanings.
BU Hub Learn More"
CAS PH 427,Heidegger and Existential Philosophy,"Undergraduate Prerequisites: two philosophy courses. - This course critically examines what, in the case of human beings, it means to be, based upon Heidegger's ""existential"" posing of this question in his early, but unfinished work, Being and Time."
CAS PH 436,"Gender, Race, and Science","Undergraduate Prerequisites: two previous PH courses, or consent of instructor. - An upper-level exploration of topics in the philosophy of gender and philosophy of race, informed by historical and scientific inquiry. Explores philosophical questions about the nature of race and racism, sex and sexism. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Social Inquiry I, Critical Thinking.
BU Hub Learn More"
CAS PH 443,Philosophy of Mind,"Undergraduate Prerequisites: two courses in philosophy or consent of instructor. - The topic is sentience, embodiment, and the brain. The aim is to develop a ""neurophenomenological"" approach to consciousness and embodied experience in cognitive science and the philosophy of mind."
CAS PH 445,The Philosophy of Love,"Undergraduate Prerequisites: one philosophy course, or consent of instructor. - What is love? What different forms does it take (e.g. parental love, romantic love)? Is love non- rational or are there reasons of love? We aim to answer these and other philosophical questions by focusing on contemporary philosophical writings on love."
CAS PH 446,Philosophy of Religion,"Undergraduate Prerequisites: (CASPH300 & CASPH310) - Critical investigation of the limits of human knowledge and the theoretical and practical demands for meaning attached to notions of God, providence, immortality, and other metaphysical conditions of human thriving, from Plato to modern philosophies of religion. Effective Spring 2022 this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Social Inquiry I, Critical Thinking.
BU Hub Learn More"
CAS PH 452,Ethics of Health Care,"Undergraduate Prerequisites: (CASPH350) and two other philosophy courses, or consent of instructor (PH 150 and PH 251 are recommended). - Medicine and health care offer a unique opportunity to explore the nature of humanity and the world and to ask fundamental questions concerning the nature of birth, life, and death, and what it is to be a person. Readings from both classical and contemporary writings in ethics, medicine, law, and public health policy."
CAS PH 453,Classical to Early Modern Political Theory,"Undergraduate Prerequisites: (CASPH350) - Focuses on philosophical subjects relevant to ethics and politics, such as virtue and happiness; human nature and reason; qualifications of leadership; aims and means of civic education; and conceptions of law (man-made, natural, divine). Texts by Aristotle, Augustine, Aquinas, Machiavelli. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.
BU Hub Learn More"
