course_code,course_name,credits,description
NSG-322CC,BHN Clinical Rotation,0 credits,"This clinical rotation provides learners with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Learners are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Learners apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-300, NSG-300C, NSG-310, NSG-316, and NSG-318. Co-Requisite: NSG-322. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 487"
NSG-322CCA,BHN Clinical Rotation,0 credits,"This clinical rotation provides learners with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Learners are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Learners apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-300, NSG-300C or NSG-300CA, NSG-310, NSG-316, and NSG-318. Co-Requisite: NSG-322."
NSG-322CI,BHN Immersive Simulation,0 credits,"This immersive simulation experience provides learners with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Learners are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Learners apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-300, NSG-300C, NSG-310, NSG-316, and NSG-318. Co-Requisite: NSG-322."
NSG-322CIA,BHN Immersive Simulation,0 credits,"This immersive simulation provides learners with hands-on learning opportunities, allowing for the integration of skills and knowledge in client care across diverse social and cultural contexts within simulated environments. Learners are provided the opportunity to display the competencies necessary for delivering holistic and safe client-centered care. Drawing from current nursing practice standards, learners engage in immersive simulations using clinical scenarios, emphasizing clinical reasoning, critical thinking and judgment. Prerequisites: NSG- 300, NSG-300C or NSG-300CA, NSG-310, NSG-316, and NSG- 318. Co-Requisite: NSG-322."
NSG-322HN҂,Behavioral Health Nursing,3 credits,"In this course, students utilize the nursing process to provide behavioral health care in community and acute inpatient settings for individuals, families, and community groups. Emphasis is placed on primary, secondary, and tertiary levels of behavioral health care, including pharmacotherapy and nursing interventions for clients in crisis and clients with serious and persistent mental illness. Concepts including therapeutic communication, interdisciplinary collaboration, client-centered coping-skills, and affective skills of critical thinking are integrated with biopsychosocial, spiritual, and cultural aspects of behavioral health nursing practice. Prerequisites: NSG-300, NSG-300C, NSG-310, NSG-316, and NSG-318. Co-Requisite: NSG-322C. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NSG-324∆҂,Research and Evidence-Based,3 credits,"Practice In this writing-intensive course, learners are introduced to the research process and methodologies using qualitative and quantitative data. Learners examine the processes required to integrate evidence into nursing practice. Emphasis is on evaluation and application of scientific evidence affecting nurse- sensitive quality indicators. Learners differentiate types and levels of evidence and identify appropriate sources that inform nursing practice. Strategies for implementation, methods of evaluation, and dissemination of research findings are discussed. This course also expands on informatics technology used to support data, information, and knowledge needs in the delivery of nursing and health care. Prerequisites: NSG-300, NSG-300C or NSG-300CA or NSG-300CB, NSG-310, NSG-316, and NSG- 318."
NSG-324A,Research and Evidence-Based,2 credits,"Practice In this writing-intensive course, learners are introduced to the research process and methodologies using qualitative and quantitative data. Learners examine the processes required to integrate evidence into nursing practice. Emphasis is on evaluation and application of scientific evidence affecting nurse- sensitive quality indicators. Learners differentiate types and levels of evidence and identify appropriate sources that inform nursing practice. Strategies for implementation, methods of evaluation, and dissemination of research findings are discussed. This course also expands on informatics technology used to support data, information, and knowledge needs in the delivery of nursing and health care. Prerequisites: NSG-300, NSG-300C or NSG-300CA, NSG-310, NSG-316, and NSG-318."
NSG-400CA,Population Health Clinical,1 credits,"In this clinical course, students apply nursing principles in public and population health related to health promotion and disease prevention for diverse populations in a variety of community settings. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care for diverse populations. Clinical hours: 56. Prerequisites: NSG-430, NSG- 430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG- 436. Co-Requisite: NSG-440."
NSG-430,Adult Health Nursing II,5 credits,"In this course, students synthesize advanced medical-surgical and pharmacologic concepts. Students use the nursing process to manage clients with higher levels of acuity and complex health needs. Prerequisites: NSG-320, NSG-320C or NSG-320CA or NSG-320CB, NSG-322, NSG-322C or NSG-322CA or NSG- 322CB, and NSG-324 or NSG-324A. Co-Requisite: NSG-430C, or NSG-430CA, or NSG-430CB. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 488"
NSG-430C,Adult Health Nursing Clinical II,2 credits,"In this clinical course, students utilize the nursing process to independently plan, prioritize, implement, and evaluate direct client care for adults with complex health needs. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care. Advanced medical-surgical nursing skills necessary for providing care are introduced and practiced in laboratory and simulated settings. Clinical hours: 60. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-430."
NSG-430CA,Adult Health Nursing Clinical II,2 credits,"In this clinical course, students utilize the nursing process to independently plan, prioritize, implement, and evaluate direct client care for adults with complex health needs. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care. Advanced medical-surgical nursing skills necessary for providing care are introduced and practiced in laboratory and simulated settings. Clinical hours: 96. (84 clinical experience hours and 12 immersive simulation hours). Prerequisites: NSG-320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG-322CA, and NSG-324 or NSG-324A. Co- Requisite: NSG-430."
NSG-430CC,AHN II Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-430."
NSG-430CCA,AHN II Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-430. Prerequisites: NSG-320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG-322CA, and NSG-324 or NSG-324A. Co- Requisite: NSG-430."
NSG-430CI,AHN II Immersive Simulation,0 credits,"This immersive simulation experience provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-430. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NSG-430CIA,AHN II Immersive Simulation,0 credits,"This immersive simulation provides students with hands-on learning opportunities, allowing for the integration of skills and knowledge in client care across diverse social and cultural contexts within simulated environments. Students are provided the opportunity to display the competencies necessary for delivering holistic and safe client-centered care. Drawing from current nursing practice standards, students engage in immersive simulations using clinical scenarios, emphasizing clinical reasoning, critical thinking and judgment. Prerequisites: NSG- 320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG- 322CA, and NSG-324 or NSG-324A. Co-Requisite: NSG-430."
NSG-432,Nursing Care of the Childbearing,3 credits,"Family This course introduces nursing concepts related to women’s health, pregnancy, and newborn care. Focus is on health promotion and disease prevention, pharmacologic concepts, ethical and legal aspects, and decision making for childbearing families. Nursing care of the normal and high-risk childbearing family from preconception through the postpartum period is addressed. Emphasis is on promoting positive outcomes during the childbearing phase of family development. Prerequisites: NSG-320, NSG-320C or NSG-320CA or NSG-320CB, NSG- 322, NSG-322C or NSG-322CA or NSG-322CB, and NSG-324 or NSG-324A. Co-Requisite: NSG-432C, or NSG-432CA, or NSG-432CB."
NSG-432C,Nursing Care of the Childbearing,1 credits,"Family Clinical In this clinical course, students use the nursing process to analyze clinical data, knowledge of pharmacology, pathophysiology, evidence-based practice, and assessment findings to collaboratively plan, prioritize, and implement client care in assigned health care settings related to the childbearing family. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care. Obstetric nursing skills necessary for providing care are introduced and practiced in laboratory and simulated settings. Clinical hours: 48. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-432."
NSG-432CA,Nursing Care of the Childbearing,1 credits,"Family Clinical In this clinical course, students use the nursing process to analyze clinical data, knowledge of pharmacology, pathophysiology, evidence-based practice, and assessment findings to collaboratively plan, prioritize, and implement client care in assigned health care settings related to the childbearing family. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care. Obstetric nursing skills necessary for providing care are introduced and practiced in laboratory and simulated settings. Clinical hours: 48. (36 clinical experience hours and 12 immersive simulation hours). Prerequisites: NSG-320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG-322CA, and NSG-324 or NSG-324A. Co- Requisite: NSG-432. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 489"
NSG-432CC,OB Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-432."
NSG-432CCA,OB Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG-322CA, and NSG- 324 or NSG-324A. Co-Requisite: NSG-432."
NSG-432CI,NCCF Immersive Simulation,0 credits,"This immersive simulation experience provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-432."
NSG-432CIA,NCCF Immersive Simulation,0 credits,"This immersive simulation provides students with hands-on learning opportunities, allowing for the integration of skills and knowledge in client care across diverse social and cultural contexts within simulated environments. Students are provided the opportunity to display the competencies necessary for delivering holistic and safe client-centered care. Drawing from current nursing practice standards, students engage in immersive simulations using clinical scenarios, emphasizing clinical reasoning, critical thinking and judgment. Prerequisites: NSG- 320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG- 322CA, and NSG-324 or NSG-324A. Co-Requisite: NSG-432."
NSG-434,Nursing Care of the Childrearing,3 credits,"Family This course focuses on theories and concepts of growth and development, cultural influences, ethical issues, and physiological responses related to the nursing care of both the sick and well child. Emphasis is placed on teaching and community resources related to the childrearing family from infancy through adolescence. Prerequisites: NSG-320, NSG- 320C or NSG-320CA or NSG-320CB, NSG-322, NSG-322C or NSG-322CA or NSG-322CB, and NSG-324 or NSG-324A. Co- Requisite: NSG-434C, or NSG-434CA, or NSG-434CB. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NSG-434C,Nursing Care of the Childrearing,1 credits,"Family Clinical In this clinical course, students use the nursing process to analyze clinical data, knowledge of pharmacology, pathophysiology, evidence-based practice, and assessment findings to collaboratively plan, prioritize, and implement client care in assigned health care settings related to the childrearing family. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care. Pediatric nursing skills necessary for providing care are introduced and practiced in laboratory and simulated settings. Clinical hours: 48. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-434."
NSG-434CA,Nursing Care of the Childrearing,1 credits,"Family Clinical In this clinical course, students use the nursing process to analyze clinical data, knowledge of pharmacology, pathophysiology, evidence-based practice, and assessment findings to collaboratively plan, prioritize, and implement client care in assigned health care settings related to the childrearing family. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care. Pediatric nursing skills necessary for providing care are introduced and practiced in laboratory and simulated settings. Clinical hours: 48. (36 clinical experience hours and 12 immersive simulation hours). Prerequisites: NSG-320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG-322CA, and NSG-324 or NSG-324A. Co- Requisite: NSG-434."
NSG-434CC,Peds Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-434."
NSG-434CCA,Peds Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG-322CA, and NSG- 324 or NSG-324A. Co-Requisite: NSG-434. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 490"
NSG-434CI,Peds Immersive Simulation,0 credits,"This immersive simulation experience provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-320, NSG-320C, NSG-322, NSG-322C, and NSG-324. Co-Requisite: NSG-434."
NSG-434CIA,Peds Immersive Simulation,0 credits,"This immersive simulation provides students with hands-on learning opportunities, allowing for the integration of skills and knowledge in client care across diverse social and cultural contexts within simulated environments. Students are provided the opportunity to display the competencies necessary for delivering holistic and safe client-centered care. Drawing from current nursing practice standards, students engage in immersive simulations using clinical scenarios, emphasizing clinical reasoning, critical thinking and judgment. Prerequisites: NSG- 320, NSG-320C or NSG-320CA, NSG-322, NSG-322C or NSG- 322CA, and NSG-324 or NSG-324A. Co-Requisite: NSG-434."
NSG-436,"Leadership, Ethics, and Policy in",3 credits,"Health Care This course explores nursing leadership, nursing's role in policy advocacy and development, and ethical and legal principles that impact nursing and the provision of health care within a complex health care delivery system. Students examine the influence of the nursing profession on policy and regulation, the financial structure of health care systems, and issues related to improving quality and client outcomes within health care organizations using leadership and management concepts. Students apply ethical and legal principles while evaluating the relationship between law and ethics and its impact on diverse individuals, families, and communities. Prerequisites: NSG-320, NSG-320C or NSG-320CA or NSG-320CB, NSG-322, NSG-322C or NSG- 322CA or NSG-322CB, and NSG-324 or NSG-324A."
NSG-440҂,Population Health,3 credits,"This course focuses on the role of the nurse in population-focused health, examining population-based systems, and community, individual, and family-focused population health practice. Emphasis is on addressing issues of overall health improvement, the broad determinants of health, and the elimination of health disparities among vulnerable populations. Students apply epidemiologic concepts and evidence-based research to the study of disease and develop strategies to promote health and prevent disease in diverse communities and populations with an emphasis on community-based assessment and partnership as well as broader population-focused interventions. Prerequisites: NSG- 430, NSG-430C or NSG-430CA or NSG-430CB, NSG-432, NSG-432C or NSG-432CA or NSG-432CB, NSG-434, NSG- 434C or NSG-434CA or NSG-434CB, and NSG-436. Co- Requisite: NSG-440C, or NSG-440CA, or NSG-440CB. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NSG-440C,Population Health Clinical,1 credits,"In this clinical course, students apply nursing principles in public and population health related to health promotion and disease prevention for diverse populations in a variety of community settings. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care for diverse populations. Clinical hours: 48. Prerequisites: NSG-430, NSG- 430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG- 436. Co-Requisite: NSG-440."
NSG-440CA,Population Health Clinical,1 credits,"In this clinical course, students apply nursing principles in public and population health related to health promotion and disease prevention for diverse populations in a variety of community settings. Students are expected to integrate the principles of cultural awareness, quality and safety, and evidence-based practice in providing holistic, client-centered care for diverse populations. Clinical hours: 56. (48 clinical experience hours and 8 immersive simulation hours). Prerequisites: NSG-430, NSG- 430C or NSG-430CA, NSG-432, NSG-432C or NSG-432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co- Requisite: NSG-440."
NSG-440CC,PH Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-440."
NSG-440CCA,PH Clinical Rotation,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG-432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co-Requisite: NSG- 440."
NSG-440CI,PH Immersive Simulation,0 credits,"This immersive simulation experience provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co-Requisite: NSG-440. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 491"
NSG-440CIA,PH Immersive Simulation,0 credits,"This immersive simulation provides students with hands-on learning opportunities, allowing for the integration of skills and knowledge in client care across diverse social and cultural contexts within simulated environments. Students are provided the opportunity to display the competencies necessary for delivering holistic and safe client-centered care. Drawing from current nursing practice standards, students engage in immersive simulations using clinical scenarios, emphasizing clinical reasoning, critical thinking and judgment. Prerequisites: NSG- 430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG- 432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co-Requisite: NSG-440."
NSG-440HN҂,Population Health,3 credits,"This course focuses on the role of the nurse in population-focused health, examining population-based systems, and community, individual, and family-focused population health practice. Emphasis is on addressing issues of overall health improvement, the broad determinants of health, and the elimination of health disparities among vulnerable populations. Students apply epidemiologic concepts and evidence-based research to the study of disease and develop strategies to promote health and prevent disease in diverse communities and populations with an emphasis on community-based assessment and partnership as well as broader population-focused interventions. Prerequisites: NSG- 430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co-Requisite: NSG-440C."
NSG-444,Transition to Practice,4 credits,"This course focuses on the reinforcement of medical-surgical concepts and career readiness preparation to support students as they transition into the role of the professional registered nurse. Prerequisites: NSG-430, NSG-430C or NSG-430CB, NSG-432, NSG-432C or NSG-432CB, NSG-434, NSG-434C or NSG- 434CB, and NSG-436. Co-Requisite: NSG-444C or NSG- 444CB."
NSG-444A,Transition to Practice,3 credits,"This course focuses on the reinforcement of medical-surgical concepts and career readiness preparation to support students as they transition into the role of the professional registered nurse. Prerequisites: NSG-430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG-432CA, NSG-434, NSG-434C or NSG- 434CA, and NSG-436. Co-Requisite: NSG-444CA."
NSG-444C,Transition to Practice Group or,3 credits,"Residency Clinical In this clinical course, students delegate care and integrate the principles of cultural awareness, quality and safety, and evidence- based practice in providing holistic, client-centered care for multiple clients. Advanced medical-surgical nursing skills necessary for providing care are reinforced and practiced in simulated settings. Clinical hours: 120. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co-Requisite: NSG-444. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NSG-444C1A,TTP Group Rotation:,0 credits,"Medical/Surgical This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG-432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co-Requisite: NSG- 444."
NSG-444C6A,TTP Group Rotation: Complex,0 credits,"Care This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG-432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co-Requisite: NSG- 444."
NSG-444C8A,TTP Residency,0 credits,"This residency provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client- centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C or NSG- 430CA, NSG-432, NSG-432C or NSG-432CA, NSG-434, NSG- 434C or NSG-434CA, and NSG-436. Co-Requisite: NSG-444."
NSG-444CA,Transition to Practice Group or,4 credits,"Residency Clinical In this clinical course, students delegate care and integrate the principles of cultural awareness, quality and safety, and evidence- based practice in providing holistic, client-centered care for multiple clients. Advanced medical-surgical nursing skills necessary for providing care are reinforced and practiced in simulated settings. Clinical hours: 202. (168 clinical experience hours and 34 immersive simulation hours). Prerequisites: NSG- 430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG- 432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co-Requisite: NSG-444A. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 492"
NSG-444CD1,TTP Group Rotation:,0 credits,"Medical/Surgical This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444."
NSG-444CD2,TTP Group Rotation: Behavioral,0 credits,"Health This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444."
NSG-444CD3,TTP Group Rotation: OB,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444."
NSG-444CD4,TTP Group Rotation: Pediatrics,0 credits,"This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
NSG-444CD5,TTP Group Rotation: Population,0 credits,"Health This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444."
NSG-444CD6,TTP Group Rotation: Complex,0 credits,"Care This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444."
NSG-444CD7,TTP Group Rotation: Long-Term,0 credits,"Care This clinical rotation provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co- Requisite: NSG-444."
NSG-444CE8,TTP Residency,0 credits,"This residency provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in direct client-care settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client- centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice in various clinical environments. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co-Requisite: NSG-444."
NSG-444CI,TTP Immersive Simulation,0 credits,"This immersive simulation experience provides students with hands-on learning allowing for the integration of skills and knowledge in the care of clients from various social and cultural backgrounds in simulated settings. Students are provided the opportunity to display competencies necessary to provide holistic and safe client-centered care. Students apply knowledge, skills, and attitudes based on current standards of nursing practice. Prerequisites: NSG-430, NSG-430C, NSG-432, NSG-432C, NSG-434, NSG-434C, and NSG-436. Co-Requisite: NSG-444. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 493"
NSG-444CIA,TTP Immersive Simulation,0 credits,"This immersive simulation provides students with hands-on learning opportunities, allowing for the integration of skills and knowledge in client care across diverse social and cultural contexts within simulated environments. Students are provided the opportunity to display the competencies necessary for delivering holistic and safe client-centered care. Drawing from current nursing practice standards, students engage in immersive simulations using clinical scenarios, emphasizing clinical reasoning, critical thinking and judgment. Prerequisites: NSG- 430, NSG-430C or NSG-430CA, NSG-432, NSG-432C or NSG- 432CA, NSG-434, NSG-434C or NSG-434CA, and NSG-436. Co-Requisite: NSG-444."
