course_name,department,college,subject,description
Masters Thesis,GHP 299B,HSPH,Global Health & Population,"This is a year-long course worth a total of 5 credits (2.5 in the fall and 2.5 in the spring).Student must produce a written thesis in accordance with the thesis guidelines developed by the department.Course Note: Enrollment limited to GHP SM2 students only.Grade Note: GHP 299 is a yearlong class comprised of two parts: Part A in the Fall and Part B in the Spring. For enrollment purposes and planning credit totals, students should factor 2.5 credits during Fall and 2.5 credits during Spring. Stu"
Independent Study,GHP 300,HSPH,Global Health & Population,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of the regular courses. The program provides an opportunity to consider the design of studies, programs, or analysis of data.Important Information: In order to enroll in an Independent Study cours"
Independent Study,GHP 300,HSPH,Global Health & Population,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of the regular courses. The program provides an opportunity to consider the design of studies, programs, or analysis of data.Important Information: In order to enroll in an Independent Study cours"
Independent Study,GHP 300,HSPH,Global Health & Population,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of the regular courses. The program provides an opportunity to consider the design of studies, programs, or analysis of data.Important Information: In order to enroll in an Independent Study cours"
Independent Study,GHP 300,HSPH,Global Health & Population,"An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of the regular courses. The program provides an opportunity to consider the design of studies, programs, or analysis of data.Important Information: In order to enroll in an Independent Study cours"
Research,GHP 350 1,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 2,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 3,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 4,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 5,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 6,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 7,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 8,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 9,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 10,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 11,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 12,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 13,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 14,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 15,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Research,GHP 350 16,HSPH,Global Health & Population,For doctoral candidates who have passed their school-wide Oral Qualifying Examination and who are undertaking advanced work along the lines of fundamental or applied research in the department.
Modeling for Health System Analysis & Priority Setting,GHP 501,HSPH,Global Health & Population,"This course offers an introduction to modeling for health system analysis and priority setting in global health, and its key quantitative methods. Students will learn to use a range of tools to address central concerns and topics, including: health disparities; medical impoverishment and financial risk protection; economic evaluations for health policy assessment; health system performance and country performance on health. Modeling for health system analysis – and therefore this course – draws"
Introduction to Qualitative Research for Global Health,GHP 504,HSPH,Global Health & Population,"This course introduces students to qualitative research design and methods applied in global health. Contrasts will be drawn with quantities and mixed-methods approaches in order to consider the place of qualitative research in global health.  The course aims to provide students with an understanding of when to use qualitative research approaches, explores the philosophical debates around qualitative research and the theories that underpin qualitative research designs to consider which qual"
Measuring Population Health,GHP 506,HSPH,Global Health & Population,"This course will introduce students to the definition and measurement of population health. The primary objective is to provide an overview of the conceptual, methodological and empirical basis for quantifying levels of health in individuals and populations, including the construction of a range of different summary measures that combine information on mortality and non-fatal health outcomes. The course aims to give students an understanding of the technical basis for measurement in internationa"
International Humanitarian Response I,GHP 515,HSPH,Global Health & Population,"This course offers practical training in the complex issues and field skills needed to engage in humanitarian aid work. Students will learn the concepts and international standards for humanitarian response. While providing a solid theoretical foundation, the course will focus on practical skills such as conducting rapid assessments, ensuring field security, and interacting with aid agencies, the military, and the media during humanitarian crises. The course culminates in a required three-day in"
International Humanitarian Response II,GHP 518,HSPH,Global Health & Population,"GHP 518 is an intensive field simulation at Harold Parker State Forest in North Andover, MA. Students will camp for two nights in the forest as part of an aid agency team responding to a simulated international disaster and conflict. Student teams will carry out rapid assessments, create a comprehensive humanitarian aid plan, and manage interactions with refugees, officials, and other humanitarian actors. Students will face challenges that test their subject knowledge, team skills, creativity, a"
Consequential Leadership In Practice,GHP 530,HSPH,Global Health & Population,"This course integrates the practical application of knowledge to solve public health problems from the lens of consequential leaders in global health institutions. Consequential leaders are those who exercise leadership, regardless of their positions, to achieve good outcomes within their organizations, in countries, or at the global level. The leaders we will study are not necessarily the most visible or powerful ones, but individuals and their teams in organizations, who apply the tools of the"
Introduction to Global Health Care Delivery,GHP 532,HSPH,Global Health & Population,"This course will engage students in analysis of case studies that describe interventions to improve health care delivery in resource-poor settings. Class room discussion of these case studies will help illuminate principles and frameworks for the design of efficient and effective global health interventions. Through a focus on HIV, tuberculosis, and other conditions affecting populations living in poverty, these cases will allow students to carefully consider the question of how epidemiology, pa"
Introduction to Spatial Methods for Public Health,GHP 534,HSPH,Global Health & Population,"This is an introductory level course in the conceptual and analytic tools used to understand how spatial distributions of exposure impact on processes and patterns of disease. It covers methods that allow: (i) examination of patterns of health and disease in place and time, (ii) application of geospatial technologies and methods for epidemiology, (iii) analysis of time-space relations, (iv) identification of clusters and diffusion of disease, and (v) study of geographical epidemiology of selecte"
Research Methods in Humanitarian Crises,GHP 537,HSPH,Global Health & Population,"The purpose of this course is to introduce students to research design and methods, analysis, and data tools and technologies applied in affected populations of complex settings such as disasters and armed conflict. The course builds participants knowledge of conceptual and methodological approaches and their applications in designing and conducting research in the context of disaster and humanitarian settings, including the evaluation of humanitarian interventions; the assessment of the needs o"
Field Trip to Brazil,GHP 542,HSPH,Global Health & Population,"This course combines lectures, discussions, site visits (e.g., health facilities, governmental institutions, secretary of health, community-based programs, NGOs,), and group work. Five specific topics will be covered in the course: HIV/AIDS, malaria, tuberculosis, health systems, and nutrition. Location in Brazil: TBD Speakers include professors from Harvard and Brazilian Universities, policy makers, government officials, and representatives from social movements. Harvard Students work collabor"
Humanitarian Frontline Negotiation Lab,GHP 543,HSPH,Global Health & Population,"The purpose of the Frontline Negotiation Lab is to build the capacity of graduate students to navigate complex political crises in uncertain times, to develop a strategic vision on how to respond to humanitarian, social and climate emergencies, and to plan a negotiation process in adversarial conditions. Emphasizing the acquisition of planning tools and practical frameworks to engage in complex environments, this course examines a series of contexts to further a critical reflection on the design"
The Mexican Health System,GHP 544,HSPH,Global Health & Population,"This winter-session course introduces students to Mexico’s evolving health system. This field course will examine different aspects of the recent health reform efforts to centralize healthcare provision and strengthen primary care. The course has three components. First, one week visit to Nayarit, a state in western Mexico, where the health reform and new healthcare model are currently being implemented. Course participants visit health facilities in rural and urban areas and meet with healthcar"
Field Trip to Fukushima,GHP 549,HSPH,Global Health & Population,"GHP 549 introduces students to the lived experiences and ""build back better"" efforts to rebuild the community after a major disaster, namely the Fukushima nuclear disaster that occurred in 2011 after the Great East Japan Earthquakes. Students will be assigned to ongoing health-related issues in the community, learn and discuss the acute and long-term responses to the disaster, and present their proposed strategies for the future to local professionals. Students walk through the past and"
Social Participation and Quality of Care,GHP 550,HSPH,Global Health & Population,"The purpose of the course is to help future policy makers, scholars, civic leaders, and health professionals understand how health policies can be improved through social participation. Students will be exposed to transdisciplinary concepts at the intersection of political science, public health, sociology of science, and medical anthropology. Theory will be balanced with practice and students will learn how to design and critically evaluate participatory processes."
Decolonizing Global Health,GHP 569,HSPH,Global Health & Population,"Widening inequality, enduring patterns of extraction, persistent power imbalances, and ongoing marginalization stand in stark opposition with the goals of global health and standard narratives of its triumphs. The COVID-19 pandemic has brought additional awareness to racial, economic, and other inequalities within and between societies, and also has raised questions about why so much unfairness endures. This course engages and interrogates colonialism and its sequelae as major causes of current"
Applied Practice Experience for Global Health (MPH45),GHP 945B,HSPH,Global Health & Population,"Section II of the two-part course for MPH45 Global Health Students.All students completing a Master of Public Health degree must complete an Applied Practice Experience (“Practicum”). This required course is designed to meet this degree requirement. In the course, students will identify and complete a practicum that will be of value to their professional development and career goals. Students will also share their practicum experience with their MPH colleagues via a “peer-to-peer” joint learning"
International Conflict and Cooperation,GOV 40,FAS,Government,"This course is an introduction to the analysis of the causes and character of international conflict and cooperation. The course covers core theoretical models for why and how countries bargain, fight, and cooperate.  The first half of the course focuses on conflict and international security.  The second half focuses on international political economy and international organizations."
Data Analysis and Politics,GOV 51,FAS,Government,"How can we measure racial discrimination in job hiring? What is the best way to predict election outcomes? What factors drive the onset of civil wars? The goal of this course is to give you the ability to understand, explain, and perform research on the most pressing social and political issues with a special focus on data analysis and causal reasoning. You will be able to read and understand the methodology of most academic articles in the social sciences while also learning the core ideas and"
Research Practice in Qualitative Methods,GOV 62,FAS,Government,"To prepare students to write senior theses within American politics, comparative politics, or international relations, this course introduces the principles of empirical research in political science. Students will learn how to frame a project, review literature, articulate theories, test arguments, and collect evidence. Engaging both quantitative and qualitative research traditions, the course covers topics including the logic of causal inference, measurement and conceptualization, and case sel"
Political Theory: Methods and Resources,GOV 63,FAS,Government,"This course introduces students to the most important debates in contemporary English-language political theory, centered on questions of justice, equality and rights. We then turn to topics that reflect the individual interests of students who enroll. The course is designed to help participants to make the transition from being critical readers of political thought to being independent contributors to debate. It will be especially useful for those considering writing a thesis in political theor"
Supervised Reading and Research,GOV 91R,FAS,Government,Supervised reading leading to a term paper in a topic or topics not covered by regular courses of instruction.
Faculty Research Assistant,GOV 92R,FAS,Government,
American Political Thought,GOV 94AA,FAS,Government,"Is there a tradition of ‘American’ political thought? What are the theoretical foundations, sources, and influences of contemporary American political beliefs? This course will survey the origins, debates, and crises of ‘American’ political thought from the Revolutionary Founding through to present day debates. We will consider questions about the nature of American democracy, its constitutive inclusions and exclusions, and the notions of freedom and equality whose contes"
The Governance and International Politics of World Regions,GOV 94CT,FAS,Government,"This class investigates patterns of interaction, integration, and identity construction in contemporary world regions; political, economic, and cultural explanations for why outcomes vary across regions; and regions as competitive arenas and proving grounds for established and rising powers. In addition to general and theoretical questions, the course will consider the experience of specific regions, including Europe, Southeast Asia, South Asia, the Middle East, South America, the Caribbean, and"
"Crime, Responsibility, and the Law",GOV 94EM,FAS,Government,"One of the central questions of any political system is how to respond to those who violate the legally enforced norms of behavior that make up the criminal law. In this seminar, we will consider the philosophical justifications that have been given for the operation of the criminal justice system and, in particular, for the practice of punishing offenders. We will focus on the contrasting ideologies of retributivism and consequentialism and how those systems address moral principles such as res"
Democracy and Development in Korea,GOV 94JO,FAS,Government,"South Korea's experience in the last few decades is often cited as an example of democratic consolidation and economic development, especially in the context of East Asia, and often in comparison with its Northern counterpart. However, as showcased by the recent declaration of martial law by Yoon, democratic consolidation is an ongoing process that requires robust institutions and a vigilant civil society. This course will evaluate South Korea's unique path towards democratization and economic d"
Democracy in Practice in the Global South,GOV 94JW,FAS,Government,"This seminar explores how democracies operate on the ground in low- and middle-income countries today. What is the reality of how democracy works in practice versus how it is conceived and designed?  What are developing countries’ major democratic challenges and successes?  How does a country’s income level impact, and in turn is impacted by, democratic participation?  Main themes to be covered include overarching issues like representation, institu"
Nuclear Politics,GOV 94LP,FAS,Government,"Have nuclear weapons “revolutionized” international politics and global security? Why and how do states proliferate? How have leaders, states, and institutions historically grappled with the political and military impact of nuclear weapons, and what can that tell us about nuclear crises or diplomacy today? What are the major concerns for the future? This seminar introduces students to topics around nuclear proliferation and strategy, emphasizing academic and theoretical debates about"
Inequality and American Democracy,GOV 94OA,FAS,Government,"The ""rights revolutions"" of the 1960s and 1970s removed barriers to full citizenship for African Americans, women, and other formerly marginalized groups. But inequalities of wealth and income have grown since the 1970s. How do changing social and economic inequalities influence American democracy? This seminar explores empirical research and normative debates about political participation, about government responsiveness to citizen preferences, and about the impact of public policies"
Artificial Intelligence: Sociolegal Dilemmas and Policy Design,GOV 94OL,FAS,Government,"An experiential investigation of the complexities artificial intelligence (AI) systems pose for social coexistence. Asking how should legal and policy design prepare for superintelligence, the seminar will contrast American and European approaches to regulating AI, assess the opportunities in international law to guide solutions around socio-technical dilemmas, and scrutinize the impact and implications of data-driven automation across three domains: the legal system, higher education and the na"
E&L Safra Undergraduate Ethics Fellowship Seminar,GOV 94SAF,FAS,Government,"Topics in moral philosophy and political theory that illuminate normative issues in public and professional life. Prepares undergraduate fellows across the social sciences, natural sciences, and the humanities to pursue research on normative questions."
Major Paradigms in International Relations Theory,GOV 94SE,FAS,Government,"This course provides students with a foundation in international relations theory by examining its evolution as a discipline, key theoretical approaches, and contemporary debates. Through a critical engagement with major paradigms—realism, neorealism, liberalism, neoliberal institutionalism, constructivism, and perspectives from the Global South—students will explore the strengths and limitations of each framework in explaining global political dynamics. The course will also investigate emerging"
The Politics of Economic Inequality,GOV 94TR,FAS,Government,"This seminar investigates the political factors contributing to rising economic inequality in the United States, other developed democracies, transition countries, and globally. The first half will focus primarily on the United States and the second half will examine inequality in comparative and global perspective.  We will review the major theories of inequality and examine the consequences of economic inequality for political equality, social mobility, and the differential impact of the"
Housing Policy and Urbanization in the United States,GOV 94TW,FAS,Government,"This course examines housing policy and its role in shaping the sociopolitical urban landscape in the United States. It is intended to provide those with an interest in urban politics and policy with a broad background on housing’s importance for the political lives of individuals, neighborhoods, and metropolitan areas; the evolution of housing policy over time; the role of political organizing and mobilization around housing; and the challenges facing housing policy today, as well as poli"
Tutorial - Sophomore Year,GOV 97,FAS,Government,"The Government Sophomore Tutorial takes an innovative approach to introducing sophomores to research in political science. Students will choose a section in a topic of interest while building on a common curriculum of learning how to research and write a research paper. In addition, writing workshops and sessions on learning research methods will be held throughout the semester."
Policy Analysis Capstone,GOV 98,FAS,Government,"This course offers senior Government concentrators the opportunity to develop a capstone project centered on practical, real-world policy analysis. Class meetings guide students through key stages of policy development, including proposal writing, stakeholder analysis, and research methods.  Peer review and formal presentations will help students hone their analytical and communication skills.  By the end of the course, students will produce actionable policy analysis with re"
Tutorial - Senior Year,GOV 99R,FAS,Government,
Political Economy,GOV 1004,FAS,Government,"This class is an introduction to political economy. We study how individuals and groups pursue their goals in a variety of political contexts, and how their strategic interactions give rise to social dilemmas. We apply our theoretical tools to real-world political competition and policymaking. Topics include the size of the state, political polarization, electoral accountability, and the persistence of inefficient policy."
Advanced Geographical Information Systems Workshop,GOV 1009,FAS,Government,This course is a workshop for students who have taken the introductory Geographic Information Systems course and want to explore detailed applications.
Survey Research Methods,GOV 1010,FAS,Government,"This course introduces students to the theoretical underpinnings and practical challenges of survey research, designed to help students better understand, interpret and critically evaluate surveys and public opinion polls."
GIS Analysis of Hazard Vulnerability,GOV 1013,FAS,Government,"Students will learn fundamental concepts and widely-used methodologies for assessing hazard, social vulnerability, and community resilience using geospatial analysis techniques. The course covers topics such as natural hazards, COVID-19, and multi-hazard analysis. Students will benefit from assignments primarily using ArcGIS Pro. The course goes beyond a simple hazard-by-hazard approach and integrates perspectives from the physical and social sciences to identify and describe risk and vulnerabil"
Justice by Means of Democracy,GOV 1041,FAS,Government,"For much of the 20th century John Rawls’ Theory of Justice has provided a normative framework for much policy-making in the U.S. and elsewhere. In this course, students explore an alternative theory of justice that places greater emphasis on democracy, and look at concrete examples of the application of this alternative policy-making framework to concrete domains like housing, good jobs and the economy, education, and climate. The course helps highlight the tight connection between underly"
The History of Modern Political Philosophy,GOV 1061,FAS,Government,"Political philosophy from Machiavelli to Nietzsche, with attention to the rise and complex history of the idea of modernity."
Biotech Ethics,GOV 1090,FAS,Government,"This course explores the ethical challenges posed by technological advancements in healthcare, medicine, and biotechnology, emphasizing their influence on both individual and societal decision-making. The class is structured into four parts. In the first part, we introduce key ethical theories and principles, then examine how they apply to dilemmas in biotechnology and healthcare. The second and third sections provide an in-depth analysis of case studies, where students investigate real-world et"
"Civil Society, West and East",GOV 1148,FAS,Government,"Focusing in particular on European and Asian settings, the course examines debates over what civil society is, notions of public space and social capital, and the role of civil society in political transitions."
"Democracy, Diversity, and Development in South Asia",GOV 1192,FAS,Government,"This course explores major political and economic developments in South Asia, with a special focus on India and Pakistan. Since the partition and independence of British India in 1947, these two nations have followed divergent trajectories while grappling with shared challenges. India is famously known as the world's largest democracy — even as some worry about contemporary democratic backsliding — while Pakistan has alternated between military and civilian governments since its inception. Relig"
Capitalism and Democracy in Central and Eastern Europe,GOV 1203,FAS,Government,"This course examines critical periods in Central and East European history and politics: the emergence and experiences of newly restored independent states in the aftermath of the First World War, the devastations of the Second World War and subsequent imposition of communist regimes, their evolution and their rapid and largely unanticipated collapse in 1989, subsequent transitions to democracy and a market economy, the accession to the European Union and the recent slowdown in economic reforms,"
Gender and Politics,GOV 1248,FAS,Government,"How do the political experiences of women differ from those of men? The course draws on empirical studies of gender in contemporary political science research to answer this question. The first half focuses on the barriers women continue to face when running for political office, while the second half focuses on the experiences of female politicians after they take office. Throughout, it grapples with the implications for ongoing and future efforts to achieve gender equality in politics."
Comparative Politics in Latin America,GOV 1295,FAS,Government,"Examines dynamics of political and economic changes in modern Latin America, focusing on Argentina, Brazil, Chile, Cuba, Mexico and Venezuela. Topics include the rise of populism and import-substituting industrialization, revolutions and revolutionary movements, the causes and consequences of military rule, the politics of economic reform, democratic transitions, and democratic consolidation. The course analyzes these phenomena from a variety of different theoretical perspectives, including cult"
Race in American Society,GOV 1314,FAS,Government,"This course will teach prospective students on how race structures American politics. The course will briefly chart the history of anti-Black chattel slavery and the colonization, displacement, and removal of indigenous populations in the pre-independence period. Then, we will briefly examine the role race played and continues to play in the development of the United States’ founding political institutions. We will then survey how race and racism historically shaped American political behavior,"
Tech Science to Save the World,GOV 1430,FAS,Government,"In this course, we “save the world"" and teach you to do the same using scientific experimentation and writing. During the weeks of the semester, we explore ways to create and use technology to assess and solve real-world societal, political and governance problems. In a hands-on lab format, we jointly tackle three real-world technology-society clashes and provide timely solutions or interventions. As the weeks unfold, we relax the structure, so by the end of the semester, you design a"
Politics of the Environment and Climate Change,GOV 1722,FAS,Government,"Climate change has evolved over the past four decades into one of the most pressing challenges to the sustainable development of human societies. This course takes a realistic look at the effects of climate change and of climate change policies, at local, national, and international levels. How will climate change affect water resources, food supplies, and conflict?  How will policies affect fossil-fuel dependent economies? How are people, companies, and governments responding? Climate poli"
Evaluating the Impacts of Public Policies: How to Design and Implement Randomized Controlled Trials,GOV 1737,FAS,Government,"In a randomized controlled trial, a policy intervention or program participation is allocated among study subjects by random assignment, then differences in subsequent outcomes (e.g., health, academic performance, income) are compared across the groups. Such trials have become a favored method for empirical research across the social sciences in recent years and the methodology has also altered the way governments approach development, health, welfare, and education policies. The aim of the cour"
Behavioral Insights and Public Policy: Nudging for Good,GOV 1759,FAS,Government,"Behavioral economics focuses on the ways in which our individual actions, rather than resulting from rational self-interested decisions, reflect a variety of biases, habits, emotions, and considerations about others. Many governments have created behavioral insights teams to apply these insights to rethink traditional approaches to policy. We will examine recent research and applications in areas including healthcare, crime, discrimination, retirement savings, consumer credit, environmental cons"
Quantitative Social Science Methods I,GOV 2001,FAS,Government,"This course provides a rigorous foundation necessary for the rest of the sequence. After reviewing the basic probability theory, we offer a systematic introduction to the linear model and its variants -- the workhorse models for social scientists. We cover the classic linear regression model, least squares estimation and projection, fixed and random effects models, principal components analysis, instrumental variables, flexible regression models, and regularization for high dimensional"
"Quantitative Social Science Methods, II",GOV 2003,FAS,Government,"This class introduces students to quantitative methods and how they are applied to political science research. It has two overarching goals. First is the theory of statistical inference - using facts you know to learn about facts you don't know - so that you can understand a wide range of methods, feel comfortable using them in your research, digest new ones invented after class ends, implement them, apply them to your data, interpret the results, and explain them to others."
Formal Models of Domestic Politics,GOV 2006,FAS,Government,"We explore a selection of advanced topics in game theory and applied modeling, and survey applications of formal theory to political science and political economy. Topics include: global games, strategic information transmission, delegation, elections and electoral institutions, legislative policymaking, lobbying, accountability, bureaucracy, and decentralization."
Methods of Political Analysis,GOV 2009,FAS,Government,"Covers the issues and techniques central to designing and researching a good dissertation, whether quantitative or qualitative, including principles of research design, case selection, comparison, measurement, and causal relations, with many practical examples."
Political Theory Field Seminar,GOV 2093,FAS,Government,"Designed to acquaint Ph.D. candidates in Government with central topics in Political Theory. Topics are organized under four main headings: Justice and Equality; Democracy, Representation and the State; Identity, Culture and Politics; and Approaches to the Study of Politics."
Comparative Politics: Field Seminar,GOV 2105,FAS,Government,"Surveys topics in comparative politics (both the developed and the developing world), including the rise of the modern state; institutions of government; interest mediation; democracy and authoritarianism; revolution; political parties; mass and elite political behavior; political economy."
Political Violence,GOV 2107,FAS,Government,"Political violence varies greatly in its intensity, scope, and form, depending on the characteristics of the perpetrator, target, and context of the conflict. This course is an introduction to the literatures on various types of political violence. It focuses on the following questions: What is political violence? Why and when do actors use violence, and what factors impact the type of violence actors use? What are the (intended and unintended) consequences of violence, both short and long-term?"
Topics in Comparative Political Economy,GOV 2139,FAS,Government,"The goal of this class is to delve into new and emerging areas of scholarship in political economy. The readings will range across both developed and developing countries but with more emphasis on developed democracies. Beyond considering several important contemporary topics in the literature on comparative political economy, the course helps students establish a strong foundation in political economy, and it serves as a forum in which students can explore potential research projects. As is the"
Proseminar on Inequality and Social Policy II,GOV 2340B,FAS,Government,Second doctoral seminar in the Inequality and Social Policy three-course sequence. Open to second-year Social Policy PhD students and Inequality & Social Policy PhD fellows.
Democratic Backsliding in the United States and Beyond,GOV 2370,FAS,Government,"Reviews major studies of democratic backsliding and authoritarian threats to responsive government, and considers issues about defining, empirically documenting, and explaining outcomes in such periods. Course segments will analyze and compare major periods of conflict over democratic backsliding – especially the rollback of post-Civil War Reconstruction in the United States from the 1870s to 1890s, and contemporary 2000s challenges to U.S. democracy. Compares U.S. episodes to selected cas"
Bureaucratic Politics,GOV 2500,FAS,Government,"This graduate seminar provides an overview of both classic and cutting-edge research on bureaucratic politics in the US and comparative perspective.  We explore issues around administrative capacity; meritocracy and patronage; political control and delegation; accountability and autonomy; and operation under different political environments (democratic, autocratic, and populist threats)."
International Organization,GOV 2761,FAS,Government,"The number and scope of international organizations continues to expand so that there are few areas of international politics that are not regulated in some way by an international institution, whether informal norms or a formal organization. Why do states establish institutions and what determines their design and evolution?  Do these institutions merely reflect underlying power and interests? These are some of the questions we will be asking in this course. It is an advanced research semi"
International Politics in the Post-Soviet Space,GOV 2887,FAS,Government,"Examines trends in international relations and transnational processes among the fifteen post-Soviet states, with special attention to the role of Russia, intra-regional cooperation and conflict, the involvement of outside players, and domestic determinants."
Reading and Research,GOV 3000A,FAS,Government,Individual work.  Must be arranged with a professor listed under Government 3000.  Requires written work; it involves meetings as arranged between professor and graduate student.
Teaching and Communicating Political Science,GOV 3002B,FAS,Government,"This is an optional  course for Government PhD students at any point in the program. The course meets approximately 6 times during the semester to cover topics relating to teaching and professional development, such as effective advising, teaching statements for the job market, and  syllabus design. The ultimate goal of this course is to help you to continue to grow as a  teacher and scholar."
Direction of The Doctoral Dissertation,GOV 3003B,FAS,Government,Reading and Research.  Individual work in preparation for the doctoral dissertation.
Research Workshop in American Politics,GOV 3004,FAS,Government,"A forum for the presentation and discussion of research in progress by graduate students, faculty, and visiting scholars. Anyone working on contemporary American politics or on US political development welcome. Occasional presentations by invited speakers."
Research Workshop in International Relations,GOV 3005,FAS,Government,Research workshop for graduate students working on dissertation proposals in international relations.
Research Workshop in Comparative Politics,GOV 3006,FAS,Government,"The workshop offers graduate students an opportunity to present their work-in-progress, benefit from critiques of it, and discuss theoretical and methodological issues."
Research Workshop in Political Economy,GOV 3007,FAS,Government,"A forum for the presentation and discussion of research in progress by graduate students, faculty, and visiting scholars. Anyone working on Political Economy is welcome."
Research Workshop in Political Theory,GOV 3008,FAS,Government,A forum for the presentation and discussion of research in progress by graduate students and faculty. Anyone working on topics related to Political Philosophy and its History is welcome.
Research Workshop in Applied Statistics,GOV 3009,FAS,Government,"A forum for graduate students, faculty, and visiting scholars to present and discuss work in progress. Features a tour of Harvard's statistical innovations and applications with weekly stops in different disciplines. Occasional presentations by invited speakers."
Research Workshop in Race and Ethnic Politics,GOV 3010,FAS,Government,"The workshop is a forum for presenting research in progress on topics relating to race and ethnic politics (REP). Graduate students, faculty, and visiting scholars are welcome and the workshop is open with respect to subfield in political science."
Introductory Ancient Greek 2,GREEK 2,FAS,"Classics, The","Greek 2 continues from Greek 1. You will continue to deepen your knowledge of the Ancient Greek language while being immersed in the world and culture of Ancient Greece. The course also includes various enrichment activities, such as visits to museums and libraries."
Introduction to Ancient Greek Literature,GREEK 10,FAS,"Classics, The","Greek 10 is dedicated to close reading and analysis of Ancient Greek literary texts, both prose and poetry, beginning at an intermediate pace. You will hone your Ancient Greek linguistic skills by reading authentic texts (e.g., Plato, Euripides, Homer, and Herodotus) and thereby improve your command of the language. By reading original Ancient Greek texts you will also be introduced to the literature and culture of Ancient Greece, while developing an appreciation for features of style, genre, an"
Pindar,GREEK 131,FAS,"Classics, The","This course focuses on songs of Pindar that were composed to celebrate the victories of athletes who competed in athletic events that took place at the Olympics in Olympia and at other such seasonally recurring festivals. Such songs, known to classicists as ""epinician poems"" or ""victory odes,"" were usually performed in the victorious athlete’s native city. The poet Pindar, whose career coincides with the first half of the fifth century BCE, was a “star” composer of such victory odes, and it was"
Oratory,GREEK 188,FAS,"Classics, The","In the largely oral societies of the ancient Mediterranean world, speech held an important place in public discourse. The delivery of orations and informal discourses could serve various purposes: to establish communication between individuals or groups, to influence decision-making in assemblies and courts, to support and spread political propaganda, to forge and represent collective identities, and to promote personal agendas. Particularly in later periods, rhetorical displays could turn into"
Elementary Georgian,GRGN AR,FAS,Slavic Languages & Literatures,"Individualized study of the Georgian language at the Elementary level. Conducted as a tutorial. A two semester introductory course in modern Georgian language and culture, designed for students without previous knowledge who would like to speak Georgian or use the language for reading and research. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed. Students are exposed to Georgian culture through work with film, journalism, and literature as t"
