"code","title","description","credits","instructor"
"STEV 30","Thesis Writing and Editing","Identifies and examines the assumptions, expectations, and formats of writing in students' fields, with the goal of beginningâor continuingâacademic research. Prerequisite(s): satisfaction of the Composition requirement.  Enrollment restricted to junior and senior college members and by permission of instructor.","2","Caren Camblin"
"STEV 33","Self and Society Examined Through Ethical Dilemmas","Examines ethical dilemmas in contemporary topics, such as the status of moral principles during warfare; animal rights and the ethics of eating meat; privacy in the age of the Internet; imprisonment and rehabilitation; legal and illegal immigration; same-sex marriage; and health care.","2","Caren Camblin"
"STEV 35","Everyday Ethics for College Life","Exploration of and reflection on everyday values and virtues such as integrity, open-mindedness, honesty, and community. Objectives include learning how to think about moral dilemmas and how to begin drafting one's own code of ethics.","2","Caren Camblin"
"STEV 38","Critical Thinking for the Misinformation Age","Focuses on the acquisition of critical thinking skills and their application to issues that affect todayâs students. Topics include rationality, fallacies, cognitive biases, bullshit, propaganda, the internet, and artificial intelligence.","2","Caren Camblin"
"STEV 41","Spirituality in a Modern World","Investigates scientific and pragmatic perspectives on spirituality from William James to Fritjof Capra. Explores spirituality in Western and Eastern traditions from Martin Buber to Pema Chodron. Students analyze, support, and articulate their spiritual positions in a culminating paper.","2","Caren Camblin"
"STEV 43","Comparative Nationalisms in Historical  Perspective","From the white nationalist demonstrations in the USA to Brexit and the resurgence of populist movements in India and Europe, nationalism is resurgent worldwide. In this course, students conduct research into a current nationalist movement of their choice.","5","Kiva Silver"
"STEV 44","Shakespeare Research Seminar","Introduces students to different forms of literary research through the works of William Shakespeare. Together, students read five plays, along with articles that represent a range of methodological approaches to literary scholarship and research. In addition to a final paper, four research exercises are assigned throughout the quarter, of which students must complete two of their choosing. Each exercise requires a different methodology: a review of scholarship, historical research, history of theatrical production, and literary allusion.","5","Geoffrey Childers"
"STEV 45","Creation and its Discontents: From Human to Posthuman","Considers the trajectory of creation, from the birth of humankind to the advent of the posthuman. Beginning with depictions of God's creation of humans in the Garden of Eden, course also examines Frankenstein's creation of the ""human"" at the advent of modern science, and technology's creation of the posthuman in the modern age. Broad and varied selection of readings consider the following questions: What does it mean to be human? How do we define the human and draw the boundary between it and the nonhuman? How does the nonhuman help us to understand ourselves? What is the relationship between creator and created? What obligations does the creator have to that which they create?","5","Geoffrey Childers"
"STEV 50A","Stevenson Alumni Careers in Law","Connecting Stevenson students with alumni who provide practical advice for careers in law. Topics covered include the variety of career possibilities in law, preparing for law school, internships, networking, applying for jobs, and interviewing. This class does not accept new students after Week 2.","2","Geoffrey Childers"
"STEV 50B","Stevenson Alumni Careers in Science and Technology","Connecting Stevenson students with alumni who provide practical advice for careers in science and technology. Topics covered include internships, graduate school, networking, applying for jobs, interviewing, and adapting to a rapidly changing job market. This class does not accept new students after week 2.","2","Geoffrey Childers"
"STEV 80F","Academic Success in the College Core Course","Provides support for reading, understanding, and engaging with difficult Core texts; models and facilitates college-level discussion; provides instruction in collaborative processes; encourages community-building with the college; and helps acclimate students to university culture. Enrollment is restricted to first-year Stevenson students who have been placed in the Multilingual Curriculum.","3","Caren Camblin"
"STEV 80G","Self and Society Through Film","Uses feature films and documentaries to address and discuss perspectives of self and society.  Films include Star Wars, The Hunger Games, and The Matrix.","5","Kevin MacClaren"
"STEV 80T","Self and Society for Transfer Students","Condensed version of Stevenson's core course for transfer students. Develops analytical writing, critical reading, and effective speaking by considering influential philosophical works while exploring cultural conflicts in modern society. Themes include imperialism, racism, and class conflict.","5",""
"STEV 96","Theory and Practice of Peer-Guided Learning for Tutors and Learning Assistants","Provides first-time tutors and supplemental-instruction learning assistants with the theoretical background and practical interactive teaching and learning strategies essential for planning, implementing, and evaluating effective peer-guided learning.","2",""
"STEV 99","Tutorial","Tutorial","5",""
"STEV 120","Self and Society: Teaching Practicum","In pairs, students facilitate one seminar section of STEV 2, attend lectures, and meet with faculty for mentoring and guidance through the teaching process. Students are responsible for designing and executing lesson plans, creating assignments, and for evaluating student work. Prerequisite(s): STEV 80 or STEV 1, and STEV 81 or STEV 2. Admission to the program by application and subsequent interview. Applications are available each fall in early October from the college office and interviews are conducted in early November. Qualifications include, but are not limited to, excellent performance in the core courses, good academic standing, leadership experience, genuine passion for teaching, and caring for fellow students. Strong candidates will be skilled in time management, organization, communication, and judgment.","5",""
"STEV 136","Imagination","Examines contemporary perspectives on the theme of imagination. Course readings include philosophical treatments of imagination, Indigenous imaginative cultural formations, and Black radical imaginations for socio-spatial liberation. Addresses the following questions: To what extent is imagination tied to our particular position, culture, and time period? What are some ways to expand our imaginations and when are these approaches limited? And how can imagination help us advance radical social change? Explores imagination as an inherently cross-cultural topic and teaches students to present, analyze, and critically discuss philosophical and sociological arguments about imagination. Students cannot receive credit for this course and PHIL 136C, PRTR 175A / PHIL 136B, or COWL 175A/PHIL 136A.","5",""
"STEV 192","Directed Student Teaching","Teaching of a lower-division seminar under faculty supervision (see course 42). Prerequisite(s): upper-division standing and a proposal supported by a faculty member willing to supervise.","5",""
"STEV 193","Field Study","Provides for individual programs of study, sponsored by the college and performed off-campus. This course may be counted for up to three courses of credit in any quarter. Prerequisite(s): approval of student's adviser and the academic preceptor, and, in the case of full-time study, the board of studies supervising the major.","5",""
"STEV 194","Group Tutorial","A program of independent study arranged between a group of students and a faculty instructor. Enrollment restricted to members of Stevenson College. Enrollment limited to 12.","5",""
"STEV 194F","Group Tutorial","A program of independent study arranged between a group of students and a faculty instructor. Course designed for members of Stevenson College. Students submit petition to sponsoring agency. Enrollment limited to 10.","2",""
"STEV 198","Independent Field Study","Provides for college-sponsored individual study programs off campus, for which faculty supervision is not in person (e.g., supervision is by correspondence). Up to three such courses may be taken for credit in any one quarter. Prerequisite(s): approval of the student's adviser, certification of adequate preparation, approval by the academic preceptor.","5",""
"STEV 198F","Independent Field Study","Provides for college-sponsored individual study programs off campus, for which faculty supervision is not in person (e.g., supervision is by correspondence). Up to three such courses may be take for credit in any one quarter. Students submit petition to sponsoring agency. Requires approval of the student's adviser and academic preceptor","2",""
"STEV 199","Tutorial","Individual projects carried out under the supervision of a Stevenson faculty member. Students submit petition to sponsoring agency.","5",""
"STEV 199F","Tutorial","Individual projects carried out under the supervision of a Stevenson faculty member. Students submit petition to sponsoring agency.","2",""
"COWL 86","Leading Social Change","Offers students the knowledge and skills required to lead diverse teams. Topics include the social-change model of leadership and principles of collaboration. Geared toward Cowell and Stevenson Residential Assistants, but students interested in the topics may take the course with permission from the instructor.","2","Donald Williams"
"THEA 56R","Rainbow Theater: An Introduction to Multicultural Theater","Introduction to Asian American, Chicano/Latino, and African American plays through reading of major authors, discussion of social and historical context of their work, and development of a production of a one-act play from each cultural group. In-depth examination of key historical context of these three cultural groups. Video presentations followed by class discussion. Enrollment by audition. (Formerly offered solely as STEV 80H. Now offered as both THEA 56R and STEV 80H, with THEA 56R the primary offering and STEV 80H the crosslisted offering.)","5","Donald Williams"
"THEA 7","The Arts Dean's Lecture Series on the Art of Change with Lyle Troxell of Netflix","Course features a distinguished roster of guest speakers of arts practitioners and educators who provide illuminating insights and personal stories on the artistic character that can shape a creative life dedicated to social change. Speakers cover a lively range of topics, ranging from the importance of habits of heart and mind that can transform ""some thing"" into something ""original"" to the ways the arts create productive change. Taught by Lyle Troxell, host of the WeAreNetflix Podcast. (Formerly Arts Dean's Lecture Series on Creative Entrepreneurship.)","2","The Staff"
"THEA 8","Introduction to Iranian Theatre","Introduces Iranian theater covering Ta'zieh religious performance, Ruhuzi improvised drama, Naghali storytelling, and modern efforts in national and diasporic theaters fusing indigenous and western styles. No prior knowledge of Iran is required and readings are in English.","2","The Staff"
"THEA 10","Introduction to Theater Design and Technology","Addresses imagination and creativity. Using the framework of theater production, students explore the process of translating a script into a performance. Topics include visual literacy, creative problem solving, establishing effective working teams, tear sheets, storyboarding, drawing, sound and color theory. This course is a prerequisite for all upper-division design courses.","5","The Staff"
"THEA 12","Stage Management","Designed to acquaint students with the complexities of staging productions from the audition process to final performance. Directing, lighting, scenic production, sound, cueing, and personnel management are aspects that will be touched upon in class.","5","The Staff"
"THEA 14","Drawing","A fundamental course in drawing from still life, the figure, and in the landscape. The approach is from the tonal and volumetric aspects of the object. Color is introduced as the course progresses. Instruction fashioned to the individual needs of the student. The inexperienced are welcomed as well as the experienced.","5","The Staff"
"THEA 15","Special Topics in Textiles","Introduces varied techniques in textile manipulation to create scenic and costume-design properties including drapery, upholstery, masks, bags, and millinery. Students learn basic sewing and surface-design methods, such as knitting, screen-printing, painting/dyeing, and distressing.","5","The Staff"
"THEA 17","Costume Construction","Explores different aspects of costume construction, including draping, basic sewing, flat patterning techniques, proper protocols for measurements and fittings, dyeing, and costume crafting. The class activities are a mixture of lectures, demonstrations, and project-based learning. Students work in a lab setting and learn proper costume shop etiquette regarding shared spaces, organization, and cleanliness.","5","The Staff"
"THEA 18","Drafting for Theatrical Production","An examination of the fundamentals of drafting scale drawings for production, including floor plans, elevations, sections, working drawings, dimensions, layout, and lettering. Students learn isometric drawing, perspective, and rendering techniques.","5","The Staff"
"THEA 18C","Drafting-Computer Aided","In-depth exploration of designing for theater using computer-aided drafting in the Vectorworks Design Suite and Renderworks. Topics include: the user interface, ground plan, section and detail views, paper space vs. working space, tool palettes, USITT drafting standards, layers, line weights, objects, classes, library annotations, importing rasters, and 3D modeling. Students required to do weekly projects such as ground plans, lighting plots, perspectives, and detail drawings, as well as turn in a major final project, and complete a mid-term, final, and quizzes.","5","The Staff"
"THEA 19","Design Studio: Lighting Studio A","An introduction to the theory and practice of lighting design with attention to the practical skills and creative approaches to lighting performance pieces; the technical side of lighting design via demonstrations, lectures, and labs. Students complete projects evolving and executing concepts for lighting chosen pieces.","5","The Staff"
"THEA 20","Introductory Studies in Acting","Introduction to basic acting skills and the problems of performance. Concentrates on expanding a range of expression and ability to respond to and analyze dramatic text. Designed for students with little or no experience in acting.","5","The Staff"
"THEA 21","Acting Studio I: Psychological Realism","Explores the fundamentals from the work of Konstantin Stanislavski as developed at the Moscow Art Theater to the works of his and our contemporary playwrights. Specifically, students apply those techniques of action, physical score, given circumstances, subtext, interior monologue, goals, and objectives, throughline, superobjective, and emotional recall to works of Henrik Ibsen, Anton Chekov, and relevant American realists, such as Sam Shepard, August Wilson, etc. Designed for students focused on acting as an academic or professional discipline. Admission by audition at first class meeting (see the department office or theater.ucsc.edu for more information). (Formerly course 21A, Acting Studio 1A: Psychological Realism.)","5","The Staff"
"THEA 22","Indonesian Dance and Drama","Students learn the basic movement repertoire of the specific characters of the Indonesian dance-drama/puppetry tradition over the quarter with explication of how these types operate in their own cultural context. Course culminates in an open showing of scene work.","5","The Staff"
"THEA 23","Voice for the Actor","Introduces using the spoken voice effectively and powerfully on stage and off. Physical release, alignment, breath, resonance, and articulation are explored. Students gain an understanding of how the voice relates to the self, the body, and breath and become more aware of tensions and habits that may impede vocal and speech use.","5","The Staff"
"THEA 24","Movement for Performers","Students develop awareness and extension of personal movement repertoire through observation, movement experience, and exploration.","5","The Staff"
"THEA 25","Understanding Shakespeare","Emphasizes key theoretical and practical modes of dramaturgy in order to research, analyze, and interpret the dramatic works and performances of Shakespeare within historical and contemporary contexts.","5","The Staff"
"THEA 30","Introduction to Dance Theory and Technique","Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice.","5","The Staff"
"THEA 31A","Dance Studio I: Asian or Asian Diasporic Practice","Introduces Asian or Asian diasporic dance practice through physical training and theoretical engagement. Focuses on basic techniques of performance practice and critical engagement with aesthetic, cultural, and/or historical context.","5","The Staff"
"THEA 31B","Dance Studio I: Ballet","Introduces classical ballet as a form of ethnic dance. Focus on combining basic training in ballet technique with academic studies to achieve a synthesis in the understanding of dance as a performing arts practice in diverse socio-cultural and historical contexts. Emphasis on simple phrasing and articulation into more complex material requiring richer dynamic range. Attention to the anatomical principles that governs ballet mechanics.","5","The Staff"
"THEA 31C","Dance Studio I: Contemporary Dance Theory and Technique","Intensive instruction in contemporary dance technique. Combining movement theory and practice, students will develop basic knowledge of anatomical function (somatics) and a foundational embodiment of contemporary dance technique.","5","The Staff"
"THEA 31E","The Dance Experience","Introduction to contemporary dance theory and practice. Focus on basic dance technique, range of styles, and aesthetic points of view of historically significant contemporary dance choreographers in America and worldwide.","2","The Staff"
"THEA 31L","Dance Studio I: Introduction to Latin American Social Dances","Introduces movement fundamentals and histories of two Afro-Latin social dances: samba from Brazil, and salsa from Cuba. Students learn about their common Afro-Indigenous roots and stylistic evolutions, as well as key threads that connect a wide range of people and practices across the Latin Diasporaâculturally, musically, physically, and spiritually. Course examines the complex origins and how they arose out of histories of persecution, enslavement, migration, and a deep desire to hold onto tradition and celebrate life in the face of great injustice. Includes attendance at off-campus community dance events, plus weekly movement practice and lectures in class, reading and writing assignments, and keeping a journal that reflects on their ongoing experience.","5","The Staff"
"THEA 33C","Dance Studio I","Intensive instruction in developing the dancer's physical instrument. Intended for students who have a previous fundamental knowledge of the basics of classic dance, combined with movement theory.","5","The Staff"
"THEA 36","Introduction to Dance Making","Introduces dance improvisation and choreographic practice. Observation and recognition of personal movement patterns and discovering new sources for creative material. (Formerly offered as Introduction to Dance Composition.)","5","The Staff"
"THEA 37","African Dance","A griot (musician-entertainer from western Africa) from Burkina Faso teaches The African Journey, which emphasizes dance as combined in Africa, including singing, history, oral tradition, and storytelling.","5","The Staff"
"THEA 38","Dance on Film","Introduces dance on film, examining such topics as narrative storytelling in dance films (documentary and fiction); cinematic strategies for representing the kinesthetic; and dance film as a unique and distinct art form.","2","The Staff"
"THEA 40","Introduction to Directing","An overview of the analytical and creative processes that inform the director's work. Close examination of texts, concepts, and selected directors and directorial choices.","5","The Staff"
"THEA 41","Fundamentals of Directing","An experience designed to develop an active and creative vision leading to a concept that takes an audience on a memorable journey with lives that are created on the stage. Students direct a monologue, a dual scene, and a final project which represents the collaborative nature of the art of directing. Topics include blocking techniques, history of directing, how to work with designers, rehearsal techniques, and strategies for actor coaching.","5","The Staff"
"THEA 50","Fundamentals of Theater Production","Work is on various aspects of theatrical production, including scenery, lighting, costumes, sound, stage management, and video documentation. Satisfies the department's technical experience requirement.","2","The Staff"
"THEA 52","Basic Stagecraft","Provides introduction to technical theater and basic stagecraft. Course examines two-dimensional and three-dimensional scenery, scenic engineering, the physical theater, stage and scene shop equipment, project organization and process, technical theater graphics, materials, and theatrical construction techniques.","5","The Staff"
"THEA 55A","Workshop in Performance: Barnstorm","Process-oriented investigation of practical theater production by working in and on productions in the Barnstorm season. Requires a total of 150 hours working backstage or onstage. Admission by audition at first class meeting; see department office for more information.","5","The Staff"
"THEA 55B","Workshop in Performance: Barnstorm Lab","Process-oriented investigation of practical theater production by working in and on productions in the Barnstorm season. Requires a total of 50 hours working backstage or onstage. Admission by audition at first class meeting; see department office for more information.","2","The Staff"
"THEA 56D","Rainbow Theater Cultural Studies","Introduction to multicultural theater and multicultural plays that aims to bring cultural awareness to all students interested in theater discipline. Students are required to read and critically analyze contemporary plays of color with emphasis on race and culture in contemporary American society. (Formerly OAKS 80H.)","5","Donald Williams"
"THEA 56R","Rainbow Theater: An Introduction to Multicultural Theater","Introduction to Asian American, Chicano/Latino, and African American plays through reading of major authors, discussion of social and historical context of their work, and development of a production of a one-act play from each cultural group. In-depth examination of key historical context of these three cultural groups. Video presentations followed by class discussion. Enrollment by audition. (Formerly offered solely as STEV 80H. Now offered as both THEA 56R and STEV 80H, with THEA 56R the primary offering and STEV 80H the crosslisted offering.)","5","Donald Williams"
"THEA 61A","Ancient and Medieval Drama","Ancient enmities; horrific acts of parricide; monumental errors; suffering and contrition. This course examines the enormous appeal of the ancient Greek tragic and comic visions from their inception through their enthusiastic adaptation by the Romans and on into the Middle Ages. For comparison purposes, Greek and Roman dramas are studied back-to-back with the contemporary non-Western dramatic forms of Noh and ancient Sanskrit drama.","5","The Staff"
"THEA 61B","Drama from the Renaissance to the Modern Age","Examines major trends in European drama from the rediscovery of ancient Greek and Roman drama in the early 17th century to the late 19th century. These trends include neo-classical drama, the rise of middle-class drama, social realism, romanticism, early naturalism, and the well-made play. These trends are compared with the parallel developments of the non-Western forms of Japanese Kabuki and Javanese Wayang.","5","The Staff"
"THEA 61C","The Birth of the Modern: Drama and Performance After the Renaissance","Examines dramatic and theatrical works that sprang into being in the wake of the European Renaissance. Follows the ways modern artists have dramatized their questions, struggles, beliefs, and despair in the face of world wars, cultural fragmentation, unprecedented prosperity, and new technologies.","5","The Staff"
"THEA 64","Shakespeare and Adaptation in Text and Performance","Juxtaposes Shakespeare's plays with sources Shakespeare may have adapted and adaptations that his works, in turn, have spawned. Explores Renaissance stage and printing practices and the processes of adapting for page and stage.","5","The Staff"
"THEA 80A","Introduction to African American Theater","Surveys African American theater from late-19th-century to contemporary 21st-century playwrights and examines dramatic narratives to trace creation, evolution, and development of African American cultural identity formation in American theater.","5","The Staff"
"THEA 80B","Rock 'n' Roll Design","Examination of the genesis, history, and development of technical theater practices used in large arena rock shows. Topics will include the development of rigging practices used in arenas, touring logistics, lighting instrumentation and aesthetics of rock shows, and the nature, practice, and approach of sound in these venues.","5","The Staff"
"THEA 80C","Monsters","Examines the operation of monsters in plays from Ancient Greece to today, inquiring as to why these powerful cultural tools for the expression of  social tension show no sign of diminishing despite our ostensible advance into scientific rationalism.","5","The Staff"
"THEA 80D","Commercial Design 1900 to Present","History of 20th-century commercial design for the theater through the eyes of the Western consumer.","5","The Staff"
"THEA 80H","Hamlet Conundrums","Offered online, the course explores major issues of interpretation of Shakespeare's classic play, which has occupied the minds of audiences, directors, designers, performers, and critics during its 400-year history. In doing this, it offers a sense of history of people's preoccupations with and thoughts about the play. Students taking this class are expected to complete the course during the quarter for which they are enrolled. All students enrolled in this course should visit elsinore.ucsc.edu and write to elsinore@ucsc.edu.","5","The Staff"
"THEA 80K","Shakespeare 4every1","Introduces all students, regardless of experience, to the plays and theater of Shakespeare, and directly addresses linked relevance to contemporary 21st century American culture.","5","The Staff"
"THEA 80L","Muppet Magic: Jim Henson's Art","The artistic and social impact of the Muppets on American puppetry, children's television, and Hollywood film is explored through viewings, guest lectures, and analysis. Henson's legacy in artistic innovation, mainstreaming of puppet theater for adult audiences, and establishment of puppetry in media and marketing are also explored.","5","The Staff"
"THEA 80M","Chicano/a Teatro","Introduction to Teatro Chicano/a with examination of how cultural diversity plays a role in theater. Through lectures, films, and workshop exercises, reflect upon the process of Teatro Chicano. Students write their own acts, improvise, and perform in class.","5","The Staff"
"THEA 80N","Walt Disney","An examination of Walt Disney's creation of the American vision of family entertainment. Particular attention will be paid to the classic animated feature films of Walt Disney and to the way this Disney invention has been preserved and developed since his death.  We will also look at the live action films, theme parks, and other Disney creations.","5","The Staff"
"THEA 80P","Pixar - Story Matters","Emphasizes script development by exploring dramatic writings from ancient to contemporary theater, then focusing on Pixar screenplays with their universal themes and compelling characters. Film analysis of Pixar movies delves into animation history, fairytale, psychology, and popular culture.","5","The Staff"
"THEA 80Q","Introduction to Queer Theater","Examines the history of the queer perspective in dramatic literature, from the Greeks to Marlowe and Shakespeare through the calcification of homosexuality in the era of Freud, then traces theater stewardship by gay and lesbian artists from within the closet and without.","5","The Staff"
"THEA 80R","Bollywood Dance and Culture in India and Indian Diaspora","Bollywood is the largest film industry in the world. Students learn several fundamental footsteps, eye, hand and body movements, to perform Bollywood dance. They also learn various traditions of Indian classical, folk, and Bollywood dance terms.","5","The Staff"
"THEA 80S","Theater Arts Education and the Community","This course is designed to develop ways in which we can direct our interest in the arts into concrete and successful community projects.  Although the emphasis will be on developing skills to work within K-12 classrooms, other community projects will be discussed and designed.","5","The Staff"
"THEA 80T","Flashmob! Mass Performance in the Information Age","Flashmobs represent a new social configuration using information technology. Course covers the history of experiments in art and technology and the role of mass performance in society. Students consider the socio-cultural ramifications of flashmobs and participate in them.","5","The Staff"
"THEA 80U","Everybody Dance Now!","Examines dance as a primary mode of human communication and expression. Through readings and the viewing of recorded and live performances, students compare and contrast dance traditions of the world.","5","The Staff"
"THEA 80V","The Circus in American Culture","Circus arts from their shamanic roots to contemporary practice will be analyzed in a historical, aesthetic, and creative dimension.  Lecture, discussion, and demonstrations will explore the theory and practice of American circus arts. In section, students will explore basic circus skills from clowning to tumbling to exhibition of freaks.","5","The Staff"
"THEA 80X","The Performance of Story in Theater and Film","An examination of the theory and practice of theater and film, comparing and contrasting works that have been adapted from one genre to another. Lecture, film and video viewing and discussion of materialist, psychoanalytic, and feminist approaches will be shared.","5","The Staff"
"THEA 80Y","American Musical Theater","The history of American musical theater, from its roots to today, is studied through scripts, scores, and film. Major composers and lyricists' work is shown, discussed, and analyzed.","5","The Staff"
"THEA 80Z","Indian Dance","Study of Indian classical dance through embodied training and theoretical engagement. Training in the foundational elements of abstract rhythmic dance, including drum syllables and associated steps, and introduction to abhinaya (storytelling).","5","The Staff"
"THEA 99","Tutorial","Students must file their petitions for this course with the department office by the end of the fifth day of instruction in the quarter in which they would like to take the tutorial. Prerequisite(s): petition required, approved by instructor and department.","5","The Staff"
"THEA 100A","Asian Theater/Dance and Global Impacts","Overview of selected theater/dance performance genres of India, Indonesia, China, Korea, and Japan with attention to how cultural, political, and social flows have impacted contemporary performance in Asia and beyond. Lectures supplemented by workshops.","5","The Staff"
"THEA 100B","Black Theater USA","Spanning slavery, emancipation, reconstruction, the great depression, civil rights, and the black power/black arts movements, course explores African American drama from literary, historical, and biographical perspectives in lecture/discussions, film excerpts, dramatizations, and visits from award-winning guests.","5","The Staff"
"THEA 100C","Courts, Courtesans, Shamans, and Clowns: Asian Drama","Asian court and popular performance are traced. Sanskrit drama is contrasted with Indian epic recitation, medium, and courtesan dance. Gender specialization is noted in Indonesian courts using Indian and local legends in dance, mask/puppetry, and clowning. Buddhist and Confucian impulses in Chinese theater and early Korean and Japanese mask and puppetry are introduced. Students are evaluated on participation, tests, writing, and a performance project.","5","The Staff"
"THEA 100W","Black/African Diasporic World Theater","Examines major black African diasporic playwrights and theater. Focuses on the historical, cultural, and literary contexts that gave rise to the works of dramatists such as Ama Ata Aidoo, Derek Walcott, Wole Soyinke, Aime Cesaire, Debbie Green Tucker, and Paul Boakye.","5","The Staff"
"THEA 103","Design Concept Development","Students develop an advanced design project related to theatrical production, apparel or housewares, marketing collateral, packaging or product development, or any related fields. Students address research and development, materials sourcing, budgeting, fabrication, and portfolio-quality presentation materials. Prerequisite(s): THEA 10; or two courses from ART 10D, ART 10E, and ART 10F. Enrollment is by permission of the instructor. THEA 106 is recommended as preparation.","5","The Staff"
"THEA 104","Multimedia Authoring","Introduces students to basic tools for the creation of multimedia digital projects. Special attention is given to the integration of video, sound, graphics, text and virtual reality and to the creation and execution of strategies for interaction between users and the projects themselves. With this in mind, students design and create computer puzzles and games.","5","The Staff"
"THEA 106","Digital Illustration","Introduces digital rendering techniques using the Adobe Creative Suite. Using Adobe Creative Suite, students solve design problems. Enrollment by permission of the  instructor.","5","The Staff"
"THEA 108","Theater and Interaction Design","Investigates interactive media including computer games, virtual reality, and participatory theater to inform design practice. Examines Aristotle's Poetics with some modernist excursions. Also examines the various values embedded in works--artistic, civic, spiritual, and political.","5","The Staff"
"THEA 113","The History of Design for Theater","The development of scenic design from the Greek period to the present. Concentration is on the changing styles of set design in relation to the changing attitudes toward dramatic literature, art, and theater architecture.","5","The Staff"
"THEA 114","Sound Design and Engineering for the Theater","Mixing theory with practice, this course covers everything from script analysis and sound-design paperwork to how to use the software and hardware needed to bring a sound design to reality.","5","The Staff"
"THEA 115A","Design Studio: Scenic Design","Advanced work in principles and theory of scenic design.","5","The Staff"
"THEA 115B","Design Studio: Scenic Design B","Advanced theory and practice of theatrical set design.","5","The Staff"
"THEA 116A","History of Clothing and Costume","Survey of clothing and theatrical costumes; emphasis on dress of the audience and actor in historical periods of theatrical activity.","5","The Staff"
"THEA 117","Design Studio: Costume","Students learn advanced principles and theory of costume design, and apply these toward a large project for theatrical/film production or for character design for animation and gaming.","5","The Staff"
"THEA 117A","Advanced Costume Construction","Advanced principles in costume construction, including tailoring, advanced pattern drafting, and draping techniques. Focuses on translating modern techniques into historical garment construction. Teaches how to study artifacts and do primary research to unlock the past.","5","The Staff"
"THEA 118","Design Studio: Scene Painting","Emphasis on techniques used in painting scenery for the theater.","5","The Staff"
"THEA 119","Design Studio: Lighting Studio B","The theory and practice of lighting design with emphasis on practical application. Light plots, electricity, optics, design, and manipulation of lighting for the theater and related performance events are investigated. The student explores mechanics and aesthetics with hands-on experience.","5","The Staff"
"THEA 120","Voice and Movement for Performers","Intensive work on the voice and body involving breathing, relaxation, and an understanding of anatomy as it pertains to voice and movement. Awareness and extension of personal vocal and movement repertoire through observation, experience, and exploration. Active preparation for performance (emphasizing Shakespeare) with work on phonetics and scansion and integration of physical technique.","5","The Staff"
"THEA 121","Acting Studio II: Shakespeare","This acting studio centers around Shakespeare and specific techniques used in performing his plays. Continues concentrated work on basic acting skills and textual analysis through scene study. Courses 21 and 23 are recommended as preparation. Admission is by audition at the first class meeting (see the department office or theater.ucsc.edu for more information).  (Formerly Acting Studio II.)","5","The Staff"
"THEA 122","Indian Performance: Rama, Siva, Krishna","Study of the classical theater and dance of India, with attention to performance practice, aesthetic theory, relationship to religious practice devoted to Rama, Siva, and Krishna, political implications and intercultural experimentation.","5","The Staff"
"THEA 123","Acting and Shakespeare","Challenges of performing Shakespearean and Renaissance plays are explored through confronting the acting problems they pose. Attention to verse scansion, character analysis, and textual meaning. Strategies for enacting scenes and monologues are tested in class presentations.","5","The Staff"
"THEA 124","Movement for Performers","Awareness and extension of personal movement repertoire, through observation, movement experience, and exploration.","5","The Staff"
"THEA 126","Acting Studio III","Individual work on acting skills and problems, with emphasis on individual interpretation and scene work with other students. THEA 21 and THEA 124 are recommended as preparation. Admission is by audition at the first class meeting (see the department office or theater.ucsc.edu for more information).","5","The Staff"
"THEA 126M","The Meisner Technique: A Practical Exploration","An intensive immersion into the teaching techniques and actor-training originated by Sanford Meisner. Presents exercises and projects utilizing improvisation, physical activities, and, finally, memorized text. THEA 21 and THEA 124 are recommended as preparation. Admission is by audition at the first class meeting (see the department office or theater.ucsc.edu for more information).","5","The Staff"
"THEA 128","Choreographic Workshop","Intensive upper-division choreographic workshop that begins from the key motifs of historical dance to develop original work. Dancers made available to the student choreographers. Concurrent enrollment in THEA 139 is required.","2","The Staff"
"THEA 131A","Dance Studio II: Asian or Asian Diasporic Practice","Continues the study of an Asian or Asian diasporic dance theory and practice. Focuses on intermediate dance technique, refinement of performance expression, and creative ownership of material, alongside critical engagement with aesthetic, cultural, and/or historical context.","5","The Staff"
"THEA 131B","Dance Studio II: Ballet","Continued study of classical ballet theory and practice with progressions in barre, center, and across the floor exercises. Focus on contemporary ballet and critical dance studies. Emphasis on musicality, strength and coordination, and refinement in epaulement in adagio and allegro sequences. Attention to body alignment and maintaining the kinetic integrity of the body while moving through space.","5","The Staff"
"THEA 131C","Dance Studio II: Advanced Contemporary Forms and Practices","Continued study of contemporary dance theory and practice. Focus on intermediate dance technique, individual and group movement invention, choreographic voice, and theatrical applications.","5","The Staff"
"THEA 131X","Advanced Contemporary Forms and Practices Within a Global Dance Context","Global Seminar exploring movement and choreographic practices, situating students' personal experiences within their counterparts from around the world. Students travel to Paris and Lyon to participate in an international dance festival. Students co-create an original work prior to the departure date to be presented at the festival. Students lead a peer-to-peer class via movement practices, choreography, or improvisation. This course immerses dancers into advanced levels of contemporary dance practice, continuing the exploration that began in THEA 31C and 131C into more nuance, greater perceptual skills, and deeper access to dynamic range of motion.","6","The Staff"
"THEA 135","Choreography I","Students explore sources for movement; gain expressivity in a wide range of movement elements; work in ensemble and solos; and explore the use of scores to develop collaborative skills.","5","The Staff"
