"code","title","subject"
"EUH3531","Medieval Ireland","EUH - European History"
"EUH3538","Modern Ireland","EUH - European History"
"EUH3651","War and Society","EUH - European History"
"EUH4131","European Warfare 1300-1650","EUH - European History"
"EUH4283","Cold War Homefronts","EUH - European History"
"EUH4284","Fascism and Nazism in the Interwar Europe","EUH - European History"
"EUH4315","History of Modern Spain 1500-present","EUH - European History"
"EUH4400","The History of Ancient Greece","EUH - European History"
"EUH4402","The Age of Alexander the Great","EUH - European History"
"EUH4413","History of the Roman Empire","EUH - European History"
"EUH4426","Sex and Gender in Antiquity","EUH - European History"
"EUH4465","Hitler's Third Reich","EUH - European History"
"EUH4468","Medieval & Reformation Germany","EUH - European History"
"EUH4500","English History to 1485","EUH - European History"
"EUH4501","English History: 1485-1815","EUH - European History"
"EUH4502","British History: 1815-Present","EUH - European History"
"EUH4504","English Legal History I","EUH - European History"
"EUH4571","History of Russia to 1801","EUH - European History"
"EUH4574","History of Russia: 1801-1917","EUH - European History"
"EUH4576","History of Russia in the 20th Century","EUH - European History"
"EUH4610","Women in European Society: From Medieval to Modern","EUH - European History"
"EUH4610H","Honors Women in European Society","EUH - European History"
"EUH4620","European Great Powers: 1815-1914","EUH - European History"
"EUH4663","History of Communism in Europe","EUH - European History"
"EUH4668H","Honors The Allure of Tyranny","EUH - European History"
"EUH4674","Sport and Society in the Ancient World","EUH - European History"
"EUH4674H","Honors Sports & Society in the Ancient World","EUH - European History"
"EUH4686H","Honors Amusing and Biting: Dramatic Comedy Through the Ages","EUH - European History"
"EVR1001","Introduction to Environmental Science","EVR - Environmental Sciences"
"EVR1001H","Honors Introduction to Environmental Science","EVR - Environmental Sciences"
"EVR3008","Foundations of Environmental Studies","EVR - Environmental Sciences"
"EVR3021","The Science of Sustainability","EVR - Environmental Sciences"
"EVR3085","Interdisciplinary Research Methods for Environmental Studies","EVR - Environmental Sciences"
"EVR3422","Sustainability and Behavior","EVR - Environmental Sciences"
"EVR3733","Introduction to Sustainable Design","EVR - Environmental Sciences"
"EVR4841","Environmental Project Management","EVR - Environmental Sciences"
"EVR4940","Capstone Environmental Studies","EVR - Environmental Sciences"
"EXP3204","Sensation and Perception","EXP - Experimental Psychology"
"EXP3250","Principles of Human Factors Psychology","EXP - Experimental Psychology"
"EXP3304","Motivation and Emotion","EXP - Experimental Psychology"
"EXP3404","Basic Learning Processes","EXP - Experimental Psychology"
"EXP3604","Cognitive Psychology","EXP - Experimental Psychology"
"EXP3640","Psychology of Language","EXP - Experimental Psychology"
"EXP4507","Advanced Human Memory and Cognition","EXP - Experimental Psychology"
"FIL1000","Cinema Survey","FIL - Film"
"FIL1000H","Honors Cinema Survey","FIL - Film"
"FIL1007","Foundations of Story","FIL - Film"
"FIL1008","Cinematic Expression I","FIL - Film"
"FIL2030","History of Motion Pictures","FIL - Film"
"FIL2107","Script Analysis","FIL - Film"
"FIL2424","Introduction to Film Production","FIL - Film"
"FIL2461C","Cinematography I","FIL - Film"
"FIL2534C","Sound Design for Film I","FIL - Film"
"FIL2552C","Editing I","FIL - Film"
"FIL3006","Art of the Cinema","FIL - Film"
"FIL3036","Film History I","FIL - Film"
"FIL3037","Film History II","FIL - Film"
"FIL3041","History of Animated Films I","FIL - Film"
"FIL3051","Avant-Garde Cinema","FIL - Film"
"FIL3074C","Cinema 1980s to the Present","FIL - Film"
"FIL3102","Writing for Film and TV","FIL - Film"
"FIL3115","Short Script I","FIL - Film"
"FIL3132","Short Script II","FIL - Film"
"FIL3304C","Documentary Vision","FIL - Film"
"FIL3307","Docudrama","FIL - Film"
"FIL3363C","Film Documentary","FIL - Film"
"FIL3379C","Advanced Documentary Production","FIL - Film"
"FIL3379K","Honors Advanced Documentary Workshop","FIL - Film"
"FIL3401","Research Methods for Filmmakers","FIL - Film"
"FIL3462C","Cinematic Expression II","FIL - Film"
"FIL3482","Directing the Actor for Film I","FIL - Film"
"FIL3483","Directing the Actor for Film II","FIL - Film"
"FIL3485","Directing Techniques for Film","FIL - Film"
"FIL3720C","Introduction to Animation","FIL - Film"
"FIL3734C","Intermediate Animation","FIL - Film"
"FIL3803C","Film Theory and Criticism I","FIL - Film"
"FIL3804C","Film Theory and Criticism II","FIL - Film"
"FIL3823","German Film","FIL - Film"
"FIL3826","American Cinema","FIL - Film"
"FIL3831","Black Cinema","FIL - Film"
"FIL3842","International Cinema","FIL - Film"
"FIL3845","World Cinema Traditions","FIL - Film"
"FIL3847","Latin American Cinema","FIL - Film"
"FIL3871","The American Film Artist","FIL - Film"
"FIL3880C","Images of Women in Film","FIL - Film"
"FIL3922","Film Colloquium","FIL - Film"
"FIL4040","Animation Film History for Non-Film Majors","FIL - Film"
"FIL4042","History of Animated Films II","FIL - Film"
"FIL4103","Adaptation","FIL - Film"
"FIL4103H","Honors Film Adaptation","FIL - Film"
"FIL4162C","Feature/TV Writing I","FIL - Film"
"FIL4163C","Feature/TV Writing II","FIL - Film"
"FIL4301C","Documentary Production I","FIL - Film"
"FIL4302C","Documentary Production II","FIL - Film"
"FIL4427C","Film Production Workshop","FIL - Film"
"FIL4428C","Narrative Production I","FIL - Film"
"FIL4434C","Capstone I - The Professional Practice","FIL - Film"
"FIL4437C","Narrative Production II","FIL - Film"
"FIL4439C","Micro-Process Production","FIL - Film"
"FIL4451","Design for Film","FIL - Film"
"FIL4453C","Special Problems in Film Design","FIL - Film"
"FIL4472C","Cinematography II","FIL - Film"
"FIL4486C","Directing for Film II","FIL - Film"
"FIL4535C","Sound Design for Film II","FIL - Film"
"FIL4536C","Sound Design for Film III","FIL - Film"
"FIL4566C","Editing II","FIL - Film"
"FIL4573C","Capstone II - Exhibition and Seminar","FIL - Film"
"FIL4602","Film Business","FIL - Film"
"FIL4615C","Film Marketing and Exhibition","FIL - Film"
"FIL4647","Film Production Management","FIL - Film"
"FIL4661","The Film Producer","FIL - Film"
"FIL4735C","Advanced Animation Thesis Production","FIL - Film"
"FIL4750C","Animation & Visualization Workshop","FIL - Film"
"FIL4830","Motion Picture Genre","FIL - Film"
"FIL4830H","Honors Motion Picture Genre","FIL - Film"
"FIL4855","Independent Cinema","FIL - Film"
"FIL4876C","Experimental Cinema I","FIL - Film"
"FIL4877C","Experimental Cinema II","FIL - Film"
"FIL4906","Directed Independent Study","FIL - Film"
"FIL4912","Directed Independent Research","FIL - Film"
"FIL4934C","Current Problems in Film and Culture","FIL - Film"
"FIL4941","Internship","FIL - Film"
"FIN2100","Personal Finance and Investments","FIN - Finance"
"FIN3403","Business Finance","FIN - Finance"
"FIN3403H","Honors Business Finance","FIN - Finance"
"FIN3414","Intermediate Corporate Finance","FIN - Finance"
"FIN3461","Financial Statement Analysis","FIN - Finance"
"FIN4243","Debt and Money Markets","FIN - Finance"
"FIN4324","Commercial Bank Management","FIN - Finance"
"FIN4424","Advanced Topics in Financial Management","FIN - Finance"
"FIN4450","Foundations of FinTech","FIN - Finance"
"FIN4451","FinTech for Decision Makers","FIN - Finance"
"FIN4453","Financial Models","FIN - Finance"
"FIN4504","Equity and Capital Markets","FIN - Finance"
"FIN4514","Portfolio Analysis and Management","FIN - Finance"
"FIN4533","Financial Derivatives","FIN - Finance"
"FIN4560H","Honors Applied Portfolio Management 1","FIN - Finance"
"FIN4561H","Honors Applied Portfolio Management 2","FIN - Finance"
"FIN4604","International Financial Management","FIN - Finance"
"FIN4903H","Honors Directed Reading I","FIN - Finance"
"FIN4941","Finance Internship","FIN - Finance"
"FIN4970H","Honors Undergraduate Thesis I","FIN - Finance"
"FLE3160","Education and Culture/Language Diversity","FLE - Foreign Language Education"
"FLE4340","Teaching World Languages in K-12 Schools","FLE - Foreign Language Education"
"FOL1930","Elementary Kurdish Language and Civilization I","FOL - Foreign and Biblical Languages"
"FOL1931","Elementary Kurdish Language & Civilization II","FOL - Foreign and Biblical Languages"
"FRE1120C","Elementary French Language and Civilization I","FRE - French Language"
"FRE1121C","Elementary French Language and Civilization II","FRE - French Language"
"FRE2200","Intermediate French Language and Civilization I","FRE - French Language"
"FRE2201","Intermediate French Language and Civilization II","FRE - French Language"
"FRE3300","French Grammar","FRE - French Language"
"FRE3400","French Conversation and Composition","FRE - French Language"
"FRE3423","Advanced French Grammar Abroad","FRE - French Language"
"FRE3440","Business French I","FRE - French Language"
"FRE3441","Business French II","FRE - French Language"
"FRE3780","French Phonetics and Diction","FRE - French Language"
"FRE4421","Advanced French Conversation","FRE - French Language"
"FRE4422","Advanced French Composition","FRE - French Language"
"FRE4500","French Civilization and Culture","FRE - French Language"
"FRE4503","Quebecois Civilization","FRE - French Language"
"FRE4701","Francophone Linguistics","FRE - French Language"
"FRE4950C","French Portfolio","FRE - French Language"
"FRT3140","French and Francophone Literary Masterworks in Translation","FRT - French Culture in Translation"
"FRT3451","French Translation and Interpretation","FRT - French Culture in Translation"
"FRT3562","French Contemporary Pop Culture","FRT - French Culture in Translation"
"FRT3564","Frenglish in Social Media","FRT - French Culture in Translation"
"FRT3810","French Multimedia Translation and Interpretation","FRT - French Culture in Translation"
"FRT3830","Medical French Translation and Interpretation","FRT - French Culture in Translation"
"FRT3831","French Legal Translation and Interpretation","FRT - French Culture in Translation"
"FRT4421","War, Love, and Laughter in the French Middle Ages","FRT - French Culture in Translation"
"FRT4521","Language and Culture through Francophone Cinema","FRT - French Culture in Translation"
"FRT4563","French Women Warriors and others of the World: Myth and Reality","FRT - French Culture in Translation"
"FRT4801","French Business Translation and Interpretation","FRT - French Culture in Translation"
"FRT4941","Internship","FRT - French Culture in Translation"
"FRW3001","Fundamentals of French and Francophone Literature","FRW - French Literature (Writings)"
"FRW3100","Survey of French Literature I","FRW - French Literature (Writings)"
"FRW3101","Survey of French Literature II","FRW - French Literature (Writings)"
"FRW3370","From the Merveilleux to the Fantastique: French Modern Short Stories","FRW - French Literature (Writings)"
"FRW3740","The French Literature of Canada","FRW - French Literature (Writings)"
"FRW3752","French Caribbean Literature","FRW - French Literature (Writings)"
"FRW3760","Creole Identity in the French-Speaking World","FRW - French Literature (Writings)"
"FRW3770","Francophone Literature","FRW - French Literature (Writings)"
"FRW3810","French Literary Texts and Analysis","FRW - French Literature (Writings)"
"FRW4281","20th Century French Novels","FRW - French Literature (Writings)"
"FRW4310","Early Modern French Theater","FRW - French Literature (Writings)"
"FRW4324","20th Century French Drama","FRW - French Literature (Writings)"
"FRW4380","Happily Ever After: Fairy Tales to Ex-Machina","FRW - French Literature (Writings)"
"FRW4440","French Literature of the Eighteenth Century","FRW - French Literature (Writings)"
"FRW4532","French Romanticism","FRW - French Literature (Writings)"
"FRW4552","Nineteenth Century French Literature","FRW - French Literature (Writings)"
"FSS2221","Techniques of Food Preparation","FSS - Food Service Systems"
"FSS2221C","Techniques of Food Preparation","FSS - Food Service Systems"
"FSS2284C","Food Preparation for Catered Events","FSS - Food Service Systems"
"FSS3003C","Culinary Health","FSS - Food Service Systems"
"FSS3006C","Garde Manger","FSS - Food Service Systems"
"FSS3008","Culture and Cuisine","FSS - Food Service Systems"
"FSS3051C","Techniques of Baking and Pastry","FSS - Food Service Systems"
"FSS3124","Food Supply Chain Management","FSS - Food Service Systems"
"FSS3232C","Foodservice Operations Management","FSS - Food Service Systems"
"FSS3245","Culinary Cannabis","FSS - Food Service Systems"
"FSS3283C","Culinary Experiences in Theme Parks and Attractions","FSS - Food Service Systems"
"FSS4135","Corporate Contract and Managed Services Organizations","FSS - Food Service Systems"
"GEA3455","Geography of Brazil","GEA - Geography: Regional Areas"
"GEA4405","Geography of Latin America","GEA - Geography: Regional Areas"
"GEA4405H","Honors Geography of Latin America","GEA - Geography: Regional Areas"
