"course_code","course_name","description","department","credits"
"ME 415","Propulsion Theory","Thermodynamics and fluid mechanics of air-breathing engines, performance of rockets; chemical and nuclear rockets. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 419or the equivalent.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 416","Railroad Vehicle Dynamics","Introduces analytical and computational methods used for the computer aided dynamic and stability analysis of railroad vehicle systems. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 413; or consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 417","Intermediate Fluid Mechanics","Development of conservation equations for Newtonian-fluids; continuity, Navier-Stokes and energy equations. Some exact and approximate solutions of highly viscous, viscous and inviscid flows. Boundary layer flows, jets and wakes. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 418","Transport Phenomena in Nanotechnology","Free surface flows, rheologically complex liquids, colloidal suspensions, emulsions, Brownian motion, flows in micro- and nanochannels, and multiple applications. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 325andME 211.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 419","Compressible Flow Theory","Conservation laws, one-dimensional flows. Normal and oblique shock waves, Prandtl-Meyer expansion, flow over airfoils. Applications to nozzles, shock-tubes, wind-tunnels. Flow with friction and heat addition or loss. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 421","Intermediate Heat Transfer","Topics in conduction, convection and radiation with emphasis on exact solutions: extended surfaces, internal and external flows, surface radiation, combined modes of heat transfer and selected topics. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321or consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 422","Heating, Ventilation and Air Conditioning","Refrigeration systems and heat-pump, mass transfer in humidification, solar heat transfer in buildings, heating and cooling loads, air-conditioning computer project. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 423","Heat Exchangers","Classification; heat transfer and pressure drop analysis, flow distribution, transient performance, surface selection and geometrical properties, codes and standards. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 211andME 321.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 424","Energy Management Solutions for Industry: Theory and Practice","Emphasis on real world applications including: understanding utility billing and identifying costs; identifying and quantifying energy savings opportunities at industrial facilities; determining investment payback scenarios and considerations. Course Information: Same asENER 483. 3 undergraduate hours. 4 graduate hours. Extensive computer use required. Field work required. Extensive use of Microsoft Excel. Prerequisite(s):  Junior standing or above.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 425","Second Law Analysis in Energy Engineering","Fundamentals: lost available work. Entropy generation minimization, optimal thermal design of: heat transfer augmentation devices, thermal energy storage, cryogenics, heat exchangers, thermal insulations, solar collectors. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 426","Applied Combustion","Topics in combustion, providing both a theoretical and applied understanding of combustion processes as they relate to furnaces. Internal and external combustion engines; pollutant formation. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 325.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 427","Solar Engineering","Applications; solar geometry and intensities; applied heat transfer topics; flat plate and concentrating collectors; energy storage; analysis of heating and cooling systems. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321or consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 429","Internal Combustion Engines","Introduction to engine types, characteristics and performance. Combustion processes in spark and compression ignition engines; combustion abnormalities. Analysis of intake, exhaust and fuel system. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 325.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 433","Non-Equilibrium Thermal Processes","Molecular engineering. Non-equilibrium statistical mechanics. Distribution functions. Molecular excitation and de-excitation. Ionization and dissociation. Laser engineering. Non-equilibrium chemical kinetics. Surface processes. Chemisorption and physosorption. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 325or consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 441","Optical Methods in Mechanical Engineering","Optical measurement techniques in solid mechanics and thermal-fluid engineering. Fundamentals of optics. Use of holography, interferometry, LDV, lasers, light scattering, diffraction, and other relevant techniques. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s): Senior standing or consent of the instructor. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Mechanical Engineering (ME)","0-4 hours"
"ME 444","Interdisciplinary Product Development I","Systematic approach to the design process. Creative problem solving. Cross-functional teams (w/students from other departments/colleges) research and apply new product concepts to open-ended design problems. Course Information: Same asIE 444. 3 undergraduate hours. 4 graduate hours. Credit forME 444is not given if the student has credit inME 396orME 397orIE 396orIE 397. Year-long (with IE/ME 445) project course. Prerequisite(s):ME 347andIE 201; orIE 345andIE 201; and senior standing or above; and consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 445","Interdisciplinary Product Development 2","Systematic approach to the design process. Creative problem solving. Cross-functional teams (w/students from other departments/colleges) research and apply new product concepts to open-ended design problems. Focus on solutions to the opportunities. Course Information: Same asIE 445. Credit is not given forME 445if the student has credit inME 396orME 397orIE 396orIE 397.Year-long (with IE/ME 444) project course. Prerequisite(s):IE 444orME 444; and senior standing or above; and consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 449","Microdevices and Micromachining Technology","Microfabrication techniques for microsensors, microstructures, and microdevices. Selected examples of physical/chemical sensors and actuators. Simulation experiments. Course Information: Same asECE 449. 4 undergraduate hours. 5 graduate hours.  Laboratory. Prerequisite(s):ECE 347; or consent of the instructor. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Mechanical Engineering (ME)","0-5 hours"
"ME 450","Air Pollution Engineering","Environmental aspects of combustion processes, pollutant formation. Control of pollutants and particulates. Air quality control. Fundamentals of combustion. Course Information: Same asCHE 450andENER 485. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 321or consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 453","Sustainable Energy Engineering and Renewable Energy","An in-depth study of renewable energy systems, focusing on the principles, technologies, and applications. It focuses on various renewable energy sources, including solar, wind, hydro, biomass, and geothermal etc. Course Information: Previously listed as ENER 553. Same asENER 453. Recommended Background:ME 321andME 325.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 464","Virtual Automation","Fundamentals of manufacturing and automation modeling using CAD/CAM and computer-integrated manufacturing methods; concepts of virtual manufacturing; industrial robots and automated factory models within virtual environments. Course Information: Same asIE 464. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):CS 107or CS 108. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion, and one Laboratory.","Mechanical Engineering (ME)","0-4 hours"
"ME 468","Virtual Manufacturing","Virtual reality applications in manufacturing systems design, manufacturing applications of networked virtual reality, virtual reality modeling of occupational safety engineering. Course Information: Same asIE 468. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):CS 107or CS 108.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 481","Additive Manufacturing Process","Covers aspects of additive manufacturing. The types that are covered are generic process, design, vat photopolymerization, extrusion based, jetting, direct writing, 3D bio-printing, powder bed fusion, slicing, and data representation. Course Information: Same asIE 481. 3 undergraduate hours. 4 graduate hours. Recommended background: Manufacturing Processes.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 494","Special Topics in Mechanical Engineering","Particular topics vary from term to term depending on the interests of the students and the specialties of the instructor. Course Information: 3 undergraduate hours. 4 graduate hours. May be repeated. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","3 or 4 hours"
"ME 496","Undergraduate Senior Design Thesis I","Introduction to the principles and practice of product design: specifications, evaluation of design alternatives, technical reports, and oral presentations, through independent  design projects. Course Information: Same asIE 496. Credit only given to nondegree students. No graduation credit given to students enrolled in Engineering. Extensive computer use required. Field trips required at a nominal fee. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","0-8 hours"
"ME 497","Undergraduate Senior Design Thesis II","ntroduction to engineering design and research methods: design tools, product conception and development, simulation, prototyping, technical reports and presentations, literature survey and undergraduate thesis. Course Information: Same asIE 497. Credit only given to nondegree students. No graduation credit given to students enrolled in Engineering. Extensive computer use required. Field trips required at a nominal fee. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","0-8 hours"
"ME 499","Professional Development Seminar","Students are provided general information about their role as UIC MIE alumni in society and the role of the University in their future careers.  Students provide evaluations of their educational experience in the MIE department. Course Information: Same asIE 499. Satisfactory/Unsatisfactory grading only. Prerequisite(s): Open only to seniors; and approval of the department. Must be taken in the student's last semester of study.","Mechanical Engineering (ME)","0 hours"
"ME 501","Advanced Thermodynamics","Thermodynamic laws of closed and open systems; exergy destruction; property relations, single phase systems, Gibbs-Duhem relations, multiphase systems, equilibrium; engineering applications. Course Information: Prerequisite(s):ME 325.","Mechanical Engineering (ME)","4 hours"
"ME 502","Applied Stress Analysis II","Concepts from theory of elasticity, stress-raisers such as notches and holes, mechanical behavior of materials including yielding and fractures, thick-walled cylinders and rotating disks, thermal stresses, and plastic behavior. Course Information: Prerequisite(s):ME 401.","Mechanical Engineering (ME)","4 hours"
"ME 503","Advanced Solid Mechanics","Linear elastic Governing equations, weighted residual method, variational principle, probability theory and stochastic processes, and stochastic finite element. Course Information: Prerequisite(s): Consent of the instructor. Recommended background: Knowledge in applied stress analysis and finite element analysis.","Mechanical Engineering (ME)","4 hours"
"ME 504","Computer Aided Analysis of Multibody Systems I","Kinematics, dynamics, analysis of flexible mechanisms. Constrained mechanical systems with flexible components. Numerical methods. Computer-Aided Analysis. Applications. Course Information: Prerequisite(s):ME 413or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 505","Computer Aided Analysis of Multibody Systems II","Large scale deformable bodies. Finite element method. Constrained motion of interconnected rigid and deformable bodies. Coordinate reduction. Computational methods. Applications. Course Information: Prerequisite(s):ME 504.","Mechanical Engineering (ME)","4 hours"
"ME 508","Engineering Acoustics","Fundamentals of acoustic energy generation, radiation and transmission (both aerodynamically and structurally). Theoretical, experimental and numerical techniques. Applications spanning from 1-D plane waves to more complex 3-D problems. Course Information: Prerequisite(s):ME 408orCME 435; or approval of the department.","Mechanical Engineering (ME)","4 hours"
"ME 509","Advanced Kinematics II","Spatial transformation and displacements. Design for bodyguidance; applications to function-generators. Analyses utilizing various operators for closure; dualization; branching, rotatability; differential kinematics; numerical solutions. Course Information: Prerequisite(s):ME 409.","Mechanical Engineering (ME)","4 hours"
"ME 510","Robotic Manipulators","Description of robotic manipulator; gripper trajectory execution; manipulator design, degree-of-freedom, mobility, workspace, special link positions; static and dynamic force transmission. Course Information: Prerequisite(s):ME 409orME 410orME 413; or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 511","Mechatronics II","Microcontrollers used in electro-mechanical systems for measurement and control purposes, interface hardware, real time software and development tools, applications in robotic motion control and factory automation.  Course Information:  Same asIE 511.  Prerequisite(s):ME 411and consent of the instructor.  Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Mechanical Engineering (ME)","4 hours"
"ME 512","Automatic Control of Mechanical Systems","Modeling and analysis of mechanical systems. Performance specification and evaluation. Modern control system design and analysis techniques. Real-time computer control of engines, manufacturing processes, biomechanical systems. Course Information: Prerequisite(s):ME 412or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 514","Mechanics of Viscous Fluids","Fundamentals of fluid mechanics. Streamline and vorticity. Boundary layer analysis. Similarity solutions, integral methods, and other techniques for treating laminar and turbulent flows. Course Information: Prerequisite(s):ME 417.","Mechanical Engineering (ME)","4 hours"
"ME 515","Micro- and Nano-Transport Phenomena","Covers free surface flows, rheological complex liquids, colloidal suspensions and emulsions. Course Information: Prerequisite(s):ME 205andME 211; or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 517","Microfluidics: Fundamentals and Applications","Fundamentals of microfluidics. Microflow. Microfluidic components and microfabrication. Digital microfluidics. Acoustofluidics. Microfluidic sensors, including optical and electrochemical sensors. Prerequisite(s): Graduate standing; or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 518","Fundamentals of Turbulence","Mathematical description of turbulence field; kinematics of homogeneous turbulence; correlation and spectrum tensor, dynamic behavior of isotropic turbulence, universal equilibrium theory; nonisotropic turbulence. Course Information: Prerequisite(s):ME 417.","Mechanical Engineering (ME)","4 hours"
"ME 519","Computational Compressible Flow","Equations of fluid dynamics; nonlinear hyberbolic partial differential equations; some properties of the Euler Equations; the Riemann problem for the Euler Equations; notions on numerical methods; the method of Godunov for nonlinear systems. Course Information: Extensive computer use required. Prerequisite(s):ME 419; or consent of the instructor. Recommended Background: Compressible Flow Theory and knowledge of programming C++, Fortran, or Python.","Mechanical Engineering (ME)","4 hours"
"ME 520","Elastography","Theoretical foundations of elastography, viscoelasticity, propagation of mechanical waves, elastographic imaging techniques. Magnetic resonance imaging to magnetic resonance elastography data transformation, viscoelastic parameter reconstruction. Course Information: Same asBME 520. Extensive computer use required. Recommended background:BME 421andBME 422andBME 423.","Mechanical Engineering (ME)","4 hours"
"ME 521","Heat Conduction","Analysis of heat transfer in solids including separation of variables, superpositions, Du Hamel's theorem, integral transforms, similarity transformations, and approximate methods. Course Information: Prerequisite(s):ME 321or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 522","Convective Heat Transfer","Conservation equations. Momentum heat and mass transfer in laminar and turbulent boundary layers. Internal and external flows and heat transfer. Heat transfer with phase change. Special topics in convective heat transfer. Course Information: Prerequisite(s):ME 321or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 524","Thermal Radiation","Fundamentals of radiative transfer; energy exchange between surfaces and in enclosures; radiative transfer in the presence of an attenuating medium; combined radiation, conduction, convection problems. Course Information: Prerequisite(s):ME 421or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 525","Multi-phase Heat Transfer","Nucleate boiling, nucleation and bubble dynamics. Leidenfrost effect. Condensation and engineering application problems. Ice/Frost formation. Surface engineering for enhancing heat transfer. Course Information: Prerequisite(s):ME 421; and graduate standing; or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 528","Numerical Heat Transfer","Numerical methods for solving conduction, convection and radiation problems in heat transfer. Iterative methods with shooting; local nonsimilarity methods perturbation methods; finite difference methods; grid generation. Course Information: Prerequisite(s): CS 108 andME 421or consent of instructor.","Mechanical Engineering (ME)","4 hours"
"ME 529","Advanced Internal Combustion Engines","Fundamentals of internal combustion engines. Combustion in homogeneous charged and compression ignition engines. Emission formation. Effect of design and operating variables, control, and instrumentation. Course Information: Prerequisite(s):ME 426orME 429.","Mechanical Engineering (ME)","4 hours"
"ME 531","Thermophysics of Gas Flows","Kinetic theory of gases. Transport properties, quantum mechanical analysis of atomic and molecular structures, atomic scale collision phenomena, propogation, emission, and absorption of radiation.","Mechanical Engineering (ME)","4 hours"
"ME 533","Plasma Engineering","Plasma-assisted applications. Kinetic theory of non-equilibrium processes. Plasma dynamics. Elementary processes-collisions. Diffusion and transport. Chemical reactions and surface treatment. Particle and energy balance in plasmas. Course Information: Prerequisite(s):ME 433or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 534","Finite Element Analysis II","Application of the finite element method to the analysis of complex continuum and structural linear systems. Introduction to error analysis and convergence of the finite element solutions. Course Information: Same asCME 534. Prerequisite(s):CME 434.","Mechanical Engineering (ME)","4 hours"
"ME 535","Theory of Vibrations II","Harmonic vibrations; vibrations of a string; vibrations of a beam; vibrations of a membrane; periodic systems; floquet waves; nonlinear vibrations. Course Information: Same asCME 535. Prerequisite(s):CME 435orME 408or the equivalent.","Mechanical Engineering (ME)","4 hours"
"ME 536","Chemically Reacting Flows","Nonequilibrium states; chemical thermodynamics and kinetics. Multicomponent contiuum equations for flow of nonequilibrium fluids. Inversed nonequilibrium flows. Boundary layer flows with surface and gas-phase reactions. Frozen and equilibrium criteria. Waves in relaxing media. Course Information: Prerequisite(s): ME 516; andME 514orME 522.","Mechanical Engineering (ME)","4 hours"
"ME 540","Design, Modeling, and Fabrication of Microsystems","MEMS design approach, materials and mechanical properties, scaling laws, transduction methods, microfabrication techniques, modeling and simulation strategies, dynamics, domain-specific details-structures, fluids, dissipation, and system issues.  Course Information:  Prerequisite(s):  Consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 541","Microelectronic Fabrication Techniques","Current fabrication techniques of microelectronic technology; plasma and CVD processes; etching techniques; ion implantation; surface analytical methods. Course Information:  Same asECE 541. Prerequisite(s):ECE 347orECE 449.","Mechanical Engineering (ME)","4 hours"
"ME 542","Advanced Computational Methods for Product and Process Design","Deterministic and statistical methods for modeling and optimizing engineering systems, in the broad context of product design, manufacturing process development, and designing for life cycle issues. Course Information: Same asIE 542. Prerequisite(s): Programming language experience.","Mechanical Engineering (ME)","4 hours"
"ME 545","Wearable Robots for Assistance and Rehabilitation","Introduces wearable robots to help humans with disabilities and control methods of electromechanical devices that interact with humans such as robotic prostheses and exoskeletons. Model-free intervention methods and human adaptation. Course Information: Same asIE 545. Extensive computer use required. Recommended background: Basic understanding of dynamic systems and control, mechatronics, and programming skills (matlab or python). Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Mechanical Engineering (ME)","4 hours"
"ME 547","Advanced Concepts in Computer-Aided Engineering","Useful concepts in motion simulation of complex rigid multibody systems. Interactive computer solutions. Recursive formulation of kinematical and dynamical equations of open and constrained multibody systems. Course Information: Prerequisite(s):ME 413and ME 447.","Mechanical Engineering (ME)","4 hours"
"ME 548","Advanced Computer Aided Manufacturing","Analysis and design of computer-integrated systems for process planning, production planning and control of discrete part manufacturing activities. Course Information: Prerequisite(s): ME 447.","Mechanical Engineering (ME)","4 hours"
"ME 550","Dynamics of Floating Offshore Structures","Covers environmental loads and dynamics of floating structures in fluid. Course Information: Same asCME 550. Prerequisite(s):ME 210andCME 211andME 211andMATH 220; or consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 562","Biomedical Implants in Orthopedics and Dentistry","Advanced aspects of implant design, including biomaterials, surface coatings, biomechanics, corrosion, tribocorrosion, failure mechanisms, implant monitoring, clinical and regulatory concerns, critical review of current research. Course Information: Same asBME 562andCME 562. Credit is not given forME 562is the student has credit in BIOE 562 orBME 562orCME 562.  Prerequisite(s): BIOE 460 orBME 460. 2007347.","Mechanical Engineering (ME)","4 hours"
"ME 569","Virtual and Augmented Reality for Industrial Applications","Principles and practices of virtual and augmented reality for industrial applications such as manufacturing, construction, transportation, worker training, and human-machine teaming; projects for the design and evaluation of VR/AR applications. Course Information: Same asIE 569. Extensive computer use required.","Mechanical Engineering (ME)","4 hours"
"ME 574","Human Movement and Neural Control","Musculoskeletal biomechanics and neural control of human movement. Measurement of activity (e. g. EEG, fMRI, EMG, force sensors, motion tracking). Engineering skills for rigid body dynamics, quantitative analysis, modeling, control theory, motor learning. Course Information: Same asME 574. Extensive computer use required. One hands-on lab/homework project. Recommended background: Physiology; working knowledge of Matlab; system dynamics and frequency-domain analysis (e.g.BME 310,ECE 310,ME 312or equivalent).","Mechanical Engineering (ME)","4 hours"
"ME 591","Mechanical Engineering Internship","Provides students with the opportunity to apply the skills and knowledge gained in previous engineering courses within a professional, working environment. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. A maximum of 4 hours awarded toward degree requirements. Prerequisite(s):  Approval of the Department.","Mechanical Engineering (ME)","1 hour"
"ME 594","Current Topics in Mechanical Engineering","Particular topics vary from term to term depending on the interests of the students and the specialties of the instructor. Course Information: May be repeated. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","4 hours"
"ME 595","Mechanical Engineering Seminar","Advances in mechanical engineering research will be discussed in a seminar setting. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Must be taken every semester by all registered MS and PhD students in Mechnical Engineering. Students taking the course for one credit hour submit reflective summaries of the presentations. Prerequisite(s): Graduate standing in mechanical engineering.","Mechanical Engineering (ME)","0-1 hours"
"ME 596","Independent Study","Individual study under close supervision of a faculty member. Course Information: May be repeated to a maximum of 4 hours. Students may register in more than one section per term. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","1-4 hours"
"ME 598","M","Individual research in specialized problems under close faculty supervision. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","S"
"ME 599","Ph","Individual research on specialized problems under close faculty supervision. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Consent of the instructor.","Mechanical Engineering (ME)","D"
"MBT 500","DNA and Proteins","DNA Replication, transcription, translation and post-translational modifications. Genome structure. Viruses. Bioinformatics and microarrays. Protein structure. Enzyme mechanisms. Biochemical pathways, and regulation of biochemical pathways. Course Information: Recommended background: Basic undergraduate general and organic chemistry, biology, physics, and math.","Medical Biotechnology (MBT)","3 hours"
"MBT 501","Cell Biology","Cellular membranes structure and transport, protein localization and vesicular transport, cell signaling, cell adhesion, junction and cell-matrix attachment, stem cells and tissue renewals, cell cycle control, apoptosis, and cancer. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Recommended background: Basic undergraduate general and organic chemistry, and basic (general) biology.","Medical Biotechnology (MBT)","2 hours"
"MBT 502","Immunotechnology, Microbiology and Cellular Therapy","Covers antibody production principals, clinical uses of antibodies, fermentation and bioremediation and protein production principals, cellular and stem cell therapies, bioterrorism control, containment and eradication. Course Information: Prerequisite(s):MBT 500andMBT 501.","Medical Biotechnology (MBT)","3 hours"
"MBT 503","Pharmacology, Toxicology and Clinical Trials","Basic pharmacology, drug-receptor interactions. Basic toxicology. Drug development cycle (Preclinical work, Phase I, II, III). Design, implementation and evaluation of clinical trials. IRB issues. Ethical conduct of clinical trials. Course Information: Prerequisite(s):MBT 500andMBT 501.","Medical Biotechnology (MBT)","3 hours"
"MBT 504","Principles and Techniques in Protein Biochemistry","Protein structure and structure/function relationships, protein expression, purification and characterization, chemical analysis and modification of proteins, identifications of protein interactions and protein chips. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must register for one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 505","Principles and Techniques in Molecular Biology","Includes underlying theory of molecular biology and its applications. Laboratory sessions will provide hands on experience in molecular biology techniques. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must register for one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 506","Principles and Techniques in Immunology","Principles and methodologies involved in antigen preparation and presentation, antibody production and purification, isolation and immortalization of immune cells, immunohistochemical analyses and assays for complements and cytokines. Course Information: Animals used in instruction. Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must register for one Lecture and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 510","Ethics in Medical Biotechnology","Rationale for making ethical decisions, review of existing guidelines, considerations of the use of adult and embryonic stem cells, ethical issues on animal research, conflict of interest and misconduct in research and business. Course Information: Prerequisite(s): Graduate standing in the Medical Biotechnology program or approval of the Department of Biomedical Sciences at COM - Rockford.","Medical Biotechnology (MBT)","2 hours"
"MBT 511","Statistics for Biotechnology Research","Reinforce an understanding of basic statistical concepts and provide basic skills in creating, manipulating, and analyzing datasets using commonly available software such as SPSS, Excel, and Minitab. Course Information: Credit is not given forMBT 511if the student has credit forBSTT 400or NUSC 525. Extensive computer use required. Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Recommended background: Basic undergraduate statistics. Class Schedule Information: To be properly registered, students must register for one Lecture and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 513","Research Planning, Design and Execution","Presentation of the basics of planning, designing and executing a research plan. Students prepare a project plan and defend the plan to a faculty panel and peers. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated to a maximum of 2 hours. Extensive computer use required for word processing and presentation software such as Microsoft WORD and PowerPoint. Prerequisite(s): Graduate standing in the Medical Biotechnology program or approval of the Department of Biomedical Sciences at COM - Rockford.","Medical Biotechnology (MBT)","1 hour"
"MBT 520","Biotechnology Product Development: Concepts, Practice and Regulatory Issues","Product development and commercialization processes. Product life cycles, program management basics. Intellectual property. Regulatory affairs issues: GLP, product registration, GMP, documentation, validation, FDA inspections. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford.","Medical Biotechnology (MBT)","2 hours"
"MBT 521","Techniques and Processes in Biotechnology","Designed to expand on the techniques learned inMBT 504,MBT 505andMBT 506. Exposure to basics of GLP and practical experience in applications of GLP. Course Information: Animals used in instruction. Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at COM - Rockford. Course Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 522","Applied Medical Biotechnology","The principles and methodologies used in commercial lab assays will be analyzed and their strengths and weaknesses discussed. An array of hospital/clinical techniques will be reviewed via lecture/demonstration in typical application venue. Course Information: Prerequisite(s):MBT 500andMBT 501andMBT 520.","Medical Biotechnology (MBT)","2 hours"
"MBT 523","Biotechnology Engineering","Engineering aspects of large-scale cell culture: methodologies, types of production equipment, process sensing and control, harvesting, separation and purification. Sterilization, aseptic processing, filling and finishing steps. QA/QC. Course Information: Field trips required. Prerequisite(s): Completion of the first year of the M.S. in Medical Biotechnology program.","Medical Biotechnology (MBT)","2 hours"
"MBT 524","Applied Microbiology","Review of the  basic elements of microbiology; laboratory training in culturing and identification of microbes; antibiotic susceptibility testing and  applications of microbiology in biotechnology and pharmaceutical industry. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must register for one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","2 hours"
"MBT 525","Drug Design and Discovery","Lead substances, molecular recognition, bioinformatics and combinatorial chemistry  in drug design. Enzymes / receptors as design targets, screening of natural products, high throughput assays and preclinical studies. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford.","Medical Biotechnology (MBT)","1 hour"
"MBT 526","Safety Assessment of Drugs and Devices","Course will focus on the technical processes and legal requirements of pre - clinical safety assessment of drugs and devices with some discussion of clinical assessment practices. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford.","Medical Biotechnology (MBT)","1 hour"
"MBT 527","Design and Execution of Clinical Trials","Presentation of basic concepts of clinical trials: "" the question"", the study population, basic study design, randomness, blindedness, sample sizing, baseline assessment, data collection and QC.Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford.","Medical Biotechnology (MBT)","1 hour"
