department,course_code,course_title,course_description,course_credits
NUTR - Nutrition,Integrative Nutrition and Nutrigenomics,NUTR 3350,"The study of holistic treatment for medical conditions and health maintenance. Emphasis on healthy dietary and lifestyle changes, effects of food constituents on the genome, and the interaction of nutritional regimens, gene expression, and human health.",3
NUTR - Nutrition,Food Systems Management,NUTR 3354,"The study of organizational management of a food service system and basic operational subsystems. Topics include management (human resource, information, fiscal), leadership, purchasing and procurement, and inventory control.",3
NUTR - Nutrition,Multicultural Foods,NUTR 3355,"The study of food and habits in different cultural, ethnic, and religious groups across the globe. Topics include cultural beliefs, traditional food habits, eating etiquette, food patterns, and attitudes toward health.",3
NUTR - Nutrition,Quantity Foods,NUTR 3362,"This course explores the principles and practices of quantity food production in diverse food service systems. Topics include cooking principles of multiple food groups, menu planning, equipment, sanitation, production, management, and recipe modification and standardization.",3
NUTR - Nutrition,Culinary Nutrition,NUTR 3452,"The study of scientific principles in food selection and preparation. Emphasis on food composition and properties, nutritional value, and desirability standards, in addition to safe food handling and hands-on experience in preparing different types of food.",4
NUTR - Nutrition,Experimental Foods,NUTR 3456,"This course reviews the scientific (chemical and physical) properties and safety aspects of water and food, in both preparation and evaluation. Topics include carbohydrates (i.e. sugars, starches, fruits, and vegetables), lipids (i.e. oils and solid fats), and proteins (i.e. dairy, meat, and eggs), in addition to numerous aspects of the food supply (i.e. food safety, food preservation, and food additives). Additional focus on food science research, subjective and objective food evaluation as well as hands-on experience in the realm of food analysis and experimentation.",4
NUTR - Nutrition,Nutritional Education and Counseling,NUTR 4310,"This course reviews the utilization of counseling, learning and teaching theories meant for individuals, as well as groups of people, in clinical or community settings. Topics include communication, interviewing, cultural competence, stages of change, goal-setting, counseling for behavior modification and cognitive change through the life span, learning evaluation, oral presentation delivery, use of instructional media, and group learning.",3
NUTR - Nutrition,Food Safety and Regulations,NUTR 4315,This course reviews principles and applications essential for food production and food service safety. An emphasis on practical information for the daily operations in food processing plants and food service establishments.,3
NUTR - Nutrition,Medical Nutrition Therapy I,NUTR 4356,"The study of the Nutrition Care Process with an emphasis on documentation and case studies.â¯Topics include nutrition concerns in the life cycle, weight management, ADIME (assessment, diagnosis, intervention, monitoring, and evaluation), inflammatory process of chronic disease, cultural competence in food recommendations, counseling and education, eating disorders, exercise and sports performance, and bone and oral health.",3
NUTR - Nutrition,Research Methods in Nutrition,NUTR 4357,"This course reviews the principles of research practices. Topics include the interpretation and evaluation of nutrition literature, a study of research design, research proposal development, and training in the professional presentation of research.",3
NUTR - Nutrition,Medical Nutrition Therapy II,NUTR 4358,"The course is a continuation ofNUTR 4357. This course reviews the effects of disease on the human body, and the rationale for medical nutrition therapy while continuing to learn the Nutrition Care Process methodology.â¯Topics include food allergies and intolerances, upper and lower gastrointestinal tract disorders, liver and pancreatic disorders, diabetes mellitus,â¯thyroid, adrenal and other endocrine disorders, anemias, cardiovascular disease, pulmonary disease, renal disorders, cancer, HIV and AIDS, rheumatic and musculoskeletal disease, neurological disorders and psychiatric disorders.",3
NUTR - Nutrition,Community Nutrition,NUTR 4359,"This course reviews the responsibilities and skills essential to a career in community nutrition within the federal, state, local, and private sectors. Topics include community nutrition education design (i.e. planning, implementing, and evaluating), behaviorâ¯change theories and strategies, cultural competence, nutrition education marketing, and interpretation of community nutrition data and research findings.",3
PAFF - Public Affairs,Introduction to Public Administration,PAFF 4300,"A survey of public administration in the United States, highlighting a wide variety of topics in the discipline, but with emphasis on the general machinery of the national bureaucracy and on the powers, problems and control of its agencies.",3
PAFF - Public Affairs,American State and Local Government,PAFF 4305,"A study of the basic functions, structure, procedures and problems of American state and local government, with an emphasis upon intergovernmental relations.",3
PAFF - Public Affairs,Public Fiscal Administration,PAFF 4309,"Survey and analysis of governmental budgeting and public finance, emphasizing theories, procedures and implementation.",3
PAFF - Public Affairs,Comparative Public Administration,PAFF 4310,This course is a comparative analysis of the administrative systems of different governments. Particular attention is focused on the relationship of administrative practices and decision-making processes in the various states.,3
PAFF - Public Affairs,Bureaucracy and Organizational Theory,PAFF 4324,"An analysis of the various theories of public administration and government organization. The contribution of such theorists as Weber, Taylor, Mayo, McGregor, Maslow, Simon, and others will be studied. The development of public administration will be surveyed.",3
PAFF - Public Affairs,Public Personnel Administration,PAFF 4325,"Fundamental concepts of public personnel management with analysis and evaluation of employee-employer relations at the national, state, and local levels are examined. The course addresses topics such as environmental influences on the personnel function, career systems, human resources planning and management, performance evaluation, ethics, and collective bargaining in the public sector.",3
PAFF - Public Affairs,Independent Study,PAFF 4362,"Requires the approval of the supervising faculty member. Allows student to work independently on a specialized area. The student will submit a written plan, with outcomes and time lines which must be approved by the supervising faculty.",3
PAFF - Public Affairs,Special Topics,PAFF 4363,Intensive study of a specialized area of public administration or a selected topic in contemporary public management.,3
PAFF - Public Affairs,Management of Non-Profit Organizations,PAFF 4378,This course is a survey of the field of management practices in non-profit organizations (sometimes called Nongovernmental organizations (NGOs) or the third sector).,3
PHCE - Public Heritage and Community Engagement,Introduction to Public Heritage and Community Engagement,PHCE 1301,"This course provides an introduction to the study of public heritage and regional culture and how they are interwoven with various community and public outlets. It introduces students to border history and culture, natural heritage, non-profit and museum organizations, municipal and local government outlets, and economic development and heritage business. Students will gain skills in regional archival research, learn mapping technology, conduct land title research, explore historiography, engage in oral history preservation, and discover methodologies, all of which form the intellectual basis for practicing public heritage ambassadors. The course will prepare students for working with public audiences in various fields and modern media where culture and heritage matters. Assessment of student achievement is based on class participation, written reviews of site visits, and the completion of projects related to the theme of each module.",3
PHIL - Philosophy,Critical Thinking,PHIL 1300,"This class will investigate what it is to think critically.  Strong emphasis will be placed on the following: reading critically, analyzing texts, identifying and systematically representing arguments, recognizing formal and informal fallacies, and rationally evaluating what is heard and read. Enrollment cap: 35 students.",3
PHIL - Philosophy,Introduction to Philosophy,PHIL 1301,An introduction to some of the major philosophical questions that have intrigued humankind over the centuries. This will be done through an examination of the thought of some of the most important figures in the history of philosophy from the early Greeks to modern times. Credit may be received in only one ofPHIL 1301or PHIL 1302. Enrollment cap: 35 students.,3
PHIL - Philosophy,Introduction to World Religions,PHIL 1304,"Religion is intimately involved in the ways that people come to know themselves, each other, and the world around them. World Religions examines topics such as: how sacred stories provide people with a worldview; how religious claims and values shape and legitimize social structures and behavior; how various types of rituals function; and how, ultimately, religion serves as a reality-defining institution. These topics are studied in light of religions such as Judaism, Christianity, Islam, Hinduism, Buddhism, and the traditional religions of Africa, North and South America.",3
PHIL - Philosophy,Introduction to Latin American Philosophy,PHIL 1305,"An examination of some of the most important and influential contributions to Latin American thought. Material to be studied will be drawn from both past and contemporary sources. Topics may include Mayan and Aztec Philosophy, Iberian Scholasticism, Social and Political Philosophy, Latin American Positivism, Liberation Theology and/or Philosophy, Latin American Feminism, and Hispanic/Latino/a Identity. Enrollment cap: 35 students.",3
PHIL - Philosophy,Introduction to Asian Philosophy,PHIL 1306,"An analysis of the major movements in Eastern philosophy and religion and their relationship to basic philosophical developments in the West. This course will examine systems of thought and culture such as Buddhism, Hinduism, Confucianism, Taoism and Shinto. Enrollment cap: 35 students.",3
PHIL - Philosophy,"Ethics, Happiness, and the Good Life",PHIL 1310,"This course will be concerned with human values: our own and those of other people. It will ask where these values come from, how we can know them, and how they relate to human happiness. It will also examine several related questions such as personal freedom and the meaningfulness of human life. Enrollment cap: 35 students.",3
PHIL - Philosophy,Introduction to Social and Political Philosophy,PHIL 1312,"A critical introduction to the current and historical relationships that define contemporary society and politics. Topics may include democracy, capitalism, communism, anarchism, political authority, norms, justices, pluralism, and rights. Enrollment cap: 35 students.",3
PHIL - Philosophy,"Philosophy, Art, and Film",PHIL 1330,"This course addresses philosophical issues in film and in art. Possible topics include questions of the meaning and the value of film, the nature and importance of beauty in art, the role of the artist's intention in evaluating a work of art, and the roles of the director and viewer in film. As part of the course, some films will be screened and students may be expected to attend artistic performances or visit local museums and galleries.",3
PHIL - Philosophy,Introduction to Logic,PHIL 1340,"This class is an introduction to the formal techniques available for evaluating the correctness or incorrectness of arguments. Techniques likely to be discussed include: symbolization in propositional logic, parsing trees, truth tables or truth trees, natural deduction in propositional logic, Venn diagrams, and the probability calculus.",3
PHIL - Philosophy,"Race, Sexuality, and Class",PHIL 1362,"This course will analyze the role that race, sexuality, and economic class play in constructing people's self-identity, interpersonal relationships, social roles, and political power. Emphasis will be given to traditionally marginalized perspectives. Topics may include whiteness, Hispanic/Latino identity, ethnicity, biological sex, gender identity, queerness, labor, capital, inequality, and their intersections.",3
PHIL - Philosophy,Philosophy and History of Science and Technology,PHIL 1366,"This course is designed to use history and philosophy in the service of science and engineering education.  It does this by examining a selection of notable episodes in the history of science and Techno-Science.  Episodes examined may include the mathematical sciences in Antiquity, Archimedes' inventions and principle of hydrostatics, Roman techno-science, Medieval medicine, alchemy, Kepler's laws of planetary motion, Galileo's conflict with the Catholic Church, Isaac Newton's formulation of the laws of motion, Dalton's atomic theory, Louis Pasteur's public trial of the anthrax vaccine, Charles Darwin's proposal of the theory of evolution by natural selection, the development of the atomic bomb, and the discovery of the double helix structure of DNA.",3
PHIL - Philosophy,Introduction to Ethics,PHIL 2306,"This course systematically presents, analyzes, and evaluations classical and contemporary ethical theories that provide normative frameworks for thinking critically about both personal conduct and our broader social responsibilities in a world of diverse values and cultures. To develop a fuller understanding of the implications of the variety of normative frameworks presented, this course also introduces students to applied ethics, which uses philosophical methods to reach conclusions about what ethical sections and social policies are called for across the various practical domains and professional fields of human life. The ethical theories presented will vary based on the expertise of the instructor and student interested but may include: virtue ethics, Kantian ethics, utilitarianism, egoism, altruism, pragmatic ethics, contractarianism, and care ethics. In a similar way, the practical fields of application will vary but may includes issues in: social morality, public policy, biomedical ethics, business ethics, environmental ethics, engineering ethics, global justice, and personal responsibility.",3
PHIL - Philosophy,"Ethics, Health, and Culture",PHIL 2322,"This course will address the application of moral theories, ethical principles, and professional codes to ethical dilemmas faced by professionals in healthcare or research. Topics covered may include, but are not limited to, euthanasia, conflicts of interest, physicians as researchers, distribution of scare resources, and the impact of theories like moral relativism and psychological egoism on the application of ethical theory. Enrollment cap: 35 students.",3
PHIL - Philosophy,"Ethics, Technology and Society",PHIL 2326,"This course will address the application of moral theories, ethical principles, and professional codes to ethical dilemmas faced by business professionals, employers, and employees. Topics covered may include, but are not limited to, whistleblowing, integrity, honesty, liability, and the impact of theories like moral relativism and psychological egoism on the application of ethical theory. Enrollment cap: 35 students.",3
PHIL - Philosophy,Religious Diversity in the Global Community,PHIL 2351,"The contemporary global community contains a wide array of religious beliefs, traditions, practices, and understanding these diverse religious dynamics is essential in building mutually supportive and peaceful relationships among such social groups.  This course will examine the ways that religion shapes the self-understanding of different cultural traditions that students will encounter in their life work, and will focus on strategies for appreciating the worldviews, customs and intellectual convictions embodied by these religions. Enrollment cap: 35 students.",3
PHIL - Philosophy,Ancient Philosophy,PHIL 3301,This course will discuss the development of Western philosophy (primarily in Ancient Greece) from the pre-Socratics through to Aristotle. Emphasis is likely to be placed on Plato and Aristotle. Enrollment cap: 25 students.,3
PHIL - Philosophy,Medieval Philosophy,PHIL 3302,"This course will survey the major figures and issues of medieval philosophy in their historical context. Philosophers from the Christian, Jewish, and Islamic traditions will be examined. Possible topics include: realism, nominalism, Augustinianism, and scholasticism. Enrollment cap: 25 students.",3
PHIL - Philosophy,Modern Philosophy (1600-1800),PHIL 3303,"A study of the history of philosophy from the Renaissance through the 18th century, with particular emphasis on Descartes, Spinoza, Leibniz, Hobbes, Locke, Berkeley, Hume and Kant. Enrollment cap: 25 students.",3
PHIL - Philosophy,19th Century Philosophy,PHIL 3304,"This course will address major trends and figures in the development of philosophy in the Nineteenth century. Topics likely to be discussed are German Idealism, Romanticism, Dialectical Materialism, Existentialism, and Pragmatism as manifest in the thought of Kant, Hegel, Kierkegaard, Nietzsche, Marx, Peirce, and James. Enrollment cap: 25 students.  Enrollment cap: 25 students.",3
PHIL - Philosophy,Indigenous Philosophies and Religions,PHIL 3307,"This course examines indigenous and non-institutional religions as they appeared in ancient cultures around the world.  Particular attention will be paid to traditional religions in North and South America, with a focus on the complex relationship between nature, medicine and religion.",3
PHIL - Philosophy,Existentialism and Phenomenology,PHIL 3310,"This course will address major figures and issues in existentialism and phenomenology. Potential topics to be covered are the historicity of values, the nature of the subject/object distinctions, life, death, meaning, and authenticity. Some possible figures for study are Husserl, Bataille, Nietzsche, Sartre, Heidegger, and Merleau-Ponty. Enrollment cap: 25 students.",3
PHIL - Philosophy,Continental Philosophy,PHIL 3312,"This course addresses topics in post-Heideggerian continental philosophy. Some potential movements and thinkers include deconstruction (Derrida), genealogy (Foucault), postmodernism (Lyotard, Agamben, RanciÅ re, Balibar), hermeneutics (Gadamer), and Critical Theory and contemporary Marxism (Benjamin, Adorno, Bourdieu, Hardt, Negri, Laclau, Mouffe). Enrollment cap: 25 students.",3
PHIL - Philosophy,Analytic Philosophy,PHIL 3314,"This class is a study of the development of analytic philosophy during the Twentieth century. Authors whose work might be discussed include: Frege, Russell, Carnap, Quine, Putnam, Davidson, Strawson, Grice, Dummett, Lewis, Kripke, Moore, Chisholm, Rawls, Williams, Austin, and Sellars.",3
PHIL - Philosophy,Perspectives on Science and Mathematics,PHIL 3317,"This course examines a selection of notable episodes and topics in the history and philosophy of science and mathematics. This inter-disciplinary course engages STEM, education, history, and natural philosophy. In addition to providing an overview of the history and philosophy of science and mathematics, this course requires students to produce a formal research project and a 5E STEM lesson plan which integrates the history or philosophy of science or mathematics. This is a required UTeach content course.",3
PHIL - Philosophy,Aesthetics/Philosophy of Art,PHIL 3330,"This course will address classic issues in the philosophy of art and beauty and the philosophy of art and art criticism. These issues will be illustrated from the fine arts and contemporary media: literature, drama, music, painting, film, and television.",3
PHIL - Philosophy,Philosophy and Film,PHIL 3331,"This course examines philosophical issues through the lens of film. Possible topics include image and reality, representation and culture, beauty, politics, morality, and aesthetic theory. Enrollment cap: 25 students.",3
PHIL - Philosophy,Philosophy of Religion,PHIL 3350,"A philosophic study of the nature and varieties of religious experience, the meaning and validation of religious belief, the act of faith, the nature and existence of God, the problem of evil, mysticism, immortality, religious belief and moral conduct, religion and myth, and religion and culture.",3
PHIL - Philosophy,Religious Literature,PHIL 3351,"In this course we will read religiously themed works of fiction, nonfiction, sacred texts from various religious traditions, and ancient and contemporary commentaries on religious texts. It can include narrative, poetry, wisdom literature, prophetic and apocalyptic literature, parables, epistles, and song. Themes include topics like the nature of belief, faith, suffering, God, theodicy, death, the afterlife, and ethics.",3
PHIL - Philosophy,"Religion, Spirituality, Ecology",PHIL 3352,"This course investigates the way religious traditions have conditioned our relationship to the environment, through a survey of both Western (Judeo-Christian-Islamic) and Eastern (Chinese, Japanese, and Indian) traditions. It also engages with recent non-traditional religious responses to our environmental crises, such as Deep Ecology, Dark Green Religions, Eco-Feminism, and nature-based spirituality.  Goals are to identify and evaluate ecological attitudes, values and practices of diverse traditions, to identify common grounds for understanding environmental issues from a religious perspective, and to highlight the specific resources that comprise such ground within scripture, ritual, myth, symbol, sacrament, and the like.",3
PHIL - Philosophy,Christianity,PHIL 3353,"Through primary source readings, discussion, and films, this course will explore questions related to Christianity's leading ideas, what has shaped its history, and what are the continuing controversies in which it is involved. The evolution of doctrine, worship and social thought will be examined in a variety of traditions--Roman Catholic, Orthodox, and Protestant--and in a variety of historical contexts, ranging from the world of the earliest followers of Jesus to contemporary theological trends.",3
PHIL - Philosophy,Islam,PHIL 3354,"This course will examine the religion of Islam: from its faith, practices, and sectarian splintering, through its expansion outside its original home to a status as a world religion, and consideration of its contemporary institutions and position in world societies throughout Asia, Europe, and the Americas.",3
PHIL - Philosophy,Buddhism,PHIL 3355,"This course takes a philosophical effect approach to Buddhist ""wisdom"" (prajna), although both ethical conduct(sila), in the form of Service Learning,  and Meditative practice (samadhi) are part of the course design. Primary focus will be on those foundational ideas and practices that are common to all the various Buddhist traditions: The Four Noble Truths, The Eightfold Path, Dharma, Abhidharma, Nirvana, etc. The course will also investigate the major variants of global Buddhism-Therevada, Mahayana, Vajrayana (pr Southern, Eastern, and Northern schools); some particular focus will be paid to those sub-schools, such as Zen and Pure Land, which have risen to global significance, however. Some investigation of ""West Coast"" or American Buddhism might also figure in this course. Major figures include Siddhartha Gautama (the ""Buddha""), Nagarjuna, Dogen, and Suzuki; major primary texts consulted should include the Dhammapada, Verses on the Middle Way, the Shobogenzo, and Words of My Perfect Teacher. Philosophical topics include (in addition to those already detailed) the notions of No-Self, Dependant Arising and Sunyata (""emptiness"").",3
PHIL - Philosophy,Judaism,PHIL 3356,"This course explores religious practice within both ancient and modern Judaism (prayer, Torah study, observing the Sabbath and holy days, keeping kosher, etc.), while considering issues about Jewish identity in changing contexts.",3
PHIL - Philosophy,Feminist Philosophy,PHIL 3360,"This course is designed to examine the variety of existing feminist theories and their roots in diverse modes of philosophical analysis. It will explore how various feminist theories are consonant with or diverge from their basetheories and from each other and whether such theories are still cogent. Methodology will incorporate both feminist pedagogy and traditional philosophical analysis, includingfeminist critique of the tradition.",3
PHIL - Philosophy,Chicana and Latin American Feminisms,PHIL 3365,"This course is designed to explore Chicana and Latin American forms of feminism, including their philosophies, history, and social movements. Enrollment cap: 25 students.",3
PHIL - Philosophy,Philosophy of Law,PHIL 3370,"Examination of the institution of law, legal concepts, legal reasoning, and the legal process. Topics may include the nature of law; the moral limits of the criminal law; legal rights; liberty, justice, and equality; punishment; responsibility; the private law (property, contract, and tort); constitutional law; and feminist jurisprudence.",3
PHIL - Philosophy,Philosophy of Education,PHIL 3380,"This course examines the nature and meaning of education as well as its role in shaping individuals and society. Topics considered may include the fundamental goals of education, the differences between teaching and indoctrination, and the economic, political, and cultural implications of various educational theories and practices.",3
PHIL - Philosophy,Special Topics,PHIL 4300,A study of selected issues or figures in philosophy; content will vary. May be repeated for additional credit as topic varies. A total of 9 credits can be earned.,3
PHIL - Philosophy,Great Thinkers,PHIL 4301,This special topic course consists of an in-depth examination of the philosophy of one or a few thematically related great thinkers.  May be repeated for additional credit as topic varies. A total of 9 credits can be earned.,3
PHIL - Philosophy,Special Topics in Applied Ethics,PHIL 4302,"This course will address the application of ethical theory to contemporary moral problems and the types of issues that arise in such applications. The particular field of applied ethics studied may vary between areas such as business ethics, biomedical ethics, environmental ethics, research ethics, etc. Topics covered may include end-of-life issues, conflicts of interest, physicians as researchers, globalization, duties to future generations, and the impact of theories like moral relativism and psychological egoism on the application of ethical theory. May be repeated for additional credit as topic varies. A total of 9 credits can be earned.",3
PHIL - Philosophy,Ethics Bowl,PHIL 4303,"This course focuses on skill development rather than acquiring knowledge of theoretical content.  Using case studies from the Association of Practical and Professional Ethics’ “Ethics Bowl” competition, we will practice identifying the primary moral issues that arise in each case, developing a structured and theory-informed position on each case, and presenting those positions both in writing and aloud.",3
PHIL - Philosophy,Special Topics on the Philosophy of Law,PHIL 4304,This course is devoted to a thorough study of specific problems of the philosophy of law and legal institutions. May be repeated for credit when topic varies.,3
PHIL - Philosophy,Special Topics in Latin American Philosophy,PHIL 4305,"This course will study different issues, themes, or figures in the field of Latin American Philosophy. Content will vary according to instructor expertise and student interest. May be repeated for additional credit as topic varies. A total of 9 credits can be earned.",3
PHIL - Philosophy,Epistemology,PHIL 4310,"This class will consider questions about the nature, criteria and sources of (epistemic) justification and knowledge. For example, under what circumstances do perception, memory, consciousness, reason and testimony endow us with justified beliefs? How is context relevant to justification and knowledge? Is there such a thing as religious knowledge? Is skepticism about the external world a serious threat? Does knowledge have a foundation? Enrollment cap: 25 students.",3
PHIL - Philosophy,Legal Reasoning and Argumentation,PHIL 4311,"This course immerses students in the practice of legal reasoning integrated with legal research, analysis and writing. Students are introduced to the basics of the legal argument form, constructing a legal syllogism, analyzing and writing legal briefs and memos, and conducting legal research on state and federal case law from NexisUnilegal database.",3
PHIL - Philosophy,Metaphysics,PHIL 4312,"Metaphysics investigates the nature, constitution and structure of reality. In this class we shall discuss some of the major problems in metaphysics. Topics include existence, modalities and possible worlds, universals and particulars, the structure of concrete particulars, space and time, events, identity across time, and realism and anti-realism. Enrollment cap: 25 students.",3
PHIL - Philosophy,Philosophy of Mind,PHIL 4314,"A study of content and consciousness, addressing the nature of awareness and experience. Topics concerning the capacities and creative powers of mind will be examined in theories based on physical, functional and metaphysical arguments.",3
PHIL - Philosophy,Philosophy of Science,PHIL 4316,"A philosophical examination of the assumptions and methodology of scientific inquiry, with examples drawn from a range of sciences. This course will consider the structure, meaning, confirmation and use of scientific theories, as well as the philosophical implications of current theories in science.",3
PHIL - Philosophy,Philosophy of Food,PHIL 4318,"An examination of the philosophical issues raised around food. This course will engage a variety of philosophical areas and how they pertain to food, including aesthetics, ethics, epistemology, and metaphysics.",3
PHIL - Philosophy,Moral Theory,PHIL 4320,"This course will consider questions about the foundations of moral justification, the nature of moral reasons, and whether a convincing case can be made for objectivity in moral judgments. A number of options in ethical theory might be discussed, including realism, metaethical relativism, noncognitivism, naturalism, sensibility theories, constructivism, and practical reasoning theories. Enrollment cap: 25 students.",3
PHIL - Philosophy,Political Philosophy,PHIL 4322,"This class aims to acquaint students with the dominant positions in political philosophy both within philosophy and in popular discourse. Topics may include: Ancient Greek Political Philosophy, Classical Liberalism, Republicanism, and Marxism & Critical Theory.",3
PHIL - Philosophy,Radical Political Philosophy,PHIL 4323,"In political theory, a radical philosophy is one that argues that significant change-down to the roots-needs to take place in order for a just political regime to exist. This is in comparison with philosophies that hold that reform or less extensive changes would be enough to produce a just political regime. This course focuses on philosophies that argue that such a radical change is necessary and can take a variety of foci to address that topic such as a contemporary, historical, or comparative philosophies. Possible topics for a course that focuses on modern thinkers might include anarchism, socialism, Marxism, feminism, environmentalism, critical race theory, queer theory, critical theory, and/or others. This course may also address the history of radical philosophy from antiquity to the present starting with Plato's Republic or Aristotle's Politics, and moving forward through time. A comparative version of this course might begin with Gandhi and then move to his impact on the civil rights movement in the United States.",3
PHIL - Philosophy,Social Philosophy,PHIL 4324,"This course looks at how social problems have been theorized by philosophers. Some major areas that this class may focus on include: race, sex, sexuality, gender, and class. We will consider how different social formations have emerged historically and how they function in the world today with an eye to mitigating their ill effects.",3
PHIL - Philosophy,Capitalism and Philosophy of Economics,PHIL 4325,"This course examines capitalism from a philosophical perspective, identifying and critically evaluating the social norms that shape production, distribution, and consumption. Students will study theories of property, labor, class, and markets from both historically foundational (e.g. John Locke, A. Smith, K. Marx, R. Luxemburg, W.E.B. DuBois, J.M. Keynes, J. Buchanan, M. Friedman) as well as a lesser known or contemporary economic, political, and social philosophers. The selection and organization of these works may be chronological or thematic, and vary by semester. Themes include the economics dimensions of human, civil rights, political power, and state functions; forms and processes of commodifications; the function of debt; the formation of subjectivity and social identities; and environmental sustainability. Students will also learn to apply economics philosophies to historical and contemporary events at the local, national, and transnational levels.",3
PHIL - Philosophy,Philosophy of Propaganda,PHIL 4327,"This is a study of propaganda with focus on political, moral-ethical, and epistemological issues. The students will discuss questions, such as, Do we really line an age of overabundant information that is ""post-truth""? What is propaganda? - Is it just a negative or positive or, even, neutral tool to spread messages? - Does there exist an anti-dote to ideological messages? If propaganda has speed into almost anything public, is there a way to know what is true? What about the morally of applying propaganda as a ""tool""? How is propaganda tied to power structures and dynamics as well as to background valuations that people do and have? Answers to these questions will draw on the rules of critical thinking, on results of social-psychological research, and on ideology analyses.",3
PHIL - Philosophy,Environmental Philosophy,PHIL 4328,"This course will look at the vibrant and growing philosophical literature concerned with the environment. This may include ethical questions such as the nature and extent of human responsibility for the environment, whether nature and the environment are intrinsically or instrumentally valuable, the nature and extent of our responsibilities to future generations, whether entities other than humans have moral rights, and the extent to which fights for civil rights and justice play out in an environmental context. It may also include discussions of philosophically rich topics such as the concept of ""nature"" and ""natural,"" what ""sustainability"" and ""resilience"" mean, whether entities like ""ecosystems"" are real or merely tools for thinking, and how we ought to think about different kinds of knowledge about environments.",3
PHIL - Philosophy,American Philosophy,PHIL 4340,"This course will explore the diverse traditions, ideas, and thinkers that have shaped American culture in the past and today. Important works from Native American, African American, Latin American, and Puritan sources may be examined, as well as works from such intellectual movements as transcendentalism and pragmatism. Enrollment cap: 25 students.",3
PHIL - Philosophy,Mexican/Mexican-American Philosophy,PHIL 4345,"Study of Mexican and/or Mexian-American philosophies in terms of their historical and political contexts, external influences, major issues, important figures, and contemporary relevance. The course will vary based on student interest and faculty expertise but may cover: indigenous Aztec and/or Mayan philosophies; philosophical perspectives on Mexican Independence and/or the Mexican Revolution; post-Revolutionary efforts to define lo mexicano; philosophical attempts to understand the Mexican-American/Chicano/a experience; perspectives on immigration, language, oppression, and/or assimilation; and contemporary debates on Mexican and/or Mexican American identity.",3
PHIL - Philosophy,Religion and Science,PHIL 4350,"This course seeks to survey the main issues in the interaction between science and religion, beginning with a comparison of the tasks of scientific and theological investigation and discourse, and looking at models of the interaction between the two, with concrete historical examples of each. In addition, the course will explore in further detail some of the major points of intersection between religion and science, including:  physics, metaphysics and cosmology; biological evolution and the assessment of its religious significance by different traditions; models of God popular among scientists and those living in a scientific age (theism, pantheism, panentheism); and ethical issues raised by developments in science and technology.",3
PHIL - Philosophy,Law and Religion,PHIL 4360,"This course will examine the dynamic, philosophical relationship between law and religion. This will involve an exploration of the natural law, common law and civil law traditions, and the way those traditions have incorporated the reciprocal relationship of law and religion.  Topics addressed in the course include but are not limited to: faith and politics, church and state, civil disobedience and conscientious objection, constitutional rights and free exercise of religion, personhood, political theology, the sacred and secular, religion and political violence, myth and nationalism, and more.",3
PHIL - Philosophy,Senior Seminar,PHIL 4380,"This course will provide the opportunity for students to bring together the research methods, writing abilities, and sophisticated critical thinking skills developed throughout the course of their philosophical training. Enrollment cap: 25 students.",3
PHIL - Philosophy,Philosophy As A Way Of Life (PWOL) Dialogue Facilitation,PHIL 4395,"Students will learn more about how to live philosophically and facilitate dialogue. This course provides a philosophical community, an academic framework, and ongoing training and support to the Philosophy as a Way of Life (PWOL) Fellows who serve as Peer Dialogue Leaders (PDLs) for select undergraduate philosophy courses at UTRGV, especiallyPHIL 1310: Ethics, Happiness, & The Good Life.",3
PHIL - Philosophy,Directed Research,PHIL 4398,This course is designed for students seeking credit through directed research. The directed research must take place in areas in which the student will be directly applying the reflective and transferable skills specific to philosophy; the student must be under direct academic supervision and must complete written assignments to be evaluated by the supervising teaching. The course may be counted as an elective toward fulfillment of the requirements for a major in Philosophy. May be repeated for additional credit as topic varies. A total of 9 credits can be earned.,3
PHIL - Philosophy,Internship,PHIL 4399,This course is designed for students seeking credit through internship. The internship must take place in a professional or research areas in which the student will be directly applying the reflective and transferable skills specific to philosophy; the student must be under direct academic supervision and must complete written assignments to be evaluated by the supervising teacher. The course may be counted as an elective toward fulfillment of the requirements for a major in Philosophy. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.,3
PHYS - Physics,Learning to be a Physicist,PHYS 1311,An introduction to Physics geared towards first-year college students. The course covers introductory problem-solving skills and math topics with emphasis in Physics applications. The course also presents an introduction to current research topics in Physics.,3
PHYS - Physics,General Physics I,PHYS 1401,"An algebra-based introduction to the principles of mechanics, fluids, heat, waves, and sound for students fulfilling a natural science requirement and premedical students. The course includes three laboratory hours a week to emphasize course concepts.",4
PHYS - Physics,General Physics II,PHYS 1402,"A continuation ofPHYS 1401covering the principles of electricity, magnetism, light, and modern physics. The course includes three laboratory hours a week to emphasize course concepts.",4
PHYS - Physics,Physics for Teachers III,PHYS 2313,"A continuation of PHYS 2411 covering the principles of heat, waves, sound, and optics.",3
PHYS - Physics,Physics for Scientists and Engineers III,PHYS 2327,"A continuation ofPHYS 2425covering the principles of heat, waves, sound, and optics.",3
PHYS - Physics,Physics for Scientists and Engineers II,PHYS 2426,"A continuation ofPHYS 2425covering the principles of electricity, magnetism, and electromagnetic wave phenomena. The course includes three laboratory hours a week to emphasize course concepts.",4
