course_code,course_name
JOUR-GA 1231,Magazine Writing Wkshp:: Covering the Food World
JOUR-GA 1250,Investigative Reporting
JOUR-GA 1260,Multimedia Storytelling
JOUR-GA 1262,Audio Storytelling
JOUR-GA 1270,Long Form Narrative
JOUR-GA 1280,The Working Journalist
JOUR-GA 1281,"Tpc in Cult Journalism: Writing About the ""Other"""
JOUR-GA 1290,Fieldwork in Journalism
JOUR-GA 1299,Directed Reading
JOUR-GA 13,Media Ethics and Law
JOUR-GA 1300,Introduction to Digital Audio Workstations
JOUR-GA 1301,Introduction to Sound Design
JOUR-GA 1310,Foundations of Non-Fiction Audio
JOUR-GA 1330,Podcast Lab
JOUR-GA 2004,Master Class in Documentary
JOUR-GA 2034,Reporting the Arts
JOUR-GA 2046,Long Form Narrative
JOUR-GA 2048,Introduction to Literary Reportage
JOUR-GA 2057,The Critical Profile
JOUR-GA 2090,Master's Thesis
JOUR-GA 2090,Master's Thesis: On the Road in the City and Nation
JOUR-GA 331,Investigative Reporting
JOUR-GA 60,Writing for a Wide Audience
LANED-GE 2035,Seminar and Practicum in Adult Second/World Language Education
LANED-GE 2040,Teaching Second Language in a Technological Society
LANED-GE 2060,Language Evaluation and Assessment
LANED-GE 2206,Second Language Acquisition: Research and Capstone Project
LANED-GE 8201,The Second Language Classroom: Elementary and Secondary
LANED-GE 8206,Second Language Acquisition: Theory and
LATC-GA 10,Elementary Quechua I
LATC-GA 1001,Intro Lat Am & Carib I: Iberian-Atl & Colonial
LATC-GA 1014,Special Topics: Comparative Racisms in the Americas
LATC-GA 1048,International Studies in Human Rights
LATC-GA 20,Intermediate Quechua I
LATC-GA 2537,Topics:: Historical Consciousness in Lat Am-Carib
LATC-GA 2965,Sp Tpcs:: Elementary Haitian Creole I
LATC-GA 2965,Sp Tpcs:: Intermediate Haitian Creole I
LATC-GA 3050,Internship Seminar
LATC-GA 3200,Research & Writing Workshop
LING-GA 1029,Intro to Morphology at An Advanced Level
LING-GA 1210,Phonology I
LING-GA 1310,Syntax I
LING-GA 1340,Semantics I
LING-GA 2540,Sociolinguistic Field Methods
LING-GA 3230,Syntax III
LING-GA 3340,Seminar in Semantics
LING-GA 3710,Sem in Neurolinguistics
LING-GA 3910,Directed Reading in Linguistics
LING-GA 3930,PhD Dissertation Research
LING-GA 44,Field Methods
LITC-GE 2002,Literacy for Learning
LITC-GE 2300,Independent Study
MA-GY 6213,Elements of Real Analysis I
MA-GY 6973,Computational Statistics
MA-GY 7033,Linear Algebra I
MA-GY 9413,Reading in Mathematics I
MA-GY 942X,Reading in Mathematics II
MA-GY 997X,MS Thesis in Math
MAINT-GE 4747,Maintenance of  Matriculation
MASY1-GC 1015,Quantitative Methods for Business Analysis
MASY1-GC 1115,Management Skills for Technology Professionals
MASY1-GC 1215,Data-Driven Decision-Making
MASY1-GC 1260,Research Process & Methodology
MASY1-GC 1315,Managing Change and Innovation
MASY1-GC 1500,Database Management
MASY1-GC 1600,Managing Technical Projects
MASY1-GC 1700,Organizational Risk Management and Information Security
MASY1-GC 1800,Emerging Technologies
MASY1-GC 2000,Foundations of Business Analytics
MASY1-GC 2100,Advanced Business Analytics
MASY1-GC 2200,Foundations of Risk Analytics
MASY1-GC 2300,Advanced Risk Analytics
MASY1-GC 2400,Foundations of Business Informatics
MASY1-GC 2500,Advanced Business Informatics
MASY1-GC 2700,Applied Research Thesis
MASY1-GC 3020,Enterprise Risk: Assessment & Mitigation
MASY1-GC 3030,Syntax Language Programming
MASY1-GC 3100,Application-Based Programming
MASY1-GC 3210,Systems Development & Analysis
MASY1-GC 3220,Information Security Management
MASY1-GC 3260,Advanced Data Warehousing Applications
MASY1-GC 3300,Technology Team Leadership
MASY1-GC 3310,Strategic Management of Technological Innovation
MASY1-GC 3325,Business Strategy & Ethics
MASY1-GC 3330,Managing Complex Change Initiatives
MASY1-GC 3335,Strategic Communications
MASY1-GC 3415,Special Topics in Management and Analytics
MASY1-GC 3500,Database Design & Management
MASY1-GC 3505,Data Process and Structure
MASY1-GC 3510,Data Mining and Data Warehousing
MASY1-GC 3520,Database Applications
MASY1-GC 3525,Advanced Database Applications
MASY1-GC 3530,Object-Oriented Systems Design
MASY1-GC 3540,Database Technologies for Web Applications
MASY1-GC 3600,Operational & Financial Risk Analysis
MASY1-GC 3605,Financial Services & Trading Institutions
MASY1-GC 3615,Crisis Management & Business Continuity
MASY1-GC 3910,Internship
MASY1-GC 4000,Research Project: Thesis
MASY1-GC 4100,Applied Project
MASY1-GC 4115,Applied Technical Project
MASY1-GC 4200,Innovation & Entrepreneurship
MASY1-GC 5000,Special Topics:: Strategic Communications and Technology Innovation
MATH-GA 1002,Multivariable Analysis
MATH-GA 1410,Intro to Math Analysis I
MATH-GA 2010,Numerical Methods I
MATH-GA 2041,Computing in Finance
MATH-GA 2043,Scientific Computing
MATH-GA 2046,Advanced Statistical Inference and Machine Learning
MATH-GA 2047,Trends in Financial Data Science
MATH-GA 2080,Computational Statistics
MATH-GA 2111,Linear Algebra
MATH-GA 2130,Algebra I
MATH-GA 2310,Topology I
MATH-GA 2350,Differential Geometry I
MATH-GA 2400,Adv Tpcs in Geometry:
MATH-GA 2430,Real Variables I
MATH-GA 2450,Complex Variables I
MATH-GA 2451,Complex Variables
MATH-GA 2490,Introduction to Partial Differential Equations
MATH-GA 2701,Methods of Applied Mathematics
MATH-GA 2702,Fluid Dynamics
MATH-GA 2707,Time Series Analysis & Statistical Arbitrage
MATH-GA 2711,Machine Learning and Computational Statistics
MATH-GA 2722,"Fixed Income: Bonds, Securitized Products, and Derivatives"
MATH-GA 2747,Stochastic Calculus & Dynamic Asset Pricing
MATH-GA 2751,Risk and Portfolio Management
MATH-GA 2755,Project & Presentation
MATH-GA 2781,"Alternative Data, Cryptocurrencies & Blockchains"
MATH-GA 2791,Financial Securities and Markets
MATH-GA 2805,"Trends in Sell-Side Modeling: XVA, Capital and Credit Derivatives"
MATH-GA 2830,Adv Tpcs in Applied Math
MATH-GA 2851,Adv Tpcs in Math Biology
MATH-GA 2901,Essentials of Probability
MATH-GA 2911,Probability Theory I
MATH-GA 3001,Geophys Fluid Dynamics
MATH-GA 3010,Adv Tpcs in Aos
MATH-GA 3771,Independent Study
MATH-GA 3773,Independent Study
MATH-GA 3775,Advanced Practical Training
MATH-GA 3881,Master's Thesis Research
MATH-GA 3991,Research
MATH-GA 3993,Research
MATH-GA 3995,Research
MATH-GA 3997,Research
MCC-GE 2001,"Media, Culture and Communication Core"
MCC-GE 2100,Sem in Media Criticism
MCC-GE 2112,Politics of The Gaze: Sensory Formations Mod
MCC-GE 2113,"Fame: Social Theories of Charisma, Recognition, and Renown"
MCC-GE 2127,MA Media Projects
MCC-GE 2142,Critical Video: Theory & Practice
MCC-GE 2145,Introduction to Methods in Media Studies
MCC-GE 2153,Media Activism
MCC-GE 2167,Transnational Media Flows
MCC-GE 2174,Professional Writing and Research Application
MCC-GE 2182,"Communication Processes: Gender,Race/Cultural Id"
MCC-GE 2199,Digital and Computational Media Workshop
MCC-GE 2200,Media Events & Spectacle
MCC-GE 2215,Consumer Culture and Media Consumption
MCC-GE 2235,Internship:Communication Studies
MCC-GE 2300,Independent Study
MCC-GE 2385,Topics in Globalization: Cultural Dimensions
MCC-GE 2417,Media Industry Alumni Masterclass
MCC-GE 2423,AI & Society
MCC-GE 2900,"Thesis in Media,Culture and Communication"
MCC-GE 3010,Special Topics in Critical Theory
MCC-GE 3100,Doctoral Core Sem I
MCC-GE 3101,Doctoral Methods Seminar
MCC-GE 3135,Special Topics in Technology Studies: Ethnography of Tech & Media
MCC-GE 3201,Dissertation Proposal
MCC-GE 3302,"NYLON New York: Technology, Culture, Politics"
MCC-GE 3400,Doctoral Professional Development Workshop
ME-GY 6043,Thermal Engineering Fundamentals
ME-GY 6213,Introduction to Solid Mechanics
ME-GY 6423,Additive Manufacturing of Metallic Materials
ME-GY 6453,Security in Additive Manufacturing
ME-GY 6513,Advanced Dynamics
ME-GY 7153,Computational Fluid Mechanics and Heat Transfer
ME-GY 7863,Special Topics: Space Robotics
ME-GY 7873,Special Topics: Bio-Optics
ME-GY 9013,Guided Readings I
ME-GY 996X,MS Project
ME-GY 997X,MS Thesis in Mechanical Engineering
ME-GY 9990,Seminar in Mechanical Engineering
ME-GY 999X,PhD Dissertation in Mechanical Engineering
MEDI-GA 2000,Medieval & Renaissance Workshop
MEDI-GA 2300,Topics in Interdisciplinary Study of the Middle Ages and Renaissance
MEDI-GA 2300,"Topics in Interdisciplinary Study of the Middle Ages and Renaissance: Renaissance Echologies: Time, Space, Voice, Textua"
MEIS-GA 1005,Advanced Arabic I
MEIS-GA 1107,Advanced Urdu I
MEIS-GA 1117,"Arabic Lit: Modern Prose & Poetry: Palestine, Poetics, Politics - Reading Mahmoud Dar"
MEIS-GA 1118,Colloquial Arabic:: Levantine Arabic I
MEIS-GA 1415,Advanced Persian Contemporary Lit
MEIS-GA 1514,Advanced Turkish: Mod Turkish Lit I
MEIS-GA 1643,Literature of The Field:
MEIS-GA 1687,Prob & Meth in Mideast Studies
MEIS-GA 1770,Topics:
MEIS-GA 1770,Topics:: Arabic Debate
MEIS-GA 1770,Topics:: Gender and Sexuality in Modern Middle East History
MEIS-GA 1770,"Topics:: History, Fiction and Narrative Arabic Prose"
MEIS-GA 1770,Topics:: Mediterraneanism in Literature and Culture
MEIS-GA 1770,Topics:: Mobility in Early Modern Eurasia
MEIS-GA 1770,Topics:: Rethinking Civilization
MEIS-GA 2901,MA Thesis Research
MEIS-GA 2961,Directed Study in Middle East and Islamic Studies
MEIS-GA 2997,Independent Study
MEIS-GA 3401,Directed Study: Persian Lit I
MEIS-GA 3501,Directed Study: Turkish Language
MEIS-GA 3801,Dissertation Research
MEIS-GA 9105,Advanced Arabic I
MG-GY 6013,ORGANIZATIONAL BEHAVIOR
MG-GY 6023,ECONOMICS AND STRATEGY
MG-GY 6033,FINANCIAL ANALYSIS FOR TECH MANAGERS
MG-GY 6073,MARKETING
MG-GY 6103,MANAGEMENT SCIENCE
MG-GY 6183,COMMUNICATION FOR TECH MANAGERS
MG-GY 6193,STATISTICS FOR DATA ANALYSTS
MG-GY 6203,DATA VISUALIZATION FOR BUSINESS INTELLIGENCE
MG-GY 6303,OPERATIONS MANAGEMENT
MG-GY 6343,HUMAN CAPITAL ENGINEERING & ANALYTICS
MG-GY 6373,"Human Capital Big Data, Predictive Analytics, & ROI"
MG-GY 6463,Supply Chain Management
MG-GY 6503,MANAGEMENT OF INFORMATION TECHNOLOGY AND INFORMATION SYSTEMS
MG-GY 7703,ENTREPRENEURSHIP
MG-GY 7953,Global Innovation
MG-GY 8203,PROJECT MANAGEMENT
MG-GY 8213,INFORMATION SECURITY FOR MANAGERS
MG-GY 8233,QUALITY MANAGEMENT/SIX-SIGMA
MG-GY 8303,HUMAN RESOURCE MANAGEMENT SYSTEMS
MG-GY 8401,PROGRAMMING FOR BUSINESS INTELLIGENCE AND ANALYTICS
MG-GY 8411,DATA ENGINEERING
MG-GY 8413,BUSINESS ANALYTICS
MG-GY 8421,Programming for Generative AI
MG-GY 8423,MACHINE LEARNING FOR BUSINESS
MG-GY 8613,PRODUCT DESIGN STUDIO
MG-GY 8623,DESIGN STRATEGIES
MG-GY 8643,NEW PRODUCT DEVELOPMENT
MG-GY 8673,Technology Strategy
MG-GY 8683,ECONOMICS AND STRATEGIES FOR DIGITAL PLATFORMS
MG-GY 8823,Digital Civics for Social Innovation
MG-GY 8863,From Correlation to Causation: Data Science for Decision Making
MG-GY 9013,Design Thinking for Creative Problem Solving
MG-GY 9503,MOT Capstone Project Course
MG-GY 9753,SELECTED TOPICS IN MANAGEMENT: FinTech: FINANCE INDUSTRY TRANSFORMATION
MG-GY 9781,Selected Topics in Management: BEYOND DATA: GENAI-DRIVEN BUSINESS STRATEGY
MG-GY 9913,INDEPENDENT RESEARCH
MG-GY 999X,PHD DISSERTATION IN TECHNOLOGY MANAGEMENT
MHA-GP 1811,Managing Healthcare Organizations
MHA-GP 1812,Health Policy and the Health System I
MHA-GP 1822,Accounting for Healthcare Management
MHA-GP 1841,Managerial Accounting for Healthcare Organizations
MHA-GP 1853,Introduction to Health Economics
MHA-GP 2843,Principles of Human Resources Management for Healthcare Organizations
MHA-GP 2861,Capital Financing and Advanced Issues in Financial Mgmt
MHA-GP 3873,Advanced Simulation in Healthcare Management
MHA-GP 4832,Strategic Management of Healthcare Organizations
MHA-GP 4833,Entrepreneurship for Healthcare Organizations
MHA-GP 4842,Healthcare Information Technology: Public Policy and Management
MHA-GP 4851,"Healthcare Law, Governance, and Ethics"
MHA-GP 4852,Healthcare Marketing and Strategic Communications
MHA-GP 4862,Health Equity
MHA-GP 4863,Operations Management for Healthcare Organizations
MHA-GP 4871,Continuous Quality Improvement
MHA-GP 4872,Data Visualization
MHA-GP 4873,Advanced Data Analysis
MPABR-GE 2111,Brass Instemnt (Private Lessons)
MPABR-GE 2121,Brass Choir
MPABR-GE 2131,Chamber Ensemble
MPABR-GE 2141,Brass and Piano Repertoire
MPABR-GE 2181,Graduate Recital in Brass
MPADE-GE 2006,Yoga and Pilates: Dynamic Alignment Principles
MPADE-GE 2023,Tap Dance
MPADE-GE 2025,Hip Hop Dance Culture
MPADE-GE 2029,Jazz Dance Techniques
MPADE-GE 2040,"History, Culture & Pedagogy of Early American Modern Dance"
MPADE-GE 2104,Beginning Ballet
MPADE-GE 2201,West African Dance
MPADE-GE 2202,Afro-Caribbean Dance
MPADE-GE 2265,Theory & Philosophy of Dance Education
MPADE-GE 2267,Theory/Method Ballet Pedagogy ABT Training Curriculum
MPADE-GE 2277,Fieldwork in Dance:High Educ and Professions
MPADE-GE 2300,Ind Study
MPADE-GE 2452,Teaching Creative Movement
MPADE-GE 2453,Dance for Students with Special Needs
MPADE-GE 2454,Open Structures & Guided Discovery in Dance Composition
MPADE-GE 2509,Culminating Seminar in Dance Education
MPADE-GE 2601,Anthropology of Dance I
MPADE-GE 2607,Student Teach in Dance: Elementary School
MPADE-GE 2608,Student Teach in Dance: Secondary School
MPADE-GE 2610,Kaleidoscope Dancers I
MPADE-GE 2805,Professional Development I
MPADT-GE 2114,Intro to Drama Therapy
MPADT-GE 2115,Psychodrama & Sociometry
MPADT-GE 2117,Proj Techn Drama Therapy
MPADT-GE 2119,Adv Theory & Research in Drama Therapy
MPADT-GE 2131,Group Dynamics: Theory and Practice in Drama Therapy
MPADT-GE 2133,Drama Therapy in Schools
MPADT-GE 2136,Thesis Seminar in Drama Therapy
MPADT-GE 2300,Independent Study
MPADT-GE 2303,Internship and Seminar in Drama Therapy
MPAET-GE 2005,Intro to Theatre for Young and Audiences I
MPAET-GE 2030,Dramatic Activities in The Elementary Classroom
MPAET-GE 2042,Storytelling in The Classroom
MPAET-GE 2101,Applied Theatre I
MPAET-GE 2105,Beginning Playwriting
MPAET-GE 2109,Studies in Directing
MPAET-GE 2110,Devised Theatre:  Theory & Technique
MPAET-GE 2113,Physical Theatre Improvisation
MPAET-GE 2114,Creating Ethnodrama & Documentary Theatre
MPAET-GE 2117,Verbatim Performance Lab Internship
MPAET-GE 2134,Sem & Field Exp in Tchg Elem/Drama/Theat Clsrm
MPAET-GE 2171,Shakespeare's Theatre I
MPAET-GE 2193,Drama in Education I
MPAET-GE 2300,Independent Study
MPAET-GE 2400,Sem in Applied Theatre Rsch
MPAET-GE 2953,The Teaching Artist
MPAET-GE 2965,Introduction  to  Theatre of The Oppressed
MPAET-GE 2977,Understanding Diversity Teaching Pluralism
MPAET-GE 2988,Assessment of Student Work in Drama
MPAGC-GE 2087,NYU Orchestra
MPAGC-GE 2505,Creating a Career as a Professional Musician
MPAIA-GE 2010,Human Dev/Ed in Arts
MPAIA-GE 3097,Dissertation Proposal Seminar
MPAIA-GE 3400,Performing Arts Research Collegium
MPAIA-GE 3402,DMA Recital
MPAJZ-GE 2026,Colloquy in Music
MPAJZ-GE 2075,Jazz Improvisation I
MPAJZ-GE 2078,The Roots of Jazz: An Original American Art Form
MPAJZ-GE 2088,Jazz Ensemble
MPAJZ-GE 2089,Jazz Arranging: Process and Analysis
MPAJZ-GE 2121,Jazz History
MPAJZ-GE 2273,Jazz Arranging & Composition I
MPAJZ-GE 2300,Independent Study
MPAJZ-GE 2370,Instrumental Jazz (Private Lessons)
MPAMB-GE 2001,Music Business Graduate Prof Develpmnt Sequence
MPAMB-GE 2101,Principles and Practice in The Music Industry
MPAMB-GE 2102,Law and Music Industry
MPAMB-GE 2201,Artists and Repertoire Seminar Music Business
MPAMB-GE 2203,Emerging Models and Markets for Music
MPAMB-GE 2206,Strategic Marketing in The Music Industry
MPAMB-GE 2208,Music Innovation and Social Change
MPAMB-GE 2211,Data Analysis in the Music Industry: Strategy & Application
MPAMB-GE 2225,Music Publishing: Background Practice
MPAMB-GE 2300,Independent Study
MPAMB-GE 2301,Music Business Graduate Internship
MPAMB-GE 2312,Writing in the Music Industry
MPAMB-GE 2314,Advanced Topics in Recorded Music and Music Publishing
MPAME-GE 2021,Music Reference and Research Materials
MPAME-GE 2035,Technological Trends in Music Education
MPAMT-GE 2043,Music Therapy Practicum: Children & Adolescene
MPAMT-GE 2300,Independent Study
MPAMT-GE 2930,Intro Music Therapy
MPAMT-GE 2931,Music Therapy: Advanced Theory and Methods I
MPAMT-GE 2934,Clinical Improvisation in Music Therapy
MPAMT-GE 2935,Internship in Music Therapy I
MPAMT-GE 2940,Theory and Application of Improvisation in Music Therapy
MPAMT-GE 2942,Key Concepts in Music Therapy II
MPAMT-GE 2946,Music Improvisation for Artistic Growth
MPAMT-GE 2947,Group Music Therapy I
MPAMT-GE 2948,Group Music Therapy II
MPAMT-GE 2949,Music Therapy Final Project
MPAMT-GE 2951,Current Issues in Music Therapy
MPAPA-GE 2001,Internship Performing Arts Admin I
MPAPA-GE 2002,Internship Performing Arts Admin II
MPAPA-GE 2105,Marketing The Performing Arts
MPAPA-GE 2110,Audience and Community Engagement in Community Arts Organizations
MPAPA-GE 2120,Plnng & Fin F/ The P/a
MPAPA-GE 2130,Environment of Performing Arts Administration.
MPAPA-GE 2131,Prin/Prac Performing Arts Administration
MPAPA-GE 2300,Ind Study
MPAPE-GE 2026,Colloquy in Music
MPAPE-GE 2034,Instrumental Techniques and Materials: Chamber Music
MPAPE-GE 2041,The Art of Piano:  Pedagogy & Practice I
MPAPE-GE 2186,Piano Literature II
MPAPE-GE 2356,Piano (Private Lessons)
MPAPS-GE 2111,Percussion Instrmnt (Private Lessons
MPAPS-GE 2131,Percussion Ensembles
MPAPS-GE 2151,Percussion Laboratory
MPAPS-GE 2181,Graduate Recital in Percussion
MPAPS-GE 2221,Contemporary Music Ensemble
MPASS-GE 2111,Stringed Instruments (Private Lessons)
MPASS-GE 2112,Alexander Technique (Private Lessons)
MPASS-GE 2113,Baroque Dance for Musicians
MPASS-GE 2131,Instrumental Techniques and Materials: Chamber Music
MPASS-GE 2132,Baroque Ensemble
MPASS-GE 2134,Audition Class
MPASS-GE 2141,Violin Class
MPASS-GE 2142,Viola Class
MPASS-GE 2143,Cello Class
MPASS-GE 2144,Bass Class
MPASS-GE 2151,Violin Orchestral Repertoire
MPASS-GE 2153,Cello Orchestral Repertoire
MPASS-GE 2155,Harp Orchestral Repertoire
MPASS-GE 2161,Violin Pedagogy
MPASS-GE 2171,Violin Technique Class
MPASS-GE 2174,Bass Technique Class
MPASS-GE 2175,Harp Technique Class
MPASS-GE 2181,Graduate Recital in Strings
MPASS-GE 2300,Independent Study
MPATC-GE 2024,Seminar in Composition: Advanced Scoring Toolkit
MPATC-GE 2025,African-American Music: Its Origins and Influence
MPATC-GE 2026,Colloquy in Music
MPATC-GE 2027,Seminar in Composition: String Quartet I
MPATC-GE 2034,Composer’s Ensemble
MPATC-GE 2035,Graduate Review of Aural Skills
MPATC-GE 2036,Screen Scoring Recording Sessions
MPATC-GE 2039,Contemporary Music
MPATC-GE 2041,Scoring Techniques: Video Games
MPATC-GE 2043,"Graduate Scoring Foundations: Harmony, Narrative, and Film Language"
MPATC-GE 2048,Scoring Techniques: Film & Animation
MPATC-GE 2049,Contemporary Scoring Techniques
MPATC-GE 2067,Music History I: Medieval & Renaissance
MPATC-GE 2068,Music History II: Baroque & Classical
MPATC-GE 2077,Music History III: Romantic
MPATC-GE 2078,Music History IV: Twentieth Century
MPATC-GE 2079,Music History: Music & Protest
MPATC-GE 2081,Advanced Orchestration: Screen Scoring
MPATC-GE 2082,Advanced Orchestration: Concert Music
MPATC-GE 2090,Songwriters Forum
MPATC-GE 2095,Songwriting History and Criticism: 14 Songs I
MPATC-GE 2098,Orchestration II
MPATC-GE 2131,Conducting: Foundations
MPATC-GE 2133,Conducting: Intermediate Instrumental
MPATC-GE 2134,Conducting: Advanced Musical Theater
MPATC-GE 2135,Conducting: Advanced Instrumental
MPATC-GE 2136,Mixing in the Digital Audio Workstation
MPATC-GE 2202,Sem in Music North Indian & Balinese Gamelan Analysis
MPATC-GE 2203,Seminar in Music Theory: Survey of Analytical Techniques
MPATC-GE 2232,Graduate Review of Tonal Theory
MPATC-GE 2248,Music History: Gender and Sexuality in Music
MPATC-GE 2300,Ind Study
MPATC-GE 2301,Music Fundamentals
MPATC-GE 2321,Private Composition Lessons
MPATC-GE 2323,Global Soundscapes: A Survey of Musical Traditions
MPATC-GE 2424,Composers Forum
MPATC-GE 2429,Music Notation
MPATC-GE 2501,Narrative and Theatrical Songwriting
MPATC-GE 2506,"Rights, Revenue & Relationships: What Music Creators Need to Know"
MPATC-GE 2520,Seminar in Composition: Masterclass with Julia Wolfe
MPATC-GE 2550,"Screen Music: History, Analysis, and Aesthetics."
MPATC-GE 2555,Music Editing for Screen Music
MPATC-GE 2637,Production for Songwriters
MPATC-GE 2638,Production for Producers
MPATE-GE 2013,Audio Mastering
MPATE-GE 2017,Electronic Product Design for Music and Audio
MPATE-GE 2036,Adv Musical Acoust
MPATE-GE 2037,Elect Music Synthesis: Fundamental Techn.
MPATE-GE 2038,Creating With Interact Media
MPATE-GE 2042,Psychology of Music
MPATE-GE 2047,Advanced Computer Music
MPATE-GE 2056,Advanced Projects in Immersive Sound
MPATE-GE 2136,Procedural Audio
MPATE-GE 2300,Independent Study
MPATE-GE 2315,Colloquy Tonmeister
MPATE-GE 2472,"Music Lit of the 20 Cent: Sound, Music, Tech (1900-Present)"
MPATE-GE 2590,Graduate Fundamentals of Music Technology
MPATE-GE 2598,Fundamentals of Digital Signal Theory Lab
MPATE-GE 2599,Fundamentals of Digital Signal Theory
MPATE-GE 2600,Graduate Seminar in Music Technology
MPATE-GE 2601,Colloquy in Music Technology
MPATE-GE 2602,Thesis in Music Technology I
MPATE-GE 2603,Thesis in Music Technology II
MPATE-GE 2605,Grad Intern Music Tech
MPATE-GE 2608,Algorithmic Composition and Computer Music Programming using Java
MPATE-GE 2609,Electronic Music Performance
MPATE-GE 2611,Concert Recording I
MPATE-GE 2613,3 D Audio
MPATE-GE 2614,Max Programming I
MPATE-GE 2619,Live Sound Reinforcement
MPATE-GE 2620,Audio for Video I
MPATE-GE 2623,Music Info Retrieval
MPATE-GE 2627,Aesthetics of Recording
MPATE-GE 2628,Audio for The Web
MPATE-GE 2629,Adv Audio Production
MPATE-GE 2635,Audio for Games and Immersive Environments
MPATE-GE 2639,Adv Topics Music Tech: C++Audio Application Development
MPATE-GE 2650,Ear Training for Audio Engineers
MPATE-GE 3060,Doctoral Symposium in Music Technology
MPAVP-GE 2111,Vocal Training (Private Lessons)
MPAVP-GE 2112,Vocal Coaching: Advanced
MPAVP-GE 2113,Alexander Technique (Private Lessons)
MPAVP-GE 2121,Colloquium in Music and Music Education
MPAVP-GE 2122,Recital
MPAVP-GE 2123,Beginning Ballet
MPAVP-GE 2124,Beginning Modern Dance Techniques
MPAVP-GE 2126,Tap Dance
MPAVP-GE 2127,Music Theatre Dance
MPAVP-GE 2131,Intensive Lyric Diction for Singers: Italian
MPAVP-GE 2132,Intensive Lyric Diction for Singers: English
MPAVP-GE 2141,Graduate Acting for Singers I
MPAVP-GE 2143,Graduate Acting for Singers III
MPAVP-GE 2151,Script Analysis and Dramaturgical Process
MPAVP-GE 2171,Vocal Pedagogy: Research
MPAVP-GE 2174,Vocal Repertoire for Teaching II
MPAVP-GE 2176,Vocology Research: Care of the Singing Voice
MPAVP-GE 2181,Instrumental Techniques and Materials: Chamber Music
MPAVP-GE 2221,Opera Workshop
MPAVP-GE 2222,Opera Studies I: European Opera; Origins through the 18th Century
MPAVP-GE 2223,Opera Studies II: European Opera; The 19th Century
MPAVP-GE 2257,Contemporary Voice Workshop: Digital Media Performance Lab
MPAVP-GE 2261,Song Repertoire:English
MPAVP-GE 2262,Song Repertoire:German
MPAVP-GE 2300,Independent Study
MPAVP-GE 2311,Music Theatre Workshop: Song Analysis I
MPAVP-GE 2313,Musical Theatre Workshop: Audition Skills
MPAVP-GE 2351,Music Theatre History I
MPAVP-GE 2410,Vocal Training Non-Vocal Performance Majors
MPAWW-GE 2083,NYU Wind Symphony:
MPAWW-GE 2111,Wind Instrmnt (Private Lessons)
MPAWW-GE 2123,Saxophone Orchestra
MPAWW-GE 2132,Orchestral Flutes
MPAWW-GE 2134,NYU Chamber Ensembles
MPAWW-GE 2141,Flute Studio Class
MPAWW-GE 2142,Clarinet Studio Class
MPAWW-GE 2143,Double Reed Studio Class
MPAWW-GE 2144,Saxophone Studio Class
MPAWW-GE 2145,Reed Making
MPAWW-GE 2181,Graduate Recital in Woodwinds
MSEM1-GC 1005,Financial Analysis for Events
MSEM1-GC 1010,Event Production and Design
MSEM1-GC 1015,Managing Contracts and Risks
MSEM1-GC 1020,Event Marketing Strategies
MSEM1-GC 1025,Research and Data Analytics
MSEM1-GC 1030,Quantitative Methods for Business
MSEM1-GC 1035,Entrepreneurship and Business Plan Development
MSEM1-GC 1100,Internship
MSEM1-GC 2000,Project Management for Events
MSEM1-GC 2005,HRM and Volunteer Management
MSEM1-GC 2010,Digital Marketing and Social Media
MSEM1-GC 2015,Managing Your Event Business
MSEM1-GC 2020,Facilities and Venue Management
MSEM1-GC 2025,The Business of Sports
MSEM1-GC 2040,Event Technologies
MSEM1-GC 2050,Current Issues in Events
MSEM1-GC 3000,Consulting Practicum
MSEM1-GC 3005,Individual Thesis
MSFP1-GC 1000,Financial Planning Analysis and Risk Management
MSFP1-GC 1005,Investment and Wealth Management
MSFP1-GC 1010,Income Taxation and Strategy
MSFP1-GC 1015,Retirement Planning Strategies
MSFP1-GC 1020,"Estates, Gifts, and Trusts"
MSFP1-GC 1025,Research Applications in Financial Planning
MSFP1-GC 2005,Communication for the Professional Engagement
MSFP1-GC 2015,Applied Statistics
MSFP1-GC 2025,Personal Finance Analytics
MSFP1-GC 2200,Special Topic
MSFP1-GC 4000,Capstone
MSMS-GA 1010,Intro to Archives
MSMS-GA 1500,History and Theory of Museums
MSMS-GA 1502,Museum Management
MSMS-GA 1750,Intro to Public History
MSMS-GA 2033,Creating Digital History
MSMS-GA 2220,Museums and the Law
MSMS-GA 2224,Museum Education
MSMS-GA 2228,Museums and Communities
MSMS-GA 3330,Topics in Museum Studies
MSMS-GA 3330,Topics in Museum Studies: Decolonizing Museums
MSMS-GA 3335,Museums & Contemporary Art
MSMS-GA 3915,Research in Museum Studies
MSMS-GA 3990,Internship
MSMS-GA 3991,Research Seminar
MSPM1-GC 1000,Principles of Project Management
MSPM1-GC 1005,Leading Global Organizations
MSPM1-GC 1010,Transforming Organizations
MSPM1-GC 1015,Organizational Ethics
MSPM1-GC 1020,Intercultural Business Communication
MSPM1-GC 1025,Management of Information Systems
MSPM1-GC 2000,Applying Project Management Principles in IT
MSPM1-GC 2010,Project Information and Communication Management
MSPM1-GC 2020,Project Risk Analysis and Quality Assurance
MSPM1-GC 2030,Project Management Operations
