subject,level,course_code,course_title,credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,195,Community Internships in Social Welfare,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,199,Directed Research in Social Welfare,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,202A-202B,Dynamics of Human Behavior,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,"201A, 201B",Deviations and pathologies or stresses in Self-Awareness and Intergroup Dialogue,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,229B,Craft of Social Welfare Scholarship II.,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,229C,Craft of Social Welfare Scholarship III.,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,231A,Family Systems Interventions,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,231B,Advanced Social Welfare Practice,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,231E,Advanced Social Welfare Practice: School So- denced-based practice training with children and their struments of government reform—have moved this,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,231F,Advanced Social Welfare Practice: Cognitive- ment. How to engage in collaborative treatment plan- vides students with tools necessary to organize and,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,241K,"Advanced Social Welfare Practice: Policy practice levels. Vicarious trauma, care for caregivers, niques for social work practice. In Progress (281A,",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,242,"Resilience, Risk, and Thriving among Children policy, mass incarceration, community organizing, clude research tasks such as conducting literature re-",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M249A,Introduction to Luskin PhD Research,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M249B,Introduction to Qualitative Research,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M249C,Logic of Inference and Causation,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,"M249A, M249B","Required in first or second year of research capstone, including data gathering and pre- strengths and limitations of current approaches to",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,251A,"Advanced Social Welfare Practice: Domestic tion of experimental designs, survey research",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,285H,Program Evaluation Research,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,285I,Research in Youth Populations,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,286A,Survey of Research Methods,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,286B,Advanced Research Methods,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,286C,Research Internship,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,290A-290B-290C,Seminars: Social Work,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,290D,Criminal Justice and Mass Incarceration,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,290E,"Lesbian, Gay, Bisexual, and Transgender ysis of decision-making processes that affect social signed readings are distributed in advance of each",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M297F,Career Planning and Management,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M290S,"Politics, Power, and Philanthropy",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,290F,Firearm Violence Prevention Policy,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,401A-401B-401C,Practicum: Social Work,3
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,402A-402B-402C,"Advanced Practicum: Social Joan B. Silk, PhD wide range of disparate scholarship through",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,490,"Professional Communication for Social Wel- Nanibaa’ A. Garrison, PhD Undergraduate Majors",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,501,Cooperative Program,2 to 8
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,596A,"Special Study and Research in Social Welfare. Michelle A. Rensel, PhD",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,596B,Special Study and Research for PhD Candi- The Human Biology and Society majors pro- • Skills to critically analyze and evaluate quali-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,597A,Preparation for MSW Comprehensive Exam-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,597B,Preparation for PhD Qualifying Examinations. institutional divide between the life sciences ten and oral arguments that integrate biologi-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,599,PhD Dissertation Research in Social Welfare. (2 • Skills at communicating across disciplines,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,89,Honors Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,89HC,Honors Contracts,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,101,Genetic Concepts for Human Sciences,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,5,Integrative Approaches to Human Biology and levels and culminating in exploration of notion of co- contemporary posthuman formations. Study is in-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,19,Fiat Lux Freshman Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M71A-M71B-M71CW,"Biotechnology and Society. testing. Discussion of human cloning for reproductive search, focus on how genomic analysis has shed new",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M72A-M72B-M72CW,Sex from Biology to Gen- manifest in technologies that cut across disciplines to and systematic exclusion of those in subordinate so-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M126,"Genes, Disease, and Culture",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,130,Biotechnology and Society,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,131,"Social and Historical Study of Information, systematics, phylogenetics/phylogenomics and com- tives in U.S., Canada, and Europe from 1920s to",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M132,Food Cultures and Food Politics,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M133,Environmental Sociology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,134,Food and Health in Global Perspective,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,163,"Science and Popular Movements: Controversy, information campaigns and conspiracy theories. grading",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,164,Ethics in Health and Research,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,165,Introduction to Bioethics,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M166,Health-Care Ethics,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,188SB,Individual Studies for USIE Facilitators,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,188SA,Enforced corequisite: Honors Collegium 101E,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,174,What's Wrong with Science?,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,196,"Research Apprenticeship in Society and Genet- Patrick C. Heuveline, PhD Natasha M. Quadlin, PhD",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,197,"Individual Studies in Society and Genetics. (2 to Hannah L. Landecker, PhD LaToya Baldwin Clark, JD, PhD",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,199,"Directed Research in Society and Genetics. (2 Gabriel Rossman, PhD Giovanni Rossi, PhD",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,375,Teaching Apprentice Practicum,1 to 4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,10,Social Thought and Origins of Sociology,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,19,Fiat Lux Freshman Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,51,Sociology of Migration,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,M72A-M72B-M72CW,"Sex from Biology to Gen- Students learn about using theories to analyze real- private sectors—from preschool to higher education,",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,89,Honors Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,89HC,Honors Contracts,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,99,Student Research Program,1 to 2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,116,Social Demography,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,101,Development of Sociological Theory,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,102,Contemporary Sociological Theory,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,106A,Field Research Methods I.,6
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,106B,Field Research Methods II.,6
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,110,Comparative and Historical Methods,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,129,Sociology of Time,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,130,Self and Society,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,131,Careers in Sociology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,132,"Social Psychology: Sociological Approaches. ical issues facing broad Asian community, in context 145. Sociology of Deviant Behavior",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,133,Collective Behavior,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,134,Culture and Personality,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,135,Sociology of Body,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M136,"Eating Society: Science and Politics of Food contemporary world. In recent decades, prompted by experience, and response to aging in contemporary",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,152,Comparative Acculturation and Assimilation,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M137,Historical Sociology of Urban/Rural Relations qualitative methods of research. Designed to help stu-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M155,Latinos in U.S.,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,156,Race and Ethnicity in American Life,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,157,Social Stratification,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,158,Urban Sociology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M161,Comparative American Indian Societies,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M174,Sociology of Family,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M162,Sociology of Gender,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M175,Sociology of Education,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M163,Gender and Work,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M164,Politics of Reproduction and Everyday Life. participation; educational policies to improve school with faculty mentor to discuss selected USIE seminar,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M165,Sociology of Race and Labor,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,189HC,Honors Contracts,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191A,Undergraduate Seminar: Self and Identity,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191B,Undergraduate Seminar: Sociology of Humor Letter grading. 191S. Undergraduate Seminar: Sociology of Gender,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191C,"Undergraduate Seminar: Money and Emo- population to its environment. Topics include density, repression, discrimination, and privilege, independent",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191D,Undergraduate Seminar: Sociology of Devel- C191N. Undergraduate Seminar: Urban and Subur- project. Letter grading,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M191DC,"CAPPP Washington, DC, Research Semi- Analysis of city politics, house and architectural styles, West. Topics include honor, discipline, bureaucracy,",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191E,Undergraduate Seminar: Population Growth,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191F,"Undergraduate Seminar: Sociology of Global- ghetto, education, urban poor, public housing, and M194DC. Quarter in Washington, DC, Research",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191O,Undergraduate Seminar: Ideals of Love in Quarter in Washington students and other students,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191H,Honors Seminars: Sociology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191J,Undergraduate Seminar: Mexican Society,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,191K,Undergraduate Seminar: Cigarettes and and development of observational and analytic skills. and write final research paper. Faculty sponsor and,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,M195DC,"Quarter in Washington, DC, Internships. ods",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,198A-198B-198C,"Honors Research in Sociology. (4– three hours; laboratory, one hour. Requisites: courses well as their comparative strengths and weaknesses",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,199,Directed Research in Sociology,2 to 4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,199A-199B,Directed Research in Language and So- S/U or letter grading. tion models and their dynamics in population pro-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Upper-Division,211A-211B,Comparative and Historical Methods,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,201A-201B-201C,Proseminars: Sociology,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,202A-202B,Theory and Research in Sociology. (4– niques. Requisite: course 211A. Topics include hours. Enforced requisite: course 216A. Practical ap-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,203,How to Write a Lot,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,220,Self and Society,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,204,Topics in Sociological Theorizing,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,205,Family and Social Change,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,234,Sociology of Development,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M225A,"Applications of Economic Theory: California velopmental state, import substitution industrializa- recent sociological and historical work on how",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,235A-235B,Race/Ethnicity in U.S.,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,226A-226B,"Introduction to Theory and Major Em- cial/ethnic groups, to situate contemporary experi- adigms make space for gender or does feminist-in-",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,236A,International Migration,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,227,Sociology of Knowledge,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,228,Critical Issues in Macrosociology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,230A-230B,"Comparative Ethnicity, Race, and Na- oretical debates of field and empirical data and case",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,230C,"Comparative Ethnicity, Race, and National- Designed for students beginning or undertaking orig-",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M231,"Race, Class, and Gender: Constructing Black M238. Sociology of Gender and Sexuality",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,239A-239B,"Social Stratification, Mobility, and In-",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,250,Sociology of Health,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,251,Social Movements,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M252,Selected Topics in Sociology of Gender,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,254,"Human Capital, Social Capital, and Cultural ground presented in American Indian Studies M200A and suburbs in America, with stress on global cities",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M255,Cross-Cultural Perspectives on Gender,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M280,"Trafficking, Gender, Health, and Human",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,256,Demography,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,257,Demography of Marriage Formation and Disso- and blurred lines between discourse on commercial sophical in nature. S/U grading,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,C258,Talk and Social Institutions,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,260,"Economy and Society. Discussion, two hours. medicine. Topics include medicine, culture, and capi- gies and designs. Letter grading",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M262,Black Families and Relationships,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,501,Cooperative Program,2 to 8
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,595,Directed Research for Master’s Paper,4 to 12
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,596,"Directed Individual Study and Research in So- Stephen C. Tobin, PhD",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,597,Individual Study for Examinations,4 to 12
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,599,Research in Sociology for PhD Candidates. (4 Undergraduate Majors,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,17,Intensive Elementary Quechua,12
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,18A-18B-18C,Elementary Quechua,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,19,Fiat Lux Freshman Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,99,Student Research Program,1 to 2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,119A-119B-119C,Advanced Quechua,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,1,Elementary Zapotec,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,2,Elementary Zapotec,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,3,Elementary Zapotec,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,5A-5B-5C,Elementary Nahuatl,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,25,Advanced Portuguese,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,25A,Advanced Portuguese: Summer Course,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,11B,Advanced Portuguese course with cultural activi- Study of modern relations between Portugal and Por-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,26,Language and Popular Culture,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,26A,"Language and Popular Culture: Summer American, and Luso-Brazilian Worlds",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,27,Writing Studies: Afro-Luso-Brazilian World,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,27A,Advanced Composition and Style: Summer guese,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,40A-40B,"Portuguese, Brazilian, and African Litera- NP or letter grading. Seminar, two hours. Requisite: course 27. Students",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,46,Brazil and Portuguese-Speaking World,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,89,Honors Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,89HC,Honors Contracts,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,99,Student Research Program,1 to 2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,232,19th-Century Brazilian Literature and Culture,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,197,Individual Studies in Portuguese,2 to 4
