Course Code,Course Title
MKTG 5654,Managing the Mktg Function
MKTG 5704,International Marketing Strategy
MKTG 5894,Final Examination
MKTG 5904,Project and Report
MKTG 5954,Study Abroad
MKTG 5964,Field Study
MKTG 5974,Independent Study
MKTG 5984,Special Study
MKTG 5994,Research and Thesis
MKTG 6105,Advanced Topics In Marketing
MKTG 6106,Advanced Topics In Marketing
MKTG 6204,Judgement and Decision Making Research in Marketing
MKTG 6234,Experimental Methods in Business Research
MKTG 6244,Advanced Quantitative Research Methods in Business
MKTG 6254,Bayesian Methods and Applications in Business Research
MKTG 6264,Applied Multivariate Statistics for Business Research
MKTG 6274,Seminar in Dissertation Proposal and Career Development
MKTG 6304,Seminar in Buyer Behavior Research
MKTG 6984,Special Study
MKTG 7994,Research and Dissertation
MN 1004,Introduction to Naval Science
MN 1014,Naval Fitness
MN 1104,Naval Ships Systems I: Engineering
MN 1984,Special Study
MN 2004,Naval Ships Systems II: Weapons
MN 2104,Seapower and Maritime Affairs
MN 2974,Independent Study
MN 2984,Special Study
MN 3005,Navigation and Naval Operations
MN 3006,Navigation and Naval Operations
MN 3204,Evolution of Warfare
MN 4005,Leadership and Management/Ethics
MN 4006,Leadership and Management/Ethics
MN 4204,Amphibious Warfare
MN 4974,Independent Study
MN 4984,Special Study
MS 1005,"Military Science I, Army Reserve Officer Training Corps"
MS 1006,"Military Science I, Army Reserve Officer Training Corps"
MS 2005,"Military Science II, Army Reserve Officer Training Corps"
MS 2006,"Military Science II, Army Reserve Officer Training Corps"
MS 2974,Independent Study
MS 2984,Special Study
MS 3005,"Military Science III, Army Reserve Officer Training Corps"
MS 3006,"Military Science III, Army Reserve Officer Training Corps"
MS 4005,"Military Science IV, Army Reserve Officer Training Corps"
MS 4006,"Military Science IV, Army Reserve Officer Training Corps"
MS 4964,Field Study
MS 4974,Independent Study
MS 4984,Special Study
MSE 1004,Materials In Todays World
MSE 1014,The Science of Materials in Everyday Life
MSE 2014,Materials Engineering Transition
MSE 2034,Elements of Materials Engineering
MSE 2044,Fundamentals of Materials Engineering
MSE 2054,Fundamentals of Materials Science
MSE 2114,Math Programming MSE I
MSE 2884,Materials Engineering Professional Development I
MSE 2974,Independent Study
MSE 2974H,Independent Study
MSE 2984,Special Study
MSE 29844,Special Study
MSE 2984D,Special Study
MSE 2994,Undergraduate Research
MSE 2994H,Undergraduate Research
MSE 3044,Transport Phenomena in MSE
MSE 3054,Mechanical Behavior of Materials
MSE 3064,Mechanical Behavior of Materials Laboratory
MSE 3104,Mineralogy
MSE 3114,Mathematics Programming in Materials Science II
MSE 3134,Crystallography and Crystal Structures
MSE 3204,Fundamentals of Electronic Materials
MSE 3304,Physical Metallurgy
MSE 3314,Materials Laboratory I
MSE 3324,Elementary Metal Casting Laboratory
MSE 3334,Test Methods for Foundry Laboratories
MSE 3354,Foundry Safety
MSE 3884,Materials Engineering Professional Development II
MSE 3954,Study Abroad
MSE 4034,Thermodynamics of Materials Systems
MSE 4044,Powder Processing
MSE 4055,Materials Selection and Design I and II
MSE 4056,Materials Selection and Design I and II
MSE 4075,Senior Design Laboratory
MSE 4076,Senior Design Laboratory
MSE 4085,Senior Capstone Recitation
MSE 4085H,Senior Capstone Recitation
MSE 4086,Senior Capstone Recitation
MSE 4095H,Honors Senior Design-Laboratory
MSE 4096H,Honors Senior Design Laboratory
MSE 4164,Principles of Materials Corrosion
MSE 4174,Corrosion  and  Degradation of Materials Laboratory
MSE 4224,"Electronic, Magnetic, and Optical Properties of Materials Laboratory"
MSE 4234,Semiconductor Processing
MSE 4304,Metals and Alloys
MSE 4305,Physical Metallurgy and Modeling of Metal Casting
MSE 4306,Physical Metallurgy and Modeling of Metal Casting
MSE 4314,Bladesmithing
MSE 4324,Advanced Metal Casting Laboratory
MSE 4334,Applied Materials Analysis
MSE 4384,Nuclear Materials
MSE 4394,Introduction to Molecular Dynamics Simulation
MSE 4414,Physical Ceramics
MSE 4424,Materials Laboratory II
MSE 4434,Ceramic  and  Glass Materials Processing Laboratory
MSE 4544,Laboratory In Polymer Science
MSE 4554,Polymer Engineering
MSE 4574,Biomaterials
MSE 4584,Biomimetic Materials
MSE 4604,Composite Materials
MSE 4614,Nanomaterials
MSE 4644,Materials Optimization Through Designed Experiments
MSE 4974,Independent Study
MSE 4974H,Independent Study
MSE 4984,Special Study
MSE 4984A,Special Study
MSE 4994,Undergraduate Research
MSE 4994H,Undergraduate Research
MSE 5004,Materials Science and Engineering Graduate Fundamentals
MSE 5015,Materials Science and Engineering Seminar
MSE 5016,Materials Science and Engineering Seminar
MSE 5024,Mathematical Methods in Materials Research
MSE 5034,Structure and Properties of Materials
MSE 5044,Powder Processing
MSE 5054,Advanced Materials Thermodynamics
MSE 5064,Diffusion and Kinetics
MSE 5114,Introduction to Materials Characterization
MSE 5124,Materials Optimization Through Designed Experiments
MSE 5144,Deformation and Fracture of Materials
MSE 5154,Processing Science In Advanced Manufacturing
MSE 5164,Principles of Corrosion and Electrochemical Processes
MSE 5174,Advanced Physical Ceramics
MSE 5200,Semiconductor Alloys and Heterostructures
MSE 5304,Contemporary Topics in Materials Science and Engineering
MSE 5334,Advanced Applied Materials Analysis
MSE 5384G,Advanced Nuclear Materials
MSE 5394,Advanced Molecular Dynamics Simulation
MSE 5504,Radiation Effects on Metals and Alloys
MSE 5574G,Advanced Biomaterials
MSE 5614,Advanced Nanomaterials
MSE 5904,Project and Report
MSE 5974,Independent Study
MSE 5984,Special Study
MSE 5994,Research And Thesis
MSE 6214,Semiconductor Nanostructures
MSE 7994,Research and Dissertation
MTRG 2964,Field Study
MTRG 2974,Independent Study
MTRG 3524,Meteorology Field Methods
MTRG 3954,Study Abroad
MTRG 4584,Topics in Applied Meteorology
MTRG 4964,Field Study
MTRG 4974,Independent Study
MTRG 4984,Special Study
MTRG 4994,Undergraduate Research
MUS 1004,School of Performing Arts First Year Experience
MUS 1005,Theory Fundamentals
MUS 1006,Theory Fundamentals
MUS 1104,Music Appreciation
MUS 1114,Listening in the Digital Age
MUS 1124,Living a Musical Life
MUS 1134,Music of the Americas
MUS 2025,European-American Music Theory
MUS 2026,European-American Music Theory
MUS 2045,Sightsinging Laboratory
MUS 2046,Sightsinging Laboratory
MUS 2054,Introduction to Music Technology
MUS 2055,Audio Technology For Music
MUS 2056,Audio Technology For Music
MUS 2065,Music Composition
MUS 2066,Music Composition
MUS 2115,Survey of Western Music
MUS 2116,Survey of Western Music
MUS 2124,Music Traditions in Appalachia
MUS 2134,Disability Culture &amp; the Arts
MUS 2214,Class Applied Piano
MUS 2224,Class Applied Voice
MUS 2234,Class Applied Strings
MUS 2244,Class Applied Woodwinds
MUS 2254,Class Applied Brass
MUS 2264,Class Applied Percussion
MUS 2274,Music Education Lab Ensemble
MUS 2284,Piano Accompanying
MUS 2314,"Woodwind Techniques I - Flute, Clarinet, Saxophone"
MUS 2324,Woodwind Techniques II - Oboe and Bassoon
MUS 2334,High Brass Techniques
MUS 2344,Low Brass Techniques
MUS 2364,Introduction to Music Education
MUS 2514,Individual Applied Voice
MUS 2515,Vocal Diction
MUS 2516,Vocal Diction
MUS 2524,Individual Applied Keyboard
MUS 2534,Individual Applied Violin
MUS 2544,Individual Applied Viola
MUS 2554,Individual Applied Cello
MUS 2564,Individual Applied Bass
MUS 2574,Individual Applied Flute
MUS 2584,Individual Applied Oboe
MUS 2594,Individual Applied Clarinet
MUS 2604,Introduction to Arts Marketing
MUS 2614,Individual Applied Saxophone
MUS 2624,Individual Applied Bassoon
MUS 2634,Individual Applied Horn
MUS 2644,Individual Applied Trumpet
MUS 2654,Individual Applied Trombone
MUS 2664,Individual Applied Baritone
MUS 2674,Individual Applied Tuba
MUS 2684,Individual Applied Percussion
MUS 2734,Individual Applied Composition
MUS 2754,Individual Applied Recording
MUS 2815,Jazz Improvisation
MUS 2816,Jazz Improvisation
MUS 2974,Independent Study
MUS 2974H,Independent Study
MUS 2984,Special Study
MUS 3024,Counterpoint
MUS 3025,European-American Music Analysis
MUS 3026,European-American Music Analysis
MUS 3034,Form and Analysis in the Common-practice Period
MUS 3035,Advanced Class Piano
MUS 3036,Advanced Class Piano
MUS 3044,Orchestration &amp; Analysis
MUS 3045,Advanced Ear Training
MUS 3046,Advanced Ear Training
MUS 3054,Introduction to Vocal/choral Arranging
MUS 3055,Music and Media Production
MUS 3056,Music and Media Production
MUS 3064,Digital Sound Manipulation
MUS 3065,Computer Music and Multimedia Design
MUS 3066,Computer Music and Multimedia Design
MUS 3074,Topics in Music Analysis
MUS 3114,Symphonic Literature
MUS 3124,20th Century Music Literature
MUS 3134,Vocal Music Literature
MUS 3144,Early Music Literature
MUS 3154,Piano Literature
MUS 3164,History of Electronic Music
MUS 3164H,History of Electronic Music
MUS 3174,Music as Global Culture
MUS 3184,Histories of Music I: Music in the European and American Traditions
MUS 3194,Histories of Music II: Music in the 20th and 21st Centuries
MUS 3214,Teaching Music in the Elementary School
MUS 3225,Conducting
MUS 3226,Conducting
MUS 3234,Piano Pedagogy
MUS 3244,Vocal Pedagogy
MUS 3314,Instrumental Ensemble Music
MUS 3414,Choral Ensemble Music
MUS 3814,Jazz History
MUS 3815,Advanced Jazz Improvisation
MUS 3900,Bridge Experience
MUS 3984,Special Study
MUS 4014,Topics in Advanced Electroacoustic Research
MUS 4014H,Topics Adv Electroacoustic Res
MUS 4055,Music Technology Senior Seminar
MUS 4056,Music Technology Senior Seminar
MUS 4124,Special Topics in Music History and Literature
MUS 4174,Topics in Musicology
MUS 4204,Secondary General and Choral Music Education Methods
MUS 4214,Instrumental Methods: Elementary
MUS 4224, Instrumental Methods: Secondary
MUS 4234,Topics in Music Education
MUS 4514,Advanced Individual Applied Voice
MUS 4524,Advanced Individual Applied Keyboard
MUS 4534,Advanced Individual Applied Violin
MUS 4544,Advanced Individual Applied Viola
MUS 4554,Advanced Individual Applied Cello
MUS 4564,Advanced Individual Applied Bass
MUS 4574,Advanced Individual Applied Flute
MUS 4584,Advanced Individual Applied Oboe
MUS 4594,Advanced Individual Applied Clarinet
MUS 4614,Advanced Individual Applied Saxophone
MUS 4624,Advanced Individual Applied Bassoon
MUS 4634,Advanced Individual Applied Horn
MUS 4644,Advanced Individual Applied Trumpet
MUS 4654,Advanced Individual Applied Trombone
MUS 4664,Advanced Individual Applied Baritone
MUS 4674,Advanced Individual Applied Tuba
MUS 4684,Advanced Individual Applied Percussion
MUS 4734,Advanced Individual Applied Composition
MUS 4744,Advanced Individual Applied Conducting
MUS 4754,Advanced Individual Applied Recording
MUS 4764,Advanced Individual Applied Electroacoustics
MUS 4964,Field Study
MUS 4974,Independent Study
MUS 4974H,Independent Study
MUS 4984,Special Study
MUS 4994,Undergraduate Research
MUS 4994H,Undergraduate Research
MUS 5314,Instrumental Ensemble Music
MUS 5414,Choral Ensemble Music
MUS 5514,Graduate Individual Applied Voice
MUS 5524,Graduate Individual Applied Keyboard
MUS 5534,Graduate Individual Applied Violin
MUS 5544,Graduate Individual Applied Viola
MUS 5554,Graduate Individual Applied Cello
MUS 5564,Graduate Individual Applied Bass
MUS 5574,Graduate Individual Applied Flute
MUS 5584,Graduate Individual Applied Oboe
MUS 5594,Graduate Individual Applied Clarinet
MUS 5614,Graduate Individual Applied Saxophone
MUS 5624,Graduate Individual Applied Bassoon
MUS 5634,Graduate Individual Applied Horn
MUS 5644,Graduate Individual Applied Trumpet
MUS 5654,Graduate Individual Applied Trombone
MUS 5664,Graduate Individual Applied Baritone
MUS 5674,Graduate Individual Applied Tuba
MUS 5684,Graduate Individual Applied Percussion
MUS 5734,Graduate Individual Applied Composition
MUS 5744,Graduate Individual Applied Conducting
MUS 5754,Band Directors Institue and Conducting Workshop
MUS 5974,Independent Study
MUS 5984,Special Study
MUS 5994,Research and Thesis
NANO 1015,Introduction to Nanoscience
NANO 1016,Introduction to Nanoscience
NANO 2024,Quantum Physics of Nanostructures
NANO 2114,Nanoscience Research Seminar
NANO 2324,Quantum Physics for Nanomedicine
NANO 2814,NanoCareers
NANO 2974,Independent Study
NANO 2984,Special Study
NANO 2994,Undergraduate Research
NANO 3015,"Nanoscale Synthesis, Fabrication, and Characterization"
NANO 3016,"Nanoscale Synthesis, Fabrication, and Characterization"
NANO 3114,Professional Dissemination of Nanoscience Research
NANO 3124,Nanoscience and the Environment
NANO 4124,Advanced Nanomaterials and Devices
NANO 4314,Nanomedicine
NANO 4324,Introduction to Nanomedicine
NANO 4334,Advanced Nanomedicine
NANO 4354,Advanced Nanomedicine Laboratory
NANO 4964,Field Study
NANO 4974,Independent Study
NANO 4974H,Independent Study
NANO 4984,Special Study
NANO 4994,Undergraduate Research
NEUR 1004,Neuroscience Orientation Seminar
NEUR 1984,Special Study
NEUR 2014H,Honors Fundamentals of Neuroscience
NEUR 2025,Introduction to Neuroscience
NEUR 2026,Introduction to Neuroscience
NEUR 2035,Neuroscience Laboratory
NEUR 2036,Neuroscience Laboratory
NEUR 2364,Mind Altering Substances from Nature
NEUR 2464,Neuroscience and Society
NEUR 2554,Experimental Neuroscience
NEUR 2594,Exploring Clinical Neuroscience
NEUR 2974,Independent Study
NEUR 2984,Special Study
NEUR 2994,Undergraduate Research
NEUR 3034,Global Perspectives Pre-Departure
NEUR 3044,Cellular and Molecular Neuroscience
NEUR 3054,Brain-Body Interactions in Health and Disease
NEUR 3074,Evolutionary Neuroscience
NEUR 3084,Cognitive Neuroscience
NEUR 3144,Mechanisms of Learning and Memory
NEUR 3234,The Artificial Brain
NEUR 3554,Neuroscience Research and Practical Experience
NEUR 3594,Neurobiology of Psychiatric Disorders
NEUR 3604,Neurobiochemistry
NEUR 3774,Neuroendocrinology
NEUR 3844,Computational Neuroscience and Neural Engineering
NEUR 3900,Bridge Experience
NEUR 3914,Neuroscience of Drug Addiction
NEUR 3944,War and the Brain
NEUR 3984,Special Study
NEUR 4034,Diseases of the Nervous System
NEUR 4044,Neuroscience Senior Seminar
NEUR 4054,Developmental Neuroscience
NEUR 4064,Neuropharmacology
NEUR 4244,Neural Control of Movement
NEUR 4314,Genetics in Neuroscience
NEUR 4364,Neuroscience of Language and Communication Disorders
NEUR 4454,Neuroeconomics
NEUR 4514,Neuroimmunology in Health and Disease
NEUR 4594,Clinical Neuroscience in Practice
NEUR 4814,Nutritional Neuroscience
NEUR 4914,Drug Development in Neuroscience
NEUR 4964,Field Work
NEUR 4974,Independent Study
NEUR 4984,Special Study
NEUR 4994,Undergraduate Research
NEUR 4994H,Undergraduate Research
NEUR 5004,Principles of Neuroscience
NEUR 5014,Fundamentals of Cellular &amp; Molecular Neuroscience
NEUR 5024,Neuroanatomy and Systems Neuroscience
NEUR 5034G,Advanced Diseases of the Nervous System
NEUR 5054,Developmental Neuroscience
NEUR 5074,Current Topics in Neuroscience
NEUR 5314G,Advanced Genetics in Neuroscience
NEUR 5374,Research Experience in Neuroscience
NEUR 5514G,Advanced Neuroimmunology
NEUR 5814G,Advanced Nutritional Neuroscience
NEUR 5844,Computational Neuroscience
NEUR 5914,Drug Development in Neuroscience
NEUR 5984,Special Study
NEUR 5994,Research and Thesis
NEUR 6034,Diseases of the Nervous System
NEUR 6984,Special Study
NEUR 7994,Research and Dissertation
NR 1115,Seeking Sustainability
NR 1116,Seeking Sustainability
NR 1234,First Year Experience In Natural Resources  and  Environment
NR 1984,Special Study
NR 2234,1st Semester Experience-Transfer Students in Natural Resources and Environment
NR 2554,Leadership for Global Sustainability
NR 2974,Independent Study
NR 2984,Special Study
NR 3954,Study Abroad
NR 3964,Field Study
NR 4004,Professional Skills in Natural Resources
NR 4014,Natural Resources Economics
NR 4105,Leadership in Natural Resources
NR 4106,Leadership in Natural Resources
NR 4444,Practicing Sustainability
NR 4964,Field Study
NR 4974,Independent Study
NR 4984,Special Study
NR 4994,Undergraduate Research
NR 5014,Constructing Sustainablity
NR 5024,Sustainability Case Studies
NR 5114,Global Issues in Environmental Sustainability
NR 5154,Environmental Risk and Rationality
NR 5164,Circular Economy
NR 5174,Sustainability Systems
NR 5184,Adaptive Management
NR 5194,Environmental Ethics
NR 5204,Water Conflict &amp; Management
NR 5214,Urban Water Systems
NR 5254,Water and Marine Policy
NR 5264,Watershed Stewardship
NR 5274,Infrastructure for Resilience
NR 5284,Coastal &amp; Marine Management
NR 5344,International Environmental Law  and  Policy
NR 5394,Transboundary Resource Management
NR 5424,Urban Wildlife
NR 5434,Human-Wildlife Conflicts
NR 5454,Biodiversity Stewardship
NR 5464,Biodiversity Policy
NR 5524,Climate Change Science
NR 5534,Climate Change Policy
NR 5544,Climate Adaptation and Mitigation Planning
NR 5634,Urban Ecology
NR 5694,Food Policy Sustainability
NR 5724,Conservation Ecology
NR 5814,Business Sustainability Applications
NR 5824,Sustainability Accounting and Reporting
NR 5844,Leadership for Sustainability
NR 5854,Leadership Communication for Sustainability Professionals
NR 5874,Strategies for Sustainability
NR 5884,Topics in Natural Resources
NR 5904,Project and Report
NR 5954,Study Abroad
NR 5964,Field Study
NR 5974,Independent Study
NR 5984,Special Study
NR 5994,Research and Thesis
NR 6104,Advanced Topics in Remote Sensing
NSEG 3145,Fundamentals of Nuclear Engr
NSEG 3146,Fundamental of Nuclear Engr
NSEG 3604,"Radiation Detection, Protection and Shielding"
NSEG 4204,Nuclear Fuel Cycle
NSEG 4214,Nuclear Power Plant Operations
NSEG 4424,Reactor Thermal Hydraulics
NSEG 4974,Independent Study
NSEG 4984,Special Study
NSEG 4994,Undergraduate Research
NSEG 4994H,Undergraduate Research
NSEG 5104,Applied Mathematics for Nuclear Engineers
NSEG 5114,Nuclear Eng Fundamentals
NSEG 5124,Nuclear Reactor Analysis
NSEG 5134,Monte Carlo Particle Transport
NSEG 5204,Nuclear Fuel Cycle
NSEG 5214,Nuclear Plant Systems &amp; Ops
NSEG 5284,"Nuclear Nonproliferation, Safeguards, and Security"
NSEG 5424,Reactor Thermal Hydraulics
NSEG 5504,Radiation Effects on Metals and Alloys
NSEG 5514,Structural Materials Degradation in Nuclear Power Systems
NSEG 5604,Radiation Detect &amp; Shielding
NSEG 5904,Project and Report
NSEG 5944,Nuclear Engineering Graduate Seminar
NSEG 5954,Study Abroad
NSEG 5974,Independent Study
NSEG 5984,Special Study
NSEG 5994,Research and Thesis
NSEG 6124,"Particle Transport Theory, Methods and Applications"
NSEG 6204,Advanced Nuclear Fuel Cycle Processing
NSEG 6334,Nuclear Reactor Safety
NSEG 6984,Special Study
NSEG 7994,Research and Dissertation
PAPA 5014,Concepts and Approaches to Public Administration
PAPA 5034,Democratic Governance in the Economy
PAPA 5044,Local Government and the Professional Manager
PAPA 5214,Research Methods
PAPA 5254,Homeland Security and the Terrorist Threat
PAPA 5315,Government Administration
PAPA 5316,Government Administration
PAPA 5354,Homeland Security and Response  and Recovery
PAPA 5614,Introduction to Science and Technology Policy
PAPA 5694,Asset Management for Public and Nonprofit Organizations
PAPA 5784,Economic Devel Planning Topics
PAPA 5904,Project and Report
PAPA 5954,Internship in Public Administration/public Affairs
PAPA 5974,Independent Study
PAPA 5984,Special Study
PAPA 5994,Research and Thesis
PAPA 6014,Public Administration Theory
PAPA 6114,Complex Public Organizations
PAPA 6154,Advanced Topics in Public Organizations
PAPA 6214,Public Policy Processes and Analytical Approaches
PAPA 6224,"Design, Implementation, and Evaluation of Public Policy and Programs"
PAPA 6254,Advanced Topics in Public Policy
PAPA 6264,Advanced Topics in Policy Systems Management
PAPA 6294,Capstone Seminar in Public Policy
PAPA 6314,Public Budgeting Processes and Their Policy Implications
PAPA 6324,Public Personnel Processes and Their Policy Implications
PAPA 6344,Ldrship &amp; Mgt Process Pub Adm
PAPA 6354,Advanced Topics in Public Management
PAPA 6394,Capstone Seminar in Public Management
PAPA 6414,Normative Foundations of Public Administration
PAPA 6454,Advanced Topics in Ethics and the Public Sector
PAPA 6514,Public Administration and Policy Inquiry
PAPA 6524,Advanced Quantitative Methods in Public Administration  and  Policy
PAPA 6664,Advanced Topics in Science and Technology Policy
PAPA 6984,Special Study
PAPA 7954,Internship in Public Administration/public Affairs
PAPA 7964,Field Study
PAPA 7994,Research and Dissertation
PHIL 1204,Knowledge and Reality
PHIL 1304,Morality and Justice
PHIL 1504,Critical Thinking
PHIL 1604,How Science Works
PHIL 1984,Special Study
PHIL 1984B,Special Study
PHIL 2115,Ancient Through Medieval Philosophy
PHIL 2116,Ancient Through Medieval Philosophy
PHIL 2125,History of Modern Philosophy
PHIL 2126,History of Modern Philosophy
PHIL 2304,Global Ethics
PHIL 2314,"Philosophy of Sex, Gender, and Race"
PHIL 2504,Logic and Language
PHIL 2605,Reason and Revolution in Science
PHIL 2606,Reason and Revolution in Science
PHIL 2964,Field Study
PHIL 2974,Independent Study
PHIL 2974H,Independent Study
PHIL 2984,Special Study
PHIL 3015,Political Theory
PHIL 3016,Political Theory
PHIL 3024,Topics in Philosophical Movements
PHIL 3314,Ethical Theory
PHIL 3324,Biomedical Ethics
PHIL 3334,Ethical Perspectives on Artificial Intelligence
PHIL 3414,Aesthetics
PHIL 3454,Philosophy of Religion
PHIL 3505,Modern Logic and Its Development
PHIL 3614,Philosophy of the Environment
PHIL 3884,"Topics in Philosophy, Politics, and Economics"
PHIL 4014,Special Topics in Philosophy
PHIL 4204,Philosophy of Mind
PHIL 4214,Metaphysics
PHIL 4224,Epistemology
PHIL 4304,Political Philosophy
PHIL 4324,Business and Professional Ethics
PHIL 4334,Jurisprudence
PHIL 4514,Special Topics in Logic
PHIL 4604,Philosophy of Biology
PHIL 4614,Philosophy of Science
PHIL 4964,Field Study
PHIL 4974,Independent Study
PHIL 4974H,Independent Study
PHIL 4984,Special Study
PHIL 4994,Undergraduate Research
PHIL 4994H,Undergraduate Research
PHIL 5004,Graduate Proseminar in Philosophy
PHIL 5204,Topics in the History of Philosophy
PHIL 5204G,Intermediate Philosophy of Mind
PHIL 5214G,Intermediate Metaphysics
PHIL 5224G,Intermediate Epistemology
PHIL 5306,Main Themes in the Philosophy of Modern Science and Technology
PHIL 5324,Metaethics
PHIL 5505,Symbolic Logic
PHIL 5506,Symbolic Logic
PHIL 5604G,Intermediate Pilosophy of Biology
PHIL 5614G,Intermediate Philosophy of Science
PHIL 5904,Project And Report
PHIL 5974,Independent Study
PHIL 5984,Special Study
PHIL 5994,Research and Thesis
PHIL 6014,Special Topics in Philosophy
PHIL 6204,Advanced Topics in the History of Philosophy
PHIL 6324,Advanced Topics in Ethics and Political Philosophy
PHIL 6334,Advanced Topics in Philosophy of Science
PHS 1004,Public Health First Year Experience
PHS 1514,Personal Health
PHS 1984,Special Study
PHS 2004,Introduction to Public Health
PHS 2974,Independent Study
PHS 2974H,Independent Study
PHS 2984,Special Study
PHS 2994,Undergraduate Research
PHS 2994H,Undergraduate Research
PHS 3014,Introduction to Environmental Health
PHS 3044,Global Health Issues
PHS 3064,Public Health Seminar
PHS 3074,Public Health Practicum Prep
PHS 3534,Drug Education
PHS 3634,Epidemiologic Concepts of Health and Disease
PHS 3654,Equity in Rural Health
PHS 3964,Practicum
PHS 3984,Special Study
PHS 4014,Public Health Program Planning and Evaluation
PHS 4044,Public Health Policy and Administration
PHS 4054,Concepts in One Health
PHS 4064,Modeling Infectious Diseases
PHS 4074,Practicum in Public Health
PHS 4094,Appalachian Community Research
PHS 4974,Independent Study
PHS 4974H,Independent Study
PHS 4984,Special Study
PHS 4994,Undergraduate Research
PHS 4994H,Undergraduate Research
PHS 5004,Foundations of Public Health
PHS 5014,Environmental Health
PHS 5024,Epidemiology and Quantitative Methods in Public Health Lab
PHS 5025,Epidemiology and Quantitative Methods in Public Health
PHS 5026,Epidemiology and Quantitative Methods in Public Health
PHS 5034,Health Behavior and Health Education
PHS 5044,Public Health Policy and Administration
PHS 5054,Public Health Leadership and Interprofessionalism
PHS 5064,Public Health Program Development  and  Evaluation
PHS 5204,Principles of Community Health Education
PHS 5214,Program Development in Health Education
PHS 5224,Comp Health Systems
PHS 5234,Methods of Community Health Engagement
PHS 5244,Sexual Health and Human Rights
PHS 5254,Social Epidemiology and Health Inequities
PHS 5314,Infectious Disease Epidemiology
PHS 5324,Pub Hlth Infect Contrl &amp; Prev
PHS 5334,Principles of Infectious Diseases
PHS 5344,Neglected  and  Emerging Infectious Diseases in Public Health
PHS 5704,Drinking Water &amp; Health
PHS 5714,Health of the Elderly
PHS 5724,Ethical Foundations of Public Health
PHS 5904,Project and Report
PHS 5914,Practicum in Public Health
PHS 5924,Capstone in Public Health
PHS 5934,Public Health Integrative Learning Experience
PHS 5935,Preparation for Public Health Practice
PHS 5936,Preparation for Public Health Practice
PHS 5964,Practicum
PHS 5974,Independent Study
PHS 5984,Special Study
PHS 8984,Special Study
PHYS 1055,Introduction to Astronomy
PHYS 1056,Introduction to Astronomy
PHYS 1155,Astronomy Laboratory
PHYS 1156,Astronomy Laboratory
PHYS 2074,Highlights of Contemporary Physics
PHYS 2205,General Physics
PHYS 2206,General Physics
PHYS 2215,General Physics Laboratory
PHYS 2216,General Physics Laboratory
PHYS 2254,Hello Quantum World!
PHYS 2305,Foundations of Physics
PHYS 2306,Foundations of Physics
PHYS 2324,Thermal Physics Module
PHYS 2325,Seminar for Physics Majors
PHYS 2326,Seminar for Physics Majors
PHYS 2334,Waves and Sound Module
PHYS 2344,Optics Module
PHYS 2404,Physics Outreach
PHYS 2504,Math Methods in Physics
PHYS 2964,Field Study
PHYS 2974,Independent Study
PHYS 2974H,Independent Study
PHYS 2984,Special Study
PHYS 2994,Undergraduate Research
PHYS 2994H,Undergraduate Research
PHYS 3154,Observational Astrophysics
PHYS 3254,Enriched Physics Outreach
PHYS 3314,Intermediate Laboratory
PHYS 3324,Modern Physics
PHYS 3355,Intermediate Mechanics
PHYS 3356,Intermediate Mechanics
PHYS 3405,Intermediate Electricity and Magnetism
PHYS 3406,Intermediate Electricity and Magnetism
PHYS 3655,Introduction to Astrophysics
PHYS 3656,Introduction to Astrophysics
PHYS 3684,Quantum Software I
PHYS 3704,Thermal Physics
PHYS 4224,Physics Teaching and Learning
PHYS 4254,Quantum Information Technologies
PHYS 4264,Quantum Optics and Qubit Processors
PHYS 4315,Modern Experimental Physics
PHYS 4316,Modern Experimental Physics
PHYS 4455,Introduction to Quantum Mechanics
PHYS 4456,Introduction to Quantum Mechanics
PHYS 4504,Introduction to Nuclear and Particle Physics
PHYS 4514,Introduction to Nuclear Physics
PHYS 4524,Intro Particle Physics
PHYS 4534,Quantitative Analysis of Physics Experiments
PHYS 4554,Introduction to Solid State Physics
PHYS 4564,Polymer Physics
PHYS 4574,Nanotechnology
PHYS 4614,Optics
PHYS 4624,Optics Laboratory
PHYS 4634,Modern Classical Physics
PHYS 4654,Modern Cosmology
PHYS 4664,Astroparticle Physics
PHYS 4674,Introduction to General Relativity
PHYS 4684,Quantum Software II
PHYS 4714,Introduction to Biophysics
PHYS 4724,Soft Matter Physics
PHYS 4755,Introduction to Computational Physics
PHYS 4756,Introduction to Computational Physics
PHYS 4774,Intro to Physics of Galaxies
PHYS 4964,Field Study
PHYS 4974,Independent Study
PHYS 4974H,Independent Study
PHYS 4984,Special Study
PHYS 4994,Undergraduate Research
PHYS 4994H,Undergraduate Research
PHYS 5254G,Advanced Quantum Info Tech
PHYS 5264G,Advanced Quantum Optics and Qubit Processors
PHYS 5354,Classical Mechanics
PHYS 5405,Classical Electromagnetism
PHYS 5406,Classical Electromagnetism
PHYS 5455,Quantum Mechanics
PHYS 5456,Quantum Mechanics
PHYS 5464,Introduction to Quantum Field Theory
PHYS 5514G,Advanced Introduction to Nuclear Physics
PHYS 5524G,Advanced Introduction to Particle Physics
PHYS 5534G,Advanced Quantitative Analysis of Physics Experiments
PHYS 5555,Solid-State Physics
PHYS 5556,Solid-State Physics
PHYS 5564G,Advanced Polymer Physics
PHYS 5574G,Intermediate Nanotechnology
