"course_code","course_name","course_level","course_hours","course_description"
"OTH 370","Theories and Science of Occupation","Undergraduate","3 Hours","PR: MOT Student Status. Introduction and understanding of the concepts of occupation, occupational science and history of occupational therapy, students will learn to view the world through an occupational lens. Introduction to the process of theory development and basic theories from occupational therapy and a variety of related fields including psychology, sociology, anthropology, and how they are applied to understand human occupation."
"OTH 384","Level 1 Fieldwork 1","Undergraduate","1,2 Hour","Clinical instruction in the occupational therapy process. OT documentation, basic measurement skills, experiences with people with disabilities, and participation in professional activities. (Grading will be pass/fail.)."
"OTH 385","Level 1 Fieldwork 2","Undergraduate","1,2 Hour","PR: OTH student status.  Optional third short-term fieldwork experience, minimum 40 hours. Student will assist in collaboration of learning objectives. (Grading will be pass/fail.)."
"OTH 386","Level 1 Fieldwork 3","Undergraduate","1,2 Hour","PR: OTH student status.  Students will be provided with fieldwork experiences in occupational therapy processes. (Grading will be pass/fail.)."
"OTH 387","Level 1 Fieldwork 4","Undergraduate","1,2 Hour","Clinical instruction in the occupational therapy process, OT documentation, basic evaluation and assessment skills, experiences with people with disabilities, and participation in professional activities."
"OTH 400","Assistive Technology Practicum","Undergraduate","3 Hours","PR:OTH 402with a minimum grade of C- and consent. Students will learn through engaging in hands-on service at the West Virginia Department of Education’s annual summer camp for assistive technology, Camp Gizmo. During the camp experience, students will be partnered with AT professionals who will guide the practicum experience."
"OTH 401","Physical Impairment and Function 2","Undergraduate","4 Hours","PR:OTH 304and OTH student status.  Study of neurological injury and its functional implications on occupations. Emphasis is placed on evaluation of performance in areas of occupation and performance skills and remediation, or compensation of these limitations or impairments."
"OTH 402","Principles of Assistive Technology","Undergraduate","3 Hours","PR:OTH 321or PR or CONC: SPED 304 orDISB 380with a minimum grade of C-. Covers the potential of assistive technology to enhance the lives of persons with disabilities. The course provides an overview of common AT application will discuss growing trends in the field."
"OTH 403","Intro to Pediatrics in OT","Undergraduate","2 Hours","PR:OTH 303andOTH 321. Orientation to pediatric practice. Examines pediatric development beginning in utero, treatment techniques, standardized and non-standardized pediatric evaluations, documentation, and programming."
"OTH 405","Upper Extremity Rehabilitation","Undergraduate","3 Hours","PR:OTH 407and OTH student status. Provides a holistic approach to occupational therapy evaluation and treatment of the upper extremity including common diagnoses and appropriate interventions including physical agent modalities, occupation-based interventions, and splinting."
"OTH 407","Upper Extremity Rehabilitation Lab","Undergraduate","1 Hour","PR or CONC:OTH 405and OTH student status. Laboratory activities that supplement and complement the material covered inOTH 405Upper Extremity Rehabilitation. Students will assess for, design, fabricate, apply, and fit orthoses and devices. The safe and effective application of superficial thermal agents, deep thermal agents, electrotherapeutic agents, and mechanical devices will be covered."
"OTH 408","Physical Impairment and Function 3","Undergraduate","3 Hours","PR:OTH 304andOTH 401and major status. Study of chronic neurological diseases and the functional implications on occupation. Emphasis is placed on evaluation and Occupational Therapy treatment in areas of performance skills, occupations and participation. Students complete the capstone client care experience."
"OTH 409","Occupational Performance Evaluation 3","Undergraduate","4 Hours","PR:  OTH 406 with a minimum grade of C- and MOT Student Status. Standardized and non-standardized screening and assessment of the following areas: sensory neurobehavioral, cognition, psychological/ emotional, developmental, play, leisure, social participation and education inclusive of values, beliefs, and spirituality as they impact occupational performance across the lifespan."
"OTH 416","Professional Decision-Making","Undergraduate","2 Hours","PR: OTH student status.  Students are provided with opportunities to develop critical thinking, clinical reasoning, and decision-making skills in occupational therapy. Emphasis is on autonomous practice and referral decisions."
"OTH 417","Occupational Therapy in Geriatrics","Undergraduate","3 Hours","PR: OTH student status.  Overview of normative aging using an occupational therapy frame of reference. Common problems of seniors are discussed."
"OTH 419","Professional Values","Undergraduate","3 Hours","PR: OTH student status. An introduction to ethics and how it specifically applies to rural health and life in West Virginia. Students will be given an opportunity to explore their own conceptions of ethics in health care."
"OTH 423","Interventions Across the Lifespan 3","Undergraduate","4 Hours","PR:OTH 325with a minimum grade of C- and MOT Student Status. Critical reasoning, goal writing, documentation, and intervention planning on client factors and performance skills addressing neuromusculoskeletal and movement related functions, cardiovascular and respiratory functions, motor skills incorporating performance patterns, and contexts and environments across the lifespan."
"OTH 430","Occupational Therapy in Mental Health","Undergraduate","3 Hours","PR: OTH student status.  Clinical and functional science lectures pertaining to OT practice in mental health environments. Course includes introduction to occupational therapy clinical and functional assessment, and management protocols."
"OTH 431","Clinical Reasoning in OT 2","Undergraduate","2 Hours","PR: MOT Student Status. Using the Occupational Therapy Practice Framework and the OT Code of Ethics, integrating occupation-based models, theory and frames of reference, students will apply principles of critical thinking to case-based problem solving. This course is designed to integrate information from prior courses in the professional curriculum."
"OTH 432","Occupational Therapy Interventions in Mental Health","Undergraduate","3 Hours","PR: OTH student status.  Occupational therapy interventions in mental health commonly used by occupational therapists in the field of mental health. Emphasis on group processes, life skills, reintegration strategies."
"OTH 435","Therapeutic Activity","Undergraduate","3 Hours","PR: OTH student status. Students will develop skills in performance component analysis, performance context analysis, and occupational performance analysis."
"OTH 440","Cognition and Perception in Occupational Therapy","Undergraduate","2 Hours","PR: OTH student status.  Study of cognitive and perceptual impairments that accompany common adult neurological conditions. Emphasis is on application of occupational therapy assessment and treatment principles to understand the impact of impairments on functional performance and societal participation."
"OTH 480","Current Topics in Occupational Therapy","Undergraduate","1-3 Hours","PR: OTH student status. (Not to exceed 18 hours.) A seminar course designed to provide a forum for discussing the frontiers of the occupational therapy profession. Topics may include: research in progress, new developments, and salient professional issues."
"OTH 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent.   Investigation of topics not covered in regularly scheduled courses."
"OTH 495","Independent Study","Undergraduate","1-6 Hours","Faculty supervised study of topics not available through regular course offerings."
"OTH 497","Research","Undergraduate","1-6 Hours","Independent research projects."
"PALM 100","Introduction to Laboratory Medicine","Undergraduate","1 Hour","Introduces two laboratory medicine tracks (Histotechnology and Medical Laboratory Science) and provides students with an opportunity to interact with faculty members, students within, and graduates of both tracks."
"PALM 101","Laboratory Medicine Pathways","Undergraduate","1 Hour","Focuses on available careers and graduate school opportunities thus allowing students to meet professionals who have expanded upon their background in Histotechnology or Medical Laboratory Science."
"PALM 107","Introduction to Human Anatomy and Physiology","Undergraduate","4 Hours","PR:BIOL 102andCHEM 111and PR or CONC: BIOL 104 andCHEM 112. Survey of human anatomy and physiology for pre-nursing and other pre-clinical students. Also listed asPSIO 107."
"PALM 191","First-Year Seminar","Undergraduate","1-3 Hours","Engages students in active learning strategies that enable effective transition to college life at WVU. Students will explore school, college and university programs, policies and services relevant to academic success. Provides active learning activities that enable effective transition to the academic environment. Students examine school, college and university programs, policies and services."
"PALM 200","Medical Terminology","Undergraduate","3 Hours","General medical terminology with emphasis on clinical and anatomic pathology terminology."
"PALM 201","Laboratory Medicine Applications","Undergraduate","1 Hour","An introduction to common test procedures in Histotechnology and Medical Laboratory Science that will provide students with basic laboratory skills while exposing them to a variety of laboratory medicine disciplines and test methodologies."
"PALM 205","Introduction to Human Anatomy","Undergraduate","3 Hours","Introductory human anatomy course that uses a combined regional and systemic approach to examine the relationships and organization of the major structures within the thorax, abdomen, head/neck, and back/limbs regions of the body."
"PALM 206","Human Anatomy Laboratory","Undergraduate","1-3 Hours","Introductory human anatomy laboratory using a combined regional and systemic approach to examine the relationships and organization of the major structures with the thorax, abdomen, head/neck, and back/limb regions of the body."
"PALM 207","Human Anatomy and Physiology 2","Undergraduate","4 Hours","PR:PALM 107. Anatomy and Physiology with gross anatomy laboratory. Emphasis on clinical relevance for nursing."
"PALM 300","Introduction to Pathology","Undergraduate","3 Hours","A study of principles and processes of pathology from cellular to system, including etiology, pathogenesis, and clinical features of representative or commonly occurring disorders and diseases."
"PALM 301","Principles of Human Anatomy","Undergraduate","3,4 Hours","PR: Admission to WVU's dental hygiene, nursing, or pharmacy program or consent. Lectures and demonstrations on the gross and microscopic anatomy of the human body including development. Pre-requisite(s) and/or co-requisite(s) may differ on regional campuses."
"PALM 302","Oral Pathology","Undergraduate","3 Hours","PR:PALM 301, and dental hygiene major, or consent. Application of fundamental knowledge of general pathology to pathological conditions that occur in the oral cavity."
"PALM 303","Laboratory Methods","Undergraduate","1 Hour","Fundamental theoretical methods and procedures used in laboratory medicine, which include laboratory safety, patient safety, HIPAA, specimen integrity and collection, microscopy, and laboratory math."
"PALM 304","Histotechnology Microanatomy","Undergraduate","4 Hours","Microscopic identification of the morphology of human cells, tissues and organ systems with relationship to structure and function."
"PALM 305","Staining Techniques 1","Undergraduate","4 Hours","A lecture and laboratory course focusing on the theory and methodology of routine and special staining and the basic principles, components and use of instruments in the histopathology laboratory."
"PALM 306","Histotechnique 1","Undergraduate","3 Hours","A lecture and laboratory course focusing on the principles and theories of routine histologic techniques and the basic principles, components and use of instruments in the histopathology laboratory."
"PALM 307","Introduction to Histotechniques","Undergraduate","1 Hour","An introduction to routine histologic techniques, principles, use of instrumentation, and safety practices in the histopathology laboratory."
"PALM 309","Oral Histology","Undergraduate","2 Hours","PR:PALM 301. Histological structure and embryological development of the teeth, tissues and organs of the oral cavity. (Electronic delivery.)."
"PALM 312","Phlebotomy","Undergraduate","1 Hour","Theory and practice of laboratory specimen processing and phlebotomy including venipuncture and capillary puncture."
"PALM 320","Medical Biochemistry","Undergraduate","3 Hours","PR or CONC:PALM 322. Overview of basic concepts in biochemistry and cell biology with application of these principles to human metabolism in health and disease."
"PALM 322","Medical Biochemistry Laboratory","Undergraduate","1 Hour","PR or CONC:PALM 320. Fundamental techniques used in laboratory medicine for the testing of carbohydrates, enzymes, lipids, and proteins."
"PALM 323","Medical Microbiology Lab","Undergraduate","2 Hours","PR:MICB 200. (For medical laboratory science students; other students with consent.) Emphasis is on clinical laboratory techniques and laboratory identification of pathogenic microorganisms."
"PALM 329","Clinical Chemistry 1","Undergraduate","2 Hours","Lectures in clinical chemistry analysis, clinical significance, clinical instrumentation, and implications of diagnosis."
"PALM 340","Introduction to Hematology","Undergraduate","3 Hours","Lectures and laboratory sessions to cover structure, morphology, and function of the cells of the blood, bone marrow and body fluids, with an overview of hematologic abnormalities."
"PALM 350","Clinical Mycology & Parasitology","Undergraduate","2 Hours","Study of clinically significant fungi and parasites that will include the morphological characteristics, pathogenicity, epidemiological characteristics, and laboratory testing."
"PALM 360","Urinalysis and Body Fluids","Undergraduate","1 Hour","PR or CONC: PALM 362. Comprehensive study of the renal system and bodily fluids including principles and methods of testing and associated disorders or diseases."
"PALM 380","Medical Immunology","Undergraduate","3 Hours","Comprehensive study of the immune system including principles of immunological and serological procedures, immunological disorders and diseases, and correlation between test results and disease states."
"PALM 381","Research and Educational Methodology","Undergraduate","2 Hours","Lectures in ethics, techniques of research, and techniques of educational methodology for medical laboratory science students."
"PALM 382L","Medical Immunology Laboratory","Undergraduate","1 Hour","Laboratory experiences in immunological and serological testing with an emphasis on the correlation between test results and disease states."
"PALM 401","Phlebotomy Practicum","Undergraduate","1 Hour","Supervised practicum in which students will integrate practice and theory of phlebotomy in a health care setting and will be exposed to the scope of work found in phlebotomy and specimen processing department."
"PALM 405","Staining Techniques 2","Undergraduate","4 Hours","PR:PALM 305. A lecture and laboratory course focusing on the theory and methodology of immunohistochemistry."
"PALM 406","Histotechnique 2","Undergraduate","3 Hours","PR:PALM 306. A lecture and laboratory course focusing on the principles and theories of routine and advanced histologic techniques and the basic principles, components and use of instruments in the histopathology laboratory."
"PALM 407","Histology Laboratory","Undergraduate","8 Hours","This course consists of rotations in clinical and research histopathology."
"PALM 408","Histotechnologist Practicum","Undergraduate","14 Hours","Supervised practicum in which students will integrate practice and theory of histotechnology in a healthcare setting and will be exposed to the scope of work, variety of tests, and automation found within the histopathology department."
"PALM 409","Molecular Pathology for Laboratory Professionals","Undergraduate","2 Hours","This course will provide students with an overview of the principles and applications of molecular techniques in pathology. A review of molecular and cancer biology will be included, and molecular pathways and biomarkers will be discussed with correlation to cancer types."
"PALM 410","Molecular Diagnostics","Undergraduate","2 Hours","PR or CONC:PALM 412. Principles and procedures of molecular biology that aid in the diagnosis and prognosis of disorders and disease states."
"PALM 412","Molecular Diagnostics Laboratory","Undergraduate","1 Hour","PR or CONC:PALM 410. Foundational molecular diagnostic testing and techniques with an emphasis on the correlation between test results and disease states."
"PALM 420","Immunohematology","Undergraduate","3 Hours","PR or CONC:PALM 422. Primary principles and practices of blood banking which includes blood group systems, antibody detection and identification, compatibility testing, quality control requirements, instrumentation, blood transfusion, donor selection, and component preparation."
"PALM 422","Immunohematology Laboratory","Undergraduate","2 Hours","PR or CONC:PALM 420. Blood banking procedures and testing which will include blood group system identification, antibody detection and identification, quality control testing, and an introduction to immunohematology instrumentation."
"PALM 425","Immunohematology Practicum","Undergraduate","4 Hours","PR:PALM 420andPALM 422with a minimum grade of C- in both. Supervised practicum in which students will integrate practice and theory of immunohematology in a health care setting and will be exposed to the scope of work, variety of tests, and automation found within the immunohematology department."
"PALM 430","Clinical Chemistry","Undergraduate","3 Hours","PR or CONC:PALM 432. Theory of routine and specialized clinical chemistry laboratory testing, which will include quality assurance, laboratory test principles and methodologies, and correlation between test results and disease states."
"PALM 432","Clinical Chemistry Laboratory","Undergraduate","2 Hours","PR or CONC:PALM 430. Principles and procedures of various tests performed in clinical chemistry with emphasis on quality control and correlation between test results and disease states."
"PALM 435","Clinical Chemistry Practicum","Undergraduate","4 Hours","PR:PALM 430andPALM 432with a minimum grade of C- in both. Supervised practicum in which students will integrate practice and theory of clinical chemistry in a health care setting and will be exposed to the scope of work, variety of tests, and automation found within the clinical chemistry department."
"PALM 440","Clinical Hematology","Undergraduate","3 Hours","PR or CONC:PALM 442. Study of formed elements of blood including test principles and methodologies, associated disorders and diseases, and the correlation between test results and disease states."
"PALM 442","Clinical Hematology Laboratory","Undergraduate","2 Hours","PR or CONC:PALM 440. Principles and procedures of hematology testing with an emphasis on the correlation between test results and disease states."
"PALM 444","Hemostasis","Undergraduate","1 Hour","PR or CONC:PALM 446. Study of blood hemostasis including the coagulation cascade, principles of testing, hemostatic disorders and diseases, and the correlation between test results and disease states."
"PALM 445","Clinical Hematology Practicum","Undergraduate","4 Hours","PR:PALM 440andPALM 442with a minimum grade of C- in both. Supervised practicum in which students will integrate practice and theory of clinical hematology in a health care setting and will be exposed to the scope of work, variety of tests, and automation found within the hematology department."
"PALM 446","Hemostasis Laboratory","Undergraduate","1 Hour","PR or CONC:PALM 444. Principles and procedures of testing performed in hemostasis with emphasis on quality control and correlation between test results and disease states."
"PALM 450","Clinical Microbiology","Undergraduate","3 Hours","PR or CONC:PALM 452. Study of medically significant microbiology, including normal flora and pathogens, microbial physiology, interactions between host and pathogenic microorganisms, and the clinical and epidemiological consequences of these interactions."
"PALM 452","Clinical Microbiology Laboratory","Undergraduate","2 Hours","PR or CONC:PALM 450. Basic laboratory techniques of clinical microbiology, which includes conventional microscopic, cultural, and immunologic techniques used for the isolation and identification of microorganisms that are pathogenic to humans."
"PALM 455","Clinical Microbiology Practicum","Undergraduate","4 Hours","PR:PALM 450andPALM 452with a minimum grade of C- in both. Supervised practicum in which students will integrate practice and theory of clinical microbiology in a health care setting and will be exposed to the scope of work, variety of tests, and automation found within the clinical microbiology department."
"PALM 462","Urinalysis and Body Fluids Laboratory","Undergraduate","1 Hour","PR or CONC:PALM 360. Practice of analyzing urine and other body fluids with an emphasis on the correlation between test results and disease states."
"PALM 464","Scientific Writing Seminar","Undergraduate","1 Hour","PR: Admission to WVU Medical Laboratory Science Program or consent of course instructor. Methods and principles of scientific writing focused on laboratory practices in preparation for the capstone experience."
"PALM 465","Medical Laboratory Management","Undergraduate","2 Hours","Laboratory organization and principles of laboratory management."
"PALM 466","Med Lab Science Review","Undergraduate","1 Hour","PR: Admission to WVU Medical Laboratory Science Program or consent of course instructor. Emphasis on review and integration of medical laboratory science principles in preparation for successful completion of the national board examination."
"PALM 475","Medical Relevance - Capstone","Undergraduate","3 Hours","Case studies of pathologic entities encountered in the medical laboratory and a review of medical laboratory science. Student will complete and give an oral presentation of the Capstone experience and pass a comprehensive examination."
"PALM 480","Clinical Immunology","Undergraduate","2 Hours","PR: Open only to MLS majors. Lectures in principles of immunological and serological procedures, immunological diseases, and significance of laboratory methods for diagnosis."
"PALM 481","Clinical Immunology Laboratory","Undergraduate","1 Hour","Clinical laboratory practice in immunological procedures. Emphasis on basic serological techniques, protein analysis, molecular methods, and tissue typing."
"PASS 191","First-Year Seminar","Undergraduate","1-3 Hours","Engages students in active learning strategies that enable effective transition to college life at WVU. Students will explore school, college and university programs, policies and services relevant to academic success. Provides active learning activities that enable effective transition to the academic environment. Students examine school, college and university programs, policies and services."
"PASS 293","Special Topics","Undergraduate","1-6 Hours","Investigation of topics not covered in regularly scheduled courses."
"PASS 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent. Teaching practice as a tutor or assistant."
"PASS 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"PATH 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent.  Teaching practice as a tutor or assistant."
"PATH 491","Professional Field Experience","Undergraduate","1-18 Hours","PR: Consent. (May be repeated up to a maximum of 18 hours.)   Prearranged experiential learning program, to be planned, supervised, and evaluated for credit by faculty and field supervisors. Involves temporary placement with public or private enterprise for professional competence development."
"PATH 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent.   Investigation of topics not covered in regularly scheduled courses."
"PATH 494","Seminar","Undergraduate","1-3 Hours","PR: Consent.  Presentation and discussion of topics of mutual concern to students and faculty."
"PATH 495","Independent Study","Undergraduate","1-6 Hours","Faculty supervised study of topics not available through regular course offerings."
"PATH 496","Senior Thesis","Undergraduate","1-3 Hours","PR: Consent."
"PATH 498","Honors","Undergraduate","1-3 Hours","PR: Students in the Honors Program and consent by the honors director.  Independent reading, study, or research."
"PCOL 260","Pharmacology","Undergraduate","3 Hours","Interactions of clinically useful therapeutic agents with the mammalian systems."
"PCOL 449","Drugs and Medicine","Undergraduate","3 Hours","PR:ANPH 301orBIOL 235orEXPH 365orPSIO 241or consent.  Introduction for interested students to information about drugs and pharmaceutical preparations including administration, mechanisms, therapeutic and adverse effects, drug interactions, and drug abuse."
"PE 101","Badminton","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in badminton. (May be repeated for a maximum of 2 credit hours)."
"PE 103","Beginning Basketball","Undergraduate","1 Hour","This course is designed to provide historical background, rules and regulations, and fundamental skills. These will be accomplished through instruction, drills, games and class team play. (May be repeated for a maximum of 2 credit hours)."
"PE 104","Intermediate Basketball","Undergraduate","1 Hour","Introduction to intermediate knowledge and skills in basketball. (May be repeated for a maximum of 2 credit hours)."
"PE 105","Rifle Conditioning and Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for rifle."
"PE 106","Rowing Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  This course is designed to present students with hands-on approach to proper techniques of strength and conditioning as it applies to rowing athletes."
"PE 107","Basketball Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for basketball."
"PE 108","Football Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for football."
"PE 109","Baseball Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for baseball."
"PE 110","Military Physical Conditioning","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours)."
"PE 111","Air Force Military Physical Conditioning","Undergraduate","1 Hour","Introduction to basic conditioning techniques for military training. (May be repeated for a maximum of 2 credit hours)."
"PE 112","Gymnastics Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for gymnastics."
"PE 113","Soccer Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for soccer."
"PE 114","Tennis Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for tennis."
"PE 115","Volleyball Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for volleyball."
"PE 116","Wrestling Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for wrestling."
"PE 117","Golf Conditioning and Weight Training","Undergraduate","1 Hour","This strength and conditioning course is an introduction to safety, technique, skill, and physical fitness involved in sports specific strength training and conditioning."
"PE 118","Swim Conditioning/Weight Training","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic conditioning and weight training techniques for swimming."
"PE 119","Track and Field Weight Conditioning","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic weight training techniques for track and field."
"PE 120","Canoeing","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours). PR: Swimming skill.  Types of canoeing strokes, life-saving techniques for recreational canoeing."
"PE 121","Zumba","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Fuses various fast and slow Latin rhythms and movements with resistance training to create dynamic fitness routine, balance, and introduces breathing techniques to increase energy and focus."
"PE 122","Billiards","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in billiards."
"PE 124","Fitness Walking","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  This course provides a supervised walking program in a safe, enjoyable environment. Classes meet ACSM guidelines for safe, effective classes. Includes warm-up, cardiovascular segment, cool-down, and stretch."
"PE 125","Group Fitness","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours). Introduction to beginning knowledge and skills in aerobics."
"PE 126","Aquatic Aerobics","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).   Introduction to beginning knowledge and skills in aquatic aerobics."
"PE 129","Spinning","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  This course provides a supervised, indoor cycling program in a safe, enjoyable environment.  Classes meet ACSM (American College of Sports Medicine) guidelines for safety and effectiveness. Includes a warm-up, cardiovascular segment, cool-down, and stretch."
"PE 130","Flag Football","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in flag football. (May be repeated for a maximum of 2 credit hours)."
"PE 131","Frisbee","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in frisbee. (May be repeated for a maximum of 2 credit hours)."
"PE 133","Beginning Archery","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in archery."
"PE 135","Horsemanship 1","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in horsemanship."
"PE 136","Horsemanship 2","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to intermediate and advanced knowledge in horsemanship."
"PE 137","Ice Skating","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in ice skating."
"PE 143","Intermediate Ice Skating","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to intermediate/advanced knowledge and skills in ice skating. For students with some previous skating experience."
"PE 145","Karate","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in karate."
"PE 146","Self-Defense","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in self-defense."
"PE 149","Tae Kwon Do","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in tae kwon do."
"PE 150","Martial Arts Fitness","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in martial arts fitness."
"PE 151","Advanced Tae Kwon Do","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  This course builds on the techniques learned inPE 149, and introduces additional skills into practice and free sparring."
"PE 152","Beginning Kickboxing","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  An introduction to the popular martial art and competitive sport of kickboxing.  Emphasis is given to building flexibility and strength, the foundations of powerful kicking and punching techniques."
"PE 153","Mind-Body Fitness","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours). This course introduces the student to basic yoga techniques that can be practiced as a way of developing a wide variety of sports."
"PE 154","Racquetball","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in racquetball."
"PE 157","Slow Pitch Softball","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in slow pitch softball."
"PE 158","Indoor Soccer","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in indoor soccer. (May be repeated for a maximum of 2 credit hours)."
"PE 159","Soccer","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in soccer. (May be repeated for a maximum of 2 credit hours)."
"PE 160","Beginning Tennis","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in tennis."
"PE 161","Tennis","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to basic knowledge and skills for people who are familiar with tennis."
"PE 162","Intermediate Tennis","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours.)  Introduction to intermediate/ advanced knowledge and skills in tennis."
"PE 164","Weight Training","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in weight training. (May be repeated for a maximum of 2 credit hours)."
"PE 165","Conditioning","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in conditioning. (May be repeated for a maximum of 2 credit hours)."
"PE 167","Floor Hockey","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Basic concepts and instructional techniques for learning floor hockey skills."
"PE 168","Introductory Ice Hockey","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to knowledge and skills of Ice Hockey. Students should have some previous skating experience."
"PE 169","Outdoor Navigation and Survival","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  The objective of this course is to provide a comprehensive overview of outdoor navigation and survival techniques."
"PE 170","Volleyball","Undergraduate","1 Hour","Introduction to beginning knowledge and skills in volleyball. (May be repeated for a maximum of 2 credit hours)."
"PE 172","Cycling Basics","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Provides a comprehensive overview of the activity of cycling. The course content will address the equipment, skills, and knowledge necessary to safely participate in the life-long activity of cycling for fitness and sport."
"PE 173","Beginning Swimming","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in swimming."
"PE 174","Intermediate Swimming","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to intermediate knowledge and skills in swimming."
"PE 175","Lifeguard Training","Undergraduate","2 Hours","(May be repeated for a maximum of 2 credit hours).  Red Cross certification for lifeguards."
"PE 176","Advanced Swimming","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to advanced knowledge and skills in swimming."
"PE 179","Orientation to Scuba","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in scuba diving."
"PE 181","Rock Climbing Basics","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  This course provides an overview of the activity of rock climbing. The course content will address the equipment, skills, and knowledge necessary to safely participate in the activity of rock climbing on a top-rope system."
"PE 182","Bowling","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduction to beginning knowledge and skills in bowling."
"PE 183","Wilderness First Aid Basics","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  The objective of this course is to provide students with the knowledge and skills necessary to manage emergency medical situations when they occur in a delayed-help and/or wilderness setting."
