"code","title","credits","department","campus","description"
"SLNG1211","Fingerspelling and Numbers","2","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Development of expressive and receptive skills in fingerspelling and numbers. Receptive skills focus on whole word phrase recognition and fingerspelling/number comprehension in context. Expressive skills focus on the development of speed, clarity, and fluency. Additionally, this course develops expressive skills in signing numbers and skills in receptively interpreting numbers in a variety of areas including sports, mathematics, weights, and measures."
"SLNG1215","Visual/Gestural Communication","2","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Development of skills in non-verbal communications. Emphasizes the use and understanding of facial expression, gestures, pantomime, and body language. Creation and or performance of stories using these elements."
"SLNG1246","Working with Deaf-Blind Persons","2","SLNG - Sign Language Interpreter","CyFair, North Harris, ","Instruction in the skills necessary to work with people who are deaf-blind, including deaf-blind children, in educational and residential settings. Includes skills for working as a Support Service Provider (SSP) for a deaf-blind person. May include outside activities."
"SLNG1317","Introduction to Deaf Community","3","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","An overview of the physical, educational, social, and cultural implications within the context of a deaf or hard-of-hearing individual's personal life, family, and community in today's multicultural world. Emphasis on current educational and vocational programs, legislation, technology, oppression, and other issues."
"SLNG1321","Introduction to the Interpreting Profession","3","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","An overview of the field of American Sign Language (ASL)/English interpretation. Provides a historical framework for the current principles, ethics, roles, responsibilities, and standard practices of the interpreting profession. This course will also include identification of professional interpreting organizations and journal/publications that provide information on sign systems and other interpreting methods."
"SLNG1391","Special Topics - Interpreting in Specialized Settings","3","SLNG - Sign Language Interpreter","CyFair, North Harris, ","Topics address recently identified current events, skills, knowledges, and/or attitudes and behaviors pertinent to the technology or occupation and relevant to the professional development of the student. Students will be familiarized with knowledge and best practices in a variety of specialized settings including (but not limited too): healthcare, legal, artistic, mental health, and interpreting via technology."
"SLNG2186","Internship - Sign Language Interpretation and Translation","1","SLNG - Sign Language Interpreter","CyFair, North Harris, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills and concepts. A learning plan is developed by the college and the employer. Emphasis is on the use of interpreting skills. Requires LSCS liability insurance."
"SLNG2266","Practicum (or Field Experience) Sign Language Interpretation and Translation","2","SLNG - Sign Language Interpreter","CyFair, North Harris, ","Practical, general workplace training supported by an individualized learning plan developed by the employer, college, and student. Emphasis is on observation. Requires LSC liability insurance."
"SLNG2315","Interpreting In Educational Settings","3","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Overview of education programs (K-12 and post secondary), focusing on the roles and skills of the interpreter as a member of the educational team. Includes current practices, communication methods, legislation, trends, and ethical issues. Introduces resources for content-specific vocabulary."
"SLNG2320","Structure of American Sign Language (ASL)","3","SLNG - Sign Language Interpreter","CyFair, North Harris, ","Topics include spoken and signed language; the structure of sounds/signs, words, sentences, and meanings; language in culture and society; language acquisition and processing; and variations in the structure of American Sign Language will be studied according to region, social class, ethnicity, age, and sex."
"SLNG2401","Interpreting I","4","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","An overview of the interpreting process and models of interpretation. Introduces the skills necessary to achieve dynamic message equivalence in interpreting American Sign Language (ASL) to English and English to ASL. This course will also include the use of computer laboratories, multimedia equipment and video equipment to assess and enhance sign-to-voice and voice-to-sign skill development."
"SLNG2402","Interpreting II","4","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Continued development of discourse analysis and interpreting skills for increasingly complex tasks. Utilization of consecutive and simultaneous interpreting scenarios including monologues and dialogues. Emphasizes skill development, self-analysis, and peer evaluation. This course includes a study of current business practice and the use of computer laboratories, multimedia equipment and video equipment to assess and enhance sign-to-voice and voice-to-sign skill development."
"SLNG2431","Interpreting III","4","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","A practice-oriented course to strengthen skills in the integration and application of interpreting using complex source materials. Continued exposure to simulated interpreting/transliterating experiences. This course will also include the use of computer laboratories, multimedia equipment and video equipment to assess and enhance sign-to-voice and voice-to-sign skill development."
"SLNG2489","Internship: Sign Lang Interpreter","4","SLNG - Sign Language Interpreter","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. A learning plan is developed by the college and the employer."
"SLNG2589","Internship - Sign Language Interpretation and Translation","5","SLNG - Sign Language Interpreter","CyFair, North Harris, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills and concepts. A learning plan is developed by the college and the employer. Requires LSCS liability insurance."
"SOCI1301","Principles of Sociology","3","SOCI - Sociology","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course is an introduction to the basic elements of society. In looking at human behavior, this course includes an introduction to dynamics of society, culture, social groups, social institutions, socialization, social processes, and social structure."
"SOCI1306","Social Problems","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","The emphasis in this course is on the identification and analysis of contemporary social problems. An analysis of the problems of social planning and of the conventional solutions to these problems is included in the course."
"SOCI2301","Marriage and Family","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course has been developed to examine two phases of marriage and the family experience. First, it examines the structure of family life and the variance of this structure in different cultures and subcultures. Second, this course examines some of the problems and possible solutions that have developed in courtship, marriage, and parenthood in a society undergoing rapid social change."
"SOCI2306","Human Sexuality","3","SOCI - Sociology","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course will provide an overview of the broad field of human sexuality. Topics will be covered from various perspectives ¿ biological, sociological, anthropological, etc., but will focus primarily on the psychological perspective. The goal is for each student to learn factual, scientifically based information that will provoke thought and contribute to his/her own decision-making on sexual issues outside of the classroom. (Cross-listed as PSYC 2306)"
"SOCI2319","Minority Studies","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","A sociological description, analysis, and interpretation of racial and ethnic relations in America and other areas of the world is the focus of this course. Special emphasis is given to cultural development and inter-group relations of groups such as African Americans, Hispanics, Asian-Americans, and Native Americans."
"SOCI2326","Social Psychology","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course focuses on individual behavior as affected by cultural and social stimuli. Social behavior, interpersonal influence, group membership, and the relations between persons and social systems are emphasized."
"SOCI2336","Criminology","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","The course surveys various theories of crime, with an emphasis on understanding the social causes of criminal behavior. The techniques for measuring crime as a social phenomenon and the characteristics of criminals are examined. This course addresses crime types (such as consensual or white-collar crimes), the criminal justice system, and other social responses to crime."
"SOCI2340","Drug Use & Abuse","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course examines the sociology of drug use and abuse in modern society. This course examines individual and societal level consequences for medical, non-medical, licit and illicit use of alcohol and other drugs. Controversial subjects such as the ""War on Drugs"", legalization, and decriminalization are explored as well as patterns of use and their effects on society."
"SOCI2389","Academic Cooperative","3","SOCI - Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","An instructional program designed to integrate on-campus study with practical hands-on experience in sociology. In conjunction with class seminars, the individual student will set specific goals and objectives in the study of human social behavior and/or social institutions."
"SOCIH1301","Honors Principles of Sociology","3","SOCIH - Honors Sociology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course is an introduction to the basic elements of society. In looking at human behavior, this course includes an introduction to dynamics of society, culture, social groups, social institutions, socialization, social processes, and social structure."
"SOCIH1306","Honors Social Problems","3","SOCIH - Honors Sociology","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","The emphasis in this course is on the identification and analysis of contemporary social problems.  An analysis of the problems of social planning and of the conventional solutions to these problems is included in the course."
"SOCW2361","Introduction to Social Work","3","SOCW - Social Work","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","An overview of the history and development of social work as a profession. The course is designed to foster a philosophical, historical, and critical understanding of the social work profession, including social work values, ethics, and areas of practice utilized under a Generalist Intervention Model. (SOCW 2361 is included in the Social Work Field of Study.)"
"SOCW2362","Social Welfare: Legislation, Programs, and Services","3","SOCW - Social Work","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course offers a historical and contemporary examination of legislation and resulting programs, policies, and services in the context of the social welfare system in the United States. Special attention is given to the political, economic, environmental, and social conditions that prompted the development of legislation to meet the needs of vulnerable populations. Societal responses to legislation are also considered. (SOCW 2362 is included in the Social Work Field of Study.)"
"SOCW2389","Academic Cooperative","3","SOCW - Social Work","Houston North, Montgomery, ","A supervised experiential learning course designed to integrate program study with introductory exposure to the field of social work. In conjunction with individual study and/or seminars, the student will set specific goals and objectives in the study of social work and/or social institutions. The academic cooperative is not a social work skills-based practice experience, but instead, an observational volunteer experience. The course must include a minimum of 80 contact hours (48 hours in a social service setting)."
"SPAN1300","Spanish Conversation I","3","SPAN - Spanish Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This is a conversational Spanish course for beginners. It includes extensive comprehension, oral practice, and use of multimedia materials. It is intended to develop basic communication skills for the student to apply these skills to everyday life and work situation. It is an alternate track for the student who needs immediate communicative experience in Spanish."
"SPAN1411","Beginning Spanish I","4","SPAN - Spanish Language","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course includes beginner's pronunciation, oral practice, conversation, development of listening comprehension, basic principles of grammar, simple exercises in composition, easy reading which includes cultural material. Students with prior language experience must take a placement exam to advance to the next level and receive credit."
"SPAN1412","Beginning Spanish II","4","SPAN - Spanish Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course is a continuation of SPAN 1411 with increased emphasis on comprehension, speaking, reading, and writing. Intensive drills to increase vocabulary and knowledge of structure. Students with prior language experience must take a placement exam to advance to the next level and receive credit."
"SPAN2311","Intermediate Spanish I","3","SPAN - Spanish Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course stresses both oral and written exercises to increase vocabulary, expansion of grammatical principles and short themes written on a variety of topics. Selected readings are included to improve comprehension in Spanish. Students with prior language experience should take a placement exam to advance to the next level and receive credit."
"SPAN2312","Intermediate Spanish II","3","SPAN - Spanish Language","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course is a continuation of SPAN 2311, with emphasis on works by Spanish-speaking authors. Continued reinforcement of grammatical principles and development of writing skills are stressed."
"SPAN2313","Spanish for Native/Heritage Speakers I","3","SPAN - Spanish Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Review and application of skills in listening comprehension, speaking, reading, and writing geared to compensate for the weaknesses and capitalize on the strengths of native/heritage speakers. Emphasizes conversation, vocabulary acquisition, reading, composition, and culture. This is an intermediate level I transferable course for native/heritage speakers equivalent to SPAN 2311."
"SPAN2315","Spanish for Native/Heritage Speakers II","3","SPAN - Spanish Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","This course is a continuation of SPAN 2313, with emphasis on works by Spanish-speaking authors. Continued reinforcement of grammatical principles and development of writing skills are stressed. This is an intermediate level 2 transferable course for native/heritage speakers equivalent to SPAN 2312."
"SPCH1311","Introduction To Communication","3","SPCH - Speech","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal, small group, and public speaking."
"SPCH1315","Public Speaking","3","SPCH - Speech","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Application of communication theory and practice to the public speaking context, with emphasis on audience analysis, speaker delivery, ethics of communication, cultural diversity, and speech organizational techniques to develop students speaking abilities."
"SPCH1318","Interpersonal Communication","3","SPCH - Speech","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Application of communication theory to interpersonal relationship development, maintenance, and termination in relationship contexts including friendships, romantic partners, families, and relationships with co-workers and supervisors."
"SPCH1321","Business and Professional Communication","3","SPCH - Speech","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Study and application of communication within the business and professional context. Special emphasis will be given to communication competencies in presentations, dyads, teams, and technologically mediated formats."
"SPCH1342","Voice and Diction","3","SPCH - Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","Development and establishment of a good voice habit through the study of the principles and a practice of the techniques involved in excellence of voice and diction.  Includes proper breathing techniques, sound production, kinesics, general speech standards, common voice problems, and methods to resolve problems."
"SPCH2333","Discuss Small Group Communication","3","SPCH - Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Designed to promote a better understanding of how communication is used in the small group.  More specifically, it will focus on both the theoretical principles and practical application of skills appropriate to effective small group interaction.  Such a focus will entail active participation in groups, both in and out of class."
"SPCH2335","Argumentation & Debate","3","SPCH - Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","A study and practice of the theories in argumentation and debate, including instruction in reasoning, analysis, organization, evidence, refutation, and presentation of critical decision making."
"SPCH2341","Oral Interpretation","3","SPCH - Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","Theories and techniques in analyzing and interpreting literature. Preparation and presentation of various literary forms."
"SPCHH1311","Honors Introduction to Communication","3","SPCHH - Honors Speech","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Includes basic human communication principles and theories embedded in a variety of contexts including interpersonal, small group, and public speaking."
"SPCHH1315","Honors Public Speaking","3","SPCHH - Honors Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Application of communication theory and practice to the public speaking context, with emphasis on audience analysis, speaker delivery, ethics of communication, cultural diversity, and speech organizational techniques to develop student's speaking abilities."
"SPCHH1318","Honors Interpersonal Communication","3","SPCHH - Honors Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Application of communication theory to interpersonal relationship development, maintenance, and termination in relationship contexts including friendships, romantic partners, families, and relationships with co-workers and supervisors."
"SPCHH1321","Honors Business and Professional Communication","3","SPCHH - Honors Speech","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Study and application of communication within the business and professional context. Special emphasis will be given to communication competencies in presentations, dyads, teams, and technologically mediated formats."
"SPCHH2335","Honors Argumentation and Debate","3","SPCHH - Honors Speech","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A study and practice of the theories in argumentation and debate, including instruction in reasoning, analysis, organization, evidence, refutation, and presentation of critical decision making."
"SRGT1260","Surgical/Operating Room Tech I","2","SRGT - Surgical/Operating Room Technician","Tomball, ","A health-related work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts.  Direct supervision is provided by the clinical professional."
"SRGT1360","Clinical II - Surgical Technology/Technologist","3","SRGT - Surgical/Operating Room Technician","Tomball, ","A health-related work -based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. Direct supervision is provided by the clinical professional. Requires LSC liability insurance."
"SRGT1405","Introduction to Surgical Technology","4","SRGT - Surgical/Operating Room Technician","Tomball, ","Orientation to surgical technology theory, surgical pharmacology and anesthesia, technological sciences, and patient care concepts."
"SRGT1409","Fundamentals of Perioperative Concepts and Techniques","4","SRGT - Surgical/Operating Room Technician","Tomball, ","In-depth coverage of perioperative concepts such as aseptic/sterile principles and practices, infectious processes, wound healing, and creation and maintenance of the sterile field."
"SRGT1541","Surgical Procedures I","5","SRGT - Surgical/Operating Room Technician","Tomball, ","Introduction to surgical pathology and its relationship to surgical procedures. Emphasis on surgical procedures related to the general, OB/GYN, genitourinary, otorhinolaryngology, and orthopedic surgical specialties incorporating instruments, equipment, and supplies required for safe patient care."
"SRGT1542","Surgical Procedures II","5","SRGT - Surgical/Operating Room Technician","Tomball, ","Introduction to surgical pathology and its relationship to surgical procedures. Emphasis on surgical procedures related to the cardiothoracic, peripheral vascular, plastic/reconstructive , ophthalmology, oral/maxillofacial, and neurological surgical specialties incorporating instruments, equipment, and supplies required for safe patient care."
"SRGT2130","Professional Readiness","1","SRGT - Surgical/Operating Room Technician","Tomball, ","Overview of professional readiness for employment, attaining certification, and maintaining certification status."
"SRGT2462","Clinical III","4","SRGT - Surgical/Operating Room Technician","Tomball, ","A health-related work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. Direct supervision is provided by the clinical professional. Requires LSC liability insurance."
"SRGT2563","Clinical IV","5","SRGT - Surgical/Operating Room Technician","Tomball, ","A health-related work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. Direct supervision is provided by the clinical professional. Requires LSCS liability insurance."
"SRVY1171","Capstone Exam Prep","1","SRVY - Construction Surveying","Montgomery, Houston North, ","The review course incorporates concepts from all previous surveying and drafting courses and includes the application of knowledge and skills of all previous surveying courses.  The course also serves as a review for students seeking to take the NSPS/ACSM Survey Technician Certification Exam."
"SRVY1291","Special Topics in Surveying","2","SRVY - Construction Surveying","Montgomery, ","Topics address recently identified current events, skills, knowledge, and/or attitudes and behaviors pertinent to the technology or occupation and relevant to the professional development of the student."
"SRVY1301","Introduction to Surveying","3","SRVY - Construction Surveying","Montgomery, Houston North, ","An overview of the surveying profession.  The history of surveying and its impact on the world. Review of the mathematics used in surveying. Introduction to basic surveying equipment with emphasis on measurements.  Instruction on surveying procedures and the limitation of errors. Calculation to determine precision and error of closure.  It includes an introduction to survey elements in CAD drafting."
"SRVY1313","Plane Surveying","3","SRVY - Construction Surveying","Montgomery, ","An introductory overview of surveying equipment and measurement techniques with emphasis on leveling and traversing."
"SRVY1315","Surveying Calculations I","3","SRVY - Construction Surveying","Montgomery, Houston North, ","Review and application of mathematics used in surveying and mapping."
"SRVY1319","Introduction to GIS","3","SRVY - Construction Surveying","Montgomery, Houston North, ","A study of the theory of geographic information systems, including conceptual understanding and database development, terms, definitions, classifications, use and client requirements, and prevailing and applicable professional standards. Projects and procedures to establish maps based upon geographic information systems. This course is part of the Land Surveying and Mapping Technology program."
"SRVY1335","Land Surveying Applications","3","SRVY - Construction Surveying","Montgomery, Houston North, ","Structured experience with the equipment, techniques and hardware necessary to measure horizontal and vertical angles and distances used in surveying."
"SRVY1341","Land Surveying","3","SRVY - Construction Surveying","Montgomery, Houston North, ","A study of the measurement and determination of boundaries, areas, shapes, location through traversing techniques. Instruction in a variety of adjustment methods using calculators and computers. Addresses methods of traversing and adjustment of errors according to prevailing professional standards."
"SRVY1349","Surveying Calculations II","3","SRVY - Construction Surveying","Montgomery, Houston North, ","A study of the mathematical calculations used in surveying and mapping.  An overview of software and hardware, including programmable calculators and computers used in problem solving."
"SRVY1442","Global Positioning System Techniques for Surveying and Mapping","4","SRVY - Construction Surveying","Montgomery, Houston North, ","Introduction to Global Positioning System (GPS) in surveying and mapping activities. Major topics include structuring a GPS system, designing a GPS data collection project, using GPS data collection equipment, collecting and processing GPS data, and correcting data errors. Surveying and mapping activities with public and private control networks."
"SRVY2305","Geographic Information Systems Applications","3","SRVY - Construction Surveying","Montgomery, ","A hands-on course with computer applications providing additional conceptual understanding of geographic information systems and practical applications using a variety of Geographic Information System software."
"SRVY2309","Computer Aided Mapping","3","SRVY - Construction Surveying","Montgomery, ","Production of survey maps using appropriate computer aided drafting software. Includes plats, civil engineering design drawings and topographic maps."
"SRVY2343","Surveying - Legal Principles I","3","SRVY - Construction Surveying","Montgomery, Houston North, ","The study of location, conveyance, ownership and transfer of real property under the laws of the State of Texas. Emphasis on the history of disposition of public land, interpreting written descriptions, dignity of calls and evidence, and record search of public and private land records."
"SRVY2344","Surveying-Legal Principles II","3","SRVY - Construction Surveying","Montgomery, ","An advanced course in legal principles, retracement and boundary location with application of legal principles and Rules of Construction for public land and Texas land laws; writing survey reports and property descriptions; and a review of boundary law cases."
"SRVY2440","Advanced Plane Surveying","4","SRVY - Construction Surveying","Montgomery, ","Advanced computational skills and application of contemporary tools to the execution of surveying projects, mapping, and construction stakeout. Laboratory exercises use total stations, electronic field books, global positioning systems, and computer software."
"SRVY2455","Advanced Boundary Project","4","SRVY - Construction Surveying","Montgomery, ","Designed for students for perform boundary surveying of large tracts of land using an environmental approach to determine real-time boundary lines. Students will interact with private citizens and public agencies in assessing boundary lines and limitations. Course includes the use of the latest, state-of-the-art Geographic Positioning Systems (GPS), total stations, historical data, and deed references."
"TECA1303","Families, School, and Community","3","TECA - Early Childhood Educationl","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","A study of the child, family, community, and schools, including parent education and involvement, family and community lifestyles, child abuse, and current family life issues. Course content must be aligned as applicable with State Board for Educator Certification Pedagogy and Professional Responsibilities standards and coincide with the National Association for the Education of Young Children position statement related to developmentally appropriate practices for children from birth through age eight. Requires students to participate in field experiences with children from infancy through age 12 in a variety of settings with varied and diverse populations. The course includes a minimum of 16 hours of field experiences. Requires LSC liability insurance."
"TECA1311","Educating Young Children","3","TECA - Early Childhood Educationl","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","An introduction to the education of the young child, including developmentally appropriate practices and programs, theoretical and historical perspectives, ethical and professional responsibilities, and current issues. Course content must be aligned as applicable with State Board for Educator Certification Pedagogy and Professional Responsibilities standards and coincide with the national Assessment of Educational Progress position statement related to developmentally appropriate practices for children from birth through age eight. Requires students to participate in field experiences with children from infancy through age 12 in a variety of settings with varied and diverse populations; and the course includes a minimum of 16 hours of field experiences. Requires LSCS liability insurance."
"TECA1318","Wellness of the Young Child","3","TECA - Early Childhood Educationl","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","A study of the factors that impact the well-being of the young child including healthy behavior, food, nutrition, fitness, and safety practices. Focuses on local and national standards and legal implications of relevant policies and regulations. Course content must be aligned as applicable with State Board for Educator Certification Pedagogy and Professional Responsibilities standards and coincide with the National Assessment of Educational Progress position statement related to developmentally appropriate practices for children from birth to age eight. Requires students to participate in field experiences with children from infancy through age 12 in a variety of settings with varied and diverse populations. Course includes a minimum of 16 hours of field experiences. Requires LSCS liability insurance."
"TECA1354","Child Growth & Development","3","TECA - Early Childhood Educationl","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A study of the physical, emotional, social, language, and cognitive factors impacting growth and development of children through adolescence."
"TECM1303","Technical Calculations","3","TECM - Applied Mathematics, General","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","Specific mathematical calculations required by business industry, and health occupations."
"TMGT3303","Communications and Conflict Resolution","3","TMGT - Trades Management","North Harris, University Park, ","A study and application of technical writing, business presentations, team building, interviewing, and business methods to resolve conflict with an emphasis on callaborative problem solving and mediation."
"TMGT3307","Operations Management in Energy, Manufacturing, and Skilled Trades","3","TMGT - Trades Management","North Harris, University Park, ","An introduction to the concepts, principles, problems, and practices of operations management producing and service-rendering organizations. Topics include operations strategy, process design, capacity control, quality assurance, and project management. The topics are integrated using a systems model of operations."
"TMGT3311","Information Technology for Enterprise Management","3","TMGT - Trades Management","North Harris, University Park, ","The use of information technology in commercial and industrial enterprises. Topics include the use of computer automation, sales, and financial forecasting."
"TMGT3347","Ethics and Corporate Social Responsibility","3","TMGT - Trades Management","North Harris, University Park, ","The student will develop an understanding for the importance of ethics in business and the corporate responsibilities that business organizations must assume in business and society.  An emphasis will be on contemporary trends in corporate responsibilities with respect to ethical, legal, economic and regulatory conditions in the global marketplace."
"TMGT3354","Leadership","3","TMGT - Trades Management","North Harris, University Park, ","This course examines the nature and scope of leadership as it relates to applied technology and workforce training environments.  The techniques for leadership, empowerment and team building are emphasized."
"TMGT3355","Mediation & Negotiation","3","TMGT - Trades Management","North Harris, University Park, ","Examination of  the nature of conflict and the methods to resolve conflict with an emphasis on collaborative problem solving and mediation. The theory and practice of negotiations are also studied, and students are given the opportunity to practice negotiation and mediation techniques through case study. Ethical decision making throughout these processes is addressed."
"TMGT4301","Industrial Cost Estimating and Control","3","TMGT - Trades Management","North Harris, University Park, ","A study of applied cost engineering with an emphasis on industrial/manufacturing cost  estimating  and cost control."
"TMGT4310","Human Resources Management and Labor Law","3","TMGT - Trades Management","North Harris, University Park, ","An examination of the major trends in human resources management, including problems and issues faced by organizations and individuals in times of change. Responsibilities of the human resources department and the roles that every manager plays, both as a supervisor and as a client of the human resources department, are studied. Topics include human resources forecasting and planning, job design, employee selection, equal employment opportunity laws and judicial rulings, performance appraisal, compensation and benefits, career development, and labor relations."
"TMGT4320","Organizational Design & Management Seminar","3","TMGT - Trades Management","North Harris, University Park, ","This course is a critical study of specific organizational structures and operations. The course uses a case study approach based on real and significant cases. Thereafter, students work in teams on instructor-approved specific case projects. Teams identify problems and formulate, plan and implement actions using technology management problem solving approaches."
"TMGT4396","Project Management in Energy, Manufacturing, & Skilled Trades","3","TMGT - Trades Management","North Harris, University Park, ","Team Approach to the analysis and design of basic industrial-level projects; integration of concepts and learning experience."
"VNSG1119","Leadership and Professional Development","1","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, Tomball, ","Study of the importance of professional growth. Topics include the role of the licensed vocational nurse in the multi-disciplinary health care team, professional organizations, and continuing education. Emphasis on application and preparation for the licensing examination and the workforce."
"VNSG1122","Vocational Nursing Concepts","1","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Introduction to the nursing profession and its responsibilities. Includes legal, ethical, and professional issues in nursing practice. Concepts related to the physical, emotional, and psychosocial self-care of the learner/professional."
"VNSG1160","Clinical - Basics","1","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","A health-related work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. Direct supervision is provided by the clinical professional. This course involves direct patient interaction for mastery of entry level nursing skills and competencies performed in a variety of health care settings with a focus on long term care. Requires LSC liability insurance."
"VNSG1163","Pediatric Clinical","1","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, Tomball, ","A health-related work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. Direct supervision is provided by the clinical professional. This course involves direct patient interaction for mastery of nursing skills and competencies performed in a variety of health care settings with a focus on the care of the well and the ill child. Requires LSC liability insurance."
"VNSG1216","Nutrition","2","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Introduction to nutrients and the role of diet therapy in growth and development and in the maintenance of health."
"VNSG1226","Gerontology","2","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Overview of the physical, psychosocial, and cultural aspects of the aging process. Addresses disease processes of aging. Exploration of perceptions toward care of the older adult."
"VNSG1238","Mental Illness","2","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Study of human behavior with emphasis on emotional and mental abnormalities and modes of treatment incorporating the nursing process and clinical judgment model."
"VNSG1260","Clinical I","2","VNSG - Licensed Practical/Vocational Nurse Training","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","A health-related work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. Direct supervision is provided by the clinical professional. This course involves direct patient interaction for mastery of nursing skills and competencies performed in a variety of health care settings with a focus on acute care."
