"course_code","course_name","credits","college_name","department","description"
"OPRE 6346","Advanced Project Planning","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6346   The course examines project scope in determining project requirements, stakeholder identification, WBS creation, schedule baselining, resources planning, procurement, and effective budget planning. Students will learn how to manage all project planning activities in terms of project scope, schedule, resource, procurement, and cost management. Prerequisite: OPRE 6362. (3-0) Y"
"OPRE 6347","Advanced Project Evaluation and Execution","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6347   This course provides an overview of the project management evaluation and monitoring process with specific emphasis on project monitoring and controlling, performing integrated change control. Additionally, key project aspects are explored in depth such as schedule, cost, quality, and risk evaluation and execution. Case studies are used to examine best practices and avoid common project management pitfalls. Prerequisite: OPRE 6346. (3-0) Y"
"OPRE 6348","Advanced Agile Project Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6348   This course examines an overview of the philosophy and practice of agile project management approaches using Scrum framework as a main teaching method. While exploring other methodologies such as Kanban and Scaled Agile Frameworks. Main topics include implementing key agile project management concepts such as road mapping, release planning, product backlog & sprint planning, user story estimation, tracking team progress, sprint retrospectives, and sprint review. Prerequisite: OPRE 6362. (3-0) Y"
"OPRE 6351","Applied Supply Chain Management for New Products","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6351   Executive Education Only. This course introduces global supply chain from the perspective for a new product or service entering a new market. Key areas of discussion are strategy, planning and operations. Students will establish a fundamental understanding of supply chains, how value is added to the product and/or service during the progress through the chain, and the processes and practices involved in effective and efficient management of the supply chain. We will also discuss product / service design and development as an integral component. (3-0) Y"
"OPRE 6352","Intelligent Enterprise Systems Configurations and Implementation with SAP","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6352 MIS 6332   The course focuses on Intelligent Enterprise System business processes and configuring an Intelligent Enterprise System from start up with hands-on experience with configuring Sales, Material Management, Production, Financial Accounting, and Management Accounting Modules on the S/4HANA platform. Several case studies are provided by which students can configure the Intelligent Enterprise System to meet the requirements so that products can be produced, purchased, sold, and generate reports - analytics. Prerequisite or Corequisite: MIS 6319 or OPRE 6390. (3-0) P"
"OPRE 6353","Managing Strategy Execution","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6353   Executive Education Course. The objective of this course is to introduce students to the discipline of managing strategy execution. Execution in this context is broadly defined as ""Getting Things Done."" The discipline will be explored from strategic, tactical, organizational, people, and other perspectives. The intent is to raise awareness on how execution is vitally applicable to every function in every organization, how improved execution management can lead to creating a competitive advantage for the organization, how to establish a culture of execution, and how to apply execution management discipline to achieve goals and objectives. (3-0) Y"
"OPRE 6354","Quality Improvement in Healthcare: Six Sigma and Beyond","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6354 HMGT 6332   The course will explore applications of quality improvement measures to the healthcare environment. Applications including the Demming method, QI, and CQI will be studied. Application of other industrial quality improvement methodology including Six Sigma and Toyota Lean will be covered. (3-0) Y"
"OPRE 6355","Deal Making Strategies","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6355 MECO 6355   This course uses experiential hands-on learning to develop students' skills in effectively managing competitive and collaborative business situations. Students will learn: (1) Behavioral principles for effective bargaining. (2) The principles for designing, conducting, and participating in procurement auctions. (3) Methods for increasing cooperation and trust in competitive and collaborative settings. (4) Behavioral principles for designing trading. Each topic in the course will be centered around a set of hands-on business simulations and case studies, in which students will take on the role of market participants working through a business problem. (3-0) R"
"OPRE 6358","Corporate Innovation and Entrepreneurship","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6358 BUAN 6378ENTP 6388MIS 6377SYSM 6316   Innovators and entrepreneurs within established corporations combine innovation, creativity and leadership to develop and launch new products, new product lines and new business units that grow revenues and profits from within. The course seeks to equip students with the skills and perspectives required to initiate new ventures and create viable businesses in dynamic and uncertain environments in the face of organizational inertia and other sources of resistance to innovation. Course topics include the elements of strategic analysis and positioning for competitive advantage in dynamic markets, and the structuring, utilization and mobilization of the internal resources of existing firms in the pursuit of growth and new market opportunities. (3-0) Y"
"OPRE 6359","Advanced Statistics for Data Science","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6359 BUAN 6359   This course uses statistical methods to analyze data from observational studies and experimental designs to communicate results to a business audience. The course mandates prior knowledge of fundamental statistical concepts such as measures of central location, standard deviations, histograms, the normal and t-distributions (knowledge of calculus is not required). The course also emphasizes interpretation and inference, as well as computation using a statistical software package such as R or STATA. Credit cannot be received for both: OPRE 6301 and (OPRE 6359 or BUAN 6359). (3-0) S"
"OPRE 6362","Project Management in Engineering and Operations","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6362 ENGY 6362IMS 6362SYSM 6311   Project management is the discipline of planning, organizing and managing resources to bring about the successful completion of specific project goals and objectives. The course will cover various aspects of managing projects in engineering and operations environments including the critical path methods for planning and controlling projects, time and cost tradeoffs, resource utilization, organizational design, conflict resolution and stochastic considerations. (3-0) S"
"OPRE 6363","Inventory Control","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6363   Analysis of deterministic and simple stochastic inventory models. Stochastic periodic reorder models with simple deterministic and simulation solutions. Lot size models and their extensions, reorder point determination, price break, Wagner-Whitin, Modigliani-Holn models. Prerequisite: OPRE 6302. (3-0) R"
"OPRE 6364","Lean Six Sigma","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6364   This course discusses the Lean and Six Sigma quality framework as it applies to manufacturing, service operations, re-engineering the design of products and processes to reduce waste and variability, use of Define-Measure-Improve-Control (DMAIC) methodology, and application of Lean for continuous improvement. (3-0) S"
"OPRE 6366","Global Supply Chain Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6366   Key issues associated with the design and management of industrial supply chains. The efficient integration of suppliers, factories, warehouses, and stores so that products are distributed to global customers in the right quantity and at the right time. Prerequisite: OPRE 6302. (3-0) S"
"OPRE 6367","Capstone Projects in Supply Chain Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6367   Capstone projects are sponsored by local industries and provide the students an opportunity to apply the skills and knowledge gained to solve real world challenging problems in the area of supply chain management. Students work in a team environment, interact with industry leaders, and gain some industry specific knowledge. Prerequisites: OPRE 6366 and OPRE 6370 and (MAS 6102 or MBA major) and instructor consent required. (3-0) Y"
"OPRE 6368","Industrial Applications in Supply Chains","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6368   Executive Education Course. The course discusses and reviews major supply chain challenges and relevant decision making tools used in the industry. The course proceeds with the analysis of real-life cases during which the students obtain industry specific knowledge. Some of the industries of interest are Telecommunications, High-tech Electronics, Semiconductors, Consumer Goods and Retail. Prerequisite: OPRE 6366 or instructor consent required. (3-0) R"
"OPRE 6369","Supply Chain Software with SAP","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6369 MIS 6369   The course introduces planning and execution of supply chains with software such as SAP's S/4 HANA, Advanced Planning and Optimization (APO) and Integrated Business Planning (IBP) with case discussions and lab exercises. Students also get exposure to the new GUI SAP Fiori. Blockchain and AI applications will also be introduced. This software is used in lab exercises that provide students with hands-on, experiential learning. The focus is on the supply planning function of supply chain management. Topics include: fundamentals of ERP and SAP, master and transaction data, MRP, forecasting, supply and demand matching. This course is intended for graduate students with interests in software-based supply chain management or digital supply chains. No SAP experience is required. Emerging trends including Artificial Intelligence and Blockchain Solutions in supply chain systems will also be discussed. (3-0) S"
"OPRE 6370","Global Logistics and Transportation","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6370   This course focuses on the design and analysis of global logistics, transportation, and supply chain systems including the components such as suppliers, warehouse, packaging and material handling, customers, production, inventory, orders, transportation, and information systems. The course discusses the interactions between these components; models and techniques for the analysis of logistics systems, as well as the strategic financial outcomes influenced by the logistics decisions. In addition, the course incorporates various applications of optimization and data analytics for managing the worldwide distribution of products and services, as well as the growing role of artificial intelligence (AI) in global logistics. Prerequisite: OPRE 6302. (3-0) S"
"OPRE 6371","Purchasing, Sourcing and Contract Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6371   Basic concepts and processes in purchasing, sourcing and contract management are introduced in this course. It teaches global sourcing techniques and the application of various management tools and quality tools in purchasing. Focus is on the proactive and planned analysis of supply markets and the selection of suppliers, with the objective of delivering solutions to meet pre-determined and agreed organizational needs. (3-0) S"
"OPRE 6372","Project Initiation","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6372   Executive Education Course. Explores project management in a global environment, bridges from strategy to project definition with discussions of project selection, creating value from project investments, determining and managing project requirements, and legal considerations in project management. (3-0) R"
"OPRE 6373","Project Planning","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6373   Executive Education Course. Continues from project initiation and covers the initial stages of planning a project, including scope management, quality planning, project team building, dealing with conflict, negotiation, and additional legal considerations. (3-0) F"
"OPRE 6374","Project Planning and Execution","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6374   Executive Education Course. Continues the discussion of planning techniques from OPRE 6373 and introduces execution phase processes. Topics include scheduling, resource planning, budgeting, negotiation skills development, and risk management. (3-0) R"
"OPRE 6375","Project Execution and Closeout","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6375   Executive Education Course. Discussion of planning and execution techniques as they relate to project closeout. Discuss project closeout. Topics include project procurement management, earned value management, lean and Six Sigma methodologies, and project execution and control. (3-0) R"
"OPRE 6376","Advanced Project Management and Simulation","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6376   Executive Education Course. Explores project organizational competence, maturity models, project portfolio management, program management, PM offices, alternate project management methodologies including Agile and simulates a project lifecycle. Prerequisite: OPRE 6275. (3-0) R"
"OPRE 6377","Demand and Revenue Analytics","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6377   This course focuses on the expense involved in managing conventional and idiosyncratic demand through the supply process. Demand for a single unit or an assembly (network) of units requires forecasting that incorporates prices and macroeconomic factors. Perishable supplies are optimally priced by considering their amount (inflated in overbooking), location, vintage, and customer classes. This approach is relevant for airlines, hotels, parks, rental cars, broadcasters, art/sport events, and retailers. (3-0) Y"
"OPRE 6378","Supply Chain Strategy","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6378   The success of a product (and a firm) in today's global marketplace depends on activities of firms in the product's supply chain. Students will learn how to develop strategies to create value through supply chain design, how to better structure a company's global operations strategy, how to develop guidelines for making strategic sourcing and make-buy decisions, how to deploy operations for successful turnarounds, and how to effectively use information technology to synchronize and manage global supply chains. Case studies will cover recent trends in supply chain strategy and key competencies required to be successful in a global marketplace. (3-0) S"
"OPRE 6379","Product Lifecycle Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6379   This course provides a management approach to new product development, product lifecycle management and its impact on supply chain management. Topics include the management of product portfolio transitions, resources, schema and modeling for bills of materials, change management, and product cost management. (3-0) R"
"OPRE 6382","Supply Chain Trade Compliance","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6382   This course explores the key issues associated with the application of international trade laws and regulations in the context of global supply chains through the examination of the international and national institutions, rules, and mechanisms used to govern and regulate international trade activities. The course also discusses global import/export compliance, regulations, requirements, fines and penalties, savings opportunities, audits, and tools. Students learn the important aspects of international trade regulations and how it impacts global supply chain operations. (3-0) S"
"OPRE 6383","Advanced AI in Supply Chain Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6383   This course offers in-depth exploration of Artificial Intelligence (AI) applications in supply chain management (SCM) across various business contexts and domains. Students will read research papers on state-of-the-art AI algorithms used in SCM, dive deep into technical implementations of these AI algorithms, critically evaluate effects and implications of AI implementations for various stakeholders, conduct analyses of ethical considerations and bias mitigation strategies in AI-driven SCM, and engage in advanced discussions on the future of AI in SCM. Students will engage in various readings and assignments to facilitate their understanding of AI in transforming SCM. Prerequisite: OPRE 6301 or OPRE 6359. (3-0) Y"
"OPRE 6384","Global Project Management Functions and Performance Measurement","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6384   Executive Education Course. This course bridges the traditional project management methods of scope, time, and cost with the next generation of project management techniques for project controls, quantitative methods, and performance measurement. This course walks through the project management framework that is set forth by the Project Management Institute (PMI). In addition, it will also teach the advanced techniques of project management, e.g., Quantitative Methods, Statistical Analysis, Risk Management, Conflict Resolution, Capital Budgeting, Break-even Analysis, and the Earned Value method. Prerequisites: FIN 6301 and OPRE 6301. (3-0) Y"
"OPRE 6388","Engineering Packaged Goods Distribution","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6388   This course covers both warehouse and DSD models of distribution common in CPG industry, in which network engineering design, distribution and replenishment planning and transportation planning / execution are performed. Students will also learn about unique distribution engineering aspects of returns, recycling, variety and display products and push/pull/hybrid delivery. In addition, this class focuses heavily on the practical operational aspects of distribution management through discussion and case studies. (3-0) Y"
"OPRE 6389","Managing Energy and Environment: Risk, Investment, Technology","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6389   MEERIT is for students and professionals interested in energy: hydrocarbon resources; nuclear and renewable technologies; transformation, transportation, and storage of energy; procurement and investment risks; interplay between energy and environment. It introduces terminology, describes processes, presents business, societal, and environmental issues along with qualitative and quantitative solutions. Energy sector is interdisciplinary, housing applications from various disciplines: operations, engineering, economics, finance, etc. Students involved in each of these disciplines learn applications of their knowledge and perspectives of other disciplines. (3-0) P"
"OPRE 6390","Intelligent Enterprise Systems with SAP","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6390 MIS 6319   This course provides students with an understanding of intelligent enterprise systems using the SAP S/4 HANA platform. The course focuses on managing enterprise-wide business processes such as Design to Operate, Record to Report (Core Finance), Lead to Cash, Source to Pay, and Hire to Retire, and integrations among them in large organizations. The course also introduces enterprise-wide analytics, enterprise system development methodologies, project management, and cloud solutions (Ariba, Concur, SuccessFactors, and Fieldglass). The course relies heavily on hands-on experience and case studies that utilize SAP Fiori and SAP GUI. (3-0) Y"
"OPRE 6393","Database Foundations","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6393 ACCT 6320MIS 6320   The course provides database knowledge for non-MIS business students to function effectively in their functional area. The course covers conceptual data modeling with the entity-relationship diagram, the fundamentals of relational data model and database queries, and the basic concepts of data warehousing. Structured Query Language will be used extensively. Applications of databases for accounting, finance, marketing, and other areas of business will be emphasized. May not be used to fulfill degree requirements in MS Information Technology and Management. Credit cannot be received for more than one of the following: ACCT 6320 or ACCT 6321 or BUAN 6320 or MIS 6320 or MIS 6326 or OPRE 6393. (3-0) Y"
"OPRE 6394","Technology and New Product Development","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6394 BUAN 6375ENTP 6375MKT 6375MIS 6375SYSM 6332   This course addresses the strategic and organizational issues confronted by firms in technology-intensive environments. The course reflects six broad themes: (1) managing firms in technology-intensive industries; (2) forecasting key industry and technology trends; (3) linking technology and business strategies; (4) using technology as a source of competitive advantage; (5) organizing firms to achieve these goals; and (6) implementing new technologies in organizations. Students analyze actual situations in organizations and summarize their findings and recommendations in an in-depth term paper. The course also introduces concepts related to agile engineering. Case studies and class participation are stressed. (3-0) S"
"OPRE 6398","Prescriptive Analytics","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6398 BUAN 6398   Introduction to decision analysis and optimization techniques. Topics include linear programming, decision analysis, integer programming, and other optimization models. Applications of these models to business problems will be emphasized. Prerequisite: OPRE 6301 or OPRE 6359 or BUAN 6359. (3-0) S"
"OPRE 6399","Business Analytics With SAS","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6399 BUAN 6324MIS 6324   This course covers theories and applications of business analytics. The focus is on extracting business intelligence from firms' business data for various applications, including (but not limited to) customer segmentation, customer relationship management (CRM), personalization, online recommendation systems, web mining, and product assortment. The emphasis is placed on the 'know-how' -- knowing how to extract and apply business analytics to improve business decision-making. Students will also acquire hands-on experience with business analytics software in the form of SAS Enterprise Miner. Credit cannot be received for more than one of the following: BUAN 6324 or BUAN 6356 or MIS 6324 or OPRE 6399. Prerequisite or Corequisite: OPRE 6301 or OPRE 6359 or BUAN 6359. (3-0) Y"
"OPRE 6V08","Special Topics in Operation Research","1-4 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6V08   May be lecture, readings, or individualized study. May be repeated for credit as topics vary. Additional prerequisites may be required depending on the specific course topic. Instructor consent required. ([1-4]-0) S"
"OPRE 6V90","Individual Study in Operations Management","1-3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6V90   May be individualized study for students pursuing further study of a topic in operations management. Pass/Fail only. May be repeated for credit as topics vary (3 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Department consent required. ([1-3]-0) S"
"OPRE 6V98","Supply Chain Management Internship","1-3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6V98   Student gains experience and improves skills through appropriate developmental work assignments in a real business environment. Student must identify and submit specific business learning objectives at the beginning of the semester. The student must demonstrate exposure to the managerial perspective via involvement or observation. At semester end, student prepares an oral or poster presentation, or a written paper reflecting on the work experience. Student performance is evaluated by the work supervisor. Pass/Fail only. May be repeated for credit as topics vary (3 semester credit hours maximum). Prerequisites: (MAS 6102 or MBA major) and department consent required. ([1-3]-0) S"
"OPRE 6V99","Special Topics in Operations Research","1-6 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 6V99   May be repeated for credit as topics vary (6 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Department consent required. ([1-6]-0) S"
"OPRE 7051","Seminar in Operations Management","0 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7051   The seminar covers topics of current research in the area of Operations Management. Research papers on a variety of topics are presented including supply chain management, inventory models, production planning and control, decision and risk analysis and behavioral operations management. Pass/Fail only. May be repeated for credit as topics may vary in coordination with OPRE 7351. Additional prerequisites may be required depending on the specific course topic. Instructor consent required. (3-0) Y"
"OPRE 7309","Behavioral Operations Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7309   This course covers various topics in behavioral operations management including introduction to using laboratory experiments in operations, individual decisions, supply chain contracts and behavioral marked design in a seminar format. The main goal of the course is to expose students to behavioral research and gain deeper understanding of the limitations of the standard operations management paradigm. The main deliverable in the course will be a proposal for a laboratory study, including hypotheses, treatments and factors. Those who wish to pursue this research further will have an opportunity to conduct their studies with human subjects. (3-0) R"
"OPRE 7310","Probability and Stochastic Processes","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7310   Basic concepts and methods from probability theory that are useful in the modeling of complex systems. Topics include Poisson and renewal processes, discrete and continuous-time Markov chains, semi-Markov processes, and various concepts of stochastic ordering. Instructor consent required. (3-0) Y"
"OPRE 7311","Stochastic Models in Operations Research","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7311   This course is a systematic study of important classes of stochastic models in operation research. Topics include renewal theory, Markov chains, semi-Markov processes, queuing models, stochastic ordering concepts, and Brownian motion. Instructor consent required. (3-0) R"
"OPRE 7318","Stochastic Dynamic Programming","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7318 FIN 7318MATH 7318   Stochastic Dynamic Programming (SDP) is a general methodology which plays an essential role in many areas of economics and management science. The course provides students with a solid background on SDP, the core theory and its evolution and applications. The course discusses many models, particularly in finance and operations management, as well as additional concepts such as principal-agent concepts for dynamic systems. Instructor consent required. (3-0) Y"
"OPRE 7320","Optimal Control Theory and Applications","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7320   This course is an introduction to Optimal Control Theory and a survey of its selected applications in finance, production, marketing and economics. Relationships to dynamic programming and Kuhn-Tucker conditions are also pointed out. emphasis is on modeling and not on mathematical rigor. Students should have two semesters of calculus including some knowledge of differential equations and linear algebra or instructor consent required. (3-0) R"
"OPRE 7330","Deterministic Models in Operations Research","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7330   Topics include linear programming, sensitivity analysis and duality, assignment problems, network models, integer programming, nonlinear programming, sequencing and scheduling models. (3-0) Y"
"OPRE 7343","Modern Machine Learning Methods","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7343   The increasing availability of data provides firms substantial opportunities to leverage modern machine learning methods to inform decision making. This course provides a rigorous introduction to the most commonly used machine learning methods. Emphasis will be on understanding the mathematical and technical aspects behind the algorithms, but students will also implement some of the algorithms (in a programming language of their choice) to gain hands-on experience in applying the learnt methods on real datasets. Topics include classification and regression, clustering, ensemble learning, dimensionality reduction, and deep learning. Instructor consent required. (3-0) Y"
"OPRE 7351","Seminar in Operations Management","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7351   This seminar covers topics of current research in the area of operations management. Research papers are presented on a variety of topics including: supply chain management, inventory models, production planning and control, design and scheduling of cellular manufacturing systems, and decision and risk analysis. Pass/Fail only. May be repeated for credit as topics vary (18 semester credit hours maximum). Instructor consent required. (3-0) R"
"OPRE 7353","Optimization","3 semester credit hours","Naveen Jindal School of Management","Operations Research","OPRE 7353   The course covers the fundamentals of optimization theory and introduces linear algebra and real analysis. Topics include existence of an optimal solution, unconstrained and constrained optima, convexity and quasi-convexity, and linear programming. Instructor consent required. (3-0) Y"
"PA 6300","Quality and Productivity Improvement in Government","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6300   Examines the implications and challenges of improving public sector quality and productivity. Provides practical methods for improving government productivity and quality efforts. Provides tools for measuring performance and for managing performance. (3-0) R"
"PA 6311","Public Management","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6311   The application of ideas and techniques of public management and decision-making to examine the various roles of the general manager in public organizations. This course will introduce students to the fundamentals of public management as a field of academic study. Further, the course will define public management at all levels of government, and offer insightful analysis of issues encountered. Utilizes the case method. (3-0) S"
"PA 6313","Public Policymaking and Institutions","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6313   Surveys the major institutions associated with policymaking, including Congress, the Presidency, the bureaucracy, and interest groups. These institutions are studied by linking them to the decision-making theories of organizations, social choice and incrementalism. (3-0) S"
"PA 6314","Policy Analysis","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6314 SOC 6316   This course introduces students to policy analysis, exploring approaches and providing tools to analyze contemporary policy questions at various levels of governance. (3-0) R"
"PA 6315","Evaluating Program and Organizational Performance","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6315 SOC 6315   Techniques and analytical methods of assessing governmental and nonprofit program and policy success. Emphasis is placed on strategies for impact assessment, measuring efficiency, examining short-term and long-term consequences, identifying both intended and unintended impacts, and the social, political and ethical context of evaluation. (3-0) Y"
"PA 6316","Leadership in Public and Nonprofit Management","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6316   This course will examine the major theories and practices of leadership in public and nonprofit organizations. Effective leaders from public and nonprofit organizations will speak to the class about the challenges of leading in complex environments. (3-0) R"
"PA 6318","Information Systems in Policy Environments","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6318   Overview of the technology, role and management of computer-based information systems in policy environments. Provides the managerial foundation for effective decision-making with respect to information technology implementation in public organizations. (3-0) R"
"PA 6319","Topics in Public Affairs","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6319   Topics may include areas related to environmental policy, health policy, and immigration policy and reform. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) S"
"PA 6320","Organizational Theory","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6320   This course provides a survey of theory and empirical research on organizations, with a focus on key organizational functions and ways of defining, understanding and responding to organizational problems. Focuses on bureaucracy and rationality, formal and informal structures, and the role of the environment. Organizational factors such as technology, power, information, and culture, as well as the implications of organizational theory for public policy are examined. (3-0) S"
"PA 6321","Government Financial Management and Budgeting","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6321   Management of government finances, including revenue collection and enforcement, cash and debt management, investments, general and special funds, controllership, financial and program audits, purchasing, financial reporting, managerial use of governmental accounting systems, GAO and professional accounting standards. (3-0) Y"
"PA 6322","Negotiations for Effective Management","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6322   Students in this courses will learn about negotiations, principally in the public sector, and will develop and practice skills to become more proficient negotiators and more effective managers. The course will be a combination of learning about negotiations and participating in exercises and simulated negotiations. The exercises and simulations reinforce theories about the role of negotiations in effective management and enable students to develop their own negotiation skills. (3-0) R"
"PA 6324","Urban Planning","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6324   This course examines local issues involving growth and development on the local level of government. Specifically, it examines land use planning, zoning, subdivision regulations, and the processes that are involved with these issues. (3-0) R"
"PA 6326","Decision Tools for Managers","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6326   This course introduces students to the variety of analytical and mathematical tools intended to improve management decision-making. Cognitive failures in decision-making and remedies are also explored. Tools range from systems analysis to techniques of management science. Uses available software for management science studies. (3-0) Y"
"PA 6334","Ethics, Culture and Public Responsibility","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6334   This course provides a general consideration of traditions of ethical thought, the interactions between personal behavior and cultural groups/norms and the implementation of public responsibility. Topics to be considered will include tensions between personal and collective goals, the nature and limits of tolerance, and the role of institutions such as the family, government, business, churches and interest groups. (3-0) R"
"PA 6335","Resource Development for Nonprofit Organizations","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6335   This course examines sources of revenue for nonprofit organizations. Specific topics include fundraising, grant writing, and donor dynamics. The course is designed to prepare the student to work effectively as a member of a fundraising team - either as staff or volunteer board member. (3-0) R"
"PA 6342","Local Economic Development","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6342 ECON 6372   This class will examine the role of local governments in promoting economic development in the United States, and will analyze the economic development process. Attention will be given to economic theories of local development and practical implications of those theories. Topics include local economic development and poverty, tax incentives, infrastructure credits, firm location decisions and effects of government competition for economic activity. (3-0) Y"
"PA 6344","Local Government Management","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6344   This course examines structure of local governments, the roles of key elected and appointed officials, and numerous issues and problems that local government managers and policymakers face. It also presents for discussion and study some of the best management practices that local government managers use in achieving effective and efficient delivery of services. There is a focus on local government management in the Dallas metro area through interaction with elected and appointed officials. (3-0) Y"
"PA 6345","Human Resources Management","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6345   Examines theories, principles, and practices of human resources management in public organizations. Explores implications of social and administrative values as expressed in current human resource policies. Attention will be given to the legal, ethical, and cultural environment under which human resource management operates. Topics include selection, hiring, training, compensating, motivating employees, and creating inclusive workplaces. Students will learn about the emerging trends and practices that will affect the way organizations manage their human resources with special emphasis on strategic human resource management and information systems. (3-0) S"
"PA 6347","Capital Budgeting and Debt Administration","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6347   The course offers an in-depth overview of the decisions and processes involved in purchasing capital assets by U.S local governments and other entities that issue capital debt for public purposes. It covers topics related to the management of capital expenditures including the creation of capital budgets, the debt issuance process, options in structuring capital debt, and issues involved in the management of capital improvements or rehabilitation of physical assets to extend their useful life. The course provides students with hands-on experience of creating and analyzing debt service schedules and concludes with an applied project. Prerequisite: EPPS 6313. (3-0) R"
"PA 6348","Navigating the Public Service Workplace","3 semester credit hours","School of Economic, Political and Policy Sciences","Public Affairs/Administration","PA 6348   The governmental workplace is often a complicated work environment with numerous stakeholders. This practical course explores the challenges that public managers face at all levels of government in having successful careers. (3-0) Y"
