"school","subject","course_code","course_name","credits","description"
"School of Sciences","Health Sciences","HSCI-H 361","Methods and Materials in Nutrition Education","3 cr.","P: HSCI-H 220 This course is designed to give the prospective health educator a foundation in teaching methodologies and materials, and curriculum planning in nutrition. Students will obtain the necessary skills to plan and implement a variety of methods and materials in a variety of settings. Emphasis will be on facilitating prepared units/lessons to students, employees, patients and community members. The course will enable the student to select methods and develop and teach nutrition programs with specific learning/behavioral objectives."
"School of Sciences","Health Sciences","HSCI-H 363","Personal Health","3 cr.","This survey course provides a theoretical and practical treatment of the concepts of disease prevention and health promotions. Covers such topics as emotional health, aging, death, alcohol, tobacco, drug abuse, physical fitness, nutrition and dieting; consumer health chronic and communicable disease; safety and environmental health."
"School of Sciences","Health Sciences","HSCI-H 364","Stress Management in the Health Professions","3 cr.","P: Sophomore standing or permission of instructor. This course examines the biology of stress and the psychological aspects of stress and its relationship to physiological/psychological illnesses. Practical and effective stress management options such as coping strategies, time management, behavior modification, and relaxation techniques are explored."
"School of Sciences","Health Sciences","HSCI-H 365","Health Assessment, CPR, and Emergency Management","3 cr.","This course focuses on the knowledge and skills necessary to perform a beginning health assessment.Â  This course is an introduction to clinical medicine.Â  This course includes eliciting a medical history; introduction to physical examination; reviewing anatomy, physiology and pathophysiology of common diseases; and differentiating between normal and abnormal physical exam findings.Â  Nutritional examination skills will be introduced as well.Â  First aid and CPR will be covered as well.Â  Laboratory situations for skills practice are included in the course."
"School of Sciences","Health Sciences","HSCI-H 366","Community Nutrition","3 cr.","P: HSCI-H 220 This course is designed to equip nutrition and dietetics students with written and oral skills to use in community nutrition programs. The purpose of health promotion and disease prevention interventions, related to food and nutrition, is to facilitate healthy changes in food behaviors. Students will learn how community-based nutrition programs focus on multiple populations in the United States and how public health nutrition policy evolves into community food and nutrition programs. Students will apply their knowledge through the development of a community nutrition assessment and the presentation of their review of successful interventions."
"School of Sciences","Health Sciences","HSCI-H 367","Health Problems in the Communicy","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 369","Experimental Foods Lab","3 cr.","P: HSCI-H 130, HSCI-H 220 This course is designed to demonstrate and illustrate the chemical and physical properties of foods. The course shows the effects of processing, ingredients, and storage on food quality and nutrient retention. Students will prepare and evaluate different food products (breads, vegetables, grains, fruits, and others) using various chemical, instrumental and sensory analysis techniques. The focus is on applied food development for both nutrition and dietetic students.Â  This course will have both didactic and nutrition laboratory components."
"School of Sciences","Health Sciences","HSCI-H 378","Global Nutrition","3 cr.","The history of food and hunger, and the global nature of our food systems focusing on the impact of our food decisions on the environment, agricultural production, world population relative to food supply, hunger, biotechnology, and safety of our food supply. No prerequisites to this course. Also discuss community nutrition and resources for under-served populations such as meals-on-wheel and WICS."
"School of Sciences","Health Sciences","HSCI-H 388","Advanced Human Nutrition and Metabolism","3 cr.","P: HSCI-H 220 and ANAT-A 215. This course will build on the basic knowledge acquired in basic nutrition.Â  It will cover nutritional cell biology, physiology, biochemistry, genetics, and pharmacology."
"School of Sciences","Health Sciences","HSCI-H 391","Biomechanics","3 cr.","P: HCSI-H 212; ANAT-A 215. A course designed to aid the studentâs understanding of the muscular control of the body and the mechanics of body and implement control. This course is designed to develop a basic understanding of sport mechanics and an appreciation of how superior sport techniques are based on the use of developmentally appropriate scientific concepts and natural law."
"School of Sciences","Health Sciences","HSCI-H 397","Kinesiology","3 cr.","P: HSCI-H 204 and HSCI-H 212. This course is intended to teach students the basic concepts of kinesiology, particularly related to human movement in sport and physical activity settings. Concepts include, but are not limited to, internal/external forces, plasticity, motor control, and adaptations to physical movements. This course will be beneficial for students interested in biomechanics, physical therapy, rehabilitation, and sport coaching."
"School of Sciences","Health Sciences","HSCI-H 400","Topics in Health Sciences","3 cr.","P: Sophomore standing or permission of instructor.  Variable content course . This course is intended to allow the student to explore a number of topics that are typically associated with personal and community health.Â  These will include, but not limited to Health Behaviors, Chronic Diseases and conditions such as Cancer, Diabetes and Obesity;Â  Environmental factors that influence health around the world including America; supports groups and Recreational Therapies; Age related health topics.  May be repeated once for credit."
"School of Sciences","Health Sciences","HSCI-H 401","Introduction to Specimen Procurement","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 403","Program Planning in Health","3 cr.","P: HSCI-H366 and junior/senior status. Skill building in public health and health promotion program planning, including proposal presentations. Topics include program planning models, needs assessment methods, behavior change theories, types of community organization, social marketing principles, program implementation fundamentals, and evaluation techniques."
"School of Sciences","Health Sciences","HSCI-H 404","Sports Ethics","3 cr.","A study of the nature of ethics in sport with an emphasis on current application of moral principles and values. The relationship of ethics to social issues in sport will be explored, including philosophical and historical perspectives."
"School of Sciences","Health Sciences","HSCI-H 405","Introduction to Sports Psychology","3 cr.","P: HSCI-H 212. The psychology of sport is the study of the interaction between psychological variables and performance in sport and physical activity. Because the multifaceted field continues to evolve, it assumes many of its theories and concepts from general, social, personality, and developmental psychology as well as exercise physiology, sport sociology, and motor learning. Thus, it is an interdisciplinary field of study in sport and exercise science rather than a sub-discipline of general psychology. This introductory course is ideal for students who wish to work with athletes in some capacity, pursue a career in physical education teaching and/or coaching, or plan on working with individuals in the health and fitness industry."
"School of Sciences","Health Sciences","HSCI-H 406","Medical Nutrition Therapy 1","3 cr.","P: ANAT-A 215; HSCI-H 220; HSCI-H 336; PHSL-P 215  This course is the first in a series of courses in medical nutrition therapy for students in dietetics, nursing or a related field. The student will obtain essential knowledge and skills regarding pathophysiology, etiology and development process of diseases requiring medical nutrition therapy, collection of pertinent data for assessing nutritional needs of patients, and integration of medical, dietary and lifestyle information to plan medical nutrition therapy throughout Medical Nutrition Therapy I. This first course will provide the foundation knowledge and skills to undertake practice in the management of nutrition issues, which will aid in the management of chronic health conditions."
"School of Sciences","Health Sciences","HSCI-H 407","Medical Nutrition Therapy 2","3 cr.","P: HSCI-H 406 This is the second course in the series that examines medical nutrition for students pursuing dietetics, nursing or a closely related major."
"School of Sciences","Health Sciences","HSCI-H 409","Basic Physiology of Exercise","3 cr.","P: HSCI-H 212; HSCI-H 204; ANAT-A 215; PHSL-P 215. A survey of human physiology parameters as related to physical exercise and work and the development of physiological fitness factors. Physiological foundations will be considered."
"School of Sciences","Health Sciences","HSCI-H 411","Promoting Health Behaviors","3 cr.","P: HSCI-H 327 Intro to Community Health. Concepts, theories and applied approaches for health communications with emphasis on social marketing, media, advocacy and the process of media messages on health behaviors."
"School of Sciences","Health Sciences","HSCI-H 412","Topics in Medical Technology","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 415","Global Child and Adolescent Health","3 cr.","P: HSCI-H 327 Intro to Community Health. An overview of determinants and indicators of health of children and adolescents."
"School of Sciences","Health Sciences","HSCI-H 419","Advocacy Internship","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 434","Diseases of Diverse Population","3 cr.","P: HSCI-H 327 Intro to Community Health. This course covers current information about infectious and chronic diseases from a community health perspective; including physiological, psychological, social, cultural, political, environmental, healthcare and economic aspects influencing disease of diverse populations of the world."
"School of Sciences","Health Sciences","HSCI-H 442","Exercise and Nutrition","3 cr.","P: HSCI-H 220 and Statistic course. Nutritional needs of individuals participating in physical activity and sport. Topics include the role of individual nutrients in metabolism, estimation of energy needs, fluid balance, food fads, meal planning and nutritional needs of the body during various stages of activity."
"School of Sciences","Health Sciences","HSCI-H 445","Special Topics in Kinesiology","3 cr.","P: HSCI-H 212; HSCI-H 204; ANAT-A 215; PHSL-P 215. The aim of this course is to explore the social psychological research and theories that facilitate understanding of personal excellence in sport.Â  The course introduces theoretical and empirical work on participation and acquisition of expertise in sport as well as methodological issues related to developmental research in sport.Â  Specific discussion will focus on developmental aspects and learning conditions that allow individuals to maintain participation and reach high levels of performance in sport."
"School of Sciences","Health Sciences","HSCI-H 451","Health Coaching","3 cr.","P: HSCI-H 212; and HSCI-H 220. This course is designed to provide knowledge and skills necessary for health coaches to help individuals achieve health goals and make lifestyle changes to reduce chronic disease risk and experience. Topics include effective communication strategies, health screenings and assessments, goal setting, motivational interviewing and behavior change theories, and legal and ethical responsibilities of the health coach. Class activities include triad coaching circles skills practice."
"School of Sciences","Health Sciences","HSCI-H 452","Motor Learning","3 cr.","P: HSCI-H 204 and HSCI-H 212. Open to juniors and seniors only. An examination of factors that affect the acquisition and performance of motor skills. Topics include perception, psychomotor learning, practice methods, and theories of neuromuscular integration."
"School of Sciences","Health Sciences","HSCI-H 455","Special Topics in Sports and Fitness","3 cr.","The aim of this course is to explore the social psychological research and theories that facilitate understanding of personal excellence in sport.Â  The course introduces theoretical and empirical work on participation and acquisition of expertise in sport as well as methodological issues related to developmental research in sport.Â  Specific discussion will focus on developmental aspects and learning conditions that allow individuals to maintain participation and reach high levels of performance in sport."
"School of Sciences","Health Sciences","HSCI-H 460","Clinical Hematology","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 461","Clinical Analysis of Urine and Body Fluids","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 462","Clinical Microbiology and Mycology","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 463","Clinical Parasitology","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 464","Clinical Serology","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 465","Clinical Chemistry","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 467","Professional Development Topics in Medical Technology","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 477","Health Program Planning","3 cr.","P: HSCI-H 325 Foundations of Health Education, HSCI-H 327 Intro to Community Health This course provides models and theories for planning programs/interventions that maintain and improve health in community settings. An overview of program planning, including logic models, needs assessment, and community organizing will be addressed."
"School of Sciences","Health Sciences","HSCI-H 478","Evaluations of Health Programs","3 cr.","P: HSCI-H 477 This course provides an introduction to health program evaluation planning and design, data collection, interpretation, and reporting of findings. Students will learn how to develop an evaluation plan, to create a logic model that ties the evaluation to the goals of the program, and to communicate the evaluation report."
"School of Sciences","Health Sciences","HSCI-H 480","Care and Prevention of Athletic Injuries","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 485","Practicum in Coaching","1-6 cr.","Under the advisement of a faculty member and supervision of a coach/ sports/ fitness specialist, the student will work or otherwise actively participate in a coaching setting.Â Â  (Junior/Senior standing and admission to the Coaching Minor) CPR Certification must be completed and recorded."
"School of Sciences","Health Sciences","HSCI-H 489","Internship in Sports and Fitness","1-6 cr.","May be repeated for credit. P: Declared Health Science major; junior or senior standing or permission of instructor. Under the advisement of a faculty member and supervision of a coach/sports/fitness specialist, the student will work or otherwise actively participate in a sports and fitness setting."
"School of Sciences","Health Sciences","HSCI-H 490","Motor Development and Learning","3 cr.","P: HSCI-H 204; HSCI-H 212; ANAT-A 215; PHSL-P 215. Motor learning and development principles throughout the life span. Emphasis on observing and analyzing characteristic movement behavior, motor learning, and motor performance, with application to developmentally appropriate movement experiences."
"School of Sciences","Health Sciences","HSCI-H 491","Internship in Health Sciences","1-6 cr.","P: 30 + credit hours. Under the guidance of a Health Science faculty the student will perform an internship that is suitable to meet the learning objectives of the course. Objectives may vary depending on the specific concentration and internship facility.Â  This is a variable credit course."
"School of Sciences","Health Sciences","HSCI-H 492","Independent Research Studies in Health Sciences","1-6 cr.","P: Instructor consent. Students taking the independent research study will immerse themselves in a new or ongoing research project conducted by Allied Health Science faculty.Â  In this context, students will be given opportunities to learn practical, hands-on research skills.Â  These skills could include, but are not limited to ethics submissions, data collection, data analysis, scientific writing and scientific presentations.Â  For this course the formal class setting will not be used. Instead, students will meet individually or in small groups with the course instructor.Â  These meetings will generally occur on a weekly basis, as agreed upon by the instructor and student. This will all for the course work to center on the needs of the student and the assigned project.  Can be repeated for credit."
"School of Sciences","Health Sciences","HSCI-H 493","Tests/Measurements in Phys Ed","3 cr.","Theory of measurement in physical education, selection and administration of appropriate tests, interpretation of their results by fundamental statistical procedures."
"School of Sciences","Health Sciences","HSCI-H 496","Children's Talent Development in Sport","3 cr.","This course provides students with the theories and knowledge underpinning sport excellence. The course describes pathways to expertise, facilitating long-term participation, influences on talent development, and cultivating elite performance. Students will draw upon past Health Sciences courses to fully understand the material. Students will also be introduced to some of the methodologies used to explore talent development."
"School of Sciences","Health Sciences","HSCI-H 498","Senior Capstone in Nutrition and Dietetics","3 cr.","P: Senior in Nutritional and Dietetic Sciences. The capstone provides opportunities for students to work on nutrition and dietetics practical skills which will allow them to synthesize, integrate and apply professional practice skills.Â  Included in the course are professional organizations, professional dress, portfolio development, certifications in specialty areas, current issues and problems related to dietetics including ethics of health care and standards of practice.Â  Completion of capstone course requires both written and oral activities."
"School of Sciences","Health Sciences","HSCI-H 499","Senior Health Sciences Capstone","3 cr.","P: Graduating in Health Sciences in the calendar year; and four of the following five courses:  (HSCI-H 325, HSCI-H 327, HSCI-H 411, HSCI-H 415 and AHLT-H 434). Demonstration of competencies and skills acquired throughout the health sciences education program. To include a professional portfolio."
"School of Sciences","Health Sciences","HSCI-H 101","Introduction to Safety","3 cr.","Provides an overview of the variety of careers available in the safety profession. Examines the broad areas practiced by safety professionals, including regulatory compliance, environmental protection, ergonomics, industrial hygiene, emergency management, recreational safety, personal safety, healthcare, training and instruction, system safety, fire protection, and hazardous materials management."
"School of Sciences","Health Sciences","HSCI-H 151","Legal Aspects of Safety","3 cr.","Discuss legal requirements for safety, health and environmental compliance.Â  Emphasis is given to OSHA, EPA, FDA consensus standards, as well as other applicable Federal and State regulations."
"School of Sciences","Health Sciences","HSCI-H 391","Biomechanics","3 cr.","P: HSCI-H 212; ANAT-A 215. A course designed to aid the studentâs understanding of the muscular control of the body and the mechanics of body and implement control. This course is designed to develop a basic understanding of sport mechanics and an appreciation of how superior sport techniques are based on the use of developmentally appropriate scientific concepts and natural law."
"School of Sciences","Health Sciences","HSCI-H 397","Kinesiology","3 cr.","P: HSCI-H 204 and HSCI-H 212. This course is intended to teach students the basic concepts of kinesiology, particularly related to human movement in sport and physical activity settings. Concepts include, but are not limited to, internal/external forces, plasticity, motor control, and adaptations to physical movements. This course will be beneficial for students interested in biomechanics, physical therapy, rehabilitation, and sport coaching."
"School of Sciences","Health Sciences","HSCI-H 405","Introduction to Sports Psychology","3 cr.","P: HSCI-H 212. The psychology of sport is the study of the interaction between psychological variables and performance in sport and physical activity. Because the multifaceted field continues to evolve, it assumes many of its theories and concepts from general, social, personality, and developmental psychology as well as exercise physiology, sport sociology, and motor learning. Thus, it is an interdisciplinary field of study in sport and exercise science rather than a sub-discipline of general psychology. This introductory course is ideal for students who wish to work with athletes in some capacity, pursue a career in physical education teaching and/or coaching, or plan on working with individuals in the health and fitness industry."
"School of Sciences","Health Sciences","HSCI-H 409","Basic Physiology of Exercise","3 cr.","P: HSCI-H 212; HSCI-H 204; ANAT-A 215; PHSL-P 215. A survey of human physiology parameters as related to physical exercise and work and the development of physiological fitness factors. Physiological foundations will be considered."
"School of Sciences","Health Sciences","HSCI-H 445","Special Topics in Kinesiology","3 cr.","P: HSCI-H 212; HSCI-H 204; ANAT-A 215; PHSL-P 215. The aim of this course is to explore the social psychological research and theories that facilitate understanding of personal excellence in sport.Â  The course introduces theoretical and empirical work on participation and acquisition of expertise in sport as well as methodological issues related to developmental research in sport.Â  Specific discussion will focus on developmental aspects and learning conditions that allow individuals to maintain participation and reach high levels of performance in sport."
"School of Sciences","Health Sciences","HSCI-H 452","Motor Learning","3 cr.","P: HSCI-H 212 and HSCI-H 204. Open to juniors and seniors only. An examination of factors that affect the acquisition and performance of motor skills. Topics include perception, psychomotor learning, practice methods, and theories of neuromuscular integration."
"School of Sciences","Health Sciences","HSCI-H 490","Motor Development and Learning","3 cr.","P: HSCI-H 212; HSCI-H 204; ANAT-A 215; PHSL-P 215. Motor learning and development principles throughout the life span. Emphasis on observing and analyzing characteristic movement behavior, motor learning, and motor performance, with application to developmentally appropriate movement experiences."
"School of Sciences","Health Sciences","HSCI-H 491","Blood Bank 1","3 cr.",""
"School of Sciences","Health Sciences","HSCI-H 496","Children's Talent Development","3 cr.","This course provides students with the theories and knowledge underpinning sport excellence. The course describes pathways to expertise, facilitating long-term participation, influences on talent development, and cultivating elite performance. Students will draw upon past Health Sciences courses to fully understand the material. Students will also be introduced to some of the methodologies used to explore talent development."
"School of Sciences","Health Sciences","HSCI-H 499","BAS Capstone Independent Study","3 cr.","P: Senior Standing in Applied Sciences, BAS, healthcare management tract. This course is designed to be tailored to the specific area of study, or concentration, of the individual student and used when a designated capstone course is not available or does not meet the needs of the student. It is a culmination of concepts previously learned in courses throughout the degree. These concepts should be applied to real life situations which can be accomplished in a number of ways depending on the student's area of concentration and study. All students will be required to assemble a portfolio demonstrating the knowledge, skills, and application of these acquired and implemented throughout the course of study."
"School of Sciences","Informatics","INFO-C 100","Informatics Foundations","3 cr.","Introduction to informatics, basic problem solving and elementary programming skills. This course also provides a survey of computing tools in the context of selected disciplines (cognates)."
"School of Sciences","Informatics","INFO-C 112","TOOLS FOR INFORMATICS: PROGRAMMING AND DATABASES","3 cr.","This course is an introduction to programming and databases, two basic means of creating, changing, and storing information on a computer. Computational thinking, basic programming, and basic debugging methods will be covered in a high-level language. Data modeling, schemas, SQL queries, and data-entry forms will also be emphasized."
"School of Sciences","Informatics","INFO-C 201","MATHEMATICAL FOUNDATIONS OF INFORMATICS","3 cr.","MATH-M 118 or higher recommended. An introduction to methods of analytical, abstract, and critical thinking, deductive reasoning, and logical and mathematical tools used in information sciences. The topics include propositional and predicate logic, natural deduction proof system, sets, functions and relations, elementary statistics, proof methods in mathematics, and mathematical induction."
"School of Sciences","Informatics","INFO-C 203","Social Informatics","3 cr.","Introduction to key ethical, privacy and legal issues as related to informatics, and social research perspectives and literatures on the use of information and communication technologies. Topics include: intellectual property, legal issues, societal laws, ethical use of information, information privacy laws, personal code of ethics, principles for resolving ethical conflicts, and popular and controversial uses of technology. This course also outlines research methodologies for social informatics."
"School of Sciences","Informatics","INFO-C 210","Problem Solving and Programming","3 cr.","P: INFO-C 112 First in a two-course sequence of intensive computer programming. In this course, students will design, develop, test, and debug software solutions using a given programming language."
"School of Sciences","Informatics","INFO-C 211","Problem Solving and Programming 2","3 cr.","Second course in the two-course sequence of intensive computer programming. In this course, students will learn and apply object oriented computerÂ programming concepts and techniques. The course will also provide a brief introduction to data structures and files."
"School of Sciences","Informatics","INFO-C 300","Human Computer Interaction","3 cr.","This course will provide an introduction to the core topics, approaches and developments in the field of Human Computer Interaction (HCI). The course introduces the process involved in designing and evaluating interactive technologies. Topics include interaction design, evaluation, usability, user psychology, web design, prototyping, requirements and analysis, and other related issues."
"School of Sciences","Informatics","INFO-C 307","Data Representation and Organization","3 cr.","This course will provide an introduction to ways in which data can be organized, represented and processed from low level to high level. Topics include construction of memory based structures and algorithms using arrays (single, multidimensional), lists (single, double, circular), stacks, queues, binary trees, and hash tables, and basic file manipulation."
"School of Sciences","Informatics","INFO-C 399","Database Systems","3 cr.","This course will provide an in-depth discussion of database system fundamentals. The course emphasizes the concepts underlying various functionalities provided by a database management system, and its usage from an end-user perspective. Topics include: overview and architecture of database systems, relational database modeling and querying, and basic XML database modeling and querying."
"School of Sciences","Informatics","INFO-C 401","Foundations in Legal Informatics","3 cr.","This course examines the basic concepts of the design, evaluation, and use of technology in the study and practice of law. The course provides an overview of the application of a variety of emerging informatics and media technologies to the field of law. It covers technology for law office management, legal research, litigation support, document management, imaging and animations, case management, and electronic court filing.Â"
"School of Sciences","Informatics","INFO-C 402","Legal and Social Informatics of Security","3 cr.","This course examines that set of ethical and legal problems most tightly bound to the issues of information control. The interaction and technology change, but the core issues have remained: privacy, intellectual property, Internet law, concepts of jurisdiction, speech anonymity versus accountability, and ethical decision making in the networked environment. This is a case-based course on privacy and security in social contexts. Cases address the specific designs of technologies and discuss how different technically feasible design choices would result in distinct regulatory regimes, business strategies, or support different forms of social interaction. This course focuses on specific security and privacy technologies as sociotechnical systems.Â"
"School of Sciences","Informatics","INFO-C 403","Electronic Discovery","3 cr.","This course covers the legal, ethical, financial, logistical, procedural, and technological considerations of electronic discovery and its implications for lawyers and their clients. It highlights recently revised federal and state rules, new state and federal legislation, and recent court cases that impact electronic discovery policies and processes. We also consider electronic discovery from the point of view of a corporation that has to prepare for, and then respond to, requests for the production of digital evidence.Â"
"School of Sciences","Informatics","INFO-C 404","Litigation Support Systems and Courtroom Presentations","3 cr.","This course reviews software for organizing, managing, retrieving, and presenting documents and evidence in a legal matter. Students learn what is effective and allowable from a technical, legal, and ethical standpoint. The course covers court rules and procedures on how much visual evidence can be used and the extent to which this evidence can be altered or enhanced in the trial process.Â"
"School of Sciences","Informatics","INFO-C 405","Technology and the Law","3 cr.","This course provides students with a foundation on legal matters that impact informatics and media, including intellectual property (copyright, patents, trademark, trade secrets), contracts, licensing, privacy, publicity, global legal issues, and professional ethics.Â"
"School of Sciences","Informatics","INFO-C 413","Web Design and Development","3 cr.","This course introduces website design and development. Topics include client-side technologies such as Hypertext Markup Language (HTML, XML), the document object model (DOM), Cascading Style Sheet (CSS), JavaScript and jQuery, AJAX, front-end framework, and server-side technologies."
"School of Sciences","Informatics","INFO-C 450","System Design","3 cr.","P: INFO-C 211 This course introduces the concepts of large scale system design and development. Topics include: the software development life cycle, specification, analysis, design, modeling, use cases, user interface design, planning, estimating, reusability, portability, working in teams, introductory project management and CASE tools. Student teams will present their final project design."
"School of Sciences","Informatics","INFO-C 451","System Implementation","3 cr.","This course introduces the concepts of large scale system implementation. Topics include: implementation of data models, user interfaces, and software systems, working in teams, software testing, planning, estimating, and post-delivery maintenance. The students will work in teams and will utilize project management tools and revision control and source code management systems. Student teams will present their final project design."
"School of Sciences","Informatics","INFO-C 452","Project Management","3 cr.","This course will provide an in-depth discussion of project management in an Informatics setting. Students will become conversant in the tools and techniques of project management, such as project selection methods, work breakdown structures, network diagrams, critical path analysis, critical chain scheduling, cost estimates, earned value management, motivation theory and team building."
"School of Sciences","Informatics","INFO-I 100","First Year Experience","1 cr.","This course introduces specific survival skills for success in college and beyond, while reconciling personal learning skills with instructor-based teaching styles. Master the art of inquiry and elevate your sense of integrity while sharpening your personal edge by exploring critical thinking, project managements and current/future job market trends.Â"
"School of Sciences","Informatics","INFO-I 101","Introduction to Informatics","4 cr.","P: Computer literacy. Problem solving with information technology; introductions to information representation, relational databases, system design, propositional logic, cutting-edge technologies: CPU, operation systems, networks; laboratory emphasizing information technology including Web page design, word processing databases, using tools available on campus. Â"
"School of Sciences","Informatics","INFO-I 105","Computer Concepts for Health Information","3 cr.","This course provides an overview of applications for the health and medical professionals. Â Topics include: Â audit trails, generating, quantifying and analyzing medical records, word processing, computer hardware, medical software, copyright and fair usage. Â Students retrieve and present medical data."
"School of Sciences","Informatics","INFO-I 112","Basic Tools of Informatics - Programming and Database Concepts","3 cr.","This course provides a practical introduction to both programming logic and database design techniques. The courseÂ emphasizes problem-solving, logic, and computational thinking. A high-level programming language will be introduced and it will be used to program, debug and test solutions for basic programming problems, emphasizing best programming techniques. This course also introduces students to database design and data modeling. Using a contemporary DBMS, students will learn how to develop and query databaseÂ applications.Â Â"
"School of Sciences","Informatics","INFO-I 201","Math Foundations of Informatics","4 cr.","P: INFO-I 101 and MATH-M 118. An introduction to methods of analytical, abstract and critical thinking, deductive reasoning; and logical and mathematical tools used in information sciences. Topics include propositional and predicate logic, natural deduction proof system, sets, functions and relations, proof methods in mathematics, mathematical induction, and graph theory."
"School of Sciences","Informatics","INFO-I 202","Social Informatics","3 cr.","P: INFO-I 101. Introduction to key social research perspectives and literatures on the use of information and communication technologies. Discusses current topics such as information ethics, relevant legal frameworks, popular and controversial uses of technology (e.g., peer-to-peer file sharing), digital divides, etc. Outlines research methodologies for social informatics. Â"
"School of Sciences","Informatics","INFO-I 210","Information Infrastructure I","4 cr.","P: INFO-I 101. INFO-I 101 can be taken concurrently. This course introduces software architectures of information systems and basic concepts and procedures of system and application development. Course topics include PHP programming syntax; procedural programming fundamentals; principles of developing dynamic, database-driven applications for the World Wide Web; relational database concepts; and basic MySQL statements."
"School of Sciences","Informatics","INFO-I 211","Information Infrastructure II","4 cr.","P: INFO-I210. The systems architecture of distributed applications. Advanced programming techniques, including event-driven programming, elementary data structures, and entry-level mobile programming. Credit given for only one of the following: INFO-I 211, CSCI-C 201."
"School of Sciences","Informatics","INFO-I 213","Web Site Design and Development","3 cr.","P: INFO-I 101 or CSCI-B 100. Introduction to web site design and development covering high-level concepts in addition to hands-on activities. Topics include internet infrastructure, client-side technologies, embedded media, page design, site design, usability and other topics. Technologies to be covered include XHTML, JavaScript, and cascading style sheets."
"School of Sciences","Informatics","INFO-I 300","Human-Computer Interaction Design and Programming","3 cr.","P: INFO-I 101. An intermediate course that teaches students how to assess the usability of software through quantitative and qualitative methods, including conducting task analyses, usability studies, heuristic inspections, interviews, surveys, and focus groups. The course also introduces students to the tool and techniques for designing and testing user interfaces based on a human-centered methodology."
"School of Sciences","Informatics","INFO-I 303","Organizational Informatics","3 cr.","P: INFO-I 101. Examines the various needs, uses, and consequences of information in organizational contexts. Topics include organizational types and characteristics, functional areas and business processes, information-based products and services, the use of and redefining role of information technology, the changing character of work life and organizational practices, sociotechnical structures, and the rise and transformation of information-based industries."
"School of Sciences","Informatics","INFO-I 308","Information Representation","3 cr.","P: INFO-I 201, and INFO-I 210. The basic structure of information representation in digital information systems. Begins with low-level computer representations such as common character and numeric encodings. Introduces formal design and query languages through Entity Relationship Modeling, the Relational Model, XML, and XHTML. Laboratory topics include SQL and XPath querying."
"School of Sciences","Informatics","INFO-I 310","Multimedia Arts and Technology","3 cr.","The study of the evolution of media arts and underlying principles of communication.Â  Application development paradigms in current practice."
"School of Sciences","Informatics","INFO-I 356","Globalization: Where we fit in","3 cr.","Globalization, increasingly enabled by information technology, changes how we work, what we buy and who we know. Learn about the past, present, and future of globalization from an information technology perspective, and what it means for you, your career, and your community."
"School of Sciences","Informatics","INFO-I 399","Current Topics in Informatics","1 - 3 cr.","Emphasis is on new developments and research in informatics.Â  For example, issues such as bioinformatics and medical informatics will be explored."
"School of Sciences","Informatics","INFO-I 400","Topics in Informatics","1 - 3 cr.","Variable topic.Â  Emphasis on new developments and research in informatics."
"School of Sciences","Informatics","INFO-I 416","Applied Cloud Computing for Data Intensive Sciences","3 cr.","Online Collaborative Course. This course covers data science concepts, techniques, and tools to support big data analytics, including cloud computing, parallel algorithms, nonrelational databases, and high-level language support. The course applies the MapReduce programming model and virtual-machine utility computing environments to data-driven discovery and scalable data processing for scientific applications."
"School of Sciences","Informatics","INFO-I 421","Applications of Data Mining","3 cr.","P: CSCI-C 201 or INFO-I 211, CSCI-C 343 or instructor permission The course explores the use of data-mining techniques in different settings, including business and scientific domains.Â  The emphasis will be on using techniques, instead of developing new techniques or algorithms. Students will select,Â prepare, visualize, analyze, and present data that leads to the discovery of novel and usable information."
"School of Sciences","Informatics","INFO-I 450","Design & Development of an Information System (Part 1)","3 cr.","P: INFO I-308. This is the first course in a sequence of two capstone courses. Students work on capstone projects in supervised teams. They select an appropriate project, then learn to develop a plan that leads to success. Teamwork, communication, and organizational skills are emphasized in a real-world-style environment."
"School of Sciences","Informatics","INFO-I 451","Design & Development of an Info System (Part 2)","3 cr.","P: INFO I-450 and INFO I- 213. Continuation of INFO-I 450. Students work on capstone projects in supervised teams. They select an appropriate project, then learn to develop a plan that leads to success. Teamwork, communication, and organizational skills are emphasized in a real-world-style environment."
"School of Sciences","Informatics","INFO-I 453","Computer and Information Ethics","3 cr.","Online Collaborative Course. Ethical and professional issues that arise in the context of designing and using networked information technologies and information resources.Â  Examines frameworks for making ethical decisions, emergent technologies and their ethical implications, information/computer professionalism.Â  Topics include privacy, intellectual property, cybercrime, games, social justice, and codes of professional ethics."
