"course_code","course_title","credits","department","level","description"
"SOC 6953","Independent Study","(0-0) 3 Credit Hours.","Sociology (SOC)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the Sociology Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not usually available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master’s degree. Course Fees: GHC1 $75; LRHC $10; STHC $18."
"SOC 6961","Comprehensive Examination","(0-0) 1 Credit Hour.","Sociology (SOC)","Graduate","Prerequisite: Approval of the Sociology Graduate Program Committee to take the Comprehensive Examination.
May be repeated as many times as approved by the Sociology Graduate Program Committee. Enrollment is required each term in which the Comprehensive Examination is taken if no other courses are being taken that term. The grade report for the course is either “CR” (satisfactory performance on the Comprehensive Examination) or “NC” (unsatisfactory performance on the Comprehensive Examination). Course Fees: GHC1 $25; LRHC $10; STHC $6."
"SOC 6963","Internship","(0-0) 3 Credit Hours.","Sociology (SOC)","Graduate","Prerequisite: Consent of instructor and 18 semester credit hours of graduate work. Work-oriented experience within a local organizational setting where the principles, theories, concepts, and methods of the discipline can be applied. A capstone project under the supervision of assigned faculty is required. Course Fee: GHC1 $75; LRHC $10; STHC $18."
"SOC 6966","Internship","(0-0) 6 Credit Hours.","Sociology (SOC)","Graduate","Prerequisite: Consent of instructor and 18 semester credit hours of graduate work. Work-oriented experience within a local organizational setting where the principles, theories, concepts, and methods of the discipline can be applied. A capstone project under the supervision of assigned faculty is required. Course Fee: GHC1 $150; STHC $36; LRHC $10."
"SOC 6973","Special Problems","(3-0) 3 Credit Hours.","Sociology (SOC)","Graduate","Prerequisite: Consent of instructor.
An organized course offering the opportunity for specialized study not usually available as part of the regular course offerings. Special Problems courses may be repeated for credit when topics vary, but not more than 6 hours, regardless of discipline, will apply to the Master’s degree. Course Fees: GHC1 $75; LRHC $10; STHC $18."
"SOC 6981","Master's Thesis","(0-0) 1 Credit Hour.","Sociology (SOC)","Graduate","Prerequisites: Permission from the Graduate Advisor of Record and thesis director, and 24 semester hours of graduate work. 
Thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master's degree. Credit will be awarded upon completion of the thesis. Enrollment is required each semester in which the thesis is in progress. Course Fees: GHC1 $25; LRHC $10; STHC $6."
"SOC 6983","Master's Thesis","(0-0) 3 Credit Hours.","Sociology (SOC)","Graduate","Prerequisites: Permission from the Graduate Advisor of Record and thesis director, and 24 semester credit hours of graduate work.
Thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master’s degree. Credit will be awarded upon completion of the thesis. Enrollment is required each term in which the thesis is in progress. Course Fees: GHC1 $75; LRHC $10; STHC $18."
"SOC 6986","Master's Thesis","(0-0) 6 Credit Hours.","Sociology (SOC)","Graduate","Prerequisites: Permission from the Graduate Advisor of Record and thesis director, and 24 semester credit hours of graduate work.
Thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master’s degree. Credit will be awarded upon completion of the thesis. Enrollment is required each term in which the thesis is in progress. Course Fees: GHC1 $150; LRHC $10; STHC $36."
"SOC 7001","Doctoral Dissertation","(0-0) 1 Credit Hour.","Sociology (SOC)","Graduate","Prerequisite: Admission to Candidacy for the Doctoral degree in Translational Science.
Preparation and writing of the Doctoral dissertation. May be repeated for credit, but not more than 12 hours may be applied to the Doctoral degree. Course Fees: GHC1 $25; LRHC $10; STHC $6."
"SOC 7003","Doctoral Dissertation","(0-0) 3 Credit Hours.","Sociology (SOC)","Graduate","Prerequisite: Admission to Candidacy for the Doctoral degree in Translational Science.
Preparation and writing of the Doctoral dissertation. May be repeated for credit, but not more than 12 hours may be applied to the Doctoral degree. Course Fees: GHC1 $75; LRHC $10; STHC $18."
"SOC 7006","Doctoral Dissertation","(0-0) 6 Credit Hours.","Sociology (SOC)","Graduate","Prerequisite: Admission to Candidacy for the Doctoral degree in Translational Science.
Preparation and writing of the Doctoral dissertation. May be repeated for credit, but not more than 12 hours may be applied to the Doctoral degree. Course Fees: GHC1 $150; LRHC $10; STHC $36."
"SOC 7891","Doctoral Research","(0-0) 1 Credit Hour.","Sociology (SOC)","Graduate","Preparation and writing of dissertation proposal. May be repeated for credit, but not more than 6 hours will apply to the Doctoral degree. Course Fees: GHC1 $25; LRHC $10; STHC $6."
"SOC 7893","Doctoral Research","(0-0) 3 Credit Hours.","Sociology (SOC)","Graduate","Preparation and writing of dissertation proposal. May be repeated for credit, but not more than 6 hours will apply to the Doctoral degree. Course Fees: GHC1 $75; LRHC $10; STHC $18."
"SPN 5023","Writing and Editing in Spanish","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Theory and practice of advanced Spanish stylistics. Development of writing skills and practice in editing Spanish texts. Can be repeated for credit up to 6 hours with approval of the Graduate Advisor of Record. Course Fees: GL01 $90; MM01 $7."
"SPN 5123","Hispanic Film","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Hispanic societies, history, culture, and language of film as interpreted by representative directors. May be repeated for credit when topics vary. Course Fees: GL01 $90; MM01 $7."
"SPN 5373","Introduction to Graduate Hispanic Studies","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","An introduction to graduate studies in Spanish. Emphasis on critical writing and research skills, including bibliography and electronic media. Incorporates critical and methodological approaches to Hispanic literature, culture, and linguistics. This course must be taken within the first 18 semester credit hours of graduate studies. Course Fees: GL01 $90; MM01 $7; DL01 $75."
"SPN 5413","History of Ideas in the Hispanic World","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Selected Spanish, Latin American and/or U.S. Latina/o issues representative of major currents of thought affecting the evolution of Hispanic cultural history. May be repeated for credit when topics vary. Course Fees: GL01 $90; MM01 $7."
"SPN 5463","Spanish Civilization","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","A study of the social, political, and cultural history of Spain from prehistory (the Caves of Altamira) to the present. Course Fees: GL01 $90; MM01 $7."
"SPN 5473","Latin American Civilization","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","A study of the social, political, and cultural history of the Latin American countries from pre-Columbian civilizations through the Conquest, Colonial period, and Independence to the present. Course Fees: GL01 $90; STLF $18.48."
"SPN 5483","Topics in Hispanic Cultures","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Studies of different facets of Hispanic culture not normally available as part of regular course offerings. May be repeated for credit when topics vary, as reflected in their literature and arts. Course Fees: GL01 $90; MM01 $7."
"SPN 5493","Hispanic-Latino Digital World","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Overview of public and digital humanities in the Spanish-speaking world, with an emphasis on the digital production of Hispanic and Latino/a communities. Focus on theoretical examination, practical exploration, and engagement with humanities content, digital practices, methods, tools, and platforms.   Course Fee: GL01 $90; MM01 $7."
"SPN 5633","Spanish Medieval-Golden Age Literature","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Study of Medieval, Renaissance, and/or Golden Age Spanish texts in a variety of contexts that may include historical, cultural, or theoretical approaches. Topics may include poetry, narrative, drama, and Don Quijote. May be repeated for credit when topics vary. Course Fees: GL01 $90; MM01 $7."
"SPN 5703","Modern Spanish Literature","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Selected Spanish literary works from 1700 to the present. May be repeated for credit when topics vary. Course Fees: GL01 $90; MM01 $7."
"SPN 5763","Latin American Literature to Modernism","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","In-depth study of selected literary works by Indian, Spanish, and Creole authors. Topics may include the Conquest, the Colonial period, and the nineteenth century. May be repeated for credit when topics vary. Course Fees: GL01 $90; STLF $18.48."
"SPN 5773","Latin American Literature from Modernism to the Present","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Studies in contemporary prose, poetry, and/or drama. May be repeated for credit when topics vary. Course Fees: GL01 $90; MM01 $7."
"SPN 5803","Latino/a Cultures and Literatures in Spanish","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","The consideration of cultural and literary manifestations in Spanish by Latino/a individuals and groups. May be repeated for credit when topics vary.  Course Fee: GL01 $90; MM01 $7."
"SPN 5813","Topics in Hispanic Literatures","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Study in selected areas of Hispanic literature not normally available as part of regular course offerings. May be repeated for credit when topics vary. Course Fees: GL01 $90; MM01 $7."
"SPN 5823","Topics in Heritage Spanish","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Studies different facets of Spanish as a Heritage Language not normally available as part of regular course offerings. May be repeated for credit when topics vary.   Course Fee: GL01 $90; STLF $18.48."
"SPN 5843","History of the Spanish Language","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Chronological development of the Spanish language, focusing on areas such as phonology, morphology, and lexicon. Course Fees: GL01 $90; MM01 $7."
"SPN 5853","Spanish of the United States","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","An in-depth study of the contact variety of Spanish spoken by Mexican Americans in the U.S. Southwest, including San Antonio. Complementary descriptive and sociolinguistic approaches are incorporated. Course Fees: GL01 $90; MM01 $7."
"SPN 5863","Spanish Phonetics and Phonology","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","The framework of articulatory phonetics, its application to Spanish and analysis of its phonological system. Additional areas may include theoretical approaches to phonology, applications for teaching, appreciation of regional variation, acoustic phonetics, etc. Course Fees: GL01 $90; MM01 $7."
"SPN 5883","Spanish Morphology and Syntax","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","An opportunity for in-depth analysis of the Spanish language, focusing on the levels of word, phrase, and sentence. Course Fees: GL01 $90; MM01 $7."
"SPN 5893","Spanish Dialects","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","A study of regional and social variation in Peninsular, Latin American, and U.S. Spanish, including phonology, grammar, and lexicon of vernacular dialects. Perspectives of traditional dialectology and modern sociolinguistics. Course Fees: GL01 $90; STLF $18.48."
"SPN 5903","Topics in Hispanic Linguistics","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Study in selected areas of Hispanic linguistics not normally available as part of regular course offerings. May be repeated for credit when topics vary. Course Fees: GL01 $90; STLF $18.48."
"SPN 6011","Supervised Teaching in Spanish","(0-0) 1 Credit Hour.","Spanish (SPN)","Graduate","Development and implementation of an undergraduate course in Spanish under the supervision of a member of the graduate faculty. May be repeated for credit. Course Fees: GL01 $30; MM01 $7; STLF $6.16."
"SPN 6813","Seminar in Hispanic Studies","(3-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Prerequisite: 24 semester credit hours of graduate-level Spanish.
In-depth study and major research project in areas such as Hispanic cultures, literatures, and/or languages. May be repeated once for credit as an elective. Course Fees: GL01 $90; MM01 $7."
"SPN 6951","Independent Study","(0-0) 1 Credit Hour.","Spanish (SPN)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master of Arts degree in Spanish. Course Fees: GL01 $30; MM01 $7; STLF $6.16."
"SPN 6952","Independent Study","(0-0) 2 Credit Hours.","Spanish (SPN)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master of Arts degree in Spanish. Course Fees: GL01 $60; MM01 $7; STLF $12.32."
"SPN 6953","Independent Study","(0-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master of Arts degree in Spanish. Course Fees: GL01 $90; MM01 $7; STLF $18.48."
"SPN 6961","Comprehensive Examination","(0-0) 1 Credit Hour.","Spanish (SPN)","Graduate","Prerequisite: Approval of the appropriate Graduate Program Committee to take the Comprehensive Examination.
Independent study course for the purpose of taking the Comprehensive Examination. May be repeated as many times as approved by the Graduate Program Committee. Enrollment is required each term in which the Comprehensive Examination is taken if no other courses are being taken that term. The grade report for the course is either “CR” (satisfactory performance on the Comprehensive Examination) or “NC” (unsatisfactory performance on the Comprehensive Examination). Credit earned inSPN 6961cannot be counted in the 36 semester credit hours required for the Master of Arts degree in Spanish. Course Fees: GL01 $30; MM01 $7."
"SPN 6976","Special Problems","(6-0) 6 Credit Hours.","Spanish (SPN)","Graduate","Prerequisite: Consent of instructor.
An organized course offering the opportunity for specialized study not normally or not often available as part of the regular course offerings. May be repeated for credit when topics vary, but not more than 6 hours, regardless of discipline, will apply to the Master of Arts degree in Spanish. Course Fees: GL01 $180; MM01 $7."
"SPN 6981","Master's Thesis","(0-0) 1 Credit Hour.","Spanish (SPN)","Graduate","Prerequisites: Permission from the Graduate Advisor of Record and thesis director.
Thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master of Arts degree in Spanish. Credit will be awarded upon completion of the thesis. Enrollment inSPN 6981orSPN 6983is required each term in which the thesis is in progress. Course Fees: GL01 $30; STLF $6.16."
"SPN 6983","Master's Thesis","(0-0) 3 Credit Hours.","Spanish (SPN)","Graduate","Prerequisites: Permission from the Graduate Advisor of Record and thesis director.
Thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master of Arts degree in Spanish. Credit will be awarded upon completion of the thesis. Enrollment inSPN 6981orSPN 6983is required each term in which the thesis is in progress. Course Fees: GL01 $90; STLF $18.48."
"SPE 5403","Survey of Special Education","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite: Consent of instructor.
This course will provide students with the opportunity to acquire knowledge in the field of special education including characteristics, etiology, definition, and prevalence of disabilities. Students will also have the opportunity to study effective strategies for use with individuals with disabilities. Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 5513","Assessment of Individuals with Disabilities","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:SPE 5403or consent of instructor.
This course will provide the opportunity for students to acquire an understanding of the principles of assessment for students with disabilities or who are at-risk. Students will learn how to evaluate and interpret formal and informal assessments in order to make data-based programming decisions and determine special education eligibility. (Formerly titled “Curriculum and Instructional Applications for Children and Youth in Special Education.”) Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 5613","Legal Issues in Special Education","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:SPE 5403or consent of instructor.
This course will provide students with the opportunity to acquire knowledge related to the historical and legal issues of special education. Through an in-depth study of state and federal laws, students will have the opportunity to engage in activities that examine the ethical implications of special education. Course Fees: GH01 $90; LRH1 $20; STSH $30."
"SPE 5633","Methods for Teaching Individuals with Mild/Moderate Disabilities","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:SPE 5403or consent of instructor.
This course will provide students with the opportunity to acquire knowledge about evidenced-based instructional practices for teaching individuals with mild/moderate disabilities. Students will have the opportunity to learn to design appropriate instructional interventions, how to apply those interventions, and to make decisions based on student data to inform future instructional practices. Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 5653","Behavior and Classroom Management in the Inclusive Classroom","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:SPE 5403or consent of instructor. 
This course provides students with a critical examination of evidence- based practices to promote individual, classroom, and school-w ide pro-social behavior in the inclusive classroom. Students will use behavioral assessment to inform decisions and creating positive academic environments. Course Fees: GH01 $90; LRH1 $20; STSH $30."
"SPE 6133","Introduction to Single-Subject Methodology","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:SPE 5403. 
The content of this course will examine questions appropriate for single-case research, data collection procedures, selection, implementation, analysis of research designs, and manuscript development/structure. (Same asEDP 6223andILR 7133. Credit cannot be earned for more than one course.) Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 6443","Collaboration and Consultation in Educational and Clinical Settings","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:EDP 5503. 
This course provides students with a strong foundation in professional skills related to collaboration, consultation, staff supervision and management, and training using applied behavior analysis. Special emphasis is placed on applying these skills to support individuals with disabilities and relevant stakeholders in multiple settings. (Formerly titled “Collaboration and Consultation in Special Education.”) Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 6623","Seminar on Current and Critical Issues in Special Education","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite: Consent of instructor.
This course will provide students with the opportunity to examine critical issues in special education, including a study of research-supported practices, controversial issues, and critical topics in special education. This is a capstone course to be completed in the final semester. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 6863","Technology for Individuals with Disabilities","(3-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisite:SPE 5403or consent of instructor.
This course will provide students with the opportunity to acquire knowledge related to the use of technology to assist the learning of individuals with disabilities. This course provides in-depth study of the use of assistive technology within the school curriculum. (Formerly SPE 6943. Credit cannot be earned for bothSPE 6863and SPE 6943.) Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"SPE 6951","Independent Study","(0-0) 1 Credit Hour.","Special Education (SPE)","Graduate","Prerequisites: Approval of the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the degree. Course Fees: GH01 $30; STSH $10.27."
"SPE 6953","Independent Study","(0-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisites: Approval of the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the degree. Course Fees: GH01 $90; STSH $30."
"SPE 6983","Master's Thesis","(0-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Prerequisites: Permission from the Graduate Advisor of Record and thesis director.
Thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master’s degree. Credit will be awarded upon completion of the thesis. Enrollment is required each term in which the thesis is in progress. Course Fees: GH01 $90; STSH $30.81."
"SPE 7893","Directed Doctoral Research","(0-0) 3 Credit Hours.","Special Education (SPE)","Graduate","Supervised research on a topic in Interdisciplinary Learning and Teaching. May be repeated for credit, but no more than 6 hours may be applied to the Doctoral degree. Course Fees: GH01 $90; STSH $30.81."
"STA 5093","Introduction to Statistical Inference","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Admission to the Master's program or consent of instructor. This course covers introduction to sampling methods, random variables, and descriptive analysis methods, basic probability theory, common probability distributions, joint distributions, moment generating function, statistical estimation, interval estimation, hypothesis testing for a single parameter and comparing two parameters, and goodness-of-fit tests. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 5103","Applied Statistics","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5093or equivalent, or consent of instructor. This course covers relations between categorical variables, one-way factor models, factorial experiments, multiple comparisons, simple linear regression, and multiple linear regression. Statistical software will be used for data analysis. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 5313","Theory of Sample Surveys with Applications","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5093orSTA 6003or consent of instructor.  Basic sampling techniques and their comparisons for finite populations. Topics include simple random sampling, stratified sampling, ratio and regression estimates, systematic sampling, cluster sampling, multistage and double sampling, and bootstrap and other sampling plans. This course has Differential Tuition."
"STA 5503","Mathematical Statistics I","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Admission to the Statistics graduate program or consent of instructor. Axioms of probability, counting rules, univariate random variables, multivariate random variables, joint, marginal, and conditional probability distributions, mathematical expectation, variable transformation, moment generating function, commonly used probability distributions, sampling distributions, laws of large numbers and the central limit theorem. This course has Differential Tuition."
"STA 5513","Mathematical Statistics II","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5503or consent of instructor. Data reduction, sufficient and complete statistics, unbiased estimation, maximum likelihood estimation, method of moments, best unbiased estimator, Fisher information, Cramer-Rao lower bound, hypothesis testing, likelihood ratio test, Neyman-Pearson lemma and uniformly most powerful test, and interval estimation. This course has Differential Tuition."
"STA 5893","AI Practicum","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Graduate standing or consent of instructor.  This AI practicum course includes weekly AI seminar which provides insights on the current state of the AI and ML technologies and covers a wide variety of AI topics, such as computer vision, natural language processing (NLP), theoretical ML, AI fairness and ethics, cognitive science, AI hardware, etc. The seminars will include speakers from industry and academia, who discuss the state of the practice with real use cases and methodologies to make AI projects a tangible success. The practicum also offers an experiential training opportunity to apply AI to problems in the real world. Standard AI programming tool suites and design flow concepts will be learned through the mini-project. Students will also be introduced to how AI is impacting society, the ethics of AI solutions, concerns surrounding AI, and deploying AI in complex scenarios. Python programming experience is needed. This course has Differential Tuition."
"STA 5973","Directed Research","(0-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Graduate standing and permission in writing (form available) from the instructor and the student’s Graduate Advisor of Record. The directed research course may involve either a laboratory or a theoretical problem. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master’s degree. This course has Differential Tuition."
"STA 6003","Statistical Methods in Research and Practice I","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: One semester of calculus and one statistics course, or consent of instructor. The course includes concepts and knowledge in basic probability, common distributions, point and interval statistical estimations, test of hypothesis, goodness-of-fit tests, simple linear regression, and analysis of variance for regression. Course emphasis will be placed on understanding the underlying assumptions and limitations of the different techniques. Statistical software will be used for data analysis. Cannot be applied to MS in Statistics and Data Science. This course has Differential Tuition."
"STA 6013","Regression Analysis","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 6003or equivalent, or consent of instructor.  Multiple regression analysis, including model adequacy checks, transformations, weighted regression, diagnostics, outlier detection, polynomial regression, indicator variables, multicollinearity, remedial measures, variable selection, model validation, autocorrelation, and specialized regressions including robust regression, nonlinear regression, logistic regression, generalized linear models, and penalized regressions. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 6033","SAS Programming and Data Management","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","This course introduces essential SAS programming concepts with a focus on data management and the preparation of data for statistical analysis. Topics include accessing data, exploring and validating data, manipulating data with functions, processing repetitive code, combining and restructuring data, analyzing and reporting data, exporting results, and SQL. This course employs efficient and innovative methods, including the use of PROCs and Macros, to accomplish the above. This course also prepares students for the SAS Certified Associate: Programming Fundamentals Using SAS certificate exam and the SAS Specialist: Base Programming Using SAS certificate exam. This course has Differential Tuition."
"STA 6103","Statistical Methods in Research and Practice II","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 6003or equivalent, or consent of instructor. The course is specifically designed for non-statistics major graduate students and is a continuation ofSTA 6003. The course includes topics in multiple linear regression, experimental design introductions, analysis of variance, analysis of covariance, generalized linear models, and optional topics such as introduction to causal inference and multi-stage least squares procedure. Statistical software will be used for data analysis. Cannot be applied to MS in Statistics and Data Science. This course has Differential Tuition."
"STA 6113","Applied Bayesian Statistics","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or consent of instructor.  Probability and uncertainty, conditional probability and Bayes’ Rule, single parameter and multiple parameter Bayesian analysis, posterior analysis for commonly used distributions, prior distribution elicitation, comparison of Bayesian and frequentist methods, Bayesian methods in linear models, Bayesian computation methods including rejection sampling, and stochastic simulation (Markov chain Monte Carlo), Bayesian shrinkage and regularization, hierarchical Bayesian methods, and applications.  This course has Differential Tuition."
"STA 6133","Simulation and Statistical Computing","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5513or consent of instructor. Elements of computer number representation, deterministic methods for function optimization, the Newton-Raphson method and variants, numerical quadrature, Gaussian quadrature, Laplace approximation,  simulation of probability distributions, the inverse transform, common transformation methods, accept-reject methods, examples in Statistics, simulation from multivariate distributions, Monte Carlo integration, importance sampling, methods for variance reduction, Bootstrap, and Jackknife applications. This course has Differential Tuition."
"STA 6233","R Programming for Data Science","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","This course is designed to introduce students to the statistical program language R for data manipulation and analysis. Topics include importing and writing various types of data, exploring and summarizing data, reshaping and cleaning data, generating graphical representations of data, and conducting basic statistical analyses using R. Other topics include writing R functions for own research problems, simplifying code for readability and performance, and object-oriented programming. Techniques for efficient programming will be stressed. This course has Differential Tuition."
"STA 6243","Exploratory Data Analysis with Python","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","This course delves into the exploration of Exploratory Data Analysis (EDA) principles and methodologies, emphasizing data cleaning, preparation, exploration, and visualization. Students will engage with real-world datasets, learning to source, manage, transform, and explore a variety of data types using Python as the primary software tool. The course emphasizes critical thinking in the interpretation of data analytics and the development of compelling data narratives. Students are expected to complete comprehensive projects that showcase their ability to innovate in data management, analysis, and visualization. It aims to equip students with the skills needed for data science roles alongside facilitating effective communication to convey insights. This course has Differential Tuition."
"STA 6253","Time Series Analysis and Applications","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5513or consent of instructor. This course provides examples and goals of time series analysis, stochastic processes, mean and autocovariance and cross-covariance functions, stationarity, estimation of mean and autocovariance functions, linear filters, smoothing time series, autoregressive and moving average (ARMA) processes, estimation by method of moments, least squares and maximum likelihood, model diagnostics, order and model selection, forecasting/prediction of time series, best linear prediction, and autoregressive integrated moving average (ARIMA) models. This course has Differential Tuition."
"STA 6413","Nonparametric Statistics","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5093or consent of instructor. This course is designed to cover two big topics: (i) statistical inference under a nonparametric setting and (ii) nonparametric regression modeling based on smoothing techniques.  The statistical inference methods include one-sample location problems, two-sample location problems, two-sample dispersion problems, and regression problems. The nonparametric modeling methods include local regression and penalized regression with the optimal choice of the smoothing parameter, density estimation, wavelets, and other adaptive nonparametric regression methods. This course has Differential Tuition."
"STA 6443","Statistical Modeling","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Basic statistics or equivalent. Introduction of basic statistical methods, with specific emphasis on inferential statistics and predictive modeling algorithms . Topics include (i) exploratory data analysis; data visualization, graphical methods, extracting important variables and detecting outliers, (ii) linear models; analysis of variance (ANOVA), linear regression models, and logistic regression models. Students will be provided the opportunity to gain an understanding of when to apply and how to select various predictive modeling algorithms for various types of problems, as well as data assumptions and requirements for algorithm use, proper parameter setting, and interpreting results. Cannot be applied to MS in Statistics and Data Science.
This course has Differential Tuition."
"STA 6543","Predictive Modeling","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","This course presents students with basic understanding of predictive modeling techniques and predictive analytics tools, with specific emphasis on problem-solving with real data using R programming. Topics include data preprocessing, over-fitting and model tuning, supervised learning methods, including linear regression and classification, nonlinear regression and classification models, resampling methods, model regularization, tree and rule-based methods, and support vector machines. Unsupervised learning methods include principal component analysis, clustering methods, and outlier detection. Students will learn how to select various predictive modeling algorithms for a wide variety of applications and how to code the programs in R, as well as assumptions and requirements of predictive modelling, optimal tuning parameter setting, and how to interpret and report the results. Cannot be applied to MS in Statistics and Data Science.  This course has Differential Tuition."
