"course_code","course_name","description","department","credits"
"WGS 362/COM 362","Communication and Gender","Effects of gender on the interpersonal communication process.  Construction of gendered identities via communication practices.  Examination of theories of gender and the role of gender in organizational, institutional, and media communication practices.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 370","Advanced Studies of Gender in Science","This course is designed to provide students with an in-depth view of recent research about the influence of contemporary gender relations on science and engineering.  Readings address feminist theories about sex/gender, race/class/sexualities, the social construction of science, and technological innovation.  Discussions will focus on scholarship that explores how, why, and when a ""gender lens"" brings value to understanding nature and knowledge.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 380/AFS 380","Black Feminist Theory","Focused examination of Black feminist theory as a significant and distinct body of work. Interdisciplinary exploration of the impact of Black feminist theory on movements for social justice, the development of academic feminism generally, and the lived experience of Black women both in the United States and internationally.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 390","Queer Theory","Queer Theory provides an overview of the writings, art, identity/ies, work, politics, debates, histories, bodies, intimacies, kinship, and other lived realities of the people and experiences often organized under the LGBTQIA+ umbrella.  As a critical theory, queer theory examines how circulations of power, dominance, and oppression constantly re/vision what it is to be queer, queering, and queered. The course will focus on how gender, race, class, functional diversity, sexuality, work, documentation status, age, etc. impact and are impacted by queer becoming.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 393","Special Topics in Women's, Gender, and Sexuality Studies","Special topics in Women's, Gender, and Sexuality Studies at the 300 level for offering courses on an experimental basis.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 406/PSY 406","Psychology of Gender","This course is designed to introduce students to the origins and significance of the study of gender differences and gender relations from a psychological perspective. The course focuses on current theory and research on perceived and actual biological, social, cognitive, personality and emotional similarities and differences of men and women throughout the lifespan as well as the construction and meaning of gender in our society.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 407/SOC 407","Sociology of Sexualities","Exploration of sexuality in a social context.  Relationship between sexuality, gender and power in the U.S.  Historical trends in behaviors and identities: social movements and sexual issues; current behavioral trends.  Some issues covered; identity, social construction, sexual meanings.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 410/ENG 410","Studies in Gender and Genre","This course examines the ways in which women writers from diverse backgrounds have revised the literary genres to include the varied experiences of women. It will focus on a different generic area, such as poetry, fiction, drama or autobiography, depending on its instructor.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 418/PS 418","Gender Law and Policies","Law and policy pertaining to contemporary gender issues.  Examination of agenda setting, policy formation, implementation, judicial interpretation and evaluation of selected issues, such as reproductive policies, equal employment and sexual abuse.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 444/ANT 544/WGS 544/ANT 444","Cross-Cultural Perspectives on Women","Comparison of women in a variety of societies: western and non-western; hunting and gathering to industrialized.  Cross-cultural perspective on the similarity and diversity of women's statuses and roles.  Effect of gender on social position","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 447/HI 547/WGS 547/HI 447","Women in America to 1890","The historical experience of women in America from Native American and European contact through the colonial period to the immediate post-Civil-War years (to 1890). Topics include the history of women's work, education, legal and political status, religious experience, and sex roles, with consideration of age, class, race, sexual preference, and region as significant variables in women's experience in America. Credit will not be given for both HI (WGS) 447 and HI (WGS) 547.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 448/HI 548/WGS 548/HI 448","American Women in the Twentieth Century","Women's historical experience in America, 1890-1990.  Changes in women's work, education, legal and political status, and sex roles, age, class, race, sexual preference and region as significant variables in women's experience. Credit will not be given for both HI (WGS) 448 and HI (WGS) 548.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 472/REL 472","Women and Religion","Historical, literary, and theological sources dealing with portrayals of women and women's religious experience in several religious traditions of the world through different historical periods, from ancient to modern.  Impact of feminist theory on the academic study of religion; methodological issues surrounding the study of women's religious history; role of religion in shaping attitudes toward women and their status in society. Students cannot receive credit for both REL/WGS 472and REL/WGS 572.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 473/REL 573/WGS 573/REL 473","Religion, Gender, and Reproductive Technologies","Examines comparative religious ethics concerning gender marriage, parenthood, children, and the relationship of human beings to the ""natural"". Relates these views to new and emerging reproductive and genetic technologies. Compares the internally diverse perspectives of three major religious traditions with regard to their interpretations of these technologies. Analyzes the impact of particular uses of these technologies on the rights of women and girls. Students cannot earn credit for more than one of:REL 473,REL 573,WGS 473,WGS 573.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 492","Theoretical Issues in Women's, Gender, and Sexuality Studies","Examination of feminist theory.  Study of formative texts in modern feminism, drawn from various disciplines within the humanities, social sciences, and natural sciences.  In-depth exploration of feminist perspectives on issues of race, class, gender, sexuality, work and mothering, among others.  Analysis of local and global cultural practices using feminist theoretical frameworks.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 493","Special Topics in Women's, Gender, and Sexuality Studies","Examination of varying topics on women and/or gender from a multidisciplinary perspective.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 540/ECD 540","Gender Issues In Counseling","Exploration of gender as primary identity and social construct. Emphasis on gender dynamics in counseling, client empowerment and preventive approaches.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 544/ANT 444/WGS 444/ANT 544","Cross-Cultural Perspectives on Women","Comparison of women in a variety of societies: western and non-western; hunting and gathering to industrialized.  Cross-cultural perspective on the similarity and diversity of women's statuses and roles.  Effect of gender on social position","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 547/HI 447/WGS 447/HI 547","Women in America to 1890","The historical experience of women in America from Native American and European contact through the colonial period to the immediate post-Civil-War years (to 1890). Topics include the history of women's work, education, legal and political status, religious experience, and sex roles, with consideration of age, class, race, sexual preference, and region as significant variables in women's experience in America. Credit will not be given for both HI (WGS) 447 and HI (WGS) 547.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 548/HI 448/WGS 448/HI 548","American Women in the Twentieth Century","Women's historical experience in America, 1890-1990.  Changes in women's work, education, legal and political status, and sex roles, age, class, race, sexual preference and region as significant variables in women's experience. Credit will not be given for both HI (WGS) 448 and HI (WGS) 548.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 572/REL 572","Women and Religion","Historical, literary, and theological sources dealing with portrayals of women and women's religious experience in several religious traditions of the world through different historical periods, from ancient to modern.  Impact of feminist theory on the academic study of religion; methodological issues surrounding the study of women's religious history; role of religion in shaping attitudes toward women and their status in society. Students cannot receive credit for both REL/WGS 472and REL/WGS 572.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 573/REL 473/WGS 473/REL 573","Religion, Gender, and Reproductive Technologies","Examines comparative religious ethics concerning gender marriage, parenthood, children, and the relationship of human beings to the ""natural"". Relates these views to new and emerging reproductive and genetic technologies. Compares the internally diverse perspectives of three major religious traditions with regard to their interpretations of these technologies. Analyzes the impact of particular uses of these technologies on the rights of women and girls. Students cannot earn credit for more than one of:REL 473,REL 573,WGS 473,WGS 573.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 593","Special Topics","Examination of a core topic on women and/or gender from an interdisciplinary perspective at the graduate level.","Women's, Gender and Sexuality Studies (WGS)","(1-6 credit hours)"
"WGS 633","Independent Study","Typically offered in Summer only","Women's, Gender and Sexuality Studies (WGS)","(1-3 credit hours)"
"WGS 706/PSY 706","Psychology of Gender","Current theory and research on perceived and actual biological, social, cognitive, personality, and emotional similarities and differences of men and women throughout lifespan. Construction and consequences of gender in our society and others.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 737/SOC 737","Sociology Of Gender","Theories about the development and maintenance of gender.  Historical development of gender stratification.  How individuals ""do gender"" in their daily lives.  Contemporary research and substantive readings about gender in public and intimate relationships.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WGS 739/SOC 739","Social Psychology Of Inequality","The effects of race, class and gender inequality on the formation of group consciousness, self-evaluations, emotions, values, attitudes and beliefs. Attention  to interpersonal processes through to reproduction of inequality in everyday life.","Women's, Gender and Sexuality Studies (WGS)","(3 credit hours)"
"WPS 201","Sustainable Materials for Green Housing","The overall goal of the class is to make the students more informed and aware consumers of materials used in housing.  The class will connect the economic and energy impacts of producing common materials with the environmental impacts, e.g., carbon, water, and pollutants.  The concepts of embodied energy, water use, and land impacts will be used to examine common building materials.  The concept of Life Cycle Analysis will be introduced and used to evaluate the use and trade-offs for different building materials.  The opportunities and trade-offs for reuse and recycling materials at the 'end of life' will also be explored.","Wood and Paper Science (WPS)","(2 credit hours)"
"WPS 491","Special Topics in Wood and Paper Science","Special topics in Wood and Paper Science at the 400 level for offering of courses on an experimental basis. Credits and content determined by the faculty in consultation with the department head and the director of undergraduate program.","Wood and Paper Science (WPS)","(1-6 credit hours)"
"WL 210","Global Literature and Culture","This course examines urban society, popular culture, and social change in the twentieth century in different regional contexts - East Asia, Latin America, the Middle East, South Asia, Western Europe, and Francophone or other colonial contexts. The regional focus of the course varies as the teaching team varies. The course is divided into segments which may include: Language and the Print Revolution; War and Colonization; Society and Gender Issues; Popular Culture and the Arts; and Cultural Expression in the Age of Global Capital. Content will include lectures and primary and secondary materials from multiple regional contexts.","World Languages (WL)","(3 credit hours)"
"WL 211","Introduction to the French-speaking World","An introduction to the diverse nature of the French-speaking world and its relationship to the United States. By examining various types of media from literature to film, we will trace the roots of Franco-American relationships from Imperialism to the present day. Topics include historical and current perspectives from Acadia, Haiti and the Antilles, North and West Africa and Europe. It will emphasize questions of identity, migration, creolite, negritude, social justice and current events.","World Languages (WL)","(3 credit hours)"
"WL 216","Art and Society in France","An overview of the visual arts in France, defined broadly, and their relationship to French society and culture: painting, architecture, photography, cinema, book production, gardens, fashion, food, television, popular culture, and mass media, including the Internet.  The principal themes of the course are how France's cultural heritage is embodied in its rich tradition of visual expression and how artists' visual expressions have either served to represent, glorify, or critique the nation.","World Languages (WL)","(3 credit hours)"
"WL 218","The Harlem Renaissance in Paris: Paris Noir","A study of the writers and artists of the Harlem Renaissance, as well as Black American musicians, who lived, studied, created, and performed in Paris during the 1920s and 30s. These artists left the oppressive racial environment of the US and were accepted by the French, and welcomed into literary, artistic, and musical circles. They went on to produce a prolific artistic output. Their Paris experience played a prominent role in this success.","World Languages (WL)","(3 credit hours)"
"WL 219/ENG 219","Studies in Great Works of Non-Western Literature","Readings, in English translation, or non-Western literary masterpieces from the beginnings of literacy in the Middle East, Asia, and Africa to the modern period, including excerpts from texts such as the Upanishads, the Ramayana, the Sundiata, Gilgamesh, A Thousand and One Nights, and the Quran and such authors as Confucius, Oe Kenzaburo, Omar Khayyam, Rumi, and Amos Oz.","World Languages (WL)","(3 credit hours)"
"WL 220/ENG 220","Studies in Great Works of Western Literature","Readings, in English translation, of Western literary masterpieces, from the beginnings of literacy in the Middle East and Europe towards the present, including such authors as Homer, Sophocles, Virgil, Ovid, Augustine, Dante, Machiavelli, Shakespeare, Cervantes, Moliere, Voltaire, Goethe, Austen, Flaubert, Dickinson, Tolstoy, Kafka, and Woolf. Credit will not be given for both ENG/WL 220and either ENG/WL 221or ENG/WL 222.","World Languages (WL)","(3 credit hours)"
"WL 221/ENG 221","Literature of the Western World I","Readings from English translations of Biblical, Classical, Medieval, and Early Renaissance literature, including works by such authors as Homer, Plato, Virgil, Ovid, St. Paul, St. Augustine, Marie de France, and Dante. Credit is not allowed for bothENG 221andENG 220.","World Languages (WL)","(3 credit hours)"
"WL 222/ENG 222","Literature of the Western World II","Readings from English translations of Renaissance, Neo-Classical, Romantic, and Early Modern literature, emphasizing the cultures of continental Europe from the Renaissance to 1900, and including such authors as Petrarch, Erasmus, Rabelais, Machiavelli, Shakespeare, Moliere, Voltaire, Rousseau, Goethe, Flaubert, and Tolstoy. Credit is not allowed for bothENG 220andENG 222.","World Languages (WL)","(3 credit hours)"
"WL 223/ENG 223","Contemporary World Literature I","Twentieth-century literature of some of the following cultures:  Russian, Eastern European, Western European, Latin American, Canadian, Australian.","World Languages (WL)","(3 credit hours)"
"WL 224/ENG 224","Contemporary World Literature II","Twentieth-century literature of some of the following cultures:  Asian, Middle Eastern, African, Caribbean, Native-American.","World Languages (WL)","(3 credit hours)"
"WL 246/ENG 246","Literature of the Holocaust","Fictional and nonfictional versions of the Holocaust, focusing on themes of survival, justice, theology, and the limits of human endurance.","World Languages (WL)","(3 credit hours)"
"WL 250","Austrian Culture Up Close","This course provides students with direct experiences of Austrian culture while studying in Vienna, Austria's capital city.  Readings in Austrian history, literature, music, psychology, and the visual arts, supplemented by numerous museum tours, concerts, and travel in Austria and central Europe.  Students will examine and evaluate Austrian culture, society, and history through a variety of primary-source cultural artifacts (e.g. visual art, literature, architecture, music, and scientific literature) as well as secondary sources (e.g. articles and interpretive essays).  Taught in English.","World Languages (WL)","(3 credit hours)"
"WL 275/ENG 275","Literature and War","A geographical and thematic examination of war and questions it raises, as reflected in selected writings from, Homer, Sophocles, Japan's Tale of the Heike, Shakespeare, The Bhagavad-Gita, Keegan, Kipling, Graham Green, Mulden, Michael Herr, Dexter Filkins, Lucius Shepherd as well as writers on Just War and Deterrence Theory, and military science.","World Languages (WL)","(3 credit hours)"
"WL 295","Special Topics in World Languages and Cultures","A special projects course on topics to be determined as needed in the departmental program.","World Languages (WL)","(1-6 credit hours)"
"WL 298","Independent Study in World Languages & Cultures","Individualized study in one or more world languages, cultures or literatures. Topic, mode of study and credit hours to be determined in consultation with the faculty member supervising work. Individualized/Independent Study and Research courses require a ""Course Agreement for Students Enrolled in Non-Standard Courses"" be completed by the student and faculty member prior to registration by the department.","World Languages (WL)","(1-6 credit hours)"
"WL 299","Field Experience for 21st Century Teaching","This course has a required fieldwork component in local K-12 schools, and students are responsible for their own transportation to and from the schools. Students are required to purchase internship liability insurance to participate in this course. Contact University Insurance & Risk Management for details on acquiring the insurance and the current charge. This course is restricted to Foreign Language Education majors.","World Languages (WL)","(1 credit hours)"
"WL 357","Gender and Sexuality in Japan","Introduction to basic aspects of issues pertaining to gender and sexuality in Japanese society including gender norms, different waves of feminism social movements, marriage system, employment inequality and emerging sexual minorities. Reading and critically analyzing scholarly books and articles, news, government statistics, narratives and art works, some of which are translated from Japanese, to understand gender and sexuality politics.","World Languages (WL)","(3 credit hours)"
"WL 392/ENG 392","Major World Author","Intensive study in English, of the writings of one (or two) author(s) from outside the English and American traditions.  Sample subjects: Homer, Virgil and Ovid, Lady Murasaki, Marie de France and Christine de Pizan, Dante, Cervantes, Goethe, Balzacand Flaubert, Kafka, Proust, Lessing and Gordimer, Borges and Marquez, Neruda, Achebe, Soyinka, Calvino, Walcott and Naipaul.  Topics will vary from semester to semester. May be repeated for credit with new topic.","World Languages (WL)","(3 credit hours)"
"WL 393/ENG 393","Studies in Literary Genre","Concentrated treatment of one literary genre, such as the epic, the lyric, the drama, satire, romance, autobiography, the essay, the novel, or the short story. Treatment of materials from several national or ethnic cultures and several periods. All readings in English. Course may be taken three times for credit. Course may be taken 3 times in different genres.","World Languages (WL)","(3 credit hours)"
"WL 394/ENG 394","Studies in World Literature","Study of a subject in world literature: for example, African literature, Asian literature, Hispanic literature, East European literature, Comedy, the Epic, the Lyric, Autobiography, the Faust legend, or Metamorphosis.  Subjects vary according to availability of faculty.  Readings in English translation.","World Languages (WL)","(3 credit hours)"
"WL 395","Study Abroad Programs","Specific category of courses involving language and/or culture taught in foreign countries through the Department Study Abroad Program.","World Languages (WL)","(1-3 credit hours)"
"WL 406/ENG 406","Modernism","Review and discuss the International Modernist movement in literature, from its nineteenth-century origins to its culmination in the early twentieth century.  Identify and discuss definitions of modernity, as embodied in a variety of genres.  Discuss Modernist texts within a variety of cultures that produced them.","World Languages (WL)","(3 credit hours)"
"WL 407/ENG 407","Postmodernism","Study literary expressions of postmodernism, from its origins in the Modernist movement through its culmination in the later decades of the twentieth century and after. Examine post modernity, as embodied in a variety of genres. Situate postmodernist texts within a variety of cultures that have produced them.","World Languages (WL)","(3 credit hours)"
"WL 424/WL 524","Linguistics for Teachers of Multilingual Learners","Study of the diachronic nature of language and the phonological, morphological, syntactic, and semantic features of English in relation to other world language groups. Application of linguistic principles to the classrooms serving multilingual learners. Analysis of common errors in grammar due to first language interference. Discussion of teaching strategies based on current research in second-language acquisition. Credit will not be given for bothWL 424andWL 524.","World Languages (WL)","(3 credit hours)"
"WL 427/WL 527","Methods and Materials in TESOL (Teaching English to Speakers of Others Languages)","Methodologies and current approaches to teaching English as a Second Language.  Techniques and strategies for teaching reading, writing, listening, speaking and culture.  Selection, adaptation, and creation of instructional materials for various levels of proficiency and teaching situations. Evaluation and assessment of written and oral language proficiency through standardized and non-standardized assessment tools. Students cannot receive credit for bothWL 427andWL 527.","World Languages (WL)","(3 credit hours)"
"WL 436/WL 536","Culture, Community, and Language: Advocating for Multilingual Learners","Examination of the complexity of multiculturalism in American society and the challenges faced by immigrant families in adapting to U.S. institutions. Emphasis on understanding historical, legal, cultural and pedagogical issues with respect to multilingual learners in the classroom. Students cannot receive credit for bothWL 436andWL 536.","World Languages (WL)","(3 credit hours)"
"WL 437","Strategies and Curriculum Design in Teaching a New Language","This course provides an overview of three main aspects of teaching English as a Foreign Language: planning, instructing, and assessing. Students will examine the most common types of curricula and practice syllabus design, lesson planning, and assessments. They will explore the characteristics of different types of learners (e.g., young learners, post-secondary adults, immigrants, etc.) and their motivation for learning English. Students will practice a variety of communicative, collaborative activities for all levels and contexts.","World Languages (WL)","(3 credit hours)"
"WL 440","Practicum in TESOL (Teaching English to Speakers of Other Languages)","Capstone course in which candidates practice and further develop the knowledge, skills, and dispositions necessary for teaching English language learners through a set of clinical field experiences in a K-12 classroom.","World Languages (WL)","(3 credit hours)"
"WL 492","Senior Seminar in World Languages & Cultures","Senior seminar for world language majors with concentration in non-European / less-commonly taught languages. Focus on recent trends in scholarship, career guidance, senior research projects or equivalent. Conducted in English. Students will be required to provide a detailed summary of their project in the language of their concentration.","World Languages (WL)","(3 credit hours)"
"WL 495/WL 595","Special Topics in World Languages & Cultures","A concentrated study of a special period, author or genre to be determined as needed in the departmental program.","World Languages (WL)","(1-6 credit hours)"
"WL 498","Independent Study in World Languages & Cultures","Individualized study of one or more world languages, cultures or literatures. Topic, mode of study, and credit hours to be determined in consultation with the faculty member supervising work. Individualized/Independent Study and Research courses require a ""Course Agreement for Students Enrolled in Non-Standard Courses"" be completed by the student and faculty member prior to registration by the department.","World Languages (WL)","(1-6 credit hours)"
"WL 505/ECI 505","Issues and Trends in Foreign Language Education: Theory & Practice","An exploration of theory and practice issues related to foreign language teaching.  Inquiry into proficiency-oriented instruction, innovative methodological approaches, the National Standards and learning scenarios, integrating culture, options for testing and assessment, content-based instruction, the role of grammar in second language acquisition, teaching foreign language students with learning disabilities, and Foreign Language in the Elementary School (FLES) in North Carolina.  Students will examine case studies related to these topics and engage in a classroom action research project.","World Languages (WL)","(3 credit hours)"
"WL 506","Instructional Technology in World Language Education","Focus on research about technology related to teaching and learning languages. Hands-on experiences selecting and using a variety of digital tools. Attention to approaches to teaching language effectively and equitably to diverse students using technology.","World Languages (WL)","(3 credit hours)"
"WL 507","College Teaching of World Languages","Principles of second language acquisition and world language pedagogy. Examination of problematic concepts in teaching French, Spanish and TESOL. Thorough treatment of instructional technology appropriate to world language teaching and learning. Regular observation of practicing instructors and micro-teaching in college-level French, Spanish or TESOL classes. Credit not given for bothWL 507and either WL/ECI 505orWL 506. Course taught in English. Required for new WLC Teaching Assistants.","World Languages (WL)","(3 credit hours)"
"WL 508","Second Language Acquisition Research: Interlanguage Development","This course introduces students to the objectives, methods, and findings of research investigating how classroom learners acquire French and Spanish as a second language. It examines specific features of French and Spanish interlanguage including: grammatical gender, copular ser/estar and idiomatic uses of etre/avoir, pronominalization, verbal systems, and longitudinal/cross-sections studies of interlanguage development. Course content bridges the gap between second language acquisition research, foreign language teaching methodology courses, and curriculum implementation. Graduate standing or consent of instructor required.","World Languages (WL)","(3 credit hours)"
"WL 524/WL 424","Linguistics for Teachers of Multilingual Learners","Study of the diachronic nature of language and the phonological, morphological, syntactic, and semantic features of English in relation to other world language groups. Application of linguistic principles to the classrooms serving multilingual learners. Analysis of common errors in grammar due to first language interference. Discussion of teaching strategies based on current research in second-language acquisition. Credit will not be given for bothWL 424andWL 524.","World Languages (WL)","(3 credit hours)"
"WL 527/WL 427","Methods and Materials in TESOL (Teaching English to Speakers of Others Languages)","Methodologies and current approaches to teaching English as a Second Language.  Techniques and strategies for teaching reading, writing, listening, speaking and culture.  Selection, adaptation, and creation of instructional materials for various levels of proficiency and teaching situations. Evaluation and assessment of written and oral language proficiency through standardized and non-standardized assessment tools. Students cannot receive credit for bothWL 427andWL 527.","World Languages (WL)","(3 credit hours)"
"WL 535","Teaching Academic Writing to Multilingual Learners","Students will explore current theory and research in second language writing. Topics include intercultural rhetoric, second language writing curriculum, first language grammar interference, and the development of academic vocabulary. Students will learn innovative teaching strategies and activities that help multilingual writers practice writing across genres and disciplines.","World Languages (WL)","(3 credit hours)"
"WL 536/WL 436","Culture, Community, and Language: Advocating for Multilingual Learners","Examination of the complexity of multiculturalism in American society and the challenges faced by immigrant families in adapting to U.S. institutions. Emphasis on understanding historical, legal, cultural and pedagogical issues with respect to multilingual learners in the classroom. Students cannot receive credit for bothWL 436andWL 536.","World Languages (WL)","(3 credit hours)"
"WL 537","Strategies and Curriculum Design in Teaching a New Language","This course provides an overview of three main aspects of teaching a new language: planning, instructing, and assessing. Students will examine the most common types of curricula and practice syllabus design, lesson planning, and assessments. They will explore the characteristics of different types of language learners (e.g., young learners, post-secondary adults, immigrants, etc.) and their motivation for learning a new language. Students will practice a variety of communicative, collaborative activities for all levels and contexts.","World Languages (WL)","(3 credit hours)"
"WL 539/ENG 539","Seminar In World Literature","Rotating topics in world literature, including treatment of the subject's theoretical or methodological framework. Possible subjects:  colonialism and literature; orality and literature; the Renaissance; the Enlightenment; translation; comparison ofNorth and South American literatures; African literary traditions; post-modernism and gender. Readings in English (original languages encouraged but not required).","World Languages (WL)","(3 credit hours)"
"WL 595/WL 495","Special Topics in World Languages & Cultures","A concentrated study of a special period, author or genre to be determined as needed in the departmental program.","World Languages (WL)","(1-6 credit hours)"
"WL 675","Special Project in TESOL","Detailed investigation to research, write, and present a research project of selected topics in Teaching English to Speakers of Other Languages (TESOL). Topic and mode of study to be determined in consultation with student's project advisory committee.","World Languages (WL)","(3 credit hours)"
"WLCH 101","Elementary Chinese I","Introduction to Modern Standard Chinese. Emphasis on speaking and listening with an introduction to reading, writing and Chinese culture.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 102","Elementary Chinese II","Continuation of basic skills. Emphasis on speaking and listening with some reading, writing and Chinese culture.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 103","Elementary Chinese I Conversation","Supplements conversational practice and handwriting skills forWLCH 101.  Students will gain practice at using their speaking skills in a variety of basic social situations.","World Languages - Chinese (WLCH)","(1 credit hours)"
"WLCH 104","Elementary Chinese II Conversation","Supplements conversational practice and handwriting skills forWLCH 102.  Students are encouraged to use their speaking skills in a variety of typical social situations.  Special attention is given to naturalness of speech.","World Languages - Chinese (WLCH)","(1 credit hours)"
"WLCH 201","Intermediate Chinese I","Continuation of basic skills. Greater emphasis on reading, writing and Chinese cultural traditions.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 202","Intermediate Chinese II","Continuation of basic skills. Focus on reading, writing, Chinese cultural traditions and patterns of behavior.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 203","Intermediate Chinese I Conversation","Supplements conversational practice and handwriting skills forWLCH 201.  Students are encouraged to use their speaking skills in a variety of situations.  Special attention is given to naturalness of speech and intonation.","World Languages - Chinese (WLCH)","(1 credit hours)"
"WLCH 204","Intermediate Chinese II Conversation","Supplements conversational practice and handwriting skills forWLCH 202.  Students are encouraged to use their speaking skills in a variety of situations.  Special attention is given to naturalness of speech and intonation.","World Languages - Chinese (WLCH)","(1 credit hours)"
"WLCH 205","Intensive Intermediate Chinese","Combination ofWLCH 201andWLCH 202. This course builds on language skills obtained inWLCH 101andWLCH 102, and establishes foundational Chinese language skills, with a focus on listening, speaking, reading, writing, Chinese cultural traditions and patterns of behavior.","World Languages - Chinese (WLCH)","(6 credit hours)"
"WLCH 301","Intermediate Chinese III","Last of the foundation courses in Chinese. Continued practice in speaking and understanding Chinese with new emphasis on writing and on the reading of cultural and literary texts.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 302","Intermediate Chinese IV","Continued practice in speaking and understanding Chinese with greater emphasis on reading and writing. Continued study of cultural and literary texts.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 351","Modern Chinese Popular Culture","Introduction to basic aspects of cultural practices and production in Chinese society, including consumer culture, education, work life, family relationships, everyday religious practices, aesthetic traditions, national identity, and gender. Reading and analysis of representative works of modern Chinese visual and print culture including literature, film, advertising, digital media and consumer products with attention to cultural analysis as well as to historical and cultural background.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 401","Advanced Chinese: Readings in Literature and Social Sciences","Continued training in the foundations of Chinese language, with emphasis on nuances of written Chinese.  This course introduces advanced Chinese language students to modern literature and social science texts.  Students read and analyze some of the finest works of 20th c. Chinese intellectuals, authors and social critics.  The class explores a wide range of prose forms, styles, and subject matter.  Emphasis will be placed on developing advanced-level proficiency in reading & writing, and on literary analysis & discussion of cultural & historical contexts.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLCH 402","Advanced Chinese: Readings in Literature and Science","Continued training in the foundations of Chinese language, with emphasis on nuances of written Chinese. This course introduces advanced Chinese language students to modern literature and science texts. Students read and analyze some of the finest works of 20th c. Chinese intellectuals, authors and proponents of scientific advancement as well as original scientific research in Chinese. The class explores a wide range of prose forms, styles, and subject matter. Emphasis will be placed on developing advanced-level proficiency in reading & writing, and on literary analysis & discussion of cultural & historical contexts.","World Languages - Chinese (WLCH)","(3 credit hours)"
"WLEN 100","Introduction to Academic Writing","For non-native speakers of English. Intensive introduction to critical writing and reading in academic contexts. Exploration of writing processes and academic literacy skills: interpreting assignments; comprehending, analyzing, and evaluating college-level texts; inventing, drafting, and revising; seeking, providing, and responding to constructive feedback; collaborating effectively under varied learning models. Extensive writing practice and individualized coaching. Attention to grammar and conventions of standard written English. Intended as preparation forWLEN 101.Only for non-native speakers of English. Requires C- or better. Credit forWLEN 100is not allowed if student has prior credit forWLEN 101.","World Languages - English (WLEN)","(4 credit hours)"
"WLEN 101","Academic Writing and Research","For non-native speakers of English intensive instruction in academic writing and research. Basic principles of rhetoric and strategies for academic inquiry and argument. Instruction and practice in critical reading, including the generative and responsible use of print and electronic sources for academic research, adapted for non-native speakers. Exploration of literate practices across a range of academic domains, laying the foundation for further writing development in college. Continued attention to grammar and conventions of standard written English. Satisfies freshman English requirements. Successful completion ofWLEN 101requires a C- or better. Credit forWLEN 101is not allowed if the student has already fulfilled the first-year writing requirement.","World Languages - English (WLEN)","(4 credit hours)"
"WLEN 201","Oral Communication in English for International Students","Oral communication in English; active and interactive speaking skills, listening comprehension and reading. Specific tasks in spoken English such as communicating information, making inquiries, requests and complaints.  Individual and group work in the form of oral reports, role play, presentations, etc. Listening to lectures and note taking skills.","World Languages - English (WLEN)","(3 credit hours)"
"WLEN 400","American English Pronunciation for International Students","Intensive pronunciation practice for non-native speakers of English.  Emphasis on improved intelligibility through practice on English rhythm, stress and intonation.  Individual and class work on vowel and consonant difficulties.","World Languages - English (WLEN)","(3 credit hours)"
